ID;Sales;Products;Periods;IndexNumbers_1;MonthOnMonthDevelopment_2;YearOnYearDevelopment_3;IndexNumbers_4;MonthOnMonthDevelopment_5;YearOnYearDevelopment_6
8105;Total sales;15515100 Milk and cream, concentrated or;2001 September;109.1;-0.4;10.4;109.1;-0.4;10.4
8106;Total sales;15515100 Milk and cream, concentrated or;2001 October;109.7;0.6;3.0;109.7;0.6;3.0
8107;Total sales;15515100 Milk and cream, concentrated or;2001 November;109.7;0.0;2.4;109.7;0.0;2.4
8108;Total sales;15515100 Milk and cream, concentrated or;2001 December;109.6;-0.1;2.0;109.6;-0.1;2.0
8109;Total sales;15515100 Milk and cream, concentrated or;2001;109.0;;9.0;109.0;;9.0
8110;Total sales;15515100 Milk and cream, concentrated or;2002 January;116.4;6.2;8.0;116.4;6.2;8.0
8111;Total sales;15515100 Milk and cream, concentrated or;2002 February;116.7;0.3;7.1;116.7;0.3;7.1
8112;Total sales;15515100 Milk and cream, concentrated or;2002 March;116.7;0.0;7.4;116.7;0.0;7.4
8113;Total sales;15515100 Milk and cream, concentrated or;2002 April;116.9;0.2;7.4;116.9;0.2;7.4
8114;Total sales;15515100 Milk and cream, concentrated or;2002 May;116.1;-0.7;7.3;116.1;-0.7;7.3
8115;Total sales;15515100 Milk and cream, concentrated or;2002 June;115.6;-0.5;7.0;115.6;-0.5;7.0
8116;Total sales;15515100 Milk and cream, concentrated or;2002 July;113.5;-1.8;3.6;113.5;-1.8;3.6
8117;Total sales;15515100 Milk and cream, concentrated or;2002 August;113.9;0.3;3.9;113.9;0.3;3.9
8118;Total sales;15515100 Milk and cream, concentrated or;2002 September;115.2;1.2;5.6;115.2;1.2;5.6
8119;Total sales;15515100 Milk and cream, concentrated or;2002 October;115.2;0.0;5.0;115.2;0.0;5.0
8120;Total sales;15515100 Milk and cream, concentrated or;2002 November;115.2;0.0;5.0;115.2;0.0;5.0
8121;Total sales;15515100 Milk and cream, concentrated or;2002 December;111.8;-3.0;2.0;111.8;-3.0;2.0
8122;Total sales;15515100 Milk and cream, concentrated or;2002;115.3;;5.8;115.3;;5.8
8123;Total sales;15515100 Milk and cream, concentrated or;2003 January;110.6;-1.1;-5.0;110.6;-1.1;-5.0
8124;Total sales;15515100 Milk and cream, concentrated or;2003 February;110.5;-0.1;-5.3;110.5;-0.1;-5.3
8125;Total sales;15515100 Milk and cream, concentrated or;2003 March;110.5;0.0;-5.3;110.5;0.0;-5.3
8126;Total sales;15515100 Milk and cream, concentrated or;2003 April;111.1;0.6;-4.9;111.1;0.6;-4.9
8127;Total sales;15515100 Milk and cream, concentrated or;2003 May;111.1;0.0;-4.3;111.1;0.0;-4.3
8128;Total sales;15515100 Milk and cream, concentrated or;2003 June;110.2;-0.8;-4.6;110.2;-0.8;-4.6
8129;Total sales;15515100 Milk and cream, concentrated or;2003 July;109.5;-0.7;-3.6;109.5;-0.7;-3.6
8130;Total sales;15515100 Milk and cream, concentrated or;2003 August;109.5;0.0;-3.8;109.5;0.0;-3.8
8131;Total sales;15515100 Milk and cream, concentrated or;2003 September;109.8;0.3;-4.7;109.8;0.3;-4.7
8132;Total sales;15515100 Milk and cream, concentrated or;2003 October;110.0;0.1;-4.6;110.0;0.1;-4.6
8133;Total sales;15515100 Milk and cream, concentrated or;2003 November;110.0;0.0;-4.6;110.0;0.0;-4.6
8134;Total sales;15515100 Milk and cream, concentrated or;2003 December;;;;;;
8135;Total sales;15515100 Milk and cream, concentrated or;2003;;;;;;
8136;Total sales;15515100 Milk and cream, concentrated or;2004 January;;;;;;
8137;Total sales;15515100 Milk and cream, concentrated or;2004 February;;;;;;
8138;Total sales;15515100 Milk and cream, concentrated or;2004 March;;;;;;
8139;Total sales;15515100 Milk and cream, concentrated or;2004 April;;;;;;
8140;Total sales;15515100 Milk and cream, concentrated or;2004 May;;;;;;
8141;Total sales;15515100 Milk and cream, concentrated or;2004 June;;;;;;
8142;Total sales;15515100 Milk and cream, concentrated or;2004 July;;;;;;
8143;Total sales;15515100 Milk and cream, concentrated or;2004 August;;;;;;
8144;Total sales;15515100 Milk and cream, concentrated or;2004 September;;;;;;
8145;Total sales;15515100 Milk and cream, concentrated or;2004 October;;;;;;
8146;Total sales;15515100 Milk and cream, concentrated or;2004 November;;;;;;
8147;Total sales;15515100 Milk and cream, concentrated or;2004 December;;;;;;
8148;Total sales;15515100 Milk and cream, concentrated or;2004;;;;;;
8149;Total sales;15515100 Milk and cream, concentrated or;2005 January;105.6;;;105.6;;
8150;Total sales;15515100 Milk and cream, concentrated or;2005 February;106.4;0.8;;106.4;0.8;
8151;Total sales;15515100 Milk and cream, concentrated or;2005 March;105.4;-0.9;;105.4;-0.9;
8152;Total sales;15515100 Milk and cream, concentrated or;2005 April;106.1;0.6;;106.1;0.6;
8153;Total sales;15515100 Milk and cream, concentrated or;2005 May;107.1;1.0;;107.1;1.0;
8154;Total sales;15515100 Milk and cream, concentrated or;2005 June;108.8;1.6;;108.8;1.6;
8155;Total sales;15515100 Milk and cream, concentrated or;2005 July;109.3;0.5;;109.3;0.5;
8156;Total sales;15515100 Milk and cream, concentrated or;2005 August;107.9;-1.3;;107.9;-1.3;
8157;Total sales;15515100 Milk and cream, concentrated or;2005 September;107.6;-0.3;;107.6;-0.3;
8158;Total sales;15515100 Milk and cream, concentrated or;2005 October;109.1;1.4;;109.1;1.4;
8159;Total sales;15515100 Milk and cream, concentrated or;2005 November;109.8;0.7;;109.8;0.7;
8160;Total sales;15515100 Milk and cream, concentrated or;2005 December;110.6;0.7;;110.6;0.7;
8161;Total sales;15515100 Milk and cream, concentrated or;2005;107.8;;;107.8;;
8162;Total sales;15515100 Milk and cream, concentrated or;2006 January;111.6;1.0;5.8;111.6;1.0;5.8
8163;Total sales;15515100 Milk and cream, concentrated or;2006 February;111.9;0.2;5.1;111.9;0.2;5.1
8164;Total sales;15515100 Milk and cream, concentrated or;2006 March;111.8;-0.1;6.1;111.8;-0.1;6.1
8165;Total sales;15515100 Milk and cream, concentrated or;2006 April;111.6;-0.1;5.3;111.6;-0.1;5.3
8166;Total sales;15515100 Milk and cream, concentrated or;2006 May;109.5;-1.9;2.3;109.5;-1.9;2.3
8167;Total sales;15515100 Milk and cream, concentrated or;2006 June;107.5;-1.8;-1.1;107.5;-1.8;-1.1
8168;Total sales;15515100 Milk and cream, concentrated or;2006 July;107.6;0.1;-1.5;107.6;0.1;-1.5
8169;Total sales;15515100 Milk and cream, concentrated or;2006 August;107.6;0.0;-0.3;107.6;0.0;-0.3
8170;Total sales;15515200 Yoghurt and other fermented or;2000 January;98.6;;;98.6;;
8171;Total sales;15515200 Yoghurt and other fermented or;2000 February;98.6;0.0;;98.6;0.0;
8172;Total sales;15515200 Yoghurt and other fermented or;2000 March;98.6;0.0;;98.6;0.0;
8173;Total sales;15515200 Yoghurt and other fermented or;2000 April;98.6;0.1;;98.6;0.1;
8174;Total sales;15515200 Yoghurt and other fermented or;2000 May;98.7;0.0;;98.7;0.0;
8175;Total sales;15515200 Yoghurt and other fermented or;2000 June;98.9;0.2;;98.9;0.2;
8176;Total sales;15515200 Yoghurt and other fermented or;2000 July;99.4;0.5;;99.4;0.5;
8177;Total sales;15515200 Yoghurt and other fermented or;2000 August;101.2;1.8;;101.2;1.8;
8178;Total sales;15515200 Yoghurt and other fermented or;2000 September;101.2;0.0;;101.2;0.0;
8179;Total sales;15515200 Yoghurt and other fermented or;2000 October;101.7;0.6;;101.7;0.6;
8180;Total sales;15515200 Yoghurt and other fermented or;2000 November;102.1;0.4;;102.1;0.4;
8181;Total sales;15515200 Yoghurt and other fermented or;2000 December;102.6;0.4;;102.6;0.4;
8182;Total sales;15515200 Yoghurt and other fermented or;2000;100.0;;;100.0;;
8183;Total sales;15515200 Yoghurt and other fermented or;2001 January;102.7;0.2;4.2;102.7;0.2;4.2
8184;Total sales;15515200 Yoghurt and other fermented or;2001 February;104.5;1.7;6.0;104.5;1.7;6.0
8185;Total sales;15515200 Yoghurt and other fermented or;2001 March;104.7;0.2;6.3;104.7;0.2;6.3
8186;Total sales;15515200 Yoghurt and other fermented or;2001 April;105.0;0.3;6.5;105.0;0.3;6.5
8187;Total sales;15515200 Yoghurt and other fermented or;2001 May;104.9;-0.1;6.4;104.9;-0.1;6.4
8188;Total sales;15515200 Yoghurt and other fermented or;2001 June;104.9;-0.1;6.1;104.9;-0.1;6.1
8189;Total sales;15515200 Yoghurt and other fermented or;2001 July;109.3;4.2;10.0;109.3;4.2;10.0
8190;Total sales;15515200 Yoghurt and other fermented or;2001 August;109.3;0.0;8.0;109.3;0.0;8.0
8191;Total sales;15515200 Yoghurt and other fermented or;2001 September;109.3;-0.1;8.0;109.3;-0.1;8.0
8192;Total sales;15515200 Yoghurt and other fermented or;2001 October;112.5;2.9;10.5;112.5;2.9;10.5
8193;Total sales;15515200 Yoghurt and other fermented or;2001 November;112.5;0.0;10.1;112.5;0.0;10.1
8194;Total sales;15515200 Yoghurt and other fermented or;2001 December;112.4;0.0;9.6;112.4;0.0;9.6
8195;Total sales;15515200 Yoghurt and other fermented or;2001;107.7;;7.7;107.7;;7.7
8196;Total sales;15515200 Yoghurt and other fermented or;2002 January;112.3;-0.2;9.3;112.3;-0.2;9.3
8197;Total sales;15515200 Yoghurt and other fermented or;2002 February;112.3;0.0;7.5;112.3;0.0;7.5
8198;Total sales;15515200 Yoghurt and other fermented or;2002 March;112.1;-0.1;7.1;112.1;-0.1;7.1
8199;Total sales;15515200 Yoghurt and other fermented or;2002 April;111.9;-0.2;6.6;111.9;-0.2;6.6
8200;Total sales;15515200 Yoghurt and other fermented or;2002 May;111.1;-0.7;5.9;111.1;-0.7;5.9
8201;Total sales;15515200 Yoghurt and other fermented or;2002 June;110.9;-0.2;5.8;110.9;-0.2;5.8
8202;Total sales;15515200 Yoghurt and other fermented or;2002 July;110.5;-0.3;1.1;110.5;-0.3;1.1
8203;Total sales;15515200 Yoghurt and other fermented or;2002 August;110.5;0.0;1.1;110.5;0.0;1.1
8204;Total sales;15515200 Yoghurt and other fermented or;2002 September;110.6;0.1;1.2;110.6;0.1;1.2
8205;Total sales;15515200 Yoghurt and other fermented or;2002 October;110.5;-0.1;-1.8;110.5;-0.1;-1.8
8206;Total sales;15515200 Yoghurt and other fermented or;2002 November;110.5;0.0;-1.8;110.5;0.0;-1.8
8207;Total sales;15515200 Yoghurt and other fermented or;2002 December;110.3;-0.1;-1.9;110.3;-0.1;-1.9
8208;Total sales;15515200 Yoghurt and other fermented or;2002;111.1;;3.2;111.1;;3.2
8209;Total sales;15515200 Yoghurt and other fermented or;2003 January;110.2;-0.1;-1.9;110.2;-0.1;-1.9
8210;Total sales;15515200 Yoghurt and other fermented or;2003 February;109.9;-0.3;-2.1;109.9;-0.3;-2.1
8211;Total sales;15515200 Yoghurt and other fermented or;2003 March;109.8;-0.1;-2.1;109.8;-0.1;-2.1
8212;Total sales;15515200 Yoghurt and other fermented or;2003 April;109.9;0.1;-1.8;109.9;0.1;-1.8
8213;Total sales;15515200 Yoghurt and other fermented or;2003 May;109.7;-0.1;-1.3;109.7;-0.1;-1.3
8214;Total sales;15515200 Yoghurt and other fermented or;2003 June;109.7;0.0;-1.0;109.7;0.0;-1.0
8215;Total sales;15515200 Yoghurt and other fermented or;2003 July;110.2;0.4;-0.3;110.2;0.4;-0.3
8216;Total sales;15515200 Yoghurt and other fermented or;2003 August;110.1;-0.1;-0.4;110.1;-0.1;-0.4
8217;Total sales;15515200 Yoghurt and other fermented or;2003 September;110.3;0.2;-0.3;110.3;0.2;-0.3
8218;Total sales;15515200 Yoghurt and other fermented or;2003 October;110.4;0.1;-0.1;110.4;0.1;-0.1
8219;Total sales;15515200 Yoghurt and other fermented or;2003 November;110.4;0.0;-0.1;110.4;0.0;-0.1
8220;Total sales;15515200 Yoghurt and other fermented or;2003 December;110.3;-0.1;0.0;110.3;-0.1;0.0
8221;Total sales;15515200 Yoghurt and other fermented or;2003;110.1;;-1.0;110.1;;-1.0
8222;Total sales;15515200 Yoghurt and other fermented or;2004 January;111.4;1.0;1.1;111.4;1.0;1.1
8223;Total sales;15515200 Yoghurt and other fermented or;2004 February;111.5;0.1;1.5;111.5;0.1;1.5
8224;Total sales;15515200 Yoghurt and other fermented or;2004 March;111.5;0.0;1.6;111.5;0.0;1.6
8225;Total sales;15515200 Yoghurt and other fermented or;2004 April;110.4;-1.0;0.5;110.4;-1.0;0.5
8226;Total sales;15515200 Yoghurt and other fermented or;2004 May;110.3;-0.1;0.5;110.3;-0.1;0.5
8227;Total sales;15515200 Yoghurt and other fermented or;2004 June;110.3;0.0;0.5;110.3;0.0;0.5
8228;Total sales;15515200 Yoghurt and other fermented or;2004 July;110.4;0.1;0.2;110.4;0.1;0.2
8229;Total sales;15515200 Yoghurt and other fermented or;2004 August;110.6;0.1;0.4;110.6;0.1;0.4
8230;Total sales;15515200 Yoghurt and other fermented or;2004 September;110.9;0.3;0.6;110.9;0.3;0.6
8231;Total sales;15515200 Yoghurt and other fermented or;2004 October;110.9;0.0;0.5;110.9;0.0;0.5
8232;Total sales;15515200 Yoghurt and other fermented or;2004 November;110.9;0.0;0.5;110.9;0.0;0.5
8233;Total sales;15515200 Yoghurt and other fermented or;2004 December;110.7;-0.2;0.4;110.7;-0.2;0.4
8234;Total sales;15515200 Yoghurt and other fermented or;2004;110.8;;0.7;110.8;;0.7
8235;Total sales;15515200 Yoghurt and other fermented or;2005 January;110.9;0.2;-0.5;110.9;0.2;-0.5
8236;Total sales;15515200 Yoghurt and other fermented or;2005 February;111.0;0.1;-0.5;111.0;0.1;-0.5
8237;Total sales;15515200 Yoghurt and other fermented or;2005 March;111.0;0.0;-0.5;111.0;0.0;-0.5
8238;Total sales;15515200 Yoghurt and other fermented or;2005 April;111.0;0.1;0.6;111.0;0.1;0.6
8239;Total sales;15515200 Yoghurt and other fermented or;2005 May;111.1;0.1;0.8;111.1;0.1;0.8
8240;Total sales;15515200 Yoghurt and other fermented or;2005 June;111.2;0.1;0.9;111.2;0.1;0.9
8241;Total sales;15515200 Yoghurt and other fermented or;2005 July;111.5;0.3;1.0;111.5;0.3;1.0
8242;Total sales;15515200 Yoghurt and other fermented or;2005 August;111.5;-0.1;0.8;111.5;-0.1;0.8
8243;Total sales;15515200 Yoghurt and other fermented or;2005 September;111.5;0.1;0.5;111.5;0.1;0.5
8244;Total sales;15515200 Yoghurt and other fermented or;2005 October;111.6;0.1;0.6;111.6;0.1;0.6
8245;Total sales;15515200 Yoghurt and other fermented or;2005 November;111.7;0.1;0.7;111.7;0.1;0.7
8246;Total sales;15515200 Yoghurt and other fermented or;2005 December;111.7;0.0;0.9;111.7;0.0;0.9
8247;Total sales;15515200 Yoghurt and other fermented or;2005;111.3;;0.4;111.3;;0.4
8248;Total sales;15515200 Yoghurt and other fermented or;2006 January;113.3;1.4;2.2;113.3;1.4;2.2
8249;Total sales;15515200 Yoghurt and other fermented or;2006 February;113.3;0.0;2.1;113.3;0.0;2.1
8250;Total sales;15515200 Yoghurt and other fermented or;2006 March;113.3;0.0;2.1;113.3;0.0;2.1
8251;Total sales;15515200 Yoghurt and other fermented or;2006 April;114.0;0.6;2.7;114.0;0.6;2.7
8252;Total sales;15515200 Yoghurt and other fermented or;2006 May;113.8;-0.1;2.4;113.8;-0.1;2.4
8253;Total sales;15515200 Yoghurt and other fermented or;2006 June;113.7;-0.1;2.2;113.7;-0.1;2.2
8254;Total sales;15515200 Yoghurt and other fermented or;2006 July;113.7;0.0;2.0;113.7;0.0;2.0
8255;Total sales;15515200 Yoghurt and other fermented or;2006 August;113.7;0.0;2.0;113.7;0.0;2.0
8256;Total sales;15515300 Casein and caseinates;2000 January;;;;;;
8257;Total sales;15515300 Casein and caseinates;2000 February;;;;;;
8258;Total sales;15515300 Casein and caseinates;2000 March;;;;;;
8259;Total sales;15515300 Casein and caseinates;2000 April;;;;;;
8260;Total sales;15515300 Casein and caseinates;2000 May;;;;;;
8261;Total sales;15515300 Casein and caseinates;2000 June;;;;;;
8262;Total sales;15515300 Casein and caseinates;2000 July;;;;;;
8263;Total sales;15515300 Casein and caseinates;2000 August;;;;;;
8264;Total sales;15515300 Casein and caseinates;2000 September;;;;;;
8265;Total sales;15515300 Casein and caseinates;2000 October;;;;;;
8266;Total sales;15515300 Casein and caseinates;2000 November;;;;;;
8267;Total sales;15515300 Casein and caseinates;2000 December;;;;;;
8268;Total sales;15515300 Casein and caseinates;2000;100.0;;;100.0;;
8269;Total sales;15515300 Casein and caseinates;2001 January;;;;;;
8270;Total sales;15515300 Casein and caseinates;2001 February;;;;;;
8271;Total sales;15515300 Casein and caseinates;2001 March;;;;;;
8272;Total sales;15515300 Casein and caseinates;2001 April;;;;;;
8273;Total sales;15515300 Casein and caseinates;2001 May;;;;;;
8274;Total sales;15515300 Casein and caseinates;2001 June;;;;;;
8275;Total sales;15515300 Casein and caseinates;2001 July;;;;;;
8276;Total sales;15515300 Casein and caseinates;2001 August;;;;;;
8277;Total sales;15515300 Casein and caseinates;2001 September;;;;;;
8278;Total sales;15515300 Casein and caseinates;2001 October;;;;;;
8279;Total sales;15515300 Casein and caseinates;2001 November;;;;;;
8280;Total sales;15515300 Casein and caseinates;2001 December;;;;;;
8281;Total sales;15515300 Casein and caseinates;2001;;;;;;
8282;Total sales;15515300 Casein and caseinates;2002 January;;;;;;
8283;Total sales;15515300 Casein and caseinates;2002 February;;;;;;
8284;Total sales;15515300 Casein and caseinates;2002 March;;;;;;
8285;Total sales;15515300 Casein and caseinates;2002 April;;;;;;
8286;Total sales;15515300 Casein and caseinates;2002 May;;;;;;
8287;Total sales;15515300 Casein and caseinates;2002 June;;;;;;
8288;Total sales;15515300 Casein and caseinates;2002 July;;;;;;
8289;Total sales;15515300 Casein and caseinates;2002 August;;;;;;
8290;Total sales;15515300 Casein and caseinates;2002 September;;;;;;
8291;Total sales;15515300 Casein and caseinates;2002 October;;;;;;
8292;Total sales;15515300 Casein and caseinates;2002 November;;;;;;
8293;Total sales;15515300 Casein and caseinates;2002 December;;;;;;
8294;Total sales;15515300 Casein and caseinates;2002;;;;;;
8295;Total sales;15515300 Casein and caseinates;2003 January;;;;;;
8296;Total sales;15515300 Casein and caseinates;2003 February;;;;;;
8297;Total sales;15515300 Casein and caseinates;2003 March;;;;;;
8298;Total sales;15515300 Casein and caseinates;2003 April;;;;;;
8299;Total sales;15515300 Casein and caseinates;2003 May;;;;;;
8300;Total sales;15515300 Casein and caseinates;2003 June;;;;;;
8301;Total sales;15515300 Casein and caseinates;2003 July;;;;;;
8302;Total sales;15515300 Casein and caseinates;2003 August;;;;;;
8303;Total sales;15515300 Casein and caseinates;2003 September;;;;;;
8304;Total sales;15515300 Casein and caseinates;2003 October;;;;;;
8305;Total sales;15515300 Casein and caseinates;2003 November;;;;;;
8306;Total sales;15515300 Casein and caseinates;2003 December;;;;;;
8307;Total sales;15515300 Casein and caseinates;2003;;;;;;
8308;Total sales;15515300 Casein and caseinates;2004 January;;;;;;
8309;Total sales;15515300 Casein and caseinates;2004 February;;;;;;
8310;Total sales;15515300 Casein and caseinates;2004 March;;;;;;
8311;Total sales;15515300 Casein and caseinates;2004 April;;;;;;
8312;Total sales;15515300 Casein and caseinates;2004 May;;;;;;
8313;Total sales;15515300 Casein and caseinates;2004 June;;;;;;
8314;Total sales;15515300 Casein and caseinates;2004 July;;;;;;
8315;Total sales;15515300 Casein and caseinates;2004 August;;;;;;
8316;Total sales;15515300 Casein and caseinates;2004 September;;;;;;
8317;Total sales;15515300 Casein and caseinates;2004 October;;;;;;
8318;Total sales;15515300 Casein and caseinates;2004 November;;;;;;
8319;Total sales;15515300 Casein and caseinates;2004 December;;;;;;
8320;Total sales;15515300 Casein and caseinates;2004;;;;;;
8321;Total sales;15515300 Casein and caseinates;2005 January;;;;;;
8322;Total sales;15515300 Casein and caseinates;2005 February;;;;;;
8323;Total sales;15515300 Casein and caseinates;2005 March;;;;;;
8324;Total sales;15515300 Casein and caseinates;2005 April;;;;;;
8325;Total sales;15515300 Casein and caseinates;2005 May;;;;;;
8326;Total sales;15515300 Casein and caseinates;2005 June;;;;;;
8327;Total sales;15515300 Casein and caseinates;2005 July;;;;;;
8328;Total sales;15515300 Casein and caseinates;2005 August;;;;;;
8329;Total sales;15515300 Casein and caseinates;2005 September;;;;;;
8330;Total sales;15515300 Casein and caseinates;2005 October;;;;;;
8331;Total sales;15515300 Casein and caseinates;2005 November;;;;;;
8332;Total sales;15515300 Casein and caseinates;2005 December;;;;;;
8333;Total sales;15515300 Casein and caseinates;2005;;;;;;
8334;Total sales;15515300 Casein and caseinates;2006 January;;;;;;
8335;Total sales;15515300 Casein and caseinates;2006 February;;;;;;
8336;Total sales;15515300 Casein and caseinates;2006 March;;;;;;
8337;Total sales;15515300 Casein and caseinates;2006 April;;;;;;
8338;Total sales;15515300 Casein and caseinates;2006 May;;;;;;
8339;Total sales;15515300 Casein and caseinates;2006 June;;;;;;
8340;Total sales;15515300 Casein and caseinates;2006 July;;;;;;
8341;Total sales;15515300 Casein and caseinates;2006 August;;;;;;
8342;Total sales;15515500 Whey;2000 January;96.2;;;96.2;;
8343;Total sales;15515500 Whey;2000 February;94.7;-1.5;;94.7;-1.5;
8344;Total sales;15515500 Whey;2000 March;93.1;-1.7;;93.1;-1.7;
8345;Total sales;15515500 Whey;2000 April;92.4;-0.7;;92.4;-0.7;
8346;Total sales;15515500 Whey;2000 May;92.6;0.2;;92.6;0.2;
8347;Total sales;15515500 Whey;2000 June;98.9;6.8;;98.9;6.8;
8348;Total sales;15515500 Whey;2000 July;99.8;0.9;;99.8;0.9;
8349;Total sales;15515500 Whey;2000 August;99.8;0.0;;99.8;0.0;
8350;Total sales;15515500 Whey;2000 September;100.1;0.4;;100.1;0.4;
8351;Total sales;15515500 Whey;2000 October;102.1;2.0;;102.1;2.0;
8352;Total sales;15515500 Whey;2000 November;110.0;7.7;;110.0;7.7;
8353;Total sales;15515500 Whey;2000 December;120.5;9.5;;120.5;9.5;
8354;Total sales;15515500 Whey;2000;100.0;;;100.0;;
8355;Total sales;15515500 Whey;2001 January;128.3;6.5;33.4;128.3;6.5;33.4
8356;Total sales;15515500 Whey;2001 February;116.4;-9.2;23.0;116.4;-9.2;23.0
8357;Total sales;15515500 Whey;2001 March;111.8;-4.0;20.1;111.8;-4.0;20.1
8358;Total sales;15515500 Whey;2001 April;107.1;-4.2;15.9;107.1;-4.2;15.9
8359;Total sales;15515500 Whey;2001 May;108.3;1.2;17.0;108.3;1.2;17.0
8360;Total sales;15515500 Whey;2001 June;109.5;1.1;10.8;109.5;1.1;10.8
8361;Total sales;15515500 Whey;2001 July;109.9;0.3;10.1;109.9;0.3;10.1
8362;Total sales;15515500 Whey;2001 August;110.7;0.7;11.0;110.7;0.7;11.0
8363;Total sales;15515500 Whey;2001 September;111.5;0.7;11.4;111.5;0.7;11.4
8364;Total sales;15515500 Whey;2001 October;111.9;0.4;9.6;111.9;0.4;9.6
8365;Total sales;15515500 Whey;2001 November;111.2;-0.6;1.1;111.2;-0.6;1.1
8366;Total sales;15515500 Whey;2001 December;111.9;0.6;-7.1;111.9;0.6;-7.1
8367;Total sales;15515500 Whey;2001;112.4;;12.4;112.4;;12.4
8368;Total sales;15515500 Whey;2002 January;109.6;-2.1;-14.6;109.6;-2.1;-14.6
8369;Total sales;15515500 Whey;2002 February;112.1;2.3;-3.7;112.1;2.3;-3.7
8370;Total sales;15515500 Whey;2002 March;107.0;-4.5;-4.3;107.0;-4.5;-4.3
8371;Total sales;15515500 Whey;2002 April;101.9;-4.8;-4.8;101.9;-4.8;-4.8
8372;Total sales;15515500 Whey;2002 May;96.1;-5.7;-11.3;96.1;-5.7;-11.3
8373;Total sales;15515500 Whey;2002 June;97.3;1.3;-11.1;97.3;1.3;-11.1
8374;Total sales;15515500 Whey;2002 July;96.9;-0.5;-11.9;96.9;-0.5;-11.9
8375;Total sales;15515500 Whey;2002 August;93.8;-3.2;-15.3;93.8;-3.2;-15.3
8376;Total sales;15515500 Whey;2002 September;94.2;0.5;-15.5;94.2;0.5;-15.5
8377;Total sales;15515500 Whey;2002 October;90.5;-3.9;-19.1;90.5;-3.9;-19.1
8378;Total sales;15515500 Whey;2002 November;91.2;0.7;-18.0;91.2;0.7;-18.0
8379;Total sales;15515500 Whey;2002 December;92.6;1.6;-17.2;92.6;1.6;-17.2
8380;Total sales;15515500 Whey;2002;98.6;;-12.3;98.6;;-12.3
8381;Total sales;15515500 Whey;2003 January;89.3;-3.5;-18.5;89.3;-3.5;-18.5
8382;Total sales;15515500 Whey;2003 February;88.2;-1.3;-21.3;88.2;-1.3;-21.3
8383;Total sales;15515500 Whey;2003 March;86.1;-2.4;-19.5;86.1;-2.4;-19.5
8384;Total sales;15515500 Whey;2003 April;84.8;-1.5;-16.8;84.8;-1.5;-16.8
8385;Total sales;15515500 Whey;2003 May;80.7;-4.8;-16.0;80.7;-4.8;-16.0
8386;Total sales;15515500 Whey;2003 June;82.9;2.7;-14.8;82.9;2.7;-14.8
8387;Total sales;15515500 Whey;2003 July;83.4;0.6;-13.9;83.4;0.6;-13.9
8388;Total sales;15515500 Whey;2003 August;82.3;-1.2;-12.2;82.3;-1.2;-12.2
8389;Total sales;15515500 Whey;2003 September;81.3;-1.3;-13.8;81.3;-1.3;-13.8
8390;Total sales;15515500 Whey;2003 October;82.4;1.4;-9.0;82.4;1.4;-9.0
8391;Total sales;15515500 Whey;2003 November;84.3;2.3;-7.5;84.3;2.3;-7.5
8392;Total sales;15515500 Whey;2003 December;82.2;-2.5;-11.2;82.2;-2.5;-11.2
8393;Total sales;15515500 Whey;2003;84.0;;-14.8;84.0;;-14.8
8394;Total sales;15515500 Whey;2004 January;;;;;;
8395;Total sales;15515500 Whey;2004 February;89.8;;1.8;89.8;;1.8
8396;Total sales;15515500 Whey;2004 March;86.6;-3.5;0.7;86.6;-3.5;0.7
8397;Total sales;15515500 Whey;2004 April;86.0;-0.8;1.4;86.0;-0.8;1.4
8398;Total sales;15515500 Whey;2004 May;82.0;-4.6;1.6;82.0;-4.6;1.6
8399;Total sales;15515500 Whey;2004 June;82.7;0.9;-0.2;82.7;0.9;-0.2
8400;Total sales;15515500 Whey;2004 July;85.3;3.1;2.3;85.3;3.1;2.3
8401;Total sales;15515500 Whey;2004 August;89.7;5.1;8.9;89.7;5.1;8.9
8402;Total sales;15515500 Whey;2004 September;89.9;0.2;10.6;89.9;0.2;10.6
8403;Total sales;15515500 Whey;2004 October;88.3;-1.7;7.2;88.3;-1.7;7.2
8404;Total sales;15515500 Whey;2004 November;88.6;0.3;5.0;88.6;0.3;5.0
8405;Total sales;15515500 Whey;2004 December;84.7;-4.4;3.0;84.7;-4.4;3.0
8406;Total sales;15515500 Whey;2004;;;;;;
8407;Total sales;15515500 Whey;2005 January;86.9;2.7;;86.9;2.7;
8408;Total sales;15515500 Whey;2005 February;89.2;2.6;-0.6;89.2;2.6;-0.6
8409;Total sales;15515500 Whey;2005 March;89.4;0.1;3.1;89.4;0.1;3.1
8410;Total sales;15515500 Whey;2005 April;89.5;0.2;4.1;89.5;0.2;4.1
8411;Total sales;15515500 Whey;2005 May;92.6;3.5;13.0;92.6;3.5;13.0
8412;Total sales;15515500 Whey;2005 June;92.3;-0.4;11.5;92.3;-0.4;11.5
8413;Total sales;15515500 Whey;2005 July;95.5;3.5;11.9;95.5;3.5;11.9
8414;Total sales;15515500 Whey;2005 August;95.1;-0.4;6.1;95.1;-0.4;6.1
8415;Total sales;15515500 Whey;2005 September;97.9;2.9;8.9;97.9;2.9;8.9
8416;Total sales;15515500 Whey;2005 October;98.7;0.8;11.8;98.7;0.8;11.8
8417;Total sales;15515500 Whey;2005 November;100.3;1.6;13.3;100.3;1.6;13.3
