ID;Goederenstromen;Goederengroepen;Werelddelen;Perioden;Schatting_1;Ondergrens95Interval_2;Bovengrens95Interval_3;Betrouwbaarheidsmarge_4;AandeelInGoederenstroom_5;GroeiIndicatie_6;Schatting_7;Ondergrens95Interval_8;Bovengrens95Interval_9;Betrouwbaarheidsmarge_10;AandeelInGoederenstroom_11;GroeiIndicatie_12
2734;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Azië;2013;860;775;944;10.0;0;5.0;1062;912;1212;14.0;1;9.0
2735;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Azië;2014;975;882;1069;10.0;1;5.0;903;776;1030;14.0;1;1.0
2736;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Azië;2015;928;847;1010;9.0;1;9.0;1010;877;1143;13.0;1;9.0
2737;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Azië;2016;875;790;960;10.0;1;9.0;1009;867;1152;14.0;1;9.0
2738;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Azië;2017;1038;924;1153;11.0;1;5.0;1225;1031;1420;16.0;1;5.0
2739;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Europa;2007;4640;4181;5099;10.0;4;;5324;4485;6162;16.0;6;
2740;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Europa;2008;5296;4771;5820;10.0;4;5.0;5567;4669;6466;16.0;7;9.0
2741;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Europa;2009;4720;4252;5187;10.0;4;1.0;5378;4514;6242;16.0;7;9.0
2742;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Europa;2010;5342;4809;5874;10.0;4;5.0;6053;5123;6982;15.0;7;9.0
2743;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Europa;2011;6306;5682;6931;10.0;4;5.0;6649;5660;7638;15.0;7;9.0
2744;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Europa;2012;6977;6274;7681;10.0;4;5.0;7205;6023;8387;16.0;6;9.0
2745;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Europa;2013;7818;7046;8591;10.0;5;5.0;8044;6706;9382;17.0;6;9.0
2746;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Europa;2014;7350;6647;8054;10.0;4;9.0;5709;4814;6603;16.0;5;1.0
2747;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Europa;2015;7735;7010;8461;9.0;5;9.0;7132;6001;8262;16.0;7;5.0
2748;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Europa;2016;8137;7379;8895;9.0;5;9.0;7129;6030;8229;15.0;6;9.0
2749;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Europa;2017;8809;7972;9646;10.0;5;9.0;7687;6481;8893;16.0;7;9.0
2750;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Oceanië;2007;113;102;125;10.0;0;;110;101;119;8.0;0;
2751;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Oceanië;2008;77;69;85;10.0;0;1.0;37;31;43;15.0;0;1.0
2752;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Oceanië;2009;80;72;88;10.0;0;9.0;125;106;143;15.0;0;5.0
2753;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Oceanië;2010;46;41;51;10.0;0;1.0;26;22;29;15.0;0;1.0
2754;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Oceanië;2011;59;53;65;10.0;0;5.0;27;23;31;15.0;0;9.0
2755;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Oceanië;2012;145;131;159;10.0;0;5.0;172;147;198;15.0;0;5.0
2756;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Oceanië;2013;120;105;136;13.0;0;1.0;202;172;231;15.0;0;5.0
2757;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Oceanië;2014;188;170;206;10.0;0;5.0;128;109;146;15.0;0;1.0
2758;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Oceanië;2015;143;130;157;10.0;0;1.0;239;204;273;15.0;0;5.0
2759;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Oceanië;2016;185;169;200;8.0;0;5.0;325;284;366;13.0;0;5.0
2760;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Oceanië;2017;253;235;271;7.0;0;5.0;418;372;463;11.0;0;5.0
2761;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Niet nader aangegeven landen en gebieden;2007;9;8;10;11.0;0;;7;6;8;16.0;0;
2762;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Niet nader aangegeven landen en gebieden;2008;5;4;5;10.0;0;1.0;3;2;3;14.0;0;1.0
2763;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Niet nader aangegeven landen en gebieden;2009;3;2;3;10.0;0;1.0;4;3;4;15.0;0;5.0
2764;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Niet nader aangegeven landen en gebieden;2010;3;3;3;10.0;0;5.0;3;3;4;15.0;0;9.0
2765;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Niet nader aangegeven landen en gebieden;2011;6;5;7;10.0;0;5.0;5;4;6;14.0;0;5.0
2766;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Niet nader aangegeven landen en gebieden;2012;5;4;5;10.0;0;1.0;3;2;3;15.0;0;1.0
2767;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Niet nader aangegeven landen en gebieden;2013;9;8;10;10.0;0;5.0;9;8;11;15.0;0;5.0
2768;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Niet nader aangegeven landen en gebieden;2014;19;16;22;15.0;0;5.0;6;5;7;18.0;0;1.0
2769;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Niet nader aangegeven landen en gebieden;2015;7;6;8;12.0;0;1.0;3;2;3;18.0;0;1.0
2770;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Niet nader aangegeven landen en gebieden;2016;7;6;8;12.0;0;9.0;3;2;3;17.0;0;9.0
2771;Invoer voor wederuitvoer;1 Andere voedingsproducten en veevoeder;Niet nader aangegeven landen en gebieden;2017;8;7;9;13.0;0;5.0;4;3;4;16.0;0;5.0
2772;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Totaal alle werelddelen;2007;902;855;949;5.0;1;;13665;12565;14765;8.0;14;
2773;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Totaal alle werelddelen;2008;652;612;691;6.0;0;1.0;6156;5603;6710;9.0;8;1.0
2774;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Totaal alle werelddelen;2009;446;420;472;6.0;0;1.0;5751;5214;6288;9.0;7;9.0
2775;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Totaal alle werelddelen;2010;625;585;666;6.0;0;5.0;6901;6191;7611;10.0;8;5.0
2776;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Totaal alle werelddelen;2011;1019;949;1088;7.0;1;5.0;10211;9149;11273;10.0;10;5.0
2777;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Totaal alle werelddelen;2012;1152;1074;1231;7.0;1;5.0;12567;11228;13906;11.0;11;5.0
2778;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Totaal alle werelddelen;2013;931;872;990;6.0;1;1.0;16149;14578;17720;10.0;13;5.0
2779;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Totaal alle werelddelen;2014;710;669;751;6.0;0;1.0;9933;8992;10875;9.0;9;1.0
2780;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Totaal alle werelddelen;2015;572;535;609;7.0;0;1.0;8345;7481;9209;10.0;8;1.0
2781;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Totaal alle werelddelen;2016;546;509;584;7.0;0;9.0;8540;7629;9451;11.0;7;9.0
2782;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Totaal alle werelddelen;2017;680;640;721;6.0;0;5.0;7748;7009;8486;10.0;7;2.0
2783;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Afrika;2007;207;186;227;10.0;0;;3705;3146;4264;15.0;4;
2784;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Afrika;2008;77;69;84;10.0;0;1.0;761;650;871;15.0;1;1.0
2785;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Afrika;2009;46;41;50;10.0;0;1.0;766;650;882;15.0;1;9.0
2786;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Afrika;2010;25;22;27;10.0;0;1.0;387;329;446;15.0;0;1.0
2787;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Afrika;2011;31;28;34;10.0;0;5.0;355;302;407;15.0;0;9.0
2788;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Afrika;2012;68;61;74;10.0;0;5.0;876;748;1003;15.0;1;5.0
2789;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Afrika;2013;122;110;134;10.0;0;5.0;1981;1702;2260;14.0;2;5.0
2790;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Afrika;2014;85;78;93;9.0;0;1.0;1373;1180;1566;14.0;1;1.0
2791;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Afrika;2015;31;27;34;12.0;0;1.0;510;424;596;17.0;0;1.0
2792;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Afrika;2016;20;17;22;13.0;0;1.0;361;297;425;18.0;0;1.0
2793;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Afrika;2017;27;24;30;12.0;0;5.0;382;319;446;17.0;0;9.0
2794;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Amerika;2007;354;318;389;10.0;0;;4875;4123;5627;15.0;5;
2795;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Amerika;2008;354;319;389;10.0;0;9.0;3081;2634;3528;14.0;4;1.0
2796;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Amerika;2009;211;190;232;10.0;0;1.0;2497;2115;2879;15.0;3;1.0
2797;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Amerika;2010;347;313;381;10.0;0;5.0;3628;3085;4172;15.0;4;5.0
2798;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Amerika;2011;632;572;693;10.0;0;5.0;6663;5778;7548;13.0;7;5.0
2799;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Amerika;2012;867;794;941;9.0;1;5.0;9046;7812;10280;14.0;8;5.0
2800;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Amerika;2013;682;625;738;8.0;0;1.0;10960;9535;12385;13.0;9;5.0
2801;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Amerika;2014;410;378;442;8.0;0;1.0;5370;4691;6049;13.0;5;1.0
2802;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Amerika;2015;284;261;308;8.0;0;1.0;3815;3298;4332;14.0;4;1.0
2803;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Amerika;2016;262;238;286;9.0;0;2.0;3936;3351;4521;15.0;3;9.0
2804;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Amerika;2017;244;219;269;10.0;0;9.0;2768;2342;3194;15.0;2;1.0
2805;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Azië;2007;78;70;85;10.0;0;;918;776;1061;16.0;1;
2806;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Azië;2008;28;25;31;10.0;0;1.0;262;223;301;15.0;0;1.0
2807;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Azië;2009;12;11;13;10.0;0;1.0;174;147;201;16.0;0;1.0
2808;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Azië;2010;4;3;4;10.0;0;1.0;18;15;21;15.0;0;1.0
2809;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Azië;2011;6;5;6;14.0;0;5.0;22;17;26;22.0;0;9.0
2810;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Azië;2012;4;4;4;8.0;0;1.0;39;34;44;12.0;0;5.0
2811;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Azië;2013;6;6;7;6.0;0;5.0;72;68;75;5.0;0;5.0
2812;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Azië;2014;2;2;3;10.0;0;1.0;10;9;12;15.0;0;1.0
2813;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Azië;2015;15;14;16;9.0;0;5.0;101;87;114;13.0;0;5.0
2814;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Azië;2016;1;0;2;;0;1.0;4;0;10;;0;1.0
2815;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Azië;2017;1;0;7;;0;9.0;143;71;215;50.0;0;9.0
2816;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Europa;2007;195;175;215;10.0;0;;3260;2734;3786;16.0;3;
2817;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Europa;2008;143;128;158;10.0;0;1.0;1741;1448;2034;17.0;2;1.0
2818;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Europa;2009;144;130;159;10.0;0;9.0;2120;1770;2469;16.0;3;5.0
2819;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Europa;2010;207;185;229;10.0;0;5.0;2583;2139;3026;17.0;3;5.0
2820;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Europa;2011;264;231;298;13.0;0;5.0;2744;2176;3312;21.0;3;9.0
2821;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Europa;2012;161;136;186;16.0;0;1.0;2320;1835;2806;21.0;2;9.0
2822;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Europa;2013;84;59;109;29.0;0;1.0;2503;1933;3074;23.0;2;9.0
2823;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Europa;2014;168;143;193;15.0;0;5.0;2756;2149;3364;22.0;2;9.0
2824;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Europa;2015;196;168;224;14.0;0;5.0;3492;2816;4168;19.0;3;5.0
2825;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Europa;2016;203;175;231;14.0;0;9.0;3629;2948;4310;19.0;3;9.0
2826;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Europa;2017;319;289;350;10.0;0;5.0;3889;3304;4474;15.0;3;9.0
2827;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Oceanië;2007;69;63;76;10.0;0;;907;785;1029;13.0;1;
2828;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Oceanië;2008;50;45;55;10.0;0;1.0;312;266;358;15.0;0;1.0
2829;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Oceanië;2009;33;30;37;10.0;0;1.0;195;166;224;15.0;0;1.0
2830;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Oceanië;2010;43;39;47;10.0;0;5.0;284;242;327;15.0;0;5.0
2831;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Oceanië;2011;86;77;94;10.0;0;5.0;428;366;490;15.0;0;5.0
2832;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Oceanië;2012;52;47;57;10.0;0;1.0;286;244;329;15.0;0;1.0
2833;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Oceanië;2013;37;30;44;19.0;0;1.0;633;541;724;14.0;0;5.0
2834;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Oceanië;2014;44;40;49;10.0;0;5.0;424;361;486;15.0;0;1.0
2835;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Oceanië;2015;46;42;50;9.0;0;9.0;427;366;488;14.0;0;9.0
2836;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Oceanië;2016;60;56;65;8.0;0;5.0;609;530;689;13.0;1;5.0
2837;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Oceanië;2017;90;84;95;6.0;0;5.0;565;503;627;11.0;0;9.0
2838;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2007;0;0;0;;0;;0;0;0;;0;
2839;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2008;0;0;0;;0;;0;0;0;;0;
2840;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2009;0;0;0;;0;;0;0;0;;0;
2841;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2010;0;0;0;;0;;0;0;0;;0;
2842;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2011;0;0;0;;0;;0;0;0;;0;
2843;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2012;0;0;0;;0;;0;0;0;;0;
2844;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2013;0;0;0;;0;;0;0;0;;0;
2845;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2014;0;0;0;;0;;0;0;0;;0;
2846;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2015;0;0;0;;0;;0;0;1;56.0;0;
2847;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2016;0;0;0;;0;;1;1;1;6.0;0;5.0
2848;Invoer voor wederuitvoer;2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2017;0;0;0;;0;;1;1;1;10.0;0;1.0
2849;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2007;9774;8944;10603;8.0;7;;26332;22663;30002;14.0;28;
2850;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2008;8645;7904;9386;9.0;6;1.0;19282;16522;22041;14.0;24;1.0
2851;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2009;7613;6971;8254;8.0;6;1.0;25009;21425;28593;14.0;31;5.0
2852;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2010;11011;10089;11933;8.0;7;5.0;26884;22996;30772;14.0;30;9.0
2853;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2011;16447;15031;17864;9.0;11;5.0;28941;24461;33420;15.0;29;9.0
2854;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2012;26548;24647;28450;7.0;16;5.0;39458;34793;44124;12.0;35;5.0
2855;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2013;31167;28979;33356;7.0;18;5.0;49784;43825;55742;12.0;39;5.0
2856;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2014;25985;24087;27883;7.0;15;1.0;44693;39007;50379;13.0;39;9.0
2857;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2015;16457;15315;17600;7.0;11;1.0;42438;37379;47496;12.0;39;9.0
2858;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2016;13672;12474;14869;9.0;9;1.0;47175;40867;53484;13.0;41;9.0
2859;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2017;16084;14765;17404;8.0;9;5.0;43093;37635;48551;13.0;37;9.0
2860;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Afrika;2007;283;255;312;10.0;0;;617;524;710;15.0;1;
2861;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Afrika;2008;334;300;367;10.0;0;5.0;668;567;770;15.0;1;9.0
2862;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Afrika;2009;121;108;133;10.0;0;1.0;339;288;391;15.0;0;1.0
2863;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Afrika;2010;316;285;348;10.0;0;5.0;723;613;833;15.0;1;5.0
2864;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Afrika;2011;509;458;560;10.0;0;5.0;808;685;930;15.0;1;9.0
2865;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Afrika;2012;1035;930;1139;10.0;1;5.0;1565;1329;1801;15.0;1;5.0
2866;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Afrika;2013;1519;1367;1672;10.0;1;5.0;2418;2057;2779;15.0;2;5.0
2867;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Afrika;2014;1025;921;1128;10.0;1;1.0;1712;1453;1970;15.0;2;1.0
2868;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Afrika;2015;647;581;712;10.0;0;1.0;1763;1497;2028;15.0;2;9.0
2869;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Afrika;2016;344;300;388;13.0;0;1.0;1253;1037;1469;17.0;1;1.0
2870;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Afrika;2017;472;417;526;12.0;0;5.0;1338;1119;1556;16.0;1;9.0
2871;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Amerika;2007;196;176;215;10.0;0;;948;807;1090;15.0;1;
2872;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Amerika;2008;452;406;497;10.0;0;5.0;1289;1095;1482;15.0;2;5.0
2873;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Amerika;2009;510;459;561;10.0;0;5.0;1769;1505;2032;15.0;2;5.0
2874;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Amerika;2010;511;460;562;10.0;0;9.0;1168;993;1343;15.0;1;1.0
2875;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Amerika;2011;1202;1081;1322;10.0;1;5.0;2076;1765;2386;15.0;2;5.0
2876;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Amerika;2012;1925;1726;2123;10.0;1;5.0;3007;2552;3462;15.0;3;5.0
2877;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Amerika;2013;2069;1860;2279;10.0;1;9.0;3440;2929;3952;15.0;3;9.0
2878;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Amerika;2014;1178;1041;1315;12.0;1;1.0;1867;1558;2175;17.0;2;1.0
2879;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Amerika;2015;1205;1097;1312;9.0;1;9.0;2684;2302;3067;14.0;2;5.0
2880;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Amerika;2016;820;709;930;13.0;1;1.0;2523;2060;2986;18.0;2;9.0
2881;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Amerika;2017;971;858;1083;12.0;1;5.0;2350;1962;2738;16.0;2;9.0
2882;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Azië;2007;1067;964;1170;10.0;1;;1967;1683;2250;14.0;2;
2883;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Azië;2008;500;451;549;10.0;0;1.0;862;733;990;15.0;1;1.0
2884;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Azië;2009;526;474;578;10.0;0;9.0;1359;1157;1561;15.0;2;5.0
2885;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Azië;2010;1085;983;1187;9.0;1;5.0;2063;1762;2365;15.0;2;5.0
2886;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Azië;2011;942;852;1032;10.0;1;1.0;1271;1082;1459;15.0;1;1.0
2887;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Azië;2012;5059;4622;5496;9.0;3;5.0;6312;5437;7186;14.0;6;5.0
2888;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Azië;2013;5580;5087;6074;9.0;3;5.0;7853;6761;8945;14.0;6;5.0
2889;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Azië;2014;4288;3897;4679;9.0;2;1.0;5922;5077;6767;14.0;5;1.0
2890;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Azië;2015;2303;2116;2490;8.0;2;1.0;5359;4649;6068;13.0;5;9.0
2891;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Azië;2016;2464;2269;2659;8.0;2;9.0;7170;6259;8081;13.0;6;5.0
2892;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Azië;2017;2831;2609;3053;8.0;2;5.0;6569;5753;7385;12.0;6;9.0
2893;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Europa;2007;8219;7396;9043;10.0;6;;22773;19117;26429;16.0;24;
2894;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Europa;2008;7355;6618;8093;10.0;5;1.0;16449;13700;19197;17.0;21;1.0
2895;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Europa;2009;6422;5784;7060;10.0;5;1.0;21432;17863;25001;17.0;26;5.0
2896;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Europa;2010;9024;8108;9940;10.0;6;5.0;22743;18870;26616;17.0;25;9.0
2897;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Europa;2011;13770;12361;15179;10.0;9;5.0;24730;20266;29194;18.0;25;9.0
2898;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Europa;2012;18424;16578;20269;10.0;11;5.0;28380;23818;32942;16.0;25;9.0
2899;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Europa;2013;21721;19587;23854;10.0;13;5.0;35582;29747;41416;16.0;28;5.0
2900;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Europa;2014;19441;17581;21301;10.0;11;1.0;35061;29445;40677;16.0;31;9.0
2901;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Europa;2015;12039;10914;13163;9.0;8;1.0;32061;27069;37053;16.0;30;9.0
2902;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Europa;2016;9760;8583;10936;12.0;6;1.0;35442;29216;41668;18.0;31;9.0
2903;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Europa;2017;11457;10161;12753;11.0;7;5.0;32013;26631;37394;17.0;28;9.0
2904;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Oceanië;2007;0;0;0;;0;;0;0;0;;0;
2905;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Oceanië;2008;0;0;0;;0;;0;0;0;;0;
2906;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Oceanië;2009;0;0;0;;0;;0;0;0;;0;
2907;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Oceanië;2010;0;0;0;;0;;0;0;0;;0;
2908;Invoer voor wederuitvoer;3 Aardoliën en aardolieproducten;Oceanië;2011;0;0;0;;0;;0;0;0;;0;
