ID;BedrijfstakBranchesSBI2008;Bedrijfsomvang;Perioden;IndexcijfersOmzet_1;Omzetontwikkeling_2
959;411 Projectontwikkeling;10 of meer werkzame personen;2005 2e kwartaal;;
960;411 Projectontwikkeling;10 of meer werkzame personen;2005 juli;;
961;411 Projectontwikkeling;10 of meer werkzame personen;2005 augustus;;
962;411 Projectontwikkeling;10 of meer werkzame personen;2005 september;;
963;411 Projectontwikkeling;10 of meer werkzame personen;2005 3e kwartaal;;
964;411 Projectontwikkeling;10 of meer werkzame personen;2005 oktober;;
965;411 Projectontwikkeling;10 of meer werkzame personen;2005 november;;
966;411 Projectontwikkeling;10 of meer werkzame personen;2005 december;;
967;411 Projectontwikkeling;10 of meer werkzame personen;2005 4e kwartaal;;
968;411 Projectontwikkeling;10 of meer werkzame personen;2005;;
969;411 Projectontwikkeling;10 of meer werkzame personen;2006 januari;;
970;411 Projectontwikkeling;10 of meer werkzame personen;2006 februari;;
971;411 Projectontwikkeling;10 of meer werkzame personen;2006 maart;;
972;411 Projectontwikkeling;10 of meer werkzame personen;2006 1e kwartaal;;
973;411 Projectontwikkeling;10 of meer werkzame personen;2006 april;;
974;411 Projectontwikkeling;10 of meer werkzame personen;2006 mei;;
975;411 Projectontwikkeling;10 of meer werkzame personen;2006 juni;;
976;411 Projectontwikkeling;10 of meer werkzame personen;2006 2e kwartaal;;
977;411 Projectontwikkeling;10 of meer werkzame personen;2006 juli;;
978;411 Projectontwikkeling;10 of meer werkzame personen;2006 augustus;;
979;411 Projectontwikkeling;10 of meer werkzame personen;2006 september;;
980;411 Projectontwikkeling;10 of meer werkzame personen;2006 3e kwartaal;;
981;411 Projectontwikkeling;10 of meer werkzame personen;2006 oktober;;
982;411 Projectontwikkeling;10 of meer werkzame personen;2006 november;;
983;411 Projectontwikkeling;10 of meer werkzame personen;2006 december;;
984;411 Projectontwikkeling;10 of meer werkzame personen;2006 4e kwartaal;;
985;411 Projectontwikkeling;10 of meer werkzame personen;2006;;
986;411 Projectontwikkeling;10 of meer werkzame personen;2007 januari;;
987;411 Projectontwikkeling;10 of meer werkzame personen;2007 februari;;
988;411 Projectontwikkeling;10 of meer werkzame personen;2007 maart;;
989;411 Projectontwikkeling;10 of meer werkzame personen;2007 1e kwartaal;;
990;411 Projectontwikkeling;10 of meer werkzame personen;2007 april;;
991;411 Projectontwikkeling;10 of meer werkzame personen;2007 mei;;
992;411 Projectontwikkeling;10 of meer werkzame personen;2007 juni;;
993;411 Projectontwikkeling;10 of meer werkzame personen;2007 2e kwartaal;;
994;411 Projectontwikkeling;10 of meer werkzame personen;2007 juli;;
995;411 Projectontwikkeling;10 of meer werkzame personen;2007 augustus;;
996;411 Projectontwikkeling;10 of meer werkzame personen;2007 september;;
997;411 Projectontwikkeling;10 of meer werkzame personen;2007 3e kwartaal;;
998;411 Projectontwikkeling;10 of meer werkzame personen;2007 oktober;;
999;411 Projectontwikkeling;10 of meer werkzame personen;2007 november;;
1000;411 Projectontwikkeling;10 of meer werkzame personen;2007 december;;
1001;411 Projectontwikkeling;10 of meer werkzame personen;2007 4e kwartaal;;
1002;411 Projectontwikkeling;10 of meer werkzame personen;2007;;
1003;411 Projectontwikkeling;10 of meer werkzame personen;2008 januari;;
1004;411 Projectontwikkeling;10 of meer werkzame personen;2008 februari;;
1005;411 Projectontwikkeling;10 of meer werkzame personen;2008 maart;;
1006;411 Projectontwikkeling;10 of meer werkzame personen;2008 1e kwartaal;;
1007;411 Projectontwikkeling;10 of meer werkzame personen;2008 april;;
1008;411 Projectontwikkeling;10 of meer werkzame personen;2008 mei;;
1009;411 Projectontwikkeling;10 of meer werkzame personen;2008 juni;;
1010;411 Projectontwikkeling;10 of meer werkzame personen;2008 2e kwartaal;;
1011;411 Projectontwikkeling;10 of meer werkzame personen;2008 juli;;
1012;411 Projectontwikkeling;10 of meer werkzame personen;2008 augustus;;
1013;411 Projectontwikkeling;10 of meer werkzame personen;2008 september;;
1014;411 Projectontwikkeling;10 of meer werkzame personen;2008 3e kwartaal;;
1015;411 Projectontwikkeling;10 of meer werkzame personen;2008 oktober;;
1016;411 Projectontwikkeling;10 of meer werkzame personen;2008 november;;
1017;411 Projectontwikkeling;10 of meer werkzame personen;2008 december;;
1018;411 Projectontwikkeling;10 of meer werkzame personen;2008 4e kwartaal;;
1019;411 Projectontwikkeling;10 of meer werkzame personen;2008;;
1020;411 Projectontwikkeling;10 of meer werkzame personen;2009 januari;93.0;
1021;411 Projectontwikkeling;10 of meer werkzame personen;2009 februari;119.0;
1022;411 Projectontwikkeling;10 of meer werkzame personen;2009 maart;110.0;
1023;411 Projectontwikkeling;10 of meer werkzame personen;2009 1e kwartaal;107.0;
1024;411 Projectontwikkeling;10 of meer werkzame personen;2009 april;134.0;
1025;411 Projectontwikkeling;10 of meer werkzame personen;2009 mei;99.0;
1026;411 Projectontwikkeling;10 of meer werkzame personen;2009 juni;107.0;
1027;411 Projectontwikkeling;10 of meer werkzame personen;2009 2e kwartaal;113.0;
1028;411 Projectontwikkeling;10 of meer werkzame personen;2009 juli;121.0;
1029;411 Projectontwikkeling;10 of meer werkzame personen;2009 augustus;86.0;
1030;411 Projectontwikkeling;10 of meer werkzame personen;2009 september;157.0;
1031;411 Projectontwikkeling;10 of meer werkzame personen;2009 3e kwartaal;121.0;
1032;411 Projectontwikkeling;10 of meer werkzame personen;2009 oktober;110.0;
1033;411 Projectontwikkeling;10 of meer werkzame personen;2009 november;92.0;
1034;411 Projectontwikkeling;10 of meer werkzame personen;2009 december;201.0;
1035;411 Projectontwikkeling;10 of meer werkzame personen;2009 4e kwartaal;134.0;
1036;411 Projectontwikkeling;10 of meer werkzame personen;2009;119.0;
1037;411 Projectontwikkeling;10 of meer werkzame personen;2010 januari;62.0;-33.6
1038;411 Projectontwikkeling;10 of meer werkzame personen;2010 februari;78.0;-34.1
1039;411 Projectontwikkeling;10 of meer werkzame personen;2010 maart;98.0;-10.9
1040;411 Projectontwikkeling;10 of meer werkzame personen;2010 1e kwartaal;79.0;-26.1
1041;411 Projectontwikkeling;10 of meer werkzame personen;2010 april;80.0;-40.3
1042;411 Projectontwikkeling;10 of meer werkzame personen;2010 mei;102.0;3.1
1043;411 Projectontwikkeling;10 of meer werkzame personen;2010 juni;101.0;-5.5
1044;411 Projectontwikkeling;10 of meer werkzame personen;2010 2e kwartaal;94.0;-16.7
1045;411 Projectontwikkeling;10 of meer werkzame personen;2010 juli;127.0;5.3
1046;411 Projectontwikkeling;10 of meer werkzame personen;2010 augustus;52.0;-39.4
1047;411 Projectontwikkeling;10 of meer werkzame personen;2010 september;94.0;-40.1
1048;411 Projectontwikkeling;10 of meer werkzame personen;2010 3e kwartaal;91.0;-24.8
1049;411 Projectontwikkeling;10 of meer werkzame personen;2010 oktober;100.0;-9.0
1050;411 Projectontwikkeling;10 of meer werkzame personen;2010 november;129.0;40.4
1051;411 Projectontwikkeling;10 of meer werkzame personen;2010 december;101.0;-49.6
1052;411 Projectontwikkeling;10 of meer werkzame personen;2010 4e kwartaal;110.0;-18.0
1053;411 Projectontwikkeling;10 of meer werkzame personen;2010;94.0;-21.2
1054;411 Projectontwikkeling;10 of meer werkzame personen;2011 januari;69.0;11.9
1055;411 Projectontwikkeling;10 of meer werkzame personen;2011 februari;103.0;31.5
1056;411 Projectontwikkeling;10 of meer werkzame personen;2011 maart;79.0;-19.6
1057;411 Projectontwikkeling;10 of meer werkzame personen;2011 1e kwartaal;84.0;5.4
1058;411 Projectontwikkeling;10 of meer werkzame personen;2011 april;88.0;9.6
1059;411 Projectontwikkeling;10 of meer werkzame personen;2011 mei;96.0;-6.3
1060;411 Projectontwikkeling;10 of meer werkzame personen;2011 juni;89.0;-12.1
1061;411 Projectontwikkeling;10 of meer werkzame personen;2011 2e kwartaal;91.0;-3.9
1062;411 Projectontwikkeling;10 of meer werkzame personen;2011 juli;68.0;-47.0
1063;411 Projectontwikkeling;10 of meer werkzame personen;2011 augustus;52.0;0.3
1064;411 Projectontwikkeling;10 of meer werkzame personen;2011 september;85.0;-10.0
1065;411 Projectontwikkeling;10 of meer werkzame personen;2011 3e kwartaal;68.0;-25.3
1066;411 Projectontwikkeling;10 of meer werkzame personen;2011 oktober;95.0;-5.1
1067;411 Projectontwikkeling;10 of meer werkzame personen;2011 november;91.0;-29.2
1068;411 Projectontwikkeling;10 of meer werkzame personen;2011 december;137.0;35.6
1069;411 Projectontwikkeling;10 of meer werkzame personen;2011 4e kwartaal;108.0;-2.1
1070;411 Projectontwikkeling;10 of meer werkzame personen;2011;88.0;-6.6
1071;411 Projectontwikkeling;10 of meer werkzame personen;2012 januari;59.0;-14.1
1072;411 Projectontwikkeling;10 of meer werkzame personen;2012 februari;67.0;-35.1
1073;411 Projectontwikkeling;10 of meer werkzame personen;2012 maart;60.0;-23.3
1074;411 Projectontwikkeling;10 of meer werkzame personen;2012 1e kwartaal;62.0;-25.6
1075;411 Projectontwikkeling;10 of meer werkzame personen;2012 april;81.0;-7.7
1076;411 Projectontwikkeling;10 of meer werkzame personen;2012 mei;75.0;-21.3
1077;411 Projectontwikkeling;10 of meer werkzame personen;2012 juni;73.0;-18.0
1078;411 Projectontwikkeling;10 of meer werkzame personen;2012 2e kwartaal;76.0;-15.9
1079;411 Projectontwikkeling;10 of meer werkzame personen;2012 juli;43.0;-36.9
1080;411 Projectontwikkeling;10 of meer werkzame personen;2012 augustus;45.0;-13.9
1081;411 Projectontwikkeling;10 of meer werkzame personen;2012 september;81.0;-4.3
1082;411 Projectontwikkeling;10 of meer werkzame personen;2012 3e kwartaal;56.0;-17.5
1083;411 Projectontwikkeling;10 of meer werkzame personen;2012 oktober;55.0;-42.1
1084;411 Projectontwikkeling;10 of meer werkzame personen;2012 november;71.0;-22.3
1085;411 Projectontwikkeling;10 of meer werkzame personen;2012 december;79.0;-42.7
1086;411 Projectontwikkeling;10 of meer werkzame personen;2012 4e kwartaal;68.0;-36.8
1087;411 Projectontwikkeling;10 of meer werkzame personen;2012;66.0;-25.0
1088;412 Algemene B&U;Alle bedrijven;2005 januari;62.0;-3.3
1089;412 Algemene B&U;Alle bedrijven;2005 februari;79.0;-4.8
1090;412 Algemene B&U;Alle bedrijven;2005 maart;94.0;-6.5
1091;412 Algemene B&U;Alle bedrijven;2005 1e kwartaal;79.0;-5.1
1092;412 Algemene B&U;Alle bedrijven;2005 april;105.0;4.5
1093;412 Algemene B&U;Alle bedrijven;2005 mei;99.0;9.1
1094;412 Algemene B&U;Alle bedrijven;2005 juni;121.0;10.8
1095;412 Algemene B&U;Alle bedrijven;2005 2e kwartaal;108.0;8.2
1096;412 Algemene B&U;Alle bedrijven;2005 juli;98.0;1.2
1097;412 Algemene B&U;Alle bedrijven;2005 augustus;63.0;10.5
1098;412 Algemene B&U;Alle bedrijven;2005 september;113.0;8.3
1099;412 Algemene B&U;Alle bedrijven;2005 3e kwartaal;91.0;6.1
1100;412 Algemene B&U;Alle bedrijven;2005 oktober;112.0;3.5
1101;412 Algemene B&U;Alle bedrijven;2005 november;118.0;2.8
1102;412 Algemene B&U;Alle bedrijven;2005 december;135.0;10.6
1103;412 Algemene B&U;Alle bedrijven;2005 4e kwartaal;122.0;5.8
1104;412 Algemene B&U;Alle bedrijven;2005;100.0;4.1
1105;412 Algemene B&U;Alle bedrijven;2006 januari;65.0;3.5
1106;412 Algemene B&U;Alle bedrijven;2006 februari;88.0;11.2
1107;412 Algemene B&U;Alle bedrijven;2006 maart;113.0;20.7
1108;412 Algemene B&U;Alle bedrijven;2006 1e kwartaal;89.0;13.0
1109;412 Algemene B&U;Alle bedrijven;2006 april;104.0;-0.7
1110;412 Algemene B&U;Alle bedrijven;2006 mei;118.0;18.5
1111;412 Algemene B&U;Alle bedrijven;2006 juni;126.0;4.4
1112;412 Algemene B&U;Alle bedrijven;2006 2e kwartaal;116.0;7.0
1113;412 Algemene B&U;Alle bedrijven;2006 juli;99.0;0.4
1114;412 Algemene B&U;Alle bedrijven;2006 augustus;68.0;7.4
1115;412 Algemene B&U;Alle bedrijven;2006 september;122.0;8.1
1116;412 Algemene B&U;Alle bedrijven;2006 3e kwartaal;96.0;5.2
1117;412 Algemene B&U;Alle bedrijven;2006 oktober;122.0;8.9
1118;412 Algemene B&U;Alle bedrijven;2006 november;132.0;11.9
1119;412 Algemene B&U;Alle bedrijven;2006 december;145.0;7.2
1120;412 Algemene B&U;Alle bedrijven;2006 4e kwartaal;133.0;9.2
1121;412 Algemene B&U;Alle bedrijven;2006;108.0;8.5
1122;412 Algemene B&U;Alle bedrijven;2007 januari;73.0;12.2
1123;412 Algemene B&U;Alle bedrijven;2007 februari;101.0;14.7
1124;412 Algemene B&U;Alle bedrijven;2007 maart;128.0;13.0
1125;412 Algemene B&U;Alle bedrijven;2007 1e kwartaal;101.0;13.4
1126;412 Algemene B&U;Alle bedrijven;2007 april;117.0;12.4
1127;412 Algemene B&U;Alle bedrijven;2007 mei;123.0;4.4
1128;412 Algemene B&U;Alle bedrijven;2007 juni;141.0;11.7
1129;412 Algemene B&U;Alle bedrijven;2007 2e kwartaal;127.0;9.4
1130;412 Algemene B&U;Alle bedrijven;2007 juli;114.0;15.1
1131;412 Algemene B&U;Alle bedrijven;2007 augustus;79.0;17.6
1132;412 Algemene B&U;Alle bedrijven;2007 september;128.0;4.5
1133;412 Algemene B&U;Alle bedrijven;2007 3e kwartaal;107.0;11.2
1134;412 Algemene B&U;Alle bedrijven;2007 oktober;138.0;13.3
1135;412 Algemene B&U;Alle bedrijven;2007 november;145.0;9.7
1136;412 Algemene B&U;Alle bedrijven;2007 december;149.0;2.7
1137;412 Algemene B&U;Alle bedrijven;2007 4e kwartaal;144.0;8.3
1138;412 Algemene B&U;Alle bedrijven;2007;120.0;10.3
1139;412 Algemene B&U;Alle bedrijven;2008 januari;88.0;21.3
1140;412 Algemene B&U;Alle bedrijven;2008 februari;124.0;22.3
1141;412 Algemene B&U;Alle bedrijven;2008 maart;134.0;4.7
1142;412 Algemene B&U;Alle bedrijven;2008 1e kwartaal;115.0;14.6
1143;412 Algemene B&U;Alle bedrijven;2008 april;141.0;19.8
1144;412 Algemene B&U;Alle bedrijven;2008 mei;133.0;8.5
1145;412 Algemene B&U;Alle bedrijven;2008 juni;150.0;6.5
1146;412 Algemene B&U;Alle bedrijven;2008 2e kwartaal;141.0;11.2
1147;412 Algemene B&U;Alle bedrijven;2008 juli;123.0;8.2
1148;412 Algemene B&U;Alle bedrijven;2008 augustus;88.0;11.3
1149;412 Algemene B&U;Alle bedrijven;2008 september;145.0;13.7
1150;412 Algemene B&U;Alle bedrijven;2008 3e kwartaal;119.0;11.1
1151;412 Algemene B&U;Alle bedrijven;2008 oktober;157.0;13.7
1152;412 Algemene B&U;Alle bedrijven;2008 november;145.0;0.2
1153;412 Algemene B&U;Alle bedrijven;2008 december;158.0;6.2
1154;412 Algemene B&U;Alle bedrijven;2008 4e kwartaal;153.0;6.6
1155;412 Algemene B&U;Alle bedrijven;2008;132.0;10.5
1156;412 Algemene B&U;Alle bedrijven;2009 januari;88.0;0.3
1157;412 Algemene B&U;Alle bedrijven;2009 februari;117.0;-5.8
1158;412 Algemene B&U;Alle bedrijven;2009 maart;137.0;2.2
1159;412 Algemene B&U;Alle bedrijven;2009 1e kwartaal;114.0;-1.1
1160;412 Algemene B&U;Alle bedrijven;2009 april;131.0;-6.5
1161;412 Algemene B&U;Alle bedrijven;2009 mei;127.0;-4.5
1162;412 Algemene B&U;Alle bedrijven;2009 juni;141.0;-6.2
1163;412 Algemene B&U;Alle bedrijven;2009 2e kwartaal;133.0;-5.7
1164;412 Algemene B&U;Alle bedrijven;2009 juli;125.0;1.4
1165;412 Algemene B&U;Alle bedrijven;2009 augustus;73.0;-17.0
1166;412 Algemene B&U;Alle bedrijven;2009 september;131.0;-9.7
1167;412 Algemene B&U;Alle bedrijven;2009 3e kwartaal;110.0;-7.7
1168;412 Algemene B&U;Alle bedrijven;2009 oktober;135.0;-13.9
1169;412 Algemene B&U;Alle bedrijven;2009 november;126.0;-13.0
1170;412 Algemene B&U;Alle bedrijven;2009 december;128.0;-18.7
1171;412 Algemene B&U;Alle bedrijven;2009 4e kwartaal;130.0;-15.3
1172;412 Algemene B&U;Alle bedrijven;2009;122.0;-7.9
1173;412 Algemene B&U;Alle bedrijven;2010 januari;69.0;-21.4
1174;412 Algemene B&U;Alle bedrijven;2010 februari;83.0;-28.8
1175;412 Algemene B&U;Alle bedrijven;2010 maart;118.0;-14.2
1176;412 Algemene B&U;Alle bedrijven;2010 1e kwartaal;90.0;-21.1
1177;412 Algemene B&U;Alle bedrijven;2010 april;118.0;-10.5
1178;412 Algemene B&U;Alle bedrijven;2010 mei;108.0;-15.3
1179;412 Algemene B&U;Alle bedrijven;2010 juni;129.0;-8.4
1180;412 Algemene B&U;Alle bedrijven;2010 2e kwartaal;118.0;-11.3
1181;412 Algemene B&U;Alle bedrijven;2010 juli;115.0;-7.7
1182;412 Algemene B&U;Alle bedrijven;2010 augustus;67.0;-8.3
1183;412 Algemene B&U;Alle bedrijven;2010 september;115.0;-12.5
1184;412 Algemene B&U;Alle bedrijven;2010 3e kwartaal;99.0;-9.7
1185;412 Algemene B&U;Alle bedrijven;2010 oktober;122.0;-10.1
1186;412 Algemene B&U;Alle bedrijven;2010 november;124.0;-1.3
1187;412 Algemene B&U;Alle bedrijven;2010 december;120.0;-6.9
1188;412 Algemene B&U;Alle bedrijven;2010 4e kwartaal;122.0;-6.2
1189;412 Algemene B&U;Alle bedrijven;2010;107.0;-11.9
1190;412 Algemene B&U;Alle bedrijven;2011 januari;77.0;11.0
1191;412 Algemene B&U;Alle bedrijven;2011 februari;100.0;20.0
1192;412 Algemene B&U;Alle bedrijven;2011 maart;120.0;1.9
1193;412 Algemene B&U;Alle bedrijven;2011 1e kwartaal;99.0;9.8
1194;412 Algemene B&U;Alle bedrijven;2011 april;116.0;-1.6
1195;412 Algemene B&U;Alle bedrijven;2011 mei;124.0;15.3
1196;412 Algemene B&U;Alle bedrijven;2011 juni;118.0;-8.7
1197;412 Algemene B&U;Alle bedrijven;2011 2e kwartaal;119.0;1.0
1198;412 Algemene B&U;Alle bedrijven;2011 juli;110.0;-3.9
1199;412 Algemene B&U;Alle bedrijven;2011 augustus;71.0;5.2
1200;412 Algemene B&U;Alle bedrijven;2011 september;127.0;10.9
1201;412 Algemene B&U;Alle bedrijven;2011 3e kwartaal;103.0;3.9
1202;412 Algemene B&U;Alle bedrijven;2011 oktober;114.0;-6.6
1203;412 Algemene B&U;Alle bedrijven;2011 november;121.0;-2.4
1204;412 Algemene B&U;Alle bedrijven;2011 december;130.0;8.3
1205;412 Algemene B&U;Alle bedrijven;2011 4e kwartaal;122.0;-0.3
1206;412 Algemene B&U;Alle bedrijven;2011;111.0;3.1
1207;412 Algemene B&U;Alle bedrijven;2012 januari;68.0;-12.2
1208;412 Algemene B&U;Alle bedrijven;2012 februari;84.0;-15.5
1209;412 Algemene B&U;Alle bedrijven;2012 maart;109.0;-8.6
1210;412 Algemene B&U;Alle bedrijven;2012 1e kwartaal;87.0;-11.9
1211;412 Algemene B&U;Alle bedrijven;2012 april;103.0;-10.6
1212;412 Algemene B&U;Alle bedrijven;2012 mei;107.0;-14.0
1213;412 Algemene B&U;Alle bedrijven;2012 juni;113.0;-4.3
1214;412 Algemene B&U;Alle bedrijven;2012 2e kwartaal;108.0;-9.7
1215;412 Algemene B&U;Alle bedrijven;2012 juli;99.0;-10.8
1216;412 Algemene B&U;Alle bedrijven;2012 augustus;74.0;4.0
1217;412 Algemene B&U;Alle bedrijven;2012 september;120.0;-6.0
1218;412 Algemene B&U;Alle bedrijven;2012 3e kwartaal;97.0;-5.4
1219;412 Algemene B&U;Alle bedrijven;2012 oktober;101.0;-11.0
1220;412 Algemene B&U;Alle bedrijven;2012 november;108.0;-10.6
1221;412 Algemene B&U;Alle bedrijven;2012 december;107.0;-17.5
1222;412 Algemene B&U;Alle bedrijven;2012 4e kwartaal;105.0;-13.2
1223;412 Algemene B&U;Alle bedrijven;2012;99.0;-10.2
1224;412 Algemene B&U;10 of meer werkzame personen;2005 januari;64.0;-2.8
1225;412 Algemene B&U;10 of meer werkzame personen;2005 februari;80.0;-4.7
1226;412 Algemene B&U;10 of meer werkzame personen;2005 maart;93.0;-8.2
