ID;Persoonskenmerken;Perioden;ZeerTevreden_1;Tevreden_2;NietTevredenNietOntevreden_3;Ontevreden_4;ZeerOntevreden_5;PvdA_6;CDA_7;VVD_8;D66_9;GROENLINKS_10;SGPChristenUnie_11;SP_12;LeefbaarNederland_13;LijstPimFortuyn_14;AnderePartij_15;NietOfBlancoStemmer_16;WeetNiet_17;HeeftGestemd_18;PvdA_19;CDA_20;VVD_21;D66_22;GROENLINKS_23;SGPChristenUnie_24;SP_25;LeefbaarNederland_26;LijstPimFortuyn_27;AnderePartij_28;BlancoStemmer_29;WeetNiet_30;ZeerGeinteresseerd_31;TamelijkGeinteresseerd_32;WeinigGeinteresseerd_33;GeenInteresse_34;IsActiefInGesprek_35;Luistert_36;LuistertNiet_37;LidPolitiekePartij_38;BezVergaderingenPolPartij15Tot30_39;BandMetPolitiekePartij_40;ZeerSterkeBand_41;TamelijkSterkeBand_42;MatigSterkeBand_43;ZwakTotZeerZwakkeBand_44;IsLidVanEenVakStudentenbond_45;BezoektVergWerkgNemersorgVakbond_46;OnbeperktMogelijkZijn_47;BeperktWorden_48;VolledigGestoptWorden_49;OnbeperktMogelijkZijn_50;BeperktWorden_51;VolledigGestoptWorden_52;OnbeperktMogelijkZijn_53;BeperktWorden_54;VolledigGestoptWorden_55;VeelMoeilijkerMaken_56;MoeilijkerMaken_57;NietMoeilijkerNietMakkelijkerMaken_58;MakkelijkerMaken_59;VeelMakkelijkerMaken_60;EigenCultuurVolledigBehouden_61;EigenCultuurGrotendeelsBehouden_62;CultuurNietBehoudenNietAanpassen_63;GrotendeelsAanpassenAanNLCultuur_64;VolledigAanpassenAanNLCultuur_65;HelemaalMeeEens_66;MeeEens_67;NietEensNietOneens_68;MeeOneens_69;HelemaalMeeOneens_70;HelemaalMeeEens_71;MeeEens_72;NietEensNietOneens_73;MeeOneens_74;HelemaalMeeOneens_75;GezinEtnischeMinderheid_76;NederlandsGezin_77;MagGeenVerschilMaken_78;WerknemerMetGezin_79;WerknemerZonderGezin_80;MagGeenVerschilMaken_81;EenBuitenlander_82;EenNederlander_83;MagGeenVerschilMaken_84;EenMan_85;EenVrouw_86;MagGeenVerschilMaken_87;EenJongere_88;EenOudere_89;MagGeenVerschilMaken_90;EenBlanke_91;AndereHuidskleur_92;MagGeenVerschilMaken_93;Hinderlijk_94;NietHinderlijk_95;WeetNiet_96;Hinderlijk_97;NietHinderlijk_98;WeetNiet_99;HeelErgBelangrijk_100;ErgBelangrijk_101;Belangrijk_102;IsErOnzekerOver_103;Onbelangrijk_104;HeelErgBelangrijk_105;ErgBelangrijk_106;Belangrijk_107;IsErOnzekerOver_108;Onbelangrijk_109;HeelErgBelangrijk_110;ErgBelangrijk_111;Belangrijk_112;IsErOnzekerOver_113;Onbelangrijk_114;HeelErgBelangrijk_115;ErgBelangrijk_116;Belangrijk_117;IsErOnzekerOver_118;Onbelangrijk_119;HeelErgBelangrijk_120;ErgBelangrijk_121;Belangrijk_122;IsErOnzekerOver_123;Onbelangrijk_124;HeelErgBelangrijk_125;ErgBelangrijk_126;Belangrijk_127;IsErOnzekerOver_128;Onbelangrijk_129;HeelErgBelangrijk_130;ErgBelangrijk_131;Belangrijk_132;IsErOnzekerOver_133;Onbelangrijk_134;HeelErgBelangrijk_135;ErgBelangrijk_136;Belangrijk_137;IsErOnzekerOver_138;Onbelangrijk_139;HeelErgBelangrijk_140;ErgBelangrijk_141;Belangrijk_142;IsErOnzekerOver_143;Onbelangrijk_144;HeelErgBelangrijk_145;ErgBelangrijk_146;Belangrijk_147;IsErOnzekerOver_148;Onbelangrijk_149;HeelErgBelangrijk_150;ErgBelangrijk_151;Belangrijk_152;IsErOnzekerOver_153;Onbelangrijk_154;HeelErgBelangrijk_155;ErgBelangrijk_156;Belangrijk_157;IsErOnzekerOver_158;Onbelangrijk_159;HeelErgBelangrijk_160;ErgBelangrijk_161;Belangrijk_162;IsErOnzekerOver_163;Onbelangrijk_164;HeelErgBelangrijk_165;ErgBelangrijk_166;Belangrijk_167;IsErOnzekerOver_168;Onbelangrijk_169;HelemaalGrotendeelsMeeEens_170;NietMeeEensNietMeeOneens_171;HelemaalNietMeeEens_172;HelemaalGrotendeelsMeeEens_173;NietMeeEensNietMeeOneens_174;HelemaalNietMeeEens_175;HelemaalGrotendeelsMeeEens_176;NietMeeEensNietMeeOneens_177;HelemaalNietMeeEens_178;HelemaalGrotendeelsMeeEens_179;NietMeeEensNietMeeOneens_180;HelemaalNietMeeEens_181;HelemaalGrotendeelsMeeEens_182;NietMeeEensNietMeeOneens_183;HelemaalNietMeeEens_184;HelemaalGrotendeelsMeeEens_185;NietMeeEensNietMeeOneens_186;HelemaalNietMeeEens_187;OverspelIsBreekpuntInRelatie_188;OverspelIsFoutMaarRelatieNietStuk_189;OverspelMoetMogelijkZijn_190;GeenMeningWeetNietWeigert_191
323;VUT, pensioen (58-64 jarigen);2000;1.0;40.0;41.0;16.0;2.0;22.0;25.0;18.0;3.0;4.0;4.0;1.0;;;1.0;11.0;11.0;;;;;;;;;;;;;;18.0;43.0;25.0;14.0;51.0;37.0;12.0;11.0;;67.0;17.0;41.0;35.0;7.0;;;6.0;78.0;16.0;43.0;46.0;11.0;10.0;69.0;21.0;20.0;28.0;32.0;11.0;9.0;2.0;12.0;25.0;27.0;35.0;2.0;32.0;14.0;40.0;12.0;21.0;63.0;11.0;4.0;1.0;0.0;15.0;85.0;5.0;51.0;44.0;13.0;2.0;85.0;0.0;6.0;94.0;14.0;15.0;72.0;1.0;5.0;94.0;11.0;85.0;5.0;6.0;87.0;7.0;23.0;16.0;39.0;4.0;18.0;31.0;27.0;37.0;2.0;3.0;50.0;23.0;22.0;4.0;1.0;44.0;28.0;24.0;1.0;3.0;15.0;19.0;49.0;6.0;11.0;14.0;29.0;56.0;1.0;0.0;13.0;30.0;48.0;2.0;8.0;15.0;31.0;53.0;1.0;0.0;8.0;22.0;48.0;12.0;10.0;15.0;21.0;48.0;11.0;4.0;17.0;13.0;37.0;23.0;11.0;11.0;26.0;46.0;12.0;4.0;40.0;32.0;28.0;0.0;0.0;27.0;27.0;41.0;3.0;2.0;;;;;;;;;;;;;;;;;;;;;;
324;VUT, pensioen (58-64 jarigen);2001;0.0;36.0;42.0;17.0;5.0;20.0;19.0;21.0;2.0;7.0;6.0;3.0;;;4.0;10.0;9.0;;;;;;;;;;;;;;16.0;47.0;22.0;15.0;55.0;34.0;11.0;7.0;;68.0;14.0;41.0;39.0;5.0;;;5.0;74.0;22.0;28.0;64.0;8.0;9.0;66.0;26.0;29.0;21.0;27.0;14.0;9.0;1.0;2.0;32.0;31.0;35.0;4.0;26.0;9.0;43.0;18.0;20.0;55.0;8.0;10.0;8.0;0.0;20.0;80.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
325;VUT, pensioen (58-64 jarigen);2002;2.0;25.0;39.0;29.0;5.0;16.0;32.0;13.0;4.0;4.0;2.0;3.0;2.0;3.0;2.0;6.0;11.0;;;;;;;;;;;;;;19.0;49.0;21.0;11.0;59.0;32.0;9.0;4.0;;71.0;14.0;45.0;34.0;6.0;;;10.0;70.0;20.0;40.0;49.0;11.0;8.0;59.0;33.0;31.0;21.0;29.0;9.0;11.0;2.0;6.0;34.0;31.0;26.0;3.0;12.0;19.0;45.0;21.0;14.0;55.0;13.0;13.0;6.0;0.0;24.0;76.0;;;;;;;;;;;;;;;;;;;;;;13.0;27.0;39.0;1.0;19.0;31.0;34.0;30.0;3.0;2.0;48.0;32.0;18.0;0.0;3.0;46.0;27.0;24.0;0.0;3.0;6.0;25.0;54.0;2.0;12.0;13.0;24.0;61.0;3.0;0.0;11.0;22.0;54.0;5.0;8.0;13.0;29.0;55.0;2.0;0.0;7.0;17.0;45.0;14.0;16.0;10.0;14.0;53.0;19.0;5.0;14.0;21.0;34.0;19.0;12.0;11.0;18.0;46.0;17.0;7.0;43.0;23.0;32.0;0.0;2.0;25.0;20.0;52.0;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;
326;VUT, pensioen (58-64 jarigen);2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
327;VUT, pensioen (58-64 jarigen);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328;Verzorgt huishouden met minderjarige(n);1997;1.0;28.0;55.0;13.0;3.0;16.0;16.0;13.0;8.0;3.0;8.0;2.0;;;1.0;18.0;15.0;;;;;;;;;;;;;;3.0;29.0;39.0;29.0;23.0;54.0;23.0;2.0;;51.0;12.0;42.0;43.0;3.0;;;6.0;72.0;23.0;11.0;74.0;15.0;4.0;71.0;25.0;19.0;26.0;40.0;9.0;5.0;2.0;8.0;37.0;27.0;26.0;1.0;12.0;29.0;35.0;22.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329;Verzorgt huishouden met minderjarige(n);1998;1.0;34.0;53.0;11.0;1.0;21.0;14.0;15.0;6.0;5.0;9.0;2.0;;;1.0;17.0;10.0;74.0;29.0;21.0;17.0;6.0;6.0;14.0;5.0;;;1.0;1.0;1.0;3.0;30.0;38.0;29.0;26.0;49.0;25.0;2.0;;54.0;12.0;50.0;33.0;4.0;;;7.0;75.0;18.0;15.0;73.0;12.0;8.0;70.0;22.0;21.0;26.0;39.0;11.0;4.0;3.0;8.0;38.0;26.0;25.0;3.0;12.0;29.0;32.0;24.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
330;Verzorgt huishouden met minderjarige(n);1999;1.0;27.0;56.0;15.0;1.0;17.0;14.0;16.0;4.0;7.0;9.0;2.0;;;1.0;20.0;12.0;;;;;;;;;;;;;;3.0;28.0;37.0;32.0;26.0;51.0;23.0;5.0;;53.0;17.0;44.0;36.0;3.0;;;9.0;70.0;20.0;17.0;69.0;13.0;10.0;66.0;23.0;20.0;31.0;33.0;9.0;7.0;4.0;5.0;34.0;32.0;24.0;2.0;17.0;25.0;40.0;16.0;9.0;53.0;16.0;15.0;7.0;1.0;17.0;82.0;4.0;40.0;56.0;8.0;3.0;89.0;2.0;6.0;92.0;16.0;12.0;72.0;1.0;3.0;96.0;11.0;83.0;6.0;7.0;90.0;4.0;20.0;16.0;39.0;3.0;22.0;60.0;24.0;15.0;1.0;0.0;73.0;19.0;8.0;0.0;0.0;66.0;23.0;10.0;1.0;0.0;20.0;24.0;49.0;3.0;4.0;19.0;24.0;53.0;3.0;1.0;18.0;23.0;49.0;7.0;4.0;17.0;25.0;52.0;3.0;2.0;8.0;15.0;41.0;24.0;12.0;10.0;30.0;44.0;11.0;5.0;11.0;21.0;35.0;21.0;12.0;15.0;25.0;47.0;9.0;4.0;47.0;32.0;18.0;1.0;1.0;41.0;29.0;27.0;3.0;1.0;;;;;;;;;;;;;;;;;;;;;;
331;Verzorgt huishouden met minderjarige(n);2000;1.0;33.0;52.0;12.0;2.0;17.0;13.0;12.0;4.0;6.0;9.0;1.0;;;1.0;20.0;15.0;;;;;;;;;;;;;;3.0;27.0;37.0;33.0;24.0;49.0;26.0;4.0;;49.0;18.0;40.0;38.0;4.0;;;7.0;73.0;20.0;20.0;66.0;14.0;12.0;63.0;26.0;31.0;20.0;35.0;10.0;4.0;3.0;5.0;32.0;32.0;27.0;3.0;12.0;25.0;35.0;26.0;11.0;49.0;18.0;13.0;8.0;1.0;24.0;75.0;4.0;41.0;55.0;7.0;3.0;91.0;1.0;6.0;93.0;17.0;16.0;67.0;1.0;2.0;97.0;15.0;74.0;11.0;7.0;85.0;8.0;18.0;13.0;39.0;6.0;25.0;62.0;22.0;16.0;0.0;0.0;72.0;20.0;8.0;0.0;0.0;65.0;22.0;13.0;0.0;0.0;18.0;30.0;42.0;3.0;6.0;21.0;23.0;52.0;2.0;2.0;22.0;25.0;44.0;3.0;6.0;19.0;30.0;49.0;3.0;0.0;7.0;16.0;45.0;18.0;14.0;17.0;23.0;41.0;11.0;8.0;14.0;17.0;38.0;18.0;12.0;17.0;23.0;46.0;8.0;6.0;52.0;25.0;22.0;1.0;1.0;43.0;31.0;26.0;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;
332;Verzorgt huishouden met minderjarige(n);2001;1.0;31.0;53.0;13.0;2.0;16.0;13.0;11.0;3.0;6.0;8.0;2.0;;;2.0;21.0;18.0;;;;;;;;;;;;;;3.0;29.0;36.0;31.0;27.0;52.0;22.0;2.0;;45.0;16.0;45.0;34.0;5.0;;;8.0;75.0;17.0;19.0;71.0;10.0;11.0;70.0;19.0;19.0;26.0;40.0;11.0;4.0;4.0;6.0;32.0;34.0;25.0;3.0;18.0;26.0;35.0;18.0;8.0;55.0;19.0;12.0;6.0;0.0;21.0;78.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
333;Verzorgt huishouden met minderjarige(n);2002;1.0;20.0;51.0;23.0;5.0;12.0;21.0;9.0;3.0;4.0;10.0;4.0;1.0;4.0;1.0;14.0;16.0;83.0;;;;;;;;;;;;;6.0;37.0;32.0;26.0;35.0;45.0;19.0;4.0;;47.0;19.0;44.0;31.0;6.0;;;8.0;73.0;18.0;16.0;74.0;10.0;12.0;70.0;18.0;16.0;28.0;39.0;11.0;6.0;2.0;6.0;35.0;32.0;25.0;2.0;16.0;34.0;31.0;16.0;10.0;50.0;18.0;15.0;7.0;2.0;17.0;81.0;;;;;;;;;;;;;;;;;;;;;;22.0;19.0;31.0;7.0;21.0;50.0;33.0;14.0;3.0;0.0;68.0;20.0;11.0;1.0;0.0;58.0;29.0;13.0;0.0;1.0;20.0;26.0;42.0;7.0;5.0;16.0;25.0;54.0;3.0;2.0;15.0;27.0;41.0;10.0;6.0;16.0;27.0;52.0;4.0;1.0;4.0;14.0;51.0;19.0;12.0;10.0;23.0;52.0;10.0;5.0;14.0;14.0;48.0;18.0;7.0;13.0;28.0;44.0;10.0;4.0;51.0;23.0;24.0;3.0;0.0;39.0;30.0;25.0;3.0;3.0;;;;;;;;;;;;;;;;;;;;;;
334;Verzorgt huishouden met minderjarige(n);2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.0;21.0;31.0;24.0;26.0;50.0;55.0;18.0;27.0;38.0;25.0;35.0;62.0;11.0;25.0;20.0;20.0;57.0;66.0;19.0;3.0;12.0
335;Verzorgt huishouden met minderjarige(n);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
336;Overige sociaal economische groep;1997;1.0;30.0;48.0;18.0;4.0;22.0;18.0;14.0;5.0;3.0;4.0;3.0;;;3.0;16.0;13.0;;;;;;;;;;;;;;8.0;36.0;32.0;25.0;30.0;48.0;22.0;4.0;;58.0;15.0;40.0;40.0;5.0;;;7.0;67.0;25.0;17.0;64.0;19.0;6.0;58.0;36.0;31.0;23.0;34.0;6.0;6.0;6.0;4.0;32.0;20.0;38.0;1.0;12.0;24.0;30.0;33.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
337;Overige sociaal economische groep;1998;1.0;34.0;47.0;15.0;3.0;26.0;18.0;16.0;4.0;5.0;4.0;3.0;;;2.0;14.0;8.0;84.0;32.0;19.0;23.0;6.0;6.0;4.0;5.0;;;3.0;1.0;0.0;8.0;38.0;30.0;24.0;34.0;44.0;22.0;5.0;;61.0;15.0;45.0;37.0;3.0;;;8.0;69.0;22.0;18.0;66.0;16.0;10.0;61.0;29.0;30.0;20.0;34.0;10.0;6.0;4.0;8.0;35.0;21.0;32.0;3.0;15.0;22.0;38.0;22.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
338;Overige sociaal economische groep;1999;0.0;28.0;48.0;19.0;4.0;23.0;18.0;15.0;4.0;7.0;4.0;3.0;;;1.0;15.0;10.0;;;;;;;;;;;;;;8.0;36.0;31.0;25.0;33.0;46.0;21.0;3.0;;61.0;13.0;41.0;41.0;5.0;;;7.0;72.0;22.0;19.0;65.0;15.0;8.0;63.0;29.0;27.0;21.0;34.0;10.0;8.0;4.0;4.0;35.0;25.0;31.0;3.0;18.0;23.0;36.0;21.0;11.0;56.0;13.0;14.0;6.0;1.0;27.0;73.0;6.0;42.0;53.0;12.0;5.0;83.0;1.0;10.0;89.0;18.0;19.0;63.0;2.0;5.0;93.0;12.0;80.0;8.0;7.0;85.0;8.0;18.0;15.0;40.0;3.0;25.0;39.0;30.0;28.0;1.0;2.0;58.0;24.0;14.0;1.0;4.0;50.0;27.0;20.0;1.0;2.0;15.0;22.0;50.0;3.0;10.0;19.0;23.0;54.0;1.0;3.0;14.0;25.0;50.0;6.0;5.0;16.0;29.0;51.0;2.0;2.0;8.0;17.0;46.0;17.0;11.0;14.0;20.0;48.0;13.0;6.0;10.0;16.0;41.0;25.0;9.0;14.0;20.0;51.0;10.0;4.0;43.0;28.0;28.0;1.0;1.0;24.0;32.0;40.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;
339;Overige sociaal economische groep;2000;1.0;31.0;48.0;17.0;3.0;21.0;17.0;16.0;3.0;6.0;3.0;3.0;;;1.0;16.0;14.0;;;;;;;;;;;;;;8.0;35.0;32.0;25.0;34.0;47.0;19.0;3.0;;58.0;12.0;37.0;47.0;4.0;;;9.0;70.0;22.0;24.0;65.0;11.0;10.0;66.0;25.0;23.0;24.0;39.0;8.0;5.0;4.0;8.0;31.0;24.0;33.0;2.0;17.0;26.0;40.0;15.0;13.0;54.0;12.0;15.0;6.0;2.0;25.0;73.0;4.0;43.0;53.0;11.0;4.0;85.0;1.0;11.0;88.0;17.0;18.0;65.0;2.0;3.0;94.0;11.0;80.0;9.0;7.0;86.0;6.0;14.0;17.0;40.0;4.0;25.0;36.0;29.0;31.0;2.0;2.0;54.0;24.0;17.0;1.0;3.0;43.0;34.0;21.0;1.0;1.0;12.0;25.0;52.0;3.0;8.0;15.0;26.0;54.0;2.0;2.0;13.0;27.0;52.0;3.0;5.0;15.0;29.0;51.0;3.0;2.0;8.0;18.0;46.0;17.0;11.0;12.0;22.0;50.0;12.0;4.0;13.0;17.0;41.0;20.0;9.0;11.0;23.0;52.0;10.0;4.0;42.0;32.0;25.0;1.0;0.0;28.0;34.0;35.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;
340;Overige sociaal economische groep;2001;1.0;29.0;49.0;18.0;3.0;22.0;17.0;15.0;3.0;5.0;3.0;3.0;;;3.0;15.0;14.0;;;;;;;;;;;;;;9.0;36.0;29.0;25.0;38.0;43.0;20.0;3.0;;56.0;12.0;44.0;38.0;7.0;;;8.0;68.0;24.0;22.0;64.0;14.0;9.0;62.0;29.0;28.0;22.0;35.0;8.0;7.0;4.0;5.0;33.0;24.0;34.0;3.0;24.0;19.0;36.0;19.0;15.0;53.0;13.0;14.0;5.0;1.0;24.0;75.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341;Overige sociaal economische groep;2002;1.0;20.0;46.0;27.0;6.0;16.0;26.0;10.0;2.0;3.0;4.0;4.0;3.0;4.0;1.0;12.0;16.0;87.0;14.0;40.0;16.0;3.0;0.0;2.0;6.0;1.0;17.0;0.0;0.0;0.0;11.0;39.0;29.0;21.0;41.0;43.0;16.0;4.0;;56.0;14.0;38.0;43.0;4.0;;;5.0;68.0;27.0;21.0;61.0;18.0;7.0;60.0;33.0;24.0;26.0;35.0;10.0;5.0;2.0;4.0;31.0;22.0;41.0;1.0;20.0;22.0;37.0;19.0;6.0;56.0;17.0;15.0;6.0;1.0;31.0;68.0;;;;;;;;;;;;;;;;;;;;;;19.0;13.0;39.0;7.0;22.0;41.0;31.0;25.0;2.0;1.0;57.0;24.0;17.0;1.0;1.0;47.0;35.0;17.0;1.0;0.0;15.0;21.0;53.0;4.0;7.0;19.0;24.0;54.0;1.0;2.0;16.0;26.0;47.0;5.0;6.0;13.0;32.0;53.0;2.0;0.0;6.0;12.0;52.0;18.0;12.0;11.0;23.0;50.0;12.0;4.0;11.0;16.0;42.0;26.0;5.0;13.0;24.0;45.0;13.0;5.0;48.0;23.0;28.0;1.0;0.0;36.0;29.0;33.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;
342;Overige sociaal economische groep;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343;Overige sociaal economische groep;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
344;Eenpersoonshuishouden;1997;1.0;35.0;47.0;14.0;3.0;23.0;15.0;16.0;7.0;6.0;3.0;3.0;;;2.0;15.0;11.0;;;;;;;;;;;;;;14.0;41.0;25.0;20.0;40.0;41.0;19.0;6.0;3.0;59.0;17.0;43.0;34.0;6.0;11.0;7.0;11.0;72.0;17.0;25.0;61.0;14.0;9.0;67.0;24.0;22.0;23.0;34.0;14.0;7.0;5.0;8.0;37.0;25.0;24.0;3.0;19.0;22.0;33.0;22.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58.0;29.0;3.0;10.0
345;Eenpersoonshuishouden;1998;2.0;40.0;44.0;12.0;3.0;26.0;14.0;16.0;7.0;9.0;3.0;3.0;;;2.0;13.0;7.0;78.0;33.0;16.0;18.0;9.0;12.0;3.0;4.0;;;3.0;1.0;0.0;15.0;42.0;24.0;19.0;43.0;37.0;20.0;5.0;;60.0;18.0;47.0;31.0;4.0;;;11.0;74.0;16.0;26.0;59.0;14.0;12.0;63.0;24.0;21.0;25.0;34.0;13.0;8.0;5.0;10.0;34.0;27.0;25.0;2.0;18.0;26.0;31.0;24.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
346;Eenpersoonshuishouden;1999;1.0;32.0;48.0;16.0;4.0;22.0;15.0;15.0;5.0;11.0;3.0;4.0;;;1.0;16.0;9.0;;;;;;;;;;;;;;15.0;41.0;25.0;19.0;45.0;38.0;17.0;5.0;;61.0;18.0;43.0;34.0;6.0;;;11.0;73.0;16.0;29.0;58.0;12.0;14.0;64.0;22.0;18.0;25.0;34.0;14.0;9.0;3.0;8.0;37.0;26.0;25.0;2.0;22.0;24.0;32.0;20.0;18.0;55.0;13.0;9.0;6.0;1.0;23.0;76.0;4.0;35.0;60.0;9.0;5.0;86.0;2.0;7.0;91.0;21.0;15.0;64.0;3.0;4.0;94.0;11.0;81.0;9.0;7.0;86.0;7.0;6.0;9.0;19.0;7.0;59.0;23.0;21.0;27.0;5.0;24.0;38.0;19.0;17.0;6.0;20.0;28.0;22.0;29.0;5.0;15.0;17.0;22.0;44.0;4.0;12.0;12.0;20.0;61.0;2.0;4.0;16.0;27.0;44.0;7.0;6.0;13.0;26.0;53.0;4.0;4.0;7.0;13.0;42.0;20.0;19.0;14.0;21.0;42.0;13.0;11.0;10.0;15.0;36.0;24.0;15.0;10.0;22.0;47.0;12.0;9.0;44.0;28.0;25.0;2.0;1.0;27.0;29.0;39.0;2.0;4.0;;;;;;;;;;;;;;;;;;;;;;
347;Eenpersoonshuishouden;2000;1.0;38.0;46.0;13.0;3.0;23.0;14.0;16.0;4.0;10.0;3.0;3.0;;;1.0;16.0;11.0;;;;;;;;;;;;;;13.0;40.0;26.0;21.0;43.0;39.0;18.0;3.0;;60.0;16.0;44.0;36.0;5.0;;;13.0;73.0;15.0;32.0;58.0;10.0;13.0;69.0;18.0;20.0;21.0;36.0;15.0;8.0;3.0;9.0;38.0;26.0;25.0;3.0;24.0;25.0;36.0;13.0;19.0;57.0;11.0;10.0;3.0;0.0;18.0;82.0;4.0;33.0;63.0;9.0;3.0;89.0;1.0;5.0;93.0;17.0;10.0;73.0;1.0;4.0;95.0;9.0;82.0;9.0;6.0;87.0;7.0;6.0;6.0;18.0;9.0;61.0;26.0;22.0;27.0;7.0;19.0;42.0;16.0;17.0;7.0;17.0;33.0;21.0;27.0;6.0;12.0;18.0;26.0;44.0;3.0;9.0;14.0;22.0;57.0;4.0;4.0;17.0;26.0;47.0;5.0;5.0;15.0;28.0;52.0;4.0;3.0;7.0;12.0;44.0;19.0;18.0;12.0;21.0;43.0;14.0;10.0;10.0;16.0;33.0;24.0;17.0;14.0;22.0;43.0;12.0;9.0;46.0;27.0;26.0;1.0;0.0;32.0;30.0;33.0;3.0;2.0;;;;;;;;;;;;;;;;;;;;;;
