ID;Services;Countries;Periods;ImportsOfServices_1;ExportsOfServices_2;NetServices_3
8842;SB Maintenance and repair services;Morocco;2018 3rd quarter;0.0;0.0;0.0
8843;SB Maintenance and repair services;Morocco;2018 4th quarter;0.0;0.0;0.0
8844;SB Maintenance and repair services;Morocco;2018;0.0;1.0;1.0
8845;SB Maintenance and repair services;Morocco;2019 1st quarter;0.0;0.0;0.0
8846;SB Maintenance and repair services;Morocco;2019 2nd quarter;0.0;0.0;0.0
8847;SB Maintenance and repair services;Morocco;2019 3rd quarter;0.0;0.0;0.0
8848;SB Maintenance and repair services;Morocco;2019 4th quarter;0.0;0.0;0.0
8849;SB Maintenance and repair services;Morocco;2019;0.0;1.0;1.0
8850;SB Maintenance and repair services;Morocco;2020 1st quarter;0.0;0.0;0.0
8851;SB Maintenance and repair services;Morocco;2020 2nd quarter;0.0;0.0;0.0
8852;SB Maintenance and repair services;Morocco;2020 3rd quarter;0.0;0.0;0.0
8853;SB Maintenance and repair services;Morocco;2020 4th quarter;0.0;0.0;0.0
8854;SB Maintenance and repair services;Morocco;2020;0.0;1.0;1.0
8855;SB Maintenance and repair services;Mexico;2014 1st quarter;0.0;0.0;0.0
8856;SB Maintenance and repair services;Mexico;2014 2nd quarter;0.0;0.0;0.0
8857;SB Maintenance and repair services;Mexico;2014 3rd quarter;0.0;0.0;0.0
8858;SB Maintenance and repair services;Mexico;2014 4th quarter;0.0;0.0;0.0
8859;SB Maintenance and repair services;Mexico;2014;0.0;0.0;0.0
8860;SB Maintenance and repair services;Mexico;2015 1st quarter;0.0;0.0;0.0
8861;SB Maintenance and repair services;Mexico;2015 2nd quarter;0.0;0.0;0.0
8862;SB Maintenance and repair services;Mexico;2015 3rd quarter;0.0;0.0;0.0
8863;SB Maintenance and repair services;Mexico;2015 4th quarter;0.0;0.0;0.0
8864;SB Maintenance and repair services;Mexico;2015;0.0;0.0;0.0
8865;SB Maintenance and repair services;Mexico;2016 1st quarter;0.0;0.0;0.0
8866;SB Maintenance and repair services;Mexico;2016 2nd quarter;0.0;0.0;0.0
8867;SB Maintenance and repair services;Mexico;2016 3rd quarter;0.0;0.0;0.0
8868;SB Maintenance and repair services;Mexico;2016 4th quarter;0.0;0.0;0.0
8869;SB Maintenance and repair services;Mexico;2016;0.0;0.0;0.0
8870;SB Maintenance and repair services;Mexico;2017 1st quarter;0.0;0.0;0.0
8871;SB Maintenance and repair services;Mexico;2017 2nd quarter;0.0;0.0;0.0
8872;SB Maintenance and repair services;Mexico;2017 3rd quarter;0.0;0.0;0.0
8873;SB Maintenance and repair services;Mexico;2017 4th quarter;0.0;0.0;0.0
8874;SB Maintenance and repair services;Mexico;2017;0.0;0.0;0.0
8875;SB Maintenance and repair services;Mexico;2018 1st quarter;0.0;0.0;0.0
8876;SB Maintenance and repair services;Mexico;2018 2nd quarter;0.0;0.0;0.0
8877;SB Maintenance and repair services;Mexico;2018 3rd quarter;0.0;0.0;0.0
8878;SB Maintenance and repair services;Mexico;2018 4th quarter;0.0;0.0;0.0
8879;SB Maintenance and repair services;Mexico;2018;0.0;0.0;0.0
8880;SB Maintenance and repair services;Mexico;2019 1st quarter;0.0;0.0;0.0
8881;SB Maintenance and repair services;Mexico;2019 2nd quarter;0.0;0.0;0.0
8882;SB Maintenance and repair services;Mexico;2019 3rd quarter;0.0;0.0;0.0
8883;SB Maintenance and repair services;Mexico;2019 4th quarter;0.0;0.0;0.0
8884;SB Maintenance and repair services;Mexico;2019;0.0;0.0;0.0
8885;SB Maintenance and repair services;Mexico;2020 1st quarter;0.0;0.0;0.0
8886;SB Maintenance and repair services;Mexico;2020 2nd quarter;0.0;0.0;0.0
8887;SB Maintenance and repair services;Mexico;2020 3rd quarter;0.0;0.0;0.0
8888;SB Maintenance and repair services;Mexico;2020 4th quarter;0.0;0.0;0.0
8889;SB Maintenance and repair services;Mexico;2020;0.0;0.0;0.0
8890;SB Maintenance and repair services;Non EU;2014 1st quarter;106.0;131.0;25.0
8891;SB Maintenance and repair services;Non EU;2014 2nd quarter;84.0;128.0;44.0
8892;SB Maintenance and repair services;Non EU;2014 3rd quarter;109.0;118.0;10.0
8893;SB Maintenance and repair services;Non EU;2014 4th quarter;;;19.0
8894;SB Maintenance and repair services;Non EU;2014;;;98.0
8895;SB Maintenance and repair services;Non EU;2015 1st quarter;;;29.0
8896;SB Maintenance and repair services;Non EU;2015 2nd quarter;;;33.0
8897;SB Maintenance and repair services;Non EU;2015 3rd quarter;;;50.0
8898;SB Maintenance and repair services;Non EU;2015 4th quarter;116.0;163.0;47.0
8899;SB Maintenance and repair services;Non EU;2015;439.0;599.0;160.0
8900;SB Maintenance and repair services;Non EU;2016 1st quarter;107.0;151.0;43.0
8901;SB Maintenance and repair services;Non EU;2016 2nd quarter;96.0;150.0;54.0
8902;SB Maintenance and repair services;Non EU;2016 3rd quarter;106.0;166.0;59.0
8903;SB Maintenance and repair services;Non EU;2016 4th quarter;;;46.0
8904;SB Maintenance and repair services;Non EU;2016;;;203.0
8905;SB Maintenance and repair services;Non EU;2017 1st quarter;95.0;169.0;75.0
8906;SB Maintenance and repair services;Non EU;2017 2nd quarter;;;69.0
8907;SB Maintenance and repair services;Non EU;2017 3rd quarter;92.0;156.0;64.0
8908;SB Maintenance and repair services;Non EU;2017 4th quarter;;;42.0
8909;SB Maintenance and repair services;Non EU;2017;;;250.0
8910;SB Maintenance and repair services;Non EU;2018 1st quarter;108.0;150.0;42.0
8911;SB Maintenance and repair services;Non EU;2018 2nd quarter;92.0;168.0;77.0
8912;SB Maintenance and repair services;Non EU;2018 3rd quarter;138.0;165.0;28.0
8913;SB Maintenance and repair services;Non EU;2018 4th quarter;;;48.0
8914;SB Maintenance and repair services;Non EU;2018;;;194.0
8915;SB Maintenance and repair services;Non EU;2019 1st quarter;;;37.0
8916;SB Maintenance and repair services;Non EU;2019 2nd quarter;116.0;162.0;46.0
8917;SB Maintenance and repair services;Non EU;2019 3rd quarter;127.0;175.0;48.0
8918;SB Maintenance and repair services;Non EU;2019 4th quarter;;;47.0
8919;SB Maintenance and repair services;Non EU;2019;511.0;689.0;178.0
8920;SB Maintenance and repair services;Non EU;2020 1st quarter;;;40.0
8921;SB Maintenance and repair services;Non EU;2020 2nd quarter;136.0;209.0;72.0
8922;SB Maintenance and repair services;Non EU;2020 3rd quarter;120.0;208.0;87.0
8923;SB Maintenance and repair services;Non EU;2020 4th quarter;;;33.0
8924;SB Maintenance and repair services;Non EU;2020;616.0;849.0;233.0
8925;SB Maintenance and repair services;Non-eurozone;2014 1st quarter;166.0;223.0;56.0
8926;SB Maintenance and repair services;Non-eurozone;2014 2nd quarter;152.0;219.0;68.0
8927;SB Maintenance and repair services;Non-eurozone;2014 3rd quarter;178.0;211.0;33.0
8928;SB Maintenance and repair services;Non-eurozone;2014 4th quarter;194.0;219.0;24.0
8929;SB Maintenance and repair services;Non-eurozone;2014;691.0;872.0;181.0
8930;SB Maintenance and repair services;Non-eurozone;2015 1st quarter;170.0;223.0;52.0
8931;SB Maintenance and repair services;Non-eurozone;2015 2nd quarter;184.0;248.0;63.0
8932;SB Maintenance and repair services;Non-eurozone;2015 3rd quarter;154.0;230.0;76.0
8933;SB Maintenance and repair services;Non-eurozone;2015 4th quarter;184.0;272.0;88.0
8934;SB Maintenance and repair services;Non-eurozone;2015;693.0;972.0;280.0
8935;SB Maintenance and repair services;Non-eurozone;2016 1st quarter;167.0;231.0;64.0
8936;SB Maintenance and repair services;Non-eurozone;2016 2nd quarter;167.0;233.0;66.0
8937;SB Maintenance and repair services;Non-eurozone;2016 3rd quarter;174.0;254.0;79.0
8938;SB Maintenance and repair services;Non-eurozone;2016 4th quarter;219.0;270.0;52.0
8939;SB Maintenance and repair services;Non-eurozone;2016;727.0;988.0;261.0
8940;SB Maintenance and repair services;Non-eurozone;2017 1st quarter;199.0;276.0;77.0
8941;SB Maintenance and repair services;Non-eurozone;2017 2nd quarter;172.0;258.0;87.0
8942;SB Maintenance and repair services;Non-eurozone;2017 3rd quarter;172.0;246.0;74.0
8943;SB Maintenance and repair services;Non-eurozone;2017 4th quarter;217.0;251.0;34.0
8944;SB Maintenance and repair services;Non-eurozone;2017;759.0;1030.0;271.0
8945;SB Maintenance and repair services;Non-eurozone;2018 1st quarter;222.0;273.0;51.0
8946;SB Maintenance and repair services;Non-eurozone;2018 2nd quarter;195.0;293.0;98.0
8947;SB Maintenance and repair services;Non-eurozone;2018 3rd quarter;247.0;287.0;41.0
8948;SB Maintenance and repair services;Non-eurozone;2018 4th quarter;232.0;295.0;63.0
8949;SB Maintenance and repair services;Non-eurozone;2018;896.0;1149.0;253.0
8950;SB Maintenance and repair services;Non-eurozone;2019 1st quarter;;;12.0
8951;SB Maintenance and repair services;Non-eurozone;2019 2nd quarter;218.0;286.0;68.0
8952;SB Maintenance and repair services;Non-eurozone;2019 3rd quarter;219.0;304.0;86.0
8953;SB Maintenance and repair services;Non-eurozone;2019 4th quarter;;;51.0
8954;SB Maintenance and repair services;Non-eurozone;2019;958.0;1174.0;216.0
8955;SB Maintenance and repair services;Non-eurozone;2020 1st quarter;;;25.0
8956;SB Maintenance and repair services;Non-eurozone;2020 2nd quarter;184.0;277.0;92.0
8957;SB Maintenance and repair services;Non-eurozone;2020 3rd quarter;158.0;276.0;118.0
8958;SB Maintenance and repair services;Non-eurozone;2020 4th quarter;;;40.0
8959;SB Maintenance and repair services;Non-eurozone;2020;835.0;1110.0;276.0
8960;SB Maintenance and repair services;New Zealand;2014 1st quarter;0.0;0.0;0.0
8961;SB Maintenance and repair services;New Zealand;2014 2nd quarter;0.0;0.0;0.0
8962;SB Maintenance and repair services;New Zealand;2014 3rd quarter;0.0;0.0;0.0
8963;SB Maintenance and repair services;New Zealand;2014 4th quarter;0.0;0.0;0.0
8964;SB Maintenance and repair services;New Zealand;2014;0.0;0.0;0.0
8965;SB Maintenance and repair services;New Zealand;2015 1st quarter;0.0;0.0;0.0
8966;SB Maintenance and repair services;New Zealand;2015 2nd quarter;0.0;0.0;0.0
8967;SB Maintenance and repair services;New Zealand;2015 3rd quarter;0.0;0.0;0.0
8968;SB Maintenance and repair services;New Zealand;2015 4th quarter;0.0;0.0;0.0
8969;SB Maintenance and repair services;New Zealand;2015;0.0;0.0;0.0
8970;SB Maintenance and repair services;New Zealand;2016 1st quarter;0.0;1.0;1.0
8971;SB Maintenance and repair services;New Zealand;2016 2nd quarter;0.0;1.0;1.0
8972;SB Maintenance and repair services;New Zealand;2016 3rd quarter;0.0;2.0;2.0
8973;SB Maintenance and repair services;New Zealand;2016 4th quarter;0.0;2.0;2.0
8974;SB Maintenance and repair services;New Zealand;2016;0.0;5.0;5.0
8975;SB Maintenance and repair services;New Zealand;2017 1st quarter;0.0;2.0;2.0
8976;SB Maintenance and repair services;New Zealand;2017 2nd quarter;0.0;2.0;2.0
8977;SB Maintenance and repair services;New Zealand;2017 3rd quarter;0.0;2.0;2.0
8978;SB Maintenance and repair services;New Zealand;2017 4th quarter;0.0;2.0;2.0
8979;SB Maintenance and repair services;New Zealand;2017;0.0;7.0;7.0
8980;SB Maintenance and repair services;New Zealand;2018 1st quarter;0.0;2.0;2.0
8981;SB Maintenance and repair services;New Zealand;2018 2nd quarter;0.0;2.0;2.0
8982;SB Maintenance and repair services;New Zealand;2018 3rd quarter;0.0;2.0;2.0
8983;SB Maintenance and repair services;New Zealand;2018 4th quarter;0.0;2.0;2.0
8984;SB Maintenance and repair services;New Zealand;2018;0.0;7.0;7.0
8985;SB Maintenance and repair services;New Zealand;2019 1st quarter;0.0;3.0;3.0
8986;SB Maintenance and repair services;New Zealand;2019 2nd quarter;0.0;2.0;2.0
8987;SB Maintenance and repair services;New Zealand;2019 3rd quarter;0.0;3.0;3.0
8988;SB Maintenance and repair services;New Zealand;2019 4th quarter;0.0;3.0;3.0
8989;SB Maintenance and repair services;New Zealand;2019;0.0;11.0;11.0
8990;SB Maintenance and repair services;New Zealand;2020 1st quarter;0.0;3.0;3.0
8991;SB Maintenance and repair services;New Zealand;2020 2nd quarter;0.0;3.0;2.0
8992;SB Maintenance and repair services;New Zealand;2020 3rd quarter;0.0;2.0;2.0
8993;SB Maintenance and repair services;New Zealand;2020 4th quarter;0.0;3.0;3.0
8994;SB Maintenance and repair services;New Zealand;2020;0.0;10.0;10.0
8995;SB Maintenance and repair services;Nigeria;2014 1st quarter;0.0;2.0;2.0
8996;SB Maintenance and repair services;Nigeria;2014 2nd quarter;0.0;2.0;2.0
8997;SB Maintenance and repair services;Nigeria;2014 3rd quarter;0.0;2.0;2.0
8998;SB Maintenance and repair services;Nigeria;2014 4th quarter;0.0;1.0;1.0
8999;SB Maintenance and repair services;Nigeria;2014;0.0;8.0;8.0
9000;SB Maintenance and repair services;Nigeria;2015 1st quarter;0.0;2.0;2.0
9001;SB Maintenance and repair services;Nigeria;2015 2nd quarter;0.0;3.0;3.0
9002;SB Maintenance and repair services;Nigeria;2015 3rd quarter;0.0;2.0;2.0
9003;SB Maintenance and repair services;Nigeria;2015 4th quarter;0.0;2.0;2.0
9004;SB Maintenance and repair services;Nigeria;2015;0.0;9.0;9.0
9005;SB Maintenance and repair services;Nigeria;2016 1st quarter;0.0;1.0;1.0
9006;SB Maintenance and repair services;Nigeria;2016 2nd quarter;0.0;1.0;1.0
9007;SB Maintenance and repair services;Nigeria;2016 3rd quarter;0.0;1.0;1.0
9008;SB Maintenance and repair services;Nigeria;2016 4th quarter;0.0;1.0;1.0
9009;SB Maintenance and repair services;Nigeria;2016;0.0;3.0;3.0
9010;SB Maintenance and repair services;Nigeria;2017 1st quarter;0.0;1.0;1.0
9011;SB Maintenance and repair services;Nigeria;2017 2nd quarter;0.0;1.0;1.0
9012;SB Maintenance and repair services;Nigeria;2017 3rd quarter;0.0;0.0;0.0
9013;SB Maintenance and repair services;Nigeria;2017 4th quarter;0.0;0.0;0.0
9014;SB Maintenance and repair services;Nigeria;2017;0.0;2.0;2.0
9015;SB Maintenance and repair services;Nigeria;2018 1st quarter;0.0;0.0;0.0
9016;SB Maintenance and repair services;Nigeria;2018 2nd quarter;0.0;0.0;0.0
9017;SB Maintenance and repair services;Nigeria;2018 3rd quarter;0.0;0.0;0.0
9018;SB Maintenance and repair services;Nigeria;2018 4th quarter;0.0;0.0;0.0
9019;SB Maintenance and repair services;Nigeria;2018;0.0;2.0;2.0
9020;SB Maintenance and repair services;Nigeria;2019 1st quarter;0.0;4.0;4.0
9021;SB Maintenance and repair services;Nigeria;2019 2nd quarter;0.0;1.0;1.0
9022;SB Maintenance and repair services;Nigeria;2019 3rd quarter;0.0;4.0;4.0
9023;SB Maintenance and repair services;Nigeria;2019 4th quarter;0.0;3.0;3.0
9024;SB Maintenance and repair services;Nigeria;2019;0.0;11.0;11.0
9025;SB Maintenance and repair services;Nigeria;2020 1st quarter;0.0;3.0;3.0
9026;SB Maintenance and repair services;Nigeria;2020 2nd quarter;0.0;3.0;3.0
9027;SB Maintenance and repair services;Nigeria;2020 3rd quarter;0.0;3.0;3.0
9028;SB Maintenance and repair services;Nigeria;2020 4th quarter;0.0;3.0;3.0
9029;SB Maintenance and repair services;Nigeria;2020;0.0;12.0;12.0
9030;SB Maintenance and repair services;Norway;2014 1st quarter;1.0;2.0;1.0
9031;SB Maintenance and repair services;Norway;2014 2nd quarter;1.0;1.0;0.0
9032;SB Maintenance and repair services;Norway;2014 3rd quarter;1.0;1.0;0.0
9033;SB Maintenance and repair services;Norway;2014 4th quarter;1.0;0.0;-1.0
9034;SB Maintenance and repair services;Norway;2014;4.0;4.0;0.0
9035;SB Maintenance and repair services;Norway;2015 1st quarter;2.0;2.0;0.0
9036;SB Maintenance and repair services;Norway;2015 2nd quarter;;;-1.0
9037;SB Maintenance and repair services;Norway;2015 3rd quarter;1.0;0.0;-1.0
9038;SB Maintenance and repair services;Norway;2015 4th quarter;;;-1.0
9039;SB Maintenance and repair services;Norway;2015;5.0;2.0;-3.0
9040;SB Maintenance and repair services;Norway;2016 1st quarter;;;0.0
9041;SB Maintenance and repair services;Norway;2016 2nd quarter;0.0;0.0;0.0
9042;SB Maintenance and repair services;Norway;2016 3rd quarter;2.0;1.0;-1.0
9043;SB Maintenance and repair services;Norway;2016 4th quarter;;;0.0
9044;SB Maintenance and repair services;Norway;2016;5.0;3.0;-1.0
9045;SB Maintenance and repair services;Norway;2017 1st quarter;;;1.0
9046;SB Maintenance and repair services;Norway;2017 2nd quarter;1.0;1.0;0.0
9047;SB Maintenance and repair services;Norway;2017 3rd quarter;1.0;2.0;1.0
9048;SB Maintenance and repair services;Norway;2017 4th quarter;;;1.0
9049;SB Maintenance and repair services;Norway;2017;3.0;6.0;3.0
9050;SB Maintenance and repair services;Norway;2018 1st quarter;0.0;1.0;1.0
9051;SB Maintenance and repair services;Norway;2018 2nd quarter;;;0.0
9052;SB Maintenance and repair services;Norway;2018 3rd quarter;1.0;2.0;2.0
9053;SB Maintenance and repair services;Norway;2018 4th quarter;;;2.0
9054;SB Maintenance and repair services;Norway;2018;4.0;9.0;5.0
9055;SB Maintenance and repair services;Norway;2019 1st quarter;0.0;1.0;1.0
9056;SB Maintenance and repair services;Norway;2019 2nd quarter;0.0;2.0;1.0
9057;SB Maintenance and repair services;Norway;2019 3rd quarter;1.0;2.0;1.0
9058;SB Maintenance and repair services;Norway;2019 4th quarter;0.0;2.0;2.0
9059;SB Maintenance and repair services;Norway;2019;2.0;7.0;5.0
9060;SB Maintenance and repair services;Norway;2020 1st quarter;1.0;2.0;1.0
9061;SB Maintenance and repair services;Norway;2020 2nd quarter;1.0;2.0;1.0
9062;SB Maintenance and repair services;Norway;2020 3rd quarter;1.0;2.0;1.0
9063;SB Maintenance and repair services;Norway;2020 4th quarter;7.0;2.0;-5.0
9064;SB Maintenance and repair services;Norway;2020;10.0;7.0;-3.0
9065;SB Maintenance and repair services;Oman;2014 1st quarter;0.0;0.0;0.0
9066;SB Maintenance and repair services;Oman;2014 2nd quarter;0.0;0.0;0.0
9067;SB Maintenance and repair services;Oman;2014 3rd quarter;0.0;0.0;0.0
9068;SB Maintenance and repair services;Oman;2014 4th quarter;0.0;0.0;0.0
9069;SB Maintenance and repair services;Oman;2014;0.0;0.0;0.0
9070;SB Maintenance and repair services;Oman;2015 1st quarter;0.0;0.0;0.0
9071;SB Maintenance and repair services;Oman;2015 2nd quarter;0.0;;
9072;SB Maintenance and repair services;Oman;2015 3rd quarter;0.0;;
9073;SB Maintenance and repair services;Oman;2015 4th quarter;0.0;;
9074;SB Maintenance and repair services;Oman;2015;0.0;;
9075;SB Maintenance and repair services;Oman;2016 1st quarter;0.0;0.0;0.0
9076;SB Maintenance and repair services;Oman;2016 2nd quarter;0.0;0.0;0.0
9077;SB Maintenance and repair services;Oman;2016 3rd quarter;0.0;0.0;0.0
9078;SB Maintenance and repair services;Oman;2016 4th quarter;0.0;0.0;0.0
9079;SB Maintenance and repair services;Oman;2016;0.0;1.0;1.0
9080;SB Maintenance and repair services;Oman;2017 1st quarter;0.0;0.0;0.0
9081;SB Maintenance and repair services;Oman;2017 2nd quarter;0.0;0.0;0.0
9082;SB Maintenance and repair services;Oman;2017 3rd quarter;0.0;0.0;0.0
9083;SB Maintenance and repair services;Oman;2017 4th quarter;0.0;0.0;0.0
9084;SB Maintenance and repair services;Oman;2017;0.0;1.0;1.0
9085;SB Maintenance and repair services;Oman;2018 1st quarter;0.0;0.0;0.0
9086;SB Maintenance and repair services;Oman;2018 2nd quarter;0.0;0.0;0.0
9087;SB Maintenance and repair services;Oman;2018 3rd quarter;;0.0;0.0
9088;SB Maintenance and repair services;Oman;2018 4th quarter;;0.0;0.0
9089;SB Maintenance and repair services;Oman;2018;;1.0;1.0
9090;SB Maintenance and repair services;Oman;2019 1st quarter;;0.0;0.0
9091;SB Maintenance and repair services;Oman;2019 2nd quarter;;0.0;0.0
