ID;ExpenditureCategories;Periods;HICP_1;HICPCT_2;MonthOnMonthChangeHICP_3;MonthOnMonthChangeHICPCT_4;YearOnYearChangeHICP_5;YearOnYearChangeHICPCT_6;WeightingCoefficient_7
8587;011320 Frozen fish;2013 July;;;;;;;0
8588;011320 Frozen fish;2013 August;;;;;;;0
8589;011320 Frozen fish;2013 September;;;;;;;0
8590;011320 Frozen fish;2013 October;;;;;;;0
8591;011320 Frozen fish;2013 November;;;;;;;0
8592;011320 Frozen fish;2013 December;;;;;;;0
8593;011320 Frozen fish;2013;;;;;;;0
8594;011320 Frozen fish;2014 January;;;;;;;0
8595;011320 Frozen fish;2014 February;;;;;;;0
8596;011320 Frozen fish;2014 March;;;;;;;0
8597;011320 Frozen fish;2014 April;;;;;;;0
8598;011320 Frozen fish;2014 May;;;;;;;0
8599;011320 Frozen fish;2014 June;;;;;;;0
8600;011320 Frozen fish;2014 July;;;;;;;0
8601;011320 Frozen fish;2014 August;;;;;;;0
8602;011320 Frozen fish;2014 September;;;;;;;0
8603;011320 Frozen fish;2014 October;;;;;;;0
8604;011320 Frozen fish;2014 November;;;;;;;0
8605;011320 Frozen fish;2014 December;;;;;;;0
8606;011320 Frozen fish;2014;;;;;;;0
8607;011320 Frozen fish;2015 January;;;;;;;0
8608;011320 Frozen fish;2015 February;;;;;;;0
8609;011320 Frozen fish;2015 March;;;;;;;0
8610;011320 Frozen fish;2015 April;;;;;;;0
8611;011320 Frozen fish;2015 May;;;;;;;0
8612;011320 Frozen fish;2015 June;;;;;;;0
8613;011320 Frozen fish;2015 July;;;;;;;0
8614;011320 Frozen fish;2015 August;;;;;;;0
8615;011320 Frozen fish;2015 September;;;;;;;0
8616;011320 Frozen fish;2015 October;;;;;;;0
8617;011320 Frozen fish;2015 November;;;;;;;0
8618;011320 Frozen fish;2015 December;;;;;;;0
8619;011320 Frozen fish;2015;;;;;;;0
8620;011320 Frozen fish;2016 January;;;;;;;0
8621;011320 Frozen fish;2016 February;;;;;;;0
8622;011320 Frozen fish;2016 March;;;;;;;0
8623;011320 Frozen fish;2016 April;;;;;;;0
8624;011320 Frozen fish;2016 May;;;;;;;0
8625;011320 Frozen fish;2016 June;;;;;;;0
8626;011320 Frozen fish;2016 July;;;;;;;0
8627;011320 Frozen fish;2016 August;;;;;;;0
8628;011320 Frozen fish;2016 September;;;;;;;0
8629;011320 Frozen fish;2016 October;;;;;;;0
8630;011320 Frozen fish;2016 November;;;;;;;0
8631;011320 Frozen fish;2016 December;;;;;;;0
8632;011320 Frozen fish;2016;;;;;;;0
8633;011320 Frozen fish;2017 January;;;;;;;0
8634;011320 Frozen fish;2017 February;;;;;;;0
8635;011320 Frozen fish;2017 March;;;;;;;0
8636;011320 Frozen fish;2017 April;;;;;;;0
8637;011320 Frozen fish;2017 May;;;;;;;0
8638;011320 Frozen fish;2017 June;;;;;;;0
8639;011320 Frozen fish;2017 July;;;;;;;0
8640;011320 Frozen fish;2017 August;;;;;;;0
8641;011320 Frozen fish;2017 September;;;;;;;0
8642;011320 Frozen fish;2017 October;;;;;;;0
8643;011320 Frozen fish;2017 November;;;;;;;0
8644;011320 Frozen fish;2017 December;;;;;;;0
8645;011320 Frozen fish;2017;;;;;;;0
8646;011320 Frozen fish;2018 January;;;;;;;0
8647;011320 Frozen fish;2018 February;;;;;;;0
8648;011320 Frozen fish;2018 March;;;;;;;0
8649;011320 Frozen fish;2018 April;;;;;;;0
8650;011320 Frozen fish;2018 May;;;;;;;0
8651;011320 Frozen fish;2018 June;;;;;;;0
8652;011320 Frozen fish;2018 July;;;;;;;0
8653;011320 Frozen fish;2018 August;;;;;;;0
8654;011320 Frozen fish;2018 September;;;;;;;0
8655;011320 Frozen fish;2018 October;;;;;;;0
8656;011320 Frozen fish;2018 November;;;;;;;0
8657;011320 Frozen fish;2018 December;;;;;;;0
8658;011320 Frozen fish;2018;;;;;;;0
8659;011320 Frozen fish;2019 January;;;;;;;0
8660;011320 Frozen fish;2019 February;;;;;;;0
8661;011320 Frozen fish;2019 March;;;;;;;0
8662;011320 Frozen fish;2019 April;;;;;;;0
8663;011320 Frozen fish;2019 May;;;;;;;0
8664;011320 Frozen fish;2019 June;;;;;;;0
8665;011320 Frozen fish;2019 July;;;;;;;0
8666;011320 Frozen fish;2019 August;;;;;;;0
8667;011320 Frozen fish;2019 September;;;;;;;0
8668;011320 Frozen fish;2019 October;;;;;;;0
8669;011320 Frozen fish;2019 November;;;;;;;0
8670;011320 Frozen fish;2019 December;;;;;;;0
8671;011320 Frozen fish;2019;;;;;;;0
8672;011320 Frozen fish;2020 January;;;;;;;0
8673;011320 Frozen fish;2020 February;;;;;;;0
8674;011320 Frozen fish;2020 March;;;;;;;0
8675;011320 Frozen fish;2020 April;;;;;;;0
8676;011320 Frozen fish;2020 May;;;;;;;0
8677;011320 Frozen fish;2020 June;;;;;;;0
8678;011320 Frozen fish;2020 July;;;;;;;0
8679;011320 Frozen fish;2020 August;;;;;;;0
8680;011320 Frozen fish;2020 September;;;;;;;0
8681;011320 Frozen fish;2020 October;;;;;;;0
8682;011320 Frozen fish;2020 November;;;;;;;0
8683;011320 Frozen fish;2020 December;;;;;;;0
8684;011320 Frozen fish;2020;;;;;;;0
8685;011320 Frozen fish;2021 January;;;;;;;0
8686;011320 Frozen fish;2021 February;;;;;;;0
8687;011320 Frozen fish;2021 March;;;;;;;0
8688;011320 Frozen fish;2021 April;;;;;;;0
8689;011320 Frozen fish;2021 May;;;;;;;0
8690;011320 Frozen fish;2021 June;;;;;;;0
8691;011320 Frozen fish;2021 July;;;;;;;0
8692;011320 Frozen fish;2021 August;;;;;;;0
8693;011320 Frozen fish;2021 September;;;;;;;0
8694;011320 Frozen fish;2021 October;;;;;;;0
8695;011320 Frozen fish;2021 November;;;;;;;0
8696;011320 Frozen fish;2021 December;;;;;;;0
8697;011320 Frozen fish;2021;;;;;;;0
8698;011320 Frozen fish;2022 January;;;;;;;0
8699;011320 Frozen fish;2022 February;;;;;;;0
8700;011320 Frozen fish;2022 March;;;;;;;0
8701;011320 Frozen fish;2022 April;;;;;;;0
8702;011320 Frozen fish;2022 May;;;;;;;0
8703;011320 Frozen fish;2022 June;;;;;;;0
8704;011320 Frozen fish;2022 July;;;;;;;0
8705;011320 Frozen fish;2022 August;;;;;;;0
8706;011320 Frozen fish;2022 September;;;;;;;0
8707;011320 Frozen fish;2022 October;;;;;;;0
8708;011320 Frozen fish;2022 November;;;;;;;0
8709;011320 Frozen fish;2022 December;;;;;;;0
8710;011320 Frozen fish;2022;;;;;;;0
8711;011320 Frozen fish;2023 January;;;;;;;0
8712;011320 Frozen fish;2023 February;;;;;;;0
8713;011320 Frozen fish;2023 March;;;;;;;0
8714;011320 Frozen fish;2023 April;;;;;;;0
8715;011320 Frozen fish;2023 May;;;;;;;0
8716;011320 Frozen fish;2023 June;;;;;;;0
8717;011320 Frozen fish;2023 July;;;;;;;0
8718;011320 Frozen fish;2023 August;;;;;;;0
8719;011320 Frozen fish;2023 September;;;;;;;0
8720;011320 Frozen fish;2023 October;;;;;;;0
8721;011320 Frozen fish;2023 November;;;;;;;0
8722;011320 Frozen fish;2023 December;;;;;;;0
8723;011320 Frozen fish;2023;;;;;;;0
8724;011320 Frozen fish;2024 January;;;;;;;0
8725;011320 Frozen fish;2024 February;;;;;;;0
8726;011320 Frozen fish;2024 March;;;;;;;0
8727;011320 Frozen fish;2024 April;;;;;;;0
8728;011320 Frozen fish;2024 May;;;;;;;0
8729;011320 Frozen fish;2024 June;;;;;;;0
8730;011320 Frozen fish;2024 July;;;;;;;0
8731;011320 Frozen fish;2024 August;;;;;;;0
8732;011320 Frozen fish;2024 September;;;;;;;0
8733;011320 Frozen fish;2024 October;;;;;;;0
8734;011320 Frozen fish;2024 November;;;;;;;0
8735;011320 Frozen fish;2024 December;;;;;;;0
8736;011320 Frozen fish;2024;;;;;;;0
8737;011320 Frozen fish;2025 January;;;;;;;0
8738;011320 Frozen fish;2025 February;;;;;;;0
8739;011320 Frozen fish;2025 March;;;;;;;0
8740;011330 Fresh or chilled seafood;1996 January;;;;;;;0
8741;011330 Fresh or chilled seafood;1996 February;;;;;;;0
8742;011330 Fresh or chilled seafood;1996 March;;;;;;;0
8743;011330 Fresh or chilled seafood;1996 April;;;;;;;0
8744;011330 Fresh or chilled seafood;1996 May;;;;;;;0
8745;011330 Fresh or chilled seafood;1996 June;;;;;;;0
8746;011330 Fresh or chilled seafood;1996 July;;;;;;;0
8747;011330 Fresh or chilled seafood;1996 August;;;;;;;0
8748;011330 Fresh or chilled seafood;1996 September;;;;;;;0
8749;011330 Fresh or chilled seafood;1996 October;;;;;;;0
8750;011330 Fresh or chilled seafood;1996 November;;;;;;;0
8751;011330 Fresh or chilled seafood;1996 December;;;;;;;0
8752;011330 Fresh or chilled seafood;1996;;;;;;;0
8753;011330 Fresh or chilled seafood;1997 January;;;;;;;0
8754;011330 Fresh or chilled seafood;1997 February;;;;;;;0
8755;011330 Fresh or chilled seafood;1997 March;;;;;;;0
8756;011330 Fresh or chilled seafood;1997 April;;;;;;;0
8757;011330 Fresh or chilled seafood;1997 May;;;;;;;0
8758;011330 Fresh or chilled seafood;1997 June;;;;;;;0
8759;011330 Fresh or chilled seafood;1997 July;;;;;;;0
8760;011330 Fresh or chilled seafood;1997 August;;;;;;;0
8761;011330 Fresh or chilled seafood;1997 September;;;;;;;0
8762;011330 Fresh or chilled seafood;1997 October;;;;;;;0
8763;011330 Fresh or chilled seafood;1997 November;;;;;;;0
8764;011330 Fresh or chilled seafood;1997 December;;;;;;;0
8765;011330 Fresh or chilled seafood;1997;;;;;;;0
8766;011330 Fresh or chilled seafood;1998 January;;;;;;;0
8767;011330 Fresh or chilled seafood;1998 February;;;;;;;0
8768;011330 Fresh or chilled seafood;1998 March;;;;;;;0
8769;011330 Fresh or chilled seafood;1998 April;;;;;;;0
8770;011330 Fresh or chilled seafood;1998 May;;;;;;;0
8771;011330 Fresh or chilled seafood;1998 June;;;;;;;0
8772;011330 Fresh or chilled seafood;1998 July;;;;;;;0
8773;011330 Fresh or chilled seafood;1998 August;;;;;;;0
8774;011330 Fresh or chilled seafood;1998 September;;;;;;;0
8775;011330 Fresh or chilled seafood;1998 October;;;;;;;0
8776;011330 Fresh or chilled seafood;1998 November;;;;;;;0
8777;011330 Fresh or chilled seafood;1998 December;;;;;;;0
8778;011330 Fresh or chilled seafood;1998;;;;;;;0
8779;011330 Fresh or chilled seafood;1999 January;;;;;;;0
8780;011330 Fresh or chilled seafood;1999 February;;;;;;;0
8781;011330 Fresh or chilled seafood;1999 March;;;;;;;0
8782;011330 Fresh or chilled seafood;1999 April;;;;;;;0
8783;011330 Fresh or chilled seafood;1999 May;;;;;;;0
8784;011330 Fresh or chilled seafood;1999 June;;;;;;;0
8785;011330 Fresh or chilled seafood;1999 July;;;;;;;0
8786;011330 Fresh or chilled seafood;1999 August;;;;;;;0
8787;011330 Fresh or chilled seafood;1999 September;;;;;;;0
8788;011330 Fresh or chilled seafood;1999 October;;;;;;;0
8789;011330 Fresh or chilled seafood;1999 November;;;;;;;0
8790;011330 Fresh or chilled seafood;1999 December;;;;;;;0
8791;011330 Fresh or chilled seafood;1999;;;;;;;0
8792;011330 Fresh or chilled seafood;2000 January;;;;;;;0
8793;011330 Fresh or chilled seafood;2000 February;;;;;;;0
8794;011330 Fresh or chilled seafood;2000 March;;;;;;;0
8795;011330 Fresh or chilled seafood;2000 April;;;;;;;0
8796;011330 Fresh or chilled seafood;2000 May;;;;;;;0
8797;011330 Fresh or chilled seafood;2000 June;;;;;;;0
8798;011330 Fresh or chilled seafood;2000 July;;;;;;;0
8799;011330 Fresh or chilled seafood;2000 August;;;;;;;0
8800;011330 Fresh or chilled seafood;2000 September;;;;;;;0
8801;011330 Fresh or chilled seafood;2000 October;;;;;;;0
8802;011330 Fresh or chilled seafood;2000 November;;;;;;;0
8803;011330 Fresh or chilled seafood;2000 December;;;;;;;0
8804;011330 Fresh or chilled seafood;2000;;;;;;;0
8805;011330 Fresh or chilled seafood;2001 January;;;;;;;0
8806;011330 Fresh or chilled seafood;2001 February;;;;;;;0
8807;011330 Fresh or chilled seafood;2001 March;;;;;;;0
8808;011330 Fresh or chilled seafood;2001 April;;;;;;;0
8809;011330 Fresh or chilled seafood;2001 May;;;;;;;0
8810;011330 Fresh or chilled seafood;2001 June;;;;;;;0
8811;011330 Fresh or chilled seafood;2001 July;;;;;;;0
8812;011330 Fresh or chilled seafood;2001 August;;;;;;;0
8813;011330 Fresh or chilled seafood;2001 September;;;;;;;0
8814;011330 Fresh or chilled seafood;2001 October;;;;;;;0
8815;011330 Fresh or chilled seafood;2001 November;;;;;;;0
8816;011330 Fresh or chilled seafood;2001 December;;;;;;;0
8817;011330 Fresh or chilled seafood;2001;;;;;;;0
8818;011330 Fresh or chilled seafood;2002 January;;;;;;;0
8819;011330 Fresh or chilled seafood;2002 February;;;;;;;0
8820;011330 Fresh or chilled seafood;2002 March;;;;;;;0
8821;011330 Fresh or chilled seafood;2002 April;;;;;;;0
8822;011330 Fresh or chilled seafood;2002 May;;;;;;;0
8823;011330 Fresh or chilled seafood;2002 June;;;;;;;0
8824;011330 Fresh or chilled seafood;2002 July;;;;;;;0
8825;011330 Fresh or chilled seafood;2002 August;;;;;;;0
8826;011330 Fresh or chilled seafood;2002 September;;;;;;;0
8827;011330 Fresh or chilled seafood;2002 October;;;;;;;0
8828;011330 Fresh or chilled seafood;2002 November;;;;;;;0
8829;011330 Fresh or chilled seafood;2002 December;;;;;;;0
8830;011330 Fresh or chilled seafood;2002;;;;;;;0
8831;011330 Fresh or chilled seafood;2003 January;;;;;;;0
8832;011330 Fresh or chilled seafood;2003 February;;;;;;;0
8833;011330 Fresh or chilled seafood;2003 March;;;;;;;0
8834;011330 Fresh or chilled seafood;2003 April;;;;;;;0
8835;011330 Fresh or chilled seafood;2003 May;;;;;;;0
8836;011330 Fresh or chilled seafood;2003 June;;;;;;;0
8837;011330 Fresh or chilled seafood;2003 July;;;;;;;0
8838;011330 Fresh or chilled seafood;2003 August;;;;;;;0
8839;011330 Fresh or chilled seafood;2003 September;;;;;;;0
8840;011330 Fresh or chilled seafood;2003 October;;;;;;;0
8841;011330 Fresh or chilled seafood;2003 November;;;;;;;0
8842;011330 Fresh or chilled seafood;2003 December;;;;;;;0
8843;011330 Fresh or chilled seafood;2003;;;;;;;0
8844;011330 Fresh or chilled seafood;2004 January;;;;;;;0
8845;011330 Fresh or chilled seafood;2004 February;;;;;;;0
8846;011330 Fresh or chilled seafood;2004 March;;;;;;;0
8847;011330 Fresh or chilled seafood;2004 April;;;;;;;0
8848;011330 Fresh or chilled seafood;2004 May;;;;;;;0
8849;011330 Fresh or chilled seafood;2004 June;;;;;;;0
8850;011330 Fresh or chilled seafood;2004 July;;;;;;;0
8851;011330 Fresh or chilled seafood;2004 August;;;;;;;0
8852;011330 Fresh or chilled seafood;2004 September;;;;;;;0
8853;011330 Fresh or chilled seafood;2004 October;;;;;;;0
8854;011330 Fresh or chilled seafood;2004 November;;;;;;;0
8855;011330 Fresh or chilled seafood;2004 December;;;;;;;0
8856;011330 Fresh or chilled seafood;2004;;;;;;;0
8857;011330 Fresh or chilled seafood;2005 January;;;;;;;0
8858;011330 Fresh or chilled seafood;2005 February;;;;;;;0
8859;011330 Fresh or chilled seafood;2005 March;;;;;;;0
8860;011330 Fresh or chilled seafood;2005 April;;;;;;;0
8861;011330 Fresh or chilled seafood;2005 May;;;;;;;0
8862;011330 Fresh or chilled seafood;2005 June;;;;;;;0
8863;011330 Fresh or chilled seafood;2005 July;;;;;;;0
8864;011330 Fresh or chilled seafood;2005 August;;;;;;;0
8865;011330 Fresh or chilled seafood;2005 September;;;;;;;0
8866;011330 Fresh or chilled seafood;2005 October;;;;;;;0
8867;011330 Fresh or chilled seafood;2005 November;;;;;;;0
8868;011330 Fresh or chilled seafood;2005 December;;;;;;;0
8869;011330 Fresh or chilled seafood;2005;;;;;;;0
8870;011330 Fresh or chilled seafood;2006 January;;;;;;;0
8871;011330 Fresh or chilled seafood;2006 February;;;;;;;0
8872;011330 Fresh or chilled seafood;2006 March;;;;;;;0
8873;011330 Fresh or chilled seafood;2006 April;;;;;;;0
8874;011330 Fresh or chilled seafood;2006 May;;;;;;;0
8875;011330 Fresh or chilled seafood;2006 June;;;;;;;0
8876;011330 Fresh or chilled seafood;2006 July;;;;;;;0
8877;011330 Fresh or chilled seafood;2006 August;;;;;;;0
8878;011330 Fresh or chilled seafood;2006 September;;;;;;;0
8879;011330 Fresh or chilled seafood;2006 October;;;;;;;0
8880;011330 Fresh or chilled seafood;2006 November;;;;;;;0
8881;011330 Fresh or chilled seafood;2006 December;;;;;;;0
8882;011330 Fresh or chilled seafood;2006;;;;;;;0
8883;011330 Fresh or chilled seafood;2007 January;;;;;;;0
8884;011330 Fresh or chilled seafood;2007 February;;;;;;;0
8885;011330 Fresh or chilled seafood;2007 March;;;;;;;0
8886;011330 Fresh or chilled seafood;2007 April;;;;;;;0
8887;011330 Fresh or chilled seafood;2007 May;;;;;;;0
8888;011330 Fresh or chilled seafood;2007 June;;;;;;;0
8889;011330 Fresh or chilled seafood;2007 July;;;;;;;0
8890;011330 Fresh or chilled seafood;2007 August;;;;;;;0
8891;011330 Fresh or chilled seafood;2007 September;;;;;;;0
8892;011330 Fresh or chilled seafood;2007 October;;;;;;;0
8893;011330 Fresh or chilled seafood;2007 November;;;;;;;0
8894;011330 Fresh or chilled seafood;2007 December;;;;;;;0
8895;011330 Fresh or chilled seafood;2007;;;;;;;0
8896;011330 Fresh or chilled seafood;2008 January;;;;;;;0
8897;011330 Fresh or chilled seafood;2008 February;;;;;;;0
8898;011330 Fresh or chilled seafood;2008 March;;;;;;;0
8899;011330 Fresh or chilled seafood;2008 April;;;;;;;0
8900;011330 Fresh or chilled seafood;2008 May;;;;;;;0
8901;011330 Fresh or chilled seafood;2008 June;;;;;;;0
8902;011330 Fresh or chilled seafood;2008 July;;;;;;;0
8903;011330 Fresh or chilled seafood;2008 August;;;;;;;0
8904;011330 Fresh or chilled seafood;2008 September;;;;;;;0
8905;011330 Fresh or chilled seafood;2008 October;;;;;;;0
8906;011330 Fresh or chilled seafood;2008 November;;;;;;;0
8907;011330 Fresh or chilled seafood;2008 December;;;;;;;0
8908;011330 Fresh or chilled seafood;2008;;;;;;;0
8909;011330 Fresh or chilled seafood;2009 January;;;;;;;0
8910;011330 Fresh or chilled seafood;2009 February;;;;;;;0
8911;011330 Fresh or chilled seafood;2009 March;;;;;;;0
8912;011330 Fresh or chilled seafood;2009 April;;;;;;;0
8913;011330 Fresh or chilled seafood;2009 May;;;;;;;0
8914;011330 Fresh or chilled seafood;2009 June;;;;;;;0
8915;011330 Fresh or chilled seafood;2009 July;;;;;;;0
8916;011330 Fresh or chilled seafood;2009 August;;;;;;;0
8917;011330 Fresh or chilled seafood;2009 September;;;;;;;0
8918;011330 Fresh or chilled seafood;2009 October;;;;;;;0
8919;011330 Fresh or chilled seafood;2009 November;;;;;;;0
8920;011330 Fresh or chilled seafood;2009 December;88.97;88.97;;;;;0
8921;011330 Fresh or chilled seafood;2009;;;;;;;0
8922;011330 Fresh or chilled seafood;2010 January;85.61;85.61;-3.8;-3.8;;;75
8923;011330 Fresh or chilled seafood;2010 February;86.95;86.95;1.6;1.6;;;75
8924;011330 Fresh or chilled seafood;2010 March;87.55;87.55;0.7;0.7;;;75
8925;011330 Fresh or chilled seafood;2010 April;87.64;87.64;0.1;0.1;;;75
8926;011330 Fresh or chilled seafood;2010 May;86.92;86.92;-0.8;-0.8;;;75
8927;011330 Fresh or chilled seafood;2010 June;89.05;89.05;2.5;2.5;;;75
8928;011330 Fresh or chilled seafood;2010 July;85.2;85.2;-4.3;-4.3;;;75
8929;011330 Fresh or chilled seafood;2010 August;85.07;85.07;-0.2;-0.2;;;75
8930;011330 Fresh or chilled seafood;2010 September;84.88;84.88;-0.2;-0.2;;;75
8931;011330 Fresh or chilled seafood;2010 October;83.62;83.62;-1.5;-1.5;;;75
8932;011330 Fresh or chilled seafood;2010 November;84.44;84.44;1.0;1.0;;;75
8933;011330 Fresh or chilled seafood;2010 December;85.46;85.46;1.2;1.2;-3.9;-3.9;75
8934;011330 Fresh or chilled seafood;2010;86.03;86.03;;;;;75
8935;011330 Fresh or chilled seafood;2011 January;87.44;87.44;2.3;2.3;2.1;2.1;61
8936;011330 Fresh or chilled seafood;2011 February;84.9;84.9;-2.9;-2.9;-2.4;-2.4;61
8937;011330 Fresh or chilled seafood;2011 March;84.43;84.43;-0.6;-0.6;-3.6;-3.6;61
8938;011330 Fresh or chilled seafood;2011 April;83.05;83.05;-1.6;-1.6;-5.2;-5.2;61
8939;011330 Fresh or chilled seafood;2011 May;84.3;84.3;1.5;1.5;-3.0;-3.0;61
8940;011330 Fresh or chilled seafood;2011 June;86.88;86.88;3.1;3.1;-2.4;-2.4;61
8941;011330 Fresh or chilled seafood;2011 July;91.86;91.86;5.7;5.7;7.8;7.8;61
8942;011330 Fresh or chilled seafood;2011 August;88.35;88.35;-3.8;-3.8;3.9;3.9;61
8943;011330 Fresh or chilled seafood;2011 September;89.08;89.08;0.8;0.8;4.9;4.9;61
8944;011330 Fresh or chilled seafood;2011 October;92.76;92.76;4.1;4.1;10.9;10.9;61
8945;011330 Fresh or chilled seafood;2011 November;91.75;91.75;-1.1;-1.1;8.7;8.7;61
8946;011330 Fresh or chilled seafood;2011 December;91.55;91.55;-0.2;-0.2;7.1;7.1;61
8947;011330 Fresh or chilled seafood;2011;88.03;88.03;;;2.3;2.3;61
8948;011330 Fresh or chilled seafood;2012 January;88.09;88.09;-3.8;-3.8;0.7;0.7;63
8949;011330 Fresh or chilled seafood;2012 February;93.31;93.31;5.9;5.9;9.9;9.9;63
8950;011330 Fresh or chilled seafood;2012 March;93.02;93.02;-0.3;-0.3;10.2;10.2;63
8951;011330 Fresh or chilled seafood;2012 April;93.14;93.14;0.1;0.1;12.1;12.1;63
8952;011330 Fresh or chilled seafood;2012 May;90.73;90.73;-2.6;-2.6;7.6;7.6;63
8953;011330 Fresh or chilled seafood;2012 June;92.23;92.23;1.7;1.7;6.2;6.2;63
8954;011330 Fresh or chilled seafood;2012 July;94.35;94.35;2.3;2.3;2.7;2.7;63
8955;011330 Fresh or chilled seafood;2012 August;95.08;95.08;0.8;0.8;7.6;7.6;63
8956;011330 Fresh or chilled seafood;2012 September;93.34;93.34;-1.8;-1.8;4.8;4.8;63
8957;011330 Fresh or chilled seafood;2012 October;95.66;95.66;2.5;2.5;3.1;3.1;63
8958;011330 Fresh or chilled seafood;2012 November;97.47;97.47;1.9;1.9;6.2;6.2;63
8959;011330 Fresh or chilled seafood;2012 December;97.12;97.12;-0.4;-0.4;6.1;6.1;63
8960;011330 Fresh or chilled seafood;2012;93.63;93.63;;;6.4;6.4;63
8961;011330 Fresh or chilled seafood;2013 January;97.45;97.45;0.3;0.3;10.6;10.6;71
8962;011330 Fresh or chilled seafood;2013 February;96.3;96.3;-1.2;-1.2;3.2;3.2;71
8963;011330 Fresh or chilled seafood;2013 March;96.72;96.72;0.4;0.4;4.0;4.0;71
8964;011330 Fresh or chilled seafood;2013 April;96.52;96.52;-0.2;-0.2;3.6;3.6;71
8965;011330 Fresh or chilled seafood;2013 May;97.94;97.94;1.5;1.5;7.9;7.9;71
8966;011330 Fresh or chilled seafood;2013 June;98.66;98.66;0.7;0.7;7.0;7.0;71
8967;011330 Fresh or chilled seafood;2013 July;99.58;99.58;0.9;0.9;5.5;5.5;71
8968;011330 Fresh or chilled seafood;2013 August;97.29;97.29;-2.3;-2.3;2.3;2.3;71
8969;011330 Fresh or chilled seafood;2013 September;97.05;97.05;-0.2;-0.2;4.0;4.0;71
8970;011330 Fresh or chilled seafood;2013 October;97.84;97.84;0.8;0.8;2.3;2.3;71
8971;011330 Fresh or chilled seafood;2013 November;97.61;97.61;-0.2;-0.2;0.1;0.1;71
8972;011330 Fresh or chilled seafood;2013 December;96.87;96.87;-0.8;-0.8;-0.3;-0.3;71
8973;011330 Fresh or chilled seafood;2013;97.49;97.49;;;4.1;4.1;71
8974;011330 Fresh or chilled seafood;2014 January;97.59;97.59;0.7;0.7;0.1;0.1;68
8975;011330 Fresh or chilled seafood;2014 February;98.25;98.25;0.7;0.7;2.0;2.0;68
8976;011330 Fresh or chilled seafood;2014 March;96.24;96.24;-2.0;-2.0;-0.5;-0.5;68
8977;011330 Fresh or chilled seafood;2014 April;97.46;97.46;1.3;1.3;1.0;1.0;68
8978;011330 Fresh or chilled seafood;2014 May;99.29;99.29;1.9;1.9;1.4;1.4;68
8979;011330 Fresh or chilled seafood;2014 June;96.99;96.99;-2.3;-2.3;-1.7;-1.7;68
8980;011330 Fresh or chilled seafood;2014 July;98.85;98.85;1.9;1.9;-0.7;-0.7;68
8981;011330 Fresh or chilled seafood;2014 August;102.51;102.51;3.7;3.7;5.4;5.4;68
8982;011330 Fresh or chilled seafood;2014 September;96.0;96.0;-6.4;-6.4;-1.1;-1.1;68
8983;011330 Fresh or chilled seafood;2014 October;101.22;101.22;5.4;5.4;3.5;3.5;68
8984;011330 Fresh or chilled seafood;2014 November;100.6;100.6;-0.6;-0.6;3.1;3.1;68
8985;011330 Fresh or chilled seafood;2014 December;99.54;99.54;-1.1;-1.1;2.8;2.8;68
