ID;EnergySourcesTechniques;EnergyApplication;Periods;AvoidedEnergy_1;AvoidedEnergyRelative_2;AvoidedEmission_3;AvoidedEmissionRelative_4
3826;Total biogas;Total energy applications;2008;7573.0;0.23;504.0;0.29
3827;Total biogas;Total energy applications;2009;9232.0;0.29;610.0;0.36
3828;Total biogas;Total energy applications;2010;10233.0;0.29;667.0;0.37
3829;Total biogas;Total energy applications;2011;10184.0;0.31;668.0;0.39
3830;Total biogas;Total energy applications;2012;10815.0;0.33;735.0;0.44
3831;Total biogas;Total energy applications;2013;11335.0;0.36;780.0;0.47
3832;Total biogas;Total energy applications;2014;12268.0;0.4;840.0;0.53
3833;Total biogas;Total energy applications;2015;13075.0;0.42;928.0;0.56
3834;Total biogas;Total energy applications;2016;12658.0;0.4;866.0;0.52
3835;Total biogas;Total energy applications;2017;12127.0;0.38;814.0;0.49
3836;Total biogas;Total energy applications;2018;12653.0;0.41;822.0;0.51
3837;Total biogas;Total energy applications;2019;13633.0;0.44;839.0;0.55
3838;Total biogas;Total energy applications;2020;15495.0;0.52;904.0;0.65
3839;Total biogas;Total energy applications;2021;12927.0;0.42;798.0;0.55
3840;Total biogas;Total energy applications;2022;10058.0;0.34;626.0;0.45
3841;Total biogas;Total energy applications;2023;11079.0;0.38;660.0;0.51
3842;Total biogas;Electricity;1990;823.0;0.03;59.0;0.04
3843;Total biogas;Electricity;1991;1096.0;0.04;76.0;0.04
3844;Total biogas;Electricity;1992;1246.0;0.04;85.0;0.05
3845;Total biogas;Electricity;1993;1727.0;0.06;118.0;0.07
3846;Total biogas;Electricity;1994;2131.0;0.07;149.0;0.08
3847;Total biogas;Electricity;1995;2371.0;0.08;169.0;0.1
3848;Total biogas;Electricity;1996;2468.0;0.08;173.0;0.09
3849;Total biogas;Electricity;1997;2330.0;0.07;168.0;0.1
3850;Total biogas;Electricity;1998;2252.0;0.07;160.0;0.09
3851;Total biogas;Electricity;1999;2444.0;0.08;170.0;0.1
3852;Total biogas;Electricity;2000;2550.0;0.08;182.0;0.11
3853;Total biogas;Electricity;2001;2798.0;0.09;198.0;0.11
3854;Total biogas;Electricity;2002;2996.0;0.09;212.0;0.12
3855;Total biogas;Electricity;2003;2901.0;0.09;204.0;0.11
3856;Total biogas;Electricity;2004;2584.0;0.08;180.0;0.1
3857;Total biogas;Electricity;2005;2596.0;0.08;179.0;0.1
3858;Total biogas;Electricity;2006;3078.0;0.09;215.0;0.12
3859;Total biogas;Electricity;2007;4274.0;0.13;295.0;0.17
3860;Total biogas;Electricity;2008;6134.0;0.19;423.0;0.24
3861;Total biogas;Electricity;2009;7476.0;0.23;511.0;0.3
3862;Total biogas;Electricity;2010;8146.0;0.23;549.0;0.3
3863;Total biogas;Electricity;2011;7938.0;0.25;535.0;0.32
3864;Total biogas;Electricity;2012;8052.0;0.25;572.0;0.34
3865;Total biogas;Electricity;2013;7839.0;0.25;577.0;0.35
3866;Total biogas;Electricity;2014;8345.0;0.27;613.0;0.39
3867;Total biogas;Electricity;2015;8708.0;0.28;678.0;0.41
3868;Total biogas;Electricity;2016;8147.0;0.26;608.0;0.36
3869;Total biogas;Electricity;2017;7462.0;0.24;545.0;0.33
3870;Total biogas;Electricity;2018;7071.0;0.23;500.0;0.31
3871;Total biogas;Electricity;2019;7166.0;0.23;459.0;0.3
3872;Total biogas;Electricity;2020;7128.0;0.24;404.0;0.29
3873;Total biogas;Electricity;2021;5454.0;0.18;345.0;0.24
3874;Total biogas;Electricity;2022;3938.0;0.13;249.0;0.18
3875;Total biogas;Electricity;2023;4209.0;0.15;245.0;0.19
3876;Total biogas;Heat;1990;973.0;0.03;55.0;0.03
3877;Total biogas;Heat;1991;1361.0;0.05;77.0;0.05
3878;Total biogas;Heat;1992;1695.0;0.06;96.0;0.06
3879;Total biogas;Heat;1993;1859.0;0.06;106.0;0.06
3880;Total biogas;Heat;1994;1803.0;0.06;102.0;0.06
3881;Total biogas;Heat;1995;1724.0;0.06;98.0;0.06
3882;Total biogas;Heat;1996;1769.0;0.05;100.0;0.05
3883;Total biogas;Heat;1997;1792.0;0.06;102.0;0.06
3884;Total biogas;Heat;1998;1753.0;0.06;100.0;0.06
3885;Total biogas;Heat;1999;1817.0;0.06;103.0;0.06
3886;Total biogas;Heat;2000;1846.0;0.06;105.0;0.06
3887;Total biogas;Heat;2001;1717.0;0.05;98.0;0.05
3888;Total biogas;Heat;2002;1663.0;0.05;94.0;0.05
3889;Total biogas;Heat;2003;1632.0;0.05;93.0;0.05
3890;Total biogas;Heat;2004;1894.0;0.06;108.0;0.06
3891;Total biogas;Heat;2005;1613.0;0.05;92.0;0.05
3892;Total biogas;Heat;2006;1510.0;0.05;86.0;0.05
3893;Total biogas;Heat;2007;1416.0;0.04;80.0;0.05
3894;Total biogas;Heat;2008;1439.0;0.04;82.0;0.05
3895;Total biogas;Heat;2009;1756.0;0.05;99.0;0.06
3896;Total biogas;Heat;2010;2087.0;0.06;118.0;0.06
3897;Total biogas;Heat;2011;1893.0;0.06;107.0;0.06
3898;Total biogas;Heat;2012;2412.0;0.07;136.0;0.08
3899;Total biogas;Heat;2013;3185.0;0.1;180.0;0.11
3900;Total biogas;Heat;2014;3634.0;0.12;205.0;0.13
3901;Total biogas;Heat;2015;4183.0;0.13;236.0;0.14
3902;Total biogas;Heat;2016;4322.0;0.14;244.0;0.15
3903;Total biogas;Heat;2017;4423.0;0.14;250.0;0.15
3904;Total biogas;Heat;2018;5255.0;0.17;297.0;0.19
3905;Total biogas;Heat;2019;5638.0;0.18;319.0;0.21
3906;Total biogas;Heat;2020;6828.0;0.23;385.0;0.28
3907;Total biogas;Heat;2021;5674.0;0.18;320.0;0.22
3908;Total biogas;Heat;2022;4383.0;0.15;248.0;0.18
3909;Total biogas;Heat;2023;5273.0;0.18;297.0;0.23
3910;Total biogas;Transport;1990;0.0;0.0;0.0;0.0
3911;Total biogas;Transport;1991;0.0;0.0;0.0;0.0
3912;Total biogas;Transport;1992;0.0;0.0;0.0;0.0
3913;Total biogas;Transport;1993;0.0;0.0;0.0;0.0
3914;Total biogas;Transport;1994;0.0;0.0;0.0;0.0
3915;Total biogas;Transport;1995;0.0;0.0;0.0;0.0
3916;Total biogas;Transport;1996;0.0;0.0;0.0;0.0
3917;Total biogas;Transport;1997;0.0;0.0;0.0;0.0
3918;Total biogas;Transport;1998;0.0;0.0;0.0;0.0
3919;Total biogas;Transport;1999;0.0;0.0;0.0;0.0
3920;Total biogas;Transport;2000;0.0;0.0;0.0;0.0
3921;Total biogas;Transport;2001;0.0;0.0;0.0;0.0
3922;Total biogas;Transport;2002;0.0;0.0;0.0;0.0
3923;Total biogas;Transport;2003;0.0;0.0;0.0;0.0
3924;Total biogas;Transport;2004;0.0;0.0;0.0;0.0
3925;Total biogas;Transport;2005;0.0;0.0;0.0;0.0
3926;Total biogas;Transport;2006;0.0;0.0;0.0;0.0
3927;Total biogas;Transport;2007;0.0;0.0;0.0;0.0
3928;Total biogas;Transport;2008;0.0;0.0;0.0;0.0
3929;Total biogas;Transport;2009;0.0;0.0;0.0;0.0
3930;Total biogas;Transport;2010;0.0;0.0;0.0;0.0
3931;Total biogas;Transport;2011;352.0;0.01;26.0;0.02
3932;Total biogas;Transport;2012;351.0;0.01;26.0;0.02
3933;Total biogas;Transport;2013;311.0;0.01;23.0;0.01
3934;Total biogas;Transport;2014;290.0;0.01;22.0;0.01
3935;Total biogas;Transport;2015;184.0;0.01;14.0;0.01
3936;Total biogas;Transport;2016;189.0;0.01;14.0;0.01
3937;Total biogas;Transport;2017;243.0;0.01;18.0;0.01
3938;Total biogas;Transport;2018;327.0;0.01;24.0;0.02
3939;Total biogas;Transport;2019;830.0;0.03;62.0;0.04
3940;Total biogas;Transport;2020;1539.0;0.05;114.0;0.08
3941;Total biogas;Transport;2021;1799.0;0.06;134.0;0.09
3942;Total biogas;Transport;2022;1737.0;0.06;129.0;0.09
3943;Total biogas;Transport;2023;1597.0;0.06;119.0;0.09
3944;Biogas from landfills;Total energy applications;1990;337.0;0.01;22.0;0.01
3945;Biogas from landfills;Total energy applications;1991;627.0;0.02;39.0;0.02
3946;Biogas from landfills;Total energy applications;1992;1209.0;0.04;73.0;0.04
3947;Biogas from landfills;Total energy applications;1993;1585.0;0.05;100.0;0.06
3948;Biogas from landfills;Total energy applications;1994;1967.0;0.07;128.0;0.07
3949;Biogas from landfills;Total energy applications;1995;2124.0;0.07;140.0;0.08
3950;Biogas from landfills;Total energy applications;1996;2255.0;0.07;148.0;0.08
3951;Biogas from landfills;Total energy applications;1997;1854.0;0.06;126.0;0.07
3952;Biogas from landfills;Total energy applications;1998;1911.0;0.06;128.0;0.07
3953;Biogas from landfills;Total energy applications;1999;1970.0;0.06;130.0;0.08
3954;Biogas from landfills;Total energy applications;2000;2000.0;0.06;135.0;0.08
3955;Biogas from landfills;Total energy applications;2001;1996.0;0.06;135.0;0.08
3956;Biogas from landfills;Total energy applications;2002;2137.0;0.07;145.0;0.08
3957;Biogas from landfills;Total energy applications;2003;1896.0;0.06;129.0;0.07
3958;Biogas from landfills;Total energy applications;2004;1677.0;0.05;112.0;0.06
3959;Biogas from landfills;Total energy applications;2005;1623.0;0.05;107.0;0.06
3960;Biogas from landfills;Total energy applications;2006;1531.0;0.05;103.0;0.06
3961;Biogas from landfills;Total energy applications;2007;1427.0;0.04;94.0;0.05
3962;Biogas from landfills;Total energy applications;2008;1417.0;0.04;93.0;0.05
3963;Biogas from landfills;Total energy applications;2009;1267.0;0.04;83.0;0.05
3964;Biogas from landfills;Total energy applications;2010;1142.0;0.03;74.0;0.04
3965;Biogas from landfills;Total energy applications;2011;1020.0;0.03;69.0;0.04
3966;Biogas from landfills;Total energy applications;2012;880.0;0.03;60.0;0.04
3967;Biogas from landfills;Total energy applications;2013;726.0;0.02;50.0;0.03
3968;Biogas from landfills;Total energy applications;2014;686.0;0.02;47.0;0.03
3969;Biogas from landfills;Total energy applications;2015;610.0;0.02;43.0;0.03
3970;Biogas from landfills;Total energy applications;2016;475.0;0.02;33.0;0.02
3971;Biogas from landfills;Total energy applications;2017;494.0;0.02;33.0;0.02
3972;Biogas from landfills;Total energy applications;2018;376.0;0.01;24.0;0.02
3973;Biogas from landfills;Total energy applications;2019;368.0;0.01;22.0;0.01
3974;Biogas from landfills;Total energy applications;2020;322.0;0.01;19.0;0.01
3975;Biogas from landfills;Total energy applications;2021;324.0;0.01;20.0;0.01
3976;Biogas from landfills;Total energy applications;2022;336.0;0.01;21.0;0.01
3977;Biogas from landfills;Total energy applications;2023;313.0;0.01;18.0;0.01
3978;Biogas from landfills;Electricity;1990;171.0;0.01;12.0;0.01
3979;Biogas from landfills;Electricity;1991;298.0;0.01;21.0;0.01
3980;Biogas from landfills;Electricity;1992;394.0;0.01;27.0;0.02
3981;Biogas from landfills;Electricity;1993;824.0;0.03;56.0;0.03
3982;Biogas from landfills;Electricity;1994;1239.0;0.04;87.0;0.05
3983;Biogas from landfills;Electricity;1995;1385.0;0.05;99.0;0.06
3984;Biogas from landfills;Electricity;1996;1516.0;0.05;106.0;0.06
3985;Biogas from landfills;Electricity;1997;1337.0;0.04;97.0;0.05
3986;Biogas from landfills;Electricity;1998;1380.0;0.04;98.0;0.06
3987;Biogas from landfills;Electricity;1999;1440.0;0.05;100.0;0.06
3988;Biogas from landfills;Electricity;2000;1500.0;0.05;107.0;0.06
3989;Biogas from landfills;Electricity;2001;1572.0;0.05;111.0;0.06
3990;Biogas from landfills;Electricity;2002;1717.0;0.05;121.0;0.07
3991;Biogas from landfills;Electricity;2003;1593.0;0.05;112.0;0.06
3992;Biogas from landfills;Electricity;2004;1313.0;0.04;91.0;0.05
3993;Biogas from landfills;Electricity;2005;1248.0;0.04;86.0;0.05
3994;Biogas from landfills;Electricity;2006;1187.0;0.04;83.0;0.05
3995;Biogas from landfills;Electricity;2007;1081.0;0.03;75.0;0.04
3996;Biogas from landfills;Electricity;2008;1046.0;0.03;72.0;0.04
3997;Biogas from landfills;Electricity;2009;953.0;0.03;65.0;0.04
3998;Biogas from landfills;Electricity;2010;861.0;0.02;58.0;0.03
3999;Biogas from landfills;Electricity;2011;670.0;0.02;45.0;0.03
4000;Biogas from landfills;Electricity;2012;593.0;0.02;42.0;0.03
4001;Biogas from landfills;Electricity;2013;478.0;0.02;35.0;0.02
4002;Biogas from landfills;Electricity;2014;436.0;0.01;32.0;0.02
4003;Biogas from landfills;Electricity;2015;400.0;0.01;31.0;0.02
4004;Biogas from landfills;Electricity;2016;310.0;0.01;23.0;0.01
4005;Biogas from landfills;Electricity;2017;269.0;0.01;20.0;0.01
4006;Biogas from landfills;Electricity;2018;196.0;0.01;14.0;0.01
4007;Biogas from landfills;Electricity;2019;165.0;0.01;11.0;0.01
4008;Biogas from landfills;Electricity;2020;126.0;0.0;7.0;0.01
4009;Biogas from landfills;Electricity;2021;131.0;0.0;8.0;0.01
4010;Biogas from landfills;Electricity;2022;141.0;0.0;9.0;0.01
4011;Biogas from landfills;Electricity;2023;156.0;0.01;9.0;0.01
4012;Biogas from landfills;Heat;1990;166.0;0.01;9.0;0.01
4013;Biogas from landfills;Heat;1991;328.0;0.01;19.0;0.01
4014;Biogas from landfills;Heat;1992;815.0;0.03;46.0;0.03
4015;Biogas from landfills;Heat;1993;761.0;0.03;43.0;0.03
4016;Biogas from landfills;Heat;1994;729.0;0.02;41.0;0.02
4017;Biogas from landfills;Heat;1995;738.0;0.02;42.0;0.02
4018;Biogas from landfills;Heat;1996;738.0;0.02;42.0;0.02
4019;Biogas from landfills;Heat;1997;518.0;0.02;29.0;0.02
4020;Biogas from landfills;Heat;1998;531.0;0.02;30.0;0.02
4021;Biogas from landfills;Heat;1999;531.0;0.02;30.0;0.02
4022;Biogas from landfills;Heat;2000;500.0;0.02;28.0;0.02
4023;Biogas from landfills;Heat;2001;424.0;0.01;24.0;0.01
4024;Biogas from landfills;Heat;2002;420.0;0.01;24.0;0.01
4025;Biogas from landfills;Heat;2003;303.0;0.01;17.0;0.01
4026;Biogas from landfills;Heat;2004;364.0;0.01;21.0;0.01
4027;Biogas from landfills;Heat;2005;374.0;0.01;21.0;0.01
4028;Biogas from landfills;Heat;2006;344.0;0.01;20.0;0.01
4029;Biogas from landfills;Heat;2007;347.0;0.01;20.0;0.01
4030;Biogas from landfills;Heat;2008;372.0;0.01;21.0;0.01
4031;Biogas from landfills;Heat;2009;314.0;0.01;18.0;0.01
4032;Biogas from landfills;Heat;2010;281.0;0.01;16.0;0.01
4033;Biogas from landfills;Heat;2011;144.0;0.0;8.0;0.0
4034;Biogas from landfills;Heat;2012;188.0;0.01;11.0;0.01
4035;Biogas from landfills;Heat;2013;212.0;0.01;12.0;0.01
4036;Biogas from landfills;Heat;2014;216.0;0.01;12.0;0.01
4037;Biogas from landfills;Heat;2015;196.0;0.01;11.0;0.01
4038;Biogas from landfills;Heat;2016;155.0;0.0;9.0;0.01
4039;Biogas from landfills;Heat;2017;213.0;0.01;12.0;0.01
4040;Biogas from landfills;Heat;2018;168.0;0.01;9.0;0.01
4041;Biogas from landfills;Heat;2019;176.0;0.01;10.0;0.01
4042;Biogas from landfills;Heat;2020;158.0;0.01;9.0;0.01
4043;Biogas from landfills;Heat;2021;147.0;0.0;8.0;0.01
4044;Biogas from landfills;Heat;2022;158.0;0.01;9.0;0.01
4045;Biogas from landfills;Heat;2023;136.0;0.0;8.0;0.01
4046;Biogas from landfills;Transport;1990;0.0;0.0;0.0;0.0
4047;Biogas from landfills;Transport;1991;0.0;0.0;0.0;0.0
4048;Biogas from landfills;Transport;1992;0.0;0.0;0.0;0.0
4049;Biogas from landfills;Transport;1993;0.0;0.0;0.0;0.0
4050;Biogas from landfills;Transport;1994;0.0;0.0;0.0;0.0
4051;Biogas from landfills;Transport;1995;0.0;0.0;0.0;0.0
4052;Biogas from landfills;Transport;1996;0.0;0.0;0.0;0.0
4053;Biogas from landfills;Transport;1997;0.0;0.0;0.0;0.0
4054;Biogas from landfills;Transport;1998;0.0;0.0;0.0;0.0
4055;Biogas from landfills;Transport;1999;0.0;0.0;0.0;0.0
4056;Biogas from landfills;Transport;2000;0.0;0.0;0.0;0.0
4057;Biogas from landfills;Transport;2001;0.0;0.0;0.0;0.0
4058;Biogas from landfills;Transport;2002;0.0;0.0;0.0;0.0
4059;Biogas from landfills;Transport;2003;0.0;0.0;0.0;0.0
4060;Biogas from landfills;Transport;2004;0.0;0.0;0.0;0.0
4061;Biogas from landfills;Transport;2005;0.0;0.0;0.0;0.0
4062;Biogas from landfills;Transport;2006;0.0;0.0;0.0;0.0
4063;Biogas from landfills;Transport;2007;0.0;0.0;0.0;0.0
4064;Biogas from landfills;Transport;2008;0.0;0.0;0.0;0.0
4065;Biogas from landfills;Transport;2009;0.0;0.0;0.0;0.0
4066;Biogas from landfills;Transport;2010;0.0;0.0;0.0;0.0
4067;Biogas from landfills;Transport;2011;205.0;0.01;15.0;0.01
4068;Biogas from landfills;Transport;2012;99.0;0.0;7.0;0.0
4069;Biogas from landfills;Transport;2013;36.0;0.0;3.0;0.0
4070;Biogas from landfills;Transport;2014;34.0;0.0;3.0;0.0
4071;Biogas from landfills;Transport;2015;14.0;0.0;1.0;0.0
4072;Biogas from landfills;Transport;2016;11.0;0.0;1.0;0.0
4073;Biogas from landfills;Transport;2017;12.0;0.0;1.0;0.0
4074;Biogas from landfills;Transport;2018;12.0;0.0;1.0;0.0
4075;Biogas from landfills;Transport;2019;27.0;0.0;2.0;0.0
4076;Biogas from landfills;Transport;2020;38.0;0.0;3.0;0.0
4077;Biogas from landfills;Transport;2021;45.0;0.0;3.0;0.0
4078;Biogas from landfills;Transport;2022;36.0;0.0;3.0;0.0
4079;Biogas from landfills;Transport;2023;22.0;0.0;2.0;0.0
4080;Biogas from sewage water purification;Total energy applications;1990;1026.0;0.03;68.0;0.04
4081;Biogas from sewage water purification;Total energy applications;1991;1318.0;0.04;85.0;0.05
4082;Biogas from sewage water purification;Total energy applications;1992;1163.0;0.04;76.0;0.04
4083;Biogas from sewage water purification;Total energy applications;1993;1408.0;0.05;90.0;0.05
4084;Biogas from sewage water purification;Total energy applications;1994;1297.0;0.04;85.0;0.05
4085;Biogas from sewage water purification;Total energy applications;1995;1215.0;0.04;83.0;0.05
4086;Biogas from sewage water purification;Total energy applications;1996;1158.0;0.04;78.0;0.04
4087;Biogas from sewage water purification;Total energy applications;1997;1382.0;0.04;93.0;0.05
4088;Biogas from sewage water purification;Total energy applications;1998;1249.0;0.04;83.0;0.05
4089;Biogas from sewage water purification;Total energy applications;1999;1400.0;0.05;91.0;0.05
4090;Biogas from sewage water purification;Total energy applications;2000;1467.0;0.05;97.0;0.06
4091;Biogas from sewage water purification;Total energy applications;2001;1579.0;0.05;105.0;0.06
4092;Biogas from sewage water purification;Total energy applications;2002;1567.0;0.05;105.0;0.06
4093;Biogas from sewage water purification;Total energy applications;2003;1590.0;0.05;105.0;0.06
4094;Biogas from sewage water purification;Total energy applications;2004;1701.0;0.05;111.0;0.06
4095;Biogas from sewage water purification;Total energy applications;2005;1461.0;0.04;96.0;0.05
4096;Biogas from sewage water purification;Total energy applications;2006;1330.0;0.04;90.0;0.05
4097;Biogas from sewage water purification;Total energy applications;2007;1452.0;0.04;97.0;0.06
4098;Biogas from sewage water purification;Total energy applications;2008;1504.0;0.05;101.0;0.06
4099;Biogas from sewage water purification;Total energy applications;2009;1482.0;0.05;98.0;0.06
4100;Biogas from sewage water purification;Total energy applications;2010;1508.0;0.04;100.0;0.05
4101;Biogas from sewage water purification;Total energy applications;2011;1680.0;0.05;110.0;0.06
4102;Biogas from sewage water purification;Total energy applications;2012;1748.0;0.05;121.0;0.07
4103;Biogas from sewage water purification;Total energy applications;2013;1858.0;0.06;132.0;0.08
4104;Biogas from sewage water purification;Total energy applications;2014;1971.0;0.06;140.0;0.09
4105;Biogas from sewage water purification;Total energy applications;2015;1940.0;0.06;146.0;0.09
4106;Biogas from sewage water purification;Total energy applications;2016;2015.0;0.06;144.0;0.09
4107;Biogas from sewage water purification;Total energy applications;2017;1769.0;0.06;125.0;0.08
4108;Biogas from sewage water purification;Total energy applications;2018;1963.0;0.06;132.0;0.08
4109;Biogas from sewage water purification;Total energy applications;2019;2031.0;0.07;126.0;0.08
4110;Biogas from sewage water purification;Total energy applications;2020;2329.0;0.08;133.0;0.1
4111;Biogas from sewage water purification;Total energy applications;2021;2158.0;0.07;134.0;0.09
4112;Biogas from sewage water purification;Total energy applications;2022;1911.0;0.06;120.0;0.09
4113;Biogas from sewage water purification;Total energy applications;2023;2057.0;0.07;120.0;0.09
4114;Biogas from sewage water purification;Electricity;1990;638.0;0.02;46.0;0.03
4115;Biogas from sewage water purification;Electricity;1991;789.0;0.03;55.0;0.03
4116;Biogas from sewage water purification;Electricity;1992;837.0;0.03;57.0;0.03
4117;Biogas from sewage water purification;Electricity;1993;870.0;0.03;59.0;0.03
4118;Biogas from sewage water purification;Electricity;1994;903.0;0.03;63.0;0.04
4119;Biogas from sewage water purification;Electricity;1995;966.0;0.03;69.0;0.04
4120;Biogas from sewage water purification;Electricity;1996;910.0;0.03;64.0;0.03
4121;Biogas from sewage water purification;Electricity;1997;966.0;0.03;70.0;0.04
4122;Biogas from sewage water purification;Electricity;1998;831.0;0.03;59.0;0.03
4123;Biogas from sewage water purification;Electricity;1999;931.0;0.03;65.0;0.04
4124;Biogas from sewage water purification;Electricity;2000;950.0;0.03;68.0;0.04
4125;Biogas from sewage water purification;Electricity;2001;1128.0;0.04;80.0;0.05
4126;Biogas from sewage water purification;Electricity;2002;1138.0;0.04;80.0;0.05
4127;Biogas from sewage water purification;Electricity;2003;1121.0;0.03;79.0;0.04
4128;Biogas from sewage water purification;Electricity;2004;1138.0;0.03;79.0;0.04
4129;Biogas from sewage water purification;Electricity;2005;1055.0;0.03;73.0;0.04
4130;Biogas from sewage water purification;Electricity;2006;1105.0;0.03;77.0;0.04
4131;Biogas from sewage water purification;Electricity;2007;1196.0;0.04;83.0;0.05
4132;Biogas from sewage water purification;Electricity;2008;1265.0;0.04;87.0;0.05
4133;Biogas from sewage water purification;Electricity;2009;1249.0;0.04;85.0;0.05
4134;Biogas from sewage water purification;Electricity;2010;1314.0;0.04;89.0;0.05
4135;Biogas from sewage water purification;Electricity;2011;1365.0;0.04;92.0;0.05
4136;Biogas from sewage water purification;Electricity;2012;1510.0;0.05;107.0;0.06
4137;Biogas from sewage water purification;Electricity;2013;1571.0;0.05;116.0;0.07
4138;Biogas from sewage water purification;Electricity;2014;1666.0;0.05;122.0;0.08
4139;Biogas from sewage water purification;Electricity;2015;1712.0;0.05;133.0;0.08
4140;Biogas from sewage water purification;Electricity;2016;1655.0;0.05;123.0;0.07
4141;Biogas from sewage water purification;Electricity;2017;1510.0;0.05;110.0;0.07
4142;Biogas from sewage water purification;Electricity;2018;1489.0;0.05;105.0;0.07
4143;Biogas from sewage water purification;Electricity;2019;1504.0;0.05;96.0;0.06
4144;Biogas from sewage water purification;Electricity;2020;1529.0;0.05;87.0;0.06
4145;Biogas from sewage water purification;Electricity;2021;1459.0;0.05;92.0;0.06
4146;Biogas from sewage water purification;Electricity;2022;1368.0;0.05;87.0;0.06
4147;Biogas from sewage water purification;Electricity;2023;1339.0;0.05;78.0;0.06
4148;Biogas from sewage water purification;Heat;1990;388.0;0.01;22.0;0.01
4149;Biogas from sewage water purification;Heat;1991;529.0;0.02;30.0;0.02
4150;Biogas from sewage water purification;Heat;1992;326.0;0.01;19.0;0.01
4151;Biogas from sewage water purification;Heat;1993;538.0;0.02;31.0;0.02
4152;Biogas from sewage water purification;Heat;1994;393.0;0.01;22.0;0.01
4153;Biogas from sewage water purification;Heat;1995;249.0;0.01;14.0;0.01
4154;Biogas from sewage water purification;Heat;1996;248.0;0.01;14.0;0.01
4155;Biogas from sewage water purification;Heat;1997;416.0;0.01;24.0;0.01
4156;Biogas from sewage water purification;Heat;1998;418.0;0.01;24.0;0.01
4157;Biogas from sewage water purification;Heat;1999;469.0;0.02;27.0;0.02
4158;Biogas from sewage water purification;Heat;2000;517.0;0.02;29.0;0.02
4159;Biogas from sewage water purification;Heat;2001;451.0;0.01;26.0;0.01
4160;Biogas from sewage water purification;Heat;2002;430.0;0.01;24.0;0.01
4161;Biogas from sewage water purification;Heat;2003;469.0;0.01;27.0;0.01
4162;Biogas from sewage water purification;Heat;2004;563.0;0.02;32.0;0.02
4163;Biogas from sewage water purification;Heat;2005;406.0;0.01;23.0;0.01
4164;Biogas from sewage water purification;Heat;2006;225.0;0.01;13.0;0.01
4165;Biogas from sewage water purification;Heat;2007;256.0;0.01;15.0;0.01
4166;Biogas from sewage water purification;Heat;2008;239.0;0.01;14.0;0.01
4167;Biogas from sewage water purification;Heat;2009;233.0;0.01;13.0;0.01
4168;Biogas from sewage water purification;Heat;2010;193.0;0.01;11.0;0.01
4169;Biogas from sewage water purification;Heat;2011;315.0;0.01;18.0;0.01
4170;Biogas from sewage water purification;Heat;2012;238.0;0.01;13.0;0.01
4171;Biogas from sewage water purification;Heat;2013;287.0;0.01;16.0;0.01
4172;Biogas from sewage water purification;Heat;2014;304.0;0.01;17.0;0.01
4173;Biogas from sewage water purification;Heat;2015;229.0;0.01;13.0;0.01
4174;Biogas from sewage water purification;Heat;2016;361.0;0.01;20.0;0.01
4175;Biogas from sewage water purification;Heat;2017;259.0;0.01;15.0;0.01
4176;Biogas from sewage water purification;Heat;2018;467.0;0.01;26.0;0.02
4177;Biogas from sewage water purification;Heat;2019;506.0;0.02;29.0;0.02
4178;Biogas from sewage water purification;Heat;2020;730.0;0.02;41.0;0.03
4179;Biogas from sewage water purification;Heat;2021;552.0;0.02;31.0;0.02
4180;Biogas from sewage water purification;Heat;2022;420.0;0.01;24.0;0.02
4181;Biogas from sewage water purification;Heat;2023;610.0;0.02;34.0;0.03
4182;Biogas from sewage water purification;Transport;1990;;;;
4183;Biogas from sewage water purification;Transport;1991;;;;
4184;Biogas from sewage water purification;Transport;1992;;;;
4185;Biogas from sewage water purification;Transport;1993;;;;
4186;Biogas from sewage water purification;Transport;1994;;;;
4187;Biogas from sewage water purification;Transport;1995;;;;
4188;Biogas from sewage water purification;Transport;1996;;;;
4189;Biogas from sewage water purification;Transport;1997;;;;
4190;Biogas from sewage water purification;Transport;1998;;;;
4191;Biogas from sewage water purification;Transport;1999;;;;
4192;Biogas from sewage water purification;Transport;2000;;;;
4193;Biogas from sewage water purification;Transport;2001;;;;
4194;Biogas from sewage water purification;Transport;2002;;;;
4195;Biogas from sewage water purification;Transport;2003;;;;
4196;Biogas from sewage water purification;Transport;2004;;;;
4197;Biogas from sewage water purification;Transport;2005;;;;
4198;Biogas from sewage water purification;Transport;2006;;;;
4199;Biogas from sewage water purification;Transport;2007;;;;
4200;Biogas from sewage water purification;Transport;2008;;;;
4201;Biogas from sewage water purification;Transport;2009;;;;
4202;Biogas from sewage water purification;Transport;2010;;;;
4203;Biogas from sewage water purification;Transport;2011;;;;
4204;Biogas from sewage water purification;Transport;2012;;;;
4205;Biogas from sewage water purification;Transport;2013;;;;
4206;Biogas from sewage water purification;Transport;2014;;;;
4207;Biogas from sewage water purification;Transport;2015;;;;
4208;Biogas from sewage water purification;Transport;2016;;;;
4209;Biogas from sewage water purification;Transport;2017;;;;
4210;Biogas from sewage water purification;Transport;2018;7.0;0.0;1.0;0.0
4211;Biogas from sewage water purification;Transport;2019;21.0;0.0;2.0;0.0
4212;Biogas from sewage water purification;Transport;2020;70.0;0.0;5.0;0.0
4213;Biogas from sewage water purification;Transport;2021;147.0;0.0;11.0;0.01
4214;Biogas from sewage water purification;Transport;2022;122.0;0.0;9.0;0.01
4215;Biogas from sewage water purification;Transport;2023;108.0;0.0;8.0;0.01
