ID;RegioS;Perioden;AantalNieuweWoninghypotheken_1;BedragNieuweWoninghypotheken_2
2605;Veluwe;2003 april;1654;294
2606;Veluwe;2003 mei;1870;323
2607;Veluwe;2003 juni;1683;293
2608;Veluwe;2003 2e kwartaal;5207;910
2609;Veluwe;2003 juli;1853;344
2610;Veluwe;2003 augustus;1496;274
2611;Veluwe;2003 september;1853;341
2612;Veluwe;2003 3e kwartaal;5202;959
2613;Veluwe;2003 oktober;1948;366
2614;Veluwe;2003 november;1653;322
2615;Veluwe;2003 december;2560;500
2616;Veluwe;2003 4e kwartaal;6161;1188
2617;Veluwe;2003;20593;3769
2618;Achterhoek;1993 januari;235;15
2619;Achterhoek;1993 februari;297;19
2620;Achterhoek;1993 maart;437;25
2621;Achterhoek;1993 1e kwartaal;969;59
2622;Achterhoek;1993 april;507;30
2623;Achterhoek;1993 mei;497;30
2624;Achterhoek;1993 juni;577;35
2625;Achterhoek;1993 2e kwartaal;1581;95
2626;Achterhoek;1993 juli;603;40
2627;Achterhoek;1993 augustus;579;36
2628;Achterhoek;1993 september;664;43
2629;Achterhoek;1993 3e kwartaal;1846;119
2630;Achterhoek;1993 oktober;615;38
2631;Achterhoek;1993 november;694;44
2632;Achterhoek;1993 december;942;58
2633;Achterhoek;1993 4e kwartaal;2251;140
2634;Achterhoek;1993;6647;413
2635;Achterhoek;1994 januari;443;27
2636;Achterhoek;1994 februari;578;34
2637;Achterhoek;1994 maart;902;55
2638;Achterhoek;1994 1e kwartaal;1923;116
2639;Achterhoek;1994 april;772;47
2640;Achterhoek;1994 mei;838;55
2641;Achterhoek;1994 juni;758;46
2642;Achterhoek;1994 2e kwartaal;2368;148
2643;Achterhoek;1994 juli;722;49
2644;Achterhoek;1994 augustus;657;44
2645;Achterhoek;1994 september;554;37
2646;Achterhoek;1994 3e kwartaal;1933;130
2647;Achterhoek;1994 oktober;501;29
2648;Achterhoek;1994 november;528;34
2649;Achterhoek;1994 december;813;55
2650;Achterhoek;1994 4e kwartaal;1842;118
2651;Achterhoek;1994;8066;512
2652;Achterhoek;1995 januari;623;40
2653;Achterhoek;1995 februari;327;20
2654;Achterhoek;1995 maart;671;44
2655;Achterhoek;1995 1e kwartaal;1621;104
2656;Achterhoek;1995 april;402;23
2657;Achterhoek;1995 mei;651;40
2658;Achterhoek;1995 juni;643;42
2659;Achterhoek;1995 2e kwartaal;1696;105
2660;Achterhoek;1995 juli;719;58
2661;Achterhoek;1995 augustus;620;43
2662;Achterhoek;1995 september;587;40
2663;Achterhoek;1995 3e kwartaal;1926;141
2664;Achterhoek;1995 oktober;673;48
2665;Achterhoek;1995 november;814;56
2666;Achterhoek;1995 december;1112;79
2667;Achterhoek;1995 4e kwartaal;2599;183
2668;Achterhoek;1995;7842;533
2669;Achterhoek;1996 januari;514;34
2670;Achterhoek;1996 februari;724;46
2671;Achterhoek;1996 maart;1021;69
2672;Achterhoek;1996 1e kwartaal;2259;149
2673;Achterhoek;1996 april;1021;72
2674;Achterhoek;1996 mei;1048;74
2675;Achterhoek;1996 juni;895;63
2676;Achterhoek;1996 2e kwartaal;2964;209
2677;Achterhoek;1996 juli;982;75
2678;Achterhoek;1996 augustus;834;65
2679;Achterhoek;1996 september;805;62
2680;Achterhoek;1996 3e kwartaal;2621;202
2681;Achterhoek;1996 oktober;932;69
2682;Achterhoek;1996 november;909;71
2683;Achterhoek;1996 december;1448;116
2684;Achterhoek;1996 4e kwartaal;3289;256
2685;Achterhoek;1996;11133;816
2686;Achterhoek;1997 januari;708;58
2687;Achterhoek;1997 februari;836;60
2688;Achterhoek;1997 maart;1042;91
2689;Achterhoek;1997 1e kwartaal;2586;209
2690;Achterhoek;1997 april;1272;103
2691;Achterhoek;1997 mei;1319;111
2692;Achterhoek;1997 juni;1140;98
2693;Achterhoek;1997 2e kwartaal;3731;312
2694;Achterhoek;1997 juli;1124;98
2695;Achterhoek;1997 augustus;887;72
2696;Achterhoek;1997 september;980;89
2697;Achterhoek;1997 3e kwartaal;2991;259
2698;Achterhoek;1997 oktober;1127;103
2699;Achterhoek;1997 november;1020;90
2700;Achterhoek;1997 december;1578;158
2701;Achterhoek;1997 4e kwartaal;3725;351
2702;Achterhoek;1997;13033;1131
2703;Achterhoek;1998 januari;678;64
2704;Achterhoek;1998 februari;854;80
2705;Achterhoek;1998 maart;1107;97
2706;Achterhoek;1998 1e kwartaal;2639;241
2707;Achterhoek;1998 april;1115;99
2708;Achterhoek;1998 mei;1148;102
2709;Achterhoek;1998 juni;1146;113
2710;Achterhoek;1998 2e kwartaal;3409;314
2711;Achterhoek;1998 juli;1157;116
2712;Achterhoek;1998 augustus;986;103
2713;Achterhoek;1998 september;1032;99
2714;Achterhoek;1998 3e kwartaal;3175;318
2715;Achterhoek;1998 oktober;1161;114
2716;Achterhoek;1998 november;1381;141
2717;Achterhoek;1998 december;1947;204
2718;Achterhoek;1998 4e kwartaal;4489;459
2719;Achterhoek;1998;13712;1332
2720;Achterhoek;1999 januari;843;83
2721;Achterhoek;1999 februari;1122;119
2722;Achterhoek;1999 maart;1670;169
2723;Achterhoek;1999 1e kwartaal;3635;371
2724;Achterhoek;1999 april;1535;166
2725;Achterhoek;1999 mei;1375;142
2726;Achterhoek;1999 juni;1497;156
2727;Achterhoek;1999 2e kwartaal;4407;464
2728;Achterhoek;1999 juli;1695;187
2729;Achterhoek;1999 augustus;1505;174
2730;Achterhoek;1999 september;1351;149
2731;Achterhoek;1999 3e kwartaal;4551;510
2732;Achterhoek;1999 oktober;1219;143
2733;Achterhoek;1999 november;1220;157
2734;Achterhoek;1999 december;1598;203
2735;Achterhoek;1999 4e kwartaal;4037;503
2736;Achterhoek;1999;16630;1848
2737;Achterhoek;2000 januari;759;92
2738;Achterhoek;2000 februari;987;118
2739;Achterhoek;2000 maart;1040;128
2740;Achterhoek;2000 1e kwartaal;2786;338
2741;Achterhoek;2000 april;988;120
2742;Achterhoek;2000 mei;1194;142
2743;Achterhoek;2000 juni;897;114
2744;Achterhoek;2000 2e kwartaal;3079;376
2745;Achterhoek;2000 juli;1138;153
2746;Achterhoek;2000 augustus;971;134
2747;Achterhoek;2000 september;969;128
2748;Achterhoek;2000 3e kwartaal;3078;415
2749;Achterhoek;2000 oktober;1000;133
2750;Achterhoek;2000 november;951;128
2751;Achterhoek;2000 december;1396;206
2752;Achterhoek;2000 4e kwartaal;3347;467
2753;Achterhoek;2000;12290;1596
2754;Achterhoek;2001 januari;689;88
2755;Achterhoek;2001 februari;766;99
2756;Achterhoek;2001 maart;812;107
2757;Achterhoek;2001 1e kwartaal;2267;294
2758;Achterhoek;2001 april;839;112
2759;Achterhoek;2001 mei;999;139
2760;Achterhoek;2001 juni;958;133
2761;Achterhoek;2001 2e kwartaal;2796;384
2762;Achterhoek;2001 juli;1017;150
2763;Achterhoek;2001 augustus;991;133
2764;Achterhoek;2001 september;860;122
2765;Achterhoek;2001 3e kwartaal;2868;405
2766;Achterhoek;2001 oktober;917;124
2767;Achterhoek;2001 november;874;123
2768;Achterhoek;2001 december;1138;171
2769;Achterhoek;2001 4e kwartaal;2929;418
2770;Achterhoek;2001;10860;1501
2771;Achterhoek;2002 januari;682;87
2772;Achterhoek;2002 februari;807;114
2773;Achterhoek;2002 maart;992;142
2774;Achterhoek;2002 1e kwartaal;2481;343
2775;Achterhoek;2002 april;891;121
2776;Achterhoek;2002 mei;957;139
2777;Achterhoek;2002 juni;881;135
2778;Achterhoek;2002 2e kwartaal;2729;395
2779;Achterhoek;2002 juli;1065;170
2780;Achterhoek;2002 augustus;801;124
2781;Achterhoek;2002 september;817;120
2782;Achterhoek;2002 3e kwartaal;2683;414
2783;Achterhoek;2002 oktober;930;139
2784;Achterhoek;2002 november;847;131
2785;Achterhoek;2002 december;1147;186
2786;Achterhoek;2002 4e kwartaal;2924;456
2787;Achterhoek;2002;10817;1608
2788;Achterhoek;2003 januari;622;91
2789;Achterhoek;2003 februari;799;124
2790;Achterhoek;2003 maart;835;130
2791;Achterhoek;2003 1e kwartaal;2256;345
2792;Achterhoek;2003 april;998;153
2793;Achterhoek;2003 mei;1016;157
2794;Achterhoek;2003 juni;961;151
2795;Achterhoek;2003 2e kwartaal;2975;461
2796;Achterhoek;2003 juli;1135;188
2797;Achterhoek;2003 augustus;985;163
2798;Achterhoek;2003 september;1070;181
2799;Achterhoek;2003 3e kwartaal;3190;532
2800;Achterhoek;2003 oktober;1151;202
2801;Achterhoek;2003 november;1035;173
2802;Achterhoek;2003 december;1362;242
2803;Achterhoek;2003 4e kwartaal;3548;617
2804;Achterhoek;2003;11969;1955
2805;Arnhem/Nijmegen;1993 januari;554;35
2806;Arnhem/Nijmegen;1993 februari;570;35
2807;Arnhem/Nijmegen;1993 maart;707;46
2808;Arnhem/Nijmegen;1993 1e kwartaal;1831;116
2809;Arnhem/Nijmegen;1993 april;767;47
2810;Arnhem/Nijmegen;1993 mei;754;52
2811;Arnhem/Nijmegen;1993 juni;1059;73
2812;Arnhem/Nijmegen;1993 2e kwartaal;2580;172
2813;Arnhem/Nijmegen;1993 juli;1156;80
2814;Arnhem/Nijmegen;1993 augustus;1051;74
2815;Arnhem/Nijmegen;1993 september;1073;73
2816;Arnhem/Nijmegen;1993 3e kwartaal;3280;227
2817;Arnhem/Nijmegen;1993 oktober;1071;70
2818;Arnhem/Nijmegen;1993 november;1172;84
2819;Arnhem/Nijmegen;1993 december;1845;126
2820;Arnhem/Nijmegen;1993 4e kwartaal;4088;280
2821;Arnhem/Nijmegen;1993;11779;795
2822;Arnhem/Nijmegen;1994 januari;754;49
2823;Arnhem/Nijmegen;1994 februari;1118;76
2824;Arnhem/Nijmegen;1994 maart;1504;100
2825;Arnhem/Nijmegen;1994 1e kwartaal;3376;225
2826;Arnhem/Nijmegen;1994 april;1226;79
2827;Arnhem/Nijmegen;1994 mei;1354;89
2828;Arnhem/Nijmegen;1994 juni;1423;89
2829;Arnhem/Nijmegen;1994 2e kwartaal;4003;257
2830;Arnhem/Nijmegen;1994 juli;1330;93
2831;Arnhem/Nijmegen;1994 augustus;1155;79
2832;Arnhem/Nijmegen;1994 september;1019;69
2833;Arnhem/Nijmegen;1994 3e kwartaal;3504;241
2834;Arnhem/Nijmegen;1994 oktober;964;69
2835;Arnhem/Nijmegen;1994 november;1076;74
2836;Arnhem/Nijmegen;1994 december;1649;116
2837;Arnhem/Nijmegen;1994 4e kwartaal;3689;259
2838;Arnhem/Nijmegen;1994;14572;982
2839;Arnhem/Nijmegen;1995 januari;1172;79
2840;Arnhem/Nijmegen;1995 februari;569;34
2841;Arnhem/Nijmegen;1995 maart;1253;87
2842;Arnhem/Nijmegen;1995 1e kwartaal;2994;200
2843;Arnhem/Nijmegen;1995 april;772;46
2844;Arnhem/Nijmegen;1995 mei;1038;68
2845;Arnhem/Nijmegen;1995 juni;1037;70
2846;Arnhem/Nijmegen;1995 2e kwartaal;2847;184
2847;Arnhem/Nijmegen;1995 juli;1236;89
2848;Arnhem/Nijmegen;1995 augustus;1128;83
2849;Arnhem/Nijmegen;1995 september;1095;78
2850;Arnhem/Nijmegen;1995 3e kwartaal;3459;250
2851;Arnhem/Nijmegen;1995 oktober;1199;83
2852;Arnhem/Nijmegen;1995 november;1300;86
2853;Arnhem/Nijmegen;1995 december;1818;135
2854;Arnhem/Nijmegen;1995 4e kwartaal;4317;304
2855;Arnhem/Nijmegen;1995;13617;938
2856;Arnhem/Nijmegen;1996 januari;995;72
2857;Arnhem/Nijmegen;1996 februari;1360;93
2858;Arnhem/Nijmegen;1996 maart;1698;108
2859;Arnhem/Nijmegen;1996 1e kwartaal;4053;273
2860;Arnhem/Nijmegen;1996 april;1698;115
2861;Arnhem/Nijmegen;1996 mei;1663;118
2862;Arnhem/Nijmegen;1996 juni;1416;100
2863;Arnhem/Nijmegen;1996 2e kwartaal;4777;333
2864;Arnhem/Nijmegen;1996 juli;1706;133
2865;Arnhem/Nijmegen;1996 augustus;1401;113
2866;Arnhem/Nijmegen;1996 september;1414;111
2867;Arnhem/Nijmegen;1996 3e kwartaal;4521;357
2868;Arnhem/Nijmegen;1996 oktober;1578;118
2869;Arnhem/Nijmegen;1996 november;1580;124
2870;Arnhem/Nijmegen;1996 december;2432;196
2871;Arnhem/Nijmegen;1996 4e kwartaal;5590;438
2872;Arnhem/Nijmegen;1996;18941;1401
2873;Arnhem/Nijmegen;1997 januari;1253;101
2874;Arnhem/Nijmegen;1997 februari;1467;112
2875;Arnhem/Nijmegen;1997 maart;1667;124
2876;Arnhem/Nijmegen;1997 1e kwartaal;4387;337
2877;Arnhem/Nijmegen;1997 april;2061;155
2878;Arnhem/Nijmegen;1997 mei;2037;167
2879;Arnhem/Nijmegen;1997 juni;1917;157
2880;Arnhem/Nijmegen;1997 2e kwartaal;6015;479
2881;Arnhem/Nijmegen;1997 juli;2030;178
2882;Arnhem/Nijmegen;1997 augustus;1415;133
2883;Arnhem/Nijmegen;1997 september;1541;143
2884;Arnhem/Nijmegen;1997 3e kwartaal;4986;454
2885;Arnhem/Nijmegen;1997 oktober;1847;174
2886;Arnhem/Nijmegen;1997 november;1599;144
2887;Arnhem/Nijmegen;1997 december;2561;247
2888;Arnhem/Nijmegen;1997 4e kwartaal;6007;565
2889;Arnhem/Nijmegen;1997;21395;1835
2890;Arnhem/Nijmegen;1998 januari;1064;101
2891;Arnhem/Nijmegen;1998 februari;1365;124
2892;Arnhem/Nijmegen;1998 maart;1759;164
2893;Arnhem/Nijmegen;1998 1e kwartaal;4188;389
2894;Arnhem/Nijmegen;1998 april;1778;170
2895;Arnhem/Nijmegen;1998 mei;1857;183
2896;Arnhem/Nijmegen;1998 juni;2037;196
2897;Arnhem/Nijmegen;1998 2e kwartaal;5672;549
2898;Arnhem/Nijmegen;1998 juli;2269;246
2899;Arnhem/Nijmegen;1998 augustus;1715;183
2900;Arnhem/Nijmegen;1998 september;1801;187
2901;Arnhem/Nijmegen;1998 3e kwartaal;5785;616
2902;Arnhem/Nijmegen;1998 oktober;2041;223
2903;Arnhem/Nijmegen;1998 november;2110;225
2904;Arnhem/Nijmegen;1998 december;3338;367
2905;Arnhem/Nijmegen;1998 4e kwartaal;7489;815
2906;Arnhem/Nijmegen;1998;23134;2369
2907;Arnhem/Nijmegen;1999 januari;1342;141
2908;Arnhem/Nijmegen;1999 februari;1784;189
2909;Arnhem/Nijmegen;1999 maart;2418;248
2910;Arnhem/Nijmegen;1999 1e kwartaal;5544;578
2911;Arnhem/Nijmegen;1999 april;2475;270
2912;Arnhem/Nijmegen;1999 mei;2378;246
2913;Arnhem/Nijmegen;1999 juni;2535;274
2914;Arnhem/Nijmegen;1999 2e kwartaal;7388;790
2915;Arnhem/Nijmegen;1999 juli;2696;317
2916;Arnhem/Nijmegen;1999 augustus;2652;314
2917;Arnhem/Nijmegen;1999 september;2415;291
2918;Arnhem/Nijmegen;1999 3e kwartaal;7763;922
2919;Arnhem/Nijmegen;1999 oktober;2176;277
2920;Arnhem/Nijmegen;1999 november;2343;294
2921;Arnhem/Nijmegen;1999 december;2905;386
2922;Arnhem/Nijmegen;1999 4e kwartaal;7424;957
2923;Arnhem/Nijmegen;1999;28119;3247
2924;Arnhem/Nijmegen;2000 januari;1326;169
2925;Arnhem/Nijmegen;2000 februari;1672;205
2926;Arnhem/Nijmegen;2000 maart;1903;237
2927;Arnhem/Nijmegen;2000 1e kwartaal;4901;611
2928;Arnhem/Nijmegen;2000 april;1649;205
2929;Arnhem/Nijmegen;2000 mei;1971;258
2930;Arnhem/Nijmegen;2000 juni;1603;208
2931;Arnhem/Nijmegen;2000 2e kwartaal;5223;671
2932;Arnhem/Nijmegen;2000 juli;1793;250
2933;Arnhem/Nijmegen;2000 augustus;1774;237
2934;Arnhem/Nijmegen;2000 september;1550;203
2935;Arnhem/Nijmegen;2000 3e kwartaal;5117;690
2936;Arnhem/Nijmegen;2000 oktober;1757;231
2937;Arnhem/Nijmegen;2000 november;1643;208
2938;Arnhem/Nijmegen;2000 december;2506;358
2939;Arnhem/Nijmegen;2000 4e kwartaal;5906;797
2940;Arnhem/Nijmegen;2000;21147;2769
2941;Arnhem/Nijmegen;2001 januari;1158;140
2942;Arnhem/Nijmegen;2001 februari;1283;186
2943;Arnhem/Nijmegen;2001 maart;1490;202
2944;Arnhem/Nijmegen;2001 1e kwartaal;3931;528
2945;Arnhem/Nijmegen;2001 april;1405;195
2946;Arnhem/Nijmegen;2001 mei;1676;238
2947;Arnhem/Nijmegen;2001 juni;1695;240
2948;Arnhem/Nijmegen;2001 2e kwartaal;4776;673
2949;Arnhem/Nijmegen;2001 juli;1700;248
2950;Arnhem/Nijmegen;2001 augustus;1693;246
2951;Arnhem/Nijmegen;2001 september;1625;249
2952;Arnhem/Nijmegen;2001 3e kwartaal;5018;743
2953;Arnhem/Nijmegen;2001 oktober;1884;280
2954;Arnhem/Nijmegen;2001 november;1817;273
2955;Arnhem/Nijmegen;2001 december;2161;351
2956;Arnhem/Nijmegen;2001 4e kwartaal;5862;904
2957;Arnhem/Nijmegen;2001;19587;2848
2958;Arnhem/Nijmegen;2002 januari;1276;183
2959;Arnhem/Nijmegen;2002 februari;1522;223
2960;Arnhem/Nijmegen;2002 maart;1919;288
2961;Arnhem/Nijmegen;2002 1e kwartaal;4717;694
2962;Arnhem/Nijmegen;2002 april;1581;219
2963;Arnhem/Nijmegen;2002 mei;1831;283
2964;Arnhem/Nijmegen;2002 juni;1661;252
2965;Arnhem/Nijmegen;2002 2e kwartaal;5073;754
2966;Arnhem/Nijmegen;2002 juli;1924;322
2967;Arnhem/Nijmegen;2002 augustus;1561;255
2968;Arnhem/Nijmegen;2002 september;1536;242
2969;Arnhem/Nijmegen;2002 3e kwartaal;5021;819
2970;Arnhem/Nijmegen;2002 oktober;1661;273
2971;Arnhem/Nijmegen;2002 november;1724;283
2972;Arnhem/Nijmegen;2002 december;2271;389
2973;Arnhem/Nijmegen;2002 4e kwartaal;5656;945
2974;Arnhem/Nijmegen;2002;20467;3212
2975;Arnhem/Nijmegen;2003 januari;1216;198
2976;Arnhem/Nijmegen;2003 februari;1484;257
2977;Arnhem/Nijmegen;2003 maart;1574;262
2978;Arnhem/Nijmegen;2003 1e kwartaal;4274;717
2979;Arnhem/Nijmegen;2003 april;1824;316
2980;Arnhem/Nijmegen;2003 mei;2065;344
2981;Arnhem/Nijmegen;2003 juni;1796;299
2982;Arnhem/Nijmegen;2003 2e kwartaal;5685;959
2983;Arnhem/Nijmegen;2003 juli;2130;391
2984;Arnhem/Nijmegen;2003 augustus;1719;316
2985;Arnhem/Nijmegen;2003 september;1912;359
2986;Arnhem/Nijmegen;2003 3e kwartaal;5761;1066
2987;Arnhem/Nijmegen;2003 oktober;2130;397
2988;Arnhem/Nijmegen;2003 november;1970;358
2989;Arnhem/Nijmegen;2003 december;2772;527
2990;Arnhem/Nijmegen;2003 4e kwartaal;6872;1282
2991;Arnhem/Nijmegen;2003;22592;4024
2992;Zuidwest-Gelderland;1993 januari;158;10
2993;Zuidwest-Gelderland;1993 februari;249;17
2994;Zuidwest-Gelderland;1993 maart;252;16
2995;Zuidwest-Gelderland;1993 1e kwartaal;659;43
2996;Zuidwest-Gelderland;1993 april;285;19
2997;Zuidwest-Gelderland;1993 mei;285;20
2998;Zuidwest-Gelderland;1993 juni;370;25
2999;Zuidwest-Gelderland;1993 2e kwartaal;940;64
3000;Zuidwest-Gelderland;1993 juli;428;29
3001;Zuidwest-Gelderland;1993 augustus;385;28
3002;Zuidwest-Gelderland;1993 september;358;25
3003;Zuidwest-Gelderland;1993 3e kwartaal;1171;82
3004;Zuidwest-Gelderland;1993 oktober;351;24
3005;Zuidwest-Gelderland;1993 november;453;33
3006;Zuidwest-Gelderland;1993 december;613;42
3007;Zuidwest-Gelderland;1993 4e kwartaal;1417;99
3008;Zuidwest-Gelderland;1993;4187;288
3009;Zuidwest-Gelderland;1994 januari;279;19
3010;Zuidwest-Gelderland;1994 februari;368;26
3011;Zuidwest-Gelderland;1994 maart;506;34
3012;Zuidwest-Gelderland;1994 1e kwartaal;1153;79
3013;Zuidwest-Gelderland;1994 april;480;29
3014;Zuidwest-Gelderland;1994 mei;499;36
3015;Zuidwest-Gelderland;1994 juni;534;36
3016;Zuidwest-Gelderland;1994 2e kwartaal;1513;101
3017;Zuidwest-Gelderland;1994 juli;474;34
3018;Zuidwest-Gelderland;1994 augustus;365;29
3019;Zuidwest-Gelderland;1994 september;315;23
3020;Zuidwest-Gelderland;1994 3e kwartaal;1154;86
3021;Zuidwest-Gelderland;1994 oktober;333;23
3022;Zuidwest-Gelderland;1994 november;338;22
3023;Zuidwest-Gelderland;1994 december;514;38
3024;Zuidwest-Gelderland;1994 4e kwartaal;1185;83
3025;Zuidwest-Gelderland;1994;5005;349
3026;Zuidwest-Gelderland;1995 januari;270;20
3027;Zuidwest-Gelderland;1995 februari;198;15
3028;Zuidwest-Gelderland;1995 maart;422;29
3029;Zuidwest-Gelderland;1995 1e kwartaal;890;64
3030;Zuidwest-Gelderland;1995 april;226;15
3031;Zuidwest-Gelderland;1995 mei;327;23
3032;Zuidwest-Gelderland;1995 juni;418;31
3033;Zuidwest-Gelderland;1995 2e kwartaal;971;69
3034;Zuidwest-Gelderland;1995 juli;436;34
3035;Zuidwest-Gelderland;1995 augustus;376;29
3036;Zuidwest-Gelderland;1995 september;362;27
3037;Zuidwest-Gelderland;1995 3e kwartaal;1174;90
3038;Zuidwest-Gelderland;1995 oktober;478;36
3039;Zuidwest-Gelderland;1995 november;462;35
3040;Zuidwest-Gelderland;1995 december;701;55
3041;Zuidwest-Gelderland;1995 4e kwartaal;1641;126
3042;Zuidwest-Gelderland;1995;4676;349
3043;Zuidwest-Gelderland;1996 januari;348;25
3044;Zuidwest-Gelderland;1996 februari;423;32
3045;Zuidwest-Gelderland;1996 maart;593;43
3046;Zuidwest-Gelderland;1996 1e kwartaal;1364;100
3047;Zuidwest-Gelderland;1996 april;568;44
3048;Zuidwest-Gelderland;1996 mei;620;47
3049;Zuidwest-Gelderland;1996 juni;478;37
3050;Zuidwest-Gelderland;1996 2e kwartaal;1666;128
3051;Zuidwest-Gelderland;1996 juli;610;52
3052;Zuidwest-Gelderland;1996 augustus;496;45
3053;Zuidwest-Gelderland;1996 september;423;33
3054;Zuidwest-Gelderland;1996 3e kwartaal;1529;130
3055;Zuidwest-Gelderland;1996 oktober;508;39
3056;Zuidwest-Gelderland;1996 november;507;43
3057;Zuidwest-Gelderland;1996 december;724;58
3058;Zuidwest-Gelderland;1996 4e kwartaal;1739;140
3059;Zuidwest-Gelderland;1996;6298;498
3060;Zuidwest-Gelderland;1997 januari;396;30
3061;Zuidwest-Gelderland;1997 februari;501;44
3062;Zuidwest-Gelderland;1997 maart;526;46
3063;Zuidwest-Gelderland;1997 1e kwartaal;1423;120
3064;Zuidwest-Gelderland;1997 april;650;53
3065;Zuidwest-Gelderland;1997 mei;592;46
3066;Zuidwest-Gelderland;1997 juni;735;69
3067;Zuidwest-Gelderland;1997 2e kwartaal;1977;168
3068;Zuidwest-Gelderland;1997 juli;715;64
3069;Zuidwest-Gelderland;1997 augustus;459;44
3070;Zuidwest-Gelderland;1997 september;598;59
3071;Zuidwest-Gelderland;1997 3e kwartaal;1772;167
3072;Zuidwest-Gelderland;1997 oktober;608;58
3073;Zuidwest-Gelderland;1997 november;519;52
3074;Zuidwest-Gelderland;1997 december;819;90
3075;Zuidwest-Gelderland;1997 4e kwartaal;1946;200
3076;Zuidwest-Gelderland;1997;7118;655
3077;Zuidwest-Gelderland;1998 januari;333;29
3078;Zuidwest-Gelderland;1998 februari;459;45
3079;Zuidwest-Gelderland;1998 maart;583;55
3080;Zuidwest-Gelderland;1998 1e kwartaal;1375;129
3081;Zuidwest-Gelderland;1998 april;575;52
3082;Zuidwest-Gelderland;1998 mei;629;59
3083;Zuidwest-Gelderland;1998 juni;648;64
3084;Zuidwest-Gelderland;1998 2e kwartaal;1852;175
3085;Zuidwest-Gelderland;1998 juli;683;77
3086;Zuidwest-Gelderland;1998 augustus;531;58
3087;Zuidwest-Gelderland;1998 september;613;63
3088;Zuidwest-Gelderland;1998 3e kwartaal;1827;198
3089;Zuidwest-Gelderland;1998 oktober;660;74
3090;Zuidwest-Gelderland;1998 november;713;79
3091;Zuidwest-Gelderland;1998 december;1143;128
3092;Zuidwest-Gelderland;1998 4e kwartaal;2516;281
3093;Zuidwest-Gelderland;1998;7570;783
3094;Zuidwest-Gelderland;1999 januari;446;47
3095;Zuidwest-Gelderland;1999 februari;558;59
3096;Zuidwest-Gelderland;1999 maart;840;92
3097;Zuidwest-Gelderland;1999 1e kwartaal;1844;198
3098;Zuidwest-Gelderland;1999 april;707;79
3099;Zuidwest-Gelderland;1999 mei;772;93
3100;Zuidwest-Gelderland;1999 juni;813;96
3101;Zuidwest-Gelderland;1999 2e kwartaal;2292;268
3102;Zuidwest-Gelderland;1999 juli;898;117
3103;Zuidwest-Gelderland;1999 augustus;768;95
3104;Zuidwest-Gelderland;1999 september;761;89
3105;Zuidwest-Gelderland;1999 3e kwartaal;2427;301
3106;Zuidwest-Gelderland;1999 oktober;693;92
3107;Zuidwest-Gelderland;1999 november;670;80
3108;Zuidwest-Gelderland;1999 december;881;110
3109;Zuidwest-Gelderland;1999 4e kwartaal;2244;282
3110;Zuidwest-Gelderland;1999;8807;1049
3111;Zuidwest-Gelderland;2000 januari;402;49
3112;Zuidwest-Gelderland;2000 februari;453;59
3113;Zuidwest-Gelderland;2000 maart;572;68
3114;Zuidwest-Gelderland;2000 1e kwartaal;1427;176
3115;Zuidwest-Gelderland;2000 april;511;65
3116;Zuidwest-Gelderland;2000 mei;637;83
3117;Zuidwest-Gelderland;2000 juni;542;69
3118;Zuidwest-Gelderland;2000 2e kwartaal;1690;217
3119;Zuidwest-Gelderland;2000 juli;581;78
