ID;BedrijfstakkenBranchesSBI93;Perioden;Totaal_1;GrondEnTerreinen_2;Bedrijfsruimten_3;GrondWaterEnWegenbouwkundigeWerken_4;Vervoermiddelen_5;ComputersEnRandapparatuur_6;MachinesEnInstallaties_7;OverigeMaterieleVasteActiva_8;NieuweVasteActiva_9;TweedehandseVasteActiva_10;FinancialLease_11;InvesteringenViaOperationalLeaseHuur_12;OpbrengstenVerkoopVasteActiva_13
719;252 Kunststofverwerkende industrie;2008;238.5;2.2;33.2;5.9;8.1;7.6;163.1;18.4;231.7;6.8;;;10.2
720;2521 Kunststofplaten,-folie,-buizenind.;2000;90.6;1.2;15.8;1.5;2.6;3.0;59.9;6.6;84.9;5.7;1.2;4.1;4.4
721;2521 Kunststofplaten,-folie,-buizenind.;2001;119.5;0.6;18.3;0.7;1.4;4.6;89.7;4.1;118.0;1.4;0.4;19.6;2.2
722;2521 Kunststofplaten,-folie,-buizenind.;2002;102.2;0.1;10.8;0.6;1.5;3.8;78.6;6.8;100.5;1.7;2.7;5.4;4.4
723;2521 Kunststofplaten,-folie,-buizenind.;2003;98.8;0.1;11.9;0.6;2.0;3.5;71.1;9.5;97.7;1.0;3.0;4.9;3.2
724;2521 Kunststofplaten,-folie,-buizenind.;2004;104.7;0.6;15.1;0.3;2.0;4.0;76.7;6.0;97.6;7.0;0.2;4.3;10.5
725;2521 Kunststofplaten,-folie,-buizenind.;2005;97.8;1.3;14.9;0.7;2.6;4.3;68.9;5.1;95.1;2.7;3.0;6.2;6.8
726;2521 Kunststofplaten,-folie,-buizenind.;2006;70.0;1.5;7.0;0.2;1.3;2.4;51.6;5.9;67.4;2.6;0.7;7.1;2.7
727;2521 Kunststofplaten,-folie,-buizenind.;2007;141.3;0.0;18.1;0.1;1.8;2.8;110.4;8.0;138.9;2.4;1.1;8.1;2.4
728;2521 Kunststofplaten,-folie,-buizenind.;2008;81.9;0.1;8.2;4.8;2.2;2.3;59.6;4.8;81.1;0.8;;;3.7
729;DI Glas-, aardewerk-, cement-, kalkind.;2000;370.9;6.7;59.2;4.7;33.0;12.4;235.0;19.8;356.5;14.3;3.6;9.9;9.1
730;DI Glas-, aardewerk-, cement-, kalkind.;2001;407.8;2.8;57.3;15.0;22.7;12.4;276.2;21.4;401.7;6.1;2.2;28.1;19.2
731;DI Glas-, aardewerk-, cement-, kalkind.;2002;336.3;9.7;53.9;5.5;17.0;12.7;217.9;19.6;321.4;14.9;2.8;15.5;21.5
732;DI Glas-, aardewerk-, cement-, kalkind.;2003;234.6;4.7;26.9;6.1;17.0;9.5;155.9;14.4;222.4;12.2;4.3;9.5;33.6
733;DI Glas-, aardewerk-, cement-, kalkind.;2004;241.5;8.5;32.3;7.6;12.1;6.4;162.6;12.1;216.1;25.4;0.7;8.7;43.8
734;DI Glas-, aardewerk-, cement-, kalkind.;2005;193.4;3.0;24.4;3.8;17.0;6.5;122.6;16.0;188.5;4.8;0.5;11.9;8.0
735;DI Glas-, aardewerk-, cement-, kalkind.;2006;271.9;10.6;30.5;5.1;21.6;6.8;179.8;17.6;258.8;13.1;2.2;11.7;11.7
736;DI Glas-, aardewerk-, cement-, kalkind.;2007;300.3;6.5;43.4;6.1;19.7;7.6;193.7;23.3;282.2;18.1;1.5;13.5;29.2
737;DI Glas-, aardewerk-, cement-, kalkind.;2008;315.7;5.1;31.2;5.8;26.5;5.3;228.2;13.6;298.8;16.9;;;22.3
738;26 Glas-, aardewerk-, cement-, kalkind.;2000;370.9;6.7;59.2;4.7;33.0;12.4;235.0;19.8;356.5;14.3;3.6;9.9;9.1
739;26 Glas-, aardewerk-, cement-, kalkind.;2001;407.8;2.8;57.3;15.0;22.7;12.4;276.2;21.4;401.7;6.1;2.2;28.1;19.2
740;26 Glas-, aardewerk-, cement-, kalkind.;2002;336.3;9.7;53.9;5.5;17.0;12.7;217.9;19.6;321.4;14.9;2.8;15.5;21.5
741;26 Glas-, aardewerk-, cement-, kalkind.;2003;234.6;4.7;26.9;6.1;17.0;9.5;155.9;14.4;222.4;12.2;4.3;9.5;33.6
742;26 Glas-, aardewerk-, cement-, kalkind.;2004;241.5;8.5;32.3;7.6;12.1;6.4;162.6;12.1;216.1;25.4;0.7;8.7;43.8
743;26 Glas-, aardewerk-, cement-, kalkind.;2005;193.4;3.0;24.4;3.8;17.0;6.5;122.6;16.0;188.5;4.8;0.5;11.9;8.0
744;26 Glas-, aardewerk-, cement-, kalkind.;2006;271.9;10.6;30.5;5.1;21.6;6.8;179.8;17.6;258.8;13.1;2.2;11.7;11.7
745;26 Glas-, aardewerk-, cement-, kalkind.;2007;300.3;6.5;43.4;6.1;19.7;7.6;193.7;23.3;282.2;18.1;1.5;13.5;29.2
746;26 Glas-, aardewerk-, cement-, kalkind.;2008;315.7;5.1;31.2;5.8;26.5;5.3;228.2;13.6;298.8;16.9;;;22.3
747;261 Glas- en glasbewerkende industrie;2000;45.0;0.0;5.0;0.0;1.0;2.8;35.0;1.2;44.3;0.6;0.6;1.1;0.6
748;261 Glas- en glasbewerkende industrie;2001;85.0;0.0;3.4;0.7;1.4;1.9;74.2;3.5;84.4;0.6;0.0;5.6;4.3
749;261 Glas- en glasbewerkende industrie;2002;69.5;2.0;8.4;0.2;1.0;2.3;52.6;2.8;66.9;2.6;0.6;2.5;1.0
750;261 Glas- en glasbewerkende industrie;2003;52.5;0.0;3.7;0.1;0.9;2.9;43.4;1.5;48.1;4.4;1.2;1.4;9.2
751;261 Glas- en glasbewerkende industrie;2004;57.6;2.5;3.0;0.0;0.5;1.1;49.6;0.9;54.1;3.6;0.0;0.3;0.5
752;261 Glas- en glasbewerkende industrie;2005;30.3;0.0;2.0;0.1;0.4;0.9;26.4;0.6;29.8;0.5;0.0;0.7;0.4
753;261 Glas- en glasbewerkende industrie;2006;44.1;0.0;1.7;0.0;0.8;1.2;39.0;1.4;43.7;0.4;0.5;1.8;3.5
754;261 Glas- en glasbewerkende industrie;2007;48.5;0.0;5.2;0.1;0.7;1.8;39.5;1.2;48.3;0.2;0.0;1.2;4.5
755;261 Glas- en glasbewerkende industrie;2008;61.6;0.0;1.4;0.0;0.7;0.9;57.8;0.8;60.6;0.9;;;4.2
756;2613 Holglasindustrie;2000;10.9;0.0;1.7;0.0;0.1;1.4;7.6;0.1;10.9;0.0;0.0;0.0;0.0
757;2613 Holglasindustrie;2001;38.8;0.0;1.3;0.1;0.1;0.9;36.3;0.2;38.8;0.0;0.0;2.6;3.2
758;2613 Holglasindustrie;2002;18.0;2.0;0.4;0.2;0.2;1.1;14.1;0.0;16.0;2.1;0.0;0.0;0.2
759;2613 Holglasindustrie;2003;10.0;0.0;0.3;0.0;0.2;0.5;8.6;0.4;9.8;0.3;0.1;0.2;0.0
760;2613 Holglasindustrie;2004;37.3;0.0;1.8;0.0;0.1;0.4;35.0;0.0;37.3;0.0;0.0;0.0;0.0
761;2613 Holglasindustrie;2005;11.9;0.0;1.3;0.0;0.1;0.3;10.0;0.2;11.5;0.3;0.0;0.0;0.0
762;2613 Holglasindustrie;2006;21.2;0.0;0.3;0.0;0.1;0.5;20.3;0.0;21.2;0.0;0.0;0.6;0.1
763;2613 Holglasindustrie;2007;;;;;;;;;;;;;
764;2613 Holglasindustrie;2008;22.3;0.0;0.6;0.0;0.1;0.2;21.4;0.0;21.7;0.5;;;2.3
765;2614 Glasvezelindustrie;2000;;;;;;;;;;;;;
766;2614 Glasvezelindustrie;2001;;;;;;;;;;;;;
767;2614 Glasvezelindustrie;2002;;;;;;;;;;;;;
768;2614 Glasvezelindustrie;2003;;;;;;;;;;;;;
769;2614 Glasvezelindustrie;2004;5.0;0.0;0.0;0.0;0.0;0.0;4.9;0.1;5.0;0.0;0.0;0.0;0.0
770;2614 Glasvezelindustrie;2005;4.8;0.0;0.0;0.0;0.0;0.0;4.7;0.0;4.8;0.0;0.0;0.3;0.0
771;2614 Glasvezelindustrie;2006;11.2;0.0;0.0;0.0;0.2;0.1;10.6;0.3;11.2;0.0;0.0;0.4;0.1
772;2614 Glasvezelindustrie;2007;10.8;0.0;1.7;0.0;0.1;0.2;8.7;0.2;10.8;0.0;0.0;0.8;0.1
773;2614 Glasvezelindustrie;2008;13.4;0.0;0.1;0.0;0.1;0.1;12.7;0.3;13.4;0.0;;;0.1
774;264 Ind. voor keramische bouwmaterialen;2000;52.8;0.1;9.6;0.3;0.8;0.3;39.9;1.7;52.7;0.1;0.1;0.1;0.5
775;264 Ind. voor keramische bouwmaterialen;2001;74.4;0.4;13.5;3.6;0.5;0.8;54.3;1.3;73.9;0.5;0.1;2.5;5.6
776;264 Ind. voor keramische bouwmaterialen;2002;29.9;0.8;3.4;0.5;0.5;0.3;22.0;2.4;28.8;1.0;0.0;0.3;0.8
777;264 Ind. voor keramische bouwmaterialen;2003;19.3;0.0;1.3;0.4;0.7;0.4;15.4;1.1;19.2;0.0;0.0;0.3;2.5
778;264 Ind. voor keramische bouwmaterialen;2004;;;;;;;;;;;;;
779;264 Ind. voor keramische bouwmaterialen;2005;20.1;1.0;1.6;0.6;0.5;0.3;14.2;2.0;19.2;1.0;0.0;1.9;0.2
780;264 Ind. voor keramische bouwmaterialen;2006;51.9;7.5;6.5;2.1;0.4;0.2;31.5;3.6;44.4;7.5;0.0;1.8;0.0
781;264 Ind. voor keramische bouwmaterialen;2007;35.7;4.2;2.8;0.5;0.4;0.7;24.4;2.8;31.5;4.2;0.0;2.3;5.4
782;264 Ind. voor keramische bouwmaterialen;2008;32.4;0.2;3.1;0.0;0.5;0.5;26.0;2.1;32.2;0.2;;;4.3
783;2640 Ind. voor keramische bouwmaterialen;2000;52.8;0.1;9.6;0.3;0.8;0.3;39.9;1.7;52.7;0.1;0.1;0.1;0.5
784;2640 Ind. voor keramische bouwmaterialen;2001;74.4;0.4;13.5;3.6;0.5;0.8;54.3;1.3;73.9;0.5;0.1;2.5;5.6
785;2640 Ind. voor keramische bouwmaterialen;2002;29.9;0.8;3.4;0.5;0.5;0.3;22.0;2.4;28.8;1.0;0.0;0.3;0.8
786;2640 Ind. voor keramische bouwmaterialen;2003;19.3;0.0;1.3;0.4;0.7;0.4;15.4;1.1;19.2;0.0;0.0;0.3;2.5
787;2640 Ind. voor keramische bouwmaterialen;2004;;;;;;;;;;;;;
788;2640 Ind. voor keramische bouwmaterialen;2005;20.1;1.0;1.6;0.6;0.5;0.3;14.2;2.0;19.2;1.0;0.0;1.9;0.2
789;2640 Ind. voor keramische bouwmaterialen;2006;51.9;7.5;6.5;2.1;0.4;0.2;31.5;3.6;44.4;7.5;0.0;1.8;0.0
790;2640 Ind. voor keramische bouwmaterialen;2007;35.7;4.2;2.8;0.5;0.4;0.7;24.4;2.8;31.5;4.2;0.0;2.3;5.4
791;2640 Ind. voor keramische bouwmaterialen;2008;32.4;0.2;3.1;0.0;0.5;0.5;26.0;2.1;32.2;0.2;;;4.3
792;265 Cement-, kalk- en gipsindustrie;2000;;;;;;;;;;;;;
793;265 Cement-, kalk- en gipsindustrie;2001;;;;;;;;;;;;;
794;265 Cement-, kalk- en gipsindustrie;2002;;;;;;;;;;;;;
795;265 Cement-, kalk- en gipsindustrie;2003;;;;;;;;;;;;;
796;265 Cement-, kalk- en gipsindustrie;2004;;;;;;;;;;;;;
797;265 Cement-, kalk- en gipsindustrie;2005;;;;;;;;;;;;;
798;265 Cement-, kalk- en gipsindustrie;2006;;;;;;;;;;;;;
799;265 Cement-, kalk- en gipsindustrie;2007;;;;;;;;;;;;;
800;265 Cement-, kalk- en gipsindustrie;2008;;;;;;;;;;;;;
801;2651 Cementindustrie;2000;;;;;;;;;;;;;
802;2651 Cementindustrie;2001;;;;;;;;;;;;;
803;2651 Cementindustrie;2002;;;;;;;;;;;;;
804;2651 Cementindustrie;2003;;;;;;;;;;;;;
805;2651 Cementindustrie;2004;;;;;;;;;;;;;
806;2651 Cementindustrie;2005;;;;;;;;;;;;;
807;2651 Cementindustrie;2006;;;;;;;;;;;;;
808;2651 Cementindustrie;2007;;;;;;;;;;;;;
809;2651 Cementindustrie;2008;;;;;;;;;;;;;
810;2652 Kalkindustrie;2000;;;;;;;;;;;;;
811;2652 Kalkindustrie;2001;;;;;;;;;;;;;
812;2652 Kalkindustrie;2002;;;;;;;;;;;;;
813;2652 Kalkindustrie;2003;;;;;;;;;;;;;
814;2652 Kalkindustrie;2004;;;;;;;;;;;;;
815;2652 Kalkindustrie;2005;;;;;;;;;;;;;
816;2652 Kalkindustrie;2006;;;;;;;;;;;;;
817;2652 Kalkindustrie;2007;;;;;;;;;;;;;
818;2652 Kalkindustrie;2008;;;;;;;;;;;;;
819;266 Beton-, cement-, gipsproductenind.;2000;;;;;;;;;;;;;
820;266 Beton-, cement-, gipsproductenind.;2001;152.0;1.4;30.3;9.5;17.5;7.0;73.3;12.9;148.9;3.0;1.4;14.0;7.8
821;266 Beton-, cement-, gipsproductenind.;2002;143.7;2.2;25.3;3.5;12.5;7.0;83.0;10.2;138.4;5.3;0.0;3.2;17.2
822;266 Beton-, cement-, gipsproductenind.;2003;97.8;4.6;15.1;3.6;12.4;4.2;48.7;9.0;90.8;6.9;2.7;4.3;21.3
823;266 Beton-, cement-, gipsproductenind.;2004;96.0;2.9;11.6;5.0;8.5;2.5;57.2;8.3;86.5;9.5;0.7;5.6;31.2
824;266 Beton-, cement-, gipsproductenind.;2005;88.2;0.9;12.0;2.7;12.3;3.1;48.1;9.0;86.3;1.9;0.1;6.1;5.8
825;266 Beton-, cement-, gipsproductenind.;2006;106.7;2.1;13.6;2.8;15.1;2.5;62.4;8.3;103.0;3.7;0.5;4.4;7.2
826;266 Beton-, cement-, gipsproductenind.;2007;117.7;2.4;13.7;3.9;15.1;2.8;69.9;10.0;112.3;5.4;0.5;6.0;18.9
827;266 Beton-, cement-, gipsproductenind.;2008;147.1;2.5;15.9;4.8;21.8;2.3;92.1;7.7;135.1;12.0;;;5.7
828;2665  Vezelcementwarenindustrie;2000;;;;;;;;;;;;;
829;2665  Vezelcementwarenindustrie;2001;;;;;;;;;;;;;
830;2665  Vezelcementwarenindustrie;2002;1.2;0.0;0.1;0.0;0.0;0.1;0.4;0.6;1.2;0.0;0.0;0.0;0.0
831;2665  Vezelcementwarenindustrie;2003;;;;;;;;;;;;;
832;2665  Vezelcementwarenindustrie;2004;;;;;;;;;;;;;
833;2665  Vezelcementwarenindustrie;2005;;;;;;;;;;;;;
834;2665  Vezelcementwarenindustrie;2006;;;;;;;;;;;;;
835;2665  Vezelcementwarenindustrie;2007;;;;;;;;;;;;;
836;2665  Vezelcementwarenindustrie;2008;;;;;;;;;;;;;
837;268 Ov niet-metaalhoud.minerale prod ind;2000;40.9;2.5;4.5;1.2;0.9;1.3;28.5;2.0;38.2;2.7;0.2;1.9;1.2
838;268 Ov niet-metaalhoud.minerale prod ind;2001;45.1;1.0;1.4;1.2;0.8;1.0;38.4;1.3;44.0;1.1;0.1;3.0;0.9
839;268 Ov niet-metaalhoud.minerale prod ind;2002;55.5;4.4;10.4;1.2;0.8;1.5;35.5;1.7;51.1;4.5;0.2;8.5;0.9
840;268 Ov niet-metaalhoud.minerale prod ind;2003;28.3;0.1;0.9;2.0;1.3;0.9;22.5;0.6;28.1;0.2;0.1;1.8;0.2
841;268 Ov niet-metaalhoud.minerale prod ind;2004;23.8;0.0;1.2;1.9;0.9;1.1;18.4;0.3;23.7;0.1;0.0;1.1;1.0
842;268 Ov niet-metaalhoud.minerale prod ind;2005;25.4;1.0;4.7;0.2;1.2;0.7;16.5;1.2;24.4;1.0;0.0;1.6;0.2
843;268 Ov niet-metaalhoud.minerale prod ind;2006;29.5;0.0;1.0;0.0;2.0;1.0;24.9;0.7;29.4;0.1;0.0;0.9;0.3
844;268 Ov niet-metaalhoud.minerale prod ind;2007;26.9;0.0;1.5;1.5;0.6;0.8;19.7;2.6;26.8;0.1;0.0;2.1;0.0
845;268 Ov niet-metaalhoud.minerale prod ind;2008;40.8;2.2;5.8;0.9;0.4;0.8;29.7;0.9;38.4;2.4;;;7.5
846;2682 Nietmetaalhoud minerale prodind neg;2000;38.0;2.5;4.0;1.2;0.8;1.1;26.8;1.7;35.5;2.5;0.2;1.9;1.1
847;2682 Nietmetaalhoud minerale prodind neg;2001;41.9;1.0;1.2;1.2;0.5;0.8;36.0;1.1;40.8;1.0;0.1;2.5;0.3
848;2682 Nietmetaalhoud minerale prodind neg;2002;51.2;4.2;9.3;1.2;0.8;1.3;33.1;1.4;47.0;4.2;0.2;1.8;0.7
849;2682 Nietmetaalhoud minerale prodind neg;2003;26.5;0.1;0.8;2.0;1.3;0.7;21.1;0.5;26.4;0.1;0.1;1.8;0.2
850;2682 Nietmetaalhoud minerale prodind neg;2004;21.6;0.0;1.1;1.8;0.6;1.0;16.8;0.3;21.5;0.1;0.0;1.1;1.0
851;2682 Nietmetaalhoud minerale prodind neg;2005;24.1;1.0;4.6;0.2;1.1;0.6;15.6;1.0;23.1;1.0;0.0;1.4;0.1
852;2682 Nietmetaalhoud minerale prodind neg;2006;27.7;0.0;0.8;0.0;1.9;0.9;23.5;0.6;27.6;0.1;0.0;0.1;0.2
853;2682 Nietmetaalhoud minerale prodind neg;2007;25.0;0.0;1.1;1.5;0.5;0.7;18.7;2.5;25.0;0.1;0.0;1.3;0.0
854;2682 Nietmetaalhoud minerale prodind neg;2008;39.4;2.2;5.6;0.9;0.4;0.6;28.7;0.9;37.0;2.4;;;7.5
855;DJ Basismetaal- en metaalproductenind.;2000;1190.4;8.9;200.8;6.4;52.2;45.3;844.2;32.5;1163.1;27.3;29.3;103.7;58.2
856;DJ Basismetaal- en metaalproductenind.;2001;773.8;22.1;111.3;36.3;44.6;41.7;475.5;42.3;727.9;46.0;36.2;73.3;84.1
857;DJ Basismetaal- en metaalproductenind.;2002;631.0;8.4;85.3;22.4;40.8;32.1;403.7;38.3;583.7;47.3;15.9;55.3;55.5
858;DJ Basismetaal- en metaalproductenind.;2003;680.5;17.3;113.5;8.5;36.1;25.4;444.4;35.1;628.8;51.7;12.2;31.7;34.9
859;DJ Basismetaal- en metaalproductenind.;2004;579.5;10.2;79.6;2.8;42.7;25.0;383.2;36.1;545.6;34.0;25.6;56.9;61.6
860;DJ Basismetaal- en metaalproductenind.;2005;595.9;5.6;62.3;7.2;45.2;27.5;403.4;44.8;557.3;38.6;21.3;53.0;48.1
861;DJ Basismetaal- en metaalproductenind.;2006;805.5;6.6;125.6;6.8;47.9;25.0;539.7;54.0;750.7;54.8;26.0;59.2;78.2
862;DJ Basismetaal- en metaalproductenind.;2007;1097.6;9.8;152.0;14.8;69.8;37.1;716.7;97.4;1042.6;55.0;39.8;67.0;68.9
863;DJ Basismetaal- en metaalproductenind.;2008;925.6;15.7;209.0;14.1;67.6;24.1;521.5;73.6;863.0;62.6;;;47.1
864;27 Basismetaalindustrie;2000;573.0;0.1;111.1;2.5;3.3;11.9;438.0;6.1;571.4;1.6;5.4;12.4;8.4
865;27 Basismetaalindustrie;2001;250.5;1.6;26.9;34.0;3.5;7.3;173.7;3.5;247.4;3.1;18.5;5.1;28.9
866;27 Basismetaalindustrie;2002;159.2;0.5;7.0;18.6;3.9;4.1;119.4;5.6;154.6;4.6;1.4;4.3;1.3
867;27 Basismetaalindustrie;2003;243.5;0.5;33.1;5.4;2.0;2.7;195.2;4.6;241.0;2.6;0.2;2.4;10.4
868;27 Basismetaalindustrie;2004;146.3;0.3;16.8;0.7;2.1;2.1;118.2;6.0;144.1;2.2;4.3;3.7;8.4
869;27 Basismetaalindustrie;2005;169.6;0.7;15.0;3.6;2.1;3.7;127.3;17.2;167.1;2.5;5.3;1.4;5.1
870;27 Basismetaalindustrie;2006;262.0;0.0;12.9;0.6;2.7;2.5;227.4;15.9;257.7;4.3;3.7;6.1;6.0
871;27 Basismetaalindustrie;2007;422.8;2.3;33.5;4.7;3.2;11.0;329.8;38.3;416.9;5.8;4.2;2.4;8.2
872;27 Basismetaalindustrie;2008;188.6;0.5;30.6;8.8;3.4;2.1;125.9;17.4;187.2;1.4;;;1.2
873;271 IJzer-, staal-, ferro-legeringenind.;2000;;;;;;;;;;;;;
874;271 IJzer-, staal-, ferro-legeringenind.;2001;;;;;;;;;;;;;
875;271 IJzer-, staal-, ferro-legeringenind.;2002;;;;;;;;;;;;;
876;271 IJzer-, staal-, ferro-legeringenind.;2003;;;;;;;;;;;;;
877;271 IJzer-, staal-, ferro-legeringenind.;2004;;;;;;;;;;;;;
878;271 IJzer-, staal-, ferro-legeringenind.;2005;;;;;;;;;;;;;
879;271 IJzer-, staal-, ferro-legeringenind.;2006;;;;;;;;;;;;;
880;271 IJzer-, staal-, ferro-legeringenind.;2007;;;;;;;;;;;;;
881;271 IJzer-, staal-, ferro-legeringenind.;2008;;;;;;;;;;;;;
882;2710 IJzer-, staal-, ferro-legeringenind;2000;;;;;;;;;;;;;
883;2710 IJzer-, staal-, ferro-legeringenind;2001;;;;;;;;;;;;;
884;2710 IJzer-, staal-, ferro-legeringenind;2002;;;;;;;;;;;;;
885;2710 IJzer-, staal-, ferro-legeringenind;2003;;;;;;;;;;;;;
886;2710 IJzer-, staal-, ferro-legeringenind;2004;;;;;;;;;;;;;
887;2710 IJzer-, staal-, ferro-legeringenind;2005;;;;;;;;;;;;;
888;2710 IJzer-, staal-, ferro-legeringenind;2006;;;;;;;;;;;;;
889;2710 IJzer-, staal-, ferro-legeringenind;2007;;;;;;;;;;;;;
890;2710 IJzer-, staal-, ferro-legeringenind;2008;;;;;;;;;;;;;
891;272 Gietijzeren en stalen buizenind.;2000;;;;;;;;;;;;;
892;272 Gietijzeren en stalen buizenind.;2001;5.2;0.0;0.3;0.3;0.5;0.2;3.1;0.8;5.2;0.0;0.0;0.0;1.6
893;272 Gietijzeren en stalen buizenind.;2002;2.2;0.0;0.1;0.0;0.2;0.1;1.3;0.4;2.1;0.1;0.0;0.7;0.1
894;272 Gietijzeren en stalen buizenind.;2003;;;;;;;;;;;;;
895;272 Gietijzeren en stalen buizenind.;2004;;;;;;;;;;;;;
896;272 Gietijzeren en stalen buizenind.;2005;;;;;;;;;;;;;
897;272 Gietijzeren en stalen buizenind.;2006;;;;;;;;;;;;;
898;272 Gietijzeren en stalen buizenind.;2007;7.0;0.0;1.2;0.0;0.4;0.1;4.8;0.4;7.0;0.0;1.3;0.1;0.1
899;272 Gietijzeren en stalen buizenind.;2008;;;;;;;;;;;;;
900;2721 Gietijzeren buizenindustrie;2000;;;;;;;;;;;;;
901;2721 Gietijzeren buizenindustrie;2001;;;;;;;;;;;;;
902;2721 Gietijzeren buizenindustrie;2002;;;;;;;;;;;;;
903;2721 Gietijzeren buizenindustrie;2003;;;;;;;;;;;;;
904;2721 Gietijzeren buizenindustrie;2004;;;;;;;;;;;;;
905;2721 Gietijzeren buizenindustrie;2005;;;;;;;;;;;;;
906;2721 Gietijzeren buizenindustrie;2006;;;;;;;;;;;;;
907;2721 Gietijzeren buizenindustrie;2007;;;;;;;;;;;;;
908;2721 Gietijzeren buizenindustrie;2008;;;;;;;;;;;;;
909;273 Ind. v eerste verwerking ijzer,staal;2000;;;;;;;;;;;;;
910;273 Ind. v eerste verwerking ijzer,staal;2001;18.7;1.6;11.0;0.0;0.4;0.3;5.3;0.0;17.1;1.6;9.6;0.7;4.1
911;273 Ind. v eerste verwerking ijzer,staal;2002;;;;;;;;;;;;;
912;273 Ind. v eerste verwerking ijzer,staal;2003;;;;;;;;;;;;;
913;273 Ind. v eerste verwerking ijzer,staal;2004;6.6;0.0;0.3;0.0;0.2;0.2;5.7;0.2;6.6;0.0;0.0;0.0;1.2
914;273 Ind. v eerste verwerking ijzer,staal;2005;;;;;;;;;;;;;
915;273 Ind. v eerste verwerking ijzer,staal;2006;;;;;;;;;;;;;
916;273 Ind. v eerste verwerking ijzer,staal;2007;4.9;0.0;0.0;0.0;0.3;0.1;3.7;0.8;4.9;0.0;0.0;0.0;0.2
917;273 Ind. v eerste verwerking ijzer,staal;2008;5.1;0.0;0.8;0.0;0.2;0.0;3.8;0.3;5.1;0.0;;;0.1
918;2733 Ind. v koudvervormen ijzer en staal;2000;;;;;;;;;;;;;
919;2733 Ind. v koudvervormen ijzer en staal;2001;;;;;;;;;;;;;
920;2733 Ind. v koudvervormen ijzer en staal;2002;4.9;0.0;0.8;0.0;0.2;0.1;3.6;0.2;4.8;0.1;0.0;0.0;0.2
921;2733 Ind. v koudvervormen ijzer en staal;2003;5.1;0.0;0.1;0.0;0.1;0.2;4.6;0.1;4.7;0.5;0.0;0.1;0.3
922;2733 Ind. v koudvervormen ijzer en staal;2004;5.1;0.0;0.3;0.0;0.2;0.1;4.5;0.1;5.1;0.0;0.0;0.0;1.2
923;2733 Ind. v koudvervormen ijzer en staal;2005;;;;;;;;;;;;;
924;2733 Ind. v koudvervormen ijzer en staal;2006;4.7;0.0;0.4;0.2;0.5;0.2;3.3;0.2;4.7;0.1;0.0;0.1;0.0
925;2733 Ind. v koudvervormen ijzer en staal;2007;1.4;0.0;0.0;0.0;0.2;0.1;0.7;0.4;1.3;0.0;0.0;0.0;0.2
926;2733 Ind. v koudvervormen ijzer en staal;2008;;;;;;;;;;;;;
927;2734 Draadtrekkerijen van ijzer en staal;2000;;;;;;;;;;;;;
928;2734 Draadtrekkerijen van ijzer en staal;2001;;;;;;;;;;;;;
929;2734 Draadtrekkerijen van ijzer en staal;2002;;;;;;;;;;;;;
930;2734 Draadtrekkerijen van ijzer en staal;2003;;;;;;;;;;;;;
931;2734 Draadtrekkerijen van ijzer en staal;2004;;;;;;;;;;;;;
932;2734 Draadtrekkerijen van ijzer en staal;2005;;;;;;;;;;;;;
933;2734 Draadtrekkerijen van ijzer en staal;2006;;;;;;;;;;;;;
934;2734 Draadtrekkerijen van ijzer en staal;2007;;;;;;;;;;;;;
935;2734 Draadtrekkerijen van ijzer en staal;2008;;;;;;;;;;;;;
936;274 Non-ferrometaalindustrie;2000;;;;;;;;;;;;;
937;274 Non-ferrometaalindustrie;2001;;;;;;;;;;;;;
938;274 Non-ferrometaalindustrie;2002;68.0;0.0;4.4;0.3;1.9;1.2;56.7;3.4;64.3;3.6;0.8;0.7;0.6
939;274 Non-ferrometaalindustrie;2003;155.8;0.5;22.7;0.1;1.0;1.2;127.8;2.5;153.9;1.9;0.0;0.5;8.1
940;274 Non-ferrometaalindustrie;2004;63.6;0.0;6.9;0.2;1.2;1.2;51.2;2.9;63.4;0.2;0.0;1.1;0.3
941;274 Non-ferrometaalindustrie;2005;55.8;0.7;5.4;1.5;0.8;1.4;37.2;8.8;54.9;0.8;0.0;0.5;2.7
942;274 Non-ferrometaalindustrie;2006;67.9;0.0;5.0;0.4;0.9;1.6;56.1;3.9;65.2;2.7;0.2;1.0;4.8
943;274 Non-ferrometaalindustrie;2007;;;;;;;;;;;;;
944;274 Non-ferrometaalindustrie;2008;76.0;0.0;13.8;0.1;1.5;1.4;56.4;2.8;75.9;0.1;;;0.4
945;2744 Koperindustrie;2000;;;;;;;;;;;;;
946;2744 Koperindustrie;2001;;;;;;;;;;;;;
947;2744 Koperindustrie;2002;;;;;;;;;;;;;
948;2744 Koperindustrie;2003;;;;;;;;;;;;;
949;2744 Koperindustrie;2004;;;;;;;;;;;;;
950;2744 Koperindustrie;2005;;;;;;;;;;;;;
951;2744 Koperindustrie;2006;;;;;;;;;;;;;
952;2744 Koperindustrie;2007;;;;;;;;;;;;;
953;2744 Koperindustrie;2008;;;;;;;;;;;;;
954;275 Metaalgieterijen;2000;32.4;0.0;8.4;0.1;0.6;1.2;20.8;1.3;31.4;1.0;5.0;1.3;0.8
955;275 Metaalgieterijen;2001;34.5;0.0;4.6;0.0;0.6;1.3;26.8;1.2;34.2;0.3;8.8;1.2;5.9
