ID;BedrijfstakkenBranchesSBI2008;KenmerkenBedrijfsbestelautoS;Perioden;BedrijfsbestelautoS_1
3949;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: tot 2 000 kg;2014;1590
3950;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: tot 2 000 kg;2015;1534
3951;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: tot 2 000 kg;2016;1537
3952;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: 2 000 tot 2 500 kg;2009;1273
3953;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: 2 000 tot 2 500 kg;2010;1468
3954;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: 2 000 tot 2 500 kg;2011;1511
3955;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: 2 000 tot 2 500 kg;2012;1569
3956;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: 2 000 tot 2 500 kg;2013;1859
3957;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: 2 000 tot 2 500 kg;2014;1835
3958;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: 2 000 tot 2 500 kg;2015;2063
3959;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: 2 000 tot 2 500 kg;2016;2217
3960;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: 2 500 tot 3 000 kg;2009;3261
3961;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: 2 500 tot 3 000 kg;2010;3176
3962;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: 2 500 tot 3 000 kg;2011;2987
3963;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: 2 500 tot 3 000 kg;2012;2949
3964;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: 2 500 tot 3 000 kg;2013;2948
3965;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: 2 500 tot 3 000 kg;2014;2365
3966;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: 2 500 tot 3 000 kg;2015;2746
3967;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: 2 500 tot 3 000 kg;2016;2902
3968;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: 3 000 tot 3 500 kg;2009;3075
3969;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: 3 000 tot 3 500 kg;2010;3345
3970;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: 3 000 tot 3 500 kg;2011;3678
3971;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: 3 000 tot 3 500 kg;2012;3798
3972;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: 3 000 tot 3 500 kg;2013;4046
3973;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: 3 000 tot 3 500 kg;2014;3773
3974;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: 3 000 tot 3 500 kg;2015;3975
3975;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: 3 000 tot 3 500 kg;2016;4202
3976;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: onbekend;2009;3
3977;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: onbekend;2010;2
3978;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: onbekend;2011;3
3979;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: onbekend;2012;3
3980;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: onbekend;2013;3
3981;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: onbekend;2014;4
3982;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: onbekend;2015;3
3983;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: onbekend;2016;3
3984;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 0 tot 175 cm;2009;2584
3985;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 0 tot 175 cm;2010;2606
3986;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 0 tot 175 cm;2011;2242
3987;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 0 tot 175 cm;2012;2020
3988;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 0 tot 175 cm;2013;1834
3989;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 0 tot 175 cm;2014;1500
3990;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 0 tot 175 cm;2015;1460
3991;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 0 tot 175 cm;2016;1314
3992;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 175 tot 185 cm;2009;1985
3993;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 175 tot 185 cm;2010;2159
3994;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 175 tot 185 cm;2011;2209
3995;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 175 tot 185 cm;2012;2336
3996;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 175 tot 185 cm;2013;2646
3997;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 175 tot 185 cm;2014;2544
3998;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 175 tot 185 cm;2015;2879
3999;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 175 tot 185 cm;2016;3058
4000;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 185 tot 195 cm;2009;1756
4001;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 185 tot 195 cm;2010;1915
4002;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 185 tot 195 cm;2011;1971
4003;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 185 tot 195 cm;2012;2045
4004;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 185 tot 195 cm;2013;2116
4005;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 185 tot 195 cm;2014;1725
4006;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 185 tot 195 cm;2015;2195
4007;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 185 tot 195 cm;2016;2515
4008;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 195 tot 205 cm;2009;1680
4009;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 195 tot 205 cm;2010;1684
4010;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 195 tot 205 cm;2011;1782
4011;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 195 tot 205 cm;2012;1802
4012;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 195 tot 205 cm;2013;1787
4013;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 195 tot 205 cm;2014;1617
4014;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 195 tot 205 cm;2015;1768
4015;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 195 tot 205 cm;2016;1770
4016;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 205 cm of meer;2009;1309
4017;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 205 cm of meer;2010;1452
4018;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 205 cm of meer;2011;1595
4019;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 205 cm of meer;2012;1682
4020;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 205 cm of meer;2013;1897
4021;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 205 cm of meer;2014;1873
4022;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 205 cm of meer;2015;2017
4023;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: 205 cm of meer;2016;2202
4024;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: onbekend;2009;306
4025;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: onbekend;2010;349
4026;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: onbekend;2011;367
4027;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: onbekend;2012;323
4028;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: onbekend;2013;433
4029;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: onbekend;2014;308
4030;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: onbekend;2015;2
4031;O Openbaar bestuur en overheidsdiensten;Voertuigbreedte: onbekend;2016;2
4032;P Onderwijs;Totaal;2009;5384
4033;P Onderwijs;Totaal;2010;5411
4034;P Onderwijs;Totaal;2011;5434
4035;P Onderwijs;Totaal;2012;5484
4036;P Onderwijs;Totaal;2013;5708
4037;P Onderwijs;Totaal;2014;5873
4038;P Onderwijs;Totaal;2015;6151
4039;P Onderwijs;Totaal;2016;6307
4040;P Onderwijs;Brandstofsoort: benzine;2009;332
4041;P Onderwijs;Brandstofsoort: benzine;2010;281
4042;P Onderwijs;Brandstofsoort: benzine;2011;266
4043;P Onderwijs;Brandstofsoort: benzine;2012;220
4044;P Onderwijs;Brandstofsoort: benzine;2013;236
4045;P Onderwijs;Brandstofsoort: benzine;2014;230
4046;P Onderwijs;Brandstofsoort: benzine;2015;226
4047;P Onderwijs;Brandstofsoort: benzine;2016;231
4048;P Onderwijs;Brandstofsoort: diesel;2009;4916
4049;P Onderwijs;Brandstofsoort: diesel;2010;4994
4050;P Onderwijs;Brandstofsoort: diesel;2011;5030
4051;P Onderwijs;Brandstofsoort: diesel;2012;5110
4052;P Onderwijs;Brandstofsoort: diesel;2013;5301
4053;P Onderwijs;Brandstofsoort: diesel;2014;5479
4054;P Onderwijs;Brandstofsoort: diesel;2015;5758
4055;P Onderwijs;Brandstofsoort: diesel;2016;5882
4056;P Onderwijs;Brandstofsoort: overige;2009;136
4057;P Onderwijs;Brandstofsoort: overige;2010;136
4058;P Onderwijs;Brandstofsoort: overige;2011;138
4059;P Onderwijs;Brandstofsoort: overige;2012;154
4060;P Onderwijs;Brandstofsoort: overige;2013;171
4061;P Onderwijs;Brandstofsoort: overige;2014;164
4062;P Onderwijs;Brandstofsoort: overige;2015;167
4063;P Onderwijs;Brandstofsoort: overige;2016;194
4064;P Onderwijs;Leeftijd: 0 tot 4 jaar;2009;1327
4065;P Onderwijs;Leeftijd: 0 tot 4 jaar;2010;1263
4066;P Onderwijs;Leeftijd: 0 tot 4 jaar;2011;1109
4067;P Onderwijs;Leeftijd: 0 tot 4 jaar;2012;902
4068;P Onderwijs;Leeftijd: 0 tot 4 jaar;2013;937
4069;P Onderwijs;Leeftijd: 0 tot 4 jaar;2014;920
4070;P Onderwijs;Leeftijd: 0 tot 4 jaar;2015;1023
4071;P Onderwijs;Leeftijd: 0 tot 4 jaar;2016;1065
4072;P Onderwijs;Leeftijd: 4 tot 10 jaar;2009;2486
4073;P Onderwijs;Leeftijd: 4 tot 10 jaar;2010;2316
4074;P Onderwijs;Leeftijd: 4 tot 10 jaar;2011;2309
4075;P Onderwijs;Leeftijd: 4 tot 10 jaar;2012;2428
4076;P Onderwijs;Leeftijd: 4 tot 10 jaar;2013;2326
4077;P Onderwijs;Leeftijd: 4 tot 10 jaar;2014;2100
4078;P Onderwijs;Leeftijd: 4 tot 10 jaar;2015;2080
4079;P Onderwijs;Leeftijd: 4 tot 10 jaar;2016;2109
4080;P Onderwijs;Leeftijd: 10 jaar of ouder;2009;1571
4081;P Onderwijs;Leeftijd: 10 jaar of ouder;2010;1832
4082;P Onderwijs;Leeftijd: 10 jaar of ouder;2011;2016
4083;P Onderwijs;Leeftijd: 10 jaar of ouder;2012;2154
4084;P Onderwijs;Leeftijd: 10 jaar of ouder;2013;2445
4085;P Onderwijs;Leeftijd: 10 jaar of ouder;2014;2853
4086;P Onderwijs;Leeftijd: 10 jaar of ouder;2015;3048
4087;P Onderwijs;Leeftijd: 10 jaar of ouder;2016;3133
4088;P Onderwijs;Leeftijd: onbekend;2009;0
4089;P Onderwijs;Leeftijd: onbekend;2010;0
4090;P Onderwijs;Leeftijd: onbekend;2011;0
4091;P Onderwijs;Leeftijd: onbekend;2012;0
4092;P Onderwijs;Leeftijd: onbekend;2013;0
4093;P Onderwijs;Leeftijd: onbekend;2014;0
4094;P Onderwijs;Leeftijd: onbekend;2015;0
4095;P Onderwijs;Leeftijd: onbekend;2016;0
4096;P Onderwijs;Laadvermogen: minder dan 600 kg;2009;884
4097;P Onderwijs;Laadvermogen: minder dan 600 kg;2010;918
4098;P Onderwijs;Laadvermogen: minder dan 600 kg;2011;921
4099;P Onderwijs;Laadvermogen: minder dan 600 kg;2012;953
4100;P Onderwijs;Laadvermogen: minder dan 600 kg;2013;931
4101;P Onderwijs;Laadvermogen: minder dan 600 kg;2014;950
4102;P Onderwijs;Laadvermogen: minder dan 600 kg;2015;960
4103;P Onderwijs;Laadvermogen: minder dan 600 kg;2016;967
4104;P Onderwijs;Laadvermogen: 600 tot 1 000 kg;2009;3073
4105;P Onderwijs;Laadvermogen: 600 tot 1 000 kg;2010;3089
4106;P Onderwijs;Laadvermogen: 600 tot 1 000 kg;2011;3159
4107;P Onderwijs;Laadvermogen: 600 tot 1 000 kg;2012;3176
4108;P Onderwijs;Laadvermogen: 600 tot 1 000 kg;2013;3300
4109;P Onderwijs;Laadvermogen: 600 tot 1 000 kg;2014;3390
4110;P Onderwijs;Laadvermogen: 600 tot 1 000 kg;2015;3597
4111;P Onderwijs;Laadvermogen: 600 tot 1 000 kg;2016;3713
4112;P Onderwijs;Laadvermogen: 1 000 tot 1 500 kg;2009;1293
4113;P Onderwijs;Laadvermogen: 1 000 tot 1 500 kg;2010;1284
4114;P Onderwijs;Laadvermogen: 1 000 tot 1 500 kg;2011;1251
4115;P Onderwijs;Laadvermogen: 1 000 tot 1 500 kg;2012;1246
4116;P Onderwijs;Laadvermogen: 1 000 tot 1 500 kg;2013;1370
4117;P Onderwijs;Laadvermogen: 1 000 tot 1 500 kg;2014;1415
4118;P Onderwijs;Laadvermogen: 1 000 tot 1 500 kg;2015;1472
4119;P Onderwijs;Laadvermogen: 1 000 tot 1 500 kg;2016;1496
4120;P Onderwijs;Laadvermogen: 1 500 kg of meer;2009;133
4121;P Onderwijs;Laadvermogen: 1 500 kg of meer;2010;119
4122;P Onderwijs;Laadvermogen: 1 500 kg of meer;2011;102
4123;P Onderwijs;Laadvermogen: 1 500 kg of meer;2012;108
4124;P Onderwijs;Laadvermogen: 1 500 kg of meer;2013;106
4125;P Onderwijs;Laadvermogen: 1 500 kg of meer;2014;117
4126;P Onderwijs;Laadvermogen: 1 500 kg of meer;2015;121
4127;P Onderwijs;Laadvermogen: 1 500 kg of meer;2016;129
4128;P Onderwijs;Laadvermogen: onbekend;2009;1
4129;P Onderwijs;Laadvermogen: onbekend;2010;1
4130;P Onderwijs;Laadvermogen: onbekend;2011;1
4131;P Onderwijs;Laadvermogen: onbekend;2012;1
4132;P Onderwijs;Laadvermogen: onbekend;2013;1
4133;P Onderwijs;Laadvermogen: onbekend;2014;1
4134;P Onderwijs;Laadvermogen: onbekend;2015;1
4135;P Onderwijs;Laadvermogen: onbekend;2016;2
4136;P Onderwijs;Gewicht volle wagen: tot 2 000 kg;2009;1636
4137;P Onderwijs;Gewicht volle wagen: tot 2 000 kg;2010;1617
4138;P Onderwijs;Gewicht volle wagen: tot 2 000 kg;2011;1602
4139;P Onderwijs;Gewicht volle wagen: tot 2 000 kg;2012;1615
4140;P Onderwijs;Gewicht volle wagen: tot 2 000 kg;2013;1605
4141;P Onderwijs;Gewicht volle wagen: tot 2 000 kg;2014;1627
4142;P Onderwijs;Gewicht volle wagen: tot 2 000 kg;2015;1694
4143;P Onderwijs;Gewicht volle wagen: tot 2 000 kg;2016;1714
4144;P Onderwijs;Gewicht volle wagen: 2 000 tot 2 500 kg;2009;884
4145;P Onderwijs;Gewicht volle wagen: 2 000 tot 2 500 kg;2010;964
4146;P Onderwijs;Gewicht volle wagen: 2 000 tot 2 500 kg;2011;919
4147;P Onderwijs;Gewicht volle wagen: 2 000 tot 2 500 kg;2012;962
4148;P Onderwijs;Gewicht volle wagen: 2 000 tot 2 500 kg;2013;997
4149;P Onderwijs;Gewicht volle wagen: 2 000 tot 2 500 kg;2014;1062
4150;P Onderwijs;Gewicht volle wagen: 2 000 tot 2 500 kg;2015;1133
4151;P Onderwijs;Gewicht volle wagen: 2 000 tot 2 500 kg;2016;1192
4152;P Onderwijs;Gewicht volle wagen: 2 500 tot 3 000 kg;2009;1984
4153;P Onderwijs;Gewicht volle wagen: 2 500 tot 3 000 kg;2010;1979
4154;P Onderwijs;Gewicht volle wagen: 2 500 tot 3 000 kg;2011;2003
4155;P Onderwijs;Gewicht volle wagen: 2 500 tot 3 000 kg;2012;2001
4156;P Onderwijs;Gewicht volle wagen: 2 500 tot 3 000 kg;2013;2104
4157;P Onderwijs;Gewicht volle wagen: 2 500 tot 3 000 kg;2014;2125
4158;P Onderwijs;Gewicht volle wagen: 2 500 tot 3 000 kg;2015;2187
4159;P Onderwijs;Gewicht volle wagen: 2 500 tot 3 000 kg;2016;2275
4160;P Onderwijs;Gewicht volle wagen: 3 000 tot 3 500 kg;2009;879
4161;P Onderwijs;Gewicht volle wagen: 3 000 tot 3 500 kg;2010;850
4162;P Onderwijs;Gewicht volle wagen: 3 000 tot 3 500 kg;2011;909
4163;P Onderwijs;Gewicht volle wagen: 3 000 tot 3 500 kg;2012;905
4164;P Onderwijs;Gewicht volle wagen: 3 000 tot 3 500 kg;2013;1001
4165;P Onderwijs;Gewicht volle wagen: 3 000 tot 3 500 kg;2014;1058
4166;P Onderwijs;Gewicht volle wagen: 3 000 tot 3 500 kg;2015;1136
4167;P Onderwijs;Gewicht volle wagen: 3 000 tot 3 500 kg;2016;1124
4168;P Onderwijs;Gewicht volle wagen: onbekend;2009;1
4169;P Onderwijs;Gewicht volle wagen: onbekend;2010;1
4170;P Onderwijs;Gewicht volle wagen: onbekend;2011;1
4171;P Onderwijs;Gewicht volle wagen: onbekend;2012;1
4172;P Onderwijs;Gewicht volle wagen: onbekend;2013;1
4173;P Onderwijs;Gewicht volle wagen: onbekend;2014;1
4174;P Onderwijs;Gewicht volle wagen: onbekend;2015;1
4175;P Onderwijs;Gewicht volle wagen: onbekend;2016;2
4176;P Onderwijs;Voertuigbreedte: 0 tot 175 cm;2009;1711
4177;P Onderwijs;Voertuigbreedte: 0 tot 175 cm;2010;1579
4178;P Onderwijs;Voertuigbreedte: 0 tot 175 cm;2011;1508
4179;P Onderwijs;Voertuigbreedte: 0 tot 175 cm;2012;1493
4180;P Onderwijs;Voertuigbreedte: 0 tot 175 cm;2013;1435
4181;P Onderwijs;Voertuigbreedte: 0 tot 175 cm;2014;1389
4182;P Onderwijs;Voertuigbreedte: 0 tot 175 cm;2015;1444
4183;P Onderwijs;Voertuigbreedte: 0 tot 175 cm;2016;1431
4184;P Onderwijs;Voertuigbreedte: 175 tot 185 cm;2009;1316
4185;P Onderwijs;Voertuigbreedte: 175 tot 185 cm;2010;1382
4186;P Onderwijs;Voertuigbreedte: 175 tot 185 cm;2011;1347
4187;P Onderwijs;Voertuigbreedte: 175 tot 185 cm;2012;1349
4188;P Onderwijs;Voertuigbreedte: 175 tot 185 cm;2013;1421
4189;P Onderwijs;Voertuigbreedte: 175 tot 185 cm;2014;1536
4190;P Onderwijs;Voertuigbreedte: 175 tot 185 cm;2015;1759
4191;P Onderwijs;Voertuigbreedte: 175 tot 185 cm;2016;1824
4192;P Onderwijs;Voertuigbreedte: 185 tot 195 cm;2009;1386
4193;P Onderwijs;Voertuigbreedte: 185 tot 195 cm;2010;1508
4194;P Onderwijs;Voertuigbreedte: 185 tot 195 cm;2011;1554
4195;P Onderwijs;Voertuigbreedte: 185 tot 195 cm;2012;1622
4196;P Onderwijs;Voertuigbreedte: 185 tot 195 cm;2013;1752
4197;P Onderwijs;Voertuigbreedte: 185 tot 195 cm;2014;1830
4198;P Onderwijs;Voertuigbreedte: 185 tot 195 cm;2015;1953
4199;P Onderwijs;Voertuigbreedte: 185 tot 195 cm;2016;2009
4200;P Onderwijs;Voertuigbreedte: 195 tot 205 cm;2009;527
4201;P Onderwijs;Voertuigbreedte: 195 tot 205 cm;2010;483
4202;P Onderwijs;Voertuigbreedte: 195 tot 205 cm;2011;457
4203;P Onderwijs;Voertuigbreedte: 195 tot 205 cm;2012;478
4204;P Onderwijs;Voertuigbreedte: 195 tot 205 cm;2013;522
4205;P Onderwijs;Voertuigbreedte: 195 tot 205 cm;2014;549
4206;P Onderwijs;Voertuigbreedte: 195 tot 205 cm;2015;661
4207;P Onderwijs;Voertuigbreedte: 195 tot 205 cm;2016;692
4208;P Onderwijs;Voertuigbreedte: 205 cm of meer;2009;224
4209;P Onderwijs;Voertuigbreedte: 205 cm of meer;2010;179
4210;P Onderwijs;Voertuigbreedte: 205 cm of meer;2011;250
4211;P Onderwijs;Voertuigbreedte: 205 cm of meer;2012;235
4212;P Onderwijs;Voertuigbreedte: 205 cm of meer;2013;265
4213;P Onderwijs;Voertuigbreedte: 205 cm of meer;2014;275
4214;P Onderwijs;Voertuigbreedte: 205 cm of meer;2015;334
4215;P Onderwijs;Voertuigbreedte: 205 cm of meer;2016;351
4216;P Onderwijs;Voertuigbreedte: onbekend;2009;220
4217;P Onderwijs;Voertuigbreedte: onbekend;2010;280
4218;P Onderwijs;Voertuigbreedte: onbekend;2011;318
4219;P Onderwijs;Voertuigbreedte: onbekend;2012;307
4220;P Onderwijs;Voertuigbreedte: onbekend;2013;313
4221;P Onderwijs;Voertuigbreedte: onbekend;2014;294
4222;P Onderwijs;Voertuigbreedte: onbekend;2015;0
4223;P Onderwijs;Voertuigbreedte: onbekend;2016;0
4224;Q Gezondheids- en welzijnszorg;Totaal;2009;9010
4225;Q Gezondheids- en welzijnszorg;Totaal;2010;9456
4226;Q Gezondheids- en welzijnszorg;Totaal;2011;9495
4227;Q Gezondheids- en welzijnszorg;Totaal;2012;9576
4228;Q Gezondheids- en welzijnszorg;Totaal;2013;9524
4229;Q Gezondheids- en welzijnszorg;Totaal;2014;9702
4230;Q Gezondheids- en welzijnszorg;Totaal;2015;9573
4231;Q Gezondheids- en welzijnszorg;Totaal;2016;9823
4232;Q Gezondheids- en welzijnszorg;Brandstofsoort: benzine;2009;500
4233;Q Gezondheids- en welzijnszorg;Brandstofsoort: benzine;2010;482
4234;Q Gezondheids- en welzijnszorg;Brandstofsoort: benzine;2011;499
4235;Q Gezondheids- en welzijnszorg;Brandstofsoort: benzine;2012;449
4236;Q Gezondheids- en welzijnszorg;Brandstofsoort: benzine;2013;462
4237;Q Gezondheids- en welzijnszorg;Brandstofsoort: benzine;2014;502
4238;Q Gezondheids- en welzijnszorg;Brandstofsoort: benzine;2015;456
4239;Q Gezondheids- en welzijnszorg;Brandstofsoort: benzine;2016;426
4240;Q Gezondheids- en welzijnszorg;Brandstofsoort: diesel;2009;8355
4241;Q Gezondheids- en welzijnszorg;Brandstofsoort: diesel;2010;8819
4242;Q Gezondheids- en welzijnszorg;Brandstofsoort: diesel;2011;8833
4243;Q Gezondheids- en welzijnszorg;Brandstofsoort: diesel;2012;8934
4244;Q Gezondheids- en welzijnszorg;Brandstofsoort: diesel;2013;8863
4245;Q Gezondheids- en welzijnszorg;Brandstofsoort: diesel;2014;8978
4246;Q Gezondheids- en welzijnszorg;Brandstofsoort: diesel;2015;8904
4247;Q Gezondheids- en welzijnszorg;Brandstofsoort: diesel;2016;9170
4248;Q Gezondheids- en welzijnszorg;Brandstofsoort: overige;2009;155
