ID;Perioden;BenzineEuro95_1;Diesel_2;Lpg_3
2119;2011 vrijdag 21 oktober;1.644;1.374;0.679
2120;2011 zaterdag 22 oktober;1.635;1.378;0.676
2121;2011 zondag 23 oktober;1.634;1.378;0.674
2122;2011 maandag 24 oktober;1.635;1.379;0.672
2123;2011 dinsdag 25 oktober;1.633;1.381;0.675
2124;2011 woensdag 26 oktober;1.631;1.382;0.672
2125;2011 donderdag 27 oktober;1.63;1.381;0.673
2126;2011 vrijdag 28 oktober;1.631;1.382;0.672
2127;2011 zaterdag 29 oktober;1.63;1.381;0.676
2128;2011 zondag 30 oktober;1.629;1.381;0.668
2129;2011 maandag 31 oktober;1.63;1.382;0.674
2130;2011 dinsdag 1 november;1.623;1.381;0.671
2131;2011 woensdag 2 november;1.621;1.381;0.666
2132;2011 donderdag 3 november;1.62;1.384;0.67
2133;2011 vrijdag 4 november;1.621;1.384;0.671
2134;2011 zaterdag 5 november;1.621;1.383;0.667
2135;2011 zondag 6 november;1.621;1.382;0.665
2136;2011 maandag 7 november;1.621;1.384;0.668
2137;2011 dinsdag 8 november;1.627;1.389;0.666
2138;2011 woensdag 9 november;1.632;1.394;0.668
2139;2011 donderdag 10 november;1.633;1.394;0.666
2140;2011 vrijdag 11 november;1.633;1.397;0.668
2141;2011 zaterdag 12 november;1.629;1.403;0.664
2142;2011 zondag 13 november;1.629;1.402;0.662
2143;2011 maandag 14 november;1.63;1.404;0.672
2144;2011 dinsdag 15 november;1.625;1.404;0.67
2145;2011 woensdag 16 november;1.621;1.407;0.678
2146;2011 donderdag 17 november;1.619;1.407;0.678
2147;2011 vrijdag 18 november;1.621;1.407;0.677
2148;2011 zaterdag 19 november;1.614;1.4;0.682
2149;2011 zondag 20 november;1.613;1.401;0.668
2150;2011 maandag 21 november;1.614;1.401;0.679
2151;2011 dinsdag 22 november;1.611;1.4;0.681
2152;2011 woensdag 23 november;1.605;1.391;0.674
2153;2011 donderdag 24 november;1.602;1.389;0.672
2154;2011 vrijdag 25 november;1.604;1.388;0.673
2155;2011 zaterdag 26 november;1.603;1.387;0.675
2156;2011 zondag 27 november;1.602;1.387;0.679
2157;2011 maandag 28 november;1.604;1.388;0.675
2158;2011 dinsdag 29 november;1.604;1.388;0.673
2159;2011 woensdag 30 november;1.604;1.389;0.67
2160;2011 donderdag 1 december;1.607;1.391;0.673
2161;2011 vrijdag 2 december;1.606;1.391;0.672
2162;2011 zaterdag 3 december;1.606;1.387;0.673
2163;2011 zondag 4 december;1.605;1.387;0.672
2164;2011 maandag 5 december;1.607;1.388;0.674
2165;2011 dinsdag 6 december;1.615;1.389;0.673
2166;2011 woensdag 7 december;1.618;1.389;0.673
2167;2011 donderdag 8 december;1.619;1.388;0.676
2168;2011 vrijdag 9 december;1.619;1.388;0.672
2169;2011 zaterdag 10 december;1.617;1.379;0.669
2170;2011 zondag 11 december;1.616;1.378;0.667
2171;2011 maandag 12 december;1.617;1.379;0.671
2172;2011 dinsdag 13 december;1.618;1.378;0.672
2173;2011 woensdag 14 december;1.619;1.378;0.671
2174;2011 donderdag 15 december;1.623;1.378;0.672
2175;2011 vrijdag 16 december;1.624;1.379;0.674
2176;2011 zaterdag 17 december;1.623;1.375;0.673
2177;2011 zondag 18 december;1.622;1.375;0.669
2178;2011 maandag 19 december;1.623;1.375;0.682
2179;2011 dinsdag 20 december;1.623;1.372;0.676
2180;2011 woensdag 21 december;1.623;1.37;0.677
2181;2011 donderdag 22 december;1.624;1.37;0.681
2182;2011 vrijdag 23 december;1.629;1.372;0.683
2183;2011 zaterdag 24 december;1.631;1.375;0.679
2184;2011 zondag 25 december;1.63;1.374;0.681
2185;2011 maandag 26 december;1.631;1.375;0.686
2186;2011 dinsdag 27 december;1.633;1.376;0.685
2187;2011 woensdag 28 december;1.632;1.376;0.683
2188;2011 donderdag 29 december;1.635;1.378;0.685
2189;2011 vrijdag 30 december;1.643;1.383;0.684
2190;2011 zaterdag 31 december;1.651;1.386;0.692
2191;2012 zondag 1 januari;1.651;1.386;0.704
2192;2012 maandag 2 januari;1.653;1.388;0.704
2193;2012 dinsdag 3 januari;1.657;1.391;0.705
2194;2012 woensdag 4 januari;1.663;1.394;0.709
2195;2012 donderdag 5 januari;1.671;1.402;0.708
2196;2012 vrijdag 6 januari;1.683;1.414;0.714
2197;2012 zaterdag 7 januari;1.69;1.419;0.714
2198;2012 zondag 8 januari;1.69;1.419;0.707
2199;2012 maandag 9 januari;1.691;1.42;0.718
2200;2012 dinsdag 10 januari;1.692;1.424;0.723
2201;2012 woensdag 11 januari;1.693;1.431;0.728
2202;2012 donderdag 12 januari;1.696;1.438;0.726
2203;2012 vrijdag 13 januari;1.696;1.44;0.736
2204;2012 zaterdag 14 januari;1.695;1.437;0.727
2205;2012 zondag 15 januari;1.695;1.437;0.732
2206;2012 maandag 16 januari;1.697;1.439;0.734
2207;2012 dinsdag 17 januari;1.696;1.439;0.735
2208;2012 woensdag 18 januari;1.696;1.438;0.74
2209;2012 donderdag 19 januari;1.697;1.437;0.74
2210;2012 vrijdag 20 januari;1.697;1.437;0.741
2211;2012 zaterdag 21 januari;1.696;1.43;0.739
2212;2012 zondag 22 januari;1.695;1.43;0.745
2213;2012 maandag 23 januari;1.696;1.432;0.741
2214;2012 dinsdag 24 januari;1.691;1.427;0.744
2215;2012 woensdag 25 januari;1.692;1.422;0.742
2216;2012 donderdag 26 januari;1.692;1.417;0.743
2217;2012 vrijdag 27 januari;1.693;1.416;0.744
2218;2012 zaterdag 28 januari;1.692;1.414;0.748
2219;2012 zondag 29 januari;1.692;1.414;0.745
2220;2012 maandag 30 januari;1.694;1.415;0.744
2221;2012 dinsdag 31 januari;1.695;1.414;0.742
2222;2012 woensdag 1 februari;1.696;1.414;0.743
2223;2012 donderdag 2 februari;1.698;1.415;0.746
2224;2012 vrijdag 3 februari;1.698;1.415;0.754
2225;2012 zaterdag 4 februari;1.698;1.414;0.758
2226;2012 zondag 5 februari;1.699;1.414;0.758
2227;2012 maandag 6 februari;1.7;1.415;0.758
2228;2012 dinsdag 7 februari;1.705;1.42;0.765
2229;2012 woensdag 8 februari;1.709;1.425;0.771
2230;2012 donderdag 9 februari;1.709;1.425;0.772
2231;2012 vrijdag 10 februari;1.713;1.425;0.78
2232;2012 zaterdag 11 februari;1.712;1.424;0.782
2233;2012 zondag 12 februari;1.715;1.426;0.778
2234;2012 maandag 13 februari;1.716;1.428;0.787
2235;2012 dinsdag 14 februari;1.72;1.429;0.784
2236;2012 woensdag 15 februari;1.724;1.433;0.788
2237;2012 donderdag 16 februari;1.728;1.435;0.791
2238;2012 vrijdag 17 februari;1.732;1.44;0.797
2239;2012 zaterdag 18 februari;1.734;1.442;0.797
2240;2012 zondag 19 februari;1.735;1.442;0.797
2241;2012 maandag 20 februari;1.736;1.444;0.795
2242;2012 dinsdag 21 februari;1.74;1.444;0.808
2243;2012 woensdag 22 februari;1.74;1.445;0.807
2244;2012 donderdag 23 februari;1.741;1.448;0.812
2245;2012 vrijdag 24 februari;1.743;1.447;0.81
2246;2012 zaterdag 25 februari;1.742;1.445;0.812
2247;2012 zondag 26 februari;1.742;1.445;0.815
2248;2012 maandag 27 februari;1.743;1.447;0.814
2249;2012 dinsdag 28 februari;1.743;1.447;0.813
2250;2012 woensdag 29 februari;1.745;1.447;0.815
2251;2012 donderdag 1 maart;1.742;1.446;0.814
2252;2012 vrijdag 2 maart;1.743;1.447;0.811
2253;2012 zaterdag 3 maart;1.751;1.446;0.814
2254;2012 zondag 4 maart;1.75;1.445;0.818
2255;2012 maandag 5 maart;1.751;1.447;0.818
2256;2012 dinsdag 6 maart;1.756;1.447;0.818
2257;2012 woensdag 7 maart;1.758;1.447;0.822
2258;2012 donderdag 8 maart;1.759;1.445;0.821
2259;2012 vrijdag 9 maart;1.767;1.448;0.826
2260;2012 zaterdag 10 maart;1.769;1.45;0.823
2261;2012 zondag 11 maart;1.769;1.449;0.825
2262;2012 maandag 12 maart;1.771;1.452;0.824
2263;2012 dinsdag 13 maart;1.776;1.454;0.831
2264;2012 woensdag 14 maart;1.779;1.455;0.832
2265;2012 donderdag 15 maart;1.782;1.459;0.831
2266;2012 vrijdag 16 maart;1.788;1.465;0.829
2267;2012 zaterdag 17 maart;1.785;1.463;0.83
2268;2012 zondag 18 maart;1.786;1.463;0.828
2269;2012 maandag 19 maart;1.788;1.465;0.83
2270;2012 dinsdag 20 maart;1.789;1.467;0.828
2271;2012 woensdag 21 maart;1.789;1.466;0.827
2272;2012 donderdag 22 maart;1.787;1.466;0.829
2273;2012 vrijdag 23 maart;1.788;1.466;0.824
2274;2012 zaterdag 24 maart;1.784;1.462;0.825
2275;2012 zondag 25 maart;1.785;1.463;0.826
2276;2012 maandag 26 maart;1.786;1.464;0.826
2277;2012 dinsdag 27 maart;1.79;1.464;0.816
2278;2012 woensdag 28 maart;1.794;1.464;0.817
2279;2012 donderdag 29 maart;1.793;1.461;0.81
2280;2012 vrijdag 30 maart;1.805;1.462;0.811
2281;2012 zaterdag 31 maart;1.809;1.458;0.806
2282;2012 zondag 1 april;1.81;1.458;0.806
2283;2012 maandag 2 april;1.812;1.459;0.809
2284;2012 dinsdag 3 april;1.811;1.459;0.81
2285;2012 woensdag 4 april;1.815;1.458;0.808
2286;2012 donderdag 5 april;1.821;1.457;0.808
2287;2012 vrijdag 6 april;1.824;1.458;0.806
2288;2012 zaterdag 7 april;1.823;1.456;0.799
2289;2012 zondag 8 april;1.823;1.456;0.802
2290;2012 maandag 9 april;1.823;1.456;0.803
2291;2012 dinsdag 10 april;1.824;1.457;0.806
2292;2012 woensdag 11 april;1.824;1.457;0.803
2293;2012 donderdag 12 april;1.818;1.455;0.802
2294;2012 vrijdag 13 april;1.818;1.456;0.801
2295;2012 zaterdag 14 april;1.817;1.455;0.802
2296;2012 zondag 15 april;1.815;1.455;0.805
2297;2012 maandag 16 april;1.818;1.457;0.799
2298;2012 dinsdag 17 april;1.818;1.457;0.803
2299;2012 woensdag 18 april;1.817;1.456;0.805
2300;2012 donderdag 19 april;1.811;1.451;0.802
2301;2012 vrijdag 20 april;1.807;1.449;0.795
2302;2012 zaterdag 21 april;1.8;1.445;0.791
2303;2012 zondag 22 april;1.8;1.445;0.797
2304;2012 maandag 23 april;1.8;1.447;0.794
2305;2012 dinsdag 24 april;1.795;1.446;0.789
2306;2012 woensdag 25 april;1.789;1.446;0.791
2307;2012 donderdag 26 april;1.786;1.444;0.785
2308;2012 vrijdag 27 april;1.788;1.446;0.786
2309;2012 zaterdag 28 april;1.785;1.445;0.787
2310;2012 zondag 29 april;1.783;1.445;0.791
2311;2012 maandag 30 april;1.784;1.444;0.788
2312;2012 dinsdag 1 mei;1.785;1.446;0.785
2313;2012 woensdag 2 mei;1.782;1.446;0.788
2314;2012 donderdag 3 mei;1.779;1.445;0.784
2315;2012 vrijdag 4 mei;1.778;1.446;0.786
2316;2012 zaterdag 5 mei;1.77;1.442;0.776
2317;2012 zondag 6 mei;1.77;1.442;0.78
2318;2012 maandag 7 mei;1.769;1.443;0.778
2319;2012 dinsdag 8 mei;1.767;1.439;0.773
2320;2012 woensdag 9 mei;1.763;1.434;0.768
2321;2012 donderdag 10 mei;1.759;1.429;0.765
2322;2012 vrijdag 11 mei;1.758;1.427;0.756
2323;2012 zaterdag 12 mei;1.755;1.425;0.755
2324;2012 zondag 13 mei;1.756;1.425;0.754
2325;2012 maandag 14 mei;1.756;1.426;0.756
2326;2012 dinsdag 15 mei;1.756;1.426;0.754
2327;2012 woensdag 16 mei;1.754;1.426;0.75
2328;2012 donderdag 17 mei;1.745;1.424;0.746
2329;2012 vrijdag 18 mei;1.746;1.425;0.749
2330;2012 zaterdag 19 mei;1.744;1.423;0.749
2331;2012 zondag 20 mei;1.743;1.423;0.752
2332;2012 maandag 21 mei;1.744;1.425;0.746
2333;2012 dinsdag 22 mei;1.738;1.423;0.746
2334;2012 woensdag 23 mei;1.738;1.422;0.738
2335;2012 donderdag 24 mei;1.738;1.418;0.732
2336;2012 vrijdag 25 mei;1.739;1.417;0.727
2337;2012 zaterdag 26 mei;1.74;1.415;0.73
2338;2012 zondag 27 mei;1.74;1.415;0.732
2339;2012 maandag 28 mei;1.741;1.415;0.728
2340;2012 dinsdag 29 mei;1.741;1.417;0.726
2341;2012 woensdag 30 mei;1.742;1.416;0.728
2342;2012 donderdag 31 mei;1.742;1.416;0.725
2343;2012 vrijdag 1 juni;1.742;1.416;0.727
2344;2012 zaterdag 2 juni;1.736;1.407;0.726
2345;2012 zondag 3 juni;1.736;1.408;0.724
2346;2012 maandag 4 juni;1.738;1.409;0.722
2347;2012 dinsdag 5 juni;1.734;1.403;0.72
2348;2012 woensdag 6 juni;1.731;1.4;0.718
2349;2012 donderdag 7 juni;1.729;1.397;0.714
2350;2012 vrijdag 8 juni;1.729;1.397;0.717
2351;2012 zaterdag 9 juni;1.722;1.391;0.715
2352;2012 zondag 10 juni;1.722;1.391;0.715
2353;2012 maandag 11 juni;1.723;1.392;0.712
2354;2012 dinsdag 12 juni;1.719;1.388;0.712
2355;2012 woensdag 13 juni;1.717;1.386;0.71
2356;2012 donderdag 14 juni;1.713;1.384;0.705
2357;2012 vrijdag 15 juni;1.711;1.381;0.707
2358;2012 zaterdag 16 juni;1.708;1.376;0.699
2359;2012 zondag 17 juni;1.707;1.375;0.701
2360;2012 maandag 18 juni;1.709;1.377;0.706
2361;2012 dinsdag 19 juni;1.708;1.376;0.705
2362;2012 woensdag 20 juni;1.708;1.374;0.701
2363;2012 donderdag 21 juni;1.707;1.371;0.697
2364;2012 vrijdag 22 juni;1.703;1.369;0.696
2365;2012 zaterdag 23 juni;1.697;1.366;0.692
2366;2012 zondag 24 juni;1.697;1.367;0.699
2367;2012 maandag 25 juni;1.698;1.367;0.688
2368;2012 dinsdag 26 juni;1.698;1.367;0.693
2369;2012 woensdag 27 juni;1.697;1.367;0.686
2370;2012 donderdag 28 juni;1.696;1.367;0.685
2371;2012 vrijdag 29 juni;1.697;1.367;0.681
2372;2012 zaterdag 30 juni;1.695;1.365;0.682
2373;2012 zondag 1 juli;1.696;1.366;0.678
2374;2012 maandag 2 juli;1.697;1.367;0.682
2375;2012 dinsdag 3 juli;1.697;1.367;0.681
2376;2012 woensdag 4 juli;1.699;1.371;0.677
2377;2012 donderdag 5 juli;1.703;1.375;0.675
2378;2012 vrijdag 6 juli;1.71;1.38;0.675
2379;2012 zaterdag 7 juli;1.716;1.385;0.679
2380;2012 zondag 8 juli;1.718;1.385;0.677
2381;2012 maandag 9 juli;1.718;1.387;0.677
2382;2012 dinsdag 10 juli;1.725;1.391;0.676
2383;2012 woensdag 11 juli;1.726;1.394;0.681
2384;2012 donderdag 12 juli;1.726;1.396;0.684
2385;2012 vrijdag 13 juli;1.726;1.397;0.686
2386;2012 zaterdag 14 juli;1.729;1.402;0.694
2387;2012 zondag 15 juli;1.729;1.402;0.688
2388;2012 maandag 16 juli;1.731;1.404;0.695
2389;2012 dinsdag 17 juli;1.737;1.408;0.692
2390;2012 woensdag 18 juli;1.742;1.415;0.695
2391;2012 donderdag 19 juli;1.743;1.419;0.699
2392;2012 vrijdag 20 juli;1.749;1.429;0.696
2393;2012 zaterdag 21 juli;1.752;1.434;0.698
2394;2012 zondag 22 juli;1.753;1.435;0.7
2395;2012 maandag 23 juli;1.754;1.437;0.701
2396;2012 dinsdag 24 juli;1.756;1.437;0.701
2397;2012 woensdag 25 juli;1.757;1.437;0.711
2398;2012 donderdag 26 juli;1.757;1.436;0.711
2399;2012 vrijdag 27 juli;1.757;1.438;0.712
2400;2012 zaterdag 28 juli;1.753;1.436;0.707
2401;2012 zondag 29 juli;1.753;1.436;0.714
2402;2012 maandag 30 juli;1.754;1.437;0.71
2403;2012 dinsdag 31 juli;1.753;1.437;0.714
2404;2012 woensdag 1 augustus;1.752;1.437;0.713
2405;2012 donderdag 2 augustus;1.75;1.436;0.713
2406;2012 vrijdag 3 augustus;1.749;1.437;0.715
2407;2012 zaterdag 4 augustus;1.752;1.435;0.714
2408;2012 zondag 5 augustus;1.752;1.435;0.712
2409;2012 maandag 6 augustus;1.753;1.437;0.712
2410;2012 dinsdag 7 augustus;1.753;1.437;0.716
2411;2012 woensdag 8 augustus;1.756;1.44;0.712
2412;2012 donderdag 9 augustus;1.76;1.445;0.714
2413;2012 vrijdag 10 augustus;1.766;1.451;0.716
2414;2012 zaterdag 11 augustus;1.768;1.45;0.723
2415;2012 zondag 12 augustus;1.768;1.45;0.721
2416;2012 maandag 13 augustus;1.77;1.452;0.725
2417;2012 dinsdag 14 augustus;1.777;1.454;0.731
2418;2012 woensdag 15 augustus;1.784;1.457;0.732
2419;2012 donderdag 16 augustus;1.787;1.459;0.736
2420;2012 vrijdag 17 augustus;1.797;1.466;0.735
2421;2012 zaterdag 18 augustus;1.799;1.469;0.742
2422;2012 zondag 19 augustus;1.799;1.469;0.737
2423;2012 maandag 20 augustus;1.801;1.47;0.743
2424;2012 dinsdag 21 augustus;1.805;1.474;0.753
2425;2012 woensdag 22 augustus;1.805;1.475;0.748
2426;2012 donderdag 23 augustus;1.805;1.475;0.753
2427;2012 vrijdag 24 augustus;1.806;1.475;0.755
2428;2012 zaterdag 25 augustus;1.806;1.473;0.755
2429;2012 zondag 26 augustus;1.807;1.473;0.755
2430;2012 maandag 27 augustus;1.808;1.475;0.752
2431;2012 dinsdag 28 augustus;1.809;1.476;0.756
2432;2012 woensdag 29 augustus;1.808;1.476;0.759
2433;2012 donderdag 30 augustus;1.808;1.476;0.752
2434;2012 vrijdag 31 augustus;1.809;1.476;0.754
2435;2012 zaterdag 1 september;1.809;1.475;0.755
2436;2012 zondag 2 september;1.809;1.474;0.76
2437;2012 maandag 3 september;1.81;1.476;0.757
2438;2012 dinsdag 4 september;1.815;1.476;0.755
2439;2012 woensdag 5 september;1.823;1.477;0.757
2440;2012 donderdag 6 september;1.824;1.476;0.759
2441;2012 vrijdag 7 september;1.826;1.478;0.767
2442;2012 zaterdag 8 september;1.825;1.478;0.778
2443;2012 zondag 9 september;1.825;1.478;0.771
2444;2012 maandag 10 september;1.826;1.479;0.776
2445;2012 dinsdag 11 september;1.826;1.477;0.784
2446;2012 woensdag 12 september;1.826;1.476;0.784
2447;2012 donderdag 13 september;1.825;1.475;0.787
2448;2012 vrijdag 14 september;1.827;1.476;0.787
2449;2012 zaterdag 15 september;1.824;1.473;0.791
2450;2012 zondag 16 september;1.825;1.473;0.786
2451;2012 maandag 17 september;1.825;1.475;0.791
2452;2012 dinsdag 18 september;1.823;1.474;0.797
2453;2012 woensdag 19 september;1.821;1.474;0.803
2454;2012 donderdag 20 september;1.817;1.472;0.804
2455;2012 vrijdag 21 september;1.815;1.472;0.802
2456;2012 zaterdag 22 september;1.812;1.471;0.804
2457;2012 zondag 23 september;1.812;1.471;0.799
2458;2012 maandag 24 september;1.813;1.472;0.799
2459;2012 dinsdag 25 september;1.813;1.472;0.803
2460;2012 woensdag 26 september;1.813;1.473;0.801
2461;2012 donderdag 27 september;1.809;1.469;0.795
2462;2012 vrijdag 28 september;1.808;1.468;0.793
2463;2012 zaterdag 29 september;1.806;1.467;0.792
2464;2012 zondag 30 september;1.806;1.467;0.793
2465;2012 maandag 1 oktober;1.824;1.483;0.8
2466;2012 dinsdag 2 oktober;1.83;1.487;0.804
2467;2012 woensdag 3 oktober;1.83;1.486;0.802
2468;2012 donderdag 4 oktober;1.827;1.484;0.807
2469;2012 vrijdag 5 oktober;1.827;1.485;0.803
2470;2012 zaterdag 6 oktober;1.825;1.484;0.805
2471;2012 zondag 7 oktober;1.826;1.484;0.806
2472;2012 maandag 8 oktober;1.827;1.486;0.806
2473;2012 dinsdag 9 oktober;1.827;1.486;0.801
2474;2012 woensdag 10 oktober;1.827;1.486;0.806
2475;2012 donderdag 11 oktober;1.826;1.493;0.804
2476;2012 vrijdag 12 oktober;1.827;1.496;0.806
2477;2012 zaterdag 13 oktober;1.826;1.498;0.8
2478;2012 zondag 14 oktober;1.826;1.499;0.801
2479;2012 maandag 15 oktober;1.827;1.5;0.802
2480;2012 dinsdag 16 oktober;1.823;1.501;0.801
2481;2012 woensdag 17 oktober;1.816;1.502;0.807
2482;2012 donderdag 18 oktober;1.812;1.5;0.801
2483;2012 vrijdag 19 oktober;1.809;1.497;0.804
2484;2012 zaterdag 20 oktober;1.804;1.494;0.798
2485;2012 zondag 21 oktober;1.805;1.494;0.796
2486;2012 maandag 22 oktober;1.806;1.496;0.803
2487;2012 dinsdag 23 oktober;1.798;1.493;0.8
2488;2012 woensdag 24 oktober;1.788;1.492;0.806
2489;2012 donderdag 25 oktober;1.783;1.489;0.798
2490;2012 vrijdag 26 oktober;1.781;1.489;0.803
2491;2012 zaterdag 27 oktober;1.774;1.484;0.8
2492;2012 zondag 28 oktober;1.774;1.485;0.806
2493;2012 maandag 29 oktober;1.775;1.486;0.8
2494;2012 dinsdag 30 oktober;1.774;1.486;0.802
2495;2012 woensdag 31 oktober;1.773;1.485;0.803
2496;2012 donderdag 1 november;1.772;1.483;0.803
2497;2012 vrijdag 2 november;1.774;1.485;0.8
2498;2012 zaterdag 3 november;1.772;1.481;0.8
2499;2012 zondag 4 november;1.772;1.482;0.804
2500;2012 maandag 5 november;1.773;1.483;0.801
2501;2012 dinsdag 6 november;1.773;1.483;0.806
2502;2012 woensdag 7 november;1.77;1.483;0.809
2503;2012 donderdag 8 november;1.766;1.48;0.812
2504;2012 vrijdag 9 november;1.766;1.479;0.812
2505;2012 zaterdag 10 november;1.764;1.475;0.811
2506;2012 zondag 11 november;1.764;1.475;0.806
2507;2012 maandag 12 november;1.765;1.477;0.809
2508;2012 dinsdag 13 november;1.765;1.475;0.81
2509;2012 woensdag 14 november;1.764;1.474;0.806
2510;2012 donderdag 15 november;1.761;1.472;0.812
2511;2012 vrijdag 16 november;1.763;1.473;0.81
2512;2012 zaterdag 17 november;1.759;1.471;0.804
2513;2012 zondag 18 november;1.76;1.471;0.814
2514;2012 maandag 19 november;1.761;1.473;0.81
2515;2012 dinsdag 20 november;1.761;1.475;0.811
2516;2012 woensdag 21 november;1.761;1.474;0.809
2517;2012 donderdag 22 november;1.759;1.472;0.812
2518;2012 vrijdag 23 november;1.76;1.474;0.809
2519;2012 zaterdag 24 november;1.758;1.472;0.811
2520;2012 zondag 25 november;1.759;1.472;0.807
2521;2012 maandag 26 november;1.759;1.474;0.809
2522;2012 dinsdag 27 november;1.758;1.474;0.816
2523;2012 woensdag 28 november;1.756;1.473;0.808
2524;2012 donderdag 29 november;1.755;1.471;0.809
2525;2012 vrijdag 30 november;1.757;1.472;0.811
2526;2012 zaterdag 1 december;1.755;1.468;0.815
2527;2012 zondag 2 december;1.754;1.468;0.812
2528;2012 maandag 3 december;1.755;1.47;0.811
2529;2012 dinsdag 4 december;1.755;1.468;0.809
2530;2012 woensdag 5 december;1.75;1.466;0.811
2531;2012 donderdag 6 december;1.746;1.463;0.807
2532;2012 vrijdag 7 december;1.743;1.46;0.812
2533;2012 zaterdag 8 december;1.736;1.452;0.812
2534;2012 zondag 9 december;1.737;1.452;0.811
2535;2012 maandag 10 december;1.737;1.454;0.813
2536;2012 dinsdag 11 december;1.736;1.449;0.812
2537;2012 woensdag 12 december;1.736;1.446;0.814
2538;2012 donderdag 13 december;1.734;1.445;0.812
2539;2012 vrijdag 14 december;1.733;1.447;0.811
2540;2012 zaterdag 15 december;1.728;1.443;0.81
2541;2012 zondag 16 december;1.728;1.443;0.811
2542;2012 maandag 17 december;1.729;1.445;0.813
2543;2012 dinsdag 18 december;1.727;1.445;0.806
2544;2012 woensdag 19 december;1.725;1.442;0.805
2545;2012 donderdag 20 december;1.721;1.437;0.805
2546;2012 vrijdag 21 december;1.722;1.437;0.802
2547;2012 zaterdag 22 december;1.716;1.434;0.803
2548;2012 zondag 23 december;1.716;1.434;0.807
2549;2012 maandag 24 december;1.717;1.436;0.803
2550;2012 dinsdag 25 december;1.714;1.434;0.798
2551;2012 woensdag 26 december;1.713;1.434;0.797
2552;2012 donderdag 27 december;1.711;1.433;0.801
2553;2012 vrijdag 28 december;1.713;1.434;0.793
2554;2012 zaterdag 29 december;1.712;1.433;0.8
2555;2012 zondag 30 december;1.713;1.433;0.798
2556;2012 maandag 31 december;1.713;1.435;0.798
2557;2013 dinsdag 1 januari;1.724;1.441;0.812
2558;2013 woensdag 2 januari;1.724;1.443;0.807
2559;2013 donderdag 3 januari;1.725;1.442;0.814
2560;2013 vrijdag 4 januari;1.733;1.444;0.799
2561;2013 zaterdag 5 januari;1.733;1.443;0.805
2562;2013 zondag 6 januari;1.733;1.443;0.808
2563;2013 maandag 7 januari;1.734;1.444;0.801
2564;2013 dinsdag 8 januari;1.738;1.445;0.792
2565;2013 woensdag 9 januari;1.742;1.449;0.795
2566;2013 donderdag 10 januari;1.742;1.449;0.791
2567;2013 vrijdag 11 januari;1.744;1.453;0.792
2568;2013 zaterdag 12 januari;1.743;1.452;0.791
2569;2013 zondag 13 januari;1.743;1.452;0.794
2570;2013 maandag 14 januari;1.744;1.455;0.788
2571;2013 dinsdag 15 januari;1.745;1.454;0.791
2572;2013 woensdag 16 januari;1.744;1.454;0.789
2573;2013 donderdag 17 januari;1.743;1.453;0.791
2574;2013 vrijdag 18 januari;1.744;1.453;0.786
2575;2013 zaterdag 19 januari;1.742;1.451;0.787
2576;2013 zondag 20 januari;1.742;1.452;0.791
2577;2013 maandag 21 januari;1.743;1.455;0.785
2578;2013 dinsdag 22 januari;1.743;1.454;0.784
2579;2013 woensdag 23 januari;1.744;1.455;0.786
2580;2013 donderdag 24 januari;1.743;1.453;0.788
2581;2013 vrijdag 25 januari;1.747;1.457;0.787
2582;2013 zaterdag 26 januari;1.751;1.456;0.789
2583;2013 zondag 27 januari;1.751;1.456;0.789
2584;2013 maandag 28 januari;1.753;1.458;0.786
2585;2013 dinsdag 29 januari;1.754;1.459;0.787
2586;2013 woensdag 30 januari;1.756;1.458;0.786
2587;2013 donderdag 31 januari;1.756;1.457;0.788
2588;2013 vrijdag 1 februari;1.761;1.461;0.781
2589;2013 zaterdag 2 februari;1.763;1.46;0.778
2590;2013 zondag 3 februari;1.764;1.46;0.779
2591;2013 maandag 4 februari;1.765;1.462;0.781
2592;2013 dinsdag 5 februari;1.765;1.463;0.778
