ID;Creditproviders;Periods;NewLoans_1;OutstandingContracts_2;CreditGranted_3;Interest_4;Repayments_5;OutstandingBalance_6;OutstandingBalanceExclInterest_7;OutstandingContracts_8;LimitsGranted_9;NewLimitsGranted_10;CreditGranted_11;Interest_12;Repayments_13;OutstandingBalance_14;LimitsGranted_15;NewLimitsGranted_16;OutstandingContracts_17;LimitsGranted_18;NewLimitsGranted_19;CreditGranted_20;Interest_21;Repayments_22;OutstandingBalance_23;LimitsGranted_24;NewLimitsGranted_25
1166;"Finance companies; car dealers";1998 September;3.0;92.0;24.0;4.0;27.0;555.0;498.0;;5;0;2;0;1;27;37;1;;;;;;;;;
1167;"Finance companies; car dealers";1998 October;4.0;92.0;28.0;4.0;32.0;555.0;497.0;;5;0;2;0;1;28;38;2;;;;;;;;;
1168;"Finance companies; car dealers";1998 November;4.0;93.0;30.0;4.0;26.0;562.0;504.0;;5;0;2;0;2;28;38;2;;;;;;;;;
1169;"Finance companies; car dealers";1998 December;3.0;92.0;24.0;3.0;40.0;549.0;491.0;;5;0;1;0;2;28;39;1;;;;;;;;;
1170;"Finance companies; car dealers";1999 January;7.0;93.0;44.0;4.0;46.0;552.0;496.0;;7;0;2;0;2;28;40;2;;;;;;;;;
1171;"Finance companies; car dealers";1999 February;5.0;95.0;38.0;5.0;32.0;563.0;506.0;;7;0;2;0;2;28;40;2;;;;;;;;;
1172;"Finance companies; car dealers";1999 March;6.0;96.0;40.0;5.0;40.0;568.0;510.0;;7;0;2;0;2;28;40;2;;;;;;;;;
1173;"Finance companies; car dealers";1999 April;6.0;97.0;43.0;5.0;37.0;579.0;518.0;;7;0;3;0;2;29;42;3;;;;;;;;;
1174;"Finance companies; car dealers";1999 May;5.0;99.0;34.0;5.0;29.0;589.0;527.0;;7;0;2;0;2;30;42;2;;;;;;;;;
1175;"Finance companies; car dealers";1999 June;5.0;102.0;39.0;4.0;31.0;601.0;538.0;;7;0;3;0;2;30;43;3;;;;;;;;;
1176;"Finance companies; car dealers";1999 July;5.0;101.0;35.0;5.0;38.0;603.0;539.0;;7;0;2;0;2;31;44;2;;;;;;;;;
1177;"Finance companies; car dealers";1999 August;4.0;103.0;27.0;5.0;29.0;605.0;542.0;;7;0;2;0;2;31;41;2;;;;;;;;;
1178;"Finance companies; car dealers";1999 September;4.0;103.0;30.0;4.0;30.0;609.0;545.0;;7;0;2;0;2;31;45;2;;;;;;;;;
1179;"Finance companies; car dealers";1999 October;5.0;105.0;38.0;4.0;32.0;620.0;554.0;;7;0;2;0;2;32;46;2;;;;;;;;;
1180;"Finance companies; car dealers";1999 November;5.0;107.0;41.0;4.0;28.0;638.0;571.0;;6;0;2;0;2;32;47;2;;;;;;;;;
1181;"Finance companies; car dealers";1999 December;4.0;108.0;30.0;4.0;46.0;626.0;560.0;;6;0;2;0;2;32;47;2;;;;;;;;;
1182;"Finance companies; car dealers";2000 January;5.0;107.0;35.0;7.0;39.0;629.0;559.0;;9;0;2;0;2;32;47;2;;;;;;;;;
1183;"Finance companies; car dealers";2000 February;4.0;105.0;38.0;7.0;43.0;630.0;558.0;;9;0;3;0;2;33;48;3;;;;;;;;;
1184;"Finance companies; car dealers";2000 March;5.0;108.0;37.0;7.0;37.0;637.0;563.0;;9;0;2;0;2;34;49;3;;;;;;;;;
1185;"Finance companies; car dealers";2000 April;4.0;108.0;32.0;6.0;29.0;646.0;570.0;;8;0;2;0;2;35;50;2;;;;;;;;;
1186;"Finance companies; car dealers";2000 May;5.0;111.0;39.0;6.0;26.0;665.0;585.0;;8;0;3;0;2;35;51;3;;;;;;;;;
1187;"Finance companies; car dealers";2000 June;5.0;112.0;37.0;4.0;31.0;675.0;594.0;;8;0;2;0;2;36;53;2;;;;;;;;;
1188;"Finance companies; car dealers";2000 July;5.0;114.0;36.0;4.0;30.0;685.0;602.0;;8;0;2;0;2;36;54;3;;;;;;;;;
1189;"Finance companies; car dealers";2000 August;4.0;115.0;31.0;5.0;32.0;689.0;605.0;;8;0;3;0;2;37;55;3;;;;;;;;;
1190;"Finance companies; car dealers";2000 September;4.0;116.0;30.0;4.0;31.0;692.0;607.0;;8;0;2;0;2;38;56;3;;;;;;;;;
1191;"Finance companies; car dealers";2000 October;5.0;117.0;34.0;5.0;39.0;692.0;605.0;;8;0;1;0;1;38;57;3;;;;;;;;;
1192;"Finance companies; car dealers";2000 November;4.0;118.0;29.0;5.0;29.0;697.0;610.0;;8;0;3;0;2;39;57;3;;;;;;;;;
1193;"Finance companies; car dealers";2000 December;3.0;118.0;21.0;5.0;27.0;695.0;607.0;;7;0;2;0;2;39;59;2;;;;;;;;;
1194;"Finance companies; car dealers";2001 January;5.0;114.0;43.0;6.0;67.0;677.0;599.0;;8;0;4;1;2;42;62;4;;;;;;;;;
1195;"Finance companies; car dealers";2001 February;5.0;116.0;36.0;6.0;27.0;692.0;612.0;;8;0;3;1;2;44;67;4;;;;;;;;;
1196;"Finance companies; car dealers";2001 March;5.0;115.0;39.0;7.0;47.0;690.0;611.0;;8;1;6;1;2;48;71;6;;;;;;;;;
1197;"Finance companies; car dealers";2001 April;5.0;117.0;39.0;6.0;26.0;709.0;628.0;;9;1;4;1;2;50;75;4;;;;;;;;;
1198;"Finance companies; car dealers";2001 May;6.0;117.0;47.0;7.0;37.0;726.0;643.0;;9;1;4;1;2;53;79;5;;;;;;;;;
1199;"Finance companies; car dealers";2001 June;6.0;119.0;43.0;6.0;34.0;742.0;657.0;;9;1;5;1;2;56;84;5;;;;;;;;;
1200;"Finance companies; car dealers";2001 July;6.0;119.0;44.0;6.0;48.0;745.0;659.0;;10;1;5;1;2;60;87;5;;;;;;;;;
1201;"Finance companies; car dealers";2001 August;4.0;123.0;35.0;7.0;19.0;767.0;680.0;;10;0;4;1;2;62;92;4;;;;;;;;;
1202;"Finance companies; car dealers";2001 September;4.0;120.0;31.0;6.0;45.0;759.0;665.0;;10;0;4;1;2;65;97;4;;;;;;;;;
1203;"Finance companies; car dealers";2001 October;5.0;120.0;42.0;8.0;47.0;762.0;673.0;;10;1;5;1;3;68;102;6;;;;;;;;;
1204;"Finance companies; car dealers";2001 November;4.0;121.0;36.0;6.0;41.0;763.0;674.0;;11;1;4;1;2;71;108;5;;;;;;;;;
1205;"Finance companies; car dealers";2001 December;3.0;119.0;23.0;5.0;47.0;744.0;656.0;;11;0;4;1;2;73;107;4;;;;;;;;;
1206;"Finance companies; car dealers";2002 January;6.0;112.0;47.0;7.0;82.0;716.0;628.0;;11;0;5;1;4;75;108;4;;;;;;;;;
1207;"Finance companies; car dealers";2002 February;4.0;113.0;36.0;6.0;36.0;722.0;626.0;;11;0;4;1;4;75;111;4;;;;;;;;;
1208;"Finance companies; car dealers";2002 March;4.0;114.0;40.0;6.0;42.0;726.0;638.0;;11;1;5;1;4;77;115;5;;;;;;;;;
1209;"Finance companies; car dealers";2002 April;5.0;112.0;41.0;7.0;47.0;726.0;639.0;;12;1;5;1;4;79;113;6;;;;;;;;;
1210;"Finance companies; car dealers";2002 May;5.0;113.0;43.0;7.0;37.0;739.0;650.0;;12;1;6;1;4;83;118;6;;;;;;;;;
1211;"Finance companies; car dealers";2002 June;5.0;114.0;44.0;7.0;37.0;752.0;662.0;;12;1;6;1;4;85;117;6;;;;;;;;;
1212;"Finance companies; car dealers";2002 July;5.0;115.0;51.0;7.0;44.0;766.0;674.0;;13;1;7;1;4;88;124;7;;;;;;;;;
1213;"Finance companies; car dealers";2002 August;4.0;115.0;35.0;6.0;35.0;772.0;680.0;;12;1;6;1;9;86;129;6;;;;;;;;;
1214;"Finance companies; car dealers";2002 September;4.0;115.0;35.0;6.0;34.0;779.0;686.0;;13;1;6;1;0;92;133;6;;;;;;;;;
1215;"Finance companies; car dealers";2002 October;5.0;115.0;46.0;7.0;43.0;788.0;694.0;;13;1;7;1;4;96;137;7;;;;;;;;;
1216;"Finance companies; car dealers";2002 November;4.0;114.0;36.0;6.0;40.0;791.0;697.0;;13;1;6;1;5;97;140;6;;;;;;;;;
1217;"Finance companies; car dealers";2002 December;4.0;116.0;34.0;5.0;31.0;799.0;706.0;;14;1;6;1;5;99;142;6;;;;;;;;;
1218;"Finance companies; car dealers";2003 January;6.0;117.0;54.0;9.0;44.0;818.0;722.0;;14;1;9;1;6;103;147;8;;;;;;;;;
1219;"Finance companies; car dealers";2003 February;4.0;117.0;41.0;7.0;39.0;827.0;729.0;;14;1;7;1;5;105;152;7;;;;;;;;;
1220;"Finance companies; car dealers";2003 March;5.0;117.0;42.0;7.0;43.0;833.0;734.0;;15;1;8;1;6;108;156;8;;;;;;;;;
1221;"Finance companies; car dealers";2003 April;5.0;117.0;42.0;7.0;40.0;842.0;742.0;;15;1;7;1;5;110;160;7;;;;;;;;;
1222;"Finance companies; car dealers";2003 May;5.0;117.0;44.0;7.0;45.0;848.0;747.0;;15;1;7;1;6;112;166;7;;;;;;;;;
1223;"Finance companies; car dealers";2003 June;5.0;119.0;47.0;7.0;33.0;869.0;767.0;;15;1;5;1;6;113;162;5;;;;;;;;;
1224;"Finance companies; car dealers";2003 July;7.0;121.0;70.0;8.0;48.0;900.0;795.0;;16;1;8;1;7;115;168;8;;;;;;;;;
1225;"Finance companies; car dealers";2003 August;5.0;122.0;45.0;7.0;37.0;915.0;804.0;;16;0;5;1;6;115;169;5;;;;;;;;;
1226;"Finance companies; car dealers";2003 September;5.0;123.0;45.0;7.0;47.0;920.0;807.0;;16;0;4;1;7;113;167;4;;;;;;;;;
1227;"Finance companies; car dealers";2003 October;6.0;123.0;54.0;8.0;53.0;929.0;815.0;;15;0;5;1;6;112;160;4;;;;;;;;;
1228;"Finance companies; car dealers";2003 November;5.0;122.0;48.0;7.0;49.0;935.0;822.0;;15;0;4;1;7;111;155;4;;;;;;;;;
1229;"Finance companies; car dealers";2003 December;4.0;125.0;35.0;6.0;29.0;947.0;832.0;;15;0;3;1;6;109;155;3;;;;;;;;;
1230;"Finance companies; car dealers";2004 January;5.0;123.0;46.0;8.0;50.0;950.0;836.0;;16;1;6;1;7;109;156;5;;;;;;;;;
1231;"Finance companies; car dealers";2004 February;4.0;122.0;36.0;7.0;44.0;949.0;835.0;;16;1;8;1;9;109;158;7;;;;;;;;;
1232;"Finance companies; car dealers";2004 March;4.0;120.0;40.0;7.0;56.0;940.0;827.0;;16;1;7;1;7;109;159;6;;;;;;;;;
1233;"Finance companies; car dealers";2004 April;4.0;119.0;42.0;7.0;45.0;944.0;832.0;;16;0;5;1;5;110;161;4;;;;;;;;;
1234;"Finance companies; car dealers";2004 May;4.0;117.0;35.0;6.0;51.0;935.0;824.0;;17;0;5;1;5;110;164;4;;;;;;;;;
1235;"Finance companies; car dealers";2004 June;5.0;116.0;47.0;7.0;58.0;931.0;820.0;;17;1;6;1;7;110;167;5;;;;;;;;;
1236;"Finance companies; car dealers";2004 July;4.0;114.0;43.0;7.0;53.0;928.0;817.0;;17;1;6;1;6;111;169;5;;;;;;;;;
1237;"Finance companies; car dealers";2004 August;4.0;113.0;34.0;6.0;52.0;916.0;807.0;;18;1;6;1;6;112;170;5;;;;;;;;;
1238;"Finance companies; car dealers";2004 September;3.0;111.0;36.0;6.0;50.0;909.0;801.0;;18;0;4;1;5;112;171;4;;;;;;;;;
1239;"Finance companies; car dealers";2004 October;4.0;110.0;38.0;6.0;53.0;901.0;794.0;;18;0;5;1;5;112;174;4;;;;;;;;;
1240;"Finance companies; car dealers";2004 November;4.0;108.0;40.0;6.0;53.0;894.0;788.0;;18;0;4;1;5;111;175;3;;;;;;;;;
1241;"Finance companies; car dealers";2004 December;5.0;107.0;43.0;5.0;45.0;897.0;791.0;;19;0;4;1;5;111;176;3;;;;;;;;;
1242;"Finance companies; car dealers";2005 January;5.0;108.0;59.0;6.0;56.0;907.0;800.0;19.0;19;1;5;1;7;110;174;5;;;;;;;;;
1243;"Finance companies; car dealers";2005 February;3.0;108.0;36.0;5.0;49.0;899.0;794.0;18.0;19;0;3;1;5;109;172;3;;;;;;;;;
1244;"Finance companies; car dealers";2005 March;4.0;108.0;42.0;6.0;49.0;897.0;794.0;19.0;19;1;5;1;5;110;169;6;;;;;;;;;
1245;"Finance companies; car dealers";2005 April;4.0;108.0;52.0;6.0;55.0;901.0;799.0;19.0;19;1;5;1;6;110;177;5;;;;;;;;;
1246;"Finance companies; car dealers";2005 May;4.0;108.0;37.0;5.0;49.0;895.0;794.0;19.0;19;1;5;1;5;111;178;5;;;;;;;;;
1247;"Finance companies; car dealers";2005 June;4.0;109.0;44.0;6.0;48.0;897.0;796.0;19.0;19;1;5;1;6;111;179;6;;;;;;;;;
1248;"Finance companies; car dealers";2005 July;4.0;109.0;44.0;6.0;42.0;905.0;802.0;19.0;19;1;5;1;6;111;174;6;;;;;;;;;
1249;"Finance companies; car dealers";2005 August;4.0;108.0;39.0;5.0;58.0;891.0;792.0;19.0;19;1;5;1;6;112;172;5;;;;;;;;;
1250;"Finance companies; car dealers";2005 September;3.0;106.0;35.0;5.0;68.0;863.0;766.0;19.0;19;1;5;1;6;111;170;5;;;;;;;;;
1251;"Finance companies; car dealers";2005 October;4.0;107.0;41.0;5.0;35.0;873.0;777.0;19.0;19;1;5;1;6;111;168;6;;;;;;;;;
1252;"Finance companies; car dealers";2005 November;4.0;108.0;45.0;5.0;36.0;886.0;789.0;19.0;19;1;5;1;4;112;169;5;;;;;;;;;
1253;"Finance companies; car dealers";2005 December;4.0;109.0;39.0;4.0;40.0;888.0;792.0;19.0;19;0;3;1;5;111;167;4;;;;;;;;;
1254;"Finance companies; car dealers";2006 January-I;4.0;108.0;52.0;7.0;50.0;898.0;801.0;19.0;19;1;5;1;7;110;166;5;;;;;;;;;
1255;"Finance companies; car dealers";2006 January-II;4.0;108.0;52.0;7.0;50.0;898.0;801.0;19.0;19;1;5;1;7;110;166;5;;;;;;;;;
1256;"Finance companies; car dealers";2006 February;4.0;110.0;50.0;7.0;23.0;932.0;833.0;19.0;19;0;3;1;6;108;165;4;;;;;;;;;
1257;"Finance companies; car dealers";2006 March;5.0;112.0;56.0;7.0;43.0;952.0;851.0;19.0;19;1;5;1;6;108;166;5;;;;;;;;;
1258;"Finance companies; car dealers";2006 April;5.0;114.0;62.0;7.0;42.0;979.0;876.0;19.0;19;1;7;1;6;109;168;7;;;;;;;;;
1259;"Finance companies; car dealers";2006 May;5.0;114.0;50.0;6.0;54.0;981.0;880.0;19.0;19;1;7;1;7;110;171;7;;;;;;;;;
1260;"Finance companies; car dealers";2006 June;4.0;114.0;43.0;6.0;46.0;985.0;884.0;20.0;20;1;7;1;6;112;173;8;;;;;;;;;
1261;"Finance companies; car dealers";2006 July;4.0;115.0;48.0;7.0;52.0;988.0;888.0;20.0;20;1;6;1;7;112;175;6;;;;;;;;;
1262;"Finance companies; car dealers";2006 August;3.0;111.0;36.0;6.0;53.0;976.0;885.0;20.0;20;1;6;1;7;112;174;6;;;;;;;;;
1263;"Finance companies; car dealers";2006 September;3.0;111.0;31.0;5.0;36.0;975.0;885.0;20.0;20;1;5;1;6;112;174;5;;;;;;;;;
1264;"Finance companies; car dealers";2006 October;3.0;110.0;42.0;7.0;48.0;976.0;876.0;20.0;20;1;7;1;7;113;177;8;;;;;;;;;
1265;"Finance companies; car dealers";2006 November;4.0;109.0;44.0;6.0;53.0;974.0;874.0;20.0;21;1;7;1;6;114;180;8;;;;;;;;;
1266;"Finance companies; car dealers";2006 December;3.0;109.0;30.0;5.0;40.0;969.0;874.0;20.0;21;1;5;1;6;114;181;5;;;;;;;;;
1267;"Finance companies; car dealers";2007 January;5.0;109.0;61.0;11.0;59.0;983.0;886.0;21.0;21;1;8;1;7;115;184;7;;;;;;;;;
1268;"Finance companies; car dealers";2007 February;3.0;109.0;45.0;9.0;53.0;983.0;886.0;21.0;21;1;6;1;7;116;187;6;;;;;;;;;
1269;"Finance companies; car dealers";2007 March;4.0;109.0;45.0;8.0;53.0;983.0;886.0;21.0;22;1;7;1;7;116;189;6;;;;;;;;;
1270;"Finance companies; car dealers";2007 April;3.0;109.0;44.0;7.0;40.0;994.0;896.0;22.0;22;1;7;1;7;118;191;7;;;;;;;;;
1271;"Finance companies; car dealers";2007 May;4.0;110.0;55.0;7.0;45.0;1011.0;910.0;22.0;22;1;7;1;8;118;194;7;;;;;;;;;
1272;"Finance companies; car dealers";2007 June;5.0;112.0;61.0;7.0;43.0;1035.0;931.0;22.0;22;1;8;1;7;120;195;8;;;;;;;;;
1273;"Finance companies; car dealers";2007 July;5.0;113.0;67.0;8.0;48.0;1062.0;955.0;22.0;23;1;9;1;8;122;196;9;;;;;;;;;
1274;"Finance companies; car dealers";2007 August;4.0;114.0;53.0;7.0;42.0;1080.0;970.0;23.0;23;1;7;1;7;124;197;7;;;;;;;;;
1275;"Finance companies; car dealers";2007 September;3.0;115.0;42.0;6.0;43.0;1085.0;975.0;23.0;23;1;6;1;7;124;198;6;;;;;;;;;
1276;"Finance companies; car dealers";2007 October;4.0;115.0;48.0;8.0;44.0;1097.0;985.0;23.0;23;1;9;1;7;126;201;8;;;;;;;;;
1277;"Finance companies; car dealers";2007 November;3.0;115.0;47.0;7.0;46.0;1104.0;991.0;23.0;23;1;6;1;7;127;203;6;;;;;;;;;
1278;"Finance companies; car dealers";2007 December;2.0;113.0;31.0;5.0;42.0;1098.0;987.0;23.0;23;0;4;1;7;125;202;4;;;;;;;;;
1279;"Finance companies; car dealers";2008 January;4.0;114.0;63.0;10.0;50.0;1121.0;1004.0;23.0;23;1;10;1;8;128;206;9;;;;;;;;;
1280;"Finance companies; car dealers";2008 February;4.0;115.0;64.0;8.0;50.0;1143.0;1022.0;24.0;24;1;9;1;7;131;210;9;;;;;;;;;
1281;"Finance companies; car dealers";2008 March;5.0;117.0;61.0;7.0;47.0;1164.0;1063.0;24.0;24;1;7;1;6;134;198;7;;;;;;;;;
1282;"Finance companies; car dealers";2008 April;6.0;120.0;78.0;8.0;53.0;1197.0;1093.0;24.0;24;1;8;1;6;137;201;8;;;;;;;;;
1283;"Finance companies; car dealers";2008 May;6.0;122.0;74.0;7.0;49.0;1229.0;1122.0;24.0;24;1;8;1;7;140;202;8;;;;;;;;;
1284;"Finance companies; car dealers";2008 June;6.0;123.0;73.0;7.0;63.0;1246.0;1136.0;24.0;24;1;8;1;7;142;205;8;;;;;;;;;
1285;"Finance companies; car dealers";2008 July;6.0;126.0;71.0;7.0;44.0;1280.0;1168.0;24.0;24;1;9;1;7;144;208;8;;;;;;;;;
1286;"Finance companies; car dealers";2008 August;4.0;127.0;47.0;6.0;47.0;1287.0;1172.0;24.0;24;1;7;1;6;146;209;6;;;;;;;;;
1287;"Finance companies; car dealers";2008 September;4.0;128.0;49.0;7.0;52.0;1290.0;1174.0;25.0;25;1;7;1;6;149;224;7;;;;;;;;;
1288;"Finance companies; car dealers";2008 October;4.0;128.0;45.0;7.0;52.0;1291.0;1171.0;25.0;25;1;7;1;6;151;227;7;;;;;;;;;
1289;"Finance companies; car dealers";2008 November;4.0;128.0;39.0;6.0;40.0;1295.0;1173.0;25.0;25;1;6;1;4;153;229;5;;;;;;;;;
1290;"Finance companies; car dealers";2008 December;3.0;128.0;32.0;5.0;48.0;1284.0;1161.0;25.0;25;0;4;1;4;155;228;4;;;;;;;;;
1291;"Finance companies; car dealers";2009 January;4.0;128.0;51.0;8.0;50.0;1293.0;1169.0;24.0;24;0;8;1;15;149;221;4;;;;;;;;;
1292;"Finance companies; car dealers";2009 February;3.0;127.0;38.0;6.0;53.0;1285.0;1161.0;23.0;23;0;6;1;13;143;214;3;;;;;;;;;
1293;"Finance companies; car dealers";2009 March;3.0;124.0;42.0;6.0;59.0;1273.0;1151.0;22.0;22;0;7;1;14;136;208;3;;;;;;;;;
1294;"Finance companies; car dealers";2009 April;4.0;123.0;41.0;5.0;60.0;1259.0;1138.0;22.0;22;0;8;1;15;130;201;4;;;;;;;;;
1295;"Finance companies; car dealers";2009 May;3.0;121.0;34.0;5.0;59.0;1239.0;1120.0;21.0;21;0;7;1;14;124;194;3;;;;;;;;;
1296;"Finance companies; car dealers";2009 June;3.0;120.0;37.0;5.0;68.0;1213.0;1095.0;20.0;21;0;8;1;14;118;189;4;;;;;;;;;
1297;"Finance companies; car dealers";2009 July;3.0;117.0;39.0;5.0;70.0;1187.0;1071.0;20.0;20;0;8;1;14;113;184;4;;;;;;;;;
1298;"Finance companies; car dealers";2009 August;3.0;116.0;27.0;4.0;58.0;1161.0;1049.0;19.0;19;0;6;1;13;106;177;3;;;;;;;;;
1299;"Finance companies; car dealers";2009 September;3.0;114.0;32.0;5.0;58.0;1140.0;1030.0;18.0;19;0;6;1;13;100;171;3;;;;;;;;;
1300;"Finance companies; car dealers";2009 October;3.0;114.0;36.0;5.0;60.0;1121.0;1014.0;17.0;18;1;8;1;14;96;165;4;;;;;;;;;
1301;"Finance companies; car dealers";2009 November;3.0;113.0;35.0;5.0;57.0;1104.0;999.0;17.0;18;1;9;1;14;92;161;5;;;;;;;;;
1302;"Finance companies; car dealers";2009 December;2.0;111.0;25.0;4.0;61.0;1073.0;971.0;16.0;17;1;8;1;14;86;157;4;;;;;;;;;
1303;"Finance companies; car dealers";2010 January;4.0;110.0;46.0;6.0;65.0;1059.0;959.0;16.0;17;0;2;1;4;85;155;2;;;;;;;;;
1304;"Finance companies; car dealers";2010 February;3.0;111.0;38.0;5.0;49.0;1053.0;952.0;16.0;17;0;2;1;4;84;154;1;;;;;;;;;
1305;"Finance companies; car dealers";2010 March;4.0;111.0;41.0;5.0;54.0;1045.0;945.0;16.0;17;0;3;1;4;83;154;2;;;;;;;;;
1306;"Finance companies; car dealers";2010 April;4.0;111.0;41.0;5.0;40.0;1051.0;952.0;16.0;17;0;4;1;4;83;154;3;;;;;;;;;
1307;"Finance companies; car dealers";2010 May;3.0;111.0;33.0;4.0;48.0;1041.0;949.0;17.0;17;0;4;1;5;82;154;3;;;;;;;;;
1308;"Finance companies; car dealers";2010 June;4.0;112.0;49.0;5.0;57.0;1038.0;948.0;17.0;17;0;5;1;5;82;155;4;;;;;;;;;
1309;"Finance companies; car dealers";2010 July;4.0;113.0;48.0;6.0;49.0;1043.0;953.0;17.0;17;0;4;1;4;83;156;3;;;;;;;;;
1310;"Finance companies; car dealers";2010 August;4.0;114.0;40.0;5.0;46.0;1042.0;953.0;17.0;17;0;4;1;3;84;157;3;;;;;;;;;
1311;"Finance companies; car dealers";2010 September;4.0;113.0;40.0;5.0;49.0;1038.0;950.0;17.0;17;0;4;1;4;84;158;3;;;;;;;;;
1312;"Finance companies; car dealers";2010 October;4.0;113.0;45.0;5.0;48.0;1040.0;952.0;17.0;17;0;3;1;4;84;159;3;;;;;;;;;
1313;"Finance companies; car dealers";2010 November;4.0;117.0;46.0;5.0;46.0;1044.0;957.0;17.0;17;0;4;1;5;84;159;3;;;;;;;;;
1314;"Finance companies; car dealers";2010 December;3.0;119.0;32.0;4.0;46.0;1034.0;949.0;17.0;17;0;4;1;6;82;157;3;;;;;;;;;
1315;"Finance companies; car dealers";2011 January;6.0;122.0;59.0;6.0;48.0;1051.0;964.0;17.0;17;0;5;1;5;82;157;4;;;;;;;;;
1316;"Finance companies; car dealers";2011 February;5.0;123.0;52.0;5.0;48.0;1059.0;973.0;17.0;17;0;3;1;5;81;156;2;;;;;;;;;
1317;"Finance companies; car dealers";2011 March;7.0;126.0;71.0;6.0;49.0;1088.0;1000.0;17.0;16;0;2;1;5;79;153;2;;;;;;;;;
1318;"Finance companies; car dealers";2011 April;5.0;127.0;57.0;5.0;48.0;1102.0;1014.0;17.0;16;0;3;1;4;78;150;2;;;;;;;;;
1319;"Finance companies; car dealers";2011 May;6.0;128.0;63.0;6.0;50.0;1122.0;1033.0;16.0;16;0;4;1;5;77;151;3;;;;;;;;;
1320;"Finance companies; car dealers";2011 June;5.0;129.0;54.0;5.0;50.0;1132.0;1042.0;16.0;16;0;4;1;5;76;149;3;;;;;;;;;
1321;"Finance companies; car dealers";2011 July;6.0;130.0;54.0;5.0;49.0;1142.0;1052.0;16.0;16;0;3;1;5;74;148;2;;;;;;;;;
1322;"Finance companies; car dealers";2011 August;5.0;131.0;53.0;6.0;54.0;1146.0;1057.0;16.0;15;0;2;1;4;73;146;2;;;;;;;;;
1323;"Finance companies; car dealers";2011 September;4.0;132.0;47.0;6.0;48.0;1151.0;1059.0;16.0;15;0;2;1;3;71;145;1;;;;;;;;;
1324;"Finance companies; car dealers";2011 October;5.0;134.0;58.0;5.0;55.0;1158.0;1066.0;16.0;15;0;1;1;4;70;144;1;;;;;;;;;
1325;"Finance companies; car dealers";2011 November;7.0;136.0;72.0;5.0;50.0;1185.0;1093.0;15.0;14;0;1;0;4;68;141;1;;;;;;;;;
1326;"Finance companies; car dealers";2011 December;5.0;138.0;60.0;5.0;49.0;1200.0;1108.0;15.0;14;0;1;0;4;65;142;1;;;;;;;;;
1327;"Finance companies; car dealers";2012 January;7.0;141.0;81.0;7.0;50.0;1239.0;1151.0;15.0;15;0;3;0;6;63;137;3;;;;;;;;;
1328;"Finance companies; car dealers";2012 February;5.0;143.0;54.0;5.0;52.0;1246.0;1158.0;15.0;15;0;2;0;5;61;135;2;;;;;;;;;
1329;"Finance companies; car dealers";2012 March;6.0;145.0;61.0;6.0;47.0;1266.0;1177.0;13.0;13;0;3;0;5;60;93;2;;;;;;;;;
1330;"Finance companies; car dealers";2012 April;5.0;147.0;56.0;6.0;43.0;1285.0;1196.0;13.0;13;0;2;0;4;59;120;2;;;;;;;;;
1331;"Finance companies; car dealers";2012 May;5.0;148.0;60.0;6.0;48.0;1302.0;1213.0;13.0;13;0;3;0;4;58;117;2;;;;;;;;;
1332;"Finance companies; car dealers";2012 June;6.0;151.0;64.0;9.0;48.0;1328.0;1236.0;13.0;13;0;4;0;5;57;117;3;;;;;;;;;
1333;"Finance companies; car dealers";2012 July;6.0;153.0;63.0;7.0;59.0;1338.0;1245.0;13.0;13;0;3;0;4;57;116;3;;;;;;;;;
1334;"Finance companies; car dealers";2012 August;4.0;154.0;46.0;6.0;57.0;1333.0;1247.0;12.0;12;0;2;0;3;56;112;2;;;;;;;;;
1335;"Finance companies; car dealers";2012 September;4.0;155.0;39.0;5.0;51.0;1325.0;1233.0;12.0;12;0;2;0;3;55;111;1;;;;;;;;;
1336;"Finance companies; car dealers";2012 October;4.0;156.0;44.0;6.0;50.0;1325.0;1232.0;12.0;12;0;3;0;4;54;109;2;;;;;;;;;
1337;"Finance companies; car dealers";2012 November;4.0;155.0;38.0;5.0;59.0;1309.0;1217.0;12.0;12;0;2;0;3;54;107;2;;;;;;;;;
1338;"Finance companies; car dealers";2012 December;3.0;155.0;33.0;5.0;47.0;1300.0;1210.0;12.0;12;0;2;0;3;52;107;2;;;;;;;;;
1339;"Finance companies; car dealers";2013 January;4.0;155.0;51.0;6.0;58.0;1299.0;1204.0;12.0;12;0;2;0;4;52;105;2;;;;;;;;;
1340;"Finance companies; car dealers";2013 February;3.0;155.0;38.0;6.0;55.0;1288.0;1195.0;12.0;12;0;3;0;4;51;105;2;;;;;;;;;
1341;"Finance companies; car dealers";2013 March;4.0;154.0;42.0;6.0;59.0;1278.0;1184.0;12.0;12;0;3;0;4;50;104;2;;;;;;;;;
1342;"Finance companies; car dealers";2013 April;3.0;154.0;40.0;6.0;51.0;1273.0;1179.0;11.0;11;0;4;0;5;50;103;3;;;;;;;;;
1343;"Finance companies; car dealers";2013 May;3.0;154.0;40.0;6.0;55.0;1263.0;1168.0;11.0;11;0;2;0;3;49;102;2;;;;;;;;;
1344;"Finance companies; car dealers";2013 June;3.0;152.0;38.0;5.0;53.0;1254.0;1159.0;11.0;11;0;3;0;4;49;100;2;;;;;;;;;
