ID;Sales;SBI08SectionsAndDivisions;AllPeriods;PriceIndexNumbersExcludingExcise_1;MonthOnMonthDevelopment_2;YearOnYearDevelopment_3;WeightFactor_4
5807;Total sales;1392 Manufacture of made-up textile;2021 March;98.1;0.2;0.7;864
5808;Total sales;1392 Manufacture of made-up textile;2021 April;99.3;1.2;2.0;864
5809;Total sales;1392 Manufacture of made-up textile;2021 May;99.5;0.2;2.2;864
5810;Total sales;1392 Manufacture of made-up textile;2021 June;99.5;0.0;2.2;864
5811;Total sales;1392 Manufacture of made-up textile;2021 July;100.6;1.2;3.5;864
5812;Total sales;1392 Manufacture of made-up textile;2021 August;100.5;-0.1;3.5;864
5813;Total sales;1392 Manufacture of made-up textile;2021 September;100.4;-0.1;3.4;864
5814;Total sales;1392 Manufacture of made-up textile;2021 October;101.9;1.5;4.4;864
5815;Total sales;1392 Manufacture of made-up textile;2021 November;102.3;0.4;5.2;864
5816;Total sales;1392 Manufacture of made-up textile;2021 December;102.2;0.0;5.7;864
5817;Total sales;1392 Manufacture of made-up textile;2021;100.0;;2.8;864
5818;Total sales;1392 Manufacture of made-up textile;2022 January;105.6;3.3;8.0;864
5819;Total sales;1392 Manufacture of made-up textile;2022 February;106.3;0.6;8.5;864
5820;Total sales;1392 Manufacture of made-up textile;2022 March;105.8;-0.4;7.8;864
5821;Total sales;1392 Manufacture of made-up textile;2022 April;107.6;1.7;8.4;864
5822;Total sales;1392 Manufacture of made-up textile;2022 May;107.8;0.2;8.4;864
5823;Total sales;1392 Manufacture of made-up textile;2022 June;108.5;0.6;9.1;864
5824;Total sales;1392 Manufacture of made-up textile;2022 July;110.0;1.4;9.3;864
5825;Total sales;1392 Manufacture of made-up textile;2022 August;110.0;0.0;9.5;864
5826;Total sales;1392 Manufacture of made-up textile;2022 September;109.9;-0.1;9.5;864
5827;Total sales;1392 Manufacture of made-up textile;2022 October;111.7;1.6;9.6;864
5828;Total sales;1392 Manufacture of made-up textile;2022 November;111.4;-0.3;8.9;864
5829;Total sales;1392 Manufacture of made-up textile;2022 December;111.6;0.2;9.1;864
5830;Total sales;1392 Manufacture of made-up textile;2022;108.9;;8.9;864
5831;Total sales;1392 Manufacture of made-up textile;2023 January;114.4;2.6;8.3;864
5832;Total sales;1392 Manufacture of made-up textile;2023 February;115.4;0.9;8.6;864
5833;Total sales;1392 Manufacture of made-up textile;2023 March;115.2;-0.2;8.8;864
5834;Total sales;1392 Manufacture of made-up textile;2023 April;116.2;0.9;8.0;864
5835;Total sales;1392 Manufacture of made-up textile;2023 May;116.0;-0.2;7.5;864
5836;Total sales;1392 Manufacture of made-up textile;2023 June;116.2;0.2;7.1;864
5837;Total sales;1392 Manufacture of made-up textile;2023 July;116.5;0.2;5.9;864
5838;Total sales;1392 Manufacture of made-up textile;2023 August;117.0;0.5;6.3;864
5839;Total sales;1392 Manufacture of made-up textile;2023 September;116.4;-0.5;5.9;864
5840;Total sales;1392 Manufacture of made-up textile;2023 October;116.1;-0.3;4.0;864
5841;Total sales;1392 Manufacture of made-up textile;2023 November;117.2;0.9;5.2;864
5842;Total sales;1392 Manufacture of made-up textile;2023 December;115.4;-1.5;3.5;864
5843;Total sales;1392 Manufacture of made-up textile;2023;116.0;;6.6;864
5844;Total sales;1392 Manufacture of made-up textile;2024 January;117.4;1.7;2.5;864
5845;Total sales;1392 Manufacture of made-up textile;2024 February;117.9;0.4;2.1;864
5846;Total sales;1392 Manufacture of made-up textile;2024 March;117.8;-0.1;2.3;864
5847;Total sales;1392 Manufacture of made-up textile;2024 April;117.3;-0.4;1.0;864
5848;Total sales;1392 Manufacture of made-up textile;2024 May;118.0;0.5;1.7;864
5849;Total sales;1392 Manufacture of made-up textile;2024 June;117.3;-0.6;0.9;864
5850;Total sales;1392 Manufacture of made-up textile;2024 July;117.3;0.0;0.7;864
5851;Total sales;1392 Manufacture of made-up textile;2024 August;117.4;0.1;0.4;864
5852;Total sales;1392 Manufacture of made-up textile;2024 September;117.3;-0.1;0.8;864
5853;Total sales;1392 Manufacture of made-up textile;2024 October;118.1;0.7;1.7;864
5854;Total sales;1392 Manufacture of made-up textile;2024 November;117.8;-0.3;0.5;864
5855;Total sales;1392 Manufacture of made-up textile;2024 December;118.2;0.3;2.4;864
5856;Total sales;1392 Manufacture of made-up textile;2024;117.6;;1.4;864
5857;Total sales;1392 Manufacture of made-up textile;2025 January;117.9;-0.2;0.5;864
5858;Total sales;1392 Manufacture of made-up textile;2025 February;118.8;0.8;0.8;864
5859;Total sales;1393 Manufacture of carpets and rugs;2018 January;96.5;;;2128
5860;Total sales;1393 Manufacture of carpets and rugs;2018 February;96.7;0.2;;2128
5861;Total sales;1393 Manufacture of carpets and rugs;2018 March;96.8;0.1;;2128
5862;Total sales;1393 Manufacture of carpets and rugs;2018 April;96.7;-0.1;;2128
5863;Total sales;1393 Manufacture of carpets and rugs;2018 May;96.7;0.0;;2128
5864;Total sales;1393 Manufacture of carpets and rugs;2018 June;96.6;-0.1;;2128
5865;Total sales;1393 Manufacture of carpets and rugs;2018 July;96.4;-0.3;;2128
5866;Total sales;1393 Manufacture of carpets and rugs;2018 August;96.2;-0.2;;2128
5867;Total sales;1393 Manufacture of carpets and rugs;2018 September;96.2;0.1;;2128
5868;Total sales;1393 Manufacture of carpets and rugs;2018 October;96.6;0.4;;2128
5869;Total sales;1393 Manufacture of carpets and rugs;2018 November;96.6;0.0;;2128
5870;Total sales;1393 Manufacture of carpets and rugs;2018 December;96.7;0.1;;2128
5871;Total sales;1393 Manufacture of carpets and rugs;2018;96.6;;;2128
5872;Total sales;1393 Manufacture of carpets and rugs;2019 January;97.6;0.9;1.1;2128
5873;Total sales;1393 Manufacture of carpets and rugs;2019 February;97.7;0.1;1.0;2128
5874;Total sales;1393 Manufacture of carpets and rugs;2019 March;97.8;0.2;1.1;2128
5875;Total sales;1393 Manufacture of carpets and rugs;2019 April;97.8;-0.1;1.1;2128
5876;Total sales;1393 Manufacture of carpets and rugs;2019 May;97.7;-0.1;1.0;2128
5877;Total sales;1393 Manufacture of carpets and rugs;2019 June;97.5;-0.1;1.0;2128
5878;Total sales;1393 Manufacture of carpets and rugs;2019 July;97.3;-0.2;1.0;2128
5879;Total sales;1393 Manufacture of carpets and rugs;2019 August;97.2;-0.1;1.1;2128
5880;Total sales;1393 Manufacture of carpets and rugs;2019 September;97.5;0.3;1.3;2128
5881;Total sales;1393 Manufacture of carpets and rugs;2019 October;98.4;1.0;1.8;2128
5882;Total sales;1393 Manufacture of carpets and rugs;2019 November;98.4;0.0;1.9;2128
5883;Total sales;1393 Manufacture of carpets and rugs;2019 December;98.6;0.2;1.9;2128
5884;Total sales;1393 Manufacture of carpets and rugs;2019;97.8;;1.3;2128
5885;Total sales;1393 Manufacture of carpets and rugs;2020 January;99.6;1.0;2.0;2128
5886;Total sales;1393 Manufacture of carpets and rugs;2020 February;99.5;-0.1;1.9;2128
5887;Total sales;1393 Manufacture of carpets and rugs;2020 March;99.0;-0.6;1.1;2128
5888;Total sales;1393 Manufacture of carpets and rugs;2020 April;98.9;-0.1;1.2;2128
5889;Total sales;1393 Manufacture of carpets and rugs;2020 May;98.9;0.0;1.3;2128
5890;Total sales;1393 Manufacture of carpets and rugs;2020 June;98.8;-0.2;1.3;2128
5891;Total sales;1393 Manufacture of carpets and rugs;2020 July;98.3;-0.4;1.1;2128
5892;Total sales;1393 Manufacture of carpets and rugs;2020 August;98.3;0.0;1.2;2128
5893;Total sales;1393 Manufacture of carpets and rugs;2020 September;98.2;-0.2;0.7;2128
5894;Total sales;1393 Manufacture of carpets and rugs;2020 October;98.2;0.1;-0.2;2128
5895;Total sales;1393 Manufacture of carpets and rugs;2020 November;98.1;-0.1;-0.3;2128
5896;Total sales;1393 Manufacture of carpets and rugs;2020 December;98.2;0.1;-0.4;2128
5897;Total sales;1393 Manufacture of carpets and rugs;2020;98.7;;0.9;2128
5898;Total sales;1393 Manufacture of carpets and rugs;2021 January;98.0;-0.2;-1.6;2128
5899;Total sales;1393 Manufacture of carpets and rugs;2021 February;98.2;0.1;-1.4;2128
5900;Total sales;1393 Manufacture of carpets and rugs;2021 March;98.5;0.4;-0.4;2128
5901;Total sales;1393 Manufacture of carpets and rugs;2021 April;99.0;0.4;0.1;2128
5902;Total sales;1393 Manufacture of carpets and rugs;2021 May;98.9;0.0;0.0;2128
5903;Total sales;1393 Manufacture of carpets and rugs;2021 June;99.2;0.3;0.5;2128
5904;Total sales;1393 Manufacture of carpets and rugs;2021 July;100.2;1.0;1.9;2128
5905;Total sales;1393 Manufacture of carpets and rugs;2021 August;100.5;0.2;2.1;2128
5906;Total sales;1393 Manufacture of carpets and rugs;2021 September;100.6;0.1;2.5;2128
5907;Total sales;1393 Manufacture of carpets and rugs;2021 October;102.2;1.5;4.0;2128
5908;Total sales;1393 Manufacture of carpets and rugs;2021 November;102.3;0.1;4.2;2128
5909;Total sales;1393 Manufacture of carpets and rugs;2021 December;102.4;0.1;4.2;2128
5910;Total sales;1393 Manufacture of carpets and rugs;2021;100.0;;1.3;2128
5911;Total sales;1393 Manufacture of carpets and rugs;2022 January;104.2;1.8;6.3;2128
5912;Total sales;1393 Manufacture of carpets and rugs;2022 February;104.6;0.4;6.6;2128
5913;Total sales;1393 Manufacture of carpets and rugs;2022 March;103.6;-1.0;5.1;2128
5914;Total sales;1393 Manufacture of carpets and rugs;2022 April;105.9;2.3;7.1;2128
5915;Total sales;1393 Manufacture of carpets and rugs;2022 May;106.7;0.7;7.8;2128
5916;Total sales;1393 Manufacture of carpets and rugs;2022 June;107.2;0.5;8.0;2128
5917;Total sales;1393 Manufacture of carpets and rugs;2022 July;109.5;2.2;9.3;2128
5918;Total sales;1393 Manufacture of carpets and rugs;2022 August;109.4;-0.1;8.9;2128
5919;Total sales;1393 Manufacture of carpets and rugs;2022 September;108.3;-1.0;7.7;2128
5920;Total sales;1393 Manufacture of carpets and rugs;2022 October;110.4;1.9;8.1;2128
5921;Total sales;1393 Manufacture of carpets and rugs;2022 November;110.0;-0.4;7.6;2128
5922;Total sales;1393 Manufacture of carpets and rugs;2022 December;110.3;0.2;7.7;2128
5923;Total sales;1393 Manufacture of carpets and rugs;2022;107.5;;7.5;2128
5924;Total sales;1393 Manufacture of carpets and rugs;2023 January;117.3;6.4;12.6;2128
5925;Total sales;1393 Manufacture of carpets and rugs;2023 February;118.4;0.9;13.1;2128
5926;Total sales;1393 Manufacture of carpets and rugs;2023 March;117.6;-0.6;13.5;2128
5927;Total sales;1393 Manufacture of carpets and rugs;2023 April;117.4;-0.2;10.8;2128
5928;Total sales;1393 Manufacture of carpets and rugs;2023 May;117.4;0.0;10.0;2128
5929;Total sales;1393 Manufacture of carpets and rugs;2023 June;117.8;0.4;9.9;2128
5930;Total sales;1393 Manufacture of carpets and rugs;2023 July;118.0;0.2;7.7;2128
5931;Total sales;1393 Manufacture of carpets and rugs;2023 August;118.6;0.5;8.5;2128
5932;Total sales;1393 Manufacture of carpets and rugs;2023 September;118.1;-0.5;9.0;2128
5933;Total sales;1393 Manufacture of carpets and rugs;2023 October;117.7;-0.3;6.6;2128
5934;Total sales;1393 Manufacture of carpets and rugs;2023 November;119.2;1.3;8.4;2128
5935;Total sales;1393 Manufacture of carpets and rugs;2023 December;116.9;-1.9;6.0;2128
5936;Total sales;1393 Manufacture of carpets and rugs;2023;117.9;;9.6;2128
5937;Total sales;1393 Manufacture of carpets and rugs;2024 January;119.9;2.6;2.2;2128
5938;Total sales;1393 Manufacture of carpets and rugs;2024 February;120.8;0.7;2.0;2128
5939;Total sales;1393 Manufacture of carpets and rugs;2024 March;120.7;0.0;2.6;2128
5940;Total sales;1393 Manufacture of carpets and rugs;2024 April;120.9;0.2;3.1;2128
5941;Total sales;1393 Manufacture of carpets and rugs;2024 May;121.6;0.6;3.7;2128
5942;Total sales;1393 Manufacture of carpets and rugs;2024 June;120.6;-0.9;2.4;2128
5943;Total sales;1393 Manufacture of carpets and rugs;2024 July;120.9;0.3;2.4;2128
5944;Total sales;1393 Manufacture of carpets and rugs;2024 August;121.1;0.2;2.1;2128
5945;Total sales;1393 Manufacture of carpets and rugs;2024 September;119.9;-1.1;1.5;2128
5946;Total sales;1393 Manufacture of carpets and rugs;2024 October;120.4;0.5;2.3;2128
5947;Total sales;1393 Manufacture of carpets and rugs;2024 November;120.0;-0.3;0.7;2128
5948;Total sales;1393 Manufacture of carpets and rugs;2024 December;120.1;0.1;2.8;2128
5949;Total sales;1393 Manufacture of carpets and rugs;2024;120.6;;2.3;2128
5950;Total sales;1393 Manufacture of carpets and rugs;2025 January;120.6;0.4;0.5;2128
5951;Total sales;1393 Manufacture of carpets and rugs;2025 February;120.8;0.2;0.0;2128
5952;Total sales;1394 Manufacture of cordage, rope, twine;2018 January;97.7;;;10
5953;Total sales;1394 Manufacture of cordage, rope, twine;2018 February;97.8;0.1;;10
5954;Total sales;1394 Manufacture of cordage, rope, twine;2018 March;97.9;0.1;;10
5955;Total sales;1394 Manufacture of cordage, rope, twine;2018 April;98.0;0.1;;10
5956;Total sales;1394 Manufacture of cordage, rope, twine;2018 May;98.0;0.0;;10
5957;Total sales;1394 Manufacture of cordage, rope, twine;2018 June;97.9;-0.1;;10
5958;Total sales;1394 Manufacture of cordage, rope, twine;2018 July;97.7;-0.2;;10
5959;Total sales;1394 Manufacture of cordage, rope, twine;2018 August;97.7;0.1;;10
5960;Total sales;1394 Manufacture of cordage, rope, twine;2018 September;97.8;0.1;;10
5961;Total sales;1394 Manufacture of cordage, rope, twine;2018 October;97.8;0.0;;10
5962;Total sales;1394 Manufacture of cordage, rope, twine;2018 November;97.8;0.0;;10
5963;Total sales;1394 Manufacture of cordage, rope, twine;2018 December;97.7;-0.1;;10
5964;Total sales;1394 Manufacture of cordage, rope, twine;2018;97.8;;;10
5965;Total sales;1394 Manufacture of cordage, rope, twine;2019 January;98.5;0.8;0.8;10
5966;Total sales;1394 Manufacture of cordage, rope, twine;2019 February;98.5;0.0;0.7;10
5967;Total sales;1394 Manufacture of cordage, rope, twine;2019 March;98.6;0.1;0.7;10
5968;Total sales;1394 Manufacture of cordage, rope, twine;2019 April;98.7;0.1;0.7;10
5969;Total sales;1394 Manufacture of cordage, rope, twine;2019 May;98.6;-0.1;0.7;10
5970;Total sales;1394 Manufacture of cordage, rope, twine;2019 June;98.6;0.0;0.7;10
5971;Total sales;1394 Manufacture of cordage, rope, twine;2019 July;98.5;-0.1;0.8;10
5972;Total sales;1394 Manufacture of cordage, rope, twine;2019 August;98.3;-0.1;0.6;10
5973;Total sales;1394 Manufacture of cordage, rope, twine;2019 September;98.6;0.3;0.8;10
5974;Total sales;1394 Manufacture of cordage, rope, twine;2019 October;99.4;0.8;1.6;10
5975;Total sales;1394 Manufacture of cordage, rope, twine;2019 November;99.4;0.0;1.6;10
5976;Total sales;1394 Manufacture of cordage, rope, twine;2019 December;99.5;0.1;1.8;10
5977;Total sales;1394 Manufacture of cordage, rope, twine;2019;98.8;;1.0;10
5978;Total sales;1394 Manufacture of cordage, rope, twine;2020 January;99.3;-0.2;0.7;10
5979;Total sales;1394 Manufacture of cordage, rope, twine;2020 February;99.3;0.0;0.8;10
5980;Total sales;1394 Manufacture of cordage, rope, twine;2020 March;99.0;-0.3;0.4;10
5981;Total sales;1394 Manufacture of cordage, rope, twine;2020 April;99.1;0.1;0.4;10
5982;Total sales;1394 Manufacture of cordage, rope, twine;2020 May;99.2;0.0;0.5;10
5983;Total sales;1394 Manufacture of cordage, rope, twine;2020 June;98.9;-0.2;0.3;10
5984;Total sales;1394 Manufacture of cordage, rope, twine;2020 July;98.7;-0.2;0.2;10
5985;Total sales;1394 Manufacture of cordage, rope, twine;2020 August;98.8;0.1;0.4;10
5986;Total sales;1394 Manufacture of cordage, rope, twine;2020 September;;;;10
5987;Total sales;1394 Manufacture of cordage, rope, twine;2020 October;;;;10
5988;Total sales;1394 Manufacture of cordage, rope, twine;2020 November;;;;10
5989;Total sales;1394 Manufacture of cordage, rope, twine;2020 December;;;;10
5990;Total sales;1394 Manufacture of cordage, rope, twine;2020;98.9;;0.1;10
5991;Total sales;1394 Manufacture of cordage, rope, twine;2021 January;;;;10
5992;Total sales;1394 Manufacture of cordage, rope, twine;2021 February;;;;10
5993;Total sales;1394 Manufacture of cordage, rope, twine;2021 March;;;;10
5994;Total sales;1394 Manufacture of cordage, rope, twine;2021 April;;;;10
5995;Total sales;1394 Manufacture of cordage, rope, twine;2021 May;;;;10
5996;Total sales;1394 Manufacture of cordage, rope, twine;2021 June;;;;10
5997;Total sales;1394 Manufacture of cordage, rope, twine;2021 July;;;;10
5998;Total sales;1394 Manufacture of cordage, rope, twine;2021 August;;;;10
5999;Total sales;1394 Manufacture of cordage, rope, twine;2021 September;;;;10
6000;Total sales;1394 Manufacture of cordage, rope, twine;2021 October;;;;10
6001;Total sales;1394 Manufacture of cordage, rope, twine;2021 November;;;;10
6002;Total sales;1394 Manufacture of cordage, rope, twine;2021 December;;;;10
6003;Total sales;1394 Manufacture of cordage, rope, twine;2021;100.0;;1.2;10
6004;Total sales;1394 Manufacture of cordage, rope, twine;2022 January;;;;10
6005;Total sales;1394 Manufacture of cordage, rope, twine;2022 February;;;;10
6006;Total sales;1394 Manufacture of cordage, rope, twine;2022 March;;;;10
6007;Total sales;1394 Manufacture of cordage, rope, twine;2022 April;;;;10
6008;Total sales;1394 Manufacture of cordage, rope, twine;2022 May;;;;10
6009;Total sales;1394 Manufacture of cordage, rope, twine;2022 June;;;;10
6010;Total sales;1394 Manufacture of cordage, rope, twine;2022 July;;;;10
6011;Total sales;1394 Manufacture of cordage, rope, twine;2022 August;;;;10
6012;Total sales;1394 Manufacture of cordage, rope, twine;2022 September;;;;10
6013;Total sales;1394 Manufacture of cordage, rope, twine;2022 October;;;;10
6014;Total sales;1394 Manufacture of cordage, rope, twine;2022 November;;;;10
6015;Total sales;1394 Manufacture of cordage, rope, twine;2022 December;;;;10
6016;Total sales;1394 Manufacture of cordage, rope, twine;2022;;;;10
6017;Total sales;1394 Manufacture of cordage, rope, twine;2023 January;;;;10
6018;Total sales;1394 Manufacture of cordage, rope, twine;2023 February;;;;10
6019;Total sales;1394 Manufacture of cordage, rope, twine;2023 March;;;;10
6020;Total sales;1394 Manufacture of cordage, rope, twine;2023 April;;;;10
6021;Total sales;1394 Manufacture of cordage, rope, twine;2023 May;;;;10
6022;Total sales;1394 Manufacture of cordage, rope, twine;2023 June;;;;10
6023;Total sales;1394 Manufacture of cordage, rope, twine;2023 July;;;;10
6024;Total sales;1394 Manufacture of cordage, rope, twine;2023 August;;;;10
6025;Total sales;1394 Manufacture of cordage, rope, twine;2023 September;;;;10
6026;Total sales;1394 Manufacture of cordage, rope, twine;2023 October;;;;10
6027;Total sales;1394 Manufacture of cordage, rope, twine;2023 November;;;;10
6028;Total sales;1394 Manufacture of cordage, rope, twine;2023 December;;;;10
6029;Total sales;1394 Manufacture of cordage, rope, twine;2023;;;;10
6030;Total sales;1394 Manufacture of cordage, rope, twine;2024 January;;;;10
6031;Total sales;1394 Manufacture of cordage, rope, twine;2024 February;;;;10
6032;Total sales;1394 Manufacture of cordage, rope, twine;2024 March;;;;10
6033;Total sales;1394 Manufacture of cordage, rope, twine;2024 April;;;;10
6034;Total sales;1394 Manufacture of cordage, rope, twine;2024 May;;;;10
6035;Total sales;1394 Manufacture of cordage, rope, twine;2024 June;;;;10
6036;Total sales;1394 Manufacture of cordage, rope, twine;2024 July;;;;10
6037;Total sales;1394 Manufacture of cordage, rope, twine;2024 August;;;;10
6038;Total sales;1394 Manufacture of cordage, rope, twine;2024 September;;;;10
6039;Total sales;1394 Manufacture of cordage, rope, twine;2024 October;;;;10
6040;Total sales;1394 Manufacture of cordage, rope, twine;2024 November;120.7;;;10
6041;Total sales;1394 Manufacture of cordage, rope, twine;2024 December;120.0;-0.6;;10
6042;Total sales;1394 Manufacture of cordage, rope, twine;2024;120.6;;0.8;10
6043;Total sales;1394 Manufacture of cordage, rope, twine;2025 January;;;;10
6044;Total sales;1394 Manufacture of cordage, rope, twine;2025 February;120.3;;;10
6045;Total sales;1395 Manufacture of non-wovens;2018 January;95.2;;;457
6046;Total sales;1395 Manufacture of non-wovens;2018 February;96.0;0.9;;457
6047;Total sales;1395 Manufacture of non-wovens;2018 March;96.1;0.0;;457
6048;Total sales;1395 Manufacture of non-wovens;2018 April;96.0;-0.1;;457
6049;Total sales;1395 Manufacture of non-wovens;2018 May;96.0;-0.1;;457
6050;Total sales;1395 Manufacture of non-wovens;2018 June;95.5;-0.5;;457
6051;Total sales;1395 Manufacture of non-wovens;2018 July;96.0;0.4;;457
6052;Total sales;1395 Manufacture of non-wovens;2018 August;96.0;0.1;;457
6053;Total sales;1395 Manufacture of non-wovens;2018 September;96.7;0.7;;457
6054;Total sales;1395 Manufacture of non-wovens;2018 October;97.0;0.3;;457
6055;Total sales;1395 Manufacture of non-wovens;2018 November;97.1;0.0;;457
6056;Total sales;1395 Manufacture of non-wovens;2018 December;97.1;0.0;;457
6057;Total sales;1395 Manufacture of non-wovens;2018;96.2;;;457
6058;Total sales;1395 Manufacture of non-wovens;2019 January;98.4;1.4;3.4;457
6059;Total sales;1395 Manufacture of non-wovens;2019 February;97.9;-0.5;2.0;457
6060;Total sales;1395 Manufacture of non-wovens;2019 March;98.2;0.2;2.1;457
6061;Total sales;1395 Manufacture of non-wovens;2019 April;97.9;-0.3;1.9;457
6062;Total sales;1395 Manufacture of non-wovens;2019 May;97.5;-0.4;1.6;457
6063;Total sales;1395 Manufacture of non-wovens;2019 June;97.4;0.0;2.0;457
6064;Total sales;1395 Manufacture of non-wovens;2019 July;97.6;0.2;1.7;457
6065;Total sales;1395 Manufacture of non-wovens;2019 August;97.3;-0.3;1.3;457
6066;Total sales;1395 Manufacture of non-wovens;2019 September;97.3;0.0;0.6;457
6067;Total sales;1395 Manufacture of non-wovens;2019 October;97.9;0.6;0.9;457
6068;Total sales;1395 Manufacture of non-wovens;2019 November;97.6;-0.3;0.5;457
6069;Total sales;1395 Manufacture of non-wovens;2019 December;97.5;-0.1;0.5;457
6070;Total sales;1395 Manufacture of non-wovens;2019;97.7;;1.5;457
6071;Total sales;1395 Manufacture of non-wovens;2020 January;98.2;0.6;-0.3;457
6072;Total sales;1395 Manufacture of non-wovens;2020 February;97.2;-0.9;-0.7;457
6073;Total sales;1395 Manufacture of non-wovens;2020 March;97.3;0.1;-0.9;457
6074;Total sales;1395 Manufacture of non-wovens;2020 April;96.7;-0.6;-1.2;457
6075;Total sales;1395 Manufacture of non-wovens;2020 May;97.3;0.7;-0.1;457
6076;Total sales;1395 Manufacture of non-wovens;2020 June;96.7;-0.7;-0.8;457
6077;Total sales;1395 Manufacture of non-wovens;2020 July;95.8;-0.9;-1.9;457
6078;Total sales;1395 Manufacture of non-wovens;2020 August;96.8;1.0;-0.5;457
6079;Total sales;1395 Manufacture of non-wovens;2020 September;95.6;-1.2;-1.8;457
6080;Total sales;1395 Manufacture of non-wovens;2020 October;96.5;1.0;-1.4;457
6081;Total sales;1395 Manufacture of non-wovens;2020 November;96.3;-0.2;-1.3;457
6082;Total sales;1395 Manufacture of non-wovens;2020 December;96.4;0.1;-1.1;457
6083;Total sales;1395 Manufacture of non-wovens;2020;96.7;;-1.0;457
6084;Total sales;1395 Manufacture of non-wovens;2021 January;96.8;0.3;-1.4;457
6085;Total sales;1395 Manufacture of non-wovens;2021 February;96.9;0.1;-0.4;457
6086;Total sales;1395 Manufacture of non-wovens;2021 March;97.3;0.4;-0.1;457
6087;Total sales;1395 Manufacture of non-wovens;2021 April;99.5;2.4;2.9;457
6088;Total sales;1395 Manufacture of non-wovens;2021 May;99.5;0.0;2.2;457
6089;Total sales;1395 Manufacture of non-wovens;2021 June;99.6;0.1;3.0;457
6090;Total sales;1395 Manufacture of non-wovens;2021 July;101.2;1.6;5.7;457
6091;Total sales;1395 Manufacture of non-wovens;2021 August;101.4;0.2;4.8;457
6092;Total sales;1395 Manufacture of non-wovens;2021 September;101.1;-0.3;5.8;457
6093;Total sales;1395 Manufacture of non-wovens;2021 October;102.2;1.1;5.9;457
6094;Total sales;1395 Manufacture of non-wovens;2021 November;102.4;0.2;6.3;457
6095;Total sales;1395 Manufacture of non-wovens;2021 December;102.2;-0.2;5.9;457
6096;Total sales;1395 Manufacture of non-wovens;2021;100.0;;3.4;457
6097;Total sales;1395 Manufacture of non-wovens;2022 January;101.8;-0.3;5.3;457
6098;Total sales;1395 Manufacture of non-wovens;2022 February;102.5;0.6;5.8;457
6099;Total sales;1395 Manufacture of non-wovens;2022 March;102.1;-0.3;5.0;457
6100;Total sales;1395 Manufacture of non-wovens;2022 April;104.6;2.4;5.1;457
6101;Total sales;1395 Manufacture of non-wovens;2022 May;105.7;1.1;6.2;457
6102;Total sales;1395 Manufacture of non-wovens;2022 June;104.9;-0.8;5.3;457
6103;Total sales;1395 Manufacture of non-wovens;2022 July;107.8;2.8;6.5;457
6104;Total sales;1395 Manufacture of non-wovens;2022 August;106.2;-1.4;4.8;457
6105;Total sales;1395 Manufacture of non-wovens;2022 September;108.4;2.0;7.2;457
6106;Total sales;1395 Manufacture of non-wovens;2022 October;112.3;3.6;9.9;457
6107;Total sales;1395 Manufacture of non-wovens;2022 November;111.6;-0.6;9.0;457
6108;Total sales;1395 Manufacture of non-wovens;2022 December;112.2;0.5;9.8;457
6109;Total sales;1395 Manufacture of non-wovens;2022;106.7;;6.7;457
6110;Total sales;1395 Manufacture of non-wovens;2023 January;116.1;3.4;14.0;457
6111;Total sales;1395 Manufacture of non-wovens;2023 February;115.5;-0.5;12.7;457
6112;Total sales;1395 Manufacture of non-wovens;2023 March;113.8;-1.5;11.4;457
6113;Total sales;1395 Manufacture of non-wovens;2023 April;112.9;-0.8;7.9;457
6114;Total sales;1395 Manufacture of non-wovens;2023 May;112.5;-0.4;6.4;457
6115;Total sales;1395 Manufacture of non-wovens;2023 June;113.5;0.9;8.3;457
6116;Total sales;1395 Manufacture of non-wovens;2023 July;110.5;-2.7;2.5;457
6117;Total sales;1395 Manufacture of non-wovens;2023 August;113.4;2.7;6.8;457
6118;Total sales;1395 Manufacture of non-wovens;2023 September;112.6;-0.7;3.9;457
6119;Total sales;1395 Manufacture of non-wovens;2023 October;111.1;-1.3;-1.0;457
6120;Total sales;1395 Manufacture of non-wovens;2023 November;111.7;0.5;0.1;457
6121;Total sales;1395 Manufacture of non-wovens;2023 December;111.4;-0.3;-0.8;457
6122;Total sales;1395 Manufacture of non-wovens;2023;112.9;;5.9;457
6123;Total sales;1395 Manufacture of non-wovens;2024 January;112.2;0.8;-3.3;457
6124;Total sales;1395 Manufacture of non-wovens;2024 February;111.9;-0.2;-3.1;457
6125;Total sales;1395 Manufacture of non-wovens;2024 March;111.5;-0.4;-2.0;457
6126;Total sales;1395 Manufacture of non-wovens;2024 April;111.9;0.4;-0.9;457
6127;Total sales;1395 Manufacture of non-wovens;2024 May;112.0;0.1;-0.5;457
6128;Total sales;1395 Manufacture of non-wovens;2024 June;110.9;-1.0;-2.4;457
6129;Total sales;1395 Manufacture of non-wovens;2024 July;113.6;2.5;2.8;457
6130;Total sales;1395 Manufacture of non-wovens;2024 August;114.4;0.7;0.9;457
6131;Total sales;1395 Manufacture of non-wovens;2024 September;112.8;-1.4;0.2;457
6132;Total sales;1395 Manufacture of non-wovens;2024 October;113.3;0.4;1.9;457
6133;Total sales;1395 Manufacture of non-wovens;2024 November;114.1;0.7;2.2;457
6134;Total sales;1395 Manufacture of non-wovens;2024 December;114.1;0.0;2.5;457
6135;Total sales;1395 Manufacture of non-wovens;2024;112.7;;-0.2;457
6136;Total sales;1395 Manufacture of non-wovens;2025 January;114.0;-0.1;1.6;457
