ID;NederlandseZeehavens;Vervoerstroom;SoortLading;Perioden;BrutoplusgewichtOvergeslagenGoederen_1
269;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Stukgoederen/Overig;2020;16369
270;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Stukgoederen/Overig;2021 1e kwartaal;3975
271;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Stukgoederen/Overig;2021 2e kwartaal;4593
272;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Stukgoederen/Overig;2021 3e kwartaal;4193
273;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Stukgoederen/Overig;2021 4e kwartaal;4433
274;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Stukgoederen/Overig;2021;17195
275;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Stukgoederen/Overig;2022 1e kwartaal;4572
276;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Stukgoederen/Overig;2022 2e kwartaal;5006
277;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Stukgoederen/Overig;2022 3e kwartaal;4680
278;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Stukgoederen/Overig;2022 4e kwartaal;4364
279;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Stukgoederen/Overig;2022;18623
280;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Stukgoederen/Overig;2023 1e kwartaal;4003
281;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Stukgoederen/Overig;2023 2e kwartaal;5895
282;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Stukgoederen/Overig;2023 3e kwartaal;3532
283;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Stukgoederen/Overig;2023 4e kwartaal;3252
284;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Stukgoederen/Overig;2023;16682
285;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Stukgoederen/Overig;2024 1e kwartaal;3434
286;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Stukgoederen/Overig;2024 2e kwartaal;4322
287;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Stukgoederen/Overig;2024 3e kwartaal;4094
288;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2015 1e kwartaal;295
289;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2015 2e kwartaal;366
290;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2015 3e kwartaal;447
291;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2015 4e kwartaal;333
292;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2015;1440
293;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2016 1e kwartaal;258
294;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2016 2e kwartaal;357
295;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2016 3e kwartaal;350
296;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2016 4e kwartaal;403
297;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2016;1369
298;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2017 1e kwartaal;319
299;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2017 2e kwartaal;398
300;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2017 3e kwartaal;377
301;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2017 4e kwartaal;286
302;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2017;1380
303;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2018 1e kwartaal;369
304;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2018 2e kwartaal;484
305;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2018 3e kwartaal;299
306;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2018 4e kwartaal;271
307;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2018;1422
308;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2019 1e kwartaal;263
309;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2019 2e kwartaal;314
310;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2019 3e kwartaal;411
311;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2019 4e kwartaal;355
312;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2019;1344
313;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2020 1e kwartaal;356
314;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2020 2e kwartaal;253
315;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2020 3e kwartaal;311
316;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2020 4e kwartaal;286
317;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2020;1206
318;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2021 1e kwartaal;332
319;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2021 2e kwartaal;336
320;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2021 3e kwartaal;395
321;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2021 4e kwartaal;415
322;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2021;1478
323;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2022 1e kwartaal;253
324;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2022 2e kwartaal;416
325;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2022 3e kwartaal;401
326;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2022 4e kwartaal;343
327;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2022;1413
328;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2023 1e kwartaal;321
329;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2023 2e kwartaal;374
330;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2023 3e kwartaal;425
331;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2023 4e kwartaal;426
332;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2023;1546
333;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2024 1e kwartaal;565
334;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2024 2e kwartaal;479
335;Totaal Nederlandse zeehavens;Totaal aan- en afvoer;Onbekende verschijningsvorm;2024 3e kwartaal;488
336;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2015 1e kwartaal;106708
337;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2015 2e kwartaal;111013
338;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2015 3e kwartaal;105627
339;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2015 4e kwartaal;106780
340;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2015;430128
341;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2016 1e kwartaal;106010
342;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2016 2e kwartaal;99223
343;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2016 3e kwartaal;104166
344;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2016 4e kwartaal;108350
345;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2016;417749
346;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2017 1e kwartaal;109800
347;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2017 2e kwartaal;108803
348;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2017 3e kwartaal;103638
349;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2017 4e kwartaal;106025
350;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2017;428266
351;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2018 1e kwartaal;109642
352;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2018 2e kwartaal;105118
353;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2018 3e kwartaal;107383
354;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2018 4e kwartaal;111653
355;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2018;433795
356;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2019 1e kwartaal;115737
357;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2019 2e kwartaal;110544
358;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2019 3e kwartaal;106009
359;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2019 4e kwartaal;104029
360;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2019;436319
361;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2020 1e kwartaal;102008
362;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2020 2e kwartaal;97395
363;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2020 3e kwartaal;90483
364;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2020 4e kwartaal;97555
365;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2020;387440
366;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2021 1e kwartaal;101280
367;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2021 2e kwartaal;104805
368;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2021 3e kwartaal;105304
369;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2021 4e kwartaal;107094
370;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2021;418483
371;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2022 1e kwartaal;105216
372;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2022 2e kwartaal;113002
373;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2022 3e kwartaal;111116
374;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2022 4e kwartaal;108509
375;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2022;437842
376;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2023 1e kwartaal;102224
377;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2023 2e kwartaal;100675
378;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2023 3e kwartaal;97659
379;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2023 4e kwartaal;99623
380;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2023;400180
381;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2024 1e kwartaal;97067
382;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2024 2e kwartaal;100617
383;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Totaal lading;2024 3e kwartaal;97746
384;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2015 1e kwartaal;34479
385;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2015 2e kwartaal;36037
386;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2015 3e kwartaal;33134
387;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2015 4e kwartaal;36983
388;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2015;140633
389;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2016 1e kwartaal;32420
390;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2016 2e kwartaal;30387
391;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2016 3e kwartaal;33905
392;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2016 4e kwartaal;35707
393;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2016;132418
394;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2017 1e kwartaal;35431
395;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2017 2e kwartaal;33631
396;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2017 3e kwartaal;32395
397;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2017 4e kwartaal;33198
398;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2017;134654
399;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2018 1e kwartaal;32641
400;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2018 2e kwartaal;31994
401;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2018 3e kwartaal;32928
402;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2018 4e kwartaal;36556
403;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2018;134119
404;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2019 1e kwartaal;34228
405;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2019 2e kwartaal;31685
406;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2019 3e kwartaal;30836
407;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2019 4e kwartaal;30839
408;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2019;127589
409;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2020 1e kwartaal;26766
410;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2020 2e kwartaal;23837
411;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2020 3e kwartaal;23807
412;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2020 4e kwartaal;27159
413;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2020;101570
414;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2021 1e kwartaal;28779
415;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2021 2e kwartaal;30754
416;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2021 3e kwartaal;31451
417;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2021 4e kwartaal;33213
418;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2021;124197
419;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2022 1e kwartaal;31294
420;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2022 2e kwartaal;35014
421;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2022 3e kwartaal;32246
422;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2022 4e kwartaal;32923
423;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2022;131476
424;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2023 1e kwartaal;28264
425;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2023 2e kwartaal;26689
426;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2023 3e kwartaal;25924
427;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2023 4e kwartaal;28172
428;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2023;109050
429;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2024 1e kwartaal;25509
430;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2024 2e kwartaal;27236
431;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Droge bulk lading;2024 3e kwartaal;26147
432;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2015 1e kwartaal;50218
433;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2015 2e kwartaal;52709
434;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2015 3e kwartaal;50896
435;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2015 4e kwartaal;49070
436;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2015;202892
437;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2016 1e kwartaal;51767
438;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2016 2e kwartaal;47092
439;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2016 3e kwartaal;48416
440;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2016 4e kwartaal;50336
441;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2016;197611
442;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2017 1e kwartaal;50904
443;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2017 2e kwartaal;50229
444;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2017 3e kwartaal;46422
445;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2017 4e kwartaal;48378
446;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2017;195933
447;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2018 1e kwartaal;51624
448;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2018 2e kwartaal;46676
449;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2018 3e kwartaal;48654
450;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2018 4e kwartaal;49448
451;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2018;196403
452;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2019 1e kwartaal;54318
453;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2019 2e kwartaal;51811
454;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2019 3e kwartaal;49245
455;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2019 4e kwartaal;47294
456;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2019;202667
457;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2020 1e kwartaal;48865
458;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2020 2e kwartaal;47616
459;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2020 3e kwartaal;40685
460;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2020 4e kwartaal;44095
461;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2020;181261
462;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2021 1e kwartaal;46342
463;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2021 2e kwartaal;45832
464;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2021 3e kwartaal;46382
465;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2021 4e kwartaal;47218
466;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2021;185774
467;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2022 1e kwartaal;47616
468;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2022 2e kwartaal;50635
469;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2022 3e kwartaal;52102
470;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2022 4e kwartaal;51597
471;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2022;201950
472;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2023 1e kwartaal;50103
473;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2023 2e kwartaal;48831
474;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2023 3e kwartaal;47250
475;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2023 4e kwartaal;48646
476;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2023;194829
477;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2024 1e kwartaal;48098
478;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2024 2e kwartaal;47563
479;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Natte bulk lading;2024 3e kwartaal;46507
480;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Containers;2015 1e kwartaal;15896
481;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Containers;2015 2e kwartaal;15819
482;Totaal Nederlandse zeehavens;Aanvoer naar Nederland;Containers;2015 3e kwartaal;15189
