ID;Regions;Periods;PriceIndex_1;ChangesOnePeriodPrevious_2;ChangesOneYearPrevious_3;Number_4;ChangesOnePeriodPrevious_5;ChangesOneYearPrevious_6;AveragePurchasePrice_7;TotalValuePurchasePrices_8
8246;Delft en Westland (CR);2012 February;;;;;;;;
8247;Delft en Westland (CR);2012 March;;;;;;;;
8248;Delft en Westland (CR);2012 1st quarter;101.7;-0.9;-4.5;309.0;-22.2;-2.5;240136.0;74.0
8249;Delft en Westland (CR);2012 April;;;;;;;;
8250;Delft en Westland (CR);2012 May;;;;;;;;
8251;Delft en Westland (CR);2012 June;;;;;;;;
8252;Delft en Westland (CR);2012 2nd quarter;99.0;-2.7;-6.5;415.0;34.3;16.6;243405.0;101.0
8253;Delft en Westland (CR);2012 July;;;;;;;;
8254;Delft en Westland (CR);2012 August;;;;;;;;
8255;Delft en Westland (CR);2012 September;;;;;;;;
8256;Delft en Westland (CR);2012 3rd quarter;94.9;-4.1;-9.8;257.0;-38.1;-32.4;223641.0;57.0
8257;Delft en Westland (CR);2012 October;;;;;;;;
8258;Delft en Westland (CR);2012 November;;;;;;;;
8259;Delft en Westland (CR);2012 December;;;;;;;;
8260;Delft en Westland (CR);2012 4th quarter;91.3;-3.8;-11.0;519.0;101.9;30.7;218666.0;113.0
8261;Delft en Westland (CR);2012;94.5;-8.9;-8.9;1500.0;3.4;3.4;230785.0;346.0
8262;Oost-Zuid-Holland (CR);1995 January;;;;;;;;
8263;Oost-Zuid-Holland (CR);1995 February;;;;;;;;
8264;Oost-Zuid-Holland (CR);1995 March ;;;;;;;;
8265;Oost-Zuid-Holland (CR);1995 1st quarter;43.8;;;615.0;;;103785.0;64.0
8266;Oost-Zuid-Holland (CR);1995 April;;;;;;;;
8267;Oost-Zuid-Holland (CR);1995 May;;;;;;;;
8268;Oost-Zuid-Holland (CR);1995 June;;;;;;;;
8269;Oost-Zuid-Holland (CR);1995 2nd quarter;43.8;0.1;;854.0;38.9;;103616.0;88.0
8270;Oost-Zuid-Holland (CR);1995 July;;;;;;;;
8271;Oost-Zuid-Holland (CR);1995 August;;;;;;;;
8272;Oost-Zuid-Holland (CR);1995 September;;;;;;;;
8273;Oost-Zuid-Holland (CR);1995 3rd quarter;44.9;2.4;;849.0;-0.6;;110788.0;94.0
8274;Oost-Zuid-Holland (CR);1995 October;;;;;;;;
8275;Oost-Zuid-Holland (CR);1995 November;;;;;;;;
8276;Oost-Zuid-Holland (CR);1995 December;;;;;;;;
8277;Oost-Zuid-Holland (CR);1995 4th quarter;45.5;1.3;;951.0;12.0;;103084.0;98.0
8278;Oost-Zuid-Holland (CR);1995;42.8;;;3269.0;;;105356.0;344.0
8279;Oost-Zuid-Holland (CR);1996 January;;;;;;;;
8280;Oost-Zuid-Holland (CR);1996 February;;;;;;;;
8281;Oost-Zuid-Holland (CR);1996 March ;;;;;;;;
8282;Oost-Zuid-Holland (CR);1996 1st quarter;46.7;2.6;6.5;790.0;-16.9;28.5;106301.0;84.0
8283;Oost-Zuid-Holland (CR);1996 April;;;;;;;;
8284;Oost-Zuid-Holland (CR);1996 May;;;;;;;;
8285;Oost-Zuid-Holland (CR);1996 June;;;;;;;;
8286;Oost-Zuid-Holland (CR);1996 2nd quarter;47.9;2.6;9.2;1013.0;28.2;18.6;112796.0;114.0
8287;Oost-Zuid-Holland (CR);1996 July;;;;;;;;
8288;Oost-Zuid-Holland (CR);1996 August;;;;;;;;
8289;Oost-Zuid-Holland (CR);1996 September;;;;;;;;
8290;Oost-Zuid-Holland (CR);1996 3rd quarter;49.6;3.6;10.5;976.0;-3.7;15.0;114356.0;112.0
8291;Oost-Zuid-Holland (CR);1996 October;;;;;;;;
8292;Oost-Zuid-Holland (CR);1996 November;;;;;;;;
8293;Oost-Zuid-Holland (CR);1996 December;;;;;;;;
8294;Oost-Zuid-Holland (CR);1996 4th quarter;50.8;2.3;11.6;1002.0;2.7;5.4;118186.0;118.0
8295;Oost-Zuid-Holland (CR);1996;46.8;9.4;9.4;3781.0;15.7;15.7;113270.0;428.0
8296;Oost-Zuid-Holland (CR);1997 January;;;;;;;;
8297;Oost-Zuid-Holland (CR);1997 February;;;;;;;;
8298;Oost-Zuid-Holland (CR);1997 March ;;;;;;;;
8299;Oost-Zuid-Holland (CR);1997 1st quarter;52.4;3.2;12.3;735.0;-26.6;-7.0;115015.0;85.0
8300;Oost-Zuid-Holland (CR);1997 April;;;;;;;;
8301;Oost-Zuid-Holland (CR);1997 May;;;;;;;;
8302;Oost-Zuid-Holland (CR);1997 June;;;;;;;;
8303;Oost-Zuid-Holland (CR);1997 2nd quarter;52.4;0.1;9.5;1096.0;49.1;8.2;120150.0;132.0
8304;Oost-Zuid-Holland (CR);1997 July;;;;;;;;
8305;Oost-Zuid-Holland (CR);1997 August;;;;;;;;
8306;Oost-Zuid-Holland (CR);1997 September;;;;;;;;
8307;Oost-Zuid-Holland (CR);1997 3rd quarter;54.5;4.0;9.8;1110.0;1.3;13.7;133062.0;148.0
8308;Oost-Zuid-Holland (CR);1997 October;;;;;;;;
8309;Oost-Zuid-Holland (CR);1997 November;;;;;;;;
8310;Oost-Zuid-Holland (CR);1997 December;;;;;;;;
8311;Oost-Zuid-Holland (CR);1997 4th quarter;56.4;3.6;11.2;1163.0;4.8;16.1;131756.0;153.0
8312;Oost-Zuid-Holland (CR);1997;51.8;10.7;10.7;4104.0;8.5;8.5;126012.0;517.0
8313;Oost-Zuid-Holland (CR);1998 January;;;;;;;;
8314;Oost-Zuid-Holland (CR);1998 February;;;;;;;;
8315;Oost-Zuid-Holland (CR);1998 March ;;;;;;;;
8316;Oost-Zuid-Holland (CR);1998 1st quarter;57.4;1.7;9.7;799.0;-31.3;8.7;127594.0;102.0
8317;Oost-Zuid-Holland (CR);1998 April;;;;;;;;
8318;Oost-Zuid-Holland (CR);1998 May;;;;;;;;
8319;Oost-Zuid-Holland (CR);1998 June;;;;;;;;
8320;Oost-Zuid-Holland (CR);1998 2nd quarter;58.2;1.4;11.1;1100.0;37.7;0.4;131300.0;144.0
8321;Oost-Zuid-Holland (CR);1998 July;;;;;;;;
8322;Oost-Zuid-Holland (CR);1998 August;;;;;;;;
8323;Oost-Zuid-Holland (CR);1998 September;;;;;;;;
8324;Oost-Zuid-Holland (CR);1998 3rd quarter;59.8;2.6;9.6;1191.0;8.3;7.3;140636.0;167.0
8325;Oost-Zuid-Holland (CR);1998 October;;;;;;;;
8326;Oost-Zuid-Holland (CR);1998 November;;;;;;;;
8327;Oost-Zuid-Holland (CR);1998 December;;;;;;;;
8328;Oost-Zuid-Holland (CR);1998 4th quarter;60.9;2.0;7.9;1192.0;0.1;2.5;135309.0;161.0
8329;Oost-Zuid-Holland (CR);1998;56.7;9.5;9.5;4282.0;4.3;4.3;134321.0;575.0
8330;Oost-Zuid-Holland (CR);1999 January;;;;;;;;
8331;Oost-Zuid-Holland (CR);1999 February;;;;;;;;
8332;Oost-Zuid-Holland (CR);1999 March ;;;;;;;;
8333;Oost-Zuid-Holland (CR);1999 1st quarter;64.0;5.0;11.4;935.0;-21.6;17.0;143899.0;135.0
8334;Oost-Zuid-Holland (CR);1999 April;;;;;;;;
8335;Oost-Zuid-Holland (CR);1999 May;;;;;;;;
8336;Oost-Zuid-Holland (CR);1999 June;;;;;;;;
8337;Oost-Zuid-Holland (CR);1999 2nd quarter;66.4;3.8;14.0;1046.0;11.9;-4.9;154897.0;162.0
8338;Oost-Zuid-Holland (CR);1999 July;;;;;;;;
8339;Oost-Zuid-Holland (CR);1999 August;;;;;;;;
8340;Oost-Zuid-Holland (CR);1999 September;;;;;;;;
8341;Oost-Zuid-Holland (CR);1999 3rd quarter;68.1;2.6;14.1;1162.0;11.1;-2.4;158180.0;184.0
8342;Oost-Zuid-Holland (CR);1999 October;;;;;;;;
8343;Oost-Zuid-Holland (CR);1999 November;;;;;;;;
8344;Oost-Zuid-Holland (CR);1999 December;;;;;;;;
8345;Oost-Zuid-Holland (CR);1999 4th quarter;71.6;5.1;17.6;1106.0;-4.8;-7.2;168741.0;187.0
8346;Oost-Zuid-Holland (CR);1999;65.7;15.8;15.8;4249.0;-0.8;-0.8;156978.0;667.0
8347;Oost-Zuid-Holland (CR);2000 January;;;;;;;;
8348;Oost-Zuid-Holland (CR);2000 February;;;;;;;;
8349;Oost-Zuid-Holland (CR);2000 March;;;;;;;;
8350;Oost-Zuid-Holland (CR);2000 1st quarter;74.7;4.3;16.7;788.0;-28.8;-15.7;177008.0;139.0
8351;Oost-Zuid-Holland (CR);2000 April;;;;;;;;
8352;Oost-Zuid-Holland (CR);2000 May;;;;;;;;
8353;Oost-Zuid-Holland (CR);2000 June;;;;;;;;
8354;Oost-Zuid-Holland (CR);2000 2nd quarter;77.9;4.3;17.4;917.0;16.4;-12.3;179087.0;164.0
8355;Oost-Zuid-Holland (CR);2000 July;;;;;;;;
8356;Oost-Zuid-Holland (CR);2000 August;;;;;;;;
8357;Oost-Zuid-Holland (CR);2000 September;;;;;;;;
8358;Oost-Zuid-Holland (CR);2000 3rd quarter;81.4;4.4;19.4;973.0;6.1;-16.3;199380.0;194.0
8359;Oost-Zuid-Holland (CR);2000 October;;;;;;;;
8360;Oost-Zuid-Holland (CR);2000 November;;;;;;;;
8361;Oost-Zuid-Holland (CR);2000 December;;;;;;;;
8362;Oost-Zuid-Holland (CR);2000 4th quarter;82.7;1.7;15.5;1055.0;8.4;-4.6;196762.0;208.0
8363;Oost-Zuid-Holland (CR);2000;77.0;17.2;17.2;3733.0;-12.1;-12.1;188933.0;705.0
8364;Oost-Zuid-Holland (CR);2001 January;;;;;;;;
8365;Oost-Zuid-Holland (CR);2001 February;;;;;;;;
8366;Oost-Zuid-Holland (CR);2001 March;;;;;;;;
8367;Oost-Zuid-Holland (CR);2001 1st quarter;84.2;1.7;12.7;717.0;-32.0;-9.0;198654.0;142.0
8368;Oost-Zuid-Holland (CR);2001 April;;;;;;;;
8369;Oost-Zuid-Holland (CR);2001 May;;;;;;;;
8370;Oost-Zuid-Holland (CR);2001 June;;;;;;;;
8371;Oost-Zuid-Holland (CR);2001 2nd quarter;87.2;3.7;11.9;953.0;32.9;3.9;204054.0;194.0
8372;Oost-Zuid-Holland (CR);2001 July;;;;;;;;
8373;Oost-Zuid-Holland (CR);2001 August;;;;;;;;
8374;Oost-Zuid-Holland (CR);2001 September;;;;;;;;
8375;Oost-Zuid-Holland (CR);2001 3rd quarter;88.2;1.2;8.5;1008.0;5.8;3.6;211081.0;213.0
8376;Oost-Zuid-Holland (CR);2001 October;;;;;;;;
8377;Oost-Zuid-Holland (CR);2001 November;;;;;;;;
8378;Oost-Zuid-Holland (CR);2001 December;;;;;;;;
8379;Oost-Zuid-Holland (CR);2001 4th quarter;89.5;1.5;8.2;1173.0;16.4;11.2;204895.0;240.0
8380;Oost-Zuid-Holland (CR);2001;84.9;10.2;10.2;3851.0;3.2;3.2;205144.0;790.0
8381;Oost-Zuid-Holland (CR);2002 January;;;;;;;;
8382;Oost-Zuid-Holland (CR);2002 February;;;;;;;;
8383;Oost-Zuid-Holland (CR);2002 March;;;;;;;;
8384;Oost-Zuid-Holland (CR);2002 1st quarter;90.1;0.7;7.1;966.0;-17.6;34.7;207376.0;200.0
8385;Oost-Zuid-Holland (CR);2002 April;;;;;;;;
8386;Oost-Zuid-Holland (CR);2002 May;;;;;;;;
8387;Oost-Zuid-Holland (CR);2002 June;;;;;;;;
8388;Oost-Zuid-Holland (CR);2002 2nd quarter;92.3;2.4;5.8;897.0;-7.1;-5.9;215817.0;194.0
8389;Oost-Zuid-Holland (CR);2002 July;;;;;;;;
8390;Oost-Zuid-Holland (CR);2002 August;;;;;;;;
8391;Oost-Zuid-Holland (CR);2002 September;;;;;;;;
8392;Oost-Zuid-Holland (CR);2002 3rd quarter;91.9;-0.4;4.2;1079.0;20.3;7.0;215568.0;233.0
8393;Oost-Zuid-Holland (CR);2002 October;;;;;;;;
8394;Oost-Zuid-Holland (CR);2002 November;;;;;;;;
8395;Oost-Zuid-Holland (CR);2002 December;;;;;;;;
8396;Oost-Zuid-Holland (CR);2002 4th quarter;91.9;0.0;2.7;1049.0;-2.8;-10.6;215952.0;227.0
8397;Oost-Zuid-Holland (CR);2002;89.1;5.0;5.0;3991.0;3.6;3.6;213742.0;853.0
8398;Oost-Zuid-Holland (CR);2003 January;;;;;;;;
8399;Oost-Zuid-Holland (CR);2003 February;;;;;;;;
8400;Oost-Zuid-Holland (CR);2003 March;;;;;;;;
8401;Oost-Zuid-Holland (CR);2003 1st quarter;92.3;0.4;2.5;779.0;-25.7;-19.4;209336.0;163.0
8402;Oost-Zuid-Holland (CR);2003 April;;;;;;;;
8403;Oost-Zuid-Holland (CR);2003 May;;;;;;;;
8404;Oost-Zuid-Holland (CR);2003 June;;;;;;;;
8405;Oost-Zuid-Holland (CR);2003 2nd quarter;93.2;0.9;1.0;872.0;11.9;-2.8;217204.0;189.0
8406;Oost-Zuid-Holland (CR);2003 July;;;;;;;;
8407;Oost-Zuid-Holland (CR);2003 August;;;;;;;;
8408;Oost-Zuid-Holland (CR);2003 September;;;;;;;;
8409;Oost-Zuid-Holland (CR);2003 3rd quarter;94.4;1.3;2.7;944.0;8.3;-12.5;213932.0;202.0
8410;Oost-Zuid-Holland (CR);2003 October;;;;;;;;
8411;Oost-Zuid-Holland (CR);2003 November;;;;;;;;
8412;Oost-Zuid-Holland (CR);2003 December;;;;;;;;
8413;Oost-Zuid-Holland (CR);2003 4th quarter;95.2;0.8;3.5;1174.0;24.4;11.9;221287.0;260.0
8414;Oost-Zuid-Holland (CR);2003;92.6;3.8;3.8;3769.0;-5.6;-5.6;216030.0;814.0
8415;Oost-Zuid-Holland (CR);2004 January;;;;;;;;
8416;Oost-Zuid-Holland (CR);2004 February;;;;;;;;
8417;Oost-Zuid-Holland (CR);2004 March;;;;;;;;
8418;Oost-Zuid-Holland (CR);2004 1st quarter;95.3;0.1;3.2;778.0;-33.7;-0.1;214712.0;167.0
8419;Oost-Zuid-Holland (CR);2004 April;;;;;;;;
8420;Oost-Zuid-Holland (CR);2004 May;;;;;;;;
8421;Oost-Zuid-Holland (CR);2004 June;;;;;;;;
8422;Oost-Zuid-Holland (CR);2004 2nd quarter;95.8;0.5;2.8;947.0;21.7;8.6;215792.0;204.0
8423;Oost-Zuid-Holland (CR);2004 July;;;;;;;;
8424;Oost-Zuid-Holland (CR);2004 August;;;;;;;;
8425;Oost-Zuid-Holland (CR);2004 September;;;;;;;;
8426;Oost-Zuid-Holland (CR);2004 3rd quarter;96.9;1.2;2.7;949.0;0.2;0.5;222098.0;211.0
8427;Oost-Zuid-Holland (CR);2004 October;;;;;;;;
8428;Oost-Zuid-Holland (CR);2004 November;;;;;;;;
8429;Oost-Zuid-Holland (CR);2004 December;;;;;;;;
8430;Oost-Zuid-Holland (CR);2004 4th quarter;99.0;2.2;4.1;999.0;5.3;-14.9;222906.0;223.0
8431;Oost-Zuid-Holland (CR);2004;95.7;3.3;3.3;3673.0;-2.5;-2.5;219127.0;805.0
8432;Oost-Zuid-Holland (CR);2005 January;;;;;;;;
8433;Oost-Zuid-Holland (CR);2005 February;;;;;;;;
8434;Oost-Zuid-Holland (CR);2005 March;;;;;;;;
8435;Oost-Zuid-Holland (CR);2005 1st quarter;99.2;0.1;4.0;730.0;-26.9;-6.2;230363.0;168.0
8436;Oost-Zuid-Holland (CR);2005 April;;;;;;;;
8437;Oost-Zuid-Holland (CR);2005 May;;;;;;;;
8438;Oost-Zuid-Holland (CR);2005 June;;;;;;;;
8439;Oost-Zuid-Holland (CR);2005 2nd quarter;99.8;0.7;4.2;943.0;29.2;-0.4;230840.0;218.0
8440;Oost-Zuid-Holland (CR);2005 July;;;;;;;;
8441;Oost-Zuid-Holland (CR);2005 August;;;;;;;;
8442;Oost-Zuid-Holland (CR);2005 September;;;;;;;;
8443;Oost-Zuid-Holland (CR);2005 3rd quarter;100.5;0.7;3.7;1133.0;20.1;19.4;237878.0;270.0
8444;Oost-Zuid-Holland (CR);2005 October;;;;;;;;
8445;Oost-Zuid-Holland (CR);2005 November;;;;;;;;
8446;Oost-Zuid-Holland (CR);2005 December;;;;;;;;
8447;Oost-Zuid-Holland (CR);2005 4th quarter;100.5;0.0;1.5;1206.0;6.4;20.7;238023.0;287.0
8448;Oost-Zuid-Holland (CR);2005;100.0;4.5;4.5;4012.0;9.2;9.2;234900.0;942.0
8449;Oost-Zuid-Holland (CR);2006 January;;;;;;;;
8450;Oost-Zuid-Holland (CR);2006 February;;;;;;;;
8451;Oost-Zuid-Holland (CR);2006 March;;;;;;;;
8452;Oost-Zuid-Holland (CR);2006 1st quarter;103.0;2.5;3.9;867.0;-28.1;18.8;237495.0;206.0
8453;Oost-Zuid-Holland (CR);2006 April;;;;;;;;
8454;Oost-Zuid-Holland (CR);2006 May;;;;;;;;
8455;Oost-Zuid-Holland (CR);2006 June;;;;;;;;
8456;Oost-Zuid-Holland (CR);2006 2nd quarter;103.2;0.2;3.3;1040.0;20.0;10.3;239925.0;250.0
8457;Oost-Zuid-Holland (CR);2006 July;;;;;;;;
8458;Oost-Zuid-Holland (CR);2006 August;;;;;;;;
8459;Oost-Zuid-Holland (CR);2006 September;;;;;;;;
8460;Oost-Zuid-Holland (CR);2006 3rd quarter;105.3;2.1;4.8;1085.0;4.3;-4.2;256802.0;279.0
8461;Oost-Zuid-Holland (CR);2006 October;;;;;;;;
8462;Oost-Zuid-Holland (CR);2006 November;;;;;;;;
8463;Oost-Zuid-Holland (CR);2006 December;;;;;;;;
8464;Oost-Zuid-Holland (CR);2006 4th quarter;104.4;-0.9;3.9;1071.0;-1.3;-11.2;249408.0;267.0
8465;Oost-Zuid-Holland (CR);2006;104.0;4.0;4.0;4063.0;1.3;1.3;246413.0;1001.0
8466;Oost-Zuid-Holland (CR);2007 January;;;;;;;;
8467;Oost-Zuid-Holland (CR);2007 February;;;;;;;;
8468;Oost-Zuid-Holland (CR);2007 March;;;;;;;;
8469;Oost-Zuid-Holland (CR);2007 1st quarter;104.1;-0.3;1.0;878.0;-18.0;1.3;238075.0;209.0
8470;Oost-Zuid-Holland (CR);2007 April;;;;;;;;
8471;Oost-Zuid-Holland (CR);2007 May;;;;;;;;
8472;Oost-Zuid-Holland (CR);2007 June;;;;;;;;
8473;Oost-Zuid-Holland (CR);2007 2nd quarter;107.4;3.2;4.1;1006.0;14.6;-3.3;252460.0;254.0
8474;Oost-Zuid-Holland (CR);2007 July;;;;;;;;
8475;Oost-Zuid-Holland (CR);2007 August;;;;;;;;
8476;Oost-Zuid-Holland (CR);2007 September;;;;;;;;
8477;Oost-Zuid-Holland (CR);2007 3rd quarter;106.6;-0.7;1.2;1050.0;4.4;-3.2;256788.0;270.0
8478;Oost-Zuid-Holland (CR);2007 October;;;;;;;;
8479;Oost-Zuid-Holland (CR);2007 November;;;;;;;;
8480;Oost-Zuid-Holland (CR);2007 December;;;;;;;;
8481;Oost-Zuid-Holland (CR);2007 4th quarter;107.2;0.5;2.7;1248.0;18.9;16.5;250584.0;313.0
8482;Oost-Zuid-Holland (CR);2007;106.4;2.3;2.3;4182.0;2.9;2.9;249967.0;1045.0
8483;Oost-Zuid-Holland (CR);2008 January;;;;;;;;
8484;Oost-Zuid-Holland (CR);2008 February;;;;;;;;
8485;Oost-Zuid-Holland (CR);2008 March;;;;;;;;
8486;Oost-Zuid-Holland (CR);2008 1st quarter;108.8;1.5;4.6;776.0;-37.8;-11.6;257936.0;200.0
8487;Oost-Zuid-Holland (CR);2008 April;;;;;;;;
8488;Oost-Zuid-Holland (CR);2008 May;;;;;;;;
8489;Oost-Zuid-Holland (CR);2008 June;;;;;;;;
8490;Oost-Zuid-Holland (CR);2008 2nd quarter;108.9;0.0;1.4;925.0;19.2;-8.1;248802.0;230.0
8491;Oost-Zuid-Holland (CR);2008 July;;;;;;;;
8492;Oost-Zuid-Holland (CR);2008 August;;;;;;;;
8493;Oost-Zuid-Holland (CR);2008 September;;;;;;;;
8494;Oost-Zuid-Holland (CR);2008 3rd quarter;109.6;0.7;2.8;1048.0;13.3;-0.2;260286.0;273.0
8495;Oost-Zuid-Holland (CR);2008 October;;;;;;;;
8496;Oost-Zuid-Holland (CR);2008 November;;;;;;;;
8497;Oost-Zuid-Holland (CR);2008 December;;;;;;;;
8498;Oost-Zuid-Holland (CR);2008 4th quarter;110.2;0.5;2.8;890.0;-15.1;-28.7;259626.0;231.0
8499;Oost-Zuid-Holland (CR);2008;109.4;2.8;2.8;3639.0;-13.0;-13.0;256704.0;934.0
8500;Oost-Zuid-Holland (CR);2009 January;;;;;;;;
8501;Oost-Zuid-Holland (CR);2009 February;;;;;;;;
8502;Oost-Zuid-Holland (CR);2009 March;;;;;;;;
8503;Oost-Zuid-Holland (CR);2009 1st quarter;106.4;-3.4;-2.2;700.0;-21.3;-9.8;237045.0;166.0
8504;Oost-Zuid-Holland (CR);2009 April;;;;;;;;
8505;Oost-Zuid-Holland (CR);2009 May;;;;;;;;
8506;Oost-Zuid-Holland (CR);2009 June;;;;;;;;
8507;Oost-Zuid-Holland (CR);2009 2nd quarter;104.9;-1.4;-3.7;671.0;-4.1;-27.5;223002.0;150.0
8508;Oost-Zuid-Holland (CR);2009 July;;;;;;;;
8509;Oost-Zuid-Holland (CR);2009 August;;;;;;;;
8510;Oost-Zuid-Holland (CR);2009 September;;;;;;;;
8511;Oost-Zuid-Holland (CR);2009 3rd quarter;104.3;-0.5;-4.8;701.0;4.5;-33.1;224603.0;157.0
8512;Oost-Zuid-Holland (CR);2009 October;;;;;;;;
8513;Oost-Zuid-Holland (CR);2009 November;;;;;;;;
8514;Oost-Zuid-Holland (CR);2009 December;;;;;;;;
8515;Oost-Zuid-Holland (CR);2009 4th quarter;101.6;-2.6;-7.8;694.0;-1.0;-22.0;225633.0;157.0
8516;Oost-Zuid-Holland (CR);2009;104.3;-4.6;-4.6;2766.0;-24.0;-24.0;227622.0;630.0
8517;Oost-Zuid-Holland (CR);2010 January;;;;;;;;
8518;Oost-Zuid-Holland (CR);2010 February;;;;;;;;
8519;Oost-Zuid-Holland (CR);2010 March;;;;;;;;
8520;Oost-Zuid-Holland (CR);2010 1st quarter;102.7;1.1;-3.5;546.0;-21.3;-22.0;216841.0;118.0
8521;Oost-Zuid-Holland (CR);2010 April;;;;;;;;
8522;Oost-Zuid-Holland (CR);2010 May;;;;;;;;
8523;Oost-Zuid-Holland (CR);2010 June;;;;;;;;
8524;Oost-Zuid-Holland (CR);2010 2nd quarter;101.7;-1.0;-3.0;615.0;12.6;-8.3;223693.0;138.0
8525;Oost-Zuid-Holland (CR);2010 July;;;;;;;;
8526;Oost-Zuid-Holland (CR);2010 August;;;;;;;;
8527;Oost-Zuid-Holland (CR);2010 September;;;;;;;;
8528;Oost-Zuid-Holland (CR);2010 3rd quarter;102.7;1.0;-1.6;579.0;-5.9;-17.4;232226.0;134.0
8529;Oost-Zuid-Holland (CR);2010 October;;;;;;;;
8530;Oost-Zuid-Holland (CR);2010 November;;;;;;;;
8531;Oost-Zuid-Holland (CR);2010 December;;;;;;;;
8532;Oost-Zuid-Holland (CR);2010 4th quarter;101.1;-1.6;-0.5;676.0;16.8;-2.6;225353.0;152.0
8533;Oost-Zuid-Holland (CR);2010;102.8;-1.5;-1.5;2416.0;-12.7;-12.7;224654.0;543.0
8534;Oost-Zuid-Holland (CR);2011 January;;;;;;;;
8535;Oost-Zuid-Holland (CR);2011 February;;;;;;;;
8536;Oost-Zuid-Holland (CR);2011 March;;;;;;;;
8537;Oost-Zuid-Holland (CR);2011 1st quarter;100.2;-0.9;-2.5;573.0;-15.2;4.9;231773.0;133.0
8538;Oost-Zuid-Holland (CR);2011 April;;;;;;;;
8539;Oost-Zuid-Holland (CR);2011 May;;;;;;;;
8540;Oost-Zuid-Holland (CR);2011 June;;;;;;;;
8541;Oost-Zuid-Holland (CR);2011 2nd quarter;99.5;-0.6;-2.1;569.0;-0.7;-7.5;233572.0;133.0
8542;Oost-Zuid-Holland (CR);2011 July;;;;;;;;
8543;Oost-Zuid-Holland (CR);2011 August;;;;;;;;
8544;Oost-Zuid-Holland (CR);2011 September;;;;;;;;
8545;Oost-Zuid-Holland (CR);2011 3rd quarter;99.6;0.1;-3.0;553.0;-2.8;-4.5;245183.0;136.0
8546;Oost-Zuid-Holland (CR);2011 October;;;;;;;;
8547;Oost-Zuid-Holland (CR);2011 November;;;;;;;;
8548;Oost-Zuid-Holland (CR);2011 December;;;;;;;;
8549;Oost-Zuid-Holland (CR);2011 4th quarter;96.5;-3.1;-4.5;595.0;7.6;-12.0;218298.0;130.0
8550;Oost-Zuid-Holland (CR);2011;99.5;-3.2;-3.2;2290.0;-5.2;-5.2;231957.0;531.0
8551;Oost-Zuid-Holland (CR);2012 January;;;;;;;;
8552;Oost-Zuid-Holland (CR);2012 February;;;;;;;;
8553;Oost-Zuid-Holland (CR);2012 March;;;;;;;;
8554;Oost-Zuid-Holland (CR);2012 1st quarter;95.9;-0.6;-4.2;425.0;-28.6;-25.8;222457.0;95.0
8555;Oost-Zuid-Holland (CR);2012 April;;;;;;;;
8556;Oost-Zuid-Holland (CR);2012 May;;;;;;;;
8557;Oost-Zuid-Holland (CR);2012 June;;;;;;;;
8558;Oost-Zuid-Holland (CR);2012 2nd quarter;94.8;-1.2;-4.8;743.0;74.8;30.6;218092.0;162.0
8559;Oost-Zuid-Holland (CR);2012 July;;;;;;;;
8560;Oost-Zuid-Holland (CR);2012 August;;;;;;;;
8561;Oost-Zuid-Holland (CR);2012 September;;;;;;;;
8562;Oost-Zuid-Holland (CR);2012 3rd quarter;89.9;-5.2;-9.8;413.0;-44.4;-25.3;204544.0;84.0
8563;Oost-Zuid-Holland (CR);2012 October;;;;;;;;
8564;Oost-Zuid-Holland (CR);2012 November;;;;;;;;
8565;Oost-Zuid-Holland (CR);2012 December;;;;;;;;
8566;Oost-Zuid-Holland (CR);2012 4th quarter;89.9;0.1;-6.8;624.0;51.1;4.9;219178.0;137.0
8567;Oost-Zuid-Holland (CR);2012;93.1;-6.4;-6.4;2205.0;-3.7;-3.7;216703.0;478.0
8568;Groot-Rijnmond (CR);1995 January;;;;;;;;
8569;Groot-Rijnmond (CR);1995 February;;;;;;;;
8570;Groot-Rijnmond (CR);1995 March ;;;;;;;;
8571;Groot-Rijnmond (CR);1995 1st quarter;40.4;;;2608.0;;;75598.0;197.0
8572;Groot-Rijnmond (CR);1995 April;;;;;;;;
8573;Groot-Rijnmond (CR);1995 May;;;;;;;;
8574;Groot-Rijnmond (CR);1995 June;;;;;;;;
8575;Groot-Rijnmond (CR);1995 2nd quarter;41.1;1.7;;2965.0;13.7;;80559.0;239.0
8576;Groot-Rijnmond (CR);1995 July;;;;;;;;
8577;Groot-Rijnmond (CR);1995 August;;;;;;;;
8578;Groot-Rijnmond (CR);1995 September;;;;;;;;
8579;Groot-Rijnmond (CR);1995 3rd quarter;41.6;1.3;;3180.0;7.3;;82853.0;263.0
8580;Groot-Rijnmond (CR);1995 October;;;;;;;;
8581;Groot-Rijnmond (CR);1995 November;;;;;;;;
8582;Groot-Rijnmond (CR);1995 December;;;;;;;;
8583;Groot-Rijnmond (CR);1995 4th quarter;42.2;1.3;;3719.0;16.9;;84849.0;316.0
8584;Groot-Rijnmond (CR);1995;41.8;;;12472.0;;;81386.0;1015.0
8585;Groot-Rijnmond (CR);1996 January;;;;;;;;
8586;Groot-Rijnmond (CR);1996 February;;;;;;;;
8587;Groot-Rijnmond (CR);1996 March ;;;;;;;;
8588;Groot-Rijnmond (CR);1996 1st quarter;43.5;3.0;7.6;2914.0;-21.6;11.7;84314.0;246.0
8589;Groot-Rijnmond (CR);1996 April;;;;;;;;
8590;Groot-Rijnmond (CR);1996 May;;;;;;;;
