ID;AfzetMotorbrandstoffen;Perioden;TotaalAfzet_1;TotaalWegverkeerEnOverigeAfnemers_2;AutogasLpg_3;TotaalMotorbenzine_4;Euro95_5;SuperOngelood98_6;NormaalGelood_7;SuperGelood_8;TotaalDiesel_9;Laagzwavelig_10;Hoogzwavelig_11;Aardgas_12;Elektriciteit_13;TotaalScheepvaart_14;TotaalGasolieEnLichteStookolie_15;AfzetAanBinnenvaart_16;AfzetAanZeevaart_17;AfzetAanHandelarenScheepvaart_18;TotaalStookolie_19;Laagzwavelig_20;Hoogzwavelig_21;TotaalLuchtvaart_22;Vliegtuigkerosine_23;Vliegtuigbenzine_24;JetfuelOpBenzinebasis_25;TotaalRailverkeer_26;Diesel_27;Elektriciteit_28;AutogasLpg_29;TotaalMotorbenzine_30;Euro95_31;SuperOngelood98_32;NormaalGelood_33;SuperGelood_34;TotaalDiesel_35;Laagzwavelig_36;Hoogzwavelig_37;Aardgas_38;Elektriciteit_39;TotaalGasolieEnLichteStookolie_40;AfzetAanBinnenvaart_41;AfzetAanZeevaart_42;AfzetAanHandelarenScheepvaart_43;TotaalStookolie_44;Laagzwavelig_45;Hoogzwavelig_46;Vliegtuigkerosine_47;Vliegtuigbenzine_48;JetfuelOpBenzinebasis_49;Diesel_50;Elektriciteit_51;AutogasLpg_52;TotaalMotorbenzine_53;Euro95_54;SuperOngelood98_55;NormaalGelood_56;SuperGelood_57;TotaalDiesel_58;Laagzwavelig_59;Hoogzwavelig_60
130;Totaal afzet;2016 juni;97.2;38.4;0.7;14.5;14.3;0.2;;;23.2;23.2;;;;44.2;7.8;3.8;4.0;;36.4;4.5;31.9;14.1;14.1;0.0;;;;;15.0;343.0;338.0;5.0;;;538.0;538.0;;;;180.0;87.0;93.0;;887.0;109.0;779.0;323.0;0.0;;;;27.0;457.0;451.0;6.0;;;644.0;644.0;
131;Totaal afzet;2016 2e kwartaal;287.5;114.5;2.0;42.8;42.2;0.6;;;68.9;68.9;;0.4;0.3;129.4;24.2;11.4;12.8;;105.2;16.4;88.7;41.9;41.9;0.0;;1.7;0.3;1.4;44.0;1015.0;1000.0;14.0;;;1603.0;1603.0;;14.0;87.0;561.0;265.0;296.0;;2565.0;401.0;2164.0;963.0;0.0;;7.0;398.0;81.0;1353.0;1334.0;19.0;;;1918.0;1918.0;
132;Totaal afzet;2016 juli;96.9;36.9;0.6;13.9;13.7;0.2;;;22.3;22.3;;;;43.5;7.3;3.7;3.6;;36.1;4.8;31.3;15.9;15.9;0.0;;;;;13.0;330.0;325.0;5.0;;;518.0;518.0;;;;170.0;87.0;83.0;;880.0;118.0;764.0;366.0;0.0;;;;24.0;439.0;433.0;6.0;;;620.0;620.0;
133;Totaal afzet;2016 augustus;95.3;35.7;0.6;14.0;13.8;0.2;;;20.9;20.9;;;;43.2;9.0;3.7;5.3;;34.1;5.2;28.9;15.9;15.9;0.0;;;;;14.0;331.0;327.0;5.0;;;487.0;487.0;;;;209.0;86.0;123.0;;833.0;127.0;706.0;365.0;0.0;;;;26.0;443.0;437.0;6.0;;;582.0;582.0;
134;Totaal afzet;2016 september;95.4;38.6;0.6;13.9;13.7;0.2;;;24.0;24.0;;;;41.3;8.3;3.9;4.3;;33.0;5.2;27.8;14.9;14.9;0.0;;;;;14.0;328.0;324.0;4.0;;;559.0;559.0;;;;191.0;91.0;100.0;;806.0;127.0;679.0;343.0;0.0;;;;26.0;439.0;433.0;6.0;;;668.0;668.0;
135;Totaal afzet;2016 3e kwartaal;288.2;111.6;1.8;41.8;41.2;0.6;;;67.2;67.2;;0.4;0.3;128.1;24.6;11.4;13.2;;103.4;15.2;88.2;46.7;46.7;0.0;;1.7;0.3;1.4;41.0;989.0;976.0;14.0;;;1564.0;1564.0;;14.0;87.0;570.0;264.0;306.0;;2518.0;371.0;2152.0;1074.0;0.0;;7.0;398.0;76.0;1321.0;1303.0;18.0;;;1871.0;1871.0;
136;Totaal afzet;2016 oktober;96.1;38.1;0.6;14.1;13.9;0.2;;;23.3;23.3;;;;42.9;8.9;3.9;5.0;;33.9;11.1;22.9;14.5;14.5;0.0;;;;;14.0;334.0;329.0;4.0;;;541.0;541.0;;;;207.0;90.0;117.0;;828.0;270.0;558.0;334.0;0.0;;;;26.0;446.0;440.0;6.0;;;647.0;647.0;
137;Totaal afzet;2016 november;90.9;38.2;0.6;14.8;14.6;0.2;;;22.7;22.7;;;;39.5;8.8;4.5;4.3;;30.7;7.2;23.5;12.6;12.6;0.0;;;;;14.0;350.0;345.0;4.0;;;528.0;528.0;;;;204.0;103.0;100.0;;749.0;175.0;574.0;289.0;0.0;;;;26.0;467.0;461.0;6.0;;;631.0;631.0;
138;Totaal afzet;2016 december;90.0;37.6;0.6;14.5;14.3;0.2;;;22.5;22.5;;;;39.1;8.2;3.8;4.4;;30.9;6.0;24.9;12.7;12.7;0.0;;;;;13.0;342.0;338.0;4.0;;;523.0;523.0;;;;190.0;89.0;102.0;;753.0;145.0;608.0;292.0;0.0;;;;25.0;457.0;452.0;5.0;;;625.0;625.0;
139;Totaal afzet;2016 4e kwartaal;277.4;114.4;1.9;43.3;42.8;0.5;;;68.4;68.4;;0.4;0.3;121.5;26.0;12.2;13.8;;95.5;24.2;71.3;39.8;39.8;0.0;;1.7;0.3;1.4;41.0;1025.0;1013.0;13.0;;;1591.0;1591.0;;14.0;87.0;602.0;283.0;319.0;;2329.0;590.0;1739.0;915.0;0.0;;7.0;398.0;77.0;1370.0;1353.0;17.0;;;1903.0;1903.0;
140;Totaal afzet;2017 januari;90.6;35.7;0.6;14.1;14.0;0.2;;;20.9;20.9;;;;41.9;9.2;3.7;5.4;;32.8;8.1;24.6;12.4;12.4;0.0;;;;;12.0;334.0;331.0;4.0;;;486.0;486.0;;;;212.0;87.0;126.0;;799.0;198.0;601.0;285.0;0.0;;;;23.0;446.0;441.0;5.0;;;582.0;582.0;
141;Totaal afzet;2017 februari;83.4;34.9;0.5;13.3;13.2;0.2;;;20.9;20.9;;;;36.5;7.7;3.9;3.9;;28.7;7.4;21.3;11.5;11.5;0.0;;;;;12.0;315.0;312.0;4.0;;;487.0;487.0;;;;179.0;89.0;90.0;;700.0;180.0;520.0;263.0;0.0;;;;22.0;421.0;416.0;5.0;;;583.0;583.0;
142;Totaal afzet;2017 maart;97.7;40.6;0.6;15.4;15.2;0.2;;;24.6;24.6;;;;42.9;8.7;4.3;4.4;;34.2;7.9;26.3;13.5;13.5;0.0;;;;;14.0;364.0;359.0;4.0;;;571.0;571.0;;;;202.0;99.0;103.0;;834.0;192.0;642.0;311.0;0.0;;;;25.0;485.0;479.0;6.0;;;683.0;683.0;
143;Totaal afzet;2017 1e kwartaal;272.2;111.7;1.7;42.8;42.3;0.5;;;66.4;66.4;;0.5;0.3;121.3;25.7;11.9;13.8;;95.7;23.4;72.3;37.4;37.4;0.0;;1.7;0.3;1.4;38.0;1013.0;1002.0;12.0;;;1545.0;1545.0;;15.0;94.0;594.0;275.0;319.0;;2334.0;570.0;1764.0;859.0;0.0;;7.0;398.0;71.0;1352.0;1336.0;16.0;;;1848.0;1848.0;
144;Totaal afzet;2017 april;95.0;37.0;0.5;14.0;13.8;0.2;;;22.4;22.4;;;;43.1;8.7;4.1;4.6;;34.4;6.3;28.1;14.3;14.3;0.0;;;;;11.0;331.0;327.0;4.0;;;522.0;522.0;;;;201.0;95.0;106.0;;839.0;154.0;685.0;329.0;0.0;;;;22.0;441.0;436.0;5.0;;;624.0;624.0;
145;Totaal afzet;2017 mei;99.2;40.7;0.6;15.1;14.9;0.2;;;24.8;24.8;;;;42.3;8.6;4.1;4.5;;33.7;7.6;26.2;15.5;15.5;0.0;;;;;14.0;358.0;354.0;5.0;;;578.0;578.0;;;;199.0;95.0;104.0;;823.0;185.0;639.0;357.0;0.0;;;;27.0;478.0;472.0;6.0;;;691.0;691.0;
146;Totaal afzet;2017 juni;97.1;40.4;0.6;15.0;14.8;0.2;;;24.7;24.7;;;;40.8;8.4;4.0;4.5;;32.4;5.7;26.7;15.2;15.2;0.0;;;;;13.0;355.0;350.0;5.0;;;576.0;576.0;;;;195.0;92.0;103.0;;789.0;139.0;650.0;350.0;0.0;;;;25.0;473.0;467.0;6.0;;;688.0;688.0;
147;Totaal afzet;2017 2e kwartaal;291.7;118.7;1.8;44.1;43.5;0.6;;;72.0;72.0;;0.5;0.3;126.2;25.7;12.2;13.5;;100.5;19.6;80.9;45.1;45.1;0.0;;1.7;0.3;1.4;39.0;1044.0;1031.0;13.0;;;1675.0;1675.0;;15.0;94.0;595.0;282.0;313.0;;2451.0;478.0;1973.0;1036.0;0.0;;7.0;398.0;74.0;1393.0;1375.0;18.0;;;2004.0;2004.0;
148;Totaal afzet;2017 juli;95.4;37.4;0.6;14.0;13.9;0.2;;;22.6;22.6;;;;41.5;8.6;4.2;4.4;;32.9;6.2;26.6;16.0;15.9;0.0;;;;;13.0;332.0;328.0;4.0;;;526.0;526.0;;;;199.0;98.0;102.0;;802.0;152.0;650.0;367.0;0.0;;;;24.0;444.0;438.0;6.0;;;629.0;629.0;
149;Totaal afzet;2017 augustus;93.8;36.5;0.6;14.2;14.0;0.2;;;21.6;21.6;;;;40.9;8.4;3.9;4.5;;32.5;8.6;23.9;15.8;15.8;0.0;;;;;12.0;335.0;331.0;5.0;;;503.0;503.0;;;;194.0;91.0;103.0;;793.0;210.0;583.0;364.0;0.0;;;;23.0;447.0;441.0;6.0;;;602.0;602.0;
150;Totaal afzet;2017 september;96.0;38.5;0.5;14.5;14.4;0.2;;;23.3;23.3;;;;42.1;8.6;3.9;4.7;;33.5;5.8;27.8;14.8;14.8;0.0;;;;;12.0;345.0;341.0;4.0;;;542.0;542.0;;;;199.0;89.0;109.0;;818.0;141.0;677.0;340.0;0.0;;;;22.0;459.0;454.0;5.0;;;649.0;649.0;
151;Totaal afzet;2017 3e kwartaal;285.6;112.8;1.7;42.7;42.2;0.5;;;67.6;67.6;;0.5;0.3;124.5;25.6;12.0;13.6;;98.9;20.6;78.3;46.5;46.5;0.0;;1.7;0.3;1.4;37.0;1012.0;1000.0;13.0;;;1572.0;1572.0;;15.0;94.0;592.0;278.0;314.0;;2412.0;503.0;1909.0;1070.0;0.0;;7.0;398.0;69.0;1351.0;1334.0;17.0;;;1880.0;1880.0;
152;Totaal afzet;2017 oktober;97.5;40.8;0.6;15.1;14.9;0.2;;;25.1;25.1;;;;41.0;8.7;4.0;4.8;;32.3;6.5;25.8;15.1;15.1;0.0;;;;;13.0;356.0;352.0;5.0;;;583.0;583.0;;;;202.0;92.0;111.0;;788.0;159.0;629.0;347.0;0.0;;;;24.0;476.0;470.0;6.0;;;697.0;697.0;
153;Totaal afzet;2017 november;93.9;40.3;0.6;15.2;15.0;0.2;;;24.5;24.5;;;;40.4;8.6;4.3;4.3;;31.8;4.3;27.5;12.6;12.6;0.0;;;;;12.0;359.0;355.0;4.0;;;569.0;569.0;;;;200.0;100.0;101.0;;775.0;105.0;670.0;291.0;0.0;;;;23.0;479.0;473.0;6.0;;;680.0;680.0;
154;Totaal afzet;2017 december;92.8;37.3;0.5;14.6;14.4;0.2;;;22.1;22.1;;;;42.2;8.4;3.9;4.5;;33.8;6.2;27.7;12.7;12.7;0.0;;;;;12.0;345.0;341.0;4.0;;;513.0;513.0;;;;194.0;90.0;104.0;;825.0;151.0;675.0;292.0;0.0;;;;22.0;460.0;455.0;5.0;;;614.0;614.0;
155;Totaal afzet;2017 4e kwartaal;284.7;118.8;1.7;44.8;44.2;0.5;;;71.6;71.6;;0.5;0.3;123.7;25.8;12.2;13.6;;97.9;17.0;80.9;40.4;40.4;0.0;;1.7;0.3;1.4;37.0;1061.0;1048.0;13.0;;;1665.0;1665.0;;15.0;94.0;596.0;281.0;315.0;;2388.0;415.0;1973.0;929.0;0.0;;7.0;398.0;69.0;1414.0;1398.0;17.0;;;1992.0;1992.0;
156;Totaal afzet;2018 januari;91.4;37.0;0.5;14.5;14.4;0.2;;;21.9;21.9;;;;41.0;7.4;3.5;3.9;;33.6;9.2;24.4;12.8;12.8;0.0;;;;;12.0;344.0;341.0;4.0;;;509.0;509.0;;;;171.0;82.0;89.0;;818.0;224.0;595.0;295.0;0.0;;;;22.0;459.0;454.0;5.0;;;609.0;609.0;
157;Totaal afzet;2018 februari;85.7;36.2;0.5;13.7;13.6;0.1;;;21.8;21.8;;;;36.9;7.8;3.7;4.0;;29.1;7.9;21.2;12.0;12.0;0.0;;;;;11.0;325.0;322.0;3.0;;;508.0;508.0;;;;180.0;87.0;93.0;;710.0;193.0;517.0;277.0;0.0;;;;21.0;434.0;430.0;4.0;;;608.0;608.0;
158;Totaal afzet;2018 maart;95.4;41.4;0.5;15.4;15.2;0.2;;;25.4;25.4;;;;40.0;9.2;4.5;4.7;;30.8;4.7;26.1;13.5;13.5;0.0;;;;;11.0;365.0;361.0;4.0;;;590.0;590.0;;;;213.0;105.0;108.0;;750.0;115.0;636.0;310.0;0.0;;;;21.0;487.0;481.0;6.0;;;706.0;706.0;
159;Totaal afzet;2018 1e kwartaal;273.1;115.2;1.6;43.7;43.2;0.5;;;69.1;69.1;;0.5;0.4;117.8;24.4;11.8;12.6;;93.4;21.8;71.6;38.4;38.4;0.0;;1.7;0.3;1.5;34.0;1035.0;1024.0;11.0;;;1607.0;1607.0;;15.0;119.0;564.0;273.0;291.0;;2278.0;531.0;1748.0;882.0;0.0;;6.0;404.0;64.0;1380.0;1365.0;15.0;;;1922.0;1922.0;
160;Totaal afzet;2018 april;90.8;38.7;0.5;14.6;14.4;0.2;;;23.4;23.4;;;;37.5;8.0;4.0;4.0;;29.5;6.7;22.9;14.1;14.1;0.0;;;;;11.0;346.0;341.0;5.0;;;545.0;545.0;;;;185.0;92.0;93.0;;720.0;162.0;558.0;323.0;0.0;;;;21.0;461.0;455.0;6.0;;;652.0;652.0;
161;Totaal afzet;2018 mei;99.1;41.5;0.5;15.4;15.2;0.2;;;25.5;25.5;;;;41.8;9.2;4.1;5.1;;32.5;6.6;25.9;15.3;15.2;0.0;;;;;12.0;366.0;361.0;5.0;;;592.0;592.0;;;;214.0;96.0;118.0;;793.0;162.0;631.0;351.0;0.0;;;;23.0;488.0;481.0;7.0;;;708.0;708.0;
162;Totaal afzet;2018 juni;95.4;39.7;0.5;14.7;14.5;0.2;;;24.4;24.4;;;;40.0;9.2;4.2;5.0;;30.9;8.5;22.4;15.1;15.1;0.0;;;;;12.0;348.0;344.0;5.0;;;568.0;568.0;;;;212.0;96.0;116.0;;753.0;207.0;546.0;346.0;0.0;;;;22.0;464.0;458.0;6.0;;;679.0;679.0;
163;Totaal afzet;2018 2e kwartaal;285.9;120.5;1.6;44.7;44.1;0.6;;;73.3;73.3;;0.5;0.4;119.3;26.4;12.2;14.1;;92.9;21.8;71.2;44.4;44.4;0.0;;1.7;0.3;1.5;35.0;1060.0;1045.0;15.0;;;1705.0;1705.0;;15.0;119.0;610.0;283.0;327.0;;2266.0;531.0;1736.0;1020.0;0.0;;6.0;404.0;66.0;1413.0;1394.0;19.0;;;2039.0;2039.0;
164;Totaal afzet;2018 juli;104.1;40.2;0.5;14.8;14.6;0.2;;;24.8;24.8;;;;47.1;8.1;4.1;4.1;;39.0;10.7;28.4;16.2;16.2;0.0;;;;;11.0;351.0;346.0;5.0;;;577.0;577.0;;;;188.0;94.0;94.0;;952.0;260.0;692.0;371.0;0.0;;;;21.0;468.0;461.0;7.0;;;690.0;690.0;
165;Totaal afzet;2018 augustus;96.4;37.6;0.5;14.2;14.0;0.2;;;22.7;22.7;;;;42.2;9.2;3.9;5.3;;33.0;10.2;22.8;16.0;16.0;0.0;;;;;12.0;337.0;332.0;5.0;;;528.0;528.0;;;;214.0;90.0;124.0;;804.0;248.0;556.0;369.0;0.0;;;;22.0;449.0;443.0;6.0;;;632.0;632.0;
166;Totaal afzet;2018 september;93.1;38.4;0.5;14.0;13.9;0.2;;;23.7;23.7;;;;38.9;6.9;3.6;3.3;;32.1;9.5;22.6;15.2;15.2;0.0;;;;;10.0;333.0;328.0;4.0;;;552.0;552.0;;;;159.0;83.0;76.0;;783.0;232.0;550.0;350.0;0.0;;;;19.0;444.0;438.0;6.0;;;661.0;661.0;
167;Totaal afzet;2018 3e kwartaal;294.2;116.7;1.5;43.1;42.5;0.6;;;71.3;71.3;;0.5;0.4;128.3;24.2;11.5;12.7;;104.1;30.4;73.7;47.4;47.4;0.0;;1.7;0.3;1.5;33.0;1020.0;1006.0;14.0;;;1658.0;1658.0;;15.0;119.0;561.0;267.0;293.0;;2539.0;741.0;1798.0;1090.0;0.0;;6.0;404.0;62.0;1360.0;1342.0;19.0;;;1983.0;1983.0;
168;Totaal afzet;2018 oktober;94.1;40.6;0.5;15.6;15.5;0.2;;;24.4;24.4;;;;37.6;7.6;3.7;3.9;;30.0;8.7;21.3;15.3;15.3;0.0;;;;;12.0;371.0;366.0;5.0;;;567.0;567.0;;;;177.0;86.0;91.0;;732.0;211.0;521.0;351.0;0.0;;;;22.0;494.0;488.0;6.0;;;678.0;678.0;
169;Totaal afzet;2018 november;92.6;41.8;0.5;15.9;15.7;0.2;;;25.3;25.3;;;;37.2;8.6;4.2;4.5;;28.5;7.6;20.9;13.0;13.0;0.0;;;;;11.0;376.0;371.0;4.0;;;589.0;589.0;;;;200.0;96.0;104.0;;696.0;186.0;510.0;299.0;0.0;;;;21.0;501.0;495.0;6.0;;;705.0;705.0;
170;Totaal afzet;2018 december;89.3;38.9;0.5;15.8;15.7;0.2;;;22.4;22.4;;;;36.7;8.0;4.1;3.9;;28.7;8.0;20.7;13.1;13.1;0.0;;;;;11.0;376.0;371.0;5.0;;;521.0;521.0;;;;185.0;95.0;89.0;;701.0;195.0;506.0;301.0;0.0;;;;21.0;501.0;495.0;6.0;;;623.0;623.0;
171;Totaal afzet;2018 4e kwartaal;276.5;121.9;1.5;47.4;46.8;0.6;;;72.1;72.1;;0.5;0.4;111.5;24.2;12.0;12.3;;87.3;24.3;63.0;41.4;41.3;0.0;;1.7;0.3;1.5;34.0;1122.0;1109.0;14.0;;;1677.0;1677.0;;15.0;119.0;561.0;277.0;284.0;;2129.0;592.0;1536.0;950.0;0.0;;6.0;404.0;63.0;1496.0;1478.0;18.0;;;2006.0;2006.0;
172;Totaal afzet;2019 januari;92.0;38.8;0.5;15.4;15.2;0.2;;;22.9;22.9;;;;39.9;8.1;4.0;4.1;;31.8;8.2;23.6;12.7;12.7;0.0;;;;;11.0;364.0;360.0;5.0;;;532.0;532.0;;;;187.0;93.0;94.0;;776.0;201.0;575.0;292.0;0.0;;;;20.0;486.0;479.0;6.0;;;636.0;636.0;
173;Totaal afzet;2019 februari;89.2;36.8;0.4;14.1;13.9;0.2;;;22.2;22.2;;;;40.0;8.2;3.8;4.4;;31.8;8.1;23.7;11.8;11.8;0.0;;;;;10.0;334.0;329.0;4.0;;;516.0;516.0;;;;189.0;87.0;102.0;;776.0;197.0;579.0;270.0;0.0;;;;18.0;445.0;439.0;6.0;;;617.0;617.0;
174;Totaal afzet;2019 maart;96.1;39.5;0.5;15.4;15.2;0.2;;;23.6;23.6;;;;42.6;9.0;3.9;5.1;;33.7;8.3;25.3;13.4;13.4;0.0;;;;;10.0;364.0;359.0;5.0;;;548.0;548.0;;;;207.0;90.0;117.0;;821.0;204.0;617.0;307.0;0.0;;;;19.0;485.0;479.0;6.0;;;655.0;655.0;
175;Totaal afzet;2019 1e kwartaal;277.9;115.9;1.4;44.8;44.2;0.6;;;68.6;68.6;;0.7;0.4;122.5;25.2;11.6;13.6;;97.3;24.6;72.6;37.8;37.8;0.0;;1.6;0.3;1.4;31.0;1062.0;1048.0;13.0;;;1596.0;1596.0;;21.0;121.0;583.0;270.0;314.0;;2373.0;601.0;1772.0;870.0;0.0;;6.0;387.0;57.0;1416.0;1398.0;18.0;;;1909.0;1909.0;
176;Totaal afzet;2019 april;95.8;41.1;0.5;15.4;15.2;0.2;;;25.1;25.1;;;;39.9;8.1;4.3;3.8;;31.8;7.3;24.5;14.2;14.2;0.0;;;;;11.0;366.0;361.0;5.0;;;584.0;584.0;;;;186.0;99.0;87.0;;776.0;177.0;599.0;327.0;0.0;;;;20.0;488.0;481.0;6.0;;;699.0;699.0;
177;Totaal afzet;2019 mei;97.4;41.8;0.5;15.9;15.7;0.2;;;25.2;25.2;;;;39.9;8.0;4.3;3.7;;31.8;10.6;21.2;15.1;15.1;0.0;;;;;11.0;378.0;373.0;5.0;;;587.0;587.0;;;;186.0;100.0;86.0;;776.0;259.0;517.0;348.0;0.0;;;;21.0;504.0;497.0;7.0;;;702.0;702.0;
178;Totaal afzet;2019 juni;92.5;37.7;0.4;14.7;14.5;0.2;;;22.5;22.5;;;;39.5;7.7;3.9;3.8;;31.8;7.9;23.9;14.7;14.7;0.0;;;;;10.0;347.0;343.0;4.0;;;523.0;523.0;;;;178.0;89.0;89.0;;776.0;192.0;584.0;339.0;0.0;;;;18.0;463.0;457.0;6.0;;;625.0;625.0;
179;Totaal afzet;2019 2e kwartaal;286.4;121.4;1.4;46.0;45.4;0.6;;;72.8;72.8;;0.7;0.4;119.3;23.8;12.5;11.3;;95.4;25.8;69.7;44.1;44.1;0.0;;1.6;0.3;1.4;32.0;1091.0;1076.0;14.0;;;1694.0;1694.0;;21.0;121.0;551.0;289.0;262.0;;2328.0;629.0;1699.0;1014.0;0.0;;6.0;387.0;60.0;1454.0;1435.0;19.0;;;2026.0;2026.0;
180;Totaal afzet;2019 juli;96.7;40.9;0.5;15.4;15.2;0.2;;;24.8;24.8;;;;39.6;7.8;4.2;3.6;;31.8;7.4;24.5;15.5;15.5;0.0;;;;;12.0;365.0;360.0;5.0;;;578.0;578.0;;;;181.0;97.0;84.0;;776.0;179.0;597.0;357.0;0.0;;;;23.0;486.0;479.0;7.0;;;691.0;691.0;
181;Totaal afzet;2019 augustus;91.5;35.8;0.4;14.3;14.1;0.2;;;20.9;20.9;;;;39.4;7.6;3.8;3.8;;31.8;9.1;22.8;15.6;15.6;0.0;;;;;10.0;339.0;334.0;5.0;;;487.0;487.0;;;;176.0;89.0;88.0;;776.0;221.0;555.0;359.0;0.0;;;;18.0;452.0;446.0;6.0;;;583.0;583.0;
182;Totaal afzet;2019 september;94.8;38.7;0.5;14.6;14.4;0.2;;;23.5;23.5;;;;40.5;8.7;3.8;4.9;;31.8;9.0;22.9;15.0;15.0;0.0;;;;;10.0;347.0;342.0;5.0;;;545.0;545.0;;;;202.0;87.0;114.0;;776.0;218.0;558.0;344.0;0.0;;;;19.0;462.0;456.0;6.0;;;652.0;652.0;
183;Totaal afzet;2019 3e kwartaal;283.5;116.1;1.5;44.3;43.7;0.6;;;69.2;69.2;;0.7;0.4;119.6;24.2;11.8;12.3;;95.4;25.4;70.1;46.2;46.1;0.0;;1.6;0.3;1.4;32.0;1050.0;1036.0;15.0;;;1610.0;1610.0;;21.0;121.0;559.0;273.0;286.0;;2328.0;619.0;1709.0;1061.0;0.0;;6.0;387.0;60.0;1401.0;1381.0;19.0;;;1926.0;1926.0;
184;Totaal afzet;2019 oktober;97.7;41.8;0.5;16.1;15.7;0.3;;;25.1;25.1;;;;40.6;8.8;4.3;4.5;;31.8;8.9;22.9;14.7;14.7;0.0;;;;;12.0;381.0;373.0;8.0;;;583.0;583.0;;;;204.0;100.0;104.0;;776.0;218.0;558.0;338.0;0.0;;;;22.0;508.0;497.0;11.0;;;697.0;697.0;
185;Totaal afzet;2019 november;94.5;39.9;0.5;15.6;15.3;0.3;;;23.7;23.7;;;;41.6;8.2;3.8;4.4;;33.4;11.8;21.6;12.4;12.4;0.0;;;;;11.0;370.0;362.0;8.0;;;551.0;551.0;;;;190.0;88.0;102.0;;814.0;287.0;527.0;285.0;0.0;;;;20.0;493.0;483.0;10.0;;;659.0;659.0;
186;Totaal afzet;2019 december;91.8;38.1;0.5;15.8;15.4;0.3;;;21.7;21.7;;;;40.5;8.7;3.9;4.7;;31.8;8.2;23.6;12.7;12.7;0.0;;;;;10.0;374.0;366.0;8.0;;;505.0;505.0;;;;201.0;91.0;109.0;;776.0;201.0;575.0;291.0;0.0;;;;19.0;499.0;488.0;11.0;;;604.0;604.0;
187;Totaal afzet;2019 4e kwartaal;284.6;120.5;1.5;47.5;46.5;1.0;;;70.5;70.5;;0.7;0.4;122.7;25.7;12.1;13.6;;97.0;28.9;68.1;39.7;39.7;0.0;;1.6;0.3;1.4;32.0;1125.0;1101.0;24.0;;;1639.0;1639.0;;21.0;121.0;595.0;279.0;316.0;;2366.0;706.0;1660.0;914.0;0.0;;6.0;387.0;61.0;1500.0;1468.0;32.0;;;1961.0;1961.0;
188;Totaal afzet;2020 januari;94.5;37.1;0.5;15.3;14.9;0.4;;;21.3;21.3;;;;44.7;7.8;3.7;4.1;;37.0;32.7;4.2;12.1;12.1;0.0;;;;;11.0;362.0;353.0;9.0;;;495.0;495.0;;;;179.0;85.0;94.0;;902.0;799.0;103.0;278.0;0.0;;;;20.0;483.0;471.0;12.0;;;592.0;592.0;
189;Totaal afzet;2020 februari;83.3;35.6;0.4;14.3;14.0;0.3;;;20.8;20.8;;;;35.7;7.8;3.6;4.2;;27.9;26.5;1.4;11.3;11.3;0.0;;;;;9.0;339.0;331.0;8.0;;;484.0;484.0;;;;181.0;83.0;97.0;;681.0;646.0;35.0;261.0;0.0;;;;17.0;452.0;441.0;11.0;;;579.0;579.0;
190;Totaal afzet;2020 maart;86.9;34.0;0.4;12.1;11.8;0.3;;;21.4;21.4;;;;43.0;8.4;3.8;4.7;;34.5;31.7;2.8;9.3;9.3;0.0;;;;;9.0;288.0;280.0;8.0;;;498.0;498.0;;;;195.0;87.0;108.0;;842.0;773.0;69.0;213.0;0.0;;;;16.0;384.0;373.0;10.0;;;596.0;596.0;
191;Totaal afzet;2020 1e kwartaal;265.7;107.6;1.3;41.7;40.7;1.0;;;63.5;63.5;;0.7;0.4;123.8;24.4;11.5;12.9;;99.4;90.9;8.5;32.7;32.7;0.0;;1.6;0.2;1.4;28.0;988.0;964.0;24.0;;;1477.0;1477.0;;21.0;121.0;565.0;265.0;299.0;;2425.0;2218.0;207.0;751.0;0.0;;6.0;387.0;53.0;1318.0;1285.0;33.0;;;1767.0;1767.0;
192;Totaal afzet;2020 april;73.2;28.1;0.3;9.0;8.7;0.3;;;18.7;18.7;;;;40.8;7.9;3.6;4.3;;32.9;26.5;6.4;3.7;3.7;0.0;;;;;7.0;214.0;207.0;7.0;;;435.0;435.0;;;;183.0;83.0;100.0;;803.0;646.0;157.0;84.0;0.0;;;;12.0;285.0;276.0;10.0;;;521.0;521.0;
193;Totaal afzet;2020 mei;80.6;33.7;0.4;12.2;11.8;0.4;;;21.1;21.1;;;;41.6;7.7;3.7;4.0;;33.9;28.7;5.2;4.8;4.8;0.0;;;;;8.0;289.0;280.0;10.0;;;490.0;490.0;;;;178.0;86.0;92.0;;826.0;700.0;126.0;110.0;0.0;;;;15.0;386.0;373.0;13.0;;;586.0;586.0;
194;Totaal afzet;2020 juni;80.9;33.8;0.5;13.0;12.6;0.4;;;20.3;20.3;;;;41.0;8.0;3.6;4.4;;33.0;27.4;5.6;5.6;5.5;0.0;;;;;10.0;308.0;297.0;10.0;;;472.0;472.0;;;;185.0;84.0;102.0;;806.0;668.0;137.0;128.0;0.0;;;;19.0;410.0;397.0;14.0;;;564.0;564.0;
195;Totaal afzet;2020 2e kwartaal;234.5;96.5;1.1;34.2;33.1;1.1;;;60.1;60.1;;0.7;0.4;123.4;23.6;10.9;12.7;;99.8;82.6;17.2;14.0;14.0;0.0;;1.6;0.2;1.4;25.0;811.0;784.0;27.0;;;1397.0;1397.0;;21.0;121.0;546.0;252.0;294.0;;2434.0;2014.0;420.0;322.0;0.0;;6.0;387.0;46.0;1081.0;1045.0;36.0;;;1671.0;1671.0;
