ID;Periods;Euro95_1;Diesel_2;LPG_3
4271;2017 Monday 11 September;1.58;1.222;0.612
4272;2017 Tuesday 12 September;1.578;1.222;0.616
4273;2017 Wednesday 13 September;1.57;1.217;0.617
4274;2017 Thursday 14 September;1.564;1.215;0.619
4275;2017 Friday 15 September;1.565;1.221;0.621
4276;2017 Saturday 16 September;1.559;1.22;0.624
4277;2017 Sunday 17 September;1.558;1.218;0.63
4278;2017 Monday 18 September;1.562;1.224;0.625
4279;2017 Tuesday 19 September;1.56;1.224;0.625
4280;2017 Wednesday 20 September;1.557;1.221;0.635
4281;2017 Thursday 21 September;1.554;1.222;0.626
4282;2017 Friday 22 September;1.555;1.23;0.632
4283;2017 Saturday 23 September;1.551;1.23;0.625
4284;2017 Sunday 24 September;1.553;1.231;0.631
4285;2017 Monday 25 September;1.554;1.234;0.636
4286;2017 Tuesday 26 September;1.544;1.234;0.632
4287;2017 Wednesday 27 September;1.546;1.24;0.651
4288;2017 Thursday 28 September;1.544;1.246;0.644
4289;2017 Friday 29 September;1.544;1.251;0.647
4290;2017 Saturday 30 September;1.539;1.247;0.649
4291;2017 Sunday 1 October;1.538;1.246;0.647
4292;2017 Monday 2 October;1.541;1.251;0.648
4293;2017 Tuesday 3 October;1.538;1.247;0.648
4294;2017 Wednesday 4 October;1.534;1.243;0.656
4295;2017 Thursday 5 October;1.525;1.237;0.655
4296;2017 Friday 6 October;1.526;1.237;0.655
4297;2017 Saturday 7 October;1.527;1.231;0.66
4298;2017 Sunday 8 October;1.526;1.23;0.649
4299;2017 Monday 9 October;1.532;1.236;0.656
4300;2017 Tuesday 10 October;1.528;1.233;0.649
4301;2017 Wednesday 11 October;1.524;1.23;0.651
4302;2017 Thursday 12 October;1.522;1.23;0.65
4303;2017 Friday 13 October;1.526;1.229;0.648
4304;2017 Saturday 14 October;1.522;1.223;0.653
4305;2017 Sunday 15 October;1.523;1.225;0.649
4306;2017 Monday 16 October;1.525;1.227;0.65
4307;2017 Tuesday 17 October;1.531;1.236;0.65
4308;2017 Wednesday 18 October;1.53;1.24;0.652
4309;2017 Thursday 19 October;1.529;1.24;0.647
4310;2017 Friday 20 October;1.532;1.24;0.656
4311;2017 Saturday 21 October;1.529;1.237;0.653
4312;2017 Sunday 22 October;1.528;1.236;0.65
4313;2017 Monday 23 October;1.533;1.241;0.65
4314;2017 Tuesday 24 October;1.534;1.241;0.651
4315;2017 Wednesday 25 October;1.534;1.237;0.645
4316;2017 Thursday 26 October;1.534;1.236;0.65
4317;2017 Friday 27 October;1.542;1.237;0.654
4318;2017 Saturday 28 October;1.546;1.24;0.652
4319;2017 Sunday 29 October;1.545;1.239;0.655
4320;2017 Monday 30 October;1.551;1.245;0.65
4321;2017 Tuesday 31 October;1.557;1.25;0.661
4322;2017 Wednesday 1 November;1.557;1.253;0.662
4323;2017 Thursday 2 November;1.562;1.258;0.664
4324;2017 Friday 3 November;1.57;1.261;0.667
4325;2017 Saturday 4 November;1.576;1.259;0.67
4326;2017 Sunday 5 November;1.578;1.261;0.668
4327;2017 Monday 6 November;1.581;1.264;0.663
4328;2017 Tuesday 7 November;1.59;1.265;0.678
4329;2017 Wednesday 8 November;1.597;1.27;0.679
4330;2017 Thursday 9 November;1.598;1.272;0.68
4331;2017 Friday 10 November;1.601;1.274;0.681
4332;2017 Saturday 11 November;1.6;1.27;0.686
4333;2017 Sunday 12 November;1.601;1.269;0.682
4334;2017 Monday 13 November;1.605;1.275;0.686
4335;2017 Tuesday 14 November;1.606;1.275;0.686
4336;2017 Wednesday 15 November;1.604;1.272;0.684
4337;2017 Thursday 16 November;1.597;1.267;0.686
4338;2017 Friday 17 November;1.596;1.268;0.681
4339;2017 Saturday 18 November;1.588;1.26;0.693
4340;2017 Sunday 19 November;1.59;1.262;0.684
4341;2017 Monday 20 November;1.591;1.264;0.69
4342;2017 Tuesday 21 November;1.586;1.262;0.685
4343;2017 Wednesday 22 November;1.583;1.259;0.69
4344;2017 Thursday 23 November;1.578;1.258;0.691
4345;2017 Friday 24 November;1.577;1.258;0.69
4346;2017 Saturday 25 November;1.573;1.256;0.69
4347;2017 Sunday 26 November;1.572;1.254;0.681
4348;2017 Monday 27 November;1.577;1.261;0.689
4349;2017 Tuesday 28 November;1.573;1.262;0.689
4350;2017 Wednesday 29 November;1.567;1.259;0.693
4351;2017 Thursday 30 November;1.564;1.259;0.692
4352;2017 Friday 1 December;1.566;1.262;0.688
4353;2017 Saturday 2 December;1.563;1.254;0.699
4354;2017 Sunday 3 December;1.565;1.256;0.693
4355;2017 Monday 4 December;1.566;1.259;0.69
4356;2017 Tuesday 5 December;1.565;1.258;0.693
4357;2017 Wednesday 6 December;1.56;1.251;0.688
4358;2017 Thursday 7 December;1.555;1.248;0.689
4359;2017 Friday 8 December;1.554;1.247;0.691
4360;2017 Saturday 9 December;1.551;1.246;0.689
4361;2017 Sunday 10 December;1.554;1.249;0.69
4362;2017 Monday 11 December;1.555;1.251;0.693
4363;2017 Tuesday 12 December;1.557;1.26;0.691
4364;2017 Wednesday 13 December;1.563;1.266;0.685
4365;2017 Thursday 14 December;1.563;1.27;0.689
4366;2017 Friday 15 December;1.564;1.271;0.691
4367;2017 Saturday 16 December;1.561;1.267;0.691
4368;2017 Sunday 17 December;1.56;1.266;0.692
4369;2017 Monday 18 December;1.565;1.272;0.688
4370;2017 Tuesday 19 December;1.565;1.271;0.689
4371;2017 Wednesday 20 December;1.563;1.269;0.684
4372;2017 Thursday 21 December;1.561;1.269;0.691
4373;2017 Friday 22 December;1.565;1.272;0.688
4374;2017 Saturday 23 December;1.563;1.266;0.686
4375;2017 Sunday 24 December;1.564;1.267;0.692
4376;2017 Monday 25 December;1.567;1.27;0.694
4377;2017 Tuesday 26 December;1.567;1.269;0.686
4378;2017 Wednesday 27 December;1.564;1.266;0.693
4379;2017 Thursday 28 December;1.569;1.272;0.691
4380;2017 Friday 29 December;1.574;1.277;0.695
4381;2017 Saturday 30 December;1.572;1.278;0.697
4382;2017 Sunday 31 December;1.573;1.28;0.698
4383;2018 Monday 1 January;1.576;1.283;0.69
4384;2018 Tuesday 2 January;1.576;1.284;0.702
4385;2018 Wednesday 3 January;1.578;1.286;0.696
4386;2018 Thursday 4 January;1.576;1.289;0.697
4387;2018 Friday 5 January;1.58;1.293;0.688
4388;2018 Saturday 6 January;1.578;1.289;0.695
4389;2018 Sunday 7 January;1.58;1.291;0.692
4390;2018 Monday 8 January;1.581;1.294;0.693
4391;2018 Tuesday 9 January;1.583;1.294;0.694
4392;2018 Wednesday 10 January;1.584;1.293;0.692
4393;2018 Thursday 11 January;1.59;1.3;0.698
4394;2018 Friday 12 January;1.598;1.302;0.699
4395;2018 Saturday 13 January;1.596;1.297;0.7
4396;2018 Sunday 14 January;1.598;1.299;0.7
4397;2018 Monday 15 January;1.6;1.301;0.698
4398;2018 Tuesday 16 January;1.599;1.302;0.698
4399;2018 Wednesday 17 January;1.593;1.297;0.695
4400;2018 Thursday 18 January;1.589;1.293;0.698
4401;2018 Friday 19 January;1.59;1.294;0.695
4402;2018 Saturday 20 January;1.587;1.287;0.703
4403;2018 Sunday 21 January;1.589;1.288;0.696
4404;2018 Monday 22 January;1.59;1.29;0.696
4405;2018 Tuesday 23 January;1.586;1.283;0.702
4406;2018 Wednesday 24 January;1.589;1.289;0.698
4407;2018 Thursday 25 January;1.593;1.29;0.695
4408;2018 Friday 26 January;1.6;1.293;0.699
4409;2018 Saturday 27 January;1.598;1.29;0.695
4410;2018 Sunday 28 January;1.597;1.29;0.688
4411;2018 Monday 29 January;1.602;1.295;0.698
4412;2018 Tuesday 30 January;1.601;1.296;0.694
4413;2018 Wednesday 31 January;1.598;1.29;0.692
4414;2018 Thursday 1 February;1.592;1.286;0.688
4415;2018 Friday 2 February;1.595;1.286;0.69
4416;2018 Saturday 3 February;1.594;1.279;0.697
4417;2018 Sunday 4 February;1.596;1.281;0.681
4418;2018 Monday 5 February;1.597;1.283;0.688
4419;2018 Tuesday 6 February;1.596;1.28;0.684
4420;2018 Wednesday 7 February;1.59;1.274;0.679
4421;2018 Thursday 8 February;1.583;1.268;0.679
4422;2018 Friday 9 February;1.579;1.262;0.672
4423;2018 Saturday 10 February;1.57;1.252;0.676
4424;2018 Sunday 11 February;1.571;1.253;0.669
4425;2018 Monday 12 February;1.572;1.254;0.674
4426;2018 Tuesday 13 February;1.567;1.249;0.673
4427;2018 Wednesday 14 February;1.557;1.239;0.662
4428;2018 Thursday 15 February;1.549;1.232;0.659
4429;2018 Friday 16 February;1.55;1.233;0.66
4430;2018 Saturday 17 February;1.546;1.23;0.663
4431;2018 Sunday 18 February;1.548;1.23;0.653
4432;2018 Monday 19 February;1.548;1.232;0.652
4433;2018 Tuesday 20 February;1.549;1.235;0.665
4434;2018 Wednesday 21 February;1.55;1.235;0.659
4435;2018 Thursday 22 February;1.55;1.236;0.655
4436;2018 Friday 23 February;1.551;1.243;0.658
4437;2018 Saturday 24 February;1.55;1.245;0.653
4438;2018 Sunday 25 February;1.549;1.244;0.646
4439;2018 Monday 26 February;1.554;1.25;0.647
4440;2018 Tuesday 27 February;1.553;1.257;0.649
4441;2018 Wednesday 28 February;1.555;1.261;0.652
4442;2018 Thursday 1 March;1.559;1.262;0.65
4443;2018 Friday 2 March;1.56;1.26;0.653
4444;2018 Saturday 3 March;1.553;1.252;0.658
4445;2018 Sunday 4 March;1.554;1.253;0.644
4446;2018 Monday 5 March;1.555;1.256;0.65
4447;2018 Tuesday 6 March;1.55;1.253;0.653
4448;2018 Wednesday 7 March;1.545;1.25;0.645
4449;2018 Thursday 8 March;1.54;1.248;0.65
4450;2018 Friday 9 March;1.537;1.246;0.649
4451;2018 Saturday 10 March;1.531;1.24;0.663
4452;2018 Sunday 11 March;1.533;1.241;0.639
4453;2018 Monday 12 March;1.534;1.244;0.654
4454;2018 Tuesday 13 March;1.534;1.245;0.652
4455;2018 Wednesday 14 March;1.531;1.242;0.648
4456;2018 Thursday 15 March;1.528;1.241;0.652
4457;2018 Friday 16 March;1.53;1.248;0.648
4458;2018 Saturday 17 March;1.528;1.246;0.65
4459;2018 Sunday 18 March;1.531;1.249;0.651
4460;2018 Monday 19 March;1.531;1.251;0.653
4461;2018 Tuesday 20 March;1.538;1.257;0.656
4462;2018 Wednesday 21 March;1.538;1.264;0.658
4463;2018 Thursday 22 March;1.543;1.273;0.656
4464;2018 Friday 23 March;1.549;1.28;0.658
4465;2018 Saturday 24 March;1.546;1.275;0.659
4466;2018 Sunday 25 March;1.546;1.275;0.656
4467;2018 Monday 26 March;1.55;1.28;0.663
4468;2018 Tuesday 27 March;1.555;1.286;0.656
4469;2018 Wednesday 28 March;1.558;1.287;0.654
4470;2018 Thursday 29 March;1.562;1.288;0.66
4471;2018 Friday 30 March;1.573;1.288;0.659
4472;2018 Saturday 31 March;1.576;1.285;0.666
4473;2018 Sunday 1 April;1.582;1.288;0.663
4474;2018 Monday 2 April;1.582;1.289;0.658
4475;2018 Tuesday 3 April;1.583;1.29;0.665
4476;2018 Wednesday 4 April;1.587;1.288;0.654
4477;2018 Thursday 5 April;1.586;1.284;0.66
4478;2018 Friday 6 April;1.591;1.284;0.66
4479;2018 Saturday 7 April;1.591;1.278;0.666
4480;2018 Sunday 8 April;1.591;1.278;0.658
4481;2018 Monday 9 April;1.596;1.283;0.661
4482;2018 Tuesday 10 April;1.596;1.283;0.661
4483;2018 Wednesday 11 April;1.598;1.286;0.66
4484;2018 Thursday 12 April;1.602;1.295;0.667
4485;2018 Friday 13 April;1.613;1.304;0.663
4486;2018 Saturday 14 April;1.612;1.304;0.655
4487;2018 Sunday 15 April;1.611;1.302;0.66
4488;2018 Monday 16 April;1.616;1.309;0.663
4489;2018 Tuesday 17 April;1.615;1.308;0.665
4490;2018 Wednesday 18 April;1.61;1.302;0.656
4491;2018 Thursday 19 April;1.609;1.301;0.662
4492;2018 Friday 20 April;1.616;1.308;0.666
4493;2018 Saturday 21 April;1.616;1.307;0.662
4494;2018 Sunday 22 April;1.618;1.31;0.667
4495;2018 Monday 23 April;1.62;1.312;0.66
4496;2018 Tuesday 24 April;1.62;1.312;0.663
4497;2018 Wednesday 25 April;1.626;1.316;0.67
4498;2018 Thursday 26 April;1.629;1.319;0.67
4499;2018 Friday 27 April;1.634;1.324;0.674
4500;2018 Saturday 28 April;1.633;1.325;0.67
4501;2018 Sunday 29 April;1.634;1.324;0.663
4502;2018 Monday 30 April;1.639;1.328;0.665
4503;2018 Tuesday 1 May;1.639;1.33;0.674
4504;2018 Wednesday 2 May;1.638;1.328;0.667
4505;2018 Thursday 3 May;1.637;1.328;0.673
4506;2018 Friday 4 May;1.639;1.329;0.668
4507;2018 Saturday 5 May;1.635;1.325;0.671
4508;2018 Sunday 6 May;1.638;1.326;0.666
4509;2018 Monday 7 May;1.639;1.33;0.674
4510;2018 Tuesday 8 May;1.644;1.335;0.67
4511;2018 Wednesday 9 May;1.648;1.339;0.669
4512;2018 Thursday 10 May;1.655;1.344;0.669
4513;2018 Friday 11 May;1.657;1.348;0.67
4514;2018 Saturday 12 May;1.661;1.352;0.682
4515;2018 Sunday 13 May;1.662;1.352;0.672
4516;2018 Monday 14 May;1.665;1.356;0.67
4517;2018 Tuesday 15 May;1.668;1.359;0.675
4518;2018 Wednesday 16 May;1.673;1.363;0.673
4519;2018 Thursday 17 May;1.677;1.368;0.671
4520;2018 Friday 18 May;1.684;1.377;0.681
4521;2018 Saturday 19 May;1.684;1.377;0.685
4522;2018 Sunday 20 May;1.687;1.38;0.686
4523;2018 Monday 21 May;1.688;1.381;0.676
4524;2018 Tuesday 22 May;1.689;1.381;0.679
4525;2018 Wednesday 23 May;1.688;1.38;0.681
4526;2018 Thursday 24 May;1.688;1.385;0.678
4527;2018 Friday 25 May;1.69;1.389;0.681
4528;2018 Saturday 26 May;1.687;1.385;0.681
4529;2018 Sunday 27 May;1.688;1.385;0.679
4530;2018 Monday 28 May;1.689;1.387;0.679
4531;2018 Tuesday 29 May;1.688;1.383;0.677
4532;2018 Wednesday 30 May;1.686;1.38;0.682
4533;2018 Thursday 31 May;1.683;1.38;0.681
4534;2018 Friday 1 June;1.681;1.38;0.684
4535;2018 Saturday 2 June;1.676;1.376;0.693
4536;2018 Sunday 3 June;1.678;1.377;0.685
4537;2018 Monday 4 June;1.68;1.379;0.686
4538;2018 Tuesday 5 June;1.675;1.375;0.684
4539;2018 Wednesday 6 June;1.669;1.368;0.686
4540;2018 Thursday 7 June;1.668;1.368;0.685
4541;2018 Friday 8 June;1.663;1.367;0.687
4542;2018 Saturday 9 June;1.659;1.363;0.687
4543;2018 Sunday 10 June;1.661;1.363;0.687
4544;2018 Monday 11 June;1.664;1.368;0.683
4545;2018 Tuesday 12 June;1.663;1.367;0.676
4546;2018 Wednesday 13 June;1.659;1.365;0.682
4547;2018 Thursday 14 June;1.654;1.363;0.684
4548;2018 Friday 15 June;1.657;1.363;0.683
4549;2018 Saturday 16 June;1.655;1.358;0.684
4550;2018 Sunday 17 June;1.657;1.36;0.675
4551;2018 Monday 18 June;1.658;1.362;0.681
4552;2018 Tuesday 19 June;1.654;1.357;0.681
4553;2018 Wednesday 20 June;1.651;1.353;0.674
4554;2018 Thursday 21 June;1.653;1.356;0.676
4555;2018 Friday 22 June;1.653;1.356;0.672
4556;2018 Saturday 23 June;1.648;1.35;0.675
4557;2018 Sunday 24 June;1.648;1.35;0.672
4558;2018 Monday 25 June;1.65;1.353;0.673
4559;2018 Tuesday 26 June;1.649;1.352;0.673
4560;2018 Wednesday 27 June;1.648;1.348;0.667
4561;2018 Thursday 28 June;1.653;1.354;0.675
4562;2018 Friday 29 June;1.663;1.359;0.681
4563;2018 Saturday 30 June;1.663;1.357;0.683
4564;2018 Sunday 1 July;1.666;1.357;0.684
4565;2018 Monday 2 July;1.667;1.36;0.679
4566;2018 Tuesday 3 July;1.669;1.364;0.679
4567;2018 Wednesday 4 July;1.667;1.365;0.68
4568;2018 Thursday 5 July;1.667;1.366;0.683
4569;2018 Friday 6 July;1.669;1.367;0.687
4570;2018 Saturday 7 July;1.662;1.361;0.689
4571;2018 Sunday 8 July;1.663;1.361;0.68
4572;2018 Monday 9 July;1.666;1.366;0.687
4573;2018 Tuesday 10 July;1.662;1.363;0.681
4574;2018 Wednesday 11 July;1.664;1.365;0.688
4575;2018 Thursday 12 July;1.665;1.367;0.692
4576;2018 Friday 13 July;1.664;1.365;0.692
4577;2018 Saturday 14 July;1.657;1.356;0.687
4578;2018 Sunday 15 July;1.658;1.358;0.688
4579;2018 Monday 16 July;1.658;1.359;0.686
4580;2018 Tuesday 17 July;1.653;1.351;0.695
4581;2018 Wednesday 18 July;1.646;1.34;0.689
4582;2018 Thursday 19 July;1.641;1.335;0.693
4583;2018 Friday 20 July;1.642;1.336;0.694
4584;2018 Saturday 21 July;1.645;1.337;0.691
4585;2018 Sunday 22 July;1.647;1.338;0.684
4586;2018 Monday 23 July;1.649;1.341;0.691
4587;2018 Tuesday 24 July;1.65;1.343;0.689
4588;2018 Wednesday 25 July;1.654;1.346;0.685
4589;2018 Thursday 26 July;1.659;1.351;0.689
4590;2018 Friday 27 July;1.669;1.358;0.689
4591;2018 Saturday 28 July;1.672;1.359;0.696
4592;2018 Sunday 29 July;1.673;1.359;0.698
4593;2018 Monday 30 July;1.676;1.363;0.689
4594;2018 Tuesday 31 July;1.681;1.363;0.692
4595;2018 Wednesday 1 August;1.68;1.359;0.683
4596;2018 Thursday 2 August;1.686;1.351;0.685
4597;2018 Friday 3 August;1.687;1.349;0.689
4598;2018 Saturday 4 August;1.685;1.345;0.697
4599;2018 Sunday 5 August;1.688;1.347;0.691
4600;2018 Monday 6 August;1.688;1.349;0.695
4601;2018 Tuesday 7 August;1.686;1.351;0.69
4602;2018 Wednesday 8 August;1.684;1.356;0.694
4603;2018 Thursday 9 August;1.682;1.358;0.693
4604;2018 Friday 10 August;1.682;1.357;0.685
4605;2018 Saturday 11 August;1.677;1.35;0.693
4606;2018 Sunday 12 August;1.68;1.352;0.685
4607;2018 Monday 13 August;1.679;1.355;0.693
4608;2018 Tuesday 14 August;1.678;1.36;0.686
4609;2018 Wednesday 15 August;1.678;1.364;0.691
4610;2018 Thursday 16 August;1.679;1.366;0.696
4611;2018 Friday 17 August;1.681;1.365;0.695
4612;2018 Saturday 18 August;1.678;1.36;0.699
4613;2018 Sunday 19 August;1.681;1.361;0.687
4614;2018 Monday 20 August;1.682;1.363;0.691
4615;2018 Tuesday 21 August;1.68;1.362;0.694
4616;2018 Wednesday 22 August;1.677;1.359;0.693
4617;2018 Thursday 23 August;1.677;1.361;0.69
4618;2018 Friday 24 August;1.68;1.362;0.698
4619;2018 Saturday 25 August;1.683;1.362;0.69
4620;2018 Sunday 26 August;1.683;1.362;0.687
4621;2018 Monday 27 August;1.688;1.367;0.689
4622;2018 Tuesday 28 August;1.69;1.371;0.697
4623;2018 Wednesday 29 August;1.688;1.37;0.699
4624;2018 Thursday 30 August;1.685;1.371;0.696
4625;2018 Friday 31 August;1.688;1.376;0.697
4626;2018 Saturday 1 September;1.684;1.374;0.69
4627;2018 Sunday 2 September;1.683;1.375;0.701
4628;2018 Monday 3 September;1.687;1.379;0.696
4629;2018 Tuesday 4 September;1.688;1.387;0.698
4630;2018 Wednesday 5 September;1.691;1.393;0.701
4631;2018 Thursday 6 September;1.688;1.393;0.701
4632;2018 Friday 7 September;1.685;1.392;0.702
4633;2018 Saturday 8 September;1.677;1.383;0.708
4634;2018 Sunday 9 September;1.68;1.384;0.701
4635;2018 Monday 10 September;1.681;1.388;0.706
4636;2018 Tuesday 11 September;1.68;1.385;0.715
4637;2018 Wednesday 12 September;1.678;1.381;0.71
4638;2018 Thursday 13 September;1.678;1.382;0.716
4639;2018 Friday 14 September;1.68;1.385;0.719
4640;2018 Saturday 15 September;1.677;1.382;0.716
4641;2018 Sunday 16 September;1.679;1.382;0.709
4642;2018 Monday 17 September;1.681;1.385;0.719
4643;2018 Tuesday 18 September;1.679;1.382;0.719
4644;2018 Wednesday 19 September;1.677;1.381;0.721
4645;2018 Thursday 20 September;1.677;1.379;0.719
4646;2018 Friday 21 September;1.677;1.381;0.72
4647;2018 Saturday 22 September;1.674;1.377;0.727
4648;2018 Sunday 23 September;1.676;1.378;0.72
4649;2018 Monday 24 September;1.677;1.379;0.726
4650;2018 Tuesday 25 September;1.672;1.372;0.724
4651;2018 Wednesday 26 September;1.678;1.384;0.724
4652;2018 Thursday 27 September;1.677;1.388;0.726
4653;2018 Friday 28 September;1.679;1.394;0.729
4654;2018 Saturday 29 September;1.681;1.394;0.729
4655;2018 Sunday 30 September;1.683;1.394;0.732
4656;2018 Monday 1 October;1.685;1.398;0.728
4657;2018 Tuesday 2 October;1.686;1.405;0.727
4658;2018 Wednesday 3 October;1.687;1.413;0.742
4659;2018 Thursday 4 October;1.688;1.421;0.739
4660;2018 Friday 5 October;1.692;1.432;0.744
4661;2018 Saturday 6 October;1.687;1.431;0.753
4662;2018 Sunday 7 October;1.688;1.432;0.743
4663;2018 Monday 8 October;1.691;1.436;0.74
4664;2018 Tuesday 9 October;1.687;1.435;0.745
4665;2018 Wednesday 10 October;1.681;1.431;0.747
4666;2018 Thursday 11 October;1.676;1.433;0.747
4667;2018 Friday 12 October;1.674;1.43;0.748
4668;2018 Saturday 13 October;1.664;1.421;0.747
4669;2018 Sunday 14 October;1.666;1.422;0.752
4670;2018 Monday 15 October;1.667;1.424;0.746
4671;2018 Tuesday 16 October;1.658;1.421;0.749
4672;2018 Wednesday 17 October;1.651;1.415;0.742
4673;2018 Thursday 18 October;1.647;1.411;0.749
4674;2018 Friday 19 October;1.647;1.412;0.75
4675;2018 Saturday 20 October;1.64;1.407;0.747
4676;2018 Sunday 21 October;1.64;1.408;0.743
4677;2018 Monday 22 October;1.642;1.412;0.745
4678;2018 Tuesday 23 October;1.642;1.411;0.747
4679;2018 Wednesday 24 October;1.637;1.41;0.746
4680;2018 Thursday 25 October;1.629;1.407;0.747
4681;2018 Friday 26 October;1.622;1.405;0.749
4682;2018 Saturday 27 October;1.617;1.405;0.738
4683;2018 Sunday 28 October;1.617;1.404;0.744
4684;2018 Monday 29 October;1.619;1.408;0.741
4685;2018 Tuesday 30 October;1.619;1.41;0.732
4686;2018 Wednesday 31 October;1.618;1.409;0.741
4687;2018 Thursday 1 November;1.623;1.411;0.731
4688;2018 Friday 2 November;1.627;1.412;0.735
4689;2018 Saturday 3 November;1.622;1.403;0.73
4690;2018 Sunday 4 November;1.626;1.404;0.739
4691;2018 Monday 5 November;1.625;1.406;0.73
4692;2018 Tuesday 6 November;1.617;1.398;0.726
4693;2018 Wednesday 7 November;1.608;1.39;0.718
4694;2018 Thursday 8 November;1.601;1.389;0.717
4695;2018 Friday 9 November;1.6;1.391;0.72
4696;2018 Saturday 10 November;1.588;1.381;0.716
4697;2018 Sunday 11 November;1.589;1.381;0.71
4698;2018 Monday 12 November;1.592;1.385;0.712
4699;2018 Tuesday 13 November;1.589;1.385;0.708
4700;2018 Wednesday 14 November;1.585;1.382;0.701
4701;2018 Thursday 15 November;1.579;1.378;0.7
4702;2018 Friday 16 November;1.577;1.376;0.699
4703;2018 Saturday 17 November;1.572;1.371;0.696
4704;2018 Sunday 18 November;1.573;1.374;0.69
4705;2018 Monday 19 November;1.575;1.376;0.697
4706;2018 Tuesday 20 November;1.571;1.376;0.69
4707;2018 Wednesday 21 November;1.564;1.369;0.685
4708;2018 Thursday 22 November;1.558;1.363;0.679
4709;2018 Friday 23 November;1.559;1.362;0.682
4710;2018 Saturday 24 November;1.554;1.356;0.677
4711;2018 Sunday 25 November;1.556;1.357;0.675
4712;2018 Monday 26 November;1.559;1.361;0.676
4713;2018 Tuesday 27 November;1.554;1.356;0.668
4714;2018 Wednesday 28 November;1.548;1.35;0.678
4715;2018 Thursday 29 November;1.545;1.347;0.67
4716;2018 Friday 30 November;1.541;1.344;0.662
4717;2018 Saturday 1 December;1.535;1.334;0.66
4718;2018 Sunday 2 December;1.537;1.335;0.657
4719;2018 Monday 3 December;1.538;1.337;0.661
4720;2018 Tuesday 4 December;1.536;1.331;0.655
4721;2018 Wednesday 5 December;1.53;1.328;0.652
4722;2018 Thursday 6 December;1.529;1.323;0.655
4723;2018 Friday 7 December;1.524;1.316;0.663
4724;2018 Saturday 8 December;1.517;1.308;0.653
4725;2018 Sunday 9 December;1.521;1.31;0.653
4726;2018 Monday 10 December;1.522;1.312;0.656
4727;2018 Tuesday 11 December;1.521;1.309;0.654
4728;2018 Wednesday 12 December;1.516;1.303;0.645
4729;2018 Thursday 13 December;1.514;1.302;0.647
4730;2018 Friday 14 December;1.515;1.301;0.651
4731;2018 Saturday 15 December;1.512;1.295;0.649
4732;2018 Sunday 16 December;1.515;1.297;0.653
4733;2018 Monday 17 December;1.516;1.299;0.655
4734;2018 Tuesday 18 December;1.517;1.301;0.643
4735;2018 Wednesday 19 December;1.512;1.296;0.645
4736;2018 Thursday 20 December;1.506;1.291;0.644
4737;2018 Friday 21 December;1.503;1.286;0.649
4738;2018 Saturday 22 December;1.492;1.274;0.65
4739;2018 Sunday 23 December;1.492;1.273;0.646
4740;2018 Monday 24 December;1.494;1.276;0.645
