ID;NECSectors;EmissionsToAir;Periods;EmissionToAir_1
445;06 Extraction of crude petroleum and gas;Sulphur dioxide (SO2);2001;0.4
446;06 Extraction of crude petroleum and gas;Sulphur dioxide (SO2);2002;0.4
447;06 Extraction of crude petroleum and gas;Sulphur dioxide (SO2);2003;0.2
448;06 Extraction of crude petroleum and gas;Sulphur dioxide (SO2);2004;0.2
449;06 Extraction of crude petroleum and gas;Sulphur dioxide (SO2);2005;0.2
450;06 Extraction of crude petroleum and gas;Sulphur dioxide (SO2);2006;0.2
451;06 Extraction of crude petroleum and gas;Sulphur dioxide (SO2);2007;0.2
452;06 Extraction of crude petroleum and gas;Sulphur dioxide (SO2);2008;0.2
453;06 Extraction of crude petroleum and gas;Sulphur dioxide (SO2);2009;0.2
454;06 Extraction of crude petroleum and gas;Sulphur dioxide (SO2);2010;0.3
455;06 Extraction of crude petroleum and gas;Sulphur dioxide (SO2);2011;0.4
456;06 Extraction of crude petroleum and gas;Sulphur dioxide (SO2);2012;0.3
457;06 Extraction of crude petroleum and gas;Sulphur dioxide (SO2);2013;0.4
458;06 Extraction of crude petroleum and gas;Sulphur dioxide (SO2);2014;0.3
459;06 Extraction of crude petroleum and gas;Sulphur dioxide (SO2);2015;0.2
460;06 Extraction of crude petroleum and gas;Sulphur dioxide (SO2);2016;0.1
461;06 Extraction of crude petroleum and gas;Sulphur dioxide (SO2);2017;0.1
462;06 Extraction of crude petroleum and gas;Sulphur dioxide (SO2);2018;0.0
463;06 Extraction of crude petroleum and gas;Sulphur dioxide (SO2);2019;0.1
464;06 Extraction of crude petroleum and gas;Sulphur dioxide (SO2);2020;0.1
465;06 Extraction of crude petroleum and gas;Sulphur dioxide (SO2);2021;0.1
466;06 Extraction of crude petroleum and gas;Sulphur dioxide (SO2);2022;0.0
467;06 Extraction of crude petroleum and gas;Sulphur dioxide (SO2);2023;0.0
468;06 Extraction of crude petroleum and gas;NMVOC;1990;16.3
469;06 Extraction of crude petroleum and gas;NMVOC;1995;14.1
470;06 Extraction of crude petroleum and gas;NMVOC;2000;11.2
471;06 Extraction of crude petroleum and gas;NMVOC;2001;10.3
472;06 Extraction of crude petroleum and gas;NMVOC;2002;9.3
473;06 Extraction of crude petroleum and gas;NMVOC;2003;8.0
474;06 Extraction of crude petroleum and gas;NMVOC;2004;6.7
475;06 Extraction of crude petroleum and gas;NMVOC;2005;6.8
476;06 Extraction of crude petroleum and gas;NMVOC;2006;6.6
477;06 Extraction of crude petroleum and gas;NMVOC;2007;7.9
478;06 Extraction of crude petroleum and gas;NMVOC;2008;7.9
479;06 Extraction of crude petroleum and gas;NMVOC;2009;6.9
480;06 Extraction of crude petroleum and gas;NMVOC;2010;7.3
481;06 Extraction of crude petroleum and gas;NMVOC;2011;9.2
482;06 Extraction of crude petroleum and gas;NMVOC;2012;7.9
483;06 Extraction of crude petroleum and gas;NMVOC;2013;7.2
484;06 Extraction of crude petroleum and gas;NMVOC;2014;6.6
485;06 Extraction of crude petroleum and gas;NMVOC;2015;6.8
486;06 Extraction of crude petroleum and gas;NMVOC;2016;5.8
487;06 Extraction of crude petroleum and gas;NMVOC;2017;5.2
488;06 Extraction of crude petroleum and gas;NMVOC;2018;3.4
489;06 Extraction of crude petroleum and gas;NMVOC;2019;3.1
490;06 Extraction of crude petroleum and gas;NMVOC;2020;3.0
491;06 Extraction of crude petroleum and gas;NMVOC;2021;2.4
492;06 Extraction of crude petroleum and gas;NMVOC;2022;2.1
493;06 Extraction of crude petroleum and gas;NMVOC;2023;2.3
494;06 Extraction of crude petroleum and gas;PM2.5 (Particulate matter);1990;0.0
495;06 Extraction of crude petroleum and gas;PM2.5 (Particulate matter);1995;0.0
496;06 Extraction of crude petroleum and gas;PM2.5 (Particulate matter);2000;0.0
497;06 Extraction of crude petroleum and gas;PM2.5 (Particulate matter);2001;0.0
498;06 Extraction of crude petroleum and gas;PM2.5 (Particulate matter);2002;0.0
499;06 Extraction of crude petroleum and gas;PM2.5 (Particulate matter);2003;0.0
500;06 Extraction of crude petroleum and gas;PM2.5 (Particulate matter);2004;0.0
501;06 Extraction of crude petroleum and gas;PM2.5 (Particulate matter);2005;0.0
502;06 Extraction of crude petroleum and gas;PM2.5 (Particulate matter);2006;0.0
503;06 Extraction of crude petroleum and gas;PM2.5 (Particulate matter);2007;0.0
504;06 Extraction of crude petroleum and gas;PM2.5 (Particulate matter);2008;0.0
505;06 Extraction of crude petroleum and gas;PM2.5 (Particulate matter);2009;0.0
506;06 Extraction of crude petroleum and gas;PM2.5 (Particulate matter);2010;0.0
507;06 Extraction of crude petroleum and gas;PM2.5 (Particulate matter);2011;0.0
508;06 Extraction of crude petroleum and gas;PM2.5 (Particulate matter);2012;0.0
509;06 Extraction of crude petroleum and gas;PM2.5 (Particulate matter);2013;0.0
510;06 Extraction of crude petroleum and gas;PM2.5 (Particulate matter);2014;0.0
511;06 Extraction of crude petroleum and gas;PM2.5 (Particulate matter);2015;0.0
512;06 Extraction of crude petroleum and gas;PM2.5 (Particulate matter);2016;0.0
513;06 Extraction of crude petroleum and gas;PM2.5 (Particulate matter);2017;0.0
514;06 Extraction of crude petroleum and gas;PM2.5 (Particulate matter);2018;0.0
515;06 Extraction of crude petroleum and gas;PM2.5 (Particulate matter);2019;0.0
516;06 Extraction of crude petroleum and gas;PM2.5 (Particulate matter);2020;0.0
517;06 Extraction of crude petroleum and gas;PM2.5 (Particulate matter);2021;0.0
518;06 Extraction of crude petroleum and gas;PM2.5 (Particulate matter);2022;0.0
519;06 Extraction of crude petroleum and gas;PM2.5 (Particulate matter);2023;0.0
520;192 Manufacture of refined petroleum ;Ammonia (NH3);1990;0.0
521;192 Manufacture of refined petroleum ;Ammonia (NH3);1995;0.0
522;192 Manufacture of refined petroleum ;Ammonia (NH3);2000;0.0
523;192 Manufacture of refined petroleum ;Ammonia (NH3);2001;0.0
524;192 Manufacture of refined petroleum ;Ammonia (NH3);2002;0.0
525;192 Manufacture of refined petroleum ;Ammonia (NH3);2003;0.0
526;192 Manufacture of refined petroleum ;Ammonia (NH3);2004;0.0
527;192 Manufacture of refined petroleum ;Ammonia (NH3);2005;0.0
528;192 Manufacture of refined petroleum ;Ammonia (NH3);2006;0.0
529;192 Manufacture of refined petroleum ;Ammonia (NH3);2007;0.0
530;192 Manufacture of refined petroleum ;Ammonia (NH3);2008;0.0
531;192 Manufacture of refined petroleum ;Ammonia (NH3);2009;0.0
532;192 Manufacture of refined petroleum ;Ammonia (NH3);2010;0.0
533;192 Manufacture of refined petroleum ;Ammonia (NH3);2011;0.0
534;192 Manufacture of refined petroleum ;Ammonia (NH3);2012;0.0
535;192 Manufacture of refined petroleum ;Ammonia (NH3);2013;0.0
536;192 Manufacture of refined petroleum ;Ammonia (NH3);2014;0.0
537;192 Manufacture of refined petroleum ;Ammonia (NH3);2015;0.0
538;192 Manufacture of refined petroleum ;Ammonia (NH3);2016;0.0
539;192 Manufacture of refined petroleum ;Ammonia (NH3);2017;0.0
540;192 Manufacture of refined petroleum ;Ammonia (NH3);2018;0.0
541;192 Manufacture of refined petroleum ;Ammonia (NH3);2019;0.0
542;192 Manufacture of refined petroleum ;Ammonia (NH3);2020;0.0
543;192 Manufacture of refined petroleum ;Ammonia (NH3);2021;0.0
544;192 Manufacture of refined petroleum ;Ammonia (NH3);2022;0.0
545;192 Manufacture of refined petroleum ;Ammonia (NH3);2023;0.0
546;192 Manufacture of refined petroleum ;Nitrogen oxides (NOx);1990;18.8
547;192 Manufacture of refined petroleum ;Nitrogen oxides (NOx);1995;17.0
548;192 Manufacture of refined petroleum ;Nitrogen oxides (NOx);2000;10.3
549;192 Manufacture of refined petroleum ;Nitrogen oxides (NOx);2001;10.2
550;192 Manufacture of refined petroleum ;Nitrogen oxides (NOx);2002;9.9
551;192 Manufacture of refined petroleum ;Nitrogen oxides (NOx);2003;9.8
552;192 Manufacture of refined petroleum ;Nitrogen oxides (NOx);2004;9.3
553;192 Manufacture of refined petroleum ;Nitrogen oxides (NOx);2005;9.1
554;192 Manufacture of refined petroleum ;Nitrogen oxides (NOx);2006;10.1
555;192 Manufacture of refined petroleum ;Nitrogen oxides (NOx);2007;9.3
556;192 Manufacture of refined petroleum ;Nitrogen oxides (NOx);2008;8.5
557;192 Manufacture of refined petroleum ;Nitrogen oxides (NOx);2009;6.2
558;192 Manufacture of refined petroleum ;Nitrogen oxides (NOx);2010;5.6
559;192 Manufacture of refined petroleum ;Nitrogen oxides (NOx);2011;5.7
560;192 Manufacture of refined petroleum ;Nitrogen oxides (NOx);2012;5.3
561;192 Manufacture of refined petroleum ;Nitrogen oxides (NOx);2013;5.5
562;192 Manufacture of refined petroleum ;Nitrogen oxides (NOx);2014;5.2
563;192 Manufacture of refined petroleum ;Nitrogen oxides (NOx);2015;5.2
564;192 Manufacture of refined petroleum ;Nitrogen oxides (NOx);2016;5.0
565;192 Manufacture of refined petroleum ;Nitrogen oxides (NOx);2017;4.8
566;192 Manufacture of refined petroleum ;Nitrogen oxides (NOx);2018;4.9
567;192 Manufacture of refined petroleum ;Nitrogen oxides (NOx);2019;5.2
568;192 Manufacture of refined petroleum ;Nitrogen oxides (NOx);2020;4.4
569;192 Manufacture of refined petroleum ;Nitrogen oxides (NOx);2021;4.5
570;192 Manufacture of refined petroleum ;Nitrogen oxides (NOx);2022;4.8
571;192 Manufacture of refined petroleum ;Nitrogen oxides (NOx);2023;4.7
572;192 Manufacture of refined petroleum ;Sulphur dioxide (SO2);1990;67.1
573;192 Manufacture of refined petroleum ;Sulphur dioxide (SO2);1995;61.2
574;192 Manufacture of refined petroleum ;Sulphur dioxide (SO2);2000;33.1
575;192 Manufacture of refined petroleum ;Sulphur dioxide (SO2);2001;34.7
576;192 Manufacture of refined petroleum ;Sulphur dioxide (SO2);2002;30.3
577;192 Manufacture of refined petroleum ;Sulphur dioxide (SO2);2003;29.5
578;192 Manufacture of refined petroleum ;Sulphur dioxide (SO2);2004;32.3
579;192 Manufacture of refined petroleum ;Sulphur dioxide (SO2);2005;32.2
580;192 Manufacture of refined petroleum ;Sulphur dioxide (SO2);2006;32.4
581;192 Manufacture of refined petroleum ;Sulphur dioxide (SO2);2007;29.9
582;192 Manufacture of refined petroleum ;Sulphur dioxide (SO2);2008;25.7
583;192 Manufacture of refined petroleum ;Sulphur dioxide (SO2);2009;17.9
584;192 Manufacture of refined petroleum ;Sulphur dioxide (SO2);2010;12.7
585;192 Manufacture of refined petroleum ;Sulphur dioxide (SO2);2011;12.5
586;192 Manufacture of refined petroleum ;Sulphur dioxide (SO2);2012;13.9
587;192 Manufacture of refined petroleum ;Sulphur dioxide (SO2);2013;9.9
588;192 Manufacture of refined petroleum ;Sulphur dioxide (SO2);2014;9.7
589;192 Manufacture of refined petroleum ;Sulphur dioxide (SO2);2015;11.1
590;192 Manufacture of refined petroleum ;Sulphur dioxide (SO2);2016;11.2
591;192 Manufacture of refined petroleum ;Sulphur dioxide (SO2);2017;11.1
592;192 Manufacture of refined petroleum ;Sulphur dioxide (SO2);2018;9.8
593;192 Manufacture of refined petroleum ;Sulphur dioxide (SO2);2019;8.7
594;192 Manufacture of refined petroleum ;Sulphur dioxide (SO2);2020;7.2
595;192 Manufacture of refined petroleum ;Sulphur dioxide (SO2);2021;8.1
596;192 Manufacture of refined petroleum ;Sulphur dioxide (SO2);2022;8.6
597;192 Manufacture of refined petroleum ;Sulphur dioxide (SO2);2023;8.0
598;192 Manufacture of refined petroleum ;NMVOC;1990;15.3
599;192 Manufacture of refined petroleum ;NMVOC;1995;11.9
600;192 Manufacture of refined petroleum ;NMVOC;2000;14.0
601;192 Manufacture of refined petroleum ;NMVOC;2001;8.7
602;192 Manufacture of refined petroleum ;NMVOC;2002;7.9
603;192 Manufacture of refined petroleum ;NMVOC;2003;7.6
604;192 Manufacture of refined petroleum ;NMVOC;2004;7.7
605;192 Manufacture of refined petroleum ;NMVOC;2005;11.8
606;192 Manufacture of refined petroleum ;NMVOC;2006;9.7
607;192 Manufacture of refined petroleum ;NMVOC;2007;8.0
608;192 Manufacture of refined petroleum ;NMVOC;2008;7.6
609;192 Manufacture of refined petroleum ;NMVOC;2009;6.7
610;192 Manufacture of refined petroleum ;NMVOC;2010;7.1
611;192 Manufacture of refined petroleum ;NMVOC;2011;5.9
612;192 Manufacture of refined petroleum ;NMVOC;2012;6.1
613;192 Manufacture of refined petroleum ;NMVOC;2013;6.3
614;192 Manufacture of refined petroleum ;NMVOC;2014;5.6
615;192 Manufacture of refined petroleum ;NMVOC;2015;5.5
616;192 Manufacture of refined petroleum ;NMVOC;2016;5.1
617;192 Manufacture of refined petroleum ;NMVOC;2017;5.0
618;192 Manufacture of refined petroleum ;NMVOC;2018;4.5
619;192 Manufacture of refined petroleum ;NMVOC;2019;3.9
620;192 Manufacture of refined petroleum ;NMVOC;2020;3.3
621;192 Manufacture of refined petroleum ;NMVOC;2021;3.0
622;192 Manufacture of refined petroleum ;NMVOC;2022;3.1
623;192 Manufacture of refined petroleum ;NMVOC;2023;3.0
624;192 Manufacture of refined petroleum ;PM2.5 (Particulate matter);1990;4.9
625;192 Manufacture of refined petroleum ;PM2.5 (Particulate matter);1995;3.8
626;192 Manufacture of refined petroleum ;PM2.5 (Particulate matter);2000;2.3
627;192 Manufacture of refined petroleum ;PM2.5 (Particulate matter);2001;2.2
628;192 Manufacture of refined petroleum ;PM2.5 (Particulate matter);2002;1.7
629;192 Manufacture of refined petroleum ;PM2.5 (Particulate matter);2003;2.1
630;192 Manufacture of refined petroleum ;PM2.5 (Particulate matter);2004;1.4
631;192 Manufacture of refined petroleum ;PM2.5 (Particulate matter);2005;1.3
632;192 Manufacture of refined petroleum ;PM2.5 (Particulate matter);2006;1.6
633;192 Manufacture of refined petroleum ;PM2.5 (Particulate matter);2007;1.0
634;192 Manufacture of refined petroleum ;PM2.5 (Particulate matter);2008;1.0
635;192 Manufacture of refined petroleum ;PM2.5 (Particulate matter);2009;0.3
636;192 Manufacture of refined petroleum ;PM2.5 (Particulate matter);2010;0.2
637;192 Manufacture of refined petroleum ;PM2.5 (Particulate matter);2011;0.2
638;192 Manufacture of refined petroleum ;PM2.5 (Particulate matter);2012;0.1
639;192 Manufacture of refined petroleum ;PM2.5 (Particulate matter);2013;0.2
640;192 Manufacture of refined petroleum ;PM2.5 (Particulate matter);2014;0.2
641;192 Manufacture of refined petroleum ;PM2.5 (Particulate matter);2015;0.2
642;192 Manufacture of refined petroleum ;PM2.5 (Particulate matter);2016;0.2
643;192 Manufacture of refined petroleum ;PM2.5 (Particulate matter);2017;0.2
644;192 Manufacture of refined petroleum ;PM2.5 (Particulate matter);2018;0.2
645;192 Manufacture of refined petroleum ;PM2.5 (Particulate matter);2019;0.2
646;192 Manufacture of refined petroleum ;PM2.5 (Particulate matter);2020;0.2
647;192 Manufacture of refined petroleum ;PM2.5 (Particulate matter);2021;0.1
648;192 Manufacture of refined petroleum ;PM2.5 (Particulate matter);2022;0.1
649;192 Manufacture of refined petroleum ;PM2.5 (Particulate matter);2023;0.2
650;35 Energy supply;Ammonia (NH3);1990;0.0
651;35 Energy supply;Ammonia (NH3);1995;0.0
652;35 Energy supply;Ammonia (NH3);2000;0.0
653;35 Energy supply;Ammonia (NH3);2001;0.0
654;35 Energy supply;Ammonia (NH3);2002;0.0
655;35 Energy supply;Ammonia (NH3);2003;0.1
656;35 Energy supply;Ammonia (NH3);2004;0.1
657;35 Energy supply;Ammonia (NH3);2005;0.2
658;35 Energy supply;Ammonia (NH3);2006;0.0
659;35 Energy supply;Ammonia (NH3);2007;0.0
660;35 Energy supply;Ammonia (NH3);2008;0.1
661;35 Energy supply;Ammonia (NH3);2009;0.0
662;35 Energy supply;Ammonia (NH3);2010;0.0
663;35 Energy supply;Ammonia (NH3);2011;0.0
664;35 Energy supply;Ammonia (NH3);2012;0.0
665;35 Energy supply;Ammonia (NH3);2013;0.0
666;35 Energy supply;Ammonia (NH3);2014;0.0
667;35 Energy supply;Ammonia (NH3);2015;0.0
668;35 Energy supply;Ammonia (NH3);2016;0.0
669;35 Energy supply;Ammonia (NH3);2017;0.0
670;35 Energy supply;Ammonia (NH3);2018;0.0
671;35 Energy supply;Ammonia (NH3);2019;0.0
672;35 Energy supply;Ammonia (NH3);2020;0.0
673;35 Energy supply;Ammonia (NH3);2021;0.0
674;35 Energy supply;Ammonia (NH3);2022;0.0
675;35 Energy supply;Ammonia (NH3);2023;0.0
676;35 Energy supply;Nitrogen oxides (NOx);1990;77.2
677;35 Energy supply;Nitrogen oxides (NOx);1995;59.2
678;35 Energy supply;Nitrogen oxides (NOx);2000;48.8
679;35 Energy supply;Nitrogen oxides (NOx);2001;46.0
680;35 Energy supply;Nitrogen oxides (NOx);2002;46.7
681;35 Energy supply;Nitrogen oxides (NOx);2003;48.3
682;35 Energy supply;Nitrogen oxides (NOx);2004;42.1
683;35 Energy supply;Nitrogen oxides (NOx);2005;40.9
684;35 Energy supply;Nitrogen oxides (NOx);2006;36.8
685;35 Energy supply;Nitrogen oxides (NOx);2007;29.1
686;35 Energy supply;Nitrogen oxides (NOx);2008;24.8
687;35 Energy supply;Nitrogen oxides (NOx);2009;23.3
688;35 Energy supply;Nitrogen oxides (NOx);2010;22.2
689;35 Energy supply;Nitrogen oxides (NOx);2011;18.6
690;35 Energy supply;Nitrogen oxides (NOx);2012;17.9
691;35 Energy supply;Nitrogen oxides (NOx);2013;18.4
692;35 Energy supply;Nitrogen oxides (NOx);2014;15.8
693;35 Energy supply;Nitrogen oxides (NOx);2015;16.8
694;35 Energy supply;Nitrogen oxides (NOx);2016;14.3
695;35 Energy supply;Nitrogen oxides (NOx);2017;13.0
696;35 Energy supply;Nitrogen oxides (NOx);2018;12.3
697;35 Energy supply;Nitrogen oxides (NOx);2019;11.7
698;35 Energy supply;Nitrogen oxides (NOx);2020;10.1
699;35 Energy supply;Nitrogen oxides (NOx);2021;10.8
700;35 Energy supply;Nitrogen oxides (NOx);2022;9.6
701;35 Energy supply;Nitrogen oxides (NOx);2023;7.6
702;35 Energy supply;Sulphur dioxide (SO2);1990;44.1
703;35 Energy supply;Sulphur dioxide (SO2);1995;16.3
704;35 Energy supply;Sulphur dioxide (SO2);2000;14.8
705;35 Energy supply;Sulphur dioxide (SO2);2001;15.5
706;35 Energy supply;Sulphur dioxide (SO2);2002;13.6
707;35 Energy supply;Sulphur dioxide (SO2);2003;13.9
708;35 Energy supply;Sulphur dioxide (SO2);2004;10.6
709;35 Energy supply;Sulphur dioxide (SO2);2005;9.7
710;35 Energy supply;Sulphur dioxide (SO2);2006;9.6
711;35 Energy supply;Sulphur dioxide (SO2);2007;8.6
712;35 Energy supply;Sulphur dioxide (SO2);2008;6.1
713;35 Energy supply;Sulphur dioxide (SO2);2009;6.0
714;35 Energy supply;Sulphur dioxide (SO2);2010;6.4
715;35 Energy supply;Sulphur dioxide (SO2);2011;6.4
716;35 Energy supply;Sulphur dioxide (SO2);2012;7.9
717;35 Energy supply;Sulphur dioxide (SO2);2013;9.2
718;35 Energy supply;Sulphur dioxide (SO2);2014;8.4
719;35 Energy supply;Sulphur dioxide (SO2);2015;8.4
720;35 Energy supply;Sulphur dioxide (SO2);2016;5.8
721;35 Energy supply;Sulphur dioxide (SO2);2017;4.0
722;35 Energy supply;Sulphur dioxide (SO2);2018;3.8
723;35 Energy supply;Sulphur dioxide (SO2);2019;2.5
724;35 Energy supply;Sulphur dioxide (SO2);2020;1.5
725;35 Energy supply;Sulphur dioxide (SO2);2021;2.2
