ID;PersonalCharacteristics;Periods;OnceAWeekOrMore_1;TwiceAMonth_2;OnceAMonth_3;LessThanOnceAMonth_4;HardlyEver_5;EveningsAtHomePerWeek1529Yrs_6;OnceAWeekOrMore_7;OnceInAFortnight_8;LessThanOnceInAFortnight_9;Never_10;OnceAWeekOrMore_11;TwiceAMonth_12;OnceAMonth_13;LessThanOnceAMonth_14;HardlyEver_15;Yes_16;Sometimes_17;No_18;Yes_19;Sometimes_20;No_21;Yes_22;Sometimes_23;No_24;Yes_25;Sometimes_26;No_27;Yes_28;Sometimes_29;No_30;Yes_31;Sometimes_32;No_33;HaveEnoughGirlFriends1217Yrs_34;SometimesBulliedAtSchoolTheStreet_35;OftenBullied_36;NotOften_37;OftenFeelsLonely1217Yrs_38;ExtremelyPleased_39;VeryPleased_40;Pleased_41;RatherPleased_42;NotSoPleased_43;VeryHappy_44;Happy_45;NotHappyNotUnhappy_46;NotVeryHappy_47;Unhappy_48;ExtremelyPleased_49;VeryPleased_50;Pleased_51;RatherPleased_52;NotSoPleased_53;PleasedWithPartner_54;PleasedWithFamily_55;PleasedWithFinancialSituation_56;PleasedWithEducation_57;PleasedWithSociety_58;TotalParticipantsVolunteerWork_59;OrganisedVolunteerWork_60;YouthWork_61;School_62;CareNursing_63;SportsClub_64;HobbyClub_65;CulturalSociety_66;ReligiousPhilosophicalOrganisation_67;LabourOrganisation_68;PoliticalOrganisation_69;OtherOrganisations_70;VolunteerAid_71;Always_72;Usually_73;Sometimes_74;HardlyEver_75;Never_76;More_77;AlrightAsItIs_78;Less_79;Not_80;NotApplicable_81;More_82;AlrightAsItIs_83;Less_84;Not_85;NotApplicable_86;More_87;AlrightAsItIs_88;Less_89;Not_90;NotApplicable_91;NoDenomination_92;RomanCatholic_93;ProtestantChurchOfTheNetherlands_94;DutchReformed_95;Calvinist_96;OtherDenominations_97;OnceAWeekOrMore_98;TwiceOrThreeTimesAMonth_99;OnceAMonth_100;LessThanOnceAMonth_101;HardlyEver_102
448;Level of ed.: junior gen. sec. education;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
449;Level of ed.: junior gen. sec. education;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
450;Level of ed.: senior gen. sec. education;1997;84.0;8.0;4.0;3.0;1.0;;66.0;12.0;15.0;7.0;79.0;11.0;6.0;2.0;1.0;94.0;4.0;1.0;1.0;8.0;91.0;95.0;3.0;1.0;89.0;9.0;2.0;76.0;4.0;20.0;14.0;16.0;70.0;;;;;;12.0;38.0;42.0;7.0;1.0;24.0;67.0;7.0;2.0;0.0;9.0;35.0;44.0;9.0;3.0;;;;;;64.0;51.0;5.0;10.0;8.0;15.0;6.0;5.0;10.0;5.0;1.0;8.0;32.0;;;;;;;;;;;;;;;;;;;;;40.0;33.0;;13.0;8.0;6.0;11.0;5.0;6.0;12.0;66.0
451;Level of ed.: senior gen. sec. education;1998;85.0;8.0;4.0;2.0;1.0;;66.0;10.0;16.0;8.0;79.0;11.0;7.0;2.0;1.0;94.0;4.0;1.0;1.0;7.0;92.0;96.0;3.0;2.0;90.0;8.0;2.0;72.0;5.0;23.0;15.0;13.0;71.0;;;;;;11.0;40.0;41.0;7.0;1.0;23.0;68.0;7.0;2.0;0.0;9.0;35.0;45.0;8.0;3.0;9.0;8.0;8.0;7.0;7.0;65.0;50.0;6.0;11.0;5.0;18.0;7.0;6.0;8.0;4.0;1.0;6.0;34.0;;;;;;;;;;;;;;;;;;;;;40.0;33.0;;14.0;7.0;6.0;11.0;5.0;5.0;11.0;67.0
452;Level of ed.: senior gen. sec. education;1999;85.0;7.0;4.0;2.0;1.0;;69.0;10.0;15.0;6.0;79.0;11.0;6.0;2.0;1.0;93.0;6.0;1.0;2.0;8.0;90.0;94.0;4.0;2.0;88.0;9.0;3.0;75.0;4.0;20.0;16.0;16.0;68.0;;;;;;13.0;38.0;41.0;7.0;1.0;23.0;68.0;7.0;2.0;0.0;9.0;35.0;45.0;8.0;3.0;9.0;8.0;8.0;7.0;7.0;64.0;50.0;5.0;11.0;8.0;16.0;5.0;5.0;8.0;5.0;2.0;8.0;33.0;61.0;32.0;5.0;1.0;1.0;18.0;45.0;3.0;34.0;;18.0;51.0;16.0;15.0;;11.0;56.0;25.0;8.0;;42.0;31.0;;13.0;7.0;6.0;10.0;5.0;5.0;11.0;68.0
453;Level of ed.: senior gen. sec. education;2000;85.0;8.0;4.0;2.0;1.0;;66.0;12.0;14.0;8.0;80.0;11.0;6.0;2.0;1.0;96.0;3.0;1.0;2.0;8.0;90.0;95.0;3.0;2.0;91.0;7.0;2.0;75.0;6.0;19.0;15.0;16.0;69.0;;;;;;13.0;40.0;40.0;6.0;2.0;24.0;68.0;7.0;2.0;0.0;10.0;36.0;45.0;7.0;2.0;9.0;8.0;8.0;7.0;7.0;65.0;51.0;5.0;11.0;8.0;17.0;6.0;5.0;10.0;5.0;1.0;8.0;35.0;61.0;32.0;5.0;1.0;1.0;17.0;51.0;4.0;29.0;;29.0;46.0;8.0;17.0;;10.0;61.0;22.0;7.0;;42.0;31.0;;13.0;8.0;6.0;10.0;5.0;6.0;11.0;68.0
454;Level of ed.: senior gen. sec. education;2001;86.0;7.0;4.0;2.0;1.0;;66.0;11.0;16.0;7.0;81.0;11.0;5.0;2.0;1.0;93.0;6.0;1.0;2.0;8.0;89.0;96.0;3.0;1.0;89.0;10.0;2.0;74.0;6.0;20.0;16.0;17.0;67.0;;;;;;12.0;39.0;41.0;6.0;2.0;23.0;69.0;6.0;2.0;0.0;9.0;36.0;45.0;8.0;2.0;9.0;8.0;8.0;7.0;7.0;64.0;48.0;6.0;11.0;8.0;16.0;5.0;5.0;9.0;3.0;1.0;7.0;36.0;58.0;34.0;5.0;1.0;1.0;17.0;49.0;5.0;29.0;;15.0;56.0;16.0;13.0;;13.0;61.0;21.0;6.0;;42.0;31.0;;13.0;7.0;7.0;10.0;5.0;5.0;11.0;69.0
455;Level of ed.: senior gen. sec. education;2002;87.0;7.0;4.0;2.0;1.0;;71.0;11.0;11.0;7.0;79.0;12.0;6.0;2.0;1.0;95.0;4.0;1.0;2.0;8.0;90.0;96.0;3.0;2.0;89.0;9.0;2.0;74.0;6.0;20.0;13.0;16.0;70.0;;;;;;13.0;40.0;40.0;6.0;1.0;24.0;66.0;7.0;2.0;0.0;9.0;37.0;43.0;8.0;3.0;9.0;8.0;8.0;7.0;7.0;66.0;47.0;7.0;11.0;8.0;15.0;4.0;5.0;8.0;4.0;1.0;7.0;38.0;62.0;33.0;3.0;1.0;1.0;14.0;48.0;4.0;11.0;22.0;13.0;55.0;15.0;3.0;14.0;11.0;61.0;22.0;4.0;3.0;41.0;31.0;;14.0;7.0;7.0;10.0;5.0;5.0;11.0;70.0
456;Level of ed.: senior gen. sec. education;2003;87.0;7.0;4.0;2.0;1.0;4.0;71.0;10.0;13.0;6.0;80.0;11.0;6.0;2.0;1.0;93.0;5.0;1.0;2.0;8.0;90.0;95.0;4.0;2.0;87.0;10.0;2.0;75.0;5.0;20.0;12.0;19.0;69.0;;;;;;12.0;39.0;41.0;6.0;2.0;22.0;69.0;7.0;2.0;0.0;8.0;36.0;45.0;8.0;3.0;9.0;8.0;8.0;7.0;6.0;65.0;46.0;6.0;10.0;7.0;16.0;5.0;5.0;7.0;3.0;2.0;7.0;38.0;58.0;35.0;6.0;1.0;1.0;13.0;47.0;3.0;10.0;26.0;13.0;53.0;15.0;4.0;14.0;11.0;61.0;21.0;4.0;3.0;43.0;30.0;;13.0;7.0;7.0;10.0;4.0;4.0;10.0;71.0
457;Level of ed.: senior gen. sec. education;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
458;Level of ed.: senior gen. sec. education;2005;88.0;6.0;3.0;2.0;1.0;;;;;;82.0;10.0;5.0;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.0;69.0;8.0;2.0;0.0;9.0;32.0;47.0;9.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.0;29.0;5.0;10.0;6.0;6.0;10.0;4.0;5.0;10.0;72.0
459;Level of ed.: senior gen. sec. education;2006;89.0;6.0;3.0;2.0;1.0;;;;;;82.0;9.0;5.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.0;69.0;8.0;2.0;0.0;8.0;36.0;44.0;9.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.0;29.0;5.0;8.0;5.0;7.0;9.0;4.0;4.0;9.0;75.0
460;Level of ed.: senior gen. sec. education;2007;88.0;6.0;3.0;2.0;1.0;;;;;;82.0;9.0;6.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.0;69.0;8.0;1.0;1.0;7.0;37.0;45.0;8.0;3.0;;;;;;62.0;50.0;5.0;12.0;9.0;15.0;5.0;5.0;10.0;3.0;1.0;14.0;28.0;71.0;25.0;3.0;1.0;0.0;;;;;;;;;;;;;;;;46.0;28.0;6.0;8.0;4.0;8.0;10.0;5.0;4.0;8.0;74.0
461;Level of ed.: senior gen. sec. education;2008;88.0;6.0;3.0;1.0;1.0;;;;;;82.0;9.0;5.0;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.0;67.0;7.0;1.0;1.0;8.0;38.0;44.0;7.0;3.0;;;;;;61.0;45.0;4.0;9.0;7.0;14.0;4.0;5.0;9.0;2.0;1.0;12.0;31.0;72.0;24.0;3.0;0.0;0.0;;;;;;;;;;;;;;;;43.0;29.0;6.0;9.0;4.0;8.0;10.0;4.0;4.0;10.0;72.0
462;Level of ed.: senior gen. sec. education;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.0;27.0;7.0;8.0;4.0;9.0;9.0;5.0;4.0;8.0;74.0
463;Level of ed.: senior gen. sec. education;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
464;Level of ed.: senior gen. sec. education;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
465;Level of ed.: voc. colleges,universities;1997;81.0;12.0;5.0;2.0;1.0;;65.0;14.0;15.0;6.0;78.0;13.0;6.0;2.0;1.0;96.0;3.0;1.0;2.0;7.0;92.0;96.0;3.0;1.0;90.0;8.0;2.0;77.0;5.0;18.0;10.0;19.0;71.0;;;;;;12.0;39.0;42.0;7.0;1.0;26.0;65.0;7.0;2.0;0.0;9.0;39.0;39.0;10.0;3.0;;;;;;71.0;59.0;4.0;12.0;9.0;17.0;5.0;7.0;13.0;6.0;3.0;14.0;34.0;;;;;;;;;;;;;;;;;;;;;48.0;26.0;;12.0;7.0;7.0;10.0;5.0;5.0;11.0;68.0
466;Level of ed.: voc. colleges,universities;1998;83.0;11.0;4.0;2.0;1.0;;62.0;11.0;20.0;8.0;79.0;12.0;6.0;2.0;1.0;96.0;3.0;1.0;2.0;8.0;90.0;95.0;4.0;1.0;91.0;8.0;1.0;76.0;4.0;20.0;10.0;13.0;77.0;;;;;;13.0;44.0;36.0;6.0;1.0;25.0;66.0;7.0;1.0;0.0;9.0;38.0;42.0;9.0;3.0;9.0;8.0;8.0;8.0;7.0;68.0;53.0;2.0;12.0;4.0;15.0;5.0;9.0;10.0;5.0;3.0;15.0;33.0;;;;;;;;;;;;;;;;;;;;;48.0;27.0;;12.0;7.0;7.0;10.0;5.0;6.0;11.0;68.0
467;Level of ed.: voc. colleges,universities;1999;82.0;10.0;4.0;3.0;1.0;;59.0;14.0;19.0;9.0;80.0;12.0;6.0;2.0;1.0;96.0;3.0;1.0;1.0;7.0;92.0;95.0;4.0;1.0;88.0;11.0;2.0;74.0;6.0;19.0;10.0;16.0;74.0;;;;;;13.0;41.0;37.0;7.0;2.0;25.0;66.0;7.0;1.0;0.0;10.0;38.0;40.0;9.0;3.0;9.0;8.0;8.0;8.0;7.0;68.0;53.0;5.0;12.0;6.0;17.0;6.0;8.0;9.0;8.0;3.0;12.0;34.0;56.0;38.0;4.0;1.0;2.0;20.0;49.0;4.0;27.0;;16.0;51.0;21.0;11.0;;11.0;56.0;28.0;6.0;;50.0;25.0;;11.0;6.0;8.0;9.0;5.0;5.0;12.0;68.0
468;Level of ed.: voc. colleges,universities;2000;84.0;9.0;4.0;2.0;1.0;;62.0;15.0;17.0;6.0;80.0;12.0;6.0;2.0;1.0;96.0;3.0;1.0;2.0;8.0;90.0;95.0;3.0;2.0;89.0;9.0;2.0;75.0;6.0;19.0;8.0;20.0;72.0;;;;;;12.0;41.0;39.0;7.0;2.0;26.0;66.0;7.0;1.0;0.0;11.0;38.0;40.0;8.0;3.0;9.0;8.0;8.0;8.0;7.0;66.0;52.0;4.0;12.0;6.0;17.0;5.0;9.0;11.0;5.0;2.0;11.0;36.0;48.0;43.0;6.0;1.0;1.0;22.0;51.0;5.0;22.0;;30.0;46.0;10.0;14.0;;10.0;56.0;30.0;4.0;;50.0;26.0;;11.0;7.0;7.0;9.0;5.0;5.0;10.0;70.0
469;Level of ed.: voc. colleges,universities;2001;84.0;10.0;4.0;1.0;1.0;;65.0;12.0;17.0;6.0;80.0;13.0;5.0;1.0;1.0;98.0;2.0;0.0;2.0;4.0;94.0;96.0;3.0;1.0;92.0;6.0;2.0;81.0;6.0;13.0;6.0;19.0;75.0;;;;;;14.0;42.0;36.0;6.0;1.0;25.0;67.0;6.0;2.0;0.0;9.0;40.0;40.0;8.0;3.0;9.0;8.0;8.0;8.0;7.0;67.0;55.0;4.0;10.0;7.0;17.0;6.0;7.0;12.0;5.0;3.0;10.0;34.0;54.0;38.0;7.0;1.0;0.0;23.0;50.0;4.0;24.0;;10.0;58.0;22.0;10.0;;9.0;58.0;28.0;5.0;;49.0;25.0;;11.0;6.0;8.0;9.0;5.0;5.0;11.0;70.0
470;Level of ed.: voc. colleges,universities;2002;86.0;8.0;3.0;2.0;1.0;;64.0;14.0;16.0;6.0;81.0;11.0;6.0;1.0;1.0;97.0;2.0;1.0;1.0;8.0;91.0;96.0;3.0;1.0;90.0;9.0;1.0;78.0;6.0;16.0;9.0;17.0;74.0;;;;;;12.0;43.0;37.0;6.0;1.0;26.0;66.0;7.0;1.0;0.0;10.0;42.0;37.0;8.0;3.0;9.0;8.0;8.0;8.0;7.0;66.0;50.0;3.0;10.0;8.0;15.0;4.0;8.0;11.0;2.0;2.0;11.0;38.0;57.0;36.0;4.0;2.0;1.0;20.0;47.0;5.0;8.0;20.0;11.0;54.0;21.0;2.0;12.0;10.0;60.0;25.0;3.0;2.0;50.0;25.0;;11.0;7.0;7.0;9.0;5.0;5.0;9.0;72.0
471;Level of ed.: voc. colleges,universities;2003;85.0;10.0;3.0;2.0;1.0;4.0;68.0;12.0;15.0;5.0;81.0;11.0;5.0;2.0;1.0;96.0;3.0;1.0;1.0;6.0;93.0;95.0;4.0;1.0;90.0;8.0;2.0;77.0;6.0;17.0;9.0;22.0;69.0;;;;;;12.0;44.0;36.0;6.0;1.0;27.0;64.0;8.0;2.0;0.0;10.0;40.0;39.0;7.0;3.0;9.0;8.0;8.0;8.0;7.0;64.0;50.0;3.0;12.0;5.0;17.0;5.0;7.0;9.0;4.0;3.0;11.0;32.0;55.0;37.0;7.0;1.0;0.0;21.0;45.0;4.0;8.0;23.0;11.0;51.0;21.0;4.0;12.0;10.0;57.0;26.0;6.0;2.0;51.0;25.0;;10.0;6.0;8.0;9.0;4.0;4.0;10.0;74.0
472;Level of ed.: voc. colleges,universities;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
473;Level of ed.: voc. colleges,universities;2005;87.0;8.0;3.0;1.0;1.0;;;;;;82.0;11.0;5.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.0;66.0;7.0;2.0;0.0;9.0;39.0;43.0;7.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.0;25.0;6.0;9.0;3.0;6.0;8.0;4.0;4.0;10.0;74.0
474;Level of ed.: voc. colleges,universities;2006;88.0;7.0;3.0;1.0;0.0;;;;;;82.0;10.0;6.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.0;67.0;6.0;1.0;0.0;9.0;41.0;40.0;8.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.0;28.0;7.0;7.0;3.0;7.0;8.0;4.0;5.0;10.0;73.0
475;Level of ed.: voc. colleges,universities;2007;88.0;7.0;3.0;2.0;1.0;;;;;;82.0;11.0;4.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.0;66.0;5.0;2.0;0.0;10.0;41.0;40.0;7.0;3.0;;;;;;66.0;56.0;6.0;12.0;8.0;17.0;6.0;8.0;10.0;2.0;3.0;19.0;29.0;61.0;34.0;4.0;0.0;0.0;;;;;;;;;;;;;;;;54.0;21.0;7.0;7.0;4.0;7.0;8.0;4.0;3.0;7.0;77.0
476;Level of ed.: voc. colleges,universities;2008;88.0;7.0;4.0;1.0;1.0;;;;;;81.0;11.0;6.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.0;64.0;7.0;1.0;0.0;10.0;43.0;38.0;7.0;2.0;;;;;;67.0;54.0;5.0;10.0;6.0;17.0;5.0;7.0;10.0;3.0;3.0;18.0;32.0;62.0;33.0;4.0;1.0;0.0;;;;;;;;;;;;;;;;54.0;24.0;7.0;7.0;3.0;5.0;7.0;4.0;4.0;9.0;75.0
477;Level of ed.: voc. colleges,universities;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54.0;24.0;7.0;5.0;3.0;8.0;7.0;4.0;3.0;11.0;75.0
478;Level of ed.: voc. colleges,universities;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
479;Level of ed.: voc. colleges,universities;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
480;Higher management;1997;82.0;11.0;4.0;2.0;1.0;;64.0;13.0;16.0;7.0;78.0;13.0;7.0;2.0;1.0;97.0;3.0;1.0;1.0;5.0;94.0;97.0;2.0;1.0;92.0;7.0;2.0;80.0;4.0;16.0;9.0;16.0;74.0;;;;;;11.0;43.0;41.0;5.0;1.0;28.0;66.0;5.0;1.0;0.0;10.0;41.0;40.0;8.0;1.0;;;;;;67.0;56.0;4.0;12.0;9.0;19.0;4.0;6.0;10.0;8.0;3.0;11.0;31.0;;;;;;;;;;;;;;;;;;;;;48.0;28.0;;12.0;7.0;6.0;8.0;5.0;5.0;12.0;69.0
481;Higher management;1998;83.0;10.0;4.0;2.0;1.0;;63.0;12.0;19.0;7.0;78.0;13.0;7.0;2.0;1.0;97.0;2.0;0.0;1.0;5.0;94.0;97.0;2.0;1.0;92.0;7.0;1.0;76.0;5.0;18.0;9.0;13.0;77.0;;;;;;12.0;42.0;37.0;8.0;0.0;27.0;67.0;5.0;1.0;0.0;10.0;40.0;42.0;7.0;1.0;9.0;8.0;8.0;8.0;7.0;68.0;54.0;4.0;11.0;3.0;20.0;5.0;8.0;8.0;8.0;3.0;10.0;32.0;;;;;;;;;;;;;;;;;;;;;49.0;28.0;;11.0;6.0;5.0;8.0;5.0;5.0;11.0;72.0
482;Higher management;1999;84.0;10.0;4.0;2.0;1.0;;59.0;13.0;19.0;8.0;79.0;12.0;6.0;2.0;1.0;96.0;3.0;1.0;1.0;6.0;93.0;95.0;4.0;2.0;89.0;10.0;1.0;73.0;6.0;21.0;11.0;15.0;74.0;;;;;;14.0;39.0;39.0;6.0;2.0;27.0;66.0;6.0;1.0;0.0;10.0;39.0;42.0;7.0;2.0;9.0;8.0;8.0;8.0;7.0;66.0;51.0;5.0;12.0;5.0;19.0;5.0;7.0;7.0;8.0;3.0;9.0;33.0;59.0;35.0;3.0;1.0;2.0;21.0;47.0;4.0;28.0;;14.0;58.0;24.0;4.0;;10.0;53.0;29.0;7.0;;51.0;27.0;;11.0;6.0;6.0;7.0;5.0;5.0;12.0;72.0
483;Higher management;2000;84.0;9.0;4.0;2.0;1.0;;62.0;14.0;17.0;8.0;79.0;13.0;6.0;1.0;1.0;96.0;3.0;0.0;1.0;7.0;93.0;97.0;2.0;1.0;92.0;7.0;1.0;78.0;6.0;16.0;8.0;17.0;75.0;;;;;;14.0;41.0;38.0;6.0;1.0;27.0;67.0;5.0;1.0;0.0;11.0;40.0;41.0;7.0;2.0;9.0;8.0;8.0;8.0;7.0;67.0;54.0;5.0;11.0;4.0;21.0;5.0;7.0;10.0;7.0;3.0;10.0;34.0;52.0;41.0;5.0;1.0;1.0;21.0;50.0;5.0;24.0;;30.0;47.0;11.0;12.0;;11.0;56.0;26.0;6.0;;50.0;27.0;;11.0;7.0;5.0;7.0;5.0;5.0;11.0;72.0
484;Higher management;2001;85.0;9.0;4.0;2.0;1.0;;67.0;12.0;16.0;5.0;80.0;13.0;5.0;2.0;0.0;97.0;3.0;0.0;2.0;4.0;94.0;97.0;3.0;0.0;92.0;7.0;1.0;78.0;7.0;15.0;9.0;16.0;75.0;;;;;;16.0;39.0;38.0;6.0;1.0;27.0;66.0;5.0;1.0;0.0;9.0;41.0;41.0;7.0;2.0;9.0;8.0;8.0;8.0;7.0;67.0;54.0;5.0;11.0;6.0;19.0;5.0;7.0;10.0;7.0;2.0;9.0;34.0;56.0;35.0;7.0;2.0;1.0;24.0;48.0;5.0;23.0;;7.0;65.0;27.0;1.0;;11.0;56.0;27.0;5.0;;50.0;26.0;;11.0;7.0;7.0;7.0;5.0;5.0;11.0;72.0
485;Higher management;2002;87.0;8.0;3.0;1.0;1.0;;67.0;13.0;15.0;5.0;79.0;12.0;6.0;1.0;1.0;97.0;3.0;1.0;1.0;6.0;93.0;97.0;3.0;1.0;92.0;7.0;1.0;80.0;6.0;14.0;8.0;17.0;75.0;;;;;;13.0;43.0;37.0;6.0;1.0;28.0;66.0;6.0;1.0;0.0;10.0;42.0;38.0;7.0;2.0;9.0;8.0;8.0;8.0;7.0;67.0;47.0;4.0;11.0;6.0;18.0;3.0;6.0;8.0;4.0;2.0;7.0;39.0;58.0;34.0;4.0;3.0;1.0;19.0;46.0;6.0;9.0;19.0;7.0;67.0;24.0;1.0;1.0;11.0;59.0;25.0;3.0;1.0;50.0;27.0;;11.0;6.0;6.0;7.0;4.0;5.0;11.0;74.0
486;Higher management;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
487;Higher management;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
488;Higher management;2005;89.0;8.0;2.0;1.0;1.0;;;;;;83.0;10.0;6.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.0;67.0;6.0;1.0;0.0;9.0;41.0;42.0;6.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52.0;25.0;6.0;9.0;4.0;5.0;7.0;3.0;4.0;10.0;76.0
489;Higher management;2006;88.0;8.0;3.0;1.0;1.0;;;;;;81.0;12.0;5.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.0;66.0;6.0;1.0;0.0;10.0;42.0;39.0;8.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51.0;27.0;6.0;7.0;3.0;6.0;6.0;3.0;4.0;10.0;76.0
490;Higher management;2007;89.0;6.0;3.0;2.0;0.0;;;;;;82.0;11.0;5.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.0;66.0;5.0;1.0;0.0;9.0;43.0;41.0;6.0;2.0;;;;;;67.0;55.0;7.0;13.0;7.0;19.0;5.0;6.0;9.0;4.0;2.0;16.0;27.0;66.0;30.0;3.0;0.0;0.0;;;;;;;;;;;;;;;;53.0;23.0;5.0;7.0;4.0;8.0;7.0;4.0;3.0;8.0;78.0
491;Higher management;2008;89.0;6.0;3.0;1.0;0.0;;;;;;82.0;11.0;6.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.0;64.0;6.0;1.0;0.0;10.0;44.0;38.0;6.0;2.0;;;;;;65.0;51.0;5.0;10.0;5.0;17.0;4.0;6.0;9.0;4.0;3.0;15.0;31.0;64.0;32.0;3.0;1.0;0.0;;;;;;;;;;;;;;;;53.0;25.0;6.0;7.0;4.0;5.0;7.0;3.0;4.0;9.0;76.0
492;Higher management;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
493;Higher management;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
494;Higher management;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
495;Other white-collar workers;1997;87.0;7.0;3.0;2.0;1.0;;63.0;14.0;15.0;7.0;81.0;11.0;5.0;2.0;1.0;94.0;5.0;1.0;1.0;10.0;89.0;97.0;2.0;1.0;90.0;8.0;2.0;77.0;5.0;18.0;13.0;16.0;71.0;;;;;;13.0;36.0;42.0;8.0;1.0;25.0;68.0;6.0;1.0;0.0;9.0;38.0;44.0;7.0;2.0;;;;;;62.0;49.0;6.0;10.0;9.0;16.0;4.0;5.0;7.0;5.0;1.0;6.0;32.0;;;;;;;;;;;;;;;;;;;;;44.0;32.0;;12.0;7.0;5.0;7.0;4.0;5.0;12.0;72.0
