ID;Geslacht;Kenmerken;Perioden;TotaalBaanvinders_1;k_1JaarGeledenGewerkt_2;VoorhScholierStudentSchoolverlater_3;VoorheenWerkzaam_4;VoorheenArbeidsongeschikt_5;Herintreder_6;OverigeBaanvinders_7;Baanwisselaars_8;TotaalOnbenutArbeidsaanbod_9;k_1JaarGeledenGewerkt_10;VoorhScholierStudentSchoolverlater_11;VoorheenWerkzaam_12;VoorheenArbeidsongeschikt_13;Herintreder_14;OverigOnbenutArbeidsaanbod_15
1679;Vrouwen;145;2003;;;;;;;;;85.0;8.0;17.0;10.0;10.0;26.0;15.0
1680;Vrouwen;145;2004;;;;;;;;;86.0;7.0;17.0;12.0;9.0;27.0;12.0
1681;Vrouwen;145;2005;;;;;;;;;105.0;10.0;22.0;16.0;10.0;27.0;20.0
1682;Vrouwen;145;2006;;;;;;;;;94.0;8.0;17.0;15.0;11.0;28.0;15.0
1683;Vrouwen;145;2007;;;;;;;;;101.0;8.0;18.0;15.0;12.0;30.0;18.0
1684;Vrouwen;145;2008;;;;;;;;;98.0;8.0;21.0;14.0;12.0;28.0;15.0
1685;Vrouwen;145;2009;;;;;;;;;98.0;11.0;20.0;15.0;11.0;27.0;14.0
1686;Vrouwen;145;2010;;;;;;;;;98.0;10.0;23.0;16.0;10.0;26.0;13.0
1687;Vrouwen;145;2011;;;;;;;;;108.0;12.0;25.0;18.0;13.0;26.0;14.0
1688;Vrouwen;145;2012;;;;;;;;;110.0;12.0;24.0;21.0;13.0;25.0;14.0
1689;Vrouwen;145;2013;;;;;;;;;133.0;15.0;29.0;27.0;15.0;30.0;17.0
1690;Vrouwen;21330;2001;;;;;;;;;;;;;;;
1691;Vrouwen;21330;2002;;;;;;;;;;;;;;;
1692;Vrouwen;21330;2003;191.0;86.0;46.0;26.0;4.0;14.0;16.0;85.0;42.0;2.0;8.0;5.0;;19.0;7.0
1693;Vrouwen;21330;2004;141.0;62.0;34.0;20.0;2.0;9.0;14.0;60.0;49.0;2.0;10.0;6.0;;22.0;7.0
1694;Vrouwen;21330;2005;129.0;57.0;30.0;19.0;2.0;7.0;15.0;55.0;53.0;3.0;10.0;6.0;;22.0;12.0
1695;Vrouwen;21330;2006;159.0;74.0;34.0;23.0;2.0;10.0;16.0;70.0;48.0;2.0;8.0;6.0;2.0;23.0;7.0
1696;Vrouwen;21330;2007;188.0;85.0;45.0;25.0;3.0;12.0;19.0;84.0;44.0;2.0;8.0;6.0;;20.0;6.0
1697;Vrouwen;21330;2008;205.0;100.0;44.0;27.0;3.0;12.0;18.0;97.0;38.0;;7.0;4.0;2.0;17.0;6.0
1698;Vrouwen;21330;2009;176.0;85.0;37.0;24.0;2.0;10.0;18.0;82.0;37.0;2.0;7.0;6.0;2.0;15.0;7.0
1699;Vrouwen;21330;2010;143.0;64.0;33.0;22.0;2.0;9.0;14.0;60.0;35.0;2.0;8.0;4.0;;14.0;6.0
1700;Vrouwen;21330;2011;131.0;53.0;36.0;21.0;;7.0;12.0;50.0;33.0;2.0;7.0;4.0;;12.0;7.0
1701;Vrouwen;21330;2012;117.0;45.0;31.0;20.0;2.0;6.0;13.0;42.0;37.0;2.0;7.0;5.0;;14.0;8.0
1702;Vrouwen;21330;2013;94.0;34.0;27.0;15.0;2.0;5.0;11.0;32.0;42.0;2.0;8.0;6.0;;15.0;10.0
1703;Vrouwen;21340;2001;;;;;;;;;;;;;;;
1704;Vrouwen;21340;2002;;;;;;;;;;;;;;;
1705;Vrouwen;21340;2003;218.0;74.0;71.0;30.0;3.0;19.0;21.0;62.0;41.0;4.0;14.0;4.0;;12.0;6.0
1706;Vrouwen;21340;2004;206.0;66.0;63.0;31.0;4.0;16.0;26.0;58.0;46.0;4.0;16.0;5.0;2.0;12.0;7.0
1707;Vrouwen;21340;2005;217.0;65.0;67.0;36.0;4.0;15.0;29.0;54.0;49.0;3.0;15.0;6.0;;13.0;10.0
1708;Vrouwen;21340;2006;250.0;79.0;76.0;42.0;4.0;18.0;32.0;67.0;49.0;3.0;17.0;7.0;2.0;12.0;8.0
1709;Vrouwen;21340;2007;296.0;97.0;90.0;47.0;6.0;22.0;33.0;86.0;46.0;3.0;15.0;6.0;2.0;12.0;8.0
1710;Vrouwen;21340;2008;315.0;111.0;91.0;44.0;6.0;27.0;36.0;98.0;44.0;3.0;14.0;6.0;;13.0;7.0
1711;Vrouwen;21340;2009;284.0;105.0;84.0;41.0;5.0;19.0;31.0;95.0;46.0;4.0;16.0;7.0;2.0;12.0;6.0
1712;Vrouwen;21340;2010;267.0;90.0;81.0;43.0;4.0;17.0;32.0;75.0;50.0;4.0;18.0;8.0;2.0;10.0;8.0
1713;Vrouwen;21340;2011;274.0;83.0;89.0;59.0;3.0;15.0;26.0;67.0;48.0;4.0;18.0;7.0;;9.0;9.0
1714;Vrouwen;21340;2012;277.0;81.0;92.0;59.0;4.0;13.0;28.0;68.0;58.0;4.0;22.0;11.0;2.0;10.0;9.0
1715;Vrouwen;21340;2013;266.0;73.0;94.0;54.0;4.0;11.0;30.0;58.0;80.0;7.0;31.0;14.0;2.0;12.0;14.0
1716;Vrouwen;21380;2001;;;;;;;;;;;;;;;
1717;Vrouwen;21380;2002;;;;;;;;;;;;;;;
1718;Vrouwen;21380;2003;22.0;8.0;2.0;3.0;;5.0;3.0;7.0;10.0;;;;;;
1719;Vrouwen;21380;2004;24.0;10.0;3.0;3.0;;5.0;3.0;8.0;14.0;;;;;;
1720;Vrouwen;21380;2005;27.0;11.0;3.0;4.0;;3.0;5.0;10.0;16.0;2.0;;4.0;;5.0;4.0
1721;Vrouwen;21380;2006;29.0;11.0;4.0;4.0;;5.0;5.0;10.0;16.0;2.0;;3.0;;6.0;3.0
1722;Vrouwen;21380;2007;31.0;11.0;3.0;5.0;;5.0;5.0;10.0;15.0;;;3.0;;5.0;4.0
1723;Vrouwen;21380;2008;36.0;13.0;4.0;7.0;;5.0;6.0;11.0;14.0;;;;;;
1724;Vrouwen;21380;2009;30.0;11.0;4.0;4.0;2.0;5.0;5.0;10.0;18.0;2.0;;4.0;;6.0;4.0
1725;Vrouwen;21380;2010;30.0;11.0;5.0;6.0;;3.0;5.0;9.0;17.0;2.0;;3.0;;5.0;5.0
1726;Vrouwen;21380;2011;34.0;12.0;6.0;8.0;;3.0;6.0;10.0;15.0;;2.0;2.0;;5.0;4.0
1727;Vrouwen;21380;2012;32.0;11.0;5.0;6.0;;3.0;6.0;9.0;17.0;;;4.0;;5.0;4.0
1728;Vrouwen;21380;2013;32.0;11.0;6.0;7.0;;3.0;5.0;8.0;28.0;2.0;3.0;6.0;2.0;8.0;7.0
1729;Vrouwen;21440;2001;;;;;;;;;;;;;;;
1730;Vrouwen;21440;2002;;;;;;;;;;;;;;;
1731;Vrouwen;21440;2003;;;;;;;;;321.0;58.0;61.0;51.0;30.0;79.0;44.0
1732;Vrouwen;21440;2004;;;;;;;;;366.0;59.0;66.0;67.0;36.0;88.0;50.0
1733;Vrouwen;21440;2005;;;;;;;;;403.0;63.0;72.0;74.0;35.0;85.0;73.0
1734;Vrouwen;21440;2006;;;;;;;;;374.0;53.0;63.0;77.0;37.0;89.0;56.0
1735;Vrouwen;21440;2007;;;;;;;;;334.0;39.0;60.0;63.0;35.0;81.0;55.0
1736;Vrouwen;21440;2008;;;;;;;;;290.0;43.0;56.0;52.0;30.0;69.0;40.0
1737;Vrouwen;21440;2009;;;;;;;;;316.0;62.0;60.0;58.0;28.0;66.0;42.0
1738;Vrouwen;21440;2010;;;;;;;;;343.0;69.0;62.0;69.0;28.0;75.0;41.0
1739;Vrouwen;21440;2011;;;;;;;;;339.0;60.0;63.0;76.0;31.0;72.0;37.0
1740;Vrouwen;21440;2012;;;;;;;;;372.0;65.0;69.0;87.0;35.0;77.0;38.0
1741;Vrouwen;21440;2013;;;;;;;;;451.0;81.0;85.0;111.0;42.0;86.0;46.0
1742;Vrouwen;21220;2001;;;;;;;;;;;;;;;
1743;Vrouwen;21220;2002;;;;;;;;;;;;;;;
1744;Vrouwen;21220;2003;87.0;25.0;25.0;10.0;2.0;16.0;9.0;21.0;;;;;;;
1745;Vrouwen;21220;2004;73.0;18.0;20.0;11.0;2.0;14.0;8.0;15.0;;;;;;;
1746;Vrouwen;21220;2005;72.0;17.0;22.0;10.0;2.0;10.0;11.0;14.0;;;;;;;
1747;Vrouwen;21220;2006;82.0;18.0;26.0;12.0;2.0;13.0;11.0;15.0;;;;;;;
1748;Vrouwen;21220;2007;100.0;22.0;35.0;13.0;3.0;15.0;12.0;19.0;;;;;;;
1749;Vrouwen;21220;2008;105.0;28.0;33.0;14.0;3.0;17.0;11.0;23.0;;;;;;;
1750;Vrouwen;21220;2009;90.0;24.0;30.0;13.0;3.0;11.0;9.0;21.0;;;;;;;
1751;Vrouwen;21220;2010;86.0;20.0;30.0;14.0;2.0;10.0;9.0;16.0;;;;;;;
1752;Vrouwen;21220;2011;86.0;18.0;33.0;16.0;2.0;8.0;8.0;15.0;;;;;;;
1753;Vrouwen;21220;2012;84.0;17.0;31.0;16.0;2.0;9.0;9.0;13.0;;;;;;;
1754;Vrouwen;21220;2013;74.0;15.0;31.0;13.0;2.0;6.0;8.0;11.0;;;;;;;
1755;Vrouwen;21230;2001;;;;;;;;;;;;;;;
1756;Vrouwen;21230;2002;;;;;;;;;;;;;;;
1757;Vrouwen;21230;2003;194.0;78.0;46.0;29.0;4.0;17.0;19.0;73.0;;;;;;;
1758;Vrouwen;21230;2004;162.0;63.0;39.0;25.0;4.0;13.0;19.0;58.0;;;;;;;
1759;Vrouwen;21230;2005;163.0;60.0;39.0;27.0;3.0;11.0;22.0;54.0;;;;;;;
1760;Vrouwen;21230;2006;188.0;72.0;42.0;32.0;4.0;16.0;22.0;65.0;;;;;;;
1761;Vrouwen;21230;2007;226.0;89.0;52.0;36.0;5.0;19.0;25.0;82.0;;;;;;;
1762;Vrouwen;21230;2008;254.0;107.0;56.0;39.0;5.0;20.0;27.0;99.0;;;;;;;
1763;Vrouwen;21230;2009;233.0;100.0;52.0;34.0;4.0;17.0;25.0;95.0;;;;;;;
1764;Vrouwen;21230;2010;208.0;80.0;52.0;34.0;4.0;15.0;23.0;70.0;;;;;;;
1765;Vrouwen;21230;2011;211.0;73.0;58.0;46.0;2.0;13.0;19.0;63.0;;;;;;;
1766;Vrouwen;21230;2012;204.0;70.0;54.0;45.0;4.0;11.0;21.0;61.0;;;;;;;
1767;Vrouwen;21230;2013;186.0;58.0;55.0;38.0;2.0;10.0;22.0;48.0;;;;;;;
1768;Vrouwen;21240;2001;;;;;;;;;;;;;;;
1769;Vrouwen;21240;2002;;;;;;;;;;;;;;;
1770;Vrouwen;21240;2003;149.0;64.0;48.0;19.0;2.0;5.0;12.0;60.0;;;;;;;
1771;Vrouwen;21240;2004;136.0;57.0;41.0;18.0;;4.0;15.0;53.0;;;;;;;
1772;Vrouwen;21240;2005;138.0;56.0;39.0;22.0;;4.0;16.0;51.0;;;;;;;
1773;Vrouwen;21240;2006;168.0;73.0;45.0;25.0;;4.0;20.0;67.0;;;;;;;
1774;Vrouwen;21240;2007;190.0;83.0;50.0;28.0;2.0;6.0;21.0;78.0;;;;;;;
1775;Vrouwen;21240;2008;197.0;90.0;50.0;25.0;2.0;7.0;22.0;84.0;;;;;;;
1776;Vrouwen;21240;2009;167.0;76.0;43.0;23.0;2.0;5.0;19.0;72.0;;;;;;;
1777;Vrouwen;21240;2010;147.0;65.0;36.0;23.0;;4.0;18.0;58.0;;;;;;;
1778;Vrouwen;21240;2011;142.0;56.0;40.0;27.0;;3.0;16.0;50.0;;;;;;;
1779;Vrouwen;21240;2012;138.0;51.0;42.0;25.0;;3.0;17.0;45.0;;;;;;;
1780;Vrouwen;21240;2013;131.0;45.0;42.0;24.0;2.0;3.0;16.0;40.0;;;;;;;
1781;Vrouwen;21270;2001;;;;;;;;;;;;;;;
1782;Vrouwen;21270;2002;;;;;;;;;;;;;;;
1783;Vrouwen;21270;2003;;;;;;;;;414.0;65.0;83.0;61.0;33.0;114.0;58.0
1784;Vrouwen;21270;2004;;;;;;;;;476.0;67.0;93.0;79.0;39.0;129.0;68.0
1785;Vrouwen;21270;2005;;;;;;;;;521.0;71.0;98.0;90.0;38.0;125.0;98.0
1786;Vrouwen;21270;2006;;;;;;;;;488.0;59.0;89.0;93.0;42.0;130.0;75.0
1787;Vrouwen;21270;2007;;;;;;;;;438.0;45.0;84.0;78.0;40.0;118.0;73.0
1788;Vrouwen;21270;2008;;;;;;;;;386.0;49.0;78.0;65.0;33.0;104.0;57.0
1789;Vrouwen;21270;2009;;;;;;;;;417.0;69.0;84.0;74.0;33.0;99.0;58.0
1790;Vrouwen;21270;2010;;;;;;;;;444.0;77.0;88.0;83.0;32.0;104.0;59.0
1791;Vrouwen;21270;2011;;;;;;;;;435.0;67.0;89.0;90.0;34.0;98.0;57.0
1792;Vrouwen;21270;2012;;;;;;;;;484.0;73.0;99.0;106.0;39.0;107.0;60.0
1793;Vrouwen;21270;2013;;;;;;;;;601.0;92.0;128.0;137.0;46.0;122.0;76.0
