ID;RegioS;Kiesgerechtigden_1;Opkomst_2;TotaalStemmen_3;GeldigeStemmen_4;AVD_5;CDA_6;CU_7;D66_8;Conserv_9;DN_10;GL_11;LN_12;LPF_13;Veldhoen_14;NCPN_15;PvdA_16;PvdT_17;PvdD_18;Ratelband_19;SGP_20;SP_21;VIP_22;VVD_23;AVD_24;CDA_25;CU_26;D66_27;Conserv_28;DN_29;GL_30;LN_31;LPF_32;Veldhoen_33;NCPN_34;PvdA_35;PvdT_36;PvdD_37;Ratelband_38;SGP_39;SP_40;VIP_41;VVD_42;LandsdeelCode_43;ProvincieCode_44;KamerkieskringCode_45;CoropCode_46;GemeenteCode_47
450;Westervoort;11802;81.0;9565;9557;0.0;2512;102;353;1.0;1.0;527;33;471;;2;3137;13;40.0;18;8;752;;1587;0.0;26.3;1.1;3.7;0.0;0.0;5.5;0.3;4.9;;0.0;32.8;0.1;0.4;0.2;0.1;7.9;;16.6;2;25;00;15;0293
451;Weststellingwerf;19708;82.3;16214;16192;4.0;4307;220;361;;1.0;600;79;895;;14;6083;33;78.0;15;21;1016;;2465;0.0;26.6;1.4;2.2;;0.0;3.7;0.5;5.5;;0.1;37.6;0.2;0.5;0.1;0.1;6.3;;15.2;1;21;00;06;0098
452;Westvoorne;10997;85.0;9347;9334;1.0;2145;47;396;6.0;0.0;235;47;837;2.0;0;1930;8;63.0;13;47;359;0.0;3198;0.0;23.0;0.5;4.2;0.1;0.0;2.5;0.5;9.0;0.0;0.0;20.7;0.1;0.7;0.1;0.5;3.8;0.0;34.3;3;28;00;29;0614
453;Wierden;17369;89.9;15621;15611;;8660;827;285;1.0;;367;30;490;;2;2245;11;;4;369;377;;1943;;55.5;5.3;1.8;0.0;;2.4;0.2;3.1;;0.0;14.4;0.1;;0.0;2.4;2.4;;12.4;2;23;00;12;0189
454;Wieringen;6488;80.0;5189;5187;0.0;1069;37;171;;0.0;183;35;381;;2;1650;15;28.0;6;5;302;;1303;0.0;20.6;0.7;3.3;;0.0;3.5;0.7;7.3;;0.0;31.8;0.3;0.5;0.1;0.1;5.8;;25.1;3;27;00;18;0462
455;Wieringermeer;9481;83.6;7925;7920;1.0;2782;157;258;;1.0;260;65;519;;4;1794;17;44.0;14;35;404;;1565;0.0;35.1;2.0;3.3;;0.0;3.3;0.8;6.6;;0.1;22.7;0.2;0.6;0.2;0.4;5.1;;19.8;3;27;00;18;0463
456;Wijchen;29374;83.1;24420;24398;;8356;82;856;;14.0;1016;105;1053;;1;6574;30;78.0;25;8;1824;;4376;;34.2;0.3;3.5;;0.1;4.2;0.4;4.3;;0.0;26.9;0.1;0.3;0.1;0.0;7.5;;17.9;2;25;00;15;0296
457;Wijdemeren;17791;86.8;15449;15436;0.0;4840;190;785;8.0;0.0;663;38;873;;2;2752;9;105.0;16;78;656;;4421;0.0;31.4;1.2;5.1;0.1;0.0;4.3;0.2;5.7;;0.0;17.8;0.1;0.7;0.1;0.5;4.2;;28.6;3;27;00;24;1696
458;Wijk bij Duurstede;17006;85.0;14454;14439;0.0;4262;199;602;3.0;1.0;774;60;733;;6;3423;11;80.0;15;277;877;0.0;3116;0.0;29.5;1.4;4.2;0.0;0.0;5.4;0.4;5.1;;0.0;23.7;0.1;0.6;0.1;1.9;6.1;0.0;21.6;3;26;00;17;0352
459;Winschoten;14620;77.5;11328;11326;1.0;1788;313;288;;0.0;500;36;374;;60;5716;20;49.0;8;15;708;;1450;0.0;15.8;2.8;2.5;;0.0;4.4;0.3;3.3;;0.5;50.5;0.2;0.4;0.1;0.1;6.3;;12.8;1;20;00;01;0052
460;Winsum;10282;88.5;9097;9085;0.0;2581;592;319;;1.0;547;22;239;;0;3079;8;34.0;4;40;592;;1027;0.0;28.4;6.5;3.5;;0.0;6.0;0.2;2.6;;0.0;33.9;0.1;0.4;0.0;0.4;6.5;;11.3;1;20;00;03;0053
461;Winterswijk;21982;82.0;18030;18018;1.0;4766;135;556;0.0;2.0;661;66;592;;6;6482;27;58.0;18;16;929;;3703;0.0;26.5;0.7;3.1;0.0;0.0;3.7;0.4;3.3;;0.0;36.0;0.1;0.3;0.1;0.1;5.2;;20.6;2;25;00;14;0294
462;Wisch;15025;81.4;12230;12217;1.0;4585;120;314;0.0;8.0;461;44;521;;5;3477;32;47.0;6;5;628;;1963;0.0;37.5;1.0;2.6;0.0;0.1;3.8;0.4;4.3;;0.0;28.5;0.3;0.4;0.0;0.0;5.1;;16.1;2;25;00;14;0295
463;Woensdrecht;15775;76.9;12130;12121;5.0;4053;37;358;11.0;2.0;395;62;916;;3;2792;34;63.0;7;9;660;3.0;2711;0.0;33.4;0.3;3.0;0.1;0.0;3.3;0.5;7.6;;0.0;23.0;0.3;0.5;0.1;0.1;5.4;0.0;22.4;4;30;00;33;0873
464;Woerden;35135;86.2;30286;30257;3.0;10945;973;1284;11.0;3.0;1337;103;1763;;6;5553;22;103.0;21;842;1408;4.0;5876;0.0;36.2;3.2;4.2;0.0;0.0;4.4;0.3;5.8;;0.0;18.4;0.1;0.3;0.1;2.8;4.7;0.0;19.4;3;26;00;17;0632
465;Wognum;5978;85.0;5080;5078;1.0;2285;21;226;;0.0;187;32;259;;1;816;7;26.0;0;4;228;;985;0.0;45.0;0.4;4.5;;0.0;3.7;0.6;5.1;;0.0;16.1;0.1;0.5;0.0;0.1;4.5;;19.4;3;27;00;18;0466
466;De Wolden;18108;86.6;15688;15684;;4726;314;506;2.0;1.0;537;64;698;;5;4348;29;53.0;9;45;563;;3784;;30.1;2.0;3.2;0.0;0.0;3.4;0.4;4.5;;0.0;27.7;0.2;0.3;0.1;0.3;3.6;;24.1;1;22;00;09;1690
467;Wormerland;11714;84.8;9935;9928;0.0;2387;121;459;;2.0;660;37;547;;3;2875;11;59.0;12;11;703;;2041;0.0;24.0;1.2;4.6;;0.0;6.6;0.4;5.5;;0.0;29.0;0.1;0.6;0.1;0.1;7.1;;20.6;3;27;10;22;0880
468;Woudenberg;8063;87.9;7090;7085;0.0;2611;450;217;2.0;0.0;197;14;270;;1;983;8;20.0;3;855;225;0.0;1229;0.0;36.9;6.4;3.1;0.0;0.0;2.8;0.2;3.8;;0.0;13.9;0.1;0.3;0.0;12.1;3.2;0.0;17.3;3;26;00;17;0351
469;Woudrichem;10786;85.4;9210;9201;0.0;4019;672;210;3.0;0.0;209;30;363;;3;1674;14;34.0;11;299;386;0.0;1274;0.0;43.7;7.3;2.3;0.0;0.0;2.3;0.3;3.9;;0.0;18.2;0.2;0.4;0.1;3.2;4.2;0.0;13.8;4;30;00;34;0874
470;Wûnseradiel;8748;86.0;7526;7523;2.0;3106;133;223;;1.0;295;42;301;;1;1905;25;18.0;3;10;481;;977;0.0;41.3;1.8;3.0;;0.0;3.9;0.6;4.0;;0.0;25.3;0.3;0.2;0.0;0.1;6.4;;13.0;1;21;00;05;0710
471;Wymbritseradiel;11776;87.1;10258;10255;0.0;4939;243;301;;0.0;432;78;289;;1;2054;12;28.0;5;16;544;;1313;0.0;48.2;2.4;2.9;;0.0;4.2;0.8;2.8;;0.0;20.0;0.1;0.3;0.0;0.2;5.3;;12.8;1;21;00;05;0683
472;Zaanstad;103392;78.8;81470;81347;10.0;14874;952;3630;;114.0;5176;489;5770;;89;27705;136;563.0;80;176;6610;;14973;0.0;18.3;1.2;4.5;;0.1;6.4;0.6;7.1;;0.1;34.1;0.2;0.7;0.1;0.2;8.1;;18.4;3;27;10;22;0479
473;Zaltbommel;18854;85.8;16169;16159;;4674;624;519;;1.0;556;48;631;;3;3837;21;50.0;11;1932;675;;2577;;28.9;3.9;3.2;;0.0;3.4;0.3;3.9;;0.0;23.7;0.1;0.3;0.1;12.0;4.2;;15.9;2;25;00;16;0297
474;Zandvoort;13238;79.2;10481;10465;4.0;2028;35;531;9.0;4.0;394;30;851;;11;2308;13;119.0;18;5;514;;3591;0.0;19.4;0.3;5.1;0.1;0.0;3.8;0.3;8.1;;0.1;22.1;0.1;1.1;0.2;0.0;4.9;;34.3;3;27;00;21;0473
475;Zederik;9949;90.4;8996;8993;0.0;3932;475;159;3.0;0.0;157;20;361;0.0;2;1528;11;27.0;2;941;199;1.0;1175;0.0;43.7;5.3;1.8;0.0;0.0;1.7;0.2;4.0;0.0;0.0;17.0;0.1;0.3;0.0;10.5;2.2;0.0;13.1;3;28;00;30;0707
476;Zeevang;4728;87.4;4132;4129;0.0;805;15;263;;0.0;226;12;243;;3;959;4;21.0;6;4;216;;1352;0.0;19.5;0.4;6.4;;0.0;5.5;0.3;5.9;;0.1;23.2;0.1;0.5;0.1;0.1;5.2;;32.7;3;27;00;23;0478
477;Zeewolde;12317;85.7;10557;10553;0.0;3298;767;426;;1.0;419;46;597;;2;1774;14;35.0;4;83;347;;2740;0.0;31.3;7.3;4.0;;0.0;4.0;0.4;5.7;;0.0;16.8;0.1;0.3;0.0;0.8;3.3;;26.0;2;24;00;40;0050
478;Zeist;45387;82.5;37453;37419;8.0;9489;937;2068;9.0;22.0;2617;148;1722;;9;8525;30;220.0;24;747;2160;2.0;8682;0.0;25.4;2.5;5.5;0.0;0.1;7.0;0.4;4.6;;0.0;22.8;0.1;0.6;0.1;2.0;5.8;0.0;23.2;3;26;00;17;0355
479;Zelhem;8699;83.7;7282;7276;0.0;2804;93;172;1.0;1.0;204;18;329;;1;2068;11;28.0;5;101;260;;1180;0.0;38.5;1.3;2.4;0.0;0.0;2.8;0.2;4.5;;0.0;28.4;0.2;0.4;0.1;1.4;3.6;;16.2;2;25;00;14;0298
480;Zevenaar;20248;81.1;16417;16406;5.0;5632;76;641;3.0;4.0;695;63;729;;4;4700;23;80.0;14;14;1114;;2609;0.0;34.3;0.5;3.9;0.0;0.0;4.2;0.4;4.4;;0.0;28.6;0.1;0.5;0.1;0.1;6.8;;15.9;2;25;00;15;0299
481;Zevenhuizen-Moerkapelle;7341;88.1;6471;6462;1.0;2005;271;198;3.0;0.0;115;36;415;;2;1217;4;28.0;5;721;139;1.0;1301;0.0;31.0;4.2;3.1;0.0;0.0;1.8;0.6;6.4;;0.0;18.8;0.1;0.4;0.1;11.2;2.2;0.0;20.1;3;28;00;28;1666
482;Zijpe;8586;83.9;7203;7193;1.0;2104;33;278;;5.0;293;34;405;;3;1912;11;54.0;7;4;336;;1713;0.0;29.3;0.5;3.9;;0.1;4.1;0.5;5.6;;0.0;26.6;0.2;0.8;0.1;0.1;4.7;;23.8;3;27;00;18;0476
483;Zoetermeer;83304;80.9;67427;67334;11.0;15079;1200;3607;36.0;23.0;3103;321;4991;;20;18016;66;452.0;85;592;4264;56.0;15412;0.0;22.4;1.8;5.4;0.1;0.0;4.6;0.5;7.4;;0.0;26.8;0.1;0.7;0.1;0.9;6.3;0.1;22.9;3;28;00;26;0637
484;Zoeterwoude;6308;84.9;5358;5346;2.0;2095;25;219;2.0;1.0;281;15;302;;1;968;6;25.0;8;32;288;1.0;1075;0.0;39.2;0.5;4.1;0.0;0.0;5.3;0.3;5.6;;0.0;18.1;0.1;0.5;0.1;0.6;5.4;0.0;20.1;3;28;00;25;0638
485;Zuidhorn;13105;90.6;11870;11851;2.0;4016;1567;362;;1.0;608;25;296;;5;2989;13;48.0;3;96;564;;1256;0.0;33.9;13.2;3.1;;0.0;5.1;0.2;2.5;;0.0;25.2;0.1;0.4;0.0;0.8;4.8;;10.6;1;20;00;03;0056
486;Zundert;15186;76.8;11670;11659;3.0;4939;34;305;1.0;1.0;328;66;702;;0;2336;31;28.0;11;2;685;0.0;2187;0.0;42.4;0.3;2.6;0.0;0.0;2.8;0.6;6.0;;0.0;20.0;0.3;0.2;0.1;0.0;5.9;0.0;18.8;4;30;00;33;0879
487;Zutphen;27583;81.7;22532;22504;2.0;4070;418;1056;5.0;13.0;1916;93;821;;8;8566;22;110.0;17;31;2194;;3162;0.0;18.1;1.9;4.7;0.0;0.1;8.5;0.4;3.6;;0.0;38.1;0.1;0.5;0.1;0.1;9.7;;14.1;2;25;00;14;0301
488;Zwartewaterland;15321;88.4;13540;13535;;5114;1709;166;0.0;;232;23;335;;5;2314;11;;11;2060;374;;1181;;37.8;12.6;1.2;0.0;;1.7;0.2;2.5;;0.0;17.1;0.1;;0.1;15.2;2.8;;8.7;2;23;00;10;1896
489;Zwijndrecht;34371;80.9;27823;27795;1.0;7823;1084;935;20.0;11.0;875;105;2517;3.0;8;7056;33;146.0;40;966;1211;6.0;4955;0.0;28.1;3.9;3.4;0.1;0.0;3.1;0.4;9.1;0.0;0.0;25.4;0.1;0.5;0.1;3.5;4.4;0.0;17.8;3;28;15;30;0642
490;Zwolle;83922;82.9;69535;69464;;17655;4710;2883;17.0;;4819;184;2360;;41;22054;91;;43;344;4629;;9634;;25.4;6.8;4.2;0.0;;6.9;0.3;3.4;;0.1;31.7;0.1;;0.1;0.5;6.7;;13.9;2;23;03;10;0193
491;Noord-Nederland (landsdeel);1292796;82.7;1069565;1068713;92.0;279042;38798;35596;56.0;249.0;52293;4397;38615;;1282;392979;1396;4252.0;752;3789;66032;;149093;0.0;26.1;3.6;3.3;0.0;0.0;4.9;0.4;3.6;;0.1;36.8;0.1;0.4;0.1;0.4;6.2;;14.0;1;  ;  ;  ;    
492;Oost-Nederland (landsdeel);2530001;82.6;2090840;2088855;147.0;681465;67262;72395;388.0;976.0;99948;6993;87273;;740;558591;2852;6040.0;1656;54871;114403;;332855;0.0;32.6;3.2;3.5;0.0;0.0;4.8;0.3;4.2;;0.0;26.7;0.1;0.3;0.1;2.6;5.5;;15.9;2;  ;  ;  ;    
493;West-Nederland (landsdeel);5586918;79.5;4444109;4436994;521.0;1081000;88319;215085;1404.0;4617.0;254690;18052;310436;296.0;2193;1174304;4959;27565.0;4768;86230;263161;1468.0;897926;0.0;24.4;2.0;4.8;0.0;0.1;5.7;0.4;7.0;0.0;0.0;26.5;0.1;0.6;0.1;1.9;5.9;0.0;20.2;3;  ;  ;  ;    
494;Zuid-Nederland (landsdeel);2666996;77.3;2062088;2059913;230.0;721973;10315;70257;673.0;1429.0;88871;9452;113651;;639;505489;4638;9897.0;1869;5415;166127;155.0;348833;0.0;35.0;0.5;3.4;0.0;0.1;4.3;0.5;5.5;;0.0;24.5;0.2;0.5;0.1;0.3;8.1;0.0;16.9;4;  ;  ;  ;    
495;Groningen (provincie);444101;81.6;362409;362090;47.0;74555;17126;14100;;101.0;21804;1081;12136;;895;143333;442;1620.0;251;1106;26299;;47194;0.0;20.6;4.7;3.9;;0.0;6.0;0.3;3.4;;0.2;39.6;0.1;0.4;0.1;0.3;7.3;;13.0;1;20;  ;  ;    
496;Friesland;482668;83.6;403469;403159;45.0;129190;12946;11184;;80.0;17951;2251;14875;;278;134887;584;1525.0;299;1819;24356;;50889;0.0;32.0;3.2;2.8;;0.0;4.5;0.6;3.7;;0.1;33.5;0.1;0.4;0.1;0.5;6.0;;12.6;1;21;  ;  ;    
497;Drenthe;366027;83.0;303687;303464;;75297;8726;10312;56.0;68.0;12538;1065;11604;;109;114759;370;1107.0;202;864;15377;;51010;;24.8;2.9;3.4;0.0;0.0;4.1;0.4;3.8;;0.0;37.8;0.1;0.4;0.1;0.3;5.1;;16.8;1;22;  ;  ;    
498;Overijssel;818355;83.6;684547;683939;;250104;29833;20678;186.0;;28532;2054;23162;;294;186612;991;;400;15149;33713;;92231;;36.6;4.4;3.0;0.0;;4.2;0.3;3.4;;0.0;27.3;0.1;;0.1;2.2;4.9;;13.5;2;23;  ;  ;    
499;Flevoland;242576;78.9;191499;191325;42.0;47260;6894;7859;;107.0;9198;999;13384;;110;48882;236;1038.0;231;4057;10279;;40749;0.0;24.7;3.6;4.1;;0.1;4.8;0.5;7.0;;0.1;25.5;0.1;0.5;0.1;2.1;5.4;;21.3;2;24;  ;  ;    
500;Gelderland;1469070;82.7;1214794;1213591;105.0;384101;30535;43858;202.0;869.0;62218;3940;50727;;336;323097;1625;5002.0;1025;35665;70411;;199875;0.0;31.6;2.5;3.6;0.0;0.1;5.1;0.3;4.2;;0.0;26.6;0.1;0.4;0.1;2.9;5.8;;16.5;2;25;  ;  ;    
501;Utrecht (provincie);852364;83.0;707180;706437;80.0;192546;21834;36698;192.0;444.0;47283;2426;34150;;216;166116;680;3205.0;514;14448;41712;97.0;143796;0.0;27.3;3.1;5.2;0.0;0.1;6.7;0.3;4.8;;0.0;23.5;0.1;0.5;0.1;2.0;5.9;0.0;20.4;3;26;  ;  ;    
502;Noord-Holland;1898293;79.2;1503335;1500472;240.0;317221;15290;85261;328.0;1608.0;103864;6658;89987;;1077;434661;1980;10362.0;1665;3190;104547;218.0;322315;0.0;21.1;1.0;5.7;0.0;0.1;6.9;0.4;6.0;;0.1;29.0;0.1;0.7;0.1;0.2;7.0;0.0;21.5;3;27;  ;  ;    
503;Zuid-Holland;2554711;78.5;2006531;2003250;201.0;498688;44552;87033;884.0;2476.0;95029;8149;174381;296.0;795;519599;2060;12724.0;2388;51071;105494;1153.0;396277;0.0;24.9;2.2;4.3;0.0;0.1;4.7;0.4;8.7;0.0;0.0;25.9;0.1;0.6;0.1;2.5;5.3;0.1;19.8;3;28;  ;  ;    
504;Zeeland;281550;80.6;227063;226835;;72545;6643;6093;;89.0;8514;819;11918;;105;53928;239;1274.0;201;17521;11408;;35538;;32.0;2.9;2.7;;0.0;3.8;0.4;5.3;;0.0;23.8;0.1;0.6;0.1;7.7;5.0;;15.7;3;29;  ;  ;    
505;Noord-Brabant;1801870;78.3;1410306;1408792;230.0;477654;8143;51218;445.0;1171.0;59811;6549;78870;;421;332005;3801;5962.0;1202;5104;119011;155.0;257040;0.0;33.9;0.6;3.6;0.0;0.1;4.2;0.5;5.6;;0.0;23.6;0.3;0.4;0.1;0.4;8.4;0.0;18.2;4;30;  ;  ;    
506;Limburg;865126;75.3;651782;651121;;244319;2172;19039;228.0;258.0;29060;2903;34781;;218;173484;837;3935.0;667;311;47116;;91793;;37.5;0.3;2.9;0.0;0.0;4.5;0.4;5.3;;0.0;26.6;0.1;0.6;0.1;0.0;7.2;;14.1;4;31;  ;  ;    
507;Oost-Groningen (corop);119920;78.9;94557;94469;17.0;19344;3036;2114;;33.0;3340;303;3726;;597;44225;136;455.0;75;176;6045;;10847;0.0;20.5;3.2;2.2;;0.0;3.5;0.3;3.9;;0.6;46.8;0.1;0.5;0.1;0.2;6.4;;11.5;1;20;  ;01;    
508;Delfzijl en omgeving (corop);40297;79.7;32108;32092;1.0;7914;1222;863;;12.0;1187;122;1276;;43;13571;34;143.0;19;109;1754;;3822;0.0;24.7;3.8;2.7;;0.0;3.7;0.4;4.0;;0.1;42.3;0.1;0.4;0.1;0.3;5.5;;11.9;1;20;  ;02;    
509;Overig Groningen (corop);283884;83.0;235744;235529;29.0;47297;12868;11123;;56.0;17277;656;7134;;255;85537;272;1022.0;157;821;18500;;32525;0.0;20.1;5.5;4.7;;0.0;7.3;0.3;3.0;;0.1;36.3;0.1;0.4;0.1;0.3;7.9;;13.8;1;20;  ;03;    
510;Noord-Friesland (corop);250021;83.6;209001;208846;22.0;68404;6825;5751;;58.0;9721;1099;7650;;67;69338;280;802.0;154;1159;12879;;24637;0.0;32.8;3.3;2.8;;0.0;4.7;0.5;3.7;;0.0;33.2;0.1;0.4;0.1;0.6;6.2;;11.8;1;21;  ;04;    
511;Zuidwest-Friesland (corop);78123;84.1;65698;65659;6.0;24744;1425;1841;;12.0;2757;497;2586;;117;17967;110;236.0;58;209;3958;;9136;0.0;37.7;2.2;2.8;;0.0;4.2;0.8;3.9;;0.2;27.4;0.2;0.4;0.1;0.3;6.0;;13.9;1;21;  ;05;    
512;Zuidoost-Friesland (corop);154524;83.3;128770;128654;17.0;36042;4696;3592;;10.0;5473;655;4639;;94;47582;194;487.0;87;451;7519;;17116;0.0;28.0;3.7;2.8;;0.0;4.3;0.5;3.6;;0.1;37.0;0.2;0.4;0.1;0.4;5.8;;13.3;1;21;  ;06;    
513;Noord-Drenthe (corop);138494;84.9;117616;117527;;24153;4033;4881;26.0;47.0;5961;389;4435;;41;44014;124;442.0;88;245;5963;;22685;;20.6;3.4;4.2;0.0;0.0;5.1;0.3;3.8;;0.0;37.5;0.1;0.4;0.1;0.2;5.1;;19.3;1;22;  ;07;    
514;Zuidoost-Drenthe (corop);130816;80.4;105125;105042;;26547;1864;3017;15.0;11.0;3606;364;3889;;51;44854;152;386.0;71;168;5654;;14393;;25.3;1.8;2.9;0.0;0.0;3.4;0.3;3.7;;0.0;42.7;0.1;0.4;0.1;0.2;5.4;;13.7;1;22;  ;08;    
515;Zuidwest-Drenthe (corop);96717;83.7;80946;80895;;24597;2829;2414;15.0;10.0;2971;312;3280;;17;25891;94;279.0;43;451;3760;;13932;;30.4;3.5;3.0;0.0;0.0;3.7;0.4;4.1;;0.0;32.0;0.1;0.3;0.1;0.6;4.6;;17.2;1;22;  ;09;    
516;Noord-Overijssel (corop);251993;85.5;215574;215399;;76773;18570;5698;38.0;;8878;582;7075;;82;53428;280;;126;8548;9693;;25628;;35.6;8.6;2.6;0.0;;4.1;0.3;3.3;;0.0;24.8;0.1;;0.1;4.0;4.5;;11.9;2;23;  ;10;    
517;Zuidwest-Overijssel (corop);108678;83.0;90186;90114;;29056;1148;3511;25.0;;5219;307;2999;;37;29114;131;;47;135;4971;;13414;;32.2;1.3;3.9;0.0;;5.8;0.3;3.3;;0.0;32.3;0.1;;0.1;0.1;5.5;;14.9;2;23;  ;11;    
518;Twente (corop);457684;82.8;378787;378426;;144275;10115;11469;123.0;;14435;1165;13088;;175;104070;580;;227;6466;19049;;53189;;38.1;2.7;3.0;0.0;;3.8;0.3;3.5;;0.0;27.5;0.2;;0.1;1.7;5.0;;14.1;2;23;  ;12;    
519;Veluwe (corop);474446;84.7;401754;401475;44.0;143126;22112;12163;96.0;145.0;16246;1193;16073;;98;83153;439;1478.0;224;25849;15175;;63861;0.0;35.7;5.5;3.0;0.0;0.0;4.0;0.3;4.0;;0.0;20.7;0.1;0.4;0.1;6.4;3.8;;15.9;2;25;  ;13;    
520;Achterhoek (corop);291565;83.6;243833;243651;23.0;84833;2374;7847;51.0;100.0;10339;797;8649;;72;72366;407;946.0;149;556;13161;;40981;0.0;34.8;1.0;3.2;0.0;0.0;4.2;0.3;3.5;;0.0;29.7;0.2;0.4;0.1;0.2;5.4;;16.8;2;25;  ;14;    
521;Arnhem / Nijmegen (corop);534559;80.0;427874;427246;38.0;114709;3618;19486;55.0;438.0;30688;1457;17849;;127;130948;574;2017.0;547;870;35556;;68269;0.0;26.8;0.8;4.6;0.0;0.1;7.2;0.3;4.2;;0.0;30.6;0.1;0.5;0.1;0.2;8.3;;16.0;2;25;  ;15;    
522;Zuidwest-Gelderland (corop);168500;83.9;141333;141219;;41433;2431;4362;;186.0;4945;493;8156;;39;36630;205;561.0;105;8390;6519;;26764;;29.3;1.7;3.1;;0.1;3.5;0.3;5.8;;0.0;25.9;0.1;0.4;0.1;5.9;4.6;;19.0;2;25;  ;16;    
523;Utrecht (corop);852364;83.0;707180;706437;80.0;192546;21834;36698;192.0;444.0;47283;2426;34150;;216;166116;680;3205.0;514;14448;41712;97.0;143796;0.0;27.3;3.1;5.2;0.0;0.1;6.7;0.3;4.8;;0.0;23.5;0.1;0.5;0.1;2.0;5.9;0.0;20.4;3;26;  ;17;    
524;Kop van Noord-Holland (corop);270606;81.5;220496;220303;37.0;62928;2420;9064;;88.0;10155;1311;13713;;96;55673;329;1316.0;205;608;12380;;49980;0.0;28.6;1.1;4.1;;0.0;4.6;0.6;6.2;;0.0;25.3;0.1;0.6;0.1;0.3;5.6;;22.7;3;27;  ;18;    
525;Alkmaar en omgeving (corop);167213;81.9;136901;136748;33.0;33828;1381;7133;;160.0;8955;739;7281;;102;37522;188;762.0;138;106;9013;;29407;0.0;24.7;1.0;5.2;;0.1;6.5;0.5;5.3;;0.1;27.4;0.1;0.6;0.1;0.1;6.6;;21.5;3;27;  ;19;    
526;IJmond (corop);140317;81.7;114685;114593;15.0;29892;1150;5539;22.0;46.0;6303;610;7466;;57;31758;141;700.0;134;137;6926;;23697;0.0;26.1;1.0;4.8;0.0;0.0;5.5;0.5;6.5;;0.0;27.7;0.1;0.6;0.1;0.1;6.0;;20.7;3;27;  ;20;    
527;Agglomeratie Haarlem (corop);165644;81.0;134236;134108;23.0;27789;1255;9023;45.0;77.0;9587;455;7114;;77;35972;165;1111.0;162;175;9065;;32013;0.0;20.7;0.9;6.7;0.0;0.1;7.1;0.3;5.3;;0.1;26.8;0.1;0.8;0.1;0.1;6.8;;23.9;3;27;  ;21;    
528;Zaanstreek (corop);115106;79.4;91405;91275;10.0;17261;1073;4089;;116.0;5836;526;6317;;92;30580;147;622.0;92;187;7313;;17014;0.0;18.9;1.2;4.5;;0.1;6.4;0.6;6.9;;0.1;33.5;0.2;0.7;0.1;0.2;8.0;;18.6;3;27;  ;22;    
529;Groot Amsterdam (corop);856862;76.0;651609;649577;108.0;106609;5423;41019;212.0;1082.0;54514;2478;40476;;610;207799;847;4898.0;775;1022;51287;218.0;130200;0.0;16.4;0.8;6.3;0.0;0.2;8.4;0.4;6.2;;0.1;32.0;0.1;0.8;0.1;0.2;7.9;0.0;20.0;3;27;  ;23;    
530;Het Gooi en Vechtstreek (corop);182545;84.4;154003;153868;14.0;38914;2588;9394;49.0;39.0;8514;539;7620;;43;35357;163;953.0;159;955;8563;;40004;0.0;25.3;1.7;6.1;0.0;0.0;5.5;0.4;5.0;;0.0;23.0;0.1;0.6;0.1;0.6;5.6;;26.0;3;27;  ;24;    
531;Aggl. Leiden en Bollenstreek (corop);287140;83.4;239370;239073;42.0;73583;4358;13535;45.0;80.0;14152;837;13638;;62;51101;247;1227.0;199;3782;12286;29.0;49870;0.0;30.8;1.8;5.7;0.0;0.0;5.9;0.4;5.7;;0.0;21.4;0.1;0.5;0.1;1.6;5.1;0.0;20.9;3;28;  ;25;    
532;Agglomeratie 's-Gravenhage (corop);578866;75.2;435079;434256;52.0;94926;5152;23910;78.0;472.0;25374;1773;35137;51.0;197;113842;343;3492.0;557;2214;23852;627.0;102207;0.0;21.9;1.2;5.5;0.0;0.1;5.8;0.4;8.1;0.0;0.0;26.2;0.1;0.8;0.1;0.5;5.5;0.1;23.5;3;28;  ;26;    
533;Delft en Westland (corop);156581;83.7;131093;130846;21.0;44506;2251;6036;55.0;155.0;6878;539;9823;13.0;50;26477;123;693.0;176;1241;6083;27.0;25699;0.0;34.0;1.7;4.6;0.0;0.1;5.3;0.4;7.5;0.0;0.0;20.2;0.1;0.5;0.1;0.9;4.6;0.0;19.6;3;28;  ;27;    
534;Oost-Zuid-Holland (corop);237805;84.1;199938;199701;21.0;61934;6237;8349;81.0;36.0;8433;729;13172;;51;42096;244;945.0;182;7408;8969;23.0;40791;0.0;31.0;3.1;4.2;0.0;0.0;4.2;0.4;6.6;;0.0;21.1;0.1;0.5;0.1;3.7;4.5;0.0;20.4;3;28;  ;28;    
535;Groot Rijnmond (corop);1000853;76.2;762403;760959;47.0;157726;15678;27918;490.0;1417.0;32237;3403;86552;191.0;337;225210;858;5212.0;1031;20926;43272;413.0;138041;0.0;20.7;2.1;3.7;0.1;0.2;4.2;0.4;11.4;0.0;0.0;29.6;0.1;0.7;0.1;2.7;5.7;0.1;18.1;3;28;  ;29;    
536;Zuidoost-Zuid-Holland (corop);293466;81.3;238648;238415;18.0;66013;10876;7285;135.0;316.0;7955;868;16059;41.0;98;60873;245;1155.0;243;15500;11032;34.0;39669;0.0;27.7;4.6;3.1;0.1;0.1;3.3;0.4;6.7;0.0;0.0;25.5;0.1;0.5;0.1;6.5;4.6;0.0;16.6;3;28;  ;30;    
