ID;Gebieden;AantalWoningen_1;AantalBewoners_2;AantalWoningen_3;AantalBewoners_4;AantalWoningen_5;AantalBewoners_6;AantalWoningen_7;AantalVertrekken_8;AantalBewoners_9;AantalWoningen_10;AantalBewoners_11;AantalWoningen_12;AantalBewoners_13;AantalWoningen_14;AantalBewoners_15;AantalWoningen_16;AantalVertrekken_17;AantalBewoners_18;AantalWoningen_19;AantalBewoners_20;AantalWoningen_21;AantalBewoners_22;AantalWoningen_23;AantalBewoners_24;AantalWoningen_25;AantalBewoners_26;Pagina_27
699;Slochteren, Wijk B;134;516;2;11;132;505;41;82;194;1;6;1;4;39;184;0;0;0;0;0;0;16;88;16;48;88;WS 46
700;Slochteren, Wijk C;271;1072;0;0;271;1072;80;160;420;0;0;3;15;77;405;0;0;0;0;1;2;39;218;40;120;220;WS 46
701;Slochteren, Wijk D;272;1164;1;4;271;1160;102;204;546;0;0;5;37;97;509;0;0;0;0;0;0;28;152;28;84;152;WS 46
702;Slochteren, Wijk E;279;1237;1;4;278;1233;96;192;526;0;0;8;48;88;478;0;0;0;0;1;9;17;92;18;54;101;WS 46
703;Slochteren, Wijk F;125;613;0;0;125;613;32;64;178;0;0;0;0;32;178;0;0;0;0;0;0;7;32;7;21;32;WS 46
704;Slochteren, Wijk G;159;747;0;0;159;747;50;100;295;0;0;13;79;37;216;0;0;1;9;2;7;9;69;12;36;85;WS 46
705;Smallingerland, Totaal;1705;7178;0;0;1705;7178;394;788;2024;0;0;14;69;380;1955;0;0;0;0;7;31;121;644;128;384;675;WS 34
706;Smallingerland, Wijk Nijega;124;545;0;0;124;545;33;66;195;0;0;1;2;32;193;0;0;0;0;0;0;4;26;4;12;26;WS 34
707;Smallingerland, Wijk Boombergum;206;880;0;0;206;880;37;74;187;0;0;3;9;34;178;0;0;0;0;0;0;7;53;7;21;53;WS 34
708;Smallingerland, Wijk Opeinde;156;643;0;0;156;643;50;100;271;0;0;2;17;48;254;0;0;0;0;2;6;7;47;9;27;53;WS 34
709;Smallingerland, Wijk Oudega;147;610;0;0;147;610;35;70;192;0;0;0;0;35;192;0;0;0;0;1;7;20;118;21;63;125;WS 34
710;Smallingerland, Wijk Kortehemmen;45;182;0;0;45;182;8;16;46;0;0;0;0;8;46;0;0;0;0;0;0;0;0;0;0;0;WS 34
711;Smallingerland, Wijk Dragten;1027;4318;0;0;1027;4318;231;462;1133;0;0;8;41;223;1092;0;0;0;0;4;18;83;400;87;261;418;WS 34
712;Sneek, Totaal;1514;5963;6;23;1508;5940;494;988;2121;1;6;68;277;425;1838;1;2;7;39;59;267;185;820;252;756;1128;WS 34
713;Sneek, Wijk 1;48;170;0;0;48;170;22;44;70;0;0;2;6;20;64;0;0;0;0;3;14;11;50;14;42;64;WS 34
714;Sneek, Wijk 2;42;114;1;1;41;113;20;40;66;0;0;5;10;15;56;1;2;0;0;7;36;14;51;22;66;89;WS 34
715;Sneek, Wijk 3;107;388;0;0;107;388;14;28;63;0;0;3;13;11;50;0;0;1;7;3;14;8;39;12;36;60;WS 34
716;Sneek, Wijk 4;51;199;1;5;50;194;37;74;154;0;0;4;13;33;141;0;0;0;0;6;24;8;31;14;42;55;WS 34
717;Sneek, Wijk 5;48;193;0;0;48;193;12;24;57;0;0;2;10;10;47;0;0;0;0;1;3;9;40;10;30;43;WS 34
718;Sneek, Wijk 6;5;20;0;0;5;20;7;14;23;0;0;1;1;6;22;0;0;1;6;2;9;7;24;10;30;39;WS 34
719;Sneek, Wijk 7;33;103;0;0;33;103;22;44;84;0;0;1;7;21;77;0;0;0;0;9;37;8;27;17;51;64;WS 34
720;Sneek, Wijk 8;135;433;0;0;135;433;22;44;108;0;0;6;32;16;76;0;0;0;0;0;0;8;38;8;24;38;WS 34
721;Sneek, Wijk 9;49;171;0;0;49;171;26;52;120;0;0;3;9;23;111;0;0;0;0;1;8;6;41;7;21;49;WS 34
722;Sneek, Wijk 10;17;74;0;0;17;74;13;26;38;0;0;3;9;10;29;0;0;0;0;1;4;7;27;8;24;31;WS 34
723;Sneek, Wijk 11;19;80;0;0;19;80;15;30;46;1;6;2;7;12;33;0;0;2;13;5;20;9;33;16;48;66;WS 34
724;Sneek, Wijk 12;16;56;0;0;16;56;4;8;28;0;0;1;5;3;23;0;0;0;0;0;0;1;2;1;3;2;WS 34
725;Sneek, Wijk 13;24;79;1;3;23;76;7;14;23;0;0;3;12;4;11;0;0;0;0;1;5;1;2;2;6;7;WS 34
726;Sneek, Wijk 14;65;248;0;0;65;248;33;66;153;0;0;8;31;25;122;0;0;0;0;0;0;9;53;9;27;53;WS 34
727;Sneek, Wijk 15;105;449;0;0;105;449;33;66;162;0;0;4;11;29;151;0;0;1;4;2;11;7;32;10;30;47;WS 34
728;Sneek, Wijk 16;152;599;0;0;152;599;77;154;371;0;0;6;39;71;332;0;0;0;0;6;36;22;109;28;84;145;WS 34
729;Sneek, Wijk 17;229;1025;1;5;228;1020;56;112;239;0;0;8;43;48;196;0;0;0;0;6;21;23;105;29;87;126;WS 34
730;Sneek, Wijk 18;59;232;0;0;59;232;20;40;92;0;0;1;2;19;90;0;0;0;0;2;6;14;61;16;48;67;WS 34
731;Sneek, Wijk 19;148;685;1;4;147;681;20;40;73;0;0;2;5;18;68;0;0;1;7;2;10;4;15;7;21;32;WS 34
732;Sneek, Wijk 20;162;645;1;5;161;640;34;68;151;0;0;3;12;31;139;0;0;1;2;2;9;9;40;12;36;51;WS 34
733;Tiel, Totaal;255;861;3;7;252;854;685;1370;2923;0;0;77;331;607;2590;0;0;14;68;296;1298;299;1473;609;1827;2839;WS  8
734;Tiel, Wijk A;8;21;0;0;8;21;15;30;49;0;0;5;24;10;25;0;0;2;10;10;31;9;38;21;63;79;WS  8
735;Tiel, Wijk B;11;32;0;0;11;32;20;40;68;0;0;7;22;13;46;0;0;3;13;10;39;14;68;27;81;120;WS  8
736;Tiel, Wijk C;6;10;0;0;6;10;30;60;58;0;0;7;13;23;45;0;0;3;13;6;20;15;66;24;72;99;WS  8
737;Tiel, Wijk D;6;15;0;0;6;15;22;44;52;1;2;5;14;16;36;0;0;0;0;6;19;13;48;19;57;67;WS  8
738;Tiel, Wijk E;37;108;3;7;34;101;35;70;153;0;0;8;47;27;106;0;0;3;11;17;74;18;89;38;144;174;WS  8
739;Tiel, Wijk F;39;104;0;0;39;104;62;124;230;0;0;12;51;50;179;0;0;1;12;10;54;18;86;29;87;152;WS  8
740;Tiel, Wijk G;20;78;0;0;20;78;57;114;262;0;0;3;6;54;256;0;0;0;0;23;110;61;248;84;252;358;WS  8
741;Tiel, Wijk H;29;104;0;0;29;104;113;226;475;0;0;6;35;107;440;0;0;0;0;74;317;53;315;127;381;632;WS  8
742;Tiel, Wijk I;36;155;0;0;36;155;101;202;480;0;0;15;84;86;396;0;0;1;3;60;269;18;97;79;237;369;WS  8
743;Tiel, Wijk K;5;13;0;0;5;13;40;80;141;0;0;0;0;40;141;0;0;1;6;35;140;54;275;90;270;421;WS  8
744;Tiel, Wijk L;58;221;0;0;58;221;190;380;955;0;0;9;35;181;920;0;0;0;0;45;225;26;143;71;213;368;WS  8
745;Tietjerksteradeel, Totaal;2338;9427;16;71;2322;9356;591;1182;2897;18;98;30;123;543;2676;3;14;2;9;15;77;175;880;195;585;980;WS 36
746;Tietjerksteradeel, Wijk Giekerk;105;374;0;0;105;374;39;78;209;0;0;9;42;30;167;0;0;0;0;7;49;8;43;15;45;92;WS 36
747;Tietjerksteradeel, Wijk Oudkerk;90;313;0;0;90;313;41;82;195;0;0;3;9;38;186;0;0;0;0;2;7;11;65;13;39;72;WS 36
748;Tietjerksteradeel, Wijk Wijns;24;89;2;10;22;79;9;18;36;0;0;0;0;9;36;0;0;0;0;0;0;9;48;9;27;48;WS 36
749;Tietjerksteradeel, Wijk Eernewoude;44;162;0;0;44;162;15;30;65;0;0;0;0;15;65;0;0;0;0;0;0;4;14;4;12;14;WS 36
750;Tietjerksteradeel, Wijk Garijp;231;981;1;2;230;979;65;130;368;3;16;3;16;59;336;0;0;0;0;0;0;12;53;12;36;53;WS 36
751;Tietjerksteradeel, Wijk Suameer;200;895;9;45;191;850;51;102;276;12;64;2;3;37;209;3;14;0;0;1;7;6;32;10;30;53;WS 36
752;Tietjerksteradeel, Wijk Oostermeer;207;772;3;8;204;764;59;118;293;2;9;1;2;56;282;0;0;1;5;0;0;19;103;20;60;108;WS 36
753;Tietjerksteradeel, Wijk Eestrum;120;492;0;0;120;492;27;54;146;0;0;0;0;27;146;0;0;0;0;0;0;4;25;4;12;25;WS 36
754;Tietjerksteradeel, Wijk Bergum;609;2551;0;0;609;2551;107;214;487;1;9;2;9;104;469;0;0;1;4;5;14;52;233;58;174;251;WS 36
755;Tietjerksteradeel, Wijk Hardegarijp;198;769;0;0;198;769;56;112;242;0;0;1;5;55;237;0;0;0;0;0;0;16;71;16;48;71;WS 36
756;Tietjerksteradeel, Wijk Suawoude;70;279;0;0;70;279;15;30;79;0;0;1;7;14;72;0;0;0;0;0;0;9;48;9;27;48;WS 36
757;Tietjerksteradeel, Wijk Tietjerk;122;508;1;6;121;502;29;58;153;0;0;2;10;27;143;0;0;0;0;0;0;9;57;9;27;57;WS 36
758;Tietjerksteradeel, Wijk Rijperkerk;116;460;0;0;116;460;29;58;134;0;0;4;14;25;120;0;0;0;0;0;0;4;32;4;12;32;WS 36
759;Tietjerksteradeel, Wijk Oenkerk;202;782;0;0;202;782;49;98;214;0;0;2;6;47;208;0;0;0;0;0;0;12;56;12;36;56;WS 36
760;Tilburg, Totaal;200;504;0;0;200;504;3005;6012;12738;0;0;31;102;2974;12636;0;0;1;2;213;1153;2346;11884;2560;7680;13039;WS  2
761;Tilburg, Wijk A;48;138;0;0;48;138;346;694;1421;0;0;1;5;345;1416;0;0;0;0;23;144;184;923;207;621;1067;WS  2
762;Tilburg, Wijk B;38;116;0;0;38;116;389;778;1614;0;0;5;17;384;1597;0;0;0;0;28;147;342;1737;370;1110;1884;WS  2
763;Tilburg, Wijk C;11;15;0;0;11;15;156;312;724;0;0;1;2;155;722;0;0;0;0;9;53;65;376;74;222;429;WS  2
764;Tilburg, Wijk D;10;27;0;0;10;27;226;452;1050;0;0;2;10;224;1040;0;0;0;0;13;69;109;588;122;366;657;WS  2
765;Tilburg, Wijk E;4;6;0;0;4;6;111;222;480;0;0;2;10;109;470;0;0;0;0;10;62;55;364;65;195;426;WS  2
766;Tilburg, Wijk F;5;16;0;0;5;16;104;208;424;0;0;0;0;104;424;0;0;0;0;13;51;146;729;159;477;780;WS  2
767;Tilburg, Wijk G;3;5;0;0;3;5;41;82;171;0;0;0;0;41;171;0;0;0;0;1;7;42;232;43;129;239;WS  2
768;Tilburg, Wijk H;9;15;0;0;9;15;306;612;1309;0;0;1;2;305;1307;0;0;0;0;6;28;156;784;162;486;812;WS  2
769;Tilburg, Wijk I;2;2;0;0;2;2;91;182;370;0;0;0;0;91;370;0;0;0;0;0;0;126;684;126;378;684;WS  2
770;Tilburg, Wijk K;6;17;0;0;6;17;358;716;1562;0;0;7;27;351;1535;0;0;0;0;44;218;262;1327;306;918;1545;WS  2
771;Tilburg, Wijk L;14;39;0;0;14;39;171;342;758;0;0;0;0;171;758;0;0;0;0;5;39;123;603;128;384;642;WS  2
772;Tilburg, Wijk M;33;68;0;0;33;68;318;636;1339;0;0;4;10;314;1329;0;0;1;2;27;124;250;1222;278;834;1348;WS  2
773;Tilburg, Wijk N;17;40;0;0;17;40;226;452;868;0;0;8;19;218;849;0;0;0;0;23;139;221;1070;244;732;1209;WS  2
774;Tilburg, Wijk O;0;0;0;0;0;0;162;324;648;0;0;0;0;162;648;0;0;0;0;11;72;265;1245;276;828;1317;WS  2
775;Utrecht (gem.), Totaal;3733;12399;5;8;3728;12391;6783;13566;26215;9;30;1001;3490;5773;22695;0;0;126;625;1176;5266;3246;15369;4548;13644;21260;WS 26
776;Utrecht, Wijk I;827;2302;1;1;826;2301;1352;2704;3700;8;27;296;732;1048;2941;0;0;45;195;203;767;349;1451;597;1791;2413;WS 26
777;Utrecht, Wijk II;1424;5213;2;2;1422;5211;1245;2490;4954;0;0;238;911;1007;4043;0;0;18;102;153;690;284;1335;455;1365;2127;WS 26
778;Utrecht, Wijk III;393;1062;2;5;391;1057;1267;2534;4701;0;0;125;424;1142;4277;0;0;15;79;271;1200;928;4511;1214;3642;5790;WS 26
779;Utrecht, Wijk IV;453;1655;0;0;453;1655;1279;2558;5783;1;3;137;593;1141;5187;0;0;31;150;316;1382;866;4118;1213;3639;5650;WS 26
780;Utrecht, Wijk V;375;1426;0;0;375;1426;852;1704;3642;0;0;146;601;706;3041;0;0;7;35;75;435;197;897;279;837;1367;WS 26
781;Utrecht, Wijk VI;261;741;0;0;261;741;788;1576;3435;0;0;59;229;729;3206;0;0;10;64;158;792;622;3057;790;2370;3913;WS 26
782;Veendam, Totaal;1212;4567;1;1;1211;4566;559;1118;2498;2;5;36;149;521;2344;0;0;0;0;22;122;248;1195;270;810;1317;WS 46
783;Veendam, Wijk A;13;34;0;0;13;34;23;46;95;0;0;1;4;22;91;0;0;0;0;0;0;11;54;11;33;54;WS 46
784;Veendam, Wijk B;122;444;0;0;122;444;40;80;144;0;0;5;16;35;128;0;0;0;0;0;0;19;89;19;57;89;WS 46
785;Veendam, Wijk C;59;206;0;0;59;206;49;98;182;0;0;3;16;46;166;0;0;0;0;1;10;32;151;33;99;161;WS 46
786;Veendam, Wijk D;87;331;1;1;86;330;47;94;217;1;3;6;29;40;185;0;0;0;0;2;13;19;71;21;63;84;WS 46
787;Veendam, Wijk E;9;39;0;0;9;39;7;14;25;0;0;2;6;5;19;0;0;0;0;1;3;1;6;2;6;9;WS 46
788;Veendam, Wijk F;9;25;0;0;9;25;18;36;73;0;0;2;5;16;68;0;0;0;0;0;0;16;59;16;48;59;WS 46
789;Veendam, Wijk G;43;183;0;0;43;183;20;40;94;1;2;2;10;17;82;0;0;0;0;1;5;3;17;4;12;22;WS 46
790;Veendam, Wijk H;28;117;0;0;28;117;11;22;54;0;0;0;0;11;54;0;0;0;0;0;0;7;29;7;21;29;WS 46
791;Veendam, Wijk I;118;493;0;0;118;493;27;54;112;0;0;4;14;23;98;0;0;0;0;1;4;7;30;8;24;34;WS 46
792;Veendam, Wijk K;103;353;0;0;103;353;19;38;102;0;0;0;0;19;102;0;0;0;0;1;4;6;26;7;21;30;WS 46
793;Veendam, Wijk L;40;144;0;0;40;144;28;56;144;0;0;0;0;28;144;0;0;0;0;0;0;21;105;21;63;105;WS 46
794;Veendam, Wijk M;142;483;0;0;142;483;58;116;255;0;0;2;13;56;242;0;0;0;0;2;7;17;76;19;57;83;WS 46
795;Veendam, Wijk N;56;234;0;0;56;234;34;68;158;0;0;1;3;33;155;0;0;0;0;0;0;5;17;5;15;17;WS 46
796;Veendam, Wijk O;137;510;0;0;137;510;82;164;355;0;0;2;15;80;340;0;0;0;0;3;12;41;206;44;132;218;WS 46
797;Veendam, Wijk P;8;42;0;0;8;42;7;14;45;0;0;1;3;6;42;0;0;0;0;0;0;6;35;6;18;35;WS 46
798;Veendam, Wijk R;69;260;0;0;69;260;33;66;176;0;0;1;5;32;171;0;0;0;0;6;37;21;129;27;81;166;WS 46
799;Veendam, Wijk S;28;131;0;0;28;131;2;4;17;0;0;0;0;2;17;0;0;0;0;0;0;0;0;0;0;0;WS 46
800;Veendam, Wijk T;42;169;0;0;42;169;11;22;39;0;0;0;0;11;39;0;0;0;0;0;0;1;7;1;3;7;WS 46
801;Veendam, Wijk U;96;361;0;0;96;361;39;78;193;0;0;3;7;36;186;0;0;0;0;3;16;15;88;18;54;104;WS 46
802;Veendam, Wijk V;3;8;0;0;3;8;4;8;18;0;0;1;3;3;15;0;0;0;0;1;11;0;0;1;3;11;WS 46
803;Velzen, Totaal;380;1560;0;0;380;1560;1017;2034;4676;0;0;48;199;969;4477;0;0;7;39;53;313;394;2015;454;1362;2367;WS 24
804;Velzen, Wijk A;90;361;0;0;90;361;63;126;301;0;0;2;12;61;289;0;0;0;0;1;3;10;35;11;33;38;WS 22
805;Velzen, Wijk B;10;34;0;0;10;34;12;24;54;0;0;1;3;11;51;0;0;0;0;0;0;1;7;1;3;7;WS 22
806;Velzen, Wijk C;54;178;0;0;54;178;293;586;1323;0;0;12;33;281;1290;0;0;2;15;14;82;227;1150;243;729;1247;WS 22
807;Velzen, Wijk D;16;71;0;0;16;71;54;108;243;0;0;1;2;53;241;0;0;0;0;2;10;3;17;5;15;27;WS 22
808;Velzen, Wijk E;118;519;0;0;118;519;204;408;1079;0;0;16;82;188;997;0;0;2;11;19;124;21;113;42;126;248;WS 22
809;Velzen, Wijk F;12;63;0;0;12;63;36;72;144;0;0;1;9;35;135;0;0;0;0;0;0;12;62;12;36;62;WS 22
810;Velzen, Wijk G;34;148;0;0;34;148;89;178;320;0;0;5;13;84;307;0;0;0;0;6;33;38;199;44;132;232;WS 24
811;Velzen, Wijk H;9;45;0;0;9;45;38;76;168;0;0;3;16;35;152;0;0;1;3;1;4;14;87;16;48;94;WS 24
812;Velzen, Wijk I;0;0;0;0;0;0;15;30;77;0;0;0;0;15;77;0;0;0;0;0;0;10;57;10;30;57;WS 24
813;Velzen, Wijk K;23;85;0;0;23;85;79;158;331;0;0;2;6;77;325;0;0;2;10;3;18;31;167;36;108;195;WS 24
814;Velzen, Wijk L;14;56;0;0;14;56;113;226;498;0;0;5;23;108;475;0;0;0;0;7;39;27;121;34;102;160;WS 24
815;Velzen, Wijk M;0;0;0;0;0;0;21;42;138;0;0;0;0;21;138;0;0;0;0;0;0;0;0;0;0;0;WS 24
816;Venlo, Totaal;136;300;2;2;134;298;402;804;1445;0;0;38;130;364;1315;0;0;7;30;87;413;492;2197;586;1758;4640;WS 50
817;Venlo, Wijk A;30;53;0;0;30;53;74;148;288;0;0;2;10;72;278;0;0;1;5;25;136;112;518;138;414;659;WS 50
818;Venlo, Wijk B;10;28;0;0;10;28;68;136;221;0;0;9;21;59;200;0;0;1;2;9;39;52;210;62;186;251;WS 50
819;Venlo, Wijk C;31;62;2;2;29;60;91;182;312;0;0;10;26;81;286;0;0;2;6;13;44;68;279;83;249;329;WS 50
820;Venlo, Wijk D;52;128;0;0;52;128;107;214;426;0;0;15;65;92;361;0;0;1;5;19;96;82;410;102;306;511;WS 50
821;Venlo, Wijk E;1;1;0;0;1;1;5;10;23;0;0;1;5;4;18;0;0;1;8;0;0;3;13;4;12;21;WS 50
822;Venlo, Wijk F;7;23;0;0;7;23;26;52;76;0;0;1;3;25;73;0;0;0;0;8;33;66;303;74;222;336;WS 50
823;Venlo, Wijk G;5;5;0;0;5;5;31;62;99;0;0;0;0;31;99;0;0;1;4;13;65;109;464;123;369;533;WS 50
824;Vlaardingen, Totaal;828;3025;0;0;828;3025;1574;3148;7442;0;0;169;784;1405;6658;0;0;26;130;297;1732;343;1808;666;1998;3670;WS 16
825;Vlissingen, Totaal;872;3138;0;0;872;3138;1249;2498;5638;0;0;182;682;1067;4956;0;0;18;82;294;1372;339;1636;651;1953;3090;WS 26
826;Vlissingen, Wijk A;28;96;0;0;28;96;42;84;175;0;0;11;50;31;125;0;0;0;0;14;68;17;104;31;93;172;WS 26
827;Vlissingen, Wijk B;102;367;0;0;102;367;52;104;281;0;0;7;26;45;255;0;0;0;0;8;37;9;34;17;51;71;WS 26
828;Vlissingen, Wijk C;39;145;0;0;39;145;42;84;248;0;0;6;35;36;213;0;0;2;6;11;59;14;87;27;81;152;WS 26
829;Vlissingen, Wijk D;94;397;0;0;94;397;82;164;388;0;0;11;55;71;333;0;0;1;3;9;38;14;65;24;72;106;WS 26
830;Vlissingen, Wijk E;127;416;0;0;127;416;87;174;361;0;0;14;48;73;313;0;0;1;6;21;97;19;109;41;123;212;WS 26
831;Vlissingen, Wijk F;104;371;0;0;104;371;92;184;418;0;0;10;47;82;371;0;0;1;2;20;74;22;86;43;129;162;WS 26
832;Vlissingen, Wijk G;24;62;0;0;24;62;46;92;176;0;0;8;27;38;149;0;0;2;21;10;37;23;107;35;105;165;WS 26
833;Vlissingen, Wijk H;43;130;0;0;43;130;89;178;363;0;0;14;27;75;336;0;0;2;6;19;90;36;161;57;171;257;WS 26
834;Vlissingen, Wijk I;43;119;0;0;43;119;68;136;285;0;0;10;45;58;240;0;0;0;0;16;67;28;111;43;129;178;WS 26
835;Vlissingen, Wijk K;135;557;0;0;135;557;158;316;756;0;0;27;114;131;642;0;0;0;0;36;187;26;168;62;186;355;WS 26
836;Vlissingen, Wijk L;39;122;0;0;39;122;78;156;292;0;0;10;21;68;271;0;0;2;6;15;61;13;42;30;90;109;WS 26
837;Vlissingen, Wijk M;14;49;0;0;14;49;96;192;560;0;0;6;22;90;538;0;0;0;0;12;83;18;104;30;90;187;WS 26
838;Vlissingen, Wijk N;16;32;0;0;16;32;83;166;288;0;0;18;48;65;240;0;0;3;7;32;150;18;76;53;159;233;WS 26
839;Vlissingen, Wijk O;28;94;0;0;28;94;104;208;440;0;0;17;67;87;373;0;0;0;0;52;232;31;124;83;249;256;WS 26
840;Vlissingen, Wijk Z;22;103;0;0;22;103;63;126;297;0;0;5;27;58;270;0;0;1;4;8;42;25;124;34;102;170;WS 26
841;Vlissingen, Wijk MM;14;78;0;0;14;78;67;134;310;0;0;8;23;59;287;0;0;3;21;12;50;26;134;41;123;205;WS 26
842;Voorst, Totaal;745;3191;1;1;744;3190;630;1260;3221;0;0;62;310;568;2911;0;0;5;19;65;361;242;1286;312;936;1666;WS 10
843;Voorst, Wijk A Voorst;53;210;0;0;53;210;51;102;228;0;0;3;10;48;218;0;0;0;0;1;6;21;84;22;66;90;WS 10
844;Voorst, Wijk B Voorst;45;205;0;0;45;205;26;52;129;0;0;1;3;25;126;0;0;0;0;2;11;11;68;13;39;79;WS 10
845;Voorst, Wijk C Voorst;40;215;1;1;39;214;23;46;138;0;0;0;0;23;138;0;0;0;0;1;3;4;20;5;15;23;WS 10
846;Voorst, Wijk D Voorst;8;30;0;0;8;30;12;24;59;0;0;0;0;12;59;0;0;0;0;0;0;7;38;7;21;38;WS 10
847;Voorst, Wijk E Voorst;43;173;0;0;43;173;33;66;190;0;0;5;27;28;163;0;0;1;3;5;25;10;65;16;48;93;WS 10
848;Voorst, Wijk F Voorst;42;214;0;0;42;214;19;38;95;0;0;1;3;18;92;0;0;0;0;4;17;6;21;10;30;38;WS 10
849;Voorst, Wijk A Wilp;29;86;0;0;29;86;17;34;85;0;0;6;36;11;49;0;0;1;6;7;42;8;52;16;48;100;WS 10
850;Voorst, Wijk B Wilp;15;75;0;0;15;75;25;50;141;0;0;2;13;23;128;0;0;0;0;1;10;0;0;1;3;10;WS 10
851;Voorst, Wijk C Wilp;40;179;0;0;40;179;23;46;133;0;0;0;0;23;133;0;0;0;0;2;11;7;50;9;27;61;WS 10
852;Voorst, Wijk D Wilp;31;131;0;0;31;131;33;66;186;0;0;13;80;20;106;0;0;0;0;5;21;13;57;18;54;78;WS 10
853;Voorst, Wijk E Wilp;53;264;0;0;53;264;59;118;297;0;0;4;20;55;277;0;0;0;0;2;12;18;103;20;60;115;WS 10
854;Voorst, Wijk A Twello;51;208;0;0;51;208;62;124;298;0;0;3;15;59;283;0;0;2;6;11;56;33;165;46;138;227;WS 10
855;Voorst, Wijk B Twello;33;150;0;0;33;150;24;48;103;0;0;1;2;23;101;0;0;1;4;2;9;10;39;13;39;52;WS 10
856;Voorst, Wijk C Twello;57;201;0;0;57;201;60;120;303;0;0;6;23;54;280;0;0;0;0;11;69;12;50;23;69;119;WS 10
857;Voorst, Wijk D Twello;3;14;0;0;3;14;23;46;137;0;0;4;21;19;116;0;0;0;0;7;46;6;41;13;39;87;WS 10
858;Voorst, Wijk A Terwolde;17;70;0;0;17;70;33;66;138;0;0;2;6;31;132;0;0;0;0;0;0;7;47;7;21;47;WS 10
859;Voorst, Wijk B Terwolde;33;130;0;0;33;130;19;38;106;0;0;3;13;16;93;0;0;0;0;0;0;9;50;9;27;50;WS 10
860;Voorst, Wijk C Terwolde;50;199;0;0;50;199;22;44;119;0;0;5;19;17;100;0;0;0;0;0;0;7;34;7;21;34;WS 10
861;Voorst, Wijk D Terwolde;8;23;0;0;8;23;17;34;78;0;0;1;6;16;72;0;0;0;0;1;5;18;92;19;57;97;WS 10
862;Voorst, Wijk E Terwolde;5;13;0;0;5;13;17;34;72;0;0;1;6;16;66;0;0;0;0;1;8;26;160;27;81;168;WS 10
863;Voorst, Wijk A Nijbroek;10;62;0;0;10;62;6;12;37;0;0;1;7;5;30;0;0;0;0;2;10;1;10;3;9;20;WS 10
864;Voorst, Wijk B Nijbroek;61;256;0;0;61;256;19;38;100;0;0;0;0;19;100;0;0;0;0;0;0;8;40;8;24;40;WS 10
865;Voorst, Wijk C Nijbroek;18;83;0;0;18;83;7;14;49;0;0;0;0;7;49;0;0;0;0;0;0;0;0;0;0;0;WS 10
866;Weststellingwerf, Totaal;2178;9609;43;199;2135;4910;667;1334;3473;1;6;48;239;618;3228;0;0;1;2;13;54;163;831;177;531;887;WS 36
867;Weststellingwerf, Wijk Sonnega;57;256;0;0;57;256;14;28;76;0;0;1;5;13;71;0;0;0;0;0;0;2;8;2;6;8;WS 36
868;Weststellingwerf, Wijk Scherpenzeel;64;274;0;0;64;274;41;82;216;0;0;5;27;36;189;0;0;0;0;3;11;5;20;8;24;31;WS 36
869;Weststellingwerf, Wijk Boyl;113;558;0;0;113;558;25;50;146;0;0;0;0;25;146;0;0;0;0;1;6;6;43;7;21;49;WS 36
870;Weststellingwerf, Wijk Blesdijke;152;708;0;0;152;708;28;56;160;0;0;1;5;27;155;0;0;0;0;1;4;7;38;8;24;42;WS 36
871;Weststellingwerf, Wijk Idzard;72;310;0;0;72;310;21;42;114;0;0;2;8;19;106;0;0;0;0;0;0;2;11;2;6;11;WS 36
872;Weststellingwerf, Wijk Noordwolde A;314;1498;21;99;293;1399;58;116;322;0;0;8;49;50;273;0;0;0;0;1;6;12;66;13;39;72;WS 36
873;Weststellingwerf, Wijk Noordwolde B;191;931;2;13;189;918;50;100;274;0;0;6;28;44;246;0;0;0;0;1;6;6;29;7;21;35;WS 36
874;Weststellingwerf, Wijk Nijtrijne;35;145;0;0;35;145;10;20;50;0;0;0;0;10;50;0;0;0;0;0;0;3;20;3;9;20;WS 36
875;Weststellingwerf, Wijk Oldetrijne;53;193;0;0;53;193;24;48;115;0;0;0;0;24;115;0;0;0;0;0;0;8;39;8;24;39;WS 36
876;Weststellingwerf, Wijk Oldeholtwolde;16;68;0;0;16;68;13;26;73;0;0;3;17;10;56;0;0;0;0;0;0;4;31;4;12;31;WS 36
877;Weststellingwerf, Wijk Nijholtwolde;53;240;0;0;53;240;16;32;84;0;0;1;2;15;82;0;0;0;0;0;0;3;18;3;9;18;WS 36
878;Weststellingwerf, Wijk Oldelamer;54;223;0;0;54;223;37;74;190;0;0;2;8;35;182;0;0;0;0;0;0;4;17;4;12;17;WS 36
879;Weststellingwerf, Wijk Nijlamer;23;89;0;0;23;89;13;26;74;0;0;0;0;13;74;0;0;0;0;0;0;7;39;7;21;39;WS 36
880;Weststellingwerf, Wijk Nijholtspade;49;235;0;0;49;235;12;24;58;0;0;2;9;10;49;0;0;0;0;0;0;3;14;3;9;14;WS 36
881;Weststellingwerf, Wijk Vinkega;113;529;1;4;112;525;13;26;68;0;0;1;8;12;60;0;0;0;0;0;0;4;24;4;12;24;WS 36
882;Weststellingwerf, Wijk Wolvega;303;1166;2;5;301;1161;133;266;614;1;6;5;27;127;581;0;0;0;0;5;14;56;259;61;183;273;WS 36
883;Weststellingwerf, Wijk Spanga;38;163;0;0;38;163;13;26;71;0;0;2;6;11;65;0;0;0;0;0;0;1;7;1;3;7;WS 36
