ID;Sex;Age;Nationality;Periods;UnaccompaniedForeignMinor_1
578;Total male and female;Younger than 14 years;Unknown;2010;0
579;Total male and female;Younger than 14 years;Unknown;2011;5
580;Total male and female;Younger than 14 years;Unknown;2012;0
581;Total male and female;Younger than 14 years;Unknown;2013;0
582;Total male and female;Younger than 14 years;Unknown;2014;0
583;Total male and female;Younger than 14 years;Unknown;2015;10
584;Total male and female;Younger than 14 years;Unknown;2016;10
585;Total male and female;Younger than 14 years;Unknown;2017;0
586;Total male and female;Younger than 14 years;Unknown;2018;5
587;Total male and female;Younger than 14 years;Unknown;2019;10
588;Total male and female;Younger than 14 years;Unknown;2020;5
589;Total male and female;Younger than 14 years;Unknown;2021;20
590;Total male and female;Younger than 14 years;Unknown;2022;15
591;Total male and female;Younger than 14 years;Unknown;2023;10
592;Total male and female;Younger than 14 years;Stateless;2008;0
593;Total male and female;Younger than 14 years;Stateless;2009;0
594;Total male and female;Younger than 14 years;Stateless;2010;0
595;Total male and female;Younger than 14 years;Stateless;2011;0
596;Total male and female;Younger than 14 years;Stateless;2012;0
597;Total male and female;Younger than 14 years;Stateless;2013;0
598;Total male and female;Younger than 14 years;Stateless;2014;10
599;Total male and female;Younger than 14 years;Stateless;2015;45
600;Total male and female;Younger than 14 years;Stateless;2016;10
601;Total male and female;Younger than 14 years;Stateless;2017;0
602;Total male and female;Younger than 14 years;Stateless;2018;0
603;Total male and female;Younger than 14 years;Stateless;2019;0
604;Total male and female;Younger than 14 years;Stateless;2020;0
605;Total male and female;Younger than 14 years;Stateless;2021;0
606;Total male and female;Younger than 14 years;Stateless;2022;0
607;Total male and female;Younger than 14 years;Stateless;2023;0
608;Total male and female;80017;Total;2008;145
609;Total male and female;80017;Total;2009;230
610;Total male and female;80017;Total;2010;170
611;Total male and female;80017;Total;2011;110
612;Total male and female;80017;Total;2012;90
613;Total male and female;80017;Total;2013;60
614;Total male and female;80017;Total;2014;215
615;Total male and female;80017;Total;2015;1060
616;Total male and female;80017;Total;2016;435
617;Total male and female;80017;Total;2017;260
618;Total male and female;80017;Total;2018;350
619;Total male and female;80017;Total;2019;305
620;Total male and female;80017;Total;2020;305
621;Total male and female;80017;Total;2021;665
622;Total male and female;80017;Total;2022;1390
623;Total male and female;80017;Total;2023;1685
624;Total male and female;80017;Afghan;2008;35
625;Total male and female;80017;Afghan;2009;0
626;Total male and female;80017;Afghan;2010;0
627;Total male and female;80017;Afghan;2011;75
628;Total male and female;80017;Afghan;2012;50
629;Total male and female;80017;Afghan;2013;15
630;Total male and female;80017;Afghan;2014;10
631;Total male and female;80017;Afghan;2015;160
632;Total male and female;80017;Afghan;2016;70
633;Total male and female;80017;Afghan;2017;25
634;Total male and female;80017;Afghan;2018;10
635;Total male and female;80017;Afghan;2019;25
636;Total male and female;80017;Afghan;2020;15
637;Total male and female;80017;Afghan;2021;30
638;Total male and female;80017;Afghan;2022;50
639;Total male and female;80017;Afghan;2023;25
640;Total male and female;80017;Albanian;2008;0
641;Total male and female;80017;Albanian;2009;0
642;Total male and female;80017;Albanian;2010;0
643;Total male and female;80017;Albanian;2011;0
644;Total male and female;80017;Albanian;2012;0
645;Total male and female;80017;Albanian;2013;0
646;Total male and female;80017;Albanian;2014;0
647;Total male and female;80017;Albanian;2015;5
648;Total male and female;80017;Albanian;2016;10
649;Total male and female;80017;Albanian;2017;5
650;Total male and female;80017;Albanian;2018;5
651;Total male and female;80017;Albanian;2019;0
652;Total male and female;80017;Albanian;2020;0
653;Total male and female;80017;Albanian;2021;0
654;Total male and female;80017;Albanian;2022;0
655;Total male and female;80017;Albanian;2023;0
656;Total male and female;80017;Algerian;2008;0
657;Total male and female;80017;Algerian;2009;0
658;Total male and female;80017;Algerian;2010;0
659;Total male and female;80017;Algerian;2011;0
660;Total male and female;80017;Algerian;2012;5
661;Total male and female;80017;Algerian;2013;5
662;Total male and female;80017;Algerian;2014;0
663;Total male and female;80017;Algerian;2015;0
664;Total male and female;80017;Algerian;2016;5
665;Total male and female;80017;Algerian;2017;10
666;Total male and female;80017;Algerian;2018;20
667;Total male and female;80017;Algerian;2019;15
668;Total male and female;80017;Algerian;2020;15
669;Total male and female;80017;Algerian;2021;15
670;Total male and female;80017;Algerian;2022;15
671;Total male and female;80017;Algerian;2023;20
672;Total male and female;80017;Chinese;2008;10
673;Total male and female;80017;Chinese;2009;0
674;Total male and female;80017;Chinese;2010;5
675;Total male and female;80017;Chinese;2011;0
676;Total male and female;80017;Chinese;2012;0
677;Total male and female;80017;Chinese;2013;0
678;Total male and female;80017;Chinese;2014;0
679;Total male and female;80017;Chinese;2015;0
680;Total male and female;80017;Chinese;2016;0
681;Total male and female;80017;Chinese;2017;0
682;Total male and female;80017;Chinese;2018;0
683;Total male and female;80017;Chinese;2019;0
684;Total male and female;80017;Chinese;2020;0
685;Total male and female;80017;Chinese;2021;0
686;Total male and female;80017;Chinese;2022;0
687;Total male and female;80017;Chinese;2023;0
688;Total male and female;80017;Eritrean;2008;5
689;Total male and female;80017;Eritrean;2009;5
690;Total male and female;80017;Eritrean;2010;5
691;Total male and female;80017;Eritrean;2011;0
692;Total male and female;80017;Eritrean;2012;0
693;Total male and female;80017;Eritrean;2013;10
694;Total male and female;80017;Eritrean;2014;115
695;Total male and female;80017;Eritrean;2015;315
696;Total male and female;80017;Eritrean;2016;210
697;Total male and female;80017;Eritrean;2017;110
698;Total male and female;80017;Eritrean;2018;140
699;Total male and female;80017;Eritrean;2019;30
700;Total male and female;80017;Eritrean;2020;30
701;Total male and female;80017;Eritrean;2021;65
702;Total male and female;80017;Eritrean;2022;260
703;Total male and female;80017;Eritrean;2023;330
704;Total male and female;80017;Ethiopian;2008;5
705;Total male and female;80017;Ethiopian;2009;0
706;Total male and female;80017;Ethiopian;2010;0
707;Total male and female;80017;Ethiopian;2011;0
708;Total male and female;80017;Ethiopian;2012;0
709;Total male and female;80017;Ethiopian;2013;0
710;Total male and female;80017;Ethiopian;2014;0
711;Total male and female;80017;Ethiopian;2015;5
712;Total male and female;80017;Ethiopian;2016;5
713;Total male and female;80017;Ethiopian;2017;5
714;Total male and female;80017;Ethiopian;2018;0
715;Total male and female;80017;Ethiopian;2019;0
716;Total male and female;80017;Ethiopian;2020;0
717;Total male and female;80017;Ethiopian;2021;0
718;Total male and female;80017;Ethiopian;2022;10
719;Total male and female;80017;Ethiopian;2023;20
720;Total male and female;80017;Gambian;2008;0
721;Total male and female;80017;Gambian;2009;0
722;Total male and female;80017;Gambian;2010;0
723;Total male and female;80017;Gambian;2011;0
724;Total male and female;80017;Gambian;2012;0
725;Total male and female;80017;Gambian;2013;0
726;Total male and female;80017;Gambian;2014;0
727;Total male and female;80017;Gambian;2015;0
728;Total male and female;80017;Gambian;2016;0
729;Total male and female;80017;Gambian;2017;0
730;Total male and female;80017;Gambian;2018;5
731;Total male and female;80017;Gambian;2019;5
732;Total male and female;80017;Gambian;2020;5
733;Total male and female;80017;Gambian;2021;5
734;Total male and female;80017;Gambian;2022;0
735;Total male and female;80017;Gambian;2023;30
736;Total male and female;80017;Guinean;2008;5
737;Total male and female;80017;Guinean;2009;5
738;Total male and female;80017;Guinean;2010;5
739;Total male and female;80017;Guinean;2011;5
740;Total male and female;80017;Guinean;2012;5
741;Total male and female;80017;Guinean;2013;5
742;Total male and female;80017;Guinean;2014;0
743;Total male and female;80017;Guinean;2015;10
744;Total male and female;80017;Guinean;2016;5
745;Total male and female;80017;Guinean;2017;10
746;Total male and female;80017;Guinean;2018;15
747;Total male and female;80017;Guinean;2019;5
748;Total male and female;80017;Guinean;2020;0
749;Total male and female;80017;Guinean;2021;0
750;Total male and female;80017;Guinean;2022;0
751;Total male and female;80017;Guinean;2023;5
752;Total male and female;80017;Iraqi;2008;25
753;Total male and female;80017;Iraqi;2009;15
754;Total male and female;80017;Iraqi;2010;10
755;Total male and female;80017;Iraqi;2011;5
756;Total male and female;80017;Iraqi;2012;5
757;Total male and female;80017;Iraqi;2013;0
758;Total male and female;80017;Iraqi;2014;5
759;Total male and female;80017;Iraqi;2015;40
760;Total male and female;80017;Iraqi;2016;10
761;Total male and female;80017;Iraqi;2017;5
762;Total male and female;80017;Iraqi;2018;20
763;Total male and female;80017;Iraqi;2019;25
764;Total male and female;80017;Iraqi;2020;10
765;Total male and female;80017;Iraqi;2021;45
766;Total male and female;80017;Iraqi;2022;30
767;Total male and female;80017;Iraqi;2023;90
768;Total male and female;80017;Iranian;2008;0
769;Total male and female;80017;Iranian;2009;5
770;Total male and female;80017;Iranian;2010;5
771;Total male and female;80017;Iranian;2011;0
772;Total male and female;80017;Iranian;2012;0
773;Total male and female;80017;Iranian;2013;0
774;Total male and female;80017;Iranian;2014;5
775;Total male and female;80017;Iranian;2015;5
776;Total male and female;80017;Iranian;2016;0
777;Total male and female;80017;Iranian;2017;0
778;Total male and female;80017;Iranian;2018;5
779;Total male and female;80017;Iranian;2019;0
780;Total male and female;80017;Iranian;2020;0
781;Total male and female;80017;Iranian;2021;0
782;Total male and female;80017;Iranian;2022;5
783;Total male and female;80017;Iranian;2023;5
784;Total male and female;80017;Yemeni;2008;0
785;Total male and female;80017;Yemeni;2009;0
786;Total male and female;80017;Yemeni;2010;0
787;Total male and female;80017;Yemeni;2011;0
788;Total male and female;80017;Yemeni;2012;0
789;Total male and female;80017;Yemeni;2013;0
790;Total male and female;80017;Yemeni;2014;0
791;Total male and female;80017;Yemeni;2015;0
792;Total male and female;80017;Yemeni;2016;0
793;Total male and female;80017;Yemeni;2017;0
794;Total male and female;80017;Yemeni;2018;0
795;Total male and female;80017;Yemeni;2019;5
796;Total male and female;80017;Yemeni;2020;5
797;Total male and female;80017;Yemeni;2021;15
798;Total male and female;80017;Yemeni;2022;30
799;Total male and female;80017;Yemeni;2023;30
800;Total male and female;80017;Moroccan;2008;0
801;Total male and female;80017;Moroccan;2009;0
802;Total male and female;80017;Moroccan;2010;0
803;Total male and female;80017;Moroccan;2011;0
804;Total male and female;80017;Moroccan;2012;0
805;Total male and female;80017;Moroccan;2013;0
806;Total male and female;80017;Moroccan;2014;5
807;Total male and female;80017;Moroccan;2015;0
808;Total male and female;80017;Moroccan;2016;10
809;Total male and female;80017;Moroccan;2017;25
810;Total male and female;80017;Moroccan;2018;45
811;Total male and female;80017;Moroccan;2019;50
812;Total male and female;80017;Moroccan;2020;50
813;Total male and female;80017;Moroccan;2021;35
814;Total male and female;80017;Moroccan;2022;25
815;Total male and female;80017;Moroccan;2023;10
816;Total male and female;80017;Turkish;2008;0
817;Total male and female;80017;Turkish;2009;0
818;Total male and female;80017;Turkish;2010;0
819;Total male and female;80017;Turkish;2011;0
820;Total male and female;80017;Turkish;2012;0
821;Total male and female;80017;Turkish;2013;0
822;Total male and female;80017;Turkish;2014;0
823;Total male and female;80017;Turkish;2015;0
824;Total male and female;80017;Turkish;2016;0
825;Total male and female;80017;Turkish;2017;0
826;Total male and female;80017;Turkish;2018;0
827;Total male and female;80017;Turkish;2019;0
828;Total male and female;80017;Turkish;2020;0
829;Total male and female;80017;Turkish;2021;0
830;Total male and female;80017;Turkish;2022;10
831;Total male and female;80017;Turkish;2023;10
832;Total male and female;80017;Sudanese;2008;0
833;Total male and female;80017;Sudanese;2009;0
834;Total male and female;80017;Sudanese;2010;0
835;Total male and female;80017;Sudanese;2011;0
836;Total male and female;80017;Sudanese;2012;0
837;Total male and female;80017;Sudanese;2013;0
838;Total male and female;80017;Sudanese;2014;0
839;Total male and female;80017;Sudanese;2015;0
840;Total male and female;80017;Sudanese;2016;5
841;Total male and female;80017;Sudanese;2017;5
842;Total male and female;80017;Sudanese;2018;5
843;Total male and female;80017;Sudanese;2019;0
844;Total male and female;80017;Sudanese;2020;0
