ID;ExpenditureCategories;Periods;CPI_1;DerivedCPI_2;MonthOnMonthChangeCPI_3;MonthOnMonthChangeDerivedCPI_4;YearOnYearChangeCPI_5;YearOnYearChangeDerivedCPI_6;WeightingCoefficient_7
345;000000 All items;2022 August;123.95;124.45;2.0;2.1;12.0;14.3;100000
346;000000 All items;2022 September;126.89;127.63;2.4;2.6;14.5;17.2;100000
347;000000 All items;2022 October;128.25;128.98;1.1;1.1;14.3;16.9;100000
348;000000 All items;2022 November;124.35;124.77;-3.0;-3.3;9.9;12.1;100000
349;000000 All items;2022 December;124.94;125.34;0.5;0.5;9.6;11.8;100000
350;000000 All items;2022;121.43;121.31;;;10.0;11.8;100000
351;000000 All items;2023 January;123.21;122.28;-1.4;-2.4;7.6;7.6;100000
352;000000 All items;2023 February;124.45;123.53;1.0;1.0;8.0;8.0;100000
353;000000 All items;2023 March;124.72;123.82;0.2;0.2;4.4;4.5;100000
354;000000 All items;2023 April;126.01;125.12;1.0;1.0;5.2;5.0;100000
355;000000 All items;2023 May;126.26;125.37;0.2;0.2;6.1;5.8;100000
356;000000 All items;2023 June;125.83;124.88;-0.3;-0.4;5.7;5.4;100000
357;000000 All items;2023 July;127.13;125.85;1.0;0.8;4.6;3.3;100000
358;000000 All items;2023 August;127.7;126.38;0.4;0.4;3.0;1.6;100000
359;000000 All items;2023 September;127.16;125.85;-0.4;-0.4;0.2;-1.4;100000
360;000000 All items;2023 October;127.73;126.42;0.4;0.5;-0.4;-2.0;100000
361;000000 All items;2023 November;126.4;125.08;-1.0;-1.1;1.6;0.2;100000
362;000000 All items;2023 December;126.45;125.13;0.0;0.0;1.2;-0.2;100000
363;000000 All items;2023;126.09;124.98;;;3.8;3.0;100000
364;000000 All items;2024 January;127.11;125.25;0.5;0.1;3.2;2.4;100000
365;000000 All items;2024 February;127.95;126.07;0.7;0.7;2.8;2.1;100000
366;000000 All items;2024 March;128.58;126.69;0.5;0.5;3.1;2.3;100000
367;000000 All items;2024 April;129.42;127.52;0.7;0.7;2.7;1.9;100000
368;000000 All items;2024 May;129.69;127.79;0.2;0.2;2.7;1.9;100000
369;000000 All items;2024 June;129.91;127.53;0.2;-0.2;3.2;2.1;100000
370;000000 All items;2024 July;131.82;129.26;1.5;1.4;3.7;2.7;100000
371;000000 All items;2024 August;132.24;129.67;0.3;0.3;3.6;2.6;100000
372;000000 All items;2024 September;131.61;129.05;-0.5;-0.5;3.5;2.5;100000
373;000000 All items;2024 October;132.26;129.68;0.5;0.5;3.5;2.6;100000
374;000000 All items;2024 November;131.48;128.91;-0.6;-0.6;4.0;3.1;100000
375;000000 All items;2024 December;131.63;129.06;0.1;0.1;4.1;3.1;100000
376;000000 All items;2024;130.31;128.04;;;3.3;2.4;100000
377;000000 All items;2025 January;131.35;128.66;-0.2;-0.3;3.3;2.7;100000
378;000000 All items;2025 February;132.8;130.08;1.1;1.1;3.8;3.2;100000
379;000000 All items;2025 March;133.33;130.6;0.4;0.4;3.7;3.1;100000
380;010000 Food and non-alcoholic beverages;1996 January;75.8;75.71;;;;;13386
381;010000 Food and non-alcoholic beverages;1996 February;76.03;75.93;0.3;0.3;;;13386
382;010000 Food and non-alcoholic beverages;1996 March;77.34;77.24;1.7;1.7;;;13386
383;010000 Food and non-alcoholic beverages;1996 April;77.22;77.13;-0.2;-0.1;;;13386
384;010000 Food and non-alcoholic beverages;1996 May;76.12;76.03;-1.4;-1.4;;;13386
385;010000 Food and non-alcoholic beverages;1996 June;75.62;75.53;-0.7;-0.7;;;13386
386;010000 Food and non-alcoholic beverages;1996 July;75.57;75.47;-0.1;-0.1;;;13386
387;010000 Food and non-alcoholic beverages;1996 August;74.29;74.2;-1.7;-1.7;;;13386
388;010000 Food and non-alcoholic beverages;1996 September;74.59;74.49;0.4;0.4;;;13386
389;010000 Food and non-alcoholic beverages;1996 October;74.83;74.74;0.3;0.3;;;13386
390;010000 Food and non-alcoholic beverages;1996 November;74.83;74.74;0.0;0.0;;;13386
391;010000 Food and non-alcoholic beverages;1996 December;75.45;75.36;0.8;0.8;;;13386
392;010000 Food and non-alcoholic beverages;1996;75.64;75.55;;;;;13386
393;010000 Food and non-alcoholic beverages;1997 January;77.14;77.04;2.2;2.2;1.8;1.8;13386
394;010000 Food and non-alcoholic beverages;1997 February;76.38;76.28;-1.0;-1.0;0.5;0.5;13386
395;010000 Food and non-alcoholic beverages;1997 March;75.9;75.8;-0.6;-0.6;-1.9;-1.9;13386
396;010000 Food and non-alcoholic beverages;1997 April;75.97;75.88;0.1;0.1;-1.6;-1.6;13386
397;010000 Food and non-alcoholic beverages;1997 May;76.89;76.79;1.2;1.2;1.0;1.0;13386
398;010000 Food and non-alcoholic beverages;1997 June;76.97;76.87;0.1;0.1;1.8;1.8;13386
399;010000 Food and non-alcoholic beverages;1997 July;76.99;76.89;0.0;0.0;1.9;1.9;13386
400;010000 Food and non-alcoholic beverages;1997 August;76.81;76.71;-0.2;-0.2;3.4;3.4;13386
401;010000 Food and non-alcoholic beverages;1997 September;77.02;76.93;0.3;0.3;3.3;3.3;13386
402;010000 Food and non-alcoholic beverages;1997 October;77.08;76.98;0.1;0.1;3.0;3.0;13386
403;010000 Food and non-alcoholic beverages;1997 November;77.87;77.77;1.0;1.0;4.1;4.1;13386
404;010000 Food and non-alcoholic beverages;1997 December;77.51;77.42;-0.5;-0.5;2.7;2.7;13386
405;010000 Food and non-alcoholic beverages;1997;76.88;76.78;;;1.6;1.6;13386
406;010000 Food and non-alcoholic beverages;1998 January;77.87;77.77;0.5;0.5;0.9;0.9;13386
407;010000 Food and non-alcoholic beverages;1998 February;77.96;77.86;0.1;0.1;2.1;2.1;13386
408;010000 Food and non-alcoholic beverages;1998 March;78.49;78.39;0.7;0.7;3.4;3.4;13386
409;010000 Food and non-alcoholic beverages;1998 April;78.96;78.87;0.6;0.6;3.9;3.9;13386
410;010000 Food and non-alcoholic beverages;1998 May;79.05;78.95;0.1;0.1;2.8;2.8;13386
411;010000 Food and non-alcoholic beverages;1998 June;78.62;78.52;-0.5;-0.5;2.1;2.1;13386
412;010000 Food and non-alcoholic beverages;1998 July;78.96;78.86;0.4;0.4;2.6;2.6;13386
413;010000 Food and non-alcoholic beverages;1998 August;78.4;78.3;-0.7;-0.7;2.1;2.1;13386
414;010000 Food and non-alcoholic beverages;1998 September;78.51;78.41;0.1;0.1;1.9;1.9;13386
415;010000 Food and non-alcoholic beverages;1998 October;78.43;78.33;-0.1;-0.1;1.8;1.8;13386
416;010000 Food and non-alcoholic beverages;1998 November;79.11;79.01;0.9;0.9;1.6;1.6;13386
417;010000 Food and non-alcoholic beverages;1998 December;79.77;79.67;0.8;0.8;2.9;2.9;13386
418;010000 Food and non-alcoholic beverages;1998;78.68;78.58;;;2.3;2.3;13386
419;010000 Food and non-alcoholic beverages;1999 January;80.25;80.15;0.6;0.6;3.1;3.1;13386
420;010000 Food and non-alcoholic beverages;1999 February;80.49;80.39;0.3;0.3;3.2;3.2;13386
421;010000 Food and non-alcoholic beverages;1999 March;80.9;80.8;0.5;0.5;3.1;3.1;13386
422;010000 Food and non-alcoholic beverages;1999 April;80.52;80.42;-0.5;-0.5;2.0;2.0;13386
423;010000 Food and non-alcoholic beverages;1999 May;80.53;80.43;0.0;0.0;1.9;1.9;13386
424;010000 Food and non-alcoholic beverages;1999 June;79.95;79.85;-0.7;-0.7;1.7;1.7;13386
425;010000 Food and non-alcoholic beverages;1999 July;78.86;78.76;-1.4;-1.4;-0.1;-0.1;13386
426;010000 Food and non-alcoholic beverages;1999 August;78.9;78.8;0.1;0.1;0.6;0.6;13386
427;010000 Food and non-alcoholic beverages;1999 September;78.79;78.7;-0.1;-0.1;0.4;0.4;13386
428;010000 Food and non-alcoholic beverages;1999 October;78.77;78.67;0.0;0.0;0.4;0.4;13386
429;010000 Food and non-alcoholic beverages;1999 November;79.24;79.14;0.6;0.6;0.2;0.2;13386
430;010000 Food and non-alcoholic beverages;1999 December;79.31;79.21;0.1;0.1;-0.6;-0.6;13386
431;010000 Food and non-alcoholic beverages;1999;79.71;79.61;;;1.3;1.3;13386
432;010000 Food and non-alcoholic beverages;2000 January;79.55;79.45;0.3;0.3;-0.9;-0.9;11082
433;010000 Food and non-alcoholic beverages;2000 February;79.02;78.92;-0.7;-0.7;-1.8;-1.8;11082
434;010000 Food and non-alcoholic beverages;2000 March;79.12;79.02;0.1;0.1;-2.2;-2.2;11082
435;010000 Food and non-alcoholic beverages;2000 April;79.21;79.11;0.1;0.1;-1.6;-1.6;11082
436;010000 Food and non-alcoholic beverages;2000 May;79.36;79.27;0.2;0.2;-1.5;-1.4;11082
437;010000 Food and non-alcoholic beverages;2000 June;79.57;79.47;0.3;0.3;-0.5;-0.5;11082
438;010000 Food and non-alcoholic beverages;2000 July;79.31;79.21;-0.3;-0.3;0.6;0.6;11082
439;010000 Food and non-alcoholic beverages;2000 August;79.56;79.46;0.3;0.3;0.8;0.8;11082
440;010000 Food and non-alcoholic beverages;2000 September;79.9;79.8;0.4;0.4;1.4;1.4;11082
441;010000 Food and non-alcoholic beverages;2000 October;80.33;80.23;0.5;0.5;2.0;2.0;11082
442;010000 Food and non-alcoholic beverages;2000 November;80.98;80.88;0.8;0.8;2.2;2.2;11082
443;010000 Food and non-alcoholic beverages;2000 December;81.4;81.3;0.5;0.5;2.6;2.6;11082
444;010000 Food and non-alcoholic beverages;2000;79.78;79.68;;;0.1;0.1;11082
445;010000 Food and non-alcoholic beverages;2001 January;82.36;82.26;1.2;1.2;3.5;3.5;11082
446;010000 Food and non-alcoholic beverages;2001 February;82.85;82.75;0.6;0.6;4.8;4.9;11082
447;010000 Food and non-alcoholic beverages;2001 March;84.35;84.24;1.8;1.8;6.6;6.6;11082
448;010000 Food and non-alcoholic beverages;2001 April;85.53;85.42;1.4;1.4;8.0;8.0;11082
449;010000 Food and non-alcoholic beverages;2001 May;85.93;85.82;0.5;0.5;8.3;8.3;11082
450;010000 Food and non-alcoholic beverages;2001 June;85.82;85.71;-0.1;-0.1;7.9;7.9;11082
451;010000 Food and non-alcoholic beverages;2001 July;86.01;85.91;0.2;0.2;8.4;8.5;11082
452;010000 Food and non-alcoholic beverages;2001 August;86.05;85.94;0.0;0.0;8.2;8.2;11082
453;010000 Food and non-alcoholic beverages;2001 September;86.57;86.46;0.6;0.6;8.3;8.3;11082
454;010000 Food and non-alcoholic beverages;2001 October;86.4;86.29;-0.2;-0.2;7.6;7.6;11082
455;010000 Food and non-alcoholic beverages;2001 November;86.09;85.99;-0.4;-0.3;6.3;6.3;11082
456;010000 Food and non-alcoholic beverages;2001 December;86.75;86.64;0.8;0.8;6.6;6.6;11082
457;010000 Food and non-alcoholic beverages;2001;85.39;85.29;;;7.0;7.0;11082
458;010000 Food and non-alcoholic beverages;2002 January;88.56;88.45;2.1;2.1;7.5;7.5;11082
459;010000 Food and non-alcoholic beverages;2002 February;88.71;88.6;0.2;0.2;7.1;7.1;11082
460;010000 Food and non-alcoholic beverages;2002 March;88.84;88.73;0.1;0.1;5.3;5.3;11082
461;010000 Food and non-alcoholic beverages;2002 April;88.41;88.53;-0.5;-0.2;3.4;3.6;11082
462;010000 Food and non-alcoholic beverages;2002 May;88.45;88.56;0.0;0.0;2.9;3.2;11082
463;010000 Food and non-alcoholic beverages;2002 June;88.12;88.23;-0.4;-0.4;2.7;2.9;11082
464;010000 Food and non-alcoholic beverages;2002 July;88.43;88.55;0.4;0.4;2.8;3.1;11082
465;010000 Food and non-alcoholic beverages;2002 August;87.94;88.05;-0.6;-0.6;2.2;2.5;11082
466;010000 Food and non-alcoholic beverages;2002 September;88.75;88.86;0.9;0.9;2.5;2.8;11082
467;010000 Food and non-alcoholic beverages;2002 October;87.54;87.66;-1.4;-1.4;1.3;1.6;11082
468;010000 Food and non-alcoholic beverages;2002 November;87.1;87.21;-0.5;-0.5;1.2;1.4;11082
469;010000 Food and non-alcoholic beverages;2002 December;87.49;87.6;0.4;0.4;0.9;1.1;11082
470;010000 Food and non-alcoholic beverages;2002;88.2;88.25;;;3.3;3.5;11082
471;010000 Food and non-alcoholic beverages;2003 January;87.91;88.03;0.5;0.5;-0.7;-0.5;11082
472;010000 Food and non-alcoholic beverages;2003 February;88.3;88.42;0.4;0.4;-0.5;-0.2;11082
473;010000 Food and non-alcoholic beverages;2003 March;89.09;89.21;0.9;0.9;0.3;0.5;11082
474;010000 Food and non-alcoholic beverages;2003 April;89.68;89.8;0.7;0.7;1.4;1.4;11082
475;010000 Food and non-alcoholic beverages;2003 May;89.63;89.74;-0.1;-0.1;1.3;1.3;11082
476;010000 Food and non-alcoholic beverages;2003 June;89.93;90.04;0.3;0.3;2.1;2.1;11082
477;010000 Food and non-alcoholic beverages;2003 July;89.72;89.83;-0.2;-0.2;1.5;1.4;11082
478;010000 Food and non-alcoholic beverages;2003 August;90.05;90.16;0.4;0.4;2.4;2.4;11082
479;010000 Food and non-alcoholic beverages;2003 September;90.65;90.76;0.7;0.7;2.1;2.1;11082
480;010000 Food and non-alcoholic beverages;2003 October;89.51;89.63;-1.3;-1.2;2.3;2.2;11082
481;010000 Food and non-alcoholic beverages;2003 November;88.26;88.37;-1.4;-1.4;1.3;1.3;11082
482;010000 Food and non-alcoholic beverages;2003 December;87.35;87.47;-1.0;-1.0;-0.2;-0.1;11082
483;010000 Food and non-alcoholic beverages;2003;89.17;89.29;;;1.1;1.2;11082
484;010000 Food and non-alcoholic beverages;2004 January;87.54;87.66;0.2;0.2;-0.4;-0.4;11082
485;010000 Food and non-alcoholic beverages;2004 February;87.32;87.44;-0.3;-0.3;-1.1;-1.1;11082
486;010000 Food and non-alcoholic beverages;2004 March;86.92;87.04;-0.5;-0.5;-2.4;-2.4;11082
487;010000 Food and non-alcoholic beverages;2004 April;86.75;86.86;-0.2;-0.2;-3.3;-3.3;11082
488;010000 Food and non-alcoholic beverages;2004 May;86.77;86.89;0.0;0.0;-3.2;-3.2;11082
489;010000 Food and non-alcoholic beverages;2004 June;86.58;86.7;-0.2;-0.2;-3.7;-3.7;11082
490;010000 Food and non-alcoholic beverages;2004 July;86.24;86.36;-0.4;-0.4;-3.9;-3.9;11082
491;010000 Food and non-alcoholic beverages;2004 August;85.47;85.59;-0.9;-0.9;-5.1;-5.1;11082
492;010000 Food and non-alcoholic beverages;2004 September;85.5;85.62;0.0;0.0;-5.7;-5.7;11082
493;010000 Food and non-alcoholic beverages;2004 October;85.0;85.12;-0.6;-0.6;-5.0;-5.0;11082
494;010000 Food and non-alcoholic beverages;2004 November;84.28;84.41;-0.8;-0.8;-4.5;-4.5;11082
495;010000 Food and non-alcoholic beverages;2004 December;84.62;84.74;0.4;0.4;-3.1;-3.1;11082
496;010000 Food and non-alcoholic beverages;2004;86.08;86.2;;;-3.5;-3.5;11082
497;010000 Food and non-alcoholic beverages;2005 January;84.58;84.7;0.0;0.0;-3.4;-3.4;11082
498;010000 Food and non-alcoholic beverages;2005 February;85.29;85.41;0.8;0.8;-2.3;-2.3;11082
499;010000 Food and non-alcoholic beverages;2005 March;85.73;85.85;0.5;0.5;-1.4;-1.4;11082
500;010000 Food and non-alcoholic beverages;2005 April;84.89;85.01;-1.0;-1.0;-2.1;-2.1;11082
501;010000 Food and non-alcoholic beverages;2005 May;85.38;85.5;0.6;0.6;-1.6;-1.6;11082
502;010000 Food and non-alcoholic beverages;2005 June;85.35;85.47;0.0;0.0;-1.4;-1.4;11082
503;010000 Food and non-alcoholic beverages;2005 July;84.84;84.96;-0.6;-0.6;-1.6;-1.6;11082
504;010000 Food and non-alcoholic beverages;2005 August;85.18;85.3;0.4;0.4;-0.3;-0.3;11082
505;010000 Food and non-alcoholic beverages;2005 September;84.1;84.23;-1.3;-1.3;-1.6;-1.6;11082
506;010000 Food and non-alcoholic beverages;2005 October;84.5;84.62;0.5;0.5;-0.6;-0.6;11082
507;010000 Food and non-alcoholic beverages;2005 November;84.82;84.94;0.4;0.4;0.6;0.6;11082
508;010000 Food and non-alcoholic beverages;2005 December;85.01;85.14;0.2;0.2;0.5;0.5;11082
509;010000 Food and non-alcoholic beverages;2005;84.97;85.09;;;-1.3;-1.3;11082
510;010000 Food and non-alcoholic beverages;2006 January;85.76;85.88;0.9;0.9;1.4;1.4;10859
511;010000 Food and non-alcoholic beverages;2006 February;85.98;86.1;0.3;0.3;0.8;0.8;10859
512;010000 Food and non-alcoholic beverages;2006 March;86.23;86.35;0.3;0.3;0.6;0.6;10859
513;010000 Food and non-alcoholic beverages;2006 April;86.56;86.68;0.4;0.4;2.0;2.0;10859
514;010000 Food and non-alcoholic beverages;2006 May;86.37;86.49;-0.2;-0.2;1.2;1.2;10859
515;010000 Food and non-alcoholic beverages;2006 June;86.72;86.84;0.4;0.4;1.6;1.6;10859
516;010000 Food and non-alcoholic beverages;2006 July;86.31;86.43;-0.5;-0.5;1.7;1.7;10859
517;010000 Food and non-alcoholic beverages;2006 August;86.88;87.0;0.7;0.7;2.0;2.0;10859
518;010000 Food and non-alcoholic beverages;2006 September;86.86;86.98;0.0;0.0;3.3;3.3;10859
519;010000 Food and non-alcoholic beverages;2006 October;86.1;86.22;-0.9;-0.9;1.9;1.9;10859
520;010000 Food and non-alcoholic beverages;2006 November;86.28;86.4;0.2;0.2;1.7;1.7;10859
521;010000 Food and non-alcoholic beverages;2006 December;86.35;86.47;0.1;0.1;1.6;1.6;10859
522;010000 Food and non-alcoholic beverages;2006;86.37;86.49;;;1.6;1.6;10859
523;010000 Food and non-alcoholic beverages;2007 January;86.71;86.84;0.4;0.4;1.1;1.1;10803
524;010000 Food and non-alcoholic beverages;2007 February;86.88;87.0;0.2;0.2;1.0;1.0;10803
525;010000 Food and non-alcoholic beverages;2007 March;86.77;86.9;-0.1;-0.1;0.6;0.6;10803
526;010000 Food and non-alcoholic beverages;2007 April;87.14;87.26;0.4;0.4;0.7;0.7;10803
527;010000 Food and non-alcoholic beverages;2007 May;86.74;86.86;-0.5;-0.5;0.4;0.4;10803
528;010000 Food and non-alcoholic beverages;2007 June;86.87;86.99;0.1;0.1;0.2;0.2;10803
529;010000 Food and non-alcoholic beverages;2007 July;86.77;86.9;-0.1;-0.1;0.5;0.5;10803
530;010000 Food and non-alcoholic beverages;2007 August;86.66;86.79;-0.1;-0.1;-0.3;-0.2;10803
531;010000 Food and non-alcoholic beverages;2007 September;86.94;87.06;0.3;0.3;0.1;0.1;10803
532;010000 Food and non-alcoholic beverages;2007 October;87.6;87.73;0.8;0.8;1.7;1.8;10803
533;010000 Food and non-alcoholic beverages;2007 November;88.72;88.84;1.3;1.3;2.8;2.8;10803
534;010000 Food and non-alcoholic beverages;2007 December;89.3;89.43;0.7;0.7;3.4;3.4;10803
535;010000 Food and non-alcoholic beverages;2007;87.26;87.38;;;1.0;1.0;10803
536;010000 Food and non-alcoholic beverages;2008 January;90.09;90.22;0.9;0.9;3.9;3.9;11067
537;010000 Food and non-alcoholic beverages;2008 February;90.47;90.59;0.4;0.4;4.1;4.1;11067
538;010000 Food and non-alcoholic beverages;2008 March;91.24;91.37;0.9;0.9;5.2;5.1;11067
539;010000 Food and non-alcoholic beverages;2008 April;91.74;91.87;0.5;0.5;5.3;5.3;11067
540;010000 Food and non-alcoholic beverages;2008 May;92.16;92.29;0.5;0.5;6.2;6.3;11067
541;010000 Food and non-alcoholic beverages;2008 June;92.56;92.69;0.4;0.4;6.6;6.6;11067
542;010000 Food and non-alcoholic beverages;2008 July;92.79;92.92;0.2;0.2;6.9;6.9;11067
543;010000 Food and non-alcoholic beverages;2008 August;92.58;92.71;-0.2;-0.2;6.8;6.8;11067
544;010000 Food and non-alcoholic beverages;2008 September;92.78;92.91;0.2;0.2;6.7;6.7;11067
545;010000 Food and non-alcoholic beverages;2008 October;93.03;93.16;0.3;0.3;6.2;6.2;11067
546;010000 Food and non-alcoholic beverages;2008 November;93.13;93.26;0.1;0.1;5.0;5.0;11067
547;010000 Food and non-alcoholic beverages;2008 December;93.48;93.61;0.4;0.4;4.7;4.7;11067
548;010000 Food and non-alcoholic beverages;2008;92.17;92.3;;;5.6;5.6;11067
549;010000 Food and non-alcoholic beverages;2009 January;93.83;93.96;0.4;0.4;4.2;4.1;10950
550;010000 Food and non-alcoholic beverages;2009 February;94.35;94.48;0.6;0.6;4.3;4.3;10950
551;010000 Food and non-alcoholic beverages;2009 March;94.53;94.66;0.2;0.2;3.6;3.6;10950
552;010000 Food and non-alcoholic beverages;2009 April;94.47;94.61;-0.1;-0.1;3.0;3.0;10950
553;010000 Food and non-alcoholic beverages;2009 May;94.03;94.16;-0.5;-0.5;2.0;2.0;10950
554;010000 Food and non-alcoholic beverages;2009 June;93.78;93.91;-0.3;-0.3;1.3;1.3;10950
555;010000 Food and non-alcoholic beverages;2009 July;92.86;92.99;-1.0;-1.0;0.1;0.1;10950
556;010000 Food and non-alcoholic beverages;2009 August;92.23;92.36;-0.7;-0.7;-0.4;-0.4;10950
557;010000 Food and non-alcoholic beverages;2009 September;91.67;91.8;-0.6;-0.6;-1.2;-1.2;10950
558;010000 Food and non-alcoholic beverages;2009 October;91.93;92.06;0.3;0.3;-1.2;-1.2;10950
559;010000 Food and non-alcoholic beverages;2009 November;91.88;92.01;-0.1;-0.1;-1.3;-1.3;10950
560;010000 Food and non-alcoholic beverages;2009 December;92.44;92.57;0.6;0.6;-1.1;-1.1;10950
561;010000 Food and non-alcoholic beverages;2009;93.17;93.3;;;1.1;1.1;10950
562;010000 Food and non-alcoholic beverages;2010 January;91.96;92.09;-0.5;-0.5;-2.0;-2.0;11257
563;010000 Food and non-alcoholic beverages;2010 February;93.04;93.17;1.2;1.2;-1.4;-1.4;11257
564;010000 Food and non-alcoholic beverages;2010 March;93.18;93.32;0.2;0.2;-1.4;-1.4;11257
565;010000 Food and non-alcoholic beverages;2010 April;93.51;93.65;0.4;0.4;-1.0;-1.0;11257
566;010000 Food and non-alcoholic beverages;2010 May;93.04;93.17;-0.5;-0.5;-1.1;-1.1;11257
567;010000 Food and non-alcoholic beverages;2010 June;93.14;93.27;0.1;0.1;-0.7;-0.7;11257
568;010000 Food and non-alcoholic beverages;2010 July;93.53;93.66;0.4;0.4;0.7;0.7;11257
569;010000 Food and non-alcoholic beverages;2010 August;93.38;93.52;-0.2;-0.1;1.2;1.3;11257
570;010000 Food and non-alcoholic beverages;2010 September;92.91;93.04;-0.5;-0.5;1.4;1.4;11257
571;010000 Food and non-alcoholic beverages;2010 October;92.98;93.11;0.1;0.1;1.1;1.1;11257
572;010000 Food and non-alcoholic beverages;2010 November;92.99;93.12;0.0;0.0;1.2;1.2;11257
573;010000 Food and non-alcoholic beverages;2010 December;93.39;93.53;0.4;0.4;1.0;1.0;11257
574;010000 Food and non-alcoholic beverages;2010;93.09;93.22;;;-0.1;-0.1;11257
575;010000 Food and non-alcoholic beverages;2011 January;92.74;92.87;-0.7;-0.7;0.8;0.8;11264
576;010000 Food and non-alcoholic beverages;2011 February;94.36;94.49;1.7;1.7;1.4;1.4;11264
577;010000 Food and non-alcoholic beverages;2011 March;94.87;95.0;0.5;0.5;1.8;1.8;11264
578;010000 Food and non-alcoholic beverages;2011 April;95.58;95.72;0.7;0.8;2.2;2.2;11264
579;010000 Food and non-alcoholic beverages;2011 May;95.6;95.74;0.0;0.0;2.8;2.8;11264
580;010000 Food and non-alcoholic beverages;2011 June;95.91;96.05;0.3;0.3;3.0;3.0;11264
581;010000 Food and non-alcoholic beverages;2011 July;95.76;95.9;-0.2;-0.2;2.4;2.4;11264
582;010000 Food and non-alcoholic beverages;2011 August;95.43;95.57;-0.3;-0.3;2.2;2.2;11264
583;010000 Food and non-alcoholic beverages;2011 September;95.0;95.14;-0.5;-0.4;2.2;2.3;11264
584;010000 Food and non-alcoholic beverages;2011 October;95.33;95.46;0.3;0.3;2.5;2.5;11264
585;010000 Food and non-alcoholic beverages;2011 November;95.43;95.57;0.1;0.1;2.6;2.6;11264
586;010000 Food and non-alcoholic beverages;2011 December;95.78;95.91;0.4;0.4;2.6;2.5;11264
587;010000 Food and non-alcoholic beverages;2011;95.15;95.29;;;2.2;2.2;11264
588;010000 Food and non-alcoholic beverages;2012 January;94.85;94.98;-1.0;-1.0;2.3;2.3;11317
589;010000 Food and non-alcoholic beverages;2012 February;96.99;97.13;2.3;2.3;2.8;2.8;11317
590;010000 Food and non-alcoholic beverages;2012 March;96.86;96.99;-0.1;-0.1;2.1;2.1;11317
591;010000 Food and non-alcoholic beverages;2012 April;96.94;97.08;0.1;0.1;1.4;1.4;11317
592;010000 Food and non-alcoholic beverages;2012 May;96.83;96.97;-0.1;-0.1;1.3;1.3;11317
