ID;SIC1993SizeClasses;Periods;UnfilledVacancies_1;NewVacancies_2;FilledVacancies_3;UnfilledVacancies_4;NewVacancies_5;FilledVacancies_6
2820;M Education;2002 1st quarter;;;;4.3;8.0;10.0
2821;M Education;2002 2nd quarter;;;;5.8;10.0;9.0
2822;M Education;2002 3rd quarter;;;;3.7;12.0;15.0
2823;M Education;2002 4th quarter;;;;3.5;6.0;6.0
2824;M Education;2002 annual figure;;;;4.7;37.0;39.0
2825;M Education;2003 1st quarter;;;;3.1;6.0;6.0
2826;M Education;2003 2nd quarter;;;;4.0;7.0;6.0
2827;M Education;2003 3rd quarter;;;;2.2;9.0;10.0
2828;M Education;2003 4th quarter;;;;2.2;6.0;6.0
2829;M Education;2003 annual figure;;;;3.0;27.0;29.0
2830;M Education;2004 1st quarter;;;;3.0;5.0;4.0
2831;M Education;2004 2nd quarter;;;;4.1;7.0;6.0
2832;M Education;2004 3rd quarter;;;;3.4;8.0;9.0
2833;M Education;2004 4th quarter;;;;3.0;5.0;6.0
2834;M Education;2004 annual figure;;;;3.3;26.0;25.0
2835;M Education;2005 1st quarter;;;;3.5;6.0;5.0
2836;M Education;2005 2nd quarter;;;;6.2;10.0;7.0
2837;M Education;2005 3rd quarter;;;;5.4;10.0;11.0
2838;M Education;2005 4th quarter;;;;5.0;7.0;7.0
2839;M Education;2005 annual figure;;;;4.8;33.0;30.0
2840;M Education;2006 1st quarter;;;;5.1;7.0;7.0
2841;M Education;2006 2nd quarter;;;;6.9;10.0;8.0
2842;M Education;2006 3rd quarter;;;;5.3;10.0;12.0
2843;M Education;2006 4th quarter;6.3;9.0;8.0;6.2;9.0;9.0
2844;M Education;2006 annual figure;;;;5.7;37.0;36.0
2845;M Education;2007 1st quarter;6.2;9.0;9.0;;;
2846;M Education;2007 2nd quarter;8.3;13.0;11.0;;;
2847;M Education;2007 3rd quarter;6.6;14.0;15.0;;;
2848;M Education;2007 4th quarter;6.2;8.0;9.0;;;
2849;M Education;2007 annual figure;6.8;44.0;44.0;;;
2850;M Education;2008 1st quarter;6.8;9.0;8.0;;;
2851;M Education;2008 2nd quarter;8.0;13.0;11.0;;;
2852;M Education;2008 3rd quarter;5.9;13.0;15.0;;;
2853;M Education;2008 4rd quarter;5.3;8.0;8.0;;;
2854;M Education;2008 annual figure;6.6;42.0;43.0;;;
2855;M Education;2009 1st quarter;4.1;7.0;9.0;;;
2856;M Education;2009 2nd quarter;5.6;11.0;9.0;;;
2857;M Education;2009 3rd quarter;3.6;10.0;12.0;;;
2858;M Education;2009 4rd quarter;3.4;6.0;6.0;;;
2859;M Education;2009 annual figure;4.4;34.0;35.0;;;
2860;801 Primary and special education;1997 1st quarter;;;;0.5;2.0;2.0
2861;801 Primary and special education;1997 2nd quarter;;;;0.8;3.0;2.0
2862;801 Primary and special education;1997 3rd quarter;;;;0.8;5.0;5.0
2863;801 Primary and special education;1997 4th quarter;;;;0.6;2.0;2.0
2864;801 Primary and special education;1997 annual figure;;;;;;
2865;801 Primary and special education;1998 1st quarter;;;;0.6;2.0;2.0
2866;801 Primary and special education;1998 2nd quarter;;;;0.9;3.0;2.0
2867;801 Primary and special education;1998 3rd quarter;;;;0.8;4.0;4.0
2868;801 Primary and special education;1998 4th quarter;;;;0.7;2.0;2.0
2869;801 Primary and special education;1998 annual figure;;;;0.8;11.0;11.0
2870;801 Primary and special education;1999 1st quarter;;;;0.7;3.0;3.0
2871;801 Primary and special education;1999 2nd quarter;;;;1.2;3.0;2.0
2872;801 Primary and special education;1999 3rd quarter;;;;0.9;4.0;4.0
2873;801 Primary and special education;1999 4th quarter;;;;0.9;2.0;2.0
2874;801 Primary and special education;1999 annual figure;;;;0.9;12.0;11.0
2875;801 Primary and special education;2000 1st quarter;;;;1.0;3.0;3.0
2876;801 Primary and special education;2000 2nd quarter;;;;1.7;4.0;3.0
2877;801 Primary and special education;2000 3rd quarter;;;;1.3;5.0;6.0
2878;801 Primary and special education;2000 4th quarter;;;;1.3;3.0;3.0
2879;801 Primary and special education;2000 annual figure;;;;1.3;15.0;14.0
2880;801 Primary and special education;2001 1st quarter;;;;1.3;3.0;3.0
2881;801 Primary and special education;2001 2nd quarter;;;;1.8;4.0;3.0
2882;801 Primary and special education;2001 3rd quarter;;;;1.3;4.0;5.0
2883;801 Primary and special education;2001 4th quarter;;;;1.5;3.0;3.0
2884;801 Primary and special education;2001 annual figure;;;;1.4;14.0;14.0
2885;801 Primary and special education;2002 1st quarter;;;;1.2;3.0;3.0
2886;801 Primary and special education;2002 2nd quarter;;;;1.9;4.0;3.0
2887;801 Primary and special education;2002 3rd quarter;;;;1.1;5.0;6.0
2888;801 Primary and special education;2002 4th quarter;;;;1.1;2.0;2.0
2889;801 Primary and special education;2002 annual figure;;;;1.4;13.0;14.0
2890;801 Primary and special education;2003 1st quarter;;;;0.9;2.0;2.0
2891;801 Primary and special education;2003 2nd quarter;;;;1.1;3.0;2.0
2892;801 Primary and special education;2003 3rd quarter;;;;0.7;3.0;4.0
2893;801 Primary and special education;2003 4th quarter;;;;0.6;2.0;2.0
2894;801 Primary and special education;2003 annual figure;;;;0.9;10.0;10.0
2895;801 Primary and special education;2004 1st quarter;;;;0.6;1.0;1.0
2896;801 Primary and special education;2004 2nd quarter;;;;0.8;2.0;2.0
2897;801 Primary and special education;2004 3rd quarter;;;;0.8;3.0;3.0
2898;801 Primary and special education;2004 4th quarter;;;;0.6;1.0;1.0
2899;801 Primary and special education;2004 annual figure;;;;0.7;7.0;7.0
2900;801 Primary and special education;2005 1st quarter;;;;0.4;1.0;1.0
2901;801 Primary and special education;2005 2nd quarter;;;;1.0;2.0;2.0
2902;801 Primary and special education;2005 3rd quarter;;;;0.7;2.0;2.0
2903;801 Primary and special education;2005 4th quarter;;;;0.7;1.0;1.0
2904;801 Primary and special education;2005 annual figure;;;;0.7;7.0;7.0
2905;801 Primary and special education;2006 1st quarter;;;;0.7;1.0;1.0
2906;801 Primary and special education;2006 2nd quarter;;;;1.0;2.0;2.0
2907;801 Primary and special education;2006 3rd quarter;;;;0.8;2.0;2.0
2908;801 Primary and special education;2006 4th quarter;0.8;2.0;2.0;0.9;2.0;2.0
2909;801 Primary and special education;2006 annual figure;;;;0.8;8.0;8.0
2910;801 Primary and special education;2007 1st quarter;1.2;2.0;2.0;;;
2911;801 Primary and special education;2007 2nd quarter;1.7;3.0;3.0;;;
2912;801 Primary and special education;2007 3rd quarter;1.3;4.0;4.0;;;
2913;801 Primary and special education;2007 4th quarter;1.0;2.0;2.0;;;
2914;801 Primary and special education;2007 annual figure;1.3;11.0;11.0;;;
2915;801 Primary and special education;2008 1st quarter;0.9;1.0;2.0;;;
2916;801 Primary and special education;2008 2nd quarter;1.5;3.0;3.0;;;
2917;801 Primary and special education;2008 3rd quarter;1.1;3.0;4.0;;;
2918;801 Primary and special education;2008 4rd quarter;0.9;2.0;2.0;;;
2919;801 Primary and special education;2008 annual figure;1.1;10.0;10.0;;;
2920;801 Primary and special education;2009 1st quarter;0.6;1.0;1.0;;;
2921;801 Primary and special education;2009 2nd quarter;1.1;3.0;2.0;;;
2922;801 Primary and special education;2009 3rd quarter;0.7;3.0;3.0;;;
2923;801 Primary and special education;2009 4rd quarter;0.6;1.0;1.0;;;
2924;801 Primary and special education;2009 annual figure;0.8;8.0;8.0;;;
2925;802 Secondary education;1997 1st quarter;;;;0.7;3.0;2.0
2926;802 Secondary education;1997 2nd quarter;;;;0.6;2.0;2.0
2927;802 Secondary education;1997 3rd quarter;;;;0.4;5.0;5.0
2928;802 Secondary education;1997 4th quarter;;;;0.7;2.0;2.0
2929;802 Secondary education;1997 annual figure;;;;;;
2930;802 Secondary education;1998 1st quarter;;;;0.7;3.0;3.0
2931;802 Secondary education;1998 2nd quarter;;;;1.2;3.0;3.0
2932;802 Secondary education;1998 3rd quarter;;;;1.3;8.0;8.0
2933;802 Secondary education;1998 4th quarter;;;;1.0;3.0;3.0
2934;802 Secondary education;1998 annual figure;;;;1.0;17.0;17.0
2935;802 Secondary education;1999 1st quarter;;;;0.9;3.0;3.0
2936;802 Secondary education;1999 2nd quarter;;;;1.8;4.0;3.0
2937;802 Secondary education;1999 3rd quarter;;;;1.4;6.0;7.0
2938;802 Secondary education;1999 4th quarter;;;;1.3;3.0;3.0
2939;802 Secondary education;1999 annual figure;;;;1.3;17.0;16.0
2940;802 Secondary education;2000 1st quarter;;;;1.1;3.0;3.0
2941;802 Secondary education;2000 2nd quarter;;;;2.2;4.0;3.0
2942;802 Secondary education;2000 3rd quarter;;;;1.4;6.0;7.0
2943;802 Secondary education;2000 4th quarter;;;;1.4;3.0;3.0
2944;802 Secondary education;2000 annual figure;;;;1.5;16.0;16.0
2945;802 Secondary education;2001 1st quarter;;;;1.6;3.0;3.0
2946;802 Secondary education;2001 2nd quarter;;;;2.1;4.0;3.0
2947;802 Secondary education;2001 3rd quarter;;;;2.0;6.0;6.0
2948;802 Secondary education;2001 4th quarter;;;;1.5;3.0;3.0
2949;802 Secondary education;2001 annual figure;;;;1.8;16.0;16.0
2950;802 Secondary education;2002 1st quarter;;;;1.5;4.0;4.0
2951;802 Secondary education;2002 2nd quarter;;;;2.2;4.0;3.0
2952;802 Secondary education;2002 3rd quarter;;;;1.5;6.0;7.0
2953;802 Secondary education;2002 4th quarter;;;;1.1;2.0;3.0
2954;802 Secondary education;2002 annual figure;;;;1.6;16.0;16.0
2955;802 Secondary education;2003 1st quarter;;;;0.8;2.0;2.0
2956;802 Secondary education;2003 2nd quarter;;;;1.3;3.0;2.0
2957;802 Secondary education;2003 3rd quarter;;;;0.7;4.0;5.0
2958;802 Secondary education;2003 4th quarter;;;;0.9;2.0;2.0
2959;802 Secondary education;2003 annual figure;;;;1.0;11.0;12.0
2960;802 Secondary education;2004 1st quarter;;;;0.9;2.0;2.0
2961;802 Secondary education;2004 2nd quarter;;;;1.6;3.0;3.0
2962;802 Secondary education;2004 3rd quarter;;;;1.3;4.0;4.0
2963;802 Secondary education;2004 4th quarter;;;;1.0;2.0;3.0
2964;802 Secondary education;2004 annual figure;;;;1.2;12.0;12.0
2965;802 Secondary education;2005 1st quarter;;;;0.9;2.0;2.0
2966;802 Secondary education;2005 2nd quarter;;;;2.7;4.0;2.0
2967;802 Secondary education;2005 3rd quarter;;;;2.4;5.0;5.0
2968;802 Secondary education;2005 4th quarter;;;;1.9;3.0;3.0
2969;802 Secondary education;2005 annual figure;;;;1.9;13.0;13.0
2970;802 Secondary education;2006 1st quarter;;;;1.7;3.0;3.0
2971;802 Secondary education;2006 2nd quarter;;;;2.7;4.0;3.0
2972;802 Secondary education;2006 3rd quarter;;;;2.1;4.0;5.0
2973;802 Secondary education;2006 4th quarter;2.4;4.0;4.0;2.1;3.0;3.0
2974;802 Secondary education;2006 annual figure;;;;2.1;14.0;14.0
2975;802 Secondary education;2007 1st quarter;1.7;3.0;4.0;;;
2976;802 Secondary education;2007 2nd quarter;3.2;6.0;4.0;;;
2977;802 Secondary education;2007 3rd quarter;2.5;7.0;7.0;;;
2978;802 Secondary education;2007 4th quarter;2.5;4.0;4.0;;;
2979;802 Secondary education;2007 annual figure;2.5;19.0;19.0;;;
2980;802 Secondary education;2008 1st quarter;2.4;4.0;4.0;;;
2981;802 Secondary education;2008 2nd quarter;3.5;6.0;5.0;;;
2982;802 Secondary education;2008 3rd quarter;2.1;6.0;7.0;;;
2983;802 Secondary education;2008 4rd quarter;1.9;3.0;3.0;;;
2984;802 Secondary education;2008 annual figure;2.6;18.0;19.0;;;
2985;802 Secondary education;2009 1st quarter;1.4;3.0;3.0;;;
2986;802 Secondary education;2009 2nd quarter;2.7;5.0;4.0;;;
2987;802 Secondary education;2009 3rd quarter;1.5;5.0;6.0;;;
2988;802 Secondary education;2009 4rd quarter;1.4;3.0;3.0;;;
2989;802 Secondary education;2009 annual figure;1.8;16.0;16.0;;;
2990;803 Higher education;1997 1st quarter;;;;1.1;1.0;1.0
2991;803 Higher education;1997 2nd quarter;;;;1.1;1.0;1.0
2992;803 Higher education;1997 3rd quarter;;;;0.9;1.0;1.0
2993;803 Higher education;1997 4th quarter;;;;1.1;1.0;1.0
2994;803 Higher education;1997 annual figure;;;;;;
2995;803 Higher education;1998 1st quarter;;;;1.2;1.0;1.0
2996;803 Higher education;1998 2nd quarter;;;;1.5;2.0;1.0
2997;803 Higher education;1998 3rd quarter;;;;1.1;1.0;2.0
2998;803 Higher education;1998 4th quarter;;;;1.7;2.0;2.0
2999;803 Higher education;1998 annual figure;;;;1.3;7.0;6.0
3000;803 Higher education;1999 1st quarter;;;;1.2;2.0;2.0
3001;803 Higher education;1999 2nd quarter;;;;1.4;2.0;2.0
3002;803 Higher education;1999 3rd quarter;;;;1.3;2.0;2.0
3003;803 Higher education;1999 4th quarter;;;;1.4;1.0;1.0
3004;803 Higher education;1999 annual figure;;;;1.4;7.0;7.0
3005;803 Higher education;2000 1st quarter;;;;1.4;2.0;2.0
3006;803 Higher education;2000 2nd quarter;;;;1.6;2.0;2.0
3007;803 Higher education;2000 3rd quarter;;;;1.5;2.0;2.0
3008;803 Higher education;2000 4th quarter;;;;1.9;2.0;2.0
3009;803 Higher education;2000 annual figure;;;;1.5;9.0;8.0
3010;803 Higher education;2001 1st quarter;;;;1.2;1.0;2.0
3011;803 Higher education;2001 2nd quarter;;;;1.2;2.0;2.0
3012;803 Higher education;2001 3rd quarter;;;;1.1;2.0;2.0
3013;803 Higher education;2001 4th quarter;;;;1.4;2.0;1.0
3014;803 Higher education;2001 annual figure;;;;1.3;7.0;7.0
3015;803 Higher education;2002 1st quarter;;;;0.9;1.0;2.0
3016;803 Higher education;2002 2nd quarter;;;;1.0;1.0;1.0
3017;803 Higher education;2002 3rd quarter;;;;0.7;1.0;1.0
3018;803 Higher education;2002 4th quarter;;;;0.8;1.0;1.0
3019;803 Higher education;2002 annual figure;;;;0.9;5.0;5.0
3020;803 Higher education;2003 1st quarter;;;;0.6;1.0;1.0
3021;803 Higher education;2003 2nd quarter;;;;0.8;1.0;1.0
3022;803 Higher education;2003 3rd quarter;;;;0.6;1.0;1.0
3023;803 Higher education;2003 4th quarter;;;;0.5;1.0;1.0
3024;803 Higher education;2003 annual figure;;;;0.7;4.0;4.0
3025;803 Higher education;2004 1st quarter;;;;0.9;1.0;1.0
3026;803 Higher education;2004 2nd quarter;;;;1.1;1.0;1.0
3027;803 Higher education;2004 3rd quarter;;;;0.8;1.0;1.0
3028;803 Higher education;2004 4th quarter;;;;0.9;1.0;1.0
3029;803 Higher education;2004 annual figure;;;;0.9;4.0;4.0
3030;803 Higher education;2005 1st quarter;;;;1.0;1.0;1.0
3031;803 Higher education;2005 2nd quarter;;;;1.4;1.0;1.0
3032;803 Higher education;2005 3rd quarter;;;;1.2;1.0;1.0
3033;803 Higher education;2005 4th quarter;;;;1.4;1.0;1.0
3034;803 Higher education;2005 annual figure;;;;1.2;5.0;5.0
3035;803 Higher education;2006 1st quarter;;;;1.3;1.0;1.0
3036;803 Higher education;2006 2nd quarter;;;;1.2;2.0;2.0
3037;803 Higher education;2006 3rd quarter;;;;1.1;1.0;2.0
3038;803 Higher education;2006 4th quarter;1.5;2.0;1.0;1.5;2.0;1.0
3039;803 Higher education;2006 annual figure;;;;1.3;6.0;6.0
3040;803 Higher education;2007 1st quarter;1.5;2.0;2.0;;;
3041;803 Higher education;2007 2nd quarter;1.6;2.0;2.0;;;
3042;803 Higher education;2007 3rd quarter;1.3;1.0;2.0;;;
3043;803 Higher education;2007 4th quarter;1.5;2.0;1.0;;;
3044;803 Higher education;2007 annual figure;1.5;7.0;7.0;;;
3045;803 Higher education;2008 1st quarter;1.8;2.0;2.0;;;
3046;803 Higher education;2008 2nd quarter;1.4;2.0;2.0;;;
3047;803 Higher education;2008 3rd quarter;1.3;2.0;2.0;;;
3048;803 Higher education;2008 4rd quarter;1.6;2.0;1.0;;;
3049;803 Higher education;2008 annual figure;1.5;7.0;7.0;;;
3050;803 Higher education;2009 1st quarter;1.2;1.0;2.0;;;
3051;803 Higher education;2009 2nd quarter;0.9;1.0;2.0;;;
3052;803 Higher education;2009 3rd quarter;0.8;1.0;2.0;;;
3053;803 Higher education;2009 4rd quarter;0.9;1.0;1.0;;;
3054;803 Higher education;2009 annual figure;1.0;6.0;6.0;;;
3055;804 Other education;1997 1st quarter;;;;0.4;1.0;1.0
3056;804 Other education;1997 2nd quarter;;;;0.3;0.0;1.0
3057;804 Other education;1997 3rd quarter;;;;0.1;0.0;1.0
3058;804 Other education;1997 4th quarter;;;;0.3;1.0;0.0
3059;804 Other education;1997 annual figure;;;;;;
3060;804 Other education;1998 1st quarter;;;;0.6;1.0;1.0
3061;804 Other education;1998 2nd quarter;;;;0.8;1.0;1.0
3062;804 Other education;1998 3rd quarter;;;;1.2;4.0;3.0
3063;804 Other education;1998 4th quarter;;;;1.4;1.0;1.0
3064;804 Other education;1998 annual figure;;;;0.9;7.0;6.0
3065;804 Other education;1999 1st quarter;;;;1.1;1.0;1.0
3066;804 Other education;1999 2nd quarter;;;;1.0;1.0;1.0
3067;804 Other education;1999 3rd quarter;;;;1.0;1.0;1.0
3068;804 Other education;1999 4th quarter;;;;0.8;1.0;1.0
3069;804 Other education;1999 annual figure;;;;1.1;3.0;4.0
3070;804 Other education;2000 1st quarter;;;;1.9;2.0;1.0
3071;804 Other education;2000 2nd quarter;;;;1.7;1.0;1.0
3072;804 Other education;2000 3rd quarter;;;;1.2;1.0;2.0
3073;804 Other education;2000 4th quarter;;;;1.5;1.0;1.0
3074;804 Other education;2000 annual figure;;;;1.5;6.0;5.0
3075;804 Other education;2001 1st quarter;;;;1.6;1.0;1.0
3076;804 Other education;2001 2nd quarter;;;;1.8;2.0;1.0
3077;804 Other education;2001 3rd quarter;;;;1.9;2.0;1.0
3078;804 Other education;2001 4th quarter;;;;1.8;1.0;1.0
3079;804 Other education;2001 annual figure;;;;1.7;5.0;5.0
3080;804 Other education;2002 1st quarter;;;;0.7;1.0;2.0
3081;804 Other education;2002 2nd quarter;;;;0.7;1.0;1.0
3082;804 Other education;2002 3rd quarter;;;;0.4;1.0;1.0
3083;804 Other education;2002 4th quarter;;;;0.5;1.0;1.0
3084;804 Other education;2002 annual figure;;;;0.7;3.0;4.0
3085;804 Other education;2003 1st quarter;;;;0.8;1.0;1.0
3086;804 Other education;2003 2nd quarter;;;;0.8;1.0;1.0
3087;804 Other education;2003 3rd quarter;;;;0.3;0.0;1.0
3088;804 Other education;2003 4th quarter;;;;0.2;1.0;1.0
3089;804 Other education;2003 annual figure;;;;0.6;3.0;3.0
3090;804 Other education;2004 1st quarter;;;;0.5;1.0;0.0
3091;804 Other education;2004 2nd quarter;;;;0.5;1.0;1.0
3092;804 Other education;2004 3rd quarter;;;;0.5;1.0;1.0
3093;804 Other education;2004 4th quarter;;;;0.5;1.0;1.0
3094;804 Other education;2004 annual figure;;;;0.5;3.0;3.0
3095;804 Other education;2005 1st quarter;;;;1.2;2.0;1.0
3096;804 Other education;2005 2nd quarter;;;;1.1;2.0;2.0
3097;804 Other education;2005 3rd quarter;;;;1.0;2.0;2.0
3098;804 Other education;2005 4th quarter;;;;1.0;2.0;2.0
3099;804 Other education;2005 annual figure;;;;1.0;7.0;7.0
3100;804 Other education;2006 1st quarter;;;;1.3;2.0;1.0
3101;804 Other education;2006 2nd quarter;;;;2.0;2.0;2.0
3102;804 Other education;2006 3rd quarter;;;;1.2;2.0;3.0
3103;804 Other education;2006 4th quarter;1.5;2.0;2.0;1.8;2.0;2.0
3104;804 Other education;2006 annual figure;;;;1.5;9.0;8.0
3105;804 Other education;2007 1st quarter;1.8;2.0;2.0;;;
3106;804 Other education;2007 2nd quarter;1.8;2.0;2.0;;;
3107;804 Other education;2007 3rd quarter;1.4;2.0;2.0;;;
3108;804 Other education;2007 4th quarter;1.2;1.0;2.0;;;
3109;804 Other education;2007 annual figure;1.6;8.0;8.0;;;
3110;804 Other education;2008 1st quarter;1.7;2.0;1.0;;;
3111;804 Other education;2008 2nd quarter;1.7;2.0;2.0;;;
3112;804 Other education;2008 3rd quarter;1.4;2.0;2.0;;;
3113;804 Other education;2008 4rd quarter;0.9;1.0;2.0;;;
3114;804 Other education;2008 annual figure;1.5;7.0;7.0;;;
3115;804 Other education;2009 1st quarter;0.8;2.0;2.0;;;
3116;804 Other education;2009 2nd quarter;1.0;1.0;1.0;;;
3117;804 Other education;2009 3rd quarter;0.5;1.0;1.0;;;
3118;804 Other education;2009 4rd quarter;0.5;1.0;1.0;;;
3119;804 Other education;2009 annual figure;0.7;5.0;5.0;;;
3120;N Health and welfare;1997 1st quarter;;;;9.2;17.0;16.0
3121;N Health and welfare;1997 2nd quarter;;;;9.2;17.0;17.0
3122;N Health and welfare;1997 3rd quarter;;;;9.4;18.0;18.0
3123;N Health and welfare;1997 4th quarter;;;;11.1;19.0;18.0
3124;N Health and welfare;1997 annual figure;;;;;;
3125;N Health and welfare;1998 1st quarter;;;;13.3;22.0;20.0
3126;N Health and welfare;1998 2nd quarter;;;;13.5;21.0;21.0
3127;N Health and welfare;1998 3rd quarter;;;;12.9;22.0;23.0
3128;N Health and welfare;1998 4th quarter;;;;13.0;21.0;21.0
3129;N Health and welfare;1998 annual figure;;;;12.9;87.0;85.0
3130;N Health and welfare;1999 1st quarter;;;;14.8;24.0;22.0
3131;N Health and welfare;1999 2nd quarter;;;;16.3;26.0;25.0
3132;N Health and welfare;1999 3rd quarter;;;;16.3;24.0;24.0
3133;N Health and welfare;1999 4th quarter;;;;18.9;25.0;23.0
3134;N Health and welfare;1999 annual figure;;;;15.9;100.0;94.0
3135;N Health and welfare;2000 1st quarter;;;;19.7;28.0;27.0
3136;N Health and welfare;2000 2nd quarter;;;;18.4;27.0;28.0
3137;N Health and welfare;2000 3rd quarter;;;;18.6;26.0;26.0
3138;N Health and welfare;2000 4th quarter;;;;20.6;28.0;26.0
3139;N Health and welfare;2000 annual figure;;;;19.1;109.0;108.0
3140;N Health and welfare;2001 1st quarter;;;;22.8;32.0;30.0
3141;N Health and welfare;2001 2nd quarter;;;;23.8;32.0;31.0
3142;N Health and welfare;2001 3rd quarter;;;;22.2;27.0;29.0
3143;N Health and welfare;2001 4th quarter;;;;21.5;27.0;28.0
3144;N Health and welfare;2001 annual figure;;;;22.4;119.0;118.0
3145;N Health and welfare;2002 1st quarter;;;;24.0;30.0;28.0
3146;N Health and welfare;2002 2nd quarter;;;;20.9;27.0;30.0
3147;N Health and welfare;2002 3rd quarter;;;;19.4;26.0;28.0
3148;N Health and welfare;2002 4th quarter;;;;19.6;24.0;24.0
3149;N Health and welfare;2002 annual figure;;;;21.2;108.0;110.0
3150;N Health and welfare;2003 1st quarter;;;;17.9;24.0;25.0
3151;N Health and welfare;2003 2nd quarter;;;;17.2;25.0;26.0
3152;N Health and welfare;2003 3rd quarter;;;;14.0;20.0;23.0
3153;N Health and welfare;2003 4th quarter;;;;12.6;19.0;20.0
3154;N Health and welfare;2003 annual figure;;;;16.3;87.0;94.0
3155;N Health and welfare;2004 1st quarter;;;;14.3;20.0;18.0
3156;N Health and welfare;2004 2nd quarter;;;;16.3;25.0;23.0
3157;N Health and welfare;2004 3rd quarter;;;;14.0;20.0;22.0
3158;N Health and welfare;2004 4th quarter;;;;14.0;21.0;21.0
3159;N Health and welfare;2004 annual figure;;;;14.5;86.0;85.0
3160;N Health and welfare;2005 1st quarter;;;;16.1;24.0;22.0
3161;N Health and welfare;2005 2nd quarter;;;;16.1;23.0;23.0
3162;N Health and welfare;2005 3rd quarter;;;;15.1;22.0;23.0
3163;N Health and welfare;2005 4th quarter;;;;17.8;26.0;23.0
3164;N Health and welfare;2005 annual figure;;;;15.8;95.0;91.0
3165;N Health and welfare;2006 1st quarter;;;;20.1;28.0;26.0
3166;N Health and welfare;2006 2nd quarter;;;;23.5;31.0;27.0
3167;N Health and welfare;2006 3rd quarter;;;;19.9;26.0;30.0
3168;N Health and welfare;2006 4th quarter;21.7;31.0;28.0;22.5;31.0;29.0
3169;N Health and welfare;2006 annual figure;;;;20.9;117.0;112.0
3170;N Health and welfare;2007 1st quarter;25.0;35.0;31.0;;;
3171;N Health and welfare;2007 2nd quarter;26.6;33.0;31.0;;;
3172;N Health and welfare;2007 3rd quarter;26.6;33.0;33.0;;;
3173;N Health and welfare;2007 4th quarter;27.1;30.0;29.0;;;
3174;N Health and welfare;2007 annual figure;25.6;131.0;125.0;;;
3175;N Health and welfare;2008 1st quarter;29.3;35.0;33.0;;;
3176;N Health and welfare;2008 2nd quarter;28.9;34.0;35.0;;;
3177;N Health and welfare;2008 3rd quarter;28.8;33.0;33.0;;;
3178;N Health and welfare;2008 4rd quarter;26.8;30.0;32.0;;;
3179;N Health and welfare;2008 annual figure;28.5;133.0;133.0;;;
3180;N Health and welfare;2009 1st quarter;24.0;28.0;31.0;;;
3181;N Health and welfare;2009 2nd quarter;21.9;28.0;30.0;;;
3182;N Health and welfare;2009 3rd quarter;20.5;27.0;28.0;;;
3183;N Health and welfare;2009 4rd quarter;20.1;26.0;27.0;;;
3184;N Health and welfare;2009 annual figure;22.5;109.0;116.0;;;
3185;8511 Hospitals;1997 1st quarter;;;;2.5;4.0;4.0
3186;8511 Hospitals;1997 2nd quarter;;;;2.6;4.0;4.0
3187;8511 Hospitals;1997 3rd quarter;;;;3.0;4.0;4.0
3188;8511 Hospitals;1997 4th quarter;;;;3.1;5.0;5.0
3189;8511 Hospitals;1997 annual figure;;;;;;
3190;8511 Hospitals;1998 1st quarter;;;;3.6;5.0;5.0
3191;8511 Hospitals;1998 2nd quarter;;;;3.8;5.0;5.0
3192;8511 Hospitals;1998 3rd quarter;;;;3.3;5.0;5.0
3193;8511 Hospitals;1998 4th quarter;;;;3.9;5.0;5.0
3194;8511 Hospitals;1998 annual figure;;;;3.6;21.0;20.0
3195;8511 Hospitals;1999 1st quarter;;;;3.9;6.0;6.0
3196;8511 Hospitals;1999 2nd quarter;;;;4.4;6.0;5.0
3197;8511 Hospitals;1999 3rd quarter;;;;3.9;5.0;5.0
3198;8511 Hospitals;1999 4th quarter;;;;5.6;6.0;4.0
3199;8511 Hospitals;1999 annual figure;;;;4.2;22.0;21.0
3200;8511 Hospitals;2000 1st quarter;;;;5.9;7.0;7.0
3201;8511 Hospitals;2000 2nd quarter;;;;5.0;6.0;6.0
3202;8511 Hospitals;2000 3rd quarter;;;;4.8;6.0;6.0
3203;8511 Hospitals;2000 4th quarter;;;;5.0;6.0;6.0
3204;8511 Hospitals;2000 annual figure;;;;5.3;24.0;25.0
3205;8511 Hospitals;2001 1st quarter;;;;5.6;7.0;7.0
3206;8511 Hospitals;2001 2nd quarter;;;;6.0;8.0;7.0
3207;8511 Hospitals;2001 3rd quarter;;;;5.1;5.0;6.0
3208;8511 Hospitals;2001 4th quarter;;;;5.3;6.0;6.0
3209;8511 Hospitals;2001 annual figure;;;;5.5;26.0;26.0
3210;8511 Hospitals;2002 1st quarter;;;;4.6;5.0;6.0
3211;8511 Hospitals;2002 2nd quarter;;;;4.4;6.0;6.0
3212;8511 Hospitals;2002 3rd quarter;;;;4.7;5.0;5.0
3213;8511 Hospitals;2002 4th quarter;;;;5.3;5.0;4.0
3214;8511 Hospitals;2002 annual figure;;;;4.8;22.0;22.0
3215;8511 Hospitals;2003 1st quarter;;;;4.7;5.0;6.0
3216;8511 Hospitals;2003 2nd quarter;;;;4.4;5.0;5.0
3217;8511 Hospitals;2003 3rd quarter;;;;4.0;4.0;5.0
3218;8511 Hospitals;2003 4th quarter;;;;3.6;4.0;4.0
3219;8511 Hospitals;2003 annual figure;;;;4.4;18.0;20.0
3220;8511 Hospitals;2004 1st quarter;;;;3.7;4.0;4.0
3221;8511 Hospitals;2004 2nd quarter;;;;4.9;6.0;4.0
