ID;Leeftijd;Perioden;TotaalAantalKinderen_1;k_1eKinderen_2;k_2eKinderen_3;k_3eKinderen_4;k_4OfVolgendeKinderen_5
1524;46 jaar;2024;0.0006;6e-05;7e-05;0.00016;0.00031
1525;46 jaar;2025;0.00061;6e-05;7e-05;0.00017;0.00031
1526;46 jaar;2026;0.0006;6e-05;6e-05;0.00017;0.00031
1527;46 jaar;2027;0.0006;6e-05;6e-05;0.00017;0.00031
1528;46 jaar;2028;0.00061;7e-05;6e-05;0.00017;0.00031
1529;46 jaar;2029;0.00061;7e-05;6e-05;0.00017;0.00031
1530;46 jaar;2030;0.00061;7e-05;6e-05;0.00017;0.00031
1531;46 jaar;2031;0.00062;7e-05;6e-05;0.00017;0.00032
1532;46 jaar;2032;0.00062;8e-05;5e-05;0.00017;0.00032
1533;46 jaar;2033;0.00062;8e-05;5e-05;0.00017;0.00032
1534;46 jaar;2034;0.00062;8e-05;5e-05;0.00017;0.00032
1535;46 jaar;2035;0.00063;8e-05;5e-05;0.00018;0.00032
1536;46 jaar;2036;0.00063;8e-05;5e-05;0.00018;0.00032
1537;46 jaar;2037;0.00064;9e-05;5e-05;0.00018;0.00032
1538;46 jaar;2038;0.00063;9e-05;4e-05;0.00018;0.00032
1539;46 jaar;2039;0.00063;9e-05;4e-05;0.00018;0.00032
1540;46 jaar;2040;0.00063;9e-05;4e-05;0.00018;0.00032
1541;46 jaar;2041;0.00063;9e-05;4e-05;0.00018;0.00032
1542;46 jaar;2042;0.00063;9e-05;4e-05;0.00018;0.00032
1543;46 jaar;2043;0.00064;0.0001;4e-05;0.00018;0.00032
1544;46 jaar;2044;0.00063;0.0001;3e-05;0.00018;0.00032
1545;46 jaar;2045;0.00063;0.0001;3e-05;0.00018;0.00032
1546;46 jaar;2046;0.00063;0.0001;3e-05;0.00018;0.00032
1547;46 jaar;2047;0.00063;0.0001;3e-05;0.00018;0.00032
1548;46 jaar;2048;0.00065;0.00011;3e-05;0.00018;0.00033
1549;46 jaar;2049;0.00065;0.00011;3e-05;0.00018;0.00033
1550;46 jaar;2050;0.00064;0.00011;2e-05;0.00018;0.00033
1551;47 jaar;2004;0.00016;4e-05;2e-05;1e-05;9e-05
1552;47 jaar;2005;0.00017;5e-05;2e-05;1e-05;9e-05
1553;47 jaar;2006;0.00019;5e-05;2e-05;1e-05;0.00011
1554;47 jaar;2007;0.00018;5e-05;2e-05;1e-05;0.0001
1555;47 jaar;2008;0.00019;5e-05;2e-05;1e-05;0.00011
1556;47 jaar;2009;0.00021;5e-05;2e-05;2e-05;0.00012
1557;47 jaar;2010;0.00021;5e-05;2e-05;2e-05;0.00012
1558;47 jaar;2011;0.00021;5e-05;2e-05;2e-05;0.00012
1559;47 jaar;2012;0.00021;5e-05;2e-05;2e-05;0.00012
1560;47 jaar;2013;0.00021;5e-05;2e-05;2e-05;0.00012
1561;47 jaar;2014;0.00023;6e-05;2e-05;2e-05;0.00013
1562;47 jaar;2015;0.00024;6e-05;2e-05;3e-05;0.00013
1563;47 jaar;2016;0.00024;6e-05;2e-05;3e-05;0.00013
1564;47 jaar;2017;0.00024;6e-05;2e-05;3e-05;0.00013
1565;47 jaar;2018;0.00024;6e-05;2e-05;3e-05;0.00013
1566;47 jaar;2019;0.00024;6e-05;2e-05;3e-05;0.00013
1567;47 jaar;2020;0.00024;6e-05;2e-05;3e-05;0.00013
1568;47 jaar;2021;0.00024;6e-05;2e-05;3e-05;0.00013
1569;47 jaar;2022;0.00026;6e-05;2e-05;4e-05;0.00014
1570;47 jaar;2023;0.00026;6e-05;2e-05;4e-05;0.00014
1571;47 jaar;2024;0.00026;6e-05;2e-05;4e-05;0.00014
1572;47 jaar;2025;0.00026;6e-05;2e-05;4e-05;0.00014
1573;47 jaar;2026;0.00026;6e-05;2e-05;4e-05;0.00014
1574;47 jaar;2027;0.00027;6e-05;2e-05;5e-05;0.00014
1575;47 jaar;2028;0.00027;6e-05;2e-05;5e-05;0.00014
1576;47 jaar;2029;0.00027;6e-05;2e-05;5e-05;0.00014
1577;47 jaar;2030;0.00027;6e-05;2e-05;5e-05;0.00014
1578;47 jaar;2031;0.00027;6e-05;2e-05;5e-05;0.00014
1579;47 jaar;2032;0.00026;6e-05;1e-05;5e-05;0.00014
1580;47 jaar;2033;0.00027;6e-05;1e-05;6e-05;0.00014
1581;47 jaar;2034;0.00027;6e-05;1e-05;6e-05;0.00014
1582;47 jaar;2035;0.00027;6e-05;1e-05;6e-05;0.00014
1583;47 jaar;2036;0.00027;6e-05;1e-05;6e-05;0.00014
1584;47 jaar;2037;0.00027;6e-05;1e-05;6e-05;0.00014
1585;47 jaar;2038;0.00027;6e-05;1e-05;6e-05;0.00014
1586;47 jaar;2039;0.00027;6e-05;1e-05;6e-05;0.00014
1587;47 jaar;2040;0.00027;6e-05;1e-05;6e-05;0.00014
1588;47 jaar;2041;0.00028;6e-05;1e-05;7e-05;0.00014
1589;47 jaar;2042;0.00028;6e-05;1e-05;7e-05;0.00014
1590;47 jaar;2043;0.00028;6e-05;1e-05;7e-05;0.00014
1591;47 jaar;2044;0.00028;6e-05;1e-05;7e-05;0.00014
1592;47 jaar;2045;0.00028;6e-05;1e-05;7e-05;0.00014
1593;47 jaar;2046;0.00028;6e-05;1e-05;7e-05;0.00014
1594;47 jaar;2047;0.00028;6e-05;1e-05;7e-05;0.00014
1595;47 jaar;2048;0.00028;6e-05;1e-05;7e-05;0.00014
1596;47 jaar;2049;0.00031;7e-05;1e-05;8e-05;0.00015
1597;47 jaar;2050;0.00031;7e-05;1e-05;8e-05;0.00015
1598;48 jaar;2004;4e-05;2e-05;0.0;0.0;2e-05
1599;48 jaar;2005;4e-05;2e-05;0.0;0.0;2e-05
1600;48 jaar;2006;4e-05;2e-05;0.0;0.0;2e-05
1601;48 jaar;2007;4e-05;2e-05;0.0;0.0;2e-05
1602;48 jaar;2008;4e-05;2e-05;0.0;0.0;2e-05
1603;48 jaar;2009;4e-05;2e-05;0.0;0.0;2e-05
1604;48 jaar;2010;4e-05;2e-05;0.0;0.0;2e-05
1605;48 jaar;2011;4e-05;2e-05;0.0;0.0;2e-05
1606;48 jaar;2012;4e-05;2e-05;0.0;0.0;2e-05
1607;48 jaar;2013;4e-05;2e-05;0.0;0.0;2e-05
1608;48 jaar;2014;4e-05;2e-05;0.0;0.0;2e-05
1609;48 jaar;2015;4e-05;2e-05;0.0;0.0;2e-05
1610;48 jaar;2016;4e-05;2e-05;0.0;0.0;2e-05
1611;48 jaar;2017;4e-05;2e-05;0.0;0.0;2e-05
1612;48 jaar;2018;4e-05;2e-05;0.0;0.0;2e-05
1613;48 jaar;2019;4e-05;2e-05;0.0;0.0;2e-05
1614;48 jaar;2020;4e-05;2e-05;0.0;0.0;2e-05
1615;48 jaar;2021;4e-05;2e-05;0.0;0.0;2e-05
1616;48 jaar;2022;4e-05;2e-05;0.0;0.0;2e-05
1617;48 jaar;2023;4e-05;2e-05;0.0;0.0;2e-05
1618;48 jaar;2024;4e-05;2e-05;0.0;0.0;2e-05
1619;48 jaar;2025;4e-05;2e-05;0.0;0.0;2e-05
1620;48 jaar;2026;5e-05;2e-05;0.0;0.0;3e-05
1621;48 jaar;2027;5e-05;2e-05;0.0;0.0;3e-05
1622;48 jaar;2028;5e-05;2e-05;0.0;0.0;3e-05
1623;48 jaar;2029;5e-05;2e-05;0.0;0.0;3e-05
1624;48 jaar;2030;4e-05;1e-05;0.0;0.0;3e-05
1625;48 jaar;2031;4e-05;1e-05;0.0;0.0;3e-05
1626;48 jaar;2032;4e-05;1e-05;0.0;0.0;3e-05
1627;48 jaar;2033;4e-05;1e-05;0.0;0.0;3e-05
1628;48 jaar;2034;4e-05;1e-05;0.0;0.0;3e-05
1629;48 jaar;2035;4e-05;1e-05;0.0;0.0;3e-05
1630;48 jaar;2036;4e-05;1e-05;0.0;0.0;3e-05
1631;48 jaar;2037;4e-05;1e-05;0.0;0.0;3e-05
1632;48 jaar;2038;4e-05;1e-05;0.0;0.0;3e-05
1633;48 jaar;2039;4e-05;1e-05;0.0;0.0;3e-05
1634;48 jaar;2040;4e-05;1e-05;0.0;0.0;3e-05
1635;48 jaar;2041;4e-05;1e-05;0.0;0.0;3e-05
1636;48 jaar;2042;4e-05;1e-05;0.0;0.0;3e-05
1637;48 jaar;2043;4e-05;1e-05;0.0;0.0;3e-05
1638;48 jaar;2044;4e-05;1e-05;0.0;0.0;3e-05
1639;48 jaar;2045;4e-05;1e-05;0.0;0.0;3e-05
1640;48 jaar;2046;4e-05;1e-05;0.0;0.0;3e-05
1641;48 jaar;2047;4e-05;1e-05;0.0;0.0;3e-05
1642;48 jaar;2048;4e-05;1e-05;0.0;0.0;3e-05
1643;48 jaar;2049;4e-05;1e-05;0.0;0.0;3e-05
1644;48 jaar;2050;4e-05;1e-05;0.0;0.0;3e-05
1645;49 jaar;2004;0.00012;2e-05;0.0;2e-05;8e-05
1646;49 jaar;2005;0.00013;2e-05;0.0;2e-05;9e-05
1647;49 jaar;2006;0.00013;2e-05;0.0;2e-05;9e-05
1648;49 jaar;2007;0.00012;2e-05;0.0;2e-05;8e-05
1649;49 jaar;2008;0.00014;2e-05;0.0;3e-05;0.0001
1650;49 jaar;2009;0.00014;2e-05;0.0;3e-05;9e-05
1651;49 jaar;2010;0.00014;2e-05;0.0;3e-05;9e-05
1652;49 jaar;2011;0.00014;2e-05;0.0;3e-05;9e-05
1653;49 jaar;2012;0.00014;2e-05;0.0;3e-05;9e-05
1654;49 jaar;2013;0.00014;2e-05;0.0;3e-05;9e-05
1655;49 jaar;2014;0.00014;2e-05;0.0;3e-05;9e-05
1656;49 jaar;2015;0.00014;2e-05;0.0;3e-05;9e-05
1657;49 jaar;2016;0.00014;2e-05;0.0;3e-05;9e-05
1658;49 jaar;2017;0.00013;2e-05;0.0;3e-05;8e-05
1659;49 jaar;2018;0.00013;2e-05;0.0;3e-05;8e-05
1660;49 jaar;2019;0.00013;2e-05;0.0;3e-05;8e-05
1661;49 jaar;2020;0.00013;2e-05;0.0;3e-05;8e-05
1662;49 jaar;2021;0.00012;2e-05;0.0;2e-05;8e-05
1663;49 jaar;2022;0.00012;2e-05;0.0;2e-05;8e-05
1664;49 jaar;2023;0.00012;2e-05;0.0;2e-05;8e-05
1665;49 jaar;2024;0.00012;2e-05;0.0;2e-05;8e-05
1666;49 jaar;2025;0.00011;2e-05;0.0;2e-05;7e-05
1667;49 jaar;2026;0.00011;2e-05;0.0;2e-05;7e-05
1668;49 jaar;2027;0.00011;2e-05;0.0;2e-05;7e-05
1669;49 jaar;2028;0.00011;2e-05;0.0;2e-05;7e-05
1670;49 jaar;2029;0.00011;2e-05;0.0;2e-05;7e-05
1671;49 jaar;2030;0.00011;2e-05;0.0;2e-05;7e-05
1672;49 jaar;2031;0.0001;2e-05;0.0;2e-05;6e-05
1673;49 jaar;2032;0.0001;2e-05;0.0;2e-05;6e-05
1674;49 jaar;2033;9e-05;1e-05;0.0;2e-05;6e-05
1675;49 jaar;2034;9e-05;1e-05;0.0;2e-05;6e-05
1676;49 jaar;2035;9e-05;1e-05;0.0;2e-05;6e-05
1677;49 jaar;2036;9e-05;1e-05;0.0;2e-05;6e-05
1678;49 jaar;2037;8e-05;1e-05;0.0;2e-05;5e-05
1679;49 jaar;2038;8e-05;1e-05;0.0;2e-05;5e-05
1680;49 jaar;2039;8e-05;1e-05;0.0;2e-05;5e-05
1681;49 jaar;2040;8e-05;1e-05;0.0;2e-05;5e-05
1682;49 jaar;2041;7e-05;1e-05;0.0;1e-05;5e-05
1683;49 jaar;2042;6e-05;1e-05;0.0;1e-05;4e-05
1684;49 jaar;2043;6e-05;1e-05;0.0;1e-05;4e-05
1685;49 jaar;2044;6e-05;1e-05;0.0;1e-05;4e-05
1686;49 jaar;2045;6e-05;1e-05;0.0;1e-05;4e-05
1687;49 jaar;2046;6e-05;1e-05;0.0;1e-05;4e-05
1688;49 jaar;2047;6e-05;1e-05;0.0;1e-05;4e-05
1689;49 jaar;2048;5e-05;1e-05;0.0;1e-05;3e-05
1690;49 jaar;2049;5e-05;1e-05;0.0;1e-05;3e-05
1691;49 jaar;2050;5e-05;1e-05;0.0;1e-05;3e-05
1692;50 jaar of ouder;2004;0.0;0.0;0.0;0.0;0.0
1693;50 jaar of ouder;2005;0.0;0.0;0.0;0.0;0.0
1694;50 jaar of ouder;2006;0.0;0.0;0.0;0.0;0.0
1695;50 jaar of ouder;2007;0.0;0.0;0.0;0.0;0.0
1696;50 jaar of ouder;2008;0.0;0.0;0.0;0.0;0.0
1697;50 jaar of ouder;2009;0.0;0.0;0.0;0.0;0.0
1698;50 jaar of ouder;2010;0.0;0.0;0.0;0.0;0.0
1699;50 jaar of ouder;2011;0.0;0.0;0.0;0.0;0.0
1700;50 jaar of ouder;2012;0.0;0.0;0.0;0.0;0.0
1701;50 jaar of ouder;2013;0.0;0.0;0.0;0.0;0.0
1702;50 jaar of ouder;2014;0.0;0.0;0.0;0.0;0.0
1703;50 jaar of ouder;2015;0.0;0.0;0.0;0.0;0.0
1704;50 jaar of ouder;2016;0.0;0.0;0.0;0.0;0.0
1705;50 jaar of ouder;2017;0.0;0.0;0.0;0.0;0.0
1706;50 jaar of ouder;2018;0.0;0.0;0.0;0.0;0.0
1707;50 jaar of ouder;2019;0.0;0.0;0.0;0.0;0.0
1708;50 jaar of ouder;2020;0.0;0.0;0.0;0.0;0.0
1709;50 jaar of ouder;2021;0.0;0.0;0.0;0.0;0.0
1710;50 jaar of ouder;2022;0.0;0.0;0.0;0.0;0.0
1711;50 jaar of ouder;2023;0.0;0.0;0.0;0.0;0.0
1712;50 jaar of ouder;2024;0.0;0.0;0.0;0.0;0.0
1713;50 jaar of ouder;2025;0.0;0.0;0.0;0.0;0.0
1714;50 jaar of ouder;2026;0.0;0.0;0.0;0.0;0.0
1715;50 jaar of ouder;2027;0.0;0.0;0.0;0.0;0.0
1716;50 jaar of ouder;2028;0.0;0.0;0.0;0.0;0.0
1717;50 jaar of ouder;2029;0.0;0.0;0.0;0.0;0.0
1718;50 jaar of ouder;2030;0.0;0.0;0.0;0.0;0.0
1719;50 jaar of ouder;2031;0.0;0.0;0.0;0.0;0.0
1720;50 jaar of ouder;2032;0.0;0.0;0.0;0.0;0.0
1721;50 jaar of ouder;2033;0.0;0.0;0.0;0.0;0.0
1722;50 jaar of ouder;2034;0.0;0.0;0.0;0.0;0.0
1723;50 jaar of ouder;2035;0.0;0.0;0.0;0.0;0.0
1724;50 jaar of ouder;2036;0.0;0.0;0.0;0.0;0.0
1725;50 jaar of ouder;2037;0.0;0.0;0.0;0.0;0.0
1726;50 jaar of ouder;2038;0.0;0.0;0.0;0.0;0.0
1727;50 jaar of ouder;2039;0.0;0.0;0.0;0.0;0.0
1728;50 jaar of ouder;2040;0.0;0.0;0.0;0.0;0.0
1729;50 jaar of ouder;2041;0.0;0.0;0.0;0.0;0.0
1730;50 jaar of ouder;2042;0.0;0.0;0.0;0.0;0.0
1731;50 jaar of ouder;2043;0.0;0.0;0.0;0.0;0.0
1732;50 jaar of ouder;2044;0.0;0.0;0.0;0.0;0.0
1733;50 jaar of ouder;2045;0.0;0.0;0.0;0.0;0.0
1734;50 jaar of ouder;2046;0.0;0.0;0.0;0.0;0.0
1735;50 jaar of ouder;2047;0.0;0.0;0.0;0.0;0.0
1736;50 jaar of ouder;2048;0.0;0.0;0.0;0.0;0.0
1737;50 jaar of ouder;2049;0.0;0.0;0.0;0.0;0.0
1738;50 jaar of ouder;2050;0.0;0.0;0.0;0.0;0.0
