ID;Sales;SBI2008;Periods;WeightFactor_1;IndexNumbers_2;MonthOnMonthDevelopment_3;YearOnYearDevelopment_4
378;Total sales;B Mining and quarrying;2010 February;16324;117.4;2.4;-26.9
379;Total sales;B Mining and quarrying;2010 March;16324;119.7;1.9;-22.3
380;Total sales;B Mining and quarrying;2010 April;16324;122.5;2.3;-6.5
381;Total sales;B Mining and quarrying;2010 May;16324;123.0;0.4;-0.8
382;Total sales;B Mining and quarrying;2010 June;16324;129.7;5.4;7.8
383;Total sales;B Mining and quarrying;2010 July;16324;140.0;8.0;26.0
384;Total sales;B Mining and quarrying;2010 August;16324;140.5;0.3;29.2
385;Total sales;B Mining and quarrying;2010 September;16324;137.4;-2.2;26.7
386;Total sales;B Mining and quarrying;2010 October;16324;136.8;-0.5;19.8
387;Total sales;B Mining and quarrying;2010 November;16324;139.9;2.3;18.9
388;Total sales;B Mining and quarrying;2010 December;16324;136.4;-2.5;16.5
389;Total sales;B Mining and quarrying;2010;16324;129.8;;1.7
390;Total sales;B Mining and quarrying;2011 January;16324;144.4;5.9;25.8
391;Total sales;B Mining and quarrying;2011 February;16324;145.1;0.5;23.5
392;Total sales;B Mining and quarrying;2011 March;16324;146.1;0.7;22.1
393;Total sales;B Mining and quarrying;2011 April;16324;155.1;6.2;26.7
394;Total sales;B Mining and quarrying;2011 May;16324;153.9;-0.8;25.1
395;Total sales;B Mining and quarrying;2011 June;16324;155.8;1.2;20.1
396;Total sales;B Mining and quarrying;2011 July;16324;157.4;1.0;12.4
397;Total sales;B Mining and quarrying;2011 August;16324;155.6;-1.2;10.7
398;Total sales;B Mining and quarrying;2011 September;16324;161.5;3.8;17.5
399;Total sales;B Mining and quarrying;2011 October;16324;171.8;6.4;25.6
400;Total sales;B Mining and quarrying;2011 November;16324;172.9;0.6;23.6
401;Total sales;B Mining and quarrying;2011 December;16324;172.5;-0.2;26.5
402;Total sales;B Mining and quarrying;2011;16324;157.7;;21.4
403;Total sales;B Mining and quarrying;2012 January;16324;166.7;-3.4;15.5
404;Total sales;B Mining and quarrying;2012 February;16324;167.2;0.3;15.3
405;Total sales;B Mining and quarrying;2012 March;16324;168.4;0.7;15.2
406;Total sales;B Mining and quarrying;2012 April;16324;173.4;3.0;11.8
407;Total sales;B Mining and quarrying;2012 May;16324;175.8;1.4;14.3
408;Total sales;B Mining and quarrying;2012 June;16324;170.8;-2.8;9.7
409;Total sales;B Mining and quarrying;2012 July;16324;170.0;-0.5;8.0
410;Total sales;B Mining and quarrying;2012 August;16324;173.1;1.8;11.2
411;Total sales;B Mining and quarrying;2012 September;16324;172.7;-0.2;7.0
412;Total sales;B Mining and quarrying;2012 October;16324;176.7;2.3;2.9
413;Total sales;B Mining and quarrying;2012 November;16324;183.4;3.8;6.0
414;Total sales;B Mining and quarrying;2012 December;16324;176.6;-3.7;2.4
415;Total sales;B Mining and quarrying;2012;16324;172.9;;9.7
416;Total sales;06 Extraction of crude petroleum and gas;1981 January;0;60.0;;
417;Total sales;06 Extraction of crude petroleum and gas;1981 February;0;60.8;1.4;
418;Total sales;06 Extraction of crude petroleum and gas;1981 March ;0;62.1;2.2;
419;Total sales;06 Extraction of crude petroleum and gas;1981 April;0;67.8;9.0;
420;Total sales;06 Extraction of crude petroleum and gas;1981 May;0;69.0;1.9;
421;Total sales;06 Extraction of crude petroleum and gas;1981 June;0;73.5;6.5;
422;Total sales;06 Extraction of crude petroleum and gas;1981 July;0;84.8;15.4;
423;Total sales;06 Extraction of crude petroleum and gas;1981 August;0;84.2;-0.8;
424;Total sales;06 Extraction of crude petroleum and gas;1981 September;0;80.6;-4.3;
425;Total sales;06 Extraction of crude petroleum and gas;1981 October;0;82.0;1.8;
426;Total sales;06 Extraction of crude petroleum and gas;1981 November;0;81.8;-0.3;
427;Total sales;06 Extraction of crude petroleum and gas;1981 December;0;81.9;0.2;
428;Total sales;06 Extraction of crude petroleum and gas;1981;0;74.0;;
429;Total sales;06 Extraction of crude petroleum and gas;1982 January;0;84.2;2.8;40.3
430;Total sales;06 Extraction of crude petroleum and gas;1982 February;0;83.6;-0.7;37.5
431;Total sales;06 Extraction of crude petroleum and gas;1982 March ;0;83.5;-0.1;34.4
432;Total sales;06 Extraction of crude petroleum and gas;1982 April;0;82.8;-0.9;22.2
433;Total sales;06 Extraction of crude petroleum and gas;1982 May;0;82.7;-0.1;19.9
434;Total sales;06 Extraction of crude petroleum and gas;1982 June;0;83.0;0.3;12.9
435;Total sales;06 Extraction of crude petroleum and gas;1982 July;0;82.5;-0.6;-2.8
436;Total sales;06 Extraction of crude petroleum and gas;1982 August;0;82.1;-0.4;-2.5
437;Total sales;06 Extraction of crude petroleum and gas;1982 September;0;81.1;-1.2;0.7
438;Total sales;06 Extraction of crude petroleum and gas;1982 October;0;80.7;-0.5;-1.6
439;Total sales;06 Extraction of crude petroleum and gas;1982 November;0;80.4;-0.4;-1.6
440;Total sales;06 Extraction of crude petroleum and gas;1982 December;0;79.7;-0.9;-2.7
441;Total sales;06 Extraction of crude petroleum and gas;1982;0;82.2;;11.0
442;Total sales;06 Extraction of crude petroleum and gas;1983 January;0;80.3;0.8;-4.6
443;Total sales;06 Extraction of crude petroleum and gas;1983 February;0;80.2;-0.2;-4.1
444;Total sales;06 Extraction of crude petroleum and gas;1983 March ;0;80.0;-0.2;-4.2
445;Total sales;06 Extraction of crude petroleum and gas;1983 April;0;79.2;-1.0;-4.4
446;Total sales;06 Extraction of crude petroleum and gas;1983 May;0;79.1;-0.1;-4.4
447;Total sales;06 Extraction of crude petroleum and gas;1983 June;0;78.2;-1.1;-5.7
448;Total sales;06 Extraction of crude petroleum and gas;1983 July;0;78.7;0.6;-4.6
449;Total sales;06 Extraction of crude petroleum and gas;1983 August;0;78.5;-0.2;-4.3
450;Total sales;06 Extraction of crude petroleum and gas;1983 September;0;78.0;-0.7;-3.9
451;Total sales;06 Extraction of crude petroleum and gas;1983 October;0;80.7;3.4;-0.1
452;Total sales;06 Extraction of crude petroleum and gas;1983 November;0;81.0;0.5;0.8
453;Total sales;06 Extraction of crude petroleum and gas;1983 December;0;82.5;1.8;3.4
454;Total sales;06 Extraction of crude petroleum and gas;1983;0;79.7;;-3.0
455;Total sales;06 Extraction of crude petroleum and gas;1984 January;0;84.0;1.8;4.6
456;Total sales;06 Extraction of crude petroleum and gas;1984 February;0;84.7;0.8;5.6
457;Total sales;06 Extraction of crude petroleum and gas;1984 March ;0;86.9;2.6;8.6
458;Total sales;06 Extraction of crude petroleum and gas;1984 April;0;88.3;1.6;11.5
459;Total sales;06 Extraction of crude petroleum and gas;1984 May;0;91.7;3.9;15.9
460;Total sales;06 Extraction of crude petroleum and gas;1984 June;0;92.3;0.7;18.0
461;Total sales;06 Extraction of crude petroleum and gas;1984 July;0;92.9;0.6;18.0
462;Total sales;06 Extraction of crude petroleum and gas;1984 August;0;94.3;1.6;20.1
463;Total sales;06 Extraction of crude petroleum and gas;1984 September;0;95.4;1.1;22.3
464;Total sales;06 Extraction of crude petroleum and gas;1984 October;0;93.5;-2.0;15.9
465;Total sales;06 Extraction of crude petroleum and gas;1984 November;0;91.0;-2.7;12.3
466;Total sales;06 Extraction of crude petroleum and gas;1984 December;0;91.2;0.3;10.6
467;Total sales;06 Extraction of crude petroleum and gas;1984;0;90.5;;13.6
468;Total sales;06 Extraction of crude petroleum and gas;1985 January;0;92.7;1.6;10.4
469;Total sales;06 Extraction of crude petroleum and gas;1985 February;0;93.6;1.0;10.6
470;Total sales;06 Extraction of crude petroleum and gas;1985 March ;0;94.1;0.5;8.3
471;Total sales;06 Extraction of crude petroleum and gas;1985 April;0;98.5;4.6;11.6
472;Total sales;06 Extraction of crude petroleum and gas;1985 May;0;99.4;1.0;8.4
473;Total sales;06 Extraction of crude petroleum and gas;1985 June;0;97.7;-1.8;5.8
474;Total sales;06 Extraction of crude petroleum and gas;1985 July;0;98.8;1.2;6.4
475;Total sales;06 Extraction of crude petroleum and gas;1985 August;0;97.0;-1.9;2.8
476;Total sales;06 Extraction of crude petroleum and gas;1985 September;0;98.1;1.1;2.8
477;Total sales;06 Extraction of crude petroleum and gas;1985 October;0;90.9;-7.3;-2.7
478;Total sales;06 Extraction of crude petroleum and gas;1985 November;0;88.1;-3.2;-3.2
479;Total sales;06 Extraction of crude petroleum and gas;1985 December;0;86.4;-1.9;-5.3
480;Total sales;06 Extraction of crude petroleum and gas;1985;0;94.6;;4.5
481;Total sales;06 Extraction of crude petroleum and gas;1986 January;0;82.6;-4.4;-10.9
482;Total sales;06 Extraction of crude petroleum and gas;1986 February;0;80.7;-2.2;-13.8
483;Total sales;06 Extraction of crude petroleum and gas;1986 March ;0;79.6;-1.4;-15.4
484;Total sales;06 Extraction of crude petroleum and gas;1986 April;0;74.3;-6.7;-24.6
485;Total sales;06 Extraction of crude petroleum and gas;1986 May;0;76.1;2.4;-23.5
486;Total sales;06 Extraction of crude petroleum and gas;1986 June;0;73.8;-3.0;-24.5
487;Total sales;06 Extraction of crude petroleum and gas;1986 July;0;63.8;-13.5;-35.4
488;Total sales;06 Extraction of crude petroleum and gas;1986 August;0;64.3;0.8;-33.7
489;Total sales;06 Extraction of crude petroleum and gas;1986 September;0;57.6;-10.5;-41.3
490;Total sales;06 Extraction of crude petroleum and gas;1986 October;0;51.4;-10.7;-43.5
491;Total sales;06 Extraction of crude petroleum and gas;1986 November;0;49.1;-4.4;-44.2
492;Total sales;06 Extraction of crude petroleum and gas;1986 December;0;48.3;-1.6;-44.1
493;Total sales;06 Extraction of crude petroleum and gas;1986;0;66.8;;-29.4
494;Total sales;06 Extraction of crude petroleum and gas;1987 January;0;40.3;-16.5;-51.1
495;Total sales;06 Extraction of crude petroleum and gas;1987 February;0;39.9;-1.1;-50.6
496;Total sales;06 Extraction of crude petroleum and gas;1987 March ;0;40.0;0.2;-49.8
497;Total sales;06 Extraction of crude petroleum and gas;1987 April;0;43.2;8.0;-41.9
498;Total sales;06 Extraction of crude petroleum and gas;1987 May;0;43.7;1.2;-42.5
499;Total sales;06 Extraction of crude petroleum and gas;1987 June;0;46.7;6.7;-36.8
500;Total sales;06 Extraction of crude petroleum and gas;1987 July;0;48.1;3.1;-24.6
501;Total sales;06 Extraction of crude petroleum and gas;1987 August;0;48.8;1.5;-24.1
502;Total sales;06 Extraction of crude petroleum and gas;1987 September;0;47.2;-3.2;-18.0
503;Total sales;06 Extraction of crude petroleum and gas;1987 October;0;45.4;-3.9;-11.7
504;Total sales;06 Extraction of crude petroleum and gas;1987 November;0;44.3;-2.4;-9.8
505;Total sales;06 Extraction of crude petroleum and gas;1987 December;0;43.8;-1.1;-9.3
506;Total sales;06 Extraction of crude petroleum and gas;1987;0;44.3;;-33.7
507;Total sales;06 Extraction of crude petroleum and gas;1988 January;0;41.4;-5.5;2.6
508;Total sales;06 Extraction of crude petroleum and gas;1988 February;0;41.1;-0.7;3.0
509;Total sales;06 Extraction of crude petroleum and gas;1988 March ;0;41.2;0.1;2.9
510;Total sales;06 Extraction of crude petroleum and gas;1988 April;0;40.2;-2.3;-6.9
511;Total sales;06 Extraction of crude petroleum and gas;1988 May;0;41.4;2.8;-5.4
512;Total sales;06 Extraction of crude petroleum and gas;1988 June;0;39.8;-3.8;-14.7
513;Total sales;06 Extraction of crude petroleum and gas;1988 July;0;41.0;3.1;-14.7
514;Total sales;06 Extraction of crude petroleum and gas;1988 August;0;41.5;1.2;-15.0
515;Total sales;06 Extraction of crude petroleum and gas;1988 September;0;36.9;-11.2;-22.0
516;Total sales;06 Extraction of crude petroleum and gas;1988 October;0;36.7;-0.5;-19.2
517;Total sales;06 Extraction of crude petroleum and gas;1988 November;0;35.7;-2.6;-19.3
518;Total sales;06 Extraction of crude petroleum and gas;1988 December;0;35.6;-0.4;-18.8
519;Total sales;06 Extraction of crude petroleum and gas;1988;0;39.4;;-11.1
520;Total sales;06 Extraction of crude petroleum and gas;1989 January;0;35.7;0.4;-13.7
521;Total sales;06 Extraction of crude petroleum and gas;1989 February;0;35.9;0.5;-12.7
522;Total sales;06 Extraction of crude petroleum and gas;1989 March ;0;36.3;1.0;-11.9
523;Total sales;06 Extraction of crude petroleum and gas;1989 April;0;37.9;4.6;-5.7
524;Total sales;06 Extraction of crude petroleum and gas;1989 May;0;39.5;4.2;-4.4
525;Total sales;06 Extraction of crude petroleum and gas;1989 June;0;42.4;7.4;6.7
526;Total sales;06 Extraction of crude petroleum and gas;1989 July;0;43.4;2.2;5.9
527;Total sales;06 Extraction of crude petroleum and gas;1989 August;0;42.7;-1.6;2.9
528;Total sales;06 Extraction of crude petroleum and gas;1989 September;0;41.5;-2.9;12.5
529;Total sales;06 Extraction of crude petroleum and gas;1989 October;0;41.0;-1.0;11.9
530;Total sales;06 Extraction of crude petroleum and gas;1989 November;0;41.1;0.1;15.0
531;Total sales;06 Extraction of crude petroleum and gas;1989 December;0;40.6;-1.2;14.1
532;Total sales;06 Extraction of crude petroleum and gas;1989;0;39.8;;1.2
533;Total sales;06 Extraction of crude petroleum and gas;1990 January;0;44.8;10.3;25.4
534;Total sales;06 Extraction of crude petroleum and gas;1990 February;0;45.1;0.7;25.6
535;Total sales;06 Extraction of crude petroleum and gas;1990 March ;0;44.9;-0.4;23.9
536;Total sales;06 Extraction of crude petroleum and gas;1990 April;0;45.6;1.5;20.2
537;Total sales;06 Extraction of crude petroleum and gas;1990 May;0;45.9;0.6;16.0
538;Total sales;06 Extraction of crude petroleum and gas;1990 June;0;46.7;1.8;10.0
539;Total sales;06 Extraction of crude petroleum and gas;1990 July;0;44.4;-4.9;2.3
540;Total sales;06 Extraction of crude petroleum and gas;1990 August;0;45.1;1.7;5.7
541;Total sales;06 Extraction of crude petroleum and gas;1990 September;0;43.1;-4.5;4.0
542;Total sales;06 Extraction of crude petroleum and gas;1990 October;0;43.1;0.0;5.0
543;Total sales;06 Extraction of crude petroleum and gas;1990 November;0;42.9;-0.4;4.5
544;Total sales;06 Extraction of crude petroleum and gas;1990 December;0;43.2;0.6;6.4
545;Total sales;06 Extraction of crude petroleum and gas;1990;0;44.6;;11.9
546;Total sales;06 Extraction of crude petroleum and gas;1991 January;0;48.4;12.1;8.2
547;Total sales;06 Extraction of crude petroleum and gas;1991 February;0;49.2;1.5;9.0
548;Total sales;06 Extraction of crude petroleum and gas;1991 March ;0;49.9;1.4;11.0
549;Total sales;06 Extraction of crude petroleum and gas;1991 April;0;50.9;2.1;11.6
550;Total sales;06 Extraction of crude petroleum and gas;1991 May;0;51.6;1.3;12.4
551;Total sales;06 Extraction of crude petroleum and gas;1991 June;0;51.8;0.5;11.0
552;Total sales;06 Extraction of crude petroleum and gas;1991 July;0;48.7;-6.1;9.6
553;Total sales;06 Extraction of crude petroleum and gas;1991 August;0;49.2;1.0;9.0
554;Total sales;06 Extraction of crude petroleum and gas;1991 September;0;49.5;0.7;14.9
555;Total sales;06 Extraction of crude petroleum and gas;1991 October;0;45.9;-7.4;6.5
556;Total sales;06 Extraction of crude petroleum and gas;1991 November;0;44.1;-4.0;2.7
557;Total sales;06 Extraction of crude petroleum and gas;1991 December;0;43.3;-1.8;0.2
558;Total sales;06 Extraction of crude petroleum and gas;1991;0;48.5;;8.9
559;Total sales;06 Extraction of crude petroleum and gas;1992 January;0;43.6;0.7;-10.0
560;Total sales;06 Extraction of crude petroleum and gas;1992 February;0;43.7;0.3;-11.0
561;Total sales;06 Extraction of crude petroleum and gas;1992 March ;0;43.6;-0.4;-12.6
562;Total sales;06 Extraction of crude petroleum and gas;1992 April;0;43.5;-0.1;-14.5
563;Total sales;06 Extraction of crude petroleum and gas;1992 May;0;43.9;1.0;-14.8
564;Total sales;06 Extraction of crude petroleum and gas;1992 June;0;45.6;3.7;-12.1
565;Total sales;06 Extraction of crude petroleum and gas;1992 July;0;45.5;-0.2;-6.6
566;Total sales;06 Extraction of crude petroleum and gas;1992 August;0;45.9;0.9;-6.7
567;Total sales;06 Extraction of crude petroleum and gas;1992 September;0;44.1;-3.8;-10.9
568;Total sales;06 Extraction of crude petroleum and gas;1992 October;0;42.1;-4.7;-8.3
569;Total sales;06 Extraction of crude petroleum and gas;1992 November;0;41.8;-0.6;-5.1
570;Total sales;06 Extraction of crude petroleum and gas;1992 December;0;41.9;0.3;-3.1
571;Total sales;06 Extraction of crude petroleum and gas;1992;0;43.8;;-9.8
572;Total sales;06 Extraction of crude petroleum and gas;1993 January;0;39.5;-5.9;-9.5
573;Total sales;06 Extraction of crude petroleum and gas;1993 February;0;39.6;0.3;-9.5
574;Total sales;06 Extraction of crude petroleum and gas;1993 March ;0;40.5;2.4;-7.0
575;Total sales;06 Extraction of crude petroleum and gas;1993 April;0;40.7;0.5;-6.4
576;Total sales;06 Extraction of crude petroleum and gas;1993 May;0;42.0;3.2;-4.3
577;Total sales;06 Extraction of crude petroleum and gas;1993 June;0;43.3;2.9;-5.1
578;Total sales;06 Extraction of crude petroleum and gas;1993 July;0;44.4;2.7;-2.3
579;Total sales;06 Extraction of crude petroleum and gas;1993 August;0;44.1;-0.8;-3.9
580;Total sales;06 Extraction of crude petroleum and gas;1993 September;0;40.9;-7.1;-7.2
581;Total sales;06 Extraction of crude petroleum and gas;1993 October;0;39.8;-2.9;-5.4
582;Total sales;06 Extraction of crude petroleum and gas;1993 November;0;38.8;-2.4;-7.1
583;Total sales;06 Extraction of crude petroleum and gas;1993 December;0;38.5;-0.9;-8.2
584;Total sales;06 Extraction of crude petroleum and gas;1993;0;41.0;;-6.3
585;Total sales;06 Extraction of crude petroleum and gas;1994 January;0;38.3;-0.5;-2.9
586;Total sales;06 Extraction of crude petroleum and gas;1994 February;0;38.4;0.1;-3.1
587;Total sales;06 Extraction of crude petroleum and gas;1994 March ;0;38.8;1.2;-4.2
588;Total sales;06 Extraction of crude petroleum and gas;1994 April;0;39.0;0.6;-4.1
589;Total sales;06 Extraction of crude petroleum and gas;1994 May;0;40.7;4.4;-3.1
590;Total sales;06 Extraction of crude petroleum and gas;1994 June;0;42.1;3.4;-2.6
591;Total sales;06 Extraction of crude petroleum and gas;1994 July;0;43.3;2.7;-2.6
592;Total sales;06 Extraction of crude petroleum and gas;1994 August;0;43.1;-0.5;-2.3
593;Total sales;06 Extraction of crude petroleum and gas;1994 September;0;40.5;-5.9;-1.1
594;Total sales;06 Extraction of crude petroleum and gas;1994 October;0;38.9;-3.9;-2.1
595;Total sales;06 Extraction of crude petroleum and gas;1994 November;0;39.7;2.0;2.2
596;Total sales;06 Extraction of crude petroleum and gas;1994 December;0;39.0;-1.7;1.4
597;Total sales;06 Extraction of crude petroleum and gas;1994;0;40.2;;-2.1
598;Total sales;06 Extraction of crude petroleum and gas;1995 January;0;40.8;4.5;6.4
599;Total sales;06 Extraction of crude petroleum and gas;1995 February;0;41.4;1.7;8.0
600;Total sales;06 Extraction of crude petroleum and gas;1995 March ;0;41.2;-0.5;6.3
601;Total sales;06 Extraction of crude petroleum and gas;1995 April;0;42.8;3.7;9.6
602;Total sales;06 Extraction of crude petroleum and gas;1995 May;0;42.4;-0.8;4.1
603;Total sales;06 Extraction of crude petroleum and gas;1995 June;0;42.4;0.0;0.7
604;Total sales;06 Extraction of crude petroleum and gas;1995 July;0;44.6;5.2;3.2
605;Total sales;06 Extraction of crude petroleum and gas;1995 August;0;43.7;-2.2;1.4
606;Total sales;06 Extraction of crude petroleum and gas;1995 September;0;42.6;-2.6;5.1
607;Total sales;06 Extraction of crude petroleum and gas;1995 October;0;40.0;-6.1;2.7
608;Total sales;06 Extraction of crude petroleum and gas;1995 November;0;40.0;0.2;0.9
609;Total sales;06 Extraction of crude petroleum and gas;1995 December;0;39.9;-0.4;2.3
610;Total sales;06 Extraction of crude petroleum and gas;1995;0;41.8;;4.2
611;Total sales;06 Extraction of crude petroleum and gas;1996 January;0;40.7;2.0;-0.1
