ID;ProvincialeHeffingen;RegioS;Perioden;ProvincialeHeffingenInMlnEuro_1
1254;Opslag omroepbijdragen;Fryslân (PV);2009;
1255;Opslag omroepbijdragen;Fryslân (PV);2010;
1256;Opslag omroepbijdragen;Fryslân (PV);2011;
1257;Opslag omroepbijdragen;Fryslân (PV);2012;
1258;Opslag omroepbijdragen;Fryslân (PV);2013;
1259;Opslag omroepbijdragen;Fryslân (PV);2014;
1260;Opslag omroepbijdragen;Fryslân (PV);2015;
1261;Opslag omroepbijdragen;Fryslân (PV);2016;
1262;Opslag omroepbijdragen;Fryslân (PV);2017;
1263;Opslag omroepbijdragen;Fryslân (PV);2018;
1264;Opslag omroepbijdragen;Fryslân (PV);2019;
1265;Opslag omroepbijdragen;Fryslân (PV);2020;
1266;Opslag omroepbijdragen;Fryslân (PV);2021;
1267;Opslag omroepbijdragen;Fryslân (PV);2022;
1268;Opslag omroepbijdragen;Fryslân (PV);2023;
1269;Opslag omroepbijdragen;Fryslân (PV);2024;
1270;Opslag omroepbijdragen;Fryslân (PV);2025;
1271;Opslag omroepbijdragen;Drenthe (PV);1995;0.8
1272;Opslag omroepbijdragen;Drenthe (PV);1996;0.8
1273;Opslag omroepbijdragen;Drenthe (PV);1997;0.9
1274;Opslag omroepbijdragen;Drenthe (PV);1998;0.9
1275;Opslag omroepbijdragen;Drenthe (PV);1999;1.7
1276;Opslag omroepbijdragen;Drenthe (PV);2000;1.7
1277;Opslag omroepbijdragen;Drenthe (PV);2001;
1278;Opslag omroepbijdragen;Drenthe (PV);2002;
1279;Opslag omroepbijdragen;Drenthe (PV);2003;
1280;Opslag omroepbijdragen;Drenthe (PV);2004;
1281;Opslag omroepbijdragen;Drenthe (PV);2005;
1282;Opslag omroepbijdragen;Drenthe (PV);2006;
1283;Opslag omroepbijdragen;Drenthe (PV);2007;
1284;Opslag omroepbijdragen;Drenthe (PV);2008;
1285;Opslag omroepbijdragen;Drenthe (PV);2009;
1286;Opslag omroepbijdragen;Drenthe (PV);2010;
1287;Opslag omroepbijdragen;Drenthe (PV);2011;
1288;Opslag omroepbijdragen;Drenthe (PV);2012;
1289;Opslag omroepbijdragen;Drenthe (PV);2013;
1290;Opslag omroepbijdragen;Drenthe (PV);2014;
1291;Opslag omroepbijdragen;Drenthe (PV);2015;
1292;Opslag omroepbijdragen;Drenthe (PV);2016;
1293;Opslag omroepbijdragen;Drenthe (PV);2017;
1294;Opslag omroepbijdragen;Drenthe (PV);2018;
1295;Opslag omroepbijdragen;Drenthe (PV);2019;
1296;Opslag omroepbijdragen;Drenthe (PV);2020;
1297;Opslag omroepbijdragen;Drenthe (PV);2021;
1298;Opslag omroepbijdragen;Drenthe (PV);2022;
1299;Opslag omroepbijdragen;Drenthe (PV);2023;
1300;Opslag omroepbijdragen;Drenthe (PV);2024;
1301;Opslag omroepbijdragen;Drenthe (PV);2025;
1302;Opslag omroepbijdragen;Overijssel (PV);1995;1.7
1303;Opslag omroepbijdragen;Overijssel (PV);1996;1.8
1304;Opslag omroepbijdragen;Overijssel (PV);1997;1.8
1305;Opslag omroepbijdragen;Overijssel (PV);1998;3.6
1306;Opslag omroepbijdragen;Overijssel (PV);1999;3.6
1307;Opslag omroepbijdragen;Overijssel (PV);2000;3.6
1308;Opslag omroepbijdragen;Overijssel (PV);2001;
1309;Opslag omroepbijdragen;Overijssel (PV);2002;
1310;Opslag omroepbijdragen;Overijssel (PV);2003;
1311;Opslag omroepbijdragen;Overijssel (PV);2004;
1312;Opslag omroepbijdragen;Overijssel (PV);2005;
1313;Opslag omroepbijdragen;Overijssel (PV);2006;
1314;Opslag omroepbijdragen;Overijssel (PV);2007;
1315;Opslag omroepbijdragen;Overijssel (PV);2008;
1316;Opslag omroepbijdragen;Overijssel (PV);2009;
1317;Opslag omroepbijdragen;Overijssel (PV);2010;
1318;Opslag omroepbijdragen;Overijssel (PV);2011;
1319;Opslag omroepbijdragen;Overijssel (PV);2012;
1320;Opslag omroepbijdragen;Overijssel (PV);2013;
1321;Opslag omroepbijdragen;Overijssel (PV);2014;
1322;Opslag omroepbijdragen;Overijssel (PV);2015;
1323;Opslag omroepbijdragen;Overijssel (PV);2016;
1324;Opslag omroepbijdragen;Overijssel (PV);2017;
1325;Opslag omroepbijdragen;Overijssel (PV);2018;
1326;Opslag omroepbijdragen;Overijssel (PV);2019;
1327;Opslag omroepbijdragen;Overijssel (PV);2020;
1328;Opslag omroepbijdragen;Overijssel (PV);2021;
1329;Opslag omroepbijdragen;Overijssel (PV);2022;
1330;Opslag omroepbijdragen;Overijssel (PV);2023;
1331;Opslag omroepbijdragen;Overijssel (PV);2024;
1332;Opslag omroepbijdragen;Overijssel (PV);2025;
1333;Opslag omroepbijdragen;Flevoland (PV);1995;0.4
1334;Opslag omroepbijdragen;Flevoland (PV);1996;0.4
1335;Opslag omroepbijdragen;Flevoland (PV);1997;0.4
1336;Opslag omroepbijdragen;Flevoland (PV);1998;0.9
1337;Opslag omroepbijdragen;Flevoland (PV);1999;0.9
1338;Opslag omroepbijdragen;Flevoland (PV);2000;1.0
1339;Opslag omroepbijdragen;Flevoland (PV);2001;
1340;Opslag omroepbijdragen;Flevoland (PV);2002;
1341;Opslag omroepbijdragen;Flevoland (PV);2003;
1342;Opslag omroepbijdragen;Flevoland (PV);2004;
1343;Opslag omroepbijdragen;Flevoland (PV);2005;
1344;Opslag omroepbijdragen;Flevoland (PV);2006;
1345;Opslag omroepbijdragen;Flevoland (PV);2007;
1346;Opslag omroepbijdragen;Flevoland (PV);2008;
1347;Opslag omroepbijdragen;Flevoland (PV);2009;
1348;Opslag omroepbijdragen;Flevoland (PV);2010;
1349;Opslag omroepbijdragen;Flevoland (PV);2011;
1350;Opslag omroepbijdragen;Flevoland (PV);2012;
1351;Opslag omroepbijdragen;Flevoland (PV);2013;
1352;Opslag omroepbijdragen;Flevoland (PV);2014;
1353;Opslag omroepbijdragen;Flevoland (PV);2015;
1354;Opslag omroepbijdragen;Flevoland (PV);2016;
1355;Opslag omroepbijdragen;Flevoland (PV);2017;
1356;Opslag omroepbijdragen;Flevoland (PV);2018;
1357;Opslag omroepbijdragen;Flevoland (PV);2019;
1358;Opslag omroepbijdragen;Flevoland (PV);2020;
1359;Opslag omroepbijdragen;Flevoland (PV);2021;
1360;Opslag omroepbijdragen;Flevoland (PV);2022;
1361;Opslag omroepbijdragen;Flevoland (PV);2023;
1362;Opslag omroepbijdragen;Flevoland (PV);2024;
1363;Opslag omroepbijdragen;Flevoland (PV);2025;
1364;Opslag omroepbijdragen;Gelderland (PV);1995;3.4
1365;Opslag omroepbijdragen;Gelderland (PV);1996;3.4
1366;Opslag omroepbijdragen;Gelderland (PV);1997;3.5
1367;Opslag omroepbijdragen;Gelderland (PV);1998;8.0
1368;Opslag omroepbijdragen;Gelderland (PV);1999;8.0
1369;Opslag omroepbijdragen;Gelderland (PV);2000;8.1
1370;Opslag omroepbijdragen;Gelderland (PV);2001;
1371;Opslag omroepbijdragen;Gelderland (PV);2002;
1372;Opslag omroepbijdragen;Gelderland (PV);2003;
1373;Opslag omroepbijdragen;Gelderland (PV);2004;
1374;Opslag omroepbijdragen;Gelderland (PV);2005;
1375;Opslag omroepbijdragen;Gelderland (PV);2006;
1376;Opslag omroepbijdragen;Gelderland (PV);2007;
1377;Opslag omroepbijdragen;Gelderland (PV);2008;
1378;Opslag omroepbijdragen;Gelderland (PV);2009;
1379;Opslag omroepbijdragen;Gelderland (PV);2010;
1380;Opslag omroepbijdragen;Gelderland (PV);2011;
1381;Opslag omroepbijdragen;Gelderland (PV);2012;
1382;Opslag omroepbijdragen;Gelderland (PV);2013;
1383;Opslag omroepbijdragen;Gelderland (PV);2014;
1384;Opslag omroepbijdragen;Gelderland (PV);2015;
1385;Opslag omroepbijdragen;Gelderland (PV);2016;
1386;Opslag omroepbijdragen;Gelderland (PV);2017;
1387;Opslag omroepbijdragen;Gelderland (PV);2018;
1388;Opslag omroepbijdragen;Gelderland (PV);2019;
1389;Opslag omroepbijdragen;Gelderland (PV);2020;
1390;Opslag omroepbijdragen;Gelderland (PV);2021;
1391;Opslag omroepbijdragen;Gelderland (PV);2022;
1392;Opslag omroepbijdragen;Gelderland (PV);2023;
1393;Opslag omroepbijdragen;Gelderland (PV);2024;
1394;Opslag omroepbijdragen;Gelderland (PV);2025;
1395;Opslag omroepbijdragen;Utrecht (PV);1995;1.8
1396;Opslag omroepbijdragen;Utrecht (PV);1996;1.8
1397;Opslag omroepbijdragen;Utrecht (PV);1997;1.9
1398;Opslag omroepbijdragen;Utrecht (PV);1998;1.9
1399;Opslag omroepbijdragen;Utrecht (PV);1999;2.0
1400;Opslag omroepbijdragen;Utrecht (PV);2000;2.0
1401;Opslag omroepbijdragen;Utrecht (PV);2001;
1402;Opslag omroepbijdragen;Utrecht (PV);2002;
1403;Opslag omroepbijdragen;Utrecht (PV);2003;
1404;Opslag omroepbijdragen;Utrecht (PV);2004;
1405;Opslag omroepbijdragen;Utrecht (PV);2005;
1406;Opslag omroepbijdragen;Utrecht (PV);2006;
1407;Opslag omroepbijdragen;Utrecht (PV);2007;
1408;Opslag omroepbijdragen;Utrecht (PV);2008;
1409;Opslag omroepbijdragen;Utrecht (PV);2009;
1410;Opslag omroepbijdragen;Utrecht (PV);2010;
1411;Opslag omroepbijdragen;Utrecht (PV);2011;
1412;Opslag omroepbijdragen;Utrecht (PV);2012;
1413;Opslag omroepbijdragen;Utrecht (PV);2013;
1414;Opslag omroepbijdragen;Utrecht (PV);2014;
1415;Opslag omroepbijdragen;Utrecht (PV);2015;
1416;Opslag omroepbijdragen;Utrecht (PV);2016;
1417;Opslag omroepbijdragen;Utrecht (PV);2017;
1418;Opslag omroepbijdragen;Utrecht (PV);2018;
1419;Opslag omroepbijdragen;Utrecht (PV);2019;
1420;Opslag omroepbijdragen;Utrecht (PV);2020;
1421;Opslag omroepbijdragen;Utrecht (PV);2021;
1422;Opslag omroepbijdragen;Utrecht (PV);2022;
1423;Opslag omroepbijdragen;Utrecht (PV);2023;
1424;Opslag omroepbijdragen;Utrecht (PV);2024;
1425;Opslag omroepbijdragen;Utrecht (PV);2025;
1426;Opslag omroepbijdragen;Noord-Holland (PV);1995;4.3
1427;Opslag omroepbijdragen;Noord-Holland (PV);1996;4.5
1428;Opslag omroepbijdragen;Noord-Holland (PV);1997;4.5
1429;Opslag omroepbijdragen;Noord-Holland (PV);1998;4.5
1430;Opslag omroepbijdragen;Noord-Holland (PV);1999;4.6
1431;Opslag omroepbijdragen;Noord-Holland (PV);2000;4.6
1432;Opslag omroepbijdragen;Noord-Holland (PV);2001;
1433;Opslag omroepbijdragen;Noord-Holland (PV);2002;
1434;Opslag omroepbijdragen;Noord-Holland (PV);2003;
1435;Opslag omroepbijdragen;Noord-Holland (PV);2004;
1436;Opslag omroepbijdragen;Noord-Holland (PV);2005;
1437;Opslag omroepbijdragen;Noord-Holland (PV);2006;
1438;Opslag omroepbijdragen;Noord-Holland (PV);2007;
1439;Opslag omroepbijdragen;Noord-Holland (PV);2008;
1440;Opslag omroepbijdragen;Noord-Holland (PV);2009;
1441;Opslag omroepbijdragen;Noord-Holland (PV);2010;
1442;Opslag omroepbijdragen;Noord-Holland (PV);2011;
1443;Opslag omroepbijdragen;Noord-Holland (PV);2012;
1444;Opslag omroepbijdragen;Noord-Holland (PV);2013;
1445;Opslag omroepbijdragen;Noord-Holland (PV);2014;
1446;Opslag omroepbijdragen;Noord-Holland (PV);2015;
1447;Opslag omroepbijdragen;Noord-Holland (PV);2016;
1448;Opslag omroepbijdragen;Noord-Holland (PV);2017;
1449;Opslag omroepbijdragen;Noord-Holland (PV);2018;
1450;Opslag omroepbijdragen;Noord-Holland (PV);2019;
1451;Opslag omroepbijdragen;Noord-Holland (PV);2020;
1452;Opslag omroepbijdragen;Noord-Holland (PV);2021;
1453;Opslag omroepbijdragen;Noord-Holland (PV);2022;
1454;Opslag omroepbijdragen;Noord-Holland (PV);2023;
1455;Opslag omroepbijdragen;Noord-Holland (PV);2024;
1456;Opslag omroepbijdragen;Noord-Holland (PV);2025;
1457;Opslag omroepbijdragen;Zuid-Holland (PV);1995;4.8
1458;Opslag omroepbijdragen;Zuid-Holland (PV);1996;4.9
1459;Opslag omroepbijdragen;Zuid-Holland (PV);1997;4.9
1460;Opslag omroepbijdragen;Zuid-Holland (PV);1998;5.0
1461;Opslag omroepbijdragen;Zuid-Holland (PV);1999;5.0
1462;Opslag omroepbijdragen;Zuid-Holland (PV);2000;5.9
1463;Opslag omroepbijdragen;Zuid-Holland (PV);2001;
1464;Opslag omroepbijdragen;Zuid-Holland (PV);2002;
1465;Opslag omroepbijdragen;Zuid-Holland (PV);2003;
1466;Opslag omroepbijdragen;Zuid-Holland (PV);2004;
1467;Opslag omroepbijdragen;Zuid-Holland (PV);2005;
1468;Opslag omroepbijdragen;Zuid-Holland (PV);2006;
1469;Opslag omroepbijdragen;Zuid-Holland (PV);2007;
1470;Opslag omroepbijdragen;Zuid-Holland (PV);2008;
1471;Opslag omroepbijdragen;Zuid-Holland (PV);2009;
1472;Opslag omroepbijdragen;Zuid-Holland (PV);2010;
1473;Opslag omroepbijdragen;Zuid-Holland (PV);2011;
1474;Opslag omroepbijdragen;Zuid-Holland (PV);2012;
1475;Opslag omroepbijdragen;Zuid-Holland (PV);2013;
1476;Opslag omroepbijdragen;Zuid-Holland (PV);2014;
1477;Opslag omroepbijdragen;Zuid-Holland (PV);2015;
1478;Opslag omroepbijdragen;Zuid-Holland (PV);2016;
1479;Opslag omroepbijdragen;Zuid-Holland (PV);2017;
1480;Opslag omroepbijdragen;Zuid-Holland (PV);2018;
1481;Opslag omroepbijdragen;Zuid-Holland (PV);2019;
1482;Opslag omroepbijdragen;Zuid-Holland (PV);2020;
1483;Opslag omroepbijdragen;Zuid-Holland (PV);2021;
1484;Opslag omroepbijdragen;Zuid-Holland (PV);2022;
1485;Opslag omroepbijdragen;Zuid-Holland (PV);2023;
1486;Opslag omroepbijdragen;Zuid-Holland (PV);2024;
1487;Opslag omroepbijdragen;Zuid-Holland (PV);2025;
1488;Opslag omroepbijdragen;Zeeland (PV);1995;0.5
1489;Opslag omroepbijdragen;Zeeland (PV);1996;0.6
1490;Opslag omroepbijdragen;Zeeland (PV);1997;0.6
1491;Opslag omroepbijdragen;Zeeland (PV);1998;1.3
1492;Opslag omroepbijdragen;Zeeland (PV);1999;1.3
1493;Opslag omroepbijdragen;Zeeland (PV);2000;1.3
1494;Opslag omroepbijdragen;Zeeland (PV);2001;
1495;Opslag omroepbijdragen;Zeeland (PV);2002;
1496;Opslag omroepbijdragen;Zeeland (PV);2003;
1497;Opslag omroepbijdragen;Zeeland (PV);2004;
1498;Opslag omroepbijdragen;Zeeland (PV);2005;
1499;Opslag omroepbijdragen;Zeeland (PV);2006;
1500;Opslag omroepbijdragen;Zeeland (PV);2007;
1501;Opslag omroepbijdragen;Zeeland (PV);2008;
1502;Opslag omroepbijdragen;Zeeland (PV);2009;
1503;Opslag omroepbijdragen;Zeeland (PV);2010;
1504;Opslag omroepbijdragen;Zeeland (PV);2011;
1505;Opslag omroepbijdragen;Zeeland (PV);2012;
1506;Opslag omroepbijdragen;Zeeland (PV);2013;
1507;Opslag omroepbijdragen;Zeeland (PV);2014;
1508;Opslag omroepbijdragen;Zeeland (PV);2015;
1509;Opslag omroepbijdragen;Zeeland (PV);2016;
1510;Opslag omroepbijdragen;Zeeland (PV);2017;
1511;Opslag omroepbijdragen;Zeeland (PV);2018;
1512;Opslag omroepbijdragen;Zeeland (PV);2019;
1513;Opslag omroepbijdragen;Zeeland (PV);2020;
1514;Opslag omroepbijdragen;Zeeland (PV);2021;
1515;Opslag omroepbijdragen;Zeeland (PV);2022;
1516;Opslag omroepbijdragen;Zeeland (PV);2023;
1517;Opslag omroepbijdragen;Zeeland (PV);2024;
1518;Opslag omroepbijdragen;Zeeland (PV);2025;
1519;Opslag omroepbijdragen;Noord-Brabant (PV);1995;3.8
1520;Opslag omroepbijdragen;Noord-Brabant (PV);1996;3.9
1521;Opslag omroepbijdragen;Noord-Brabant (PV);1997;3.9
1522;Opslag omroepbijdragen;Noord-Brabant (PV);1998;4.0
1523;Opslag omroepbijdragen;Noord-Brabant (PV);1999;4.0
1524;Opslag omroepbijdragen;Noord-Brabant (PV);2000;4.0
1525;Opslag omroepbijdragen;Noord-Brabant (PV);2001;
1526;Opslag omroepbijdragen;Noord-Brabant (PV);2002;
1527;Opslag omroepbijdragen;Noord-Brabant (PV);2003;
1528;Opslag omroepbijdragen;Noord-Brabant (PV);2004;
1529;Opslag omroepbijdragen;Noord-Brabant (PV);2005;
1530;Opslag omroepbijdragen;Noord-Brabant (PV);2006;
1531;Opslag omroepbijdragen;Noord-Brabant (PV);2007;
1532;Opslag omroepbijdragen;Noord-Brabant (PV);2008;
1533;Opslag omroepbijdragen;Noord-Brabant (PV);2009;
1534;Opslag omroepbijdragen;Noord-Brabant (PV);2010;
1535;Opslag omroepbijdragen;Noord-Brabant (PV);2011;
1536;Opslag omroepbijdragen;Noord-Brabant (PV);2012;
1537;Opslag omroepbijdragen;Noord-Brabant (PV);2013;
1538;Opslag omroepbijdragen;Noord-Brabant (PV);2014;
1539;Opslag omroepbijdragen;Noord-Brabant (PV);2015;
1540;Opslag omroepbijdragen;Noord-Brabant (PV);2016;
1541;Opslag omroepbijdragen;Noord-Brabant (PV);2017;
1542;Opslag omroepbijdragen;Noord-Brabant (PV);2018;
1543;Opslag omroepbijdragen;Noord-Brabant (PV);2019;
1544;Opslag omroepbijdragen;Noord-Brabant (PV);2020;
1545;Opslag omroepbijdragen;Noord-Brabant (PV);2021;
1546;Opslag omroepbijdragen;Noord-Brabant (PV);2022;
1547;Opslag omroepbijdragen;Noord-Brabant (PV);2023;
1548;Opslag omroepbijdragen;Noord-Brabant (PV);2024;
1549;Opslag omroepbijdragen;Noord-Brabant (PV);2025;
1550;Opslag omroepbijdragen;Limburg (PV);1995;2.0
1551;Opslag omroepbijdragen;Limburg (PV);1996;2.0
1552;Opslag omroepbijdragen;Limburg (PV);1997;2.1
1553;Opslag omroepbijdragen;Limburg (PV);1998;3.4
1554;Opslag omroepbijdragen;Limburg (PV);1999;3.4
1555;Opslag omroepbijdragen;Limburg (PV);2000;3.5
1556;Opslag omroepbijdragen;Limburg (PV);2001;
1557;Opslag omroepbijdragen;Limburg (PV);2002;
1558;Opslag omroepbijdragen;Limburg (PV);2003;
1559;Opslag omroepbijdragen;Limburg (PV);2004;
1560;Opslag omroepbijdragen;Limburg (PV);2005;
1561;Opslag omroepbijdragen;Limburg (PV);2006;
1562;Opslag omroepbijdragen;Limburg (PV);2007;
1563;Opslag omroepbijdragen;Limburg (PV);2008;
1564;Opslag omroepbijdragen;Limburg (PV);2009;
1565;Opslag omroepbijdragen;Limburg (PV);2010;
1566;Opslag omroepbijdragen;Limburg (PV);2011;
1567;Opslag omroepbijdragen;Limburg (PV);2012;
1568;Opslag omroepbijdragen;Limburg (PV);2013;
1569;Opslag omroepbijdragen;Limburg (PV);2014;
1570;Opslag omroepbijdragen;Limburg (PV);2015;
1571;Opslag omroepbijdragen;Limburg (PV);2016;
1572;Opslag omroepbijdragen;Limburg (PV);2017;
1573;Opslag omroepbijdragen;Limburg (PV);2018;
1574;Opslag omroepbijdragen;Limburg (PV);2019;
1575;Opslag omroepbijdragen;Limburg (PV);2020;
1576;Opslag omroepbijdragen;Limburg (PV);2021;
1577;Opslag omroepbijdragen;Limburg (PV);2022;
1578;Opslag omroepbijdragen;Limburg (PV);2023;
1579;Opslag omroepbijdragen;Limburg (PV);2024;
1580;Opslag omroepbijdragen;Limburg (PV);2025;
1581;Waterverontreinigingsheffing;Nederland;1995;85.8
1582;Waterverontreinigingsheffing;Nederland;1996;88.7
1583;Waterverontreinigingsheffing;Nederland;1997;30.4
1584;Waterverontreinigingsheffing;Nederland;1998;30.9
1585;Waterverontreinigingsheffing;Nederland;1999;31.4
1586;Waterverontreinigingsheffing;Nederland;2000;
1587;Waterverontreinigingsheffing;Nederland;2001;
1588;Waterverontreinigingsheffing;Nederland;2002;
1589;Waterverontreinigingsheffing;Nederland;2003;
1590;Waterverontreinigingsheffing;Nederland;2004;
1591;Waterverontreinigingsheffing;Nederland;2005;
1592;Waterverontreinigingsheffing;Nederland;2006;
1593;Waterverontreinigingsheffing;Nederland;2007;
1594;Waterverontreinigingsheffing;Nederland;2008;
1595;Waterverontreinigingsheffing;Nederland;2009;
1596;Waterverontreinigingsheffing;Nederland;2010;
1597;Waterverontreinigingsheffing;Nederland;2011;
1598;Waterverontreinigingsheffing;Nederland;2012;
1599;Waterverontreinigingsheffing;Nederland;2013;
1600;Waterverontreinigingsheffing;Nederland;2014;
1601;Waterverontreinigingsheffing;Nederland;2015;
1602;Waterverontreinigingsheffing;Nederland;2016;
1603;Waterverontreinigingsheffing;Nederland;2017;
1604;Waterverontreinigingsheffing;Nederland;2018;
1605;Waterverontreinigingsheffing;Nederland;2019;
1606;Waterverontreinigingsheffing;Nederland;2020;
1607;Waterverontreinigingsheffing;Nederland;2021;
1608;Waterverontreinigingsheffing;Nederland;2022;
1609;Waterverontreinigingsheffing;Nederland;2023;
1610;Waterverontreinigingsheffing;Nederland;2024;
1611;Waterverontreinigingsheffing;Nederland;2025;
1612;Waterverontreinigingsheffing;Noord-Nederland (LD);1995;26.2
1613;Waterverontreinigingsheffing;Noord-Nederland (LD);1996;28.1
1614;Waterverontreinigingsheffing;Noord-Nederland (LD);1997;30.4
1615;Waterverontreinigingsheffing;Noord-Nederland (LD);1998;30.9
1616;Waterverontreinigingsheffing;Noord-Nederland (LD);1999;31.4
1617;Waterverontreinigingsheffing;Noord-Nederland (LD);2000;
1618;Waterverontreinigingsheffing;Noord-Nederland (LD);2001;
1619;Waterverontreinigingsheffing;Noord-Nederland (LD);2002;
1620;Waterverontreinigingsheffing;Noord-Nederland (LD);2003;
1621;Waterverontreinigingsheffing;Noord-Nederland (LD);2004;
1622;Waterverontreinigingsheffing;Noord-Nederland (LD);2005;
1623;Waterverontreinigingsheffing;Noord-Nederland (LD);2006;
1624;Waterverontreinigingsheffing;Noord-Nederland (LD);2007;
1625;Waterverontreinigingsheffing;Noord-Nederland (LD);2008;
1626;Waterverontreinigingsheffing;Noord-Nederland (LD);2009;
1627;Waterverontreinigingsheffing;Noord-Nederland (LD);2010;
1628;Waterverontreinigingsheffing;Noord-Nederland (LD);2011;
1629;Waterverontreinigingsheffing;Noord-Nederland (LD);2012;
1630;Waterverontreinigingsheffing;Noord-Nederland (LD);2013;
1631;Waterverontreinigingsheffing;Noord-Nederland (LD);2014;
1632;Waterverontreinigingsheffing;Noord-Nederland (LD);2015;
1633;Waterverontreinigingsheffing;Noord-Nederland (LD);2016;
1634;Waterverontreinigingsheffing;Noord-Nederland (LD);2017;
1635;Waterverontreinigingsheffing;Noord-Nederland (LD);2018;
1636;Waterverontreinigingsheffing;Noord-Nederland (LD);2019;
1637;Waterverontreinigingsheffing;Noord-Nederland (LD);2020;
1638;Waterverontreinigingsheffing;Noord-Nederland (LD);2021;
1639;Waterverontreinigingsheffing;Noord-Nederland (LD);2022;
1640;Waterverontreinigingsheffing;Noord-Nederland (LD);2023;
1641;Waterverontreinigingsheffing;Noord-Nederland (LD);2024;
1642;Waterverontreinigingsheffing;Noord-Nederland (LD);2025;
1643;Waterverontreinigingsheffing;Oost-Nederland (LD);1995;0.0
1644;Waterverontreinigingsheffing;Oost-Nederland (LD);1996;0.0
1645;Waterverontreinigingsheffing;Oost-Nederland (LD);1997;0.0
1646;Waterverontreinigingsheffing;Oost-Nederland (LD);1998;0.0
1647;Waterverontreinigingsheffing;Oost-Nederland (LD);1999;0.0
1648;Waterverontreinigingsheffing;Oost-Nederland (LD);2000;
1649;Waterverontreinigingsheffing;Oost-Nederland (LD);2001;
1650;Waterverontreinigingsheffing;Oost-Nederland (LD);2002;
1651;Waterverontreinigingsheffing;Oost-Nederland (LD);2003;
1652;Waterverontreinigingsheffing;Oost-Nederland (LD);2004;
1653;Waterverontreinigingsheffing;Oost-Nederland (LD);2005;
1654;Waterverontreinigingsheffing;Oost-Nederland (LD);2006;
1655;Waterverontreinigingsheffing;Oost-Nederland (LD);2007;
1656;Waterverontreinigingsheffing;Oost-Nederland (LD);2008;
1657;Waterverontreinigingsheffing;Oost-Nederland (LD);2009;
1658;Waterverontreinigingsheffing;Oost-Nederland (LD);2010;
1659;Waterverontreinigingsheffing;Oost-Nederland (LD);2011;
1660;Waterverontreinigingsheffing;Oost-Nederland (LD);2012;
1661;Waterverontreinigingsheffing;Oost-Nederland (LD);2013;
1662;Waterverontreinigingsheffing;Oost-Nederland (LD);2014;
1663;Waterverontreinigingsheffing;Oost-Nederland (LD);2015;
1664;Waterverontreinigingsheffing;Oost-Nederland (LD);2016;
1665;Waterverontreinigingsheffing;Oost-Nederland (LD);2017;
