ID;Donorregistratie;RegioS;Perioden;DonorregisterVastgelegdeKeuze_1
2196;Toestemming zonder donatiebeperkingen;Rozendaal;2022;0
2197;Toestemming zonder donatiebeperkingen;Rozendaal;2023;0
2198;Toestemming zonder donatiebeperkingen;Rucphen;2022;5
2199;Toestemming zonder donatiebeperkingen;Rucphen;2023;5
2200;Toestemming zonder donatiebeperkingen;Schagen;2022;11
2201;Toestemming zonder donatiebeperkingen;Schagen;2023;11
2202;Toestemming zonder donatiebeperkingen;Scherpenzeel;2022;2
2203;Toestemming zonder donatiebeperkingen;Scherpenzeel;2023;2
2204;Toestemming zonder donatiebeperkingen;Schiedam;2022;11
2205;Toestemming zonder donatiebeperkingen;Schiedam;2023;11
2206;Toestemming zonder donatiebeperkingen;Schiermonnikoog;2022;0
2207;Toestemming zonder donatiebeperkingen;Schiermonnikoog;2023;0
2208;Toestemming zonder donatiebeperkingen;Schouwen-Duiveland;2022;7
2209;Toestemming zonder donatiebeperkingen;Schouwen-Duiveland;2023;7
2210;Toestemming zonder donatiebeperkingen;Simpelveld;2022;2
2211;Toestemming zonder donatiebeperkingen;Simpelveld;2023;2
2212;Toestemming zonder donatiebeperkingen;Sint-Michielsgestel;2022;8
2213;Toestemming zonder donatiebeperkingen;Sint-Michielsgestel;2023;8
2214;Toestemming zonder donatiebeperkingen;Sittard-Geleen;2022;21
2215;Toestemming zonder donatiebeperkingen;Sittard-Geleen;2023;21
2216;Toestemming zonder donatiebeperkingen;Sliedrecht;2022;4
2217;Toestemming zonder donatiebeperkingen;Sliedrecht;2023;4
2218;Toestemming zonder donatiebeperkingen;Sluis;2022;5
2219;Toestemming zonder donatiebeperkingen;Sluis;2023;5
2220;Toestemming zonder donatiebeperkingen;Smallingerland;2022;11
2221;Toestemming zonder donatiebeperkingen;Smallingerland;2023;11
2222;Toestemming zonder donatiebeperkingen;Soest;2022;10
2223;Toestemming zonder donatiebeperkingen;Soest;2023;10
2224;Toestemming zonder donatiebeperkingen;Someren;2022;5
2225;Toestemming zonder donatiebeperkingen;Someren;2023;5
2226;Toestemming zonder donatiebeperkingen;Son en Breugel;2022;4
2227;Toestemming zonder donatiebeperkingen;Son en Breugel;2023;4
2228;Toestemming zonder donatiebeperkingen;Stadskanaal;2022;5
2229;Toestemming zonder donatiebeperkingen;Stadskanaal;2023;5
2230;Toestemming zonder donatiebeperkingen;Staphorst;2022;2
2231;Toestemming zonder donatiebeperkingen;Staphorst;2023;2
2232;Toestemming zonder donatiebeperkingen;Stede Broec;2022;5
2233;Toestemming zonder donatiebeperkingen;Stede Broec;2023;5
2234;Toestemming zonder donatiebeperkingen;Steenbergen;2022;6
2235;Toestemming zonder donatiebeperkingen;Steenbergen;2023;6
2236;Toestemming zonder donatiebeperkingen;Steenwijkerland;2022;9
2237;Toestemming zonder donatiebeperkingen;Steenwijkerland;2023;9
2238;Toestemming zonder donatiebeperkingen;Stein (L.);2022;6
2239;Toestemming zonder donatiebeperkingen;Stein (L.);2023;6
2240;Toestemming zonder donatiebeperkingen;Stichtse Vecht;2022;13
2241;Toestemming zonder donatiebeperkingen;Stichtse Vecht;2023;13
2242;Toestemming zonder donatiebeperkingen;Súdwest-Fryslân;2022;20
2243;Toestemming zonder donatiebeperkingen;Súdwest-Fryslân;2023;20
2244;Toestemming zonder donatiebeperkingen;Terneuzen;2022;12
2245;Toestemming zonder donatiebeperkingen;Terneuzen;2023;12
2246;Toestemming zonder donatiebeperkingen;Terschelling;2022;1
2247;Toestemming zonder donatiebeperkingen;Terschelling;2023;1
2248;Toestemming zonder donatiebeperkingen;Texel;2022;3
2249;Toestemming zonder donatiebeperkingen;Texel;2023;3
2250;Toestemming zonder donatiebeperkingen;Teylingen;2022;9
2251;Toestemming zonder donatiebeperkingen;Teylingen;2023;9
2252;Toestemming zonder donatiebeperkingen;Tholen;2022;4
2253;Toestemming zonder donatiebeperkingen;Tholen;2023;4
2254;Toestemming zonder donatiebeperkingen;Tiel;2022;7
2255;Toestemming zonder donatiebeperkingen;Tiel;2023;7
2256;Toestemming zonder donatiebeperkingen;Tilburg;2022;48
2257;Toestemming zonder donatiebeperkingen;Tilburg;2023;48
2258;Toestemming zonder donatiebeperkingen;Tubbergen;2022;5
2259;Toestemming zonder donatiebeperkingen;Tubbergen;2023;5
2260;Toestemming zonder donatiebeperkingen;Twenterand;2022;6
2261;Toestemming zonder donatiebeperkingen;Twenterand;2023;6
2262;Toestemming zonder donatiebeperkingen;Tynaarlo;2022;8
2263;Toestemming zonder donatiebeperkingen;Tynaarlo;2023;8
2264;Toestemming zonder donatiebeperkingen;Tytsjerksteradiel;2022;7
2265;Toestemming zonder donatiebeperkingen;Tytsjerksteradiel;2023;7
2266;Toestemming zonder donatiebeperkingen;Uitgeest;2022;4
2267;Toestemming zonder donatiebeperkingen;Uitgeest;2023;3
2268;Toestemming zonder donatiebeperkingen;Uithoorn;2022;6
2269;Toestemming zonder donatiebeperkingen;Uithoorn;2023;6
2270;Toestemming zonder donatiebeperkingen;Urk;2022;1
2271;Toestemming zonder donatiebeperkingen;Urk;2023;1
2272;Toestemming zonder donatiebeperkingen;Utrecht (gemeente);2022;79
2273;Toestemming zonder donatiebeperkingen;Utrecht (gemeente);2023;78
2274;Toestemming zonder donatiebeperkingen;Utrechtse Heuvelrug;2022;11
2275;Toestemming zonder donatiebeperkingen;Utrechtse Heuvelrug;2023;11
2276;Toestemming zonder donatiebeperkingen;Vaals;2022;2
2277;Toestemming zonder donatiebeperkingen;Vaals;2023;2
2278;Toestemming zonder donatiebeperkingen;Valkenburg aan de Geul;2022;4
2279;Toestemming zonder donatiebeperkingen;Valkenburg aan de Geul;2023;4
2280;Toestemming zonder donatiebeperkingen;Valkenswaard;2022;8
2281;Toestemming zonder donatiebeperkingen;Valkenswaard;2023;8
2282;Toestemming zonder donatiebeperkingen;Veendam;2022;5
2283;Toestemming zonder donatiebeperkingen;Veendam;2023;5
2284;Toestemming zonder donatiebeperkingen;Veenendaal;2022;11
2285;Toestemming zonder donatiebeperkingen;Veenendaal;2023;11
2286;Toestemming zonder donatiebeperkingen;Veere;2022;5
2287;Toestemming zonder donatiebeperkingen;Veere;2023;5
2288;Toestemming zonder donatiebeperkingen;Veldhoven;2022;12
2289;Toestemming zonder donatiebeperkingen;Veldhoven;2023;11
2290;Toestemming zonder donatiebeperkingen;Velsen;2022;14
2291;Toestemming zonder donatiebeperkingen;Velsen;2023;14
2292;Toestemming zonder donatiebeperkingen;Venlo;2022;22
2293;Toestemming zonder donatiebeperkingen;Venlo;2023;22
2294;Toestemming zonder donatiebeperkingen;Venray;2022;10
2295;Toestemming zonder donatiebeperkingen;Venray;2023;10
2296;Toestemming zonder donatiebeperkingen;Vijfheerenlanden;2022;10
2297;Toestemming zonder donatiebeperkingen;Vijfheerenlanden;2023;10
2298;Toestemming zonder donatiebeperkingen;Vlaardingen;2022;12
2299;Toestemming zonder donatiebeperkingen;Vlaardingen;2023;12
2300;Toestemming zonder donatiebeperkingen;Vlieland;2022;0
2301;Toestemming zonder donatiebeperkingen;Vlieland;2023;0
2302;Toestemming zonder donatiebeperkingen;Vlissingen;2022;9
2303;Toestemming zonder donatiebeperkingen;Vlissingen;2023;9
2304;Toestemming zonder donatiebeperkingen;Voerendaal;2022;3
2305;Toestemming zonder donatiebeperkingen;Voerendaal;2023;3
2306;Toestemming zonder donatiebeperkingen;Voorne aan Zee;2022;15
2307;Toestemming zonder donatiebeperkingen;Voorne aan Zee;2023;15
2308;Toestemming zonder donatiebeperkingen;Voorschoten;2022;6
2309;Toestemming zonder donatiebeperkingen;Voorschoten;2023;6
2310;Toestemming zonder donatiebeperkingen;Voorst;2022;6
2311;Toestemming zonder donatiebeperkingen;Voorst;2023;6
2312;Toestemming zonder donatiebeperkingen;Vught;2022;8
2313;Toestemming zonder donatiebeperkingen;Vught;2023;8
2314;Toestemming zonder donatiebeperkingen;Waadhoeke;2022;10
2315;Toestemming zonder donatiebeperkingen;Waadhoeke;2023;10
2316;Toestemming zonder donatiebeperkingen;Waalre;2022;5
2317;Toestemming zonder donatiebeperkingen;Waalre;2023;5
2318;Toestemming zonder donatiebeperkingen;Waalwijk;2022;10
2319;Toestemming zonder donatiebeperkingen;Waalwijk;2023;10
2320;Toestemming zonder donatiebeperkingen;Waddinxveen;2022;5
2321;Toestemming zonder donatiebeperkingen;Waddinxveen;2023;6
2322;Toestemming zonder donatiebeperkingen;Wageningen;2022;10
2323;Toestemming zonder donatiebeperkingen;Wageningen;2023;10
2324;Toestemming zonder donatiebeperkingen;Wassenaar;2022;5
2325;Toestemming zonder donatiebeperkingen;Wassenaar;2023;5
2326;Toestemming zonder donatiebeperkingen;Waterland;2022;4
2327;Toestemming zonder donatiebeperkingen;Waterland;2023;4
2328;Toestemming zonder donatiebeperkingen;Weert;2022;11
2329;Toestemming zonder donatiebeperkingen;Weert;2023;11
2330;Toestemming zonder donatiebeperkingen;West Betuwe;2022;9
2331;Toestemming zonder donatiebeperkingen;West Betuwe;2023;9
2332;Toestemming zonder donatiebeperkingen;West Maas en Waal;2022;5
2333;Toestemming zonder donatiebeperkingen;West Maas en Waal;2023;5
2334;Toestemming zonder donatiebeperkingen;Westerkwartier;2022;13
2335;Toestemming zonder donatiebeperkingen;Westerkwartier;2023;13
2336;Toestemming zonder donatiebeperkingen;Westerveld;2022;5
2337;Toestemming zonder donatiebeperkingen;Westerveld;2023;5
2338;Toestemming zonder donatiebeperkingen;Westervoort;2022;3
2339;Toestemming zonder donatiebeperkingen;Westervoort;2023;3
2340;Toestemming zonder donatiebeperkingen;Westerwolde;2022;5
2341;Toestemming zonder donatiebeperkingen;Westerwolde;2023;5
2342;Toestemming zonder donatiebeperkingen;Westland;2022;23
2343;Toestemming zonder donatiebeperkingen;Westland;2023;23
2344;Toestemming zonder donatiebeperkingen;Weststellingwerf;2022;5
2345;Toestemming zonder donatiebeperkingen;Weststellingwerf;2023;5
2346;Toestemming zonder donatiebeperkingen;Wierden;2022;5
2347;Toestemming zonder donatiebeperkingen;Wierden;2023;5
2348;Toestemming zonder donatiebeperkingen;Wijchen;2022;10
2349;Toestemming zonder donatiebeperkingen;Wijchen;2023;10
2350;Toestemming zonder donatiebeperkingen;Wijdemeren;2022;5
2351;Toestemming zonder donatiebeperkingen;Wijdemeren;2023;5
2352;Toestemming zonder donatiebeperkingen;Wijk bij Duurstede;2022;5
2353;Toestemming zonder donatiebeperkingen;Wijk bij Duurstede;2023;5
2354;Toestemming zonder donatiebeperkingen;Winterswijk;2022;7
2355;Toestemming zonder donatiebeperkingen;Winterswijk;2023;7
2356;Toestemming zonder donatiebeperkingen;Woensdrecht;2022;5
2357;Toestemming zonder donatiebeperkingen;Woensdrecht;2023;5
2358;Toestemming zonder donatiebeperkingen;Woerden;2022;11
2359;Toestemming zonder donatiebeperkingen;Woerden;2023;11
2360;Toestemming zonder donatiebeperkingen;De Wolden;2022;6
2361;Toestemming zonder donatiebeperkingen;De Wolden;2023;6
2362;Toestemming zonder donatiebeperkingen;Wormerland;2022;4
2363;Toestemming zonder donatiebeperkingen;Wormerland;2023;4
2364;Toestemming zonder donatiebeperkingen;Woudenberg;2022;2
2365;Toestemming zonder donatiebeperkingen;Woudenberg;2023;2
2366;Toestemming zonder donatiebeperkingen;Zaanstad;2022;29
2367;Toestemming zonder donatiebeperkingen;Zaanstad;2023;29
2368;Toestemming zonder donatiebeperkingen;Zaltbommel;2022;5
2369;Toestemming zonder donatiebeperkingen;Zaltbommel;2023;5
2370;Toestemming zonder donatiebeperkingen;Zandvoort;2022;3
2371;Toestemming zonder donatiebeperkingen;Zandvoort;2023;3
2372;Toestemming zonder donatiebeperkingen;Zeewolde;2022;5
2373;Toestemming zonder donatiebeperkingen;Zeewolde;2023;5
2374;Toestemming zonder donatiebeperkingen;Zeist;2022;13
2375;Toestemming zonder donatiebeperkingen;Zeist;2023;13
2376;Toestemming zonder donatiebeperkingen;Zevenaar;2022;11
2377;Toestemming zonder donatiebeperkingen;Zevenaar;2023;11
2378;Toestemming zonder donatiebeperkingen;Zoetermeer;2022;23
2379;Toestemming zonder donatiebeperkingen;Zoetermeer;2023;23
2380;Toestemming zonder donatiebeperkingen;Zoeterwoude;2022;2
2381;Toestemming zonder donatiebeperkingen;Zoeterwoude;2023;2
2382;Toestemming zonder donatiebeperkingen;Zuidplas;2022;8
2383;Toestemming zonder donatiebeperkingen;Zuidplas;2023;8
2384;Toestemming zonder donatiebeperkingen;Zundert;2022;5
2385;Toestemming zonder donatiebeperkingen;Zundert;2023;5
2386;Toestemming zonder donatiebeperkingen;Zutphen;2022;11
2387;Toestemming zonder donatiebeperkingen;Zutphen;2023;11
2388;Toestemming zonder donatiebeperkingen;Zwartewaterland;2022;3
2389;Toestemming zonder donatiebeperkingen;Zwartewaterland;2023;3
2390;Toestemming zonder donatiebeperkingen;Zwijndrecht;2022;8
2391;Toestemming zonder donatiebeperkingen;Zwijndrecht;2023;8
2392;Toestemming zonder donatiebeperkingen;Zwolle;2022;29
2393;Toestemming zonder donatiebeperkingen;Zwolle;2023;29
2394;Toestemming met donatiebeperkingen;Nederland;2022;1277
2395;Toestemming met donatiebeperkingen;Nederland;2023;1288
2396;Toestemming met donatiebeperkingen;Noord-Nederland (LD);2022;135
2397;Toestemming met donatiebeperkingen;Noord-Nederland (LD);2023;137
2398;Toestemming met donatiebeperkingen;Oost-Nederland (LD);2022;292
2399;Toestemming met donatiebeperkingen;Oost-Nederland (LD);2023;296
2400;Toestemming met donatiebeperkingen;West-Nederland (LD);2022;579
2401;Toestemming met donatiebeperkingen;West-Nederland (LD);2023;581
2402;Toestemming met donatiebeperkingen;Zuid-Nederland (LD);2022;271
2403;Toestemming met donatiebeperkingen;Zuid-Nederland (LD);2023;273
2404;Toestemming met donatiebeperkingen;Groningen (PV);2022;46
2405;Toestemming met donatiebeperkingen;Groningen (PV);2023;47
2406;Toestemming met donatiebeperkingen;Fryslân (PV);2022;50
2407;Toestemming met donatiebeperkingen;Fryslân (PV);2023;51
2408;Toestemming met donatiebeperkingen;Drenthe (PV);2022;39
2409;Toestemming met donatiebeperkingen;Drenthe (PV);2023;40
2410;Toestemming met donatiebeperkingen;Overijssel (PV);2022;94
2411;Toestemming met donatiebeperkingen;Overijssel (PV);2023;96
2412;Toestemming met donatiebeperkingen;Flevoland (PV);2022;27
2413;Toestemming met donatiebeperkingen;Flevoland (PV);2023;27
2414;Toestemming met donatiebeperkingen;Gelderland (PV);2022;170
2415;Toestemming met donatiebeperkingen;Gelderland (PV);2023;173
2416;Toestemming met donatiebeperkingen;Utrecht (PV);2022;113
2417;Toestemming met donatiebeperkingen;Utrecht (PV);2023;114
2418;Toestemming met donatiebeperkingen;Noord-Holland (PV);2022;198
2419;Toestemming met donatiebeperkingen;Noord-Holland (PV);2023;198
2420;Toestemming met donatiebeperkingen;Zuid-Holland (PV);2022;241
2421;Toestemming met donatiebeperkingen;Zuid-Holland (PV);2023;243
2422;Toestemming met donatiebeperkingen;Zeeland (PV);2022;27
2423;Toestemming met donatiebeperkingen;Zeeland (PV);2023;27
2424;Toestemming met donatiebeperkingen;Noord-Brabant (PV);2022;197
2425;Toestemming met donatiebeperkingen;Noord-Brabant (PV);2023;199
2426;Toestemming met donatiebeperkingen;Limburg (PV);2022;74
2427;Toestemming met donatiebeperkingen;Limburg (PV);2023;75
2428;Toestemming met donatiebeperkingen;Oost-Groningen (CR);2022;9
2429;Toestemming met donatiebeperkingen;Oost-Groningen (CR);2023;9
2430;Toestemming met donatiebeperkingen;Delfzijl en omgeving (CR);2022;3
2431;Toestemming met donatiebeperkingen;Delfzijl en omgeving (CR);2023;3
2432;Toestemming met donatiebeperkingen;Overig Groningen (CR);2022;34
2433;Toestemming met donatiebeperkingen;Overig Groningen (CR);2023;34
2434;Toestemming met donatiebeperkingen;Noord-Friesland (CR);2022;25
2435;Toestemming met donatiebeperkingen;Noord-Friesland (CR);2023;25
2436;Toestemming met donatiebeperkingen;Zuidwest-Friesland (CR);2022;11
2437;Toestemming met donatiebeperkingen;Zuidwest-Friesland (CR);2023;11
2438;Toestemming met donatiebeperkingen;Zuidoost-Friesland (CR);2022;14
2439;Toestemming met donatiebeperkingen;Zuidoost-Friesland (CR);2023;15
2440;Toestemming met donatiebeperkingen;Noord-Drenthe (CR);2022;16
2441;Toestemming met donatiebeperkingen;Noord-Drenthe (CR);2023;16
2442;Toestemming met donatiebeperkingen;Zuidoost-Drenthe (CR);2022;12
2443;Toestemming met donatiebeperkingen;Zuidoost-Drenthe (CR);2023;12
2444;Toestemming met donatiebeperkingen;Zuidwest-Drenthe (CR);2022;11
2445;Toestemming met donatiebeperkingen;Zuidwest-Drenthe (CR);2023;11
2446;Toestemming met donatiebeperkingen;Noord-Overijssel (CR);2022;33
2447;Toestemming met donatiebeperkingen;Noord-Overijssel (CR);2023;34
2448;Toestemming met donatiebeperkingen;Zuidwest-Overijssel (CR);2022;14
2449;Toestemming met donatiebeperkingen;Zuidwest-Overijssel (CR);2023;14
2450;Toestemming met donatiebeperkingen;Twente (CR);2022;48
2451;Toestemming met donatiebeperkingen;Twente (CR);2023;48
2452;Toestemming met donatiebeperkingen;Veluwe (CR);2022;54
2453;Toestemming met donatiebeperkingen;Veluwe (CR);2023;55
2454;Toestemming met donatiebeperkingen;Achterhoek (CR);2022;33
2455;Toestemming met donatiebeperkingen;Achterhoek (CR);2023;34
2456;Toestemming met donatiebeperkingen;Arnhem/Nijmegen (CR);2022;65
2457;Toestemming met donatiebeperkingen;Arnhem/Nijmegen (CR);2023;66
2458;Toestemming met donatiebeperkingen;Zuidwest-Gelderland (CR);2022;18
2459;Toestemming met donatiebeperkingen;Zuidwest-Gelderland (CR);2023;19
2460;Toestemming met donatiebeperkingen;Utrecht (CR);2022;113
2461;Toestemming met donatiebeperkingen;Utrecht (CR);2023;114
2462;Toestemming met donatiebeperkingen;Kop van Noord-Holland (CR);2022;29
2463;Toestemming met donatiebeperkingen;Kop van Noord-Holland (CR);2023;29
2464;Toestemming met donatiebeperkingen;Alkmaar en omgeving (CR);2022;20
2465;Toestemming met donatiebeperkingen;Alkmaar en omgeving (CR);2023;20
2466;Toestemming met donatiebeperkingen;IJmond (CR);2022;15
2467;Toestemming met donatiebeperkingen;IJmond (CR);2023;15
2468;Toestemming met donatiebeperkingen;Agglomeratie Haarlem (CR);2022;17
2469;Toestemming met donatiebeperkingen;Agglomeratie Haarlem (CR);2023;17
2470;Toestemming met donatiebeperkingen;Zaanstreek (CR);2022;11
2471;Toestemming met donatiebeperkingen;Zaanstreek (CR);2023;11
2472;Toestemming met donatiebeperkingen;Groot-Amsterdam (CR);2022;90
2473;Toestemming met donatiebeperkingen;Groot-Amsterdam (CR);2023;89
2474;Toestemming met donatiebeperkingen;Het Gooi en Vechtstreek (CR);2022;18
2475;Toestemming met donatiebeperkingen;Het Gooi en Vechtstreek (CR);2023;18
2476;Toestemming met donatiebeperkingen;Agglomeratie Leiden en Bollenstreek (CR);2022;34
2477;Toestemming met donatiebeperkingen;Agglomeratie Leiden en Bollenstreek (CR);2023;35
2478;Toestemming met donatiebeperkingen;Agglomeratie 's-Gravenhage (CR);2022;48
2479;Toestemming met donatiebeperkingen;Agglomeratie 's-Gravenhage (CR);2023;48
2480;Toestemming met donatiebeperkingen;Delft en Westland (CR);2022;18
2481;Toestemming met donatiebeperkingen;Delft en Westland (CR);2023;18
2482;Toestemming met donatiebeperkingen;Oost-Zuid-Holland (CR);2022;26
2483;Toestemming met donatiebeperkingen;Oost-Zuid-Holland (CR);2023;27
2484;Toestemming met donatiebeperkingen;Groot-Rijnmond (CR);2022;89
2485;Toestemming met donatiebeperkingen;Groot-Rijnmond (CR);2023;89
2486;Toestemming met donatiebeperkingen;Zuidoost-Zuid-Holland (CR);2022;26
2487;Toestemming met donatiebeperkingen;Zuidoost-Zuid-Holland (CR);2023;27
2488;Toestemming met donatiebeperkingen;Zeeuwsch-Vlaanderen (CR);2022;7
2489;Toestemming met donatiebeperkingen;Zeeuwsch-Vlaanderen (CR);2023;7
2490;Toestemming met donatiebeperkingen;Overig Zeeland (CR);2022;20
2491;Toestemming met donatiebeperkingen;Overig Zeeland (CR);2023;20
2492;Toestemming met donatiebeperkingen;West-Noord-Brabant (CR);2022;49
2493;Toestemming met donatiebeperkingen;West-Noord-Brabant (CR);2023;49
2494;Toestemming met donatiebeperkingen;Midden-Noord-Brabant (CR);2022;38
2495;Toestemming met donatiebeperkingen;Midden-Noord-Brabant (CR);2023;38
2496;Toestemming met donatiebeperkingen;Noordoost-Noord-Brabant (CR);2022;54
2497;Toestemming met donatiebeperkingen;Noordoost-Noord-Brabant (CR);2023;55
2498;Toestemming met donatiebeperkingen;Zuidoost-Noord-Brabant (CR);2022;56
