ID;Geslacht;KenmerkenVanPersonen;TypeMaatwerkarrangement;RegioS;Perioden;WmoClienten_1;WmoClientenPer1000Inwoners_2
2772;Totaal mannen en vrouwen;Totaal personen;Totaal;Hengelo (O.);1e halfjaar 2015;6260.0;75.0
2773;Totaal mannen en vrouwen;Totaal personen;Totaal;Hengelo (O.);2e halfjaar 2015;6085.0;75.0
2774;Totaal mannen en vrouwen;Totaal personen;Totaal;Hengelo (O.);2015;6645.0;80.0
2775;Totaal mannen en vrouwen;Totaal personen;Totaal;Hengelo (O.);1e halfjaar 2016;6050.0;75.0
2776;Totaal mannen en vrouwen;Totaal personen;Totaal;Hengelo (O.);2e halfjaar 2016;6165.0;76.0
2777;Totaal mannen en vrouwen;Totaal personen;Totaal;Hengelo (O.);2016;6570.0;81.0
2778;Totaal mannen en vrouwen;Totaal personen;Totaal;Hengelo (O.);1e halfjaar 2017;6190.0;77.0
2779;Totaal mannen en vrouwen;Totaal personen;Totaal;Hengelo (O.);2e halfjaar 2017;6145.0;76.0
2780;Totaal mannen en vrouwen;Totaal personen;Totaal;Hengelo (O.);2017;6590.0;82.0
2781;Totaal mannen en vrouwen;Totaal personen;Totaal;Hengelo (O.);1e halfjaar 2018;6250.0;78.0
2782;Totaal mannen en vrouwen;Totaal personen;Totaal;Hengelo (O.);2e halfjaar 2018;6220.0;77.0
2783;Totaal mannen en vrouwen;Totaal personen;Totaal;Hengelo (O.);2018;6690.0;83.0
2784;Totaal mannen en vrouwen;Totaal personen;Totaal;Hengelo (O.);1e halfjaar 2019;6460.0;80.0
2785;Totaal mannen en vrouwen;Totaal personen;Totaal;Hengelo (O.);2e halfjaar 2019;6610.0;82.0
2786;Totaal mannen en vrouwen;Totaal personen;Totaal;Hengelo (O.);2019;7050.0;87.0
2787;Totaal mannen en vrouwen;Totaal personen;Totaal;Hengelo (O.);1e halfjaar 2020;6645.0;82.0
2788;Totaal mannen en vrouwen;Totaal personen;Totaal;Hengelo (O.);2e halfjaar 2020;6825.0;84.0
2789;Totaal mannen en vrouwen;Totaal personen;Totaal;Hengelo (O.);2020;7245.0;89.0
2790;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Hertogenbosch;1e halfjaar 2015;8155.0;55.0
2791;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Hertogenbosch;2e halfjaar 2015;8080.0;55.0
2792;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Hertogenbosch;2015;8600.0;55.0
2793;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Hertogenbosch;1e halfjaar 2016;8200.0;54.0
2794;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Hertogenbosch;2e halfjaar 2016;8365.0;55.0
2795;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Hertogenbosch;2016;8895.0;59.0
2796;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Hertogenbosch;1e halfjaar 2017;8590.0;56.0
2797;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Hertogenbosch;2e halfjaar 2017;8565.0;56.0
2798;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Hertogenbosch;2017;9165.0;60.0
2799;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Hertogenbosch;1e halfjaar 2018;8865.0;58.0
2800;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Hertogenbosch;2e halfjaar 2018;8955.0;58.0
2801;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Hertogenbosch;2018;9620.0;63.0
2802;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Hertogenbosch;1e halfjaar 2019;9820.0;64.0
2803;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Hertogenbosch;2e halfjaar 2019;10120.0;66.0
2804;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Hertogenbosch;2019;10710.0;69.0
2805;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Hertogenbosch;1e halfjaar 2020;10205.0;66.0
2806;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Hertogenbosch;2e halfjaar 2020;10340.0;67.0
2807;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Hertogenbosch;2020;11025.0;71.0
2808;Totaal mannen en vrouwen;Totaal personen;Totaal;Heumen;1e halfjaar 2015;;
2809;Totaal mannen en vrouwen;Totaal personen;Totaal;Heumen;2e halfjaar 2015;;
2810;Totaal mannen en vrouwen;Totaal personen;Totaal;Heumen;2015;;
2811;Totaal mannen en vrouwen;Totaal personen;Totaal;Heumen;1e halfjaar 2016;;
2812;Totaal mannen en vrouwen;Totaal personen;Totaal;Heumen;2e halfjaar 2016;;
2813;Totaal mannen en vrouwen;Totaal personen;Totaal;Heumen;2016;;
2814;Totaal mannen en vrouwen;Totaal personen;Totaal;Heumen;1e halfjaar 2017;;
2815;Totaal mannen en vrouwen;Totaal personen;Totaal;Heumen;2e halfjaar 2017;;
2816;Totaal mannen en vrouwen;Totaal personen;Totaal;Heumen;2017;;
2817;Totaal mannen en vrouwen;Totaal personen;Totaal;Heumen;1e halfjaar 2018;;
2818;Totaal mannen en vrouwen;Totaal personen;Totaal;Heumen;2e halfjaar 2018;;
2819;Totaal mannen en vrouwen;Totaal personen;Totaal;Heumen;2018;;
2820;Totaal mannen en vrouwen;Totaal personen;Totaal;Heumen;1e halfjaar 2019;;
2821;Totaal mannen en vrouwen;Totaal personen;Totaal;Heumen;2e halfjaar 2019;;
2822;Totaal mannen en vrouwen;Totaal personen;Totaal;Heumen;2019;;
2823;Totaal mannen en vrouwen;Totaal personen;Totaal;Heumen;1e halfjaar 2020;;
2824;Totaal mannen en vrouwen;Totaal personen;Totaal;Heumen;2e halfjaar 2020;;
2825;Totaal mannen en vrouwen;Totaal personen;Totaal;Heumen;2020;;
2826;Totaal mannen en vrouwen;Totaal personen;Totaal;Heusden;1e halfjaar 2015;1145.0;25.0
2827;Totaal mannen en vrouwen;Totaal personen;Totaal;Heusden;2e halfjaar 2015;1235.0;30.0
2828;Totaal mannen en vrouwen;Totaal personen;Totaal;Heusden;2015;1315.0;30.0
2829;Totaal mannen en vrouwen;Totaal personen;Totaal;Heusden;1e halfjaar 2016;1275.0;29.0
2830;Totaal mannen en vrouwen;Totaal personen;Totaal;Heusden;2e halfjaar 2016;;
2831;Totaal mannen en vrouwen;Totaal personen;Totaal;Heusden;2016;;
2832;Totaal mannen en vrouwen;Totaal personen;Totaal;Heusden;1e halfjaar 2017;;
2833;Totaal mannen en vrouwen;Totaal personen;Totaal;Heusden;2e halfjaar 2017;1300.0;30.0
2834;Totaal mannen en vrouwen;Totaal personen;Totaal;Heusden;2017;;
2835;Totaal mannen en vrouwen;Totaal personen;Totaal;Heusden;1e halfjaar 2018;1325.0;30.0
2836;Totaal mannen en vrouwen;Totaal personen;Totaal;Heusden;2e halfjaar 2018;1295.0;30.0
2837;Totaal mannen en vrouwen;Totaal personen;Totaal;Heusden;2018;1445.0;33.0
2838;Totaal mannen en vrouwen;Totaal personen;Totaal;Heusden;1e halfjaar 2019;2235.0;51.0
2839;Totaal mannen en vrouwen;Totaal personen;Totaal;Heusden;2e halfjaar 2019;2285.0;52.0
2840;Totaal mannen en vrouwen;Totaal personen;Totaal;Heusden;2019;2390.0;54.0
2841;Totaal mannen en vrouwen;Totaal personen;Totaal;Heusden;1e halfjaar 2020;1600.0;36.0
2842;Totaal mannen en vrouwen;Totaal personen;Totaal;Heusden;2e halfjaar 2020;1630.0;36.0
2843;Totaal mannen en vrouwen;Totaal personen;Totaal;Heusden;2020;1790.0;40.0
2844;Totaal mannen en vrouwen;Totaal personen;Totaal;Hillegom;1e halfjaar 2015;505.0;25.0
2845;Totaal mannen en vrouwen;Totaal personen;Totaal;Hillegom;2e halfjaar 2015;485.0;25.0
2846;Totaal mannen en vrouwen;Totaal personen;Totaal;Hillegom;2015;525.0;25.0
2847;Totaal mannen en vrouwen;Totaal personen;Totaal;Hillegom;1e halfjaar 2016;1180.0;56.0
2848;Totaal mannen en vrouwen;Totaal personen;Totaal;Hillegom;2e halfjaar 2016;1185.0;56.0
2849;Totaal mannen en vrouwen;Totaal personen;Totaal;Hillegom;2016;1255.0;60.0
2850;Totaal mannen en vrouwen;Totaal personen;Totaal;Hillegom;1e halfjaar 2017;1200.0;56.0
2851;Totaal mannen en vrouwen;Totaal personen;Totaal;Hillegom;2e halfjaar 2017;1210.0;57.0
2852;Totaal mannen en vrouwen;Totaal personen;Totaal;Hillegom;2017;1295.0;61.0
2853;Totaal mannen en vrouwen;Totaal personen;Totaal;Hillegom;1e halfjaar 2018;1215.0;56.0
2854;Totaal mannen en vrouwen;Totaal personen;Totaal;Hillegom;2e halfjaar 2018;1225.0;56.0
2855;Totaal mannen en vrouwen;Totaal personen;Totaal;Hillegom;2018;1330.0;61.0
2856;Totaal mannen en vrouwen;Totaal personen;Totaal;Hillegom;1e halfjaar 2019;1265.0;58.0
2857;Totaal mannen en vrouwen;Totaal personen;Totaal;Hillegom;2e halfjaar 2019;1230.0;56.0
2858;Totaal mannen en vrouwen;Totaal personen;Totaal;Hillegom;2019;1395.0;64.0
2859;Totaal mannen en vrouwen;Totaal personen;Totaal;Hillegom;1e halfjaar 2020;1230.0;55.0
2860;Totaal mannen en vrouwen;Totaal personen;Totaal;Hillegom;2e halfjaar 2020;1240.0;56.0
2861;Totaal mannen en vrouwen;Totaal personen;Totaal;Hillegom;2020;1335.0;60.0
2862;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilvarenbeek;1e halfjaar 2015;;
2863;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilvarenbeek;2e halfjaar 2015;;
2864;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilvarenbeek;2015;;
2865;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilvarenbeek;1e halfjaar 2016;;
2866;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilvarenbeek;2e halfjaar 2016;;
2867;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilvarenbeek;2016;;
2868;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilvarenbeek;1e halfjaar 2017;760.0;50.0
2869;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilvarenbeek;2e halfjaar 2017;765.0;50.0
2870;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilvarenbeek;2017;825.0;54.0
2871;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilvarenbeek;1e halfjaar 2018;770.0;50.0
2872;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilvarenbeek;2e halfjaar 2018;795.0;52.0
2873;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilvarenbeek;2018;850.0;55.0
2874;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilvarenbeek;1e halfjaar 2019;810.0;53.0
2875;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilvarenbeek;2e halfjaar 2019;855.0;56.0
2876;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilvarenbeek;2019;895.0;58.0
2877;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilvarenbeek;1e halfjaar 2020;925.0;60.0
2878;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilvarenbeek;2e halfjaar 2020;950.0;61.0
2879;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilvarenbeek;2020;1015.0;65.0
2880;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilversum;1e halfjaar 2015;;
2881;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilversum;2e halfjaar 2015;;
2882;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilversum;2015;;
2883;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilversum;1e halfjaar 2016;;
2884;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilversum;2e halfjaar 2016;5070.0;58.0
2885;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilversum;2016;;
2886;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilversum;1e halfjaar 2017;5475.0;62.0
2887;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilversum;2e halfjaar 2017;5680.0;64.0
2888;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilversum;2017;6015.0;68.0
2889;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilversum;1e halfjaar 2018;5650.0;63.0
2890;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilversum;2e halfjaar 2018;5775.0;65.0
2891;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilversum;2018;6200.0;69.0
2892;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilversum;1e halfjaar 2019;5870.0;65.0
2893;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilversum;2e halfjaar 2019;6265.0;69.0
2894;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilversum;2019;6650.0;74.0
2895;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilversum;1e halfjaar 2020;6175.0;68.0
2896;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilversum;2e halfjaar 2020;6235.0;69.0
2897;Totaal mannen en vrouwen;Totaal personen;Totaal;Hilversum;2020;6655.0;73.0
2898;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoeksche Waard;1e halfjaar 2015;;
2899;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoeksche Waard;2e halfjaar 2015;;
2900;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoeksche Waard;2015;;
2901;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoeksche Waard;1e halfjaar 2016;;
2902;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoeksche Waard;2e halfjaar 2016;;
2903;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoeksche Waard;2016;;
2904;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoeksche Waard;1e halfjaar 2017;;
2905;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoeksche Waard;2e halfjaar 2017;;
2906;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoeksche Waard;2017;;
2907;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoeksche Waard;1e halfjaar 2018;;
2908;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoeksche Waard;2e halfjaar 2018;;
2909;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoeksche Waard;2018;;
2910;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoeksche Waard;1e halfjaar 2019;3825.0;44.0
2911;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoeksche Waard;2e halfjaar 2019;3960.0;46.0
2912;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoeksche Waard;2019;4275.0;49.0
2913;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoeksche Waard;1e halfjaar 2020;4065.0;47.0
2914;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoeksche Waard;2e halfjaar 2020;4145.0;47.0
2915;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoeksche Waard;2020;4490.0;51.0
2916;Totaal mannen en vrouwen;Totaal personen;Totaal;Hof van Twente;1e halfjaar 2015;;
2917;Totaal mannen en vrouwen;Totaal personen;Totaal;Hof van Twente;2e halfjaar 2015;;
2918;Totaal mannen en vrouwen;Totaal personen;Totaal;Hof van Twente;2015;;
2919;Totaal mannen en vrouwen;Totaal personen;Totaal;Hof van Twente;1e halfjaar 2016;2335.0;67.0
2920;Totaal mannen en vrouwen;Totaal personen;Totaal;Hof van Twente;2e halfjaar 2016;2345.0;67.0
2921;Totaal mannen en vrouwen;Totaal personen;Totaal;Hof van Twente;2016;2510.0;72.0
2922;Totaal mannen en vrouwen;Totaal personen;Totaal;Hof van Twente;1e halfjaar 2017;2330.0;67.0
2923;Totaal mannen en vrouwen;Totaal personen;Totaal;Hof van Twente;2e halfjaar 2017;2350.0;67.0
2924;Totaal mannen en vrouwen;Totaal personen;Totaal;Hof van Twente;2017;2510.0;72.0
2925;Totaal mannen en vrouwen;Totaal personen;Totaal;Hof van Twente;1e halfjaar 2018;2320.0;66.0
2926;Totaal mannen en vrouwen;Totaal personen;Totaal;Hof van Twente;2e halfjaar 2018;2300.0;66.0
2927;Totaal mannen en vrouwen;Totaal personen;Totaal;Hof van Twente;2018;2495.0;71.0
2928;Totaal mannen en vrouwen;Totaal personen;Totaal;Hof van Twente;1e halfjaar 2019;2365.0;68.0
2929;Totaal mannen en vrouwen;Totaal personen;Totaal;Hof van Twente;2e halfjaar 2019;2350.0;67.0
2930;Totaal mannen en vrouwen;Totaal personen;Totaal;Hof van Twente;2019;2580.0;74.0
2931;Totaal mannen en vrouwen;Totaal personen;Totaal;Hof van Twente;1e halfjaar 2020;2300.0;66.0
2932;Totaal mannen en vrouwen;Totaal personen;Totaal;Hof van Twente;2e halfjaar 2020;2310.0;66.0
2933;Totaal mannen en vrouwen;Totaal personen;Totaal;Hof van Twente;2020;2500.0;71.0
2934;Totaal mannen en vrouwen;Totaal personen;Totaal;Het Hogeland;1e halfjaar 2015;;
2935;Totaal mannen en vrouwen;Totaal personen;Totaal;Het Hogeland;2e halfjaar 2015;;
2936;Totaal mannen en vrouwen;Totaal personen;Totaal;Het Hogeland;2015;;
2937;Totaal mannen en vrouwen;Totaal personen;Totaal;Het Hogeland;1e halfjaar 2016;;
2938;Totaal mannen en vrouwen;Totaal personen;Totaal;Het Hogeland;2e halfjaar 2016;;
2939;Totaal mannen en vrouwen;Totaal personen;Totaal;Het Hogeland;2016;;
2940;Totaal mannen en vrouwen;Totaal personen;Totaal;Het Hogeland;1e halfjaar 2017;;
2941;Totaal mannen en vrouwen;Totaal personen;Totaal;Het Hogeland;2e halfjaar 2017;;
2942;Totaal mannen en vrouwen;Totaal personen;Totaal;Het Hogeland;2017;;
2943;Totaal mannen en vrouwen;Totaal personen;Totaal;Het Hogeland;1e halfjaar 2018;;
2944;Totaal mannen en vrouwen;Totaal personen;Totaal;Het Hogeland;2e halfjaar 2018;;
2945;Totaal mannen en vrouwen;Totaal personen;Totaal;Het Hogeland;2018;;
2946;Totaal mannen en vrouwen;Totaal personen;Totaal;Het Hogeland;1e halfjaar 2019;3780.0;79.0
2947;Totaal mannen en vrouwen;Totaal personen;Totaal;Het Hogeland;2e halfjaar 2019;3865.0;81.0
2948;Totaal mannen en vrouwen;Totaal personen;Totaal;Het Hogeland;2019;4140.0;86.0
2949;Totaal mannen en vrouwen;Totaal personen;Totaal;Het Hogeland;1e halfjaar 2020;3915.0;82.0
2950;Totaal mannen en vrouwen;Totaal personen;Totaal;Het Hogeland;2e halfjaar 2020;3880.0;81.0
2951;Totaal mannen en vrouwen;Totaal personen;Totaal;Het Hogeland;2020;4215.0;88.0
2952;Totaal mannen en vrouwen;Totaal personen;Totaal;Hollands Kroon;1e halfjaar 2015;;
2953;Totaal mannen en vrouwen;Totaal personen;Totaal;Hollands Kroon;2e halfjaar 2015;;
2954;Totaal mannen en vrouwen;Totaal personen;Totaal;Hollands Kroon;2015;;
2955;Totaal mannen en vrouwen;Totaal personen;Totaal;Hollands Kroon;1e halfjaar 2016;1535.0;32.0
2956;Totaal mannen en vrouwen;Totaal personen;Totaal;Hollands Kroon;2e halfjaar 2016;1535.0;32.0
2957;Totaal mannen en vrouwen;Totaal personen;Totaal;Hollands Kroon;2016;1725.0;36.0
2958;Totaal mannen en vrouwen;Totaal personen;Totaal;Hollands Kroon;1e halfjaar 2017;1500.0;32.0
2959;Totaal mannen en vrouwen;Totaal personen;Totaal;Hollands Kroon;2e halfjaar 2017;1500.0;32.0
2960;Totaal mannen en vrouwen;Totaal personen;Totaal;Hollands Kroon;2017;1625.0;34.0
2961;Totaal mannen en vrouwen;Totaal personen;Totaal;Hollands Kroon;1e halfjaar 2018;1480.0;31.0
2962;Totaal mannen en vrouwen;Totaal personen;Totaal;Hollands Kroon;2e halfjaar 2018;1440.0;30.0
2963;Totaal mannen en vrouwen;Totaal personen;Totaal;Hollands Kroon;2018;1605.0;34.0
2964;Totaal mannen en vrouwen;Totaal personen;Totaal;Hollands Kroon;1e halfjaar 2019;1510.0;32.0
2965;Totaal mannen en vrouwen;Totaal personen;Totaal;Hollands Kroon;2e halfjaar 2019;1615.0;34.0
2966;Totaal mannen en vrouwen;Totaal personen;Totaal;Hollands Kroon;2019;1745.0;37.0
2967;Totaal mannen en vrouwen;Totaal personen;Totaal;Hollands Kroon;1e halfjaar 2020;1625.0;34.0
2968;Totaal mannen en vrouwen;Totaal personen;Totaal;Hollands Kroon;2e halfjaar 2020;1740.0;36.0
2969;Totaal mannen en vrouwen;Totaal personen;Totaal;Hollands Kroon;2020;1885.0;39.0
2970;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogeveen;1e halfjaar 2015;2625.0;50.0
2971;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogeveen;2e halfjaar 2015;2625.0;50.0
2972;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogeveen;2015;2870.0;50.0
2973;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogeveen;1e halfjaar 2016;2665.0;48.0
2974;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogeveen;2e halfjaar 2016;2665.0;48.0
2975;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogeveen;2016;2930.0;53.0
2976;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogeveen;1e halfjaar 2017;2690.0;49.0
2977;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogeveen;2e halfjaar 2017;2645.0;48.0
2978;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogeveen;2017;2925.0;53.0
2979;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogeveen;1e halfjaar 2018;4175.0;75.0
2980;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogeveen;2e halfjaar 2018;4285.0;77.0
2981;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogeveen;2018;4480.0;80.0
2982;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogeveen;1e halfjaar 2019;4440.0;80.0
2983;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogeveen;2e halfjaar 2019;4550.0;82.0
2984;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogeveen;2019;4830.0;87.0
2985;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogeveen;1e halfjaar 2020;4540.0;82.0
2986;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogeveen;2e halfjaar 2020;4520.0;81.0
2987;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogeveen;2020;4855.0;87.0
2988;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogezand-Sappemeer;1e halfjaar 2015;;
2989;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogezand-Sappemeer;2e halfjaar 2015;;
2990;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogezand-Sappemeer;2015;;
2991;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogezand-Sappemeer;1e halfjaar 2016;1610.0;47.0
2992;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogezand-Sappemeer;2e halfjaar 2016;;
2993;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogezand-Sappemeer;2016;;
2994;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogezand-Sappemeer;1e halfjaar 2017;1665.0;49.0
2995;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogezand-Sappemeer;2e halfjaar 2017;1590.0;46.0
2996;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogezand-Sappemeer;2017;1760.0;51.0
2997;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogezand-Sappemeer;1e halfjaar 2018;;
2998;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogezand-Sappemeer;2e halfjaar 2018;;
2999;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogezand-Sappemeer;2018;;
3000;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogezand-Sappemeer;1e halfjaar 2019;;
3001;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogezand-Sappemeer;2e halfjaar 2019;;
3002;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogezand-Sappemeer;2019;;
3003;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogezand-Sappemeer;1e halfjaar 2020;;
3004;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogezand-Sappemeer;2e halfjaar 2020;;
3005;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoogezand-Sappemeer;2020;;
3006;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoorn;1e halfjaar 2015;;
3007;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoorn;2e halfjaar 2015;2860.0;40.0
3008;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoorn;2015;;
3009;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoorn;1e halfjaar 2016;3700.0;51.0
3010;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoorn;2e halfjaar 2016;3765.0;52.0
3011;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoorn;2016;3995.0;55.0
3012;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoorn;1e halfjaar 2017;3845.0;53.0
3013;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoorn;2e halfjaar 2017;4145.0;57.0
3014;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoorn;2017;4430.0;61.0
3015;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoorn;1e halfjaar 2018;4275.0;59.0
3016;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoorn;2e halfjaar 2018;4525.0;62.0
3017;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoorn;2018;4820.0;66.0
3018;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoorn;1e halfjaar 2019;5470.0;75.0
3019;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoorn;2e halfjaar 2019;5685.0;78.0
3020;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoorn;2019;6035.0;83.0
3021;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoorn;1e halfjaar 2020;5540.0;76.0
3022;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoorn;2e halfjaar 2020;5670.0;77.0
3023;Totaal mannen en vrouwen;Totaal personen;Totaal;Hoorn;2020;6060.0;83.0
