ID;CountryOfResidence;Regions;Periods;Guests_1;OvernightStays_2
4848;All countries;Bos en Heide Zuid-Nederland (TG);2021 October;457.0;749.0
4849;All countries;Bos en Heide Zuid-Nederland (TG);2021 November;328.0;537.0
4850;All countries;Bos en Heide Zuid-Nederland (TG);2021 December;168.0;274.0
4851;All countries;Bos en Heide Zuid-Nederland (TG);2021 4th quarter;953.0;1560.0
4852;All countries;Bos en Heide Zuid-Nederland (TG);2021;3374.0;5653.0
4853;All countries;Bos en Heide Zuid-Nederland (TG);2022 January;132.0;211.0
4854;All countries;Bos en Heide Zuid-Nederland (TG);2022 February;264.0;397.0
4855;All countries;Bos en Heide Zuid-Nederland (TG);2022 March;365.0;566.0
4856;All countries;Bos en Heide Zuid-Nederland (TG);2022 1th quarter;762.0;1174.0
4857;All countries;Bos en Heide Zuid-Nederland (TG);2022 April;460.0;729.0
4858;All countries;Bos en Heide Zuid-Nederland (TG);2022 May;507.0;813.0
4859;All countries;Bos en Heide Zuid-Nederland (TG);2022 June;496.0;829.0
4860;All countries;Bos en Heide Zuid-Nederland (TG);2022 2nd quarter;1464.0;2370.0
4861;All countries;Bos en Heide Zuid-Nederland (TG);2022 July;570.0;964.0
4862;All countries;Bos en Heide Zuid-Nederland (TG);2022 August;521.0;930.0
4863;All countries;Bos en Heide Zuid-Nederland (TG);2022 September;480.0;810.0
4864;All countries;Bos en Heide Zuid-Nederland (TG);2022 3rd quarter;1572.0;2704.0
4865;All countries;Bos en Heide Zuid-Nederland (TG);2022 October;521.0;833.0
4866;All countries;Bos en Heide Zuid-Nederland (TG);2022 November;428.0;669.0
4867;All countries;Bos en Heide Zuid-Nederland (TG);2022 December;435.0;678.0
4868;All countries;Bos en Heide Zuid-Nederland (TG);2022 4th quarter;1385.0;2180.0
4869;All countries;Bos en Heide Zuid-Nederland (TG);2022;5182.0;8429.0
4870;All countries;Bos en Heide Zuid-Nederland (TG);2023 January;300.0;480.0
4871;All countries;Bos en Heide Zuid-Nederland (TG);2023 February;343.0;548.0
4872;All countries;Bos en Heide Zuid-Nederland (TG);2023 March;377.0;638.0
4873;All countries;Bos en Heide Zuid-Nederland (TG);2023 1st quarter;1020.0;1665.0
4874;All countries;Bos en Heide Zuid-Nederland (TG);2023 April;456.0;773.0
4875;All countries;Bos en Heide Zuid-Nederland (TG);2023 May;460.0;782.0
4876;All countries;Bos en Heide Zuid-Nederland (TG);2023 June;443.0;751.0
4877;All countries;Bos en Heide Zuid-Nederland (TG);2023 2nd quarter;1359.0;2306.0
4878;All countries;Bos en Heide Zuid-Nederland (TG);2023 July;482.0;855.0
4879;All countries;Bos en Heide Zuid-Nederland (TG);2023 August;459.0;829.0
4880;All countries;Bos en Heide Zuid-Nederland (TG);2023 September;417.0;713.0
4881;All countries;Bos en Heide Zuid-Nederland (TG);2023 3rd quarter;1359.0;2397.0
4882;All countries;Bos en Heide Zuid-Nederland (TG);2023 October;432.0;761.0
4883;All countries;Bos en Heide Zuid-Nederland (TG);2023 November;373.0;603.0
4884;All countries;Bos en Heide Zuid-Nederland (TG);2023 December;422.0;660.0
4885;All countries;Bos en Heide Zuid-Nederland (TG);2023 4th quarter;1227.0;2024.0
4886;All countries;Bos en Heide Zuid-Nederland (TG);2023;4965.0;8393.0
4887;All countries;Bos en Heide Zuid-Nederland (TG);2024 January;337.0;557.0
4888;All countries;Bos en Heide Zuid-Nederland (TG);2024 February;321.0;524.0
4889;All countries;Bos en Heide Zuid-Nederland (TG);2024 March;397.0;674.0
4890;All countries;Bos en Heide Zuid-Nederland (TG);2024 1st quarter;1056.0;1755.0
4891;All countries;Bos en Heide Zuid-Nederland (TG);2024 April;449.0;765.0
4892;All countries;Bos en Heide Zuid-Nederland (TG);2024 May;500.0;861.0
4893;All countries;Bos en Heide Zuid-Nederland (TG);2024 June;485.0;806.0
4894;All countries;Bos en Heide Zuid-Nederland (TG);2024 2nd quarter;1433.0;2432.0
4895;All countries;Bos en Heide Zuid-Nederland (TG);2024 July;500.0;873.0
4896;All countries;Bos en Heide Zuid-Nederland (TG);2024 August;503.0;888.0
4897;All countries;Bos en Heide Zuid-Nederland (TG);2024 September;465.0;798.0
4898;All countries;Bos en Heide Zuid-Nederland (TG);2024 3rd quarter;1474.0;2560.0
4899;All countries;Bos en Heide Zuid-Nederland (TG);2024 October;451.0;766.0
4900;All countries;Bos en Heide Zuid-Nederland (TG);2024 November;431.0;712.0
4901;All countries;Bos en Heide Zuid-Nederland (TG);2024 December;459.0;726.0
4902;All countries;Bos en Heide Zuid-Nederland (TG);2024 4th quarter;1340.0;2205.0
4903;All countries;Bos en Heide Zuid-Nederland (TG);2024;5302.0;8956.0
4904;All countries;Bos en Heide Zuid-Nederland (TG);2025 January;352.0;557.0
4905;All countries;Bos en Heide Zuid-Nederland (TG);2025 February;333.0;547.0
4906;All countries;Other tourist regions (TG);2012 January;663.0;1100.0
4907;All countries;Other tourist regions (TG);2012 February;680.0;1121.0
4908;All countries;Other tourist regions (TG);2012 March;808.0;1369.0
4909;All countries;Other tourist regions (TG);2012 1st quarter;2151.0;3590.0
4910;All countries;Other tourist regions (TG);2012 April;965.0;1741.0
4911;All countries;Other tourist regions (TG);2012 May;978.0;1709.0
4912;All countries;Other tourist regions (TG);2012 June;942.0;1621.0
4913;All countries;Other tourist regions (TG);2012 2nd quarter;2885.0;5072.0
4914;All countries;Other tourist regions (TG);2012 July;953.0;1740.0
4915;All countries;Other tourist regions (TG);2012 August;975.0;1811.0
4916;All countries;Other tourist regions (TG);2012 September;936.0;1579.0
4917;All countries;Other tourist regions (TG);2012 3rd quarter;2864.0;5131.0
4918;All countries;Other tourist regions (TG);2012 October;935.0;1577.0
4919;All countries;Other tourist regions (TG);2012 November;847.0;1382.0
4920;All countries;Other tourist regions (TG);2012 December;724.0;1225.0
4921;All countries;Other tourist regions (TG);2012 4th quarter;2506.0;4184.0
4922;All countries;Other tourist regions (TG);2012;10406.0;17976.0
4923;All countries;Other tourist regions (TG);2013 January;702.0;1178.0
4924;All countries;Other tourist regions (TG);2013 February;671.0;1118.0
4925;All countries;Other tourist regions (TG);2013 March;857.0;1469.0
4926;All countries;Other tourist regions (TG);2013 1st quarter;2230.0;3764.0
4927;All countries;Other tourist regions (TG);2013 April;961.0;1692.0
4928;All countries;Other tourist regions (TG);2013 May;1053.0;1853.0
4929;All countries;Other tourist regions (TG);2013 June;975.0;1667.0
4930;All countries;Other tourist regions (TG);2013 2nd quarter;2989.0;5213.0
4931;All countries;Other tourist regions (TG);2013 July;1017.0;1848.0
4932;All countries;Other tourist regions (TG);2013 August;1055.0;1960.0
4933;All countries;Other tourist regions (TG);2013 September;979.0;1655.0
4934;All countries;Other tourist regions (TG);2013 3rd quarter;3051.0;5463.0
4935;All countries;Other tourist regions (TG);2013 October;975.0;1679.0
4936;All countries;Other tourist regions (TG);2013 November;888.0;1481.0
4937;All countries;Other tourist regions (TG);2013 December;755.0;1298.0
4938;All countries;Other tourist regions (TG);2013 4th quarter;2618.0;4458.0
4939;All countries;Other tourist regions (TG);2013;10888.0;18897.0
4940;All countries;Other tourist regions (TG);2014 January;778.0;1281.0
4941;All countries;Other tourist regions (TG);2014 February;790.0;1309.0
4942;All countries;Other tourist regions (TG);2014 March;941.0;1600.0
4943;All countries;Other tourist regions (TG);2014 1st quarter;2509.0;4191.0
4944;All countries;Other tourist regions (TG);2014 April;1072.0;1915.0
4945;All countries;Other tourist regions (TG);2014 May;1127.0;1975.0
4946;All countries;Other tourist regions (TG);2014 June;1089.0;1904.0
4947;All countries;Other tourist regions (TG);2014 2nd quarter;3288.0;5794.0
4948;All countries;Other tourist regions (TG);2014 July;1101.0;2004.0
4949;All countries;Other tourist regions (TG);2014 August;1178.0;2156.0
4950;All countries;Other tourist regions (TG);2014 September;1074.0;1851.0
4951;All countries;Other tourist regions (TG);2014 3rd quarter;3352.0;6011.0
4952;All countries;Other tourist regions (TG);2014 October;1076.0;1859.0
4953;All countries;Other tourist regions (TG);2014 November;953.0;1621.0
4954;All countries;Other tourist regions (TG);2014 December;852.0;1490.0
4955;All countries;Other tourist regions (TG);2014 4th quarter;2881.0;4971.0
4956;All countries;Other tourist regions (TG);2014;12030.0;20966.0
4957;All countries;Other tourist regions (TG);2015 January;811.0;1392.0
4958;All countries;Other tourist regions (TG);2015 February;838.0;1425.0
4959;All countries;Other tourist regions (TG);2015 March;949.0;1622.0
4960;All countries;Other tourist regions (TG);2015 1st quarter;2598.0;4439.0
4961;All countries;Other tourist regions (TG);2015 April;1122.0;2011.0
4962;All countries;Other tourist regions (TG);2015 May;1156.0;2037.0
4963;All countries;Other tourist regions (TG);2015 June;1128.0;1929.0
4964;All countries;Other tourist regions (TG);2015 2nd quarter;3407.0;5977.0
4965;All countries;Other tourist regions (TG);2015 July;1180.0;2144.0
4966;All countries;Other tourist regions (TG);2015 August;1204.0;2231.0
4967;All countries;Other tourist regions (TG);2015 September;1109.0;1889.0
4968;All countries;Other tourist regions (TG);2015 3rd quarter;3492.0;6264.0
4969;All countries;Other tourist regions (TG);2015 October;1122.0;1915.0
4970;All countries;Other tourist regions (TG);2015 November;1004.0;1671.0
4971;All countries;Other tourist regions (TG);2015 December;900.0;1556.0
4972;All countries;Other tourist regions (TG);2015 4th quarter;3027.0;5141.0
4973;All countries;Other tourist regions (TG);2015;12524.0;21821.0
4974;All countries;Other tourist regions (TG);2016 January;932.0;1597.0
4975;All countries;Other tourist regions (TG);2016 February;949.0;1627.0
4976;All countries;Other tourist regions (TG);2016 March;1093.0;1912.0
4977;All countries;Other tourist regions (TG);2016 1st quarter;2973.0;5136.0
4978;All countries;Other tourist regions (TG);2016 April;1169.0;2069.0
4979;All countries;Other tourist regions (TG);2016 May;1250.0;2209.0
4980;All countries;Other tourist regions (TG);2016 June;1172.0;2049.0
4981;All countries;Other tourist regions (TG);2016 2nd quarter;3590.0;6326.0
4982;All countries;Other tourist regions (TG);2016 July;1219.0;2262.0
4983;All countries;Other tourist regions (TG);2016 August;1236.0;2350.0
4984;All countries;Other tourist regions (TG);2016 September;1151.0;2033.0
4985;All countries;Other tourist regions (TG);2016 3rd quarter;3606.0;6646.0
4986;All countries;Other tourist regions (TG);2016 October;1191.0;2100.0
4987;All countries;Other tourist regions (TG);2016 November;1066.0;1800.0
4988;All countries;Other tourist regions (TG);2016 December;996.0;1725.0
4989;All countries;Other tourist regions (TG);2016 4th quarter;3254.0;5625.0
4990;All countries;Other tourist regions (TG);2016;13423.0;23733.0
4991;All countries;Other tourist regions (TG);2017 January;1039.0;1777.0
4992;All countries;Other tourist regions (TG);2017 February;1028.0;1773.0
4993;All countries;Other tourist regions (TG);2017 March;1227.0;2071.0
4994;All countries;Other tourist regions (TG);2017 1st quarter;3294.0;5620.0
4995;All countries;Other tourist regions (TG);2017 April;1382.0;2502.0
4996;All countries;Other tourist regions (TG);2017 May;1388.0;2422.0
4997;All countries;Other tourist regions (TG);2017 June;1381.0;2404.0
4998;All countries;Other tourist regions (TG);2017 2nd quarter;4152.0;7328.0
4999;All countries;Other tourist regions (TG);2017 July;1448.0;2632.0
5000;All countries;Other tourist regions (TG);2017 August;1401.0;2625.0
5001;All countries;Other tourist regions (TG);2017 September;1306.0;2328.0
5002;All countries;Other tourist regions (TG);2017 3rd quarter;4156.0;7585.0
5003;All countries;Other tourist regions (TG);2017 October;1346.0;2365.0
5004;All countries;Other tourist regions (TG);2017 November;1189.0;2048.0
5005;All countries;Other tourist regions (TG);2017 December;1198.0;2029.0
5006;All countries;Other tourist regions (TG);2017 4th quarter;3733.0;6442.0
5007;All countries;Other tourist regions (TG);2017;15335.0;26976.0
5008;All countries;Other tourist regions (TG);2018 January;1132.0;1936.0
5009;All countries;Other tourist regions (TG);2018 February;1093.0;1906.0
5010;All countries;Other tourist regions (TG);2018 March;1300.0;2286.0
5011;All countries;Other tourist regions (TG);2018 1st quarter;3524.0;6128.0
5012;All countries;Other tourist regions (TG);2018 April;1374.0;2512.0
5013;All countries;Other tourist regions (TG);2018 May;1420.0;2552.0
5014;All countries;Other tourist regions (TG);2018 June;1407.0;2521.0
5015;All countries;Other tourist regions (TG);2018 2nd quarter;4201.0;7586.0
5016;All countries;Other tourist regions (TG);2018 July;1456.0;2720.0
5017;All countries;Other tourist regions (TG);2018 August;1474.0;2818.0
5018;All countries;Other tourist regions (TG);2018 September;1359.0;2462.0
5019;All countries;Other tourist regions (TG);2018 3rd quarter;4290.0;7999.0
5020;All countries;Other tourist regions (TG);2018 October;1420.0;2519.0
5021;All countries;Other tourist regions (TG);2018 November;1239.0;2157.0
5022;All countries;Other tourist regions (TG);2018 December;1133.0;2032.0
5023;All countries;Other tourist regions (TG);2018 4th quarter;3793.0;6708.0
5024;All countries;Other tourist regions (TG);2018;15807.0;28421.0
5025;All countries;Other tourist regions (TG);2019 January;1145.0;2041.0
5026;All countries;Other tourist regions (TG);2019 February;1169.0;2079.0
5027;All countries;Other tourist regions (TG);2019 March;1430.0;2560.0
5028;All countries;Other tourist regions (TG);2019 1st quarter;3744.0;6680.0
5029;All countries;Other tourist regions (TG);2019 April;1519.0;2851.0
5030;All countries;Other tourist regions (TG);2019 May;1506.0;2762.0
5031;All countries;Other tourist regions (TG);2019 June;1520.0;2754.0
5032;All countries;Other tourist regions (TG);2019 2nd quarter;4545.0;8367.0
5033;All countries;Other tourist regions (TG);2019 July;1538.0;2934.0
5034;All countries;Other tourist regions (TG);2019 August;1520.0;3027.0
5035;All countries;Other tourist regions (TG);2019 September;1414.0;2596.0
5036;All countries;Other tourist regions (TG);2019 3rd quarter;4472.0;8557.0
5037;All countries;Other tourist regions (TG);2019 October;1497.0;2729.0
5038;All countries;Other tourist regions (TG);2019 November;1344.0;2385.0
5039;All countries;Other tourist regions (TG);2019 December;1253.0;2266.0
5040;All countries;Other tourist regions (TG);2019 4th quarter;4094.0;7380.0
5041;All countries;Other tourist regions (TG);2019;16855.0;30984.0
5042;All countries;Other tourist regions (TG);2020 January;1151.0;2090.0
5043;All countries;Other tourist regions (TG);2020 February;1189.0;2171.0
5044;All countries;Other tourist regions (TG);2020 March;536.0;998.0
5045;All countries;Other tourist regions (TG);2020 1st quarter;2877.0;5260.0
5046;All countries;Other tourist regions (TG);2020 April;110.0;206.0
5047;All countries;Other tourist regions (TG);2020 May;153.0;255.0
5048;All countries;Other tourist regions (TG);2020 June;379.0;634.0
5049;All countries;Other tourist regions (TG);2020 2nd quarter;642.0;1095.0
5050;All countries;Other tourist regions (TG);2020 July;821.0;1522.0
5051;All countries;Other tourist regions (TG);2020 August;918.0;1751.0
5052;All countries;Other tourist regions (TG);2020 September;584.0;1037.0
5053;All countries;Other tourist regions (TG);2020 3rd quarter;2324.0;4310.0
5054;All countries;Other tourist regions (TG);2020 October;342.0;578.0
5055;All countries;Other tourist regions (TG);2020 November;309.0;480.0
5056;All countries;Other tourist regions (TG);2020 December;301.0;486.0
5057;All countries;Other tourist regions (TG);2020 4th quarter;952.0;1544.0
5058;All countries;Other tourist regions (TG);2020;6794.0;12208.0
5059;All countries;Other tourist regions (TG);2021 January;202.0;327.0
5060;All countries;Other tourist regions (TG);2021 February;242.0;381.0
5061;All countries;Other tourist regions (TG);2021 March;248.0;406.0
5062;All countries;Other tourist regions (TG);2021 1th quarter;692.0;1114.0
5063;All countries;Other tourist regions (TG);2021 April;277.0;453.0
5064;All countries;Other tourist regions (TG);2021 May;465.0;745.0
5065;All countries;Other tourist regions (TG);2021 June;505.0;855.0
5066;All countries;Other tourist regions (TG);2021 2nd quarter;1247.0;2053.0
5067;All countries;Other tourist regions (TG);2021 July;788.0;1472.0
5068;All countries;Other tourist regions (TG);2021 August;929.0;1782.0
5069;All countries;Other tourist regions (TG);2021 September;839.0;1640.0
5070;All countries;Other tourist regions (TG);2021 3rd quarter;2557.0;4895.0
5071;All countries;Other tourist regions (TG);2021 October;1059.0;1999.0
5072;All countries;Other tourist regions (TG);2021 November;812.0;1577.0
5073;All countries;Other tourist regions (TG);2021 December;404.0;738.0
5074;All countries;Other tourist regions (TG);2021 4th quarter;2276.0;4313.0
5075;All countries;Other tourist regions (TG);2021;6772.0;12374.0
5076;All countries;Other tourist regions (TG);2022 January;337.0;583.0
5077;All countries;Other tourist regions (TG);2022 February;659.0;1196.0
5078;All countries;Other tourist regions (TG);2022 March;998.0;1920.0
5079;All countries;Other tourist regions (TG);2022 1th quarter;1995.0;3700.0
5080;All countries;Other tourist regions (TG);2022 April;1350.0;2827.0
5081;All countries;Other tourist regions (TG);2022 May;1434.0;2832.0
5082;All countries;Other tourist regions (TG);2022 June;1423.0;2901.0
5083;All countries;Other tourist regions (TG);2022 2nd quarter;4207.0;8560.0
5084;All countries;Other tourist regions (TG);2022 July;1546.0;3234.0
5085;All countries;Other tourist regions (TG);2022 August;1506.0;3288.0
5086;All countries;Other tourist regions (TG);2022 September;1344.0;2833.0
5087;All countries;Other tourist regions (TG);2022 3rd quarter;4397.0;9355.0
5088;All countries;Other tourist regions (TG);2022 October;1473.0;3019.0
5089;All countries;Other tourist regions (TG);2022 November;1307.0;2566.0
5090;All countries;Other tourist regions (TG);2022 December;1215.0;2416.0
5091;All countries;Other tourist regions (TG);2022 4th quarter;3995.0;8002.0
5092;All countries;Other tourist regions (TG);2022;14594.0;29617.0
5093;All countries;Other tourist regions (TG);2023 January;1140.0;2242.0
5094;All countries;Other tourist regions (TG);2023 February;1120.0;2261.0
5095;All countries;Other tourist regions (TG);2023 March;1342.0;2685.0
5096;All countries;Other tourist regions (TG);2023 1st quarter;3602.0;7188.0
5097;All countries;Other tourist regions (TG);2023 April;1556.0;3287.0
