ID;BuildingPhases;Aspects;Periods;TotalBuildingCosts_1;BuildingCostsAlteration_2;BuildingCostsNewBuildings_3;Dwelling_4;Agriculture_5;ManufacturingAndConstructionIndustry_6;TradeHotelsAndRestaurants_7;TransportStorageAndCommunication_8;ProvisionOfBusinessServices_9;GovernmentAndPublicAdministration_10;Education_11;HealthAndSocialWork_12;OtherServiceActivities_13
2726;Orders received by contractors;Company halls with office buildings;2001 June;174.0;;;;;;;;;;;;
2727;Orders received by contractors;Company halls with office buildings;2001 2nd quarter;526.0;;;;;;;;;;;;
2728;Orders received by contractors;Company halls with office buildings;2001 July;170.0;;;;;;;;;;;;
2729;Orders received by contractors;Company halls with office buildings;2001 August;145.0;;;;;;;;;;;;
2730;Orders received by contractors;Company halls with office buildings;2001 September;211.0;;;;;;;;;;;;
2731;Orders received by contractors;Company halls with office buildings;2001 3rd quarter;526.0;;;;;;;;;;;;
2732;Orders received by contractors;Company halls with office buildings;2001 October;212.0;;;;;;;;;;;;
2733;Orders received by contractors;Company halls with office buildings;2001 November;183.0;;;;;;;;;;;;
2734;Orders received by contractors;Company halls with office buildings;2001 December;186.0;;;;;;;;;;;;
2735;Orders received by contractors;Company halls with office buildings;2001 4th quarter;581.0;;;;;;;;;;;;
2736;Orders received by contractors;Company halls with office buildings;2001;2126.0;;;;;;;;;;;;
2737;Orders received by contractors;Company halls with office buildings;2002 January;169.0;;;;;;;;;;;;
2738;Orders received by contractors;Company halls with office buildings;2002 February;115.0;;;;;;;;;;;;
2739;Orders received by contractors;Company halls with office buildings;2002 March;133.0;;;;;;;;;;;;
2740;Orders received by contractors;Company halls with office buildings;2002 1st quarter;417.0;;;;;;;;;;;;
2741;Orders received by contractors;Company halls with office buildings;2002 April;210.0;;;;;;;;;;;;
2742;Orders received by contractors;Company halls with office buildings;2002 May;136.0;;;;;;;;;;;;
2743;Orders received by contractors;Company halls with office buildings;2002 June;170.0;;;;;;;;;;;;
2744;Orders received by contractors;Company halls with office buildings;2002 2nd quarter;516.0;;;;;;;;;;;;
2745;Orders received by contractors;Company halls with office buildings;2002 July;146.0;;;;;;;;;;;;
2746;Orders received by contractors;Company halls with office buildings;2002 August;96.0;;;;;;;;;;;;
2747;Orders received by contractors;Company halls with office buildings;2002 September;174.0;;;;;;;;;;;;
2748;Orders received by contractors;Company halls with office buildings;2002 3rd quarter;417.0;;;;;;;;;;;;
2749;Orders received by contractors;Company halls with office buildings;2002 October;221.0;;;;;;;;;;;;
2750;Orders received by contractors;Company halls with office buildings;2002 November;181.0;;;;;;;;;;;;
2751;Orders received by contractors;Company halls with office buildings;2002 December;146.0;;;;;;;;;;;;
2752;Orders received by contractors;Company halls with office buildings;2002 4th quarter;547.0;;;;;;;;;;;;
2753;Orders received by contractors;Company halls with office buildings;2002;1897.0;;;;;;;;;;;;
2754;Orders received by contractors;Company halls with office buildings;2003 January;58.0;;;;;;;;;;;;
2755;Orders received by contractors;Company halls with office buildings;2003 February;95.0;;;;;;;;;;;;
2756;Orders received by contractors;Company halls with office buildings;2003 March;117.0;;;;;;;;;;;;
2757;Orders received by contractors;Company halls with office buildings;2003 1st quarter;269.0;;;;;;;;;;;;
2758;Orders received by contractors;Company halls with office buildings;2003 April;109.0;;;;;;;;;;;;
2759;Orders received by contractors;Company halls with office buildings;2003 May;67.0;;;;;;;;;;;;
2760;Orders received by contractors;Company halls with office buildings;2003 June;129.0;;;;;;;;;;;;
2761;Orders received by contractors;Company halls with office buildings;2003 2nd quarter;305.0;;;;;;;;;;;;
2762;Orders received by contractors;Company halls with office buildings;2003 July;68.0;;;;;;;;;;;;
2763;Orders received by contractors;Company halls with office buildings;2003 August;69.0;;;;;;;;;;;;
2764;Orders received by contractors;Company halls with office buildings;2003 September;73.0;;;;;;;;;;;;
2765;Orders received by contractors;Company halls with office buildings;2003 3rd quarter;210.0;;;;;;;;;;;;
2766;Orders received by contractors;Company halls with office buildings;2003 October;141.0;;;;;;;;;;;;
2767;Orders received by contractors;Company halls with office buildings;2003 November;82.0;;;;;;;;;;;;
2768;Orders received by contractors;Company halls with office buildings;2003 December;128.0;;;;;;;;;;;;
2769;Orders received by contractors;Company halls with office buildings;2003 4th quarter;351.0;;;;;;;;;;;;
2770;Orders received by contractors;Company halls with office buildings;2003;1135.0;;;;;;;;;;;;
2771;Orders received by contractors;Company halls with office buildings;2004 January;68.0;;;;;;;;;;;;
2772;Orders received by contractors;Company halls with office buildings;2004 February;97.0;;;;;;;;;;;;
2773;Orders received by contractors;Company halls with office buildings;2004 March;134.0;;;;;;;;;;;;
2774;Orders received by contractors;Company halls with office buildings;2004 1st quarter;299.0;;;;;;;;;;;;
2775;Orders received by contractors;Company halls with office buildings;2004 April;71.0;;;;;;;;;;;;
2776;Orders received by contractors;Company halls with office buildings;2004 May;90.0;;;;;;;;;;;;
2777;Orders received by contractors;Company halls with office buildings;2004 June;108.0;;;;;;;;;;;;
2778;Orders received by contractors;Company halls with office buildings;2004 2nd quarter;269.0;;;;;;;;;;;;
2779;Orders received by contractors;Company halls with office buildings;2004 July;90.0;;;;;;;;;;;;
2780;Orders received by contractors;Company halls with office buildings;2004 August;138.0;;;;;;;;;;;;
2781;Orders received by contractors;Company halls with office buildings;2004 September;148.0;;;;;;;;;;;;
2782;Orders received by contractors;Company halls with office buildings;2004 3rd quarter;376.0;;;;;;;;;;;;
2783;Orders received by contractors;Company halls with office buildings;2004 October;84.0;;;;;;;;;;;;
2784;Orders received by contractors;Company halls with office buildings;2004 November;136.0;;;;;;;;;;;;
2785;Orders received by contractors;Company halls with office buildings;2004 December;190.0;;;;;;;;;;;;
2786;Orders received by contractors;Company halls with office buildings;2004 4th quarter;410.0;;;;;;;;;;;;
2787;Orders received by contractors;Company halls with office buildings;2004;1354.0;;;;;;;;;;;;
2788;Orders received by contractors;Company halls with office buildings;2005 January;89.0;;;;;;;;;;;;
2789;Orders received by contractors;Company halls with office buildings;2005 February;64.0;;;;;;;;;;;;
2790;Orders received by contractors;Company halls with office buildings;2005 March;114.0;;;;;;;;;;;;
2791;Orders received by contractors;Company halls with office buildings;2005 1st quarter;267.0;;;;;;;;;;;;
2792;Orders received by contractors;Company halls with office buildings;2005 April;100.0;;;;;;;;;;;;
2793;Orders received by contractors;Company halls with office buildings;2005 May;90.0;;;;;;;;;;;;
2794;Orders received by contractors;Company halls with office buildings;2005 June;114.0;;;;;;;;;;;;
2795;Orders received by contractors;Company halls with office buildings;2005 2nd quarter;304.0;;;;;;;;;;;;
2796;Orders received by contractors;Company halls with office buildings;2005 July;105.0;;;;;;;;;;;;
2797;Orders received by contractors;Company halls with office buildings;2005 August;91.0;;;;;;;;;;;;
2798;Orders received by contractors;Company halls with office buildings;2005 September;126.0;;;;;;;;;;;;
2799;Orders received by contractors;Company halls with office buildings;2005 3rd quarter;322.0;;;;;;;;;;;;
2800;Orders received by contractors;Company halls with office buildings;2005 October;155.0;;;;;;;;;;;;
2801;Orders received by contractors;Company halls with office buildings;2005 November;160.0;;;;;;;;;;;;
2802;Orders received by contractors;Company halls with office buildings;2005 December;133.0;;;;;;;;;;;;
2803;Orders received by contractors;Company halls with office buildings;2005 4th quarter;448.0;;;;;;;;;;;;
2804;Orders received by contractors;Company halls with office buildings;2005;1341.0;;;;;;;;;;;;
2805;Orders received by contractors;Company halls with office buildings;2006 January;111.0;;;;;;;;;;;;
2806;Orders received by contractors;Company halls with office buildings;2006 February;125.0;;;;;;;;;;;;
2807;Orders received by contractors;Company halls with office buildings;2006 March;113.0;;;;;;;;;;;;
2808;Orders received by contractors;Company halls with office buildings;2006 1st quarter;348.0;;;;;;;;;;;;
2809;Orders received by contractors;Company halls with office buildings;2006 April;114.0;;;;;;;;;;;;
2810;Orders received by contractors;Company halls with office buildings;2006 May;126.0;;;;;;;;;;;;
2811;Orders received by contractors;Company halls with office buildings;2006 June;115.0;;;;;;;;;;;;
2812;Orders received by contractors;Company halls with office buildings;2006 2nd quarter;356.0;;;;;;;;;;;;
2813;Orders received by contractors;Company halls with office buildings;2006 July;132.0;;;;;;;;;;;;
2814;Orders received by contractors;Company halls with office buildings;2006 August;132.0;;;;;;;;;;;;
2815;Orders received by contractors;Company halls with office buildings;2006 September;129.0;;;;;;;;;;;;
2816;Orders received by contractors;Company halls with office buildings;2006 3rd quarter;393.0;;;;;;;;;;;;
2817;Orders received by contractors;Company halls with office buildings;2006 October;124.0;;;;;;;;;;;;
2818;Orders received by contractors;Company halls with office buildings;2006 November;123.0;;;;;;;;;;;;
2819;Orders received by contractors;Company halls with office buildings;2006 December;153.0;;;;;;;;;;;;
2820;Orders received by contractors;Company halls with office buildings;2006 4th quarter;400.0;;;;;;;;;;;;
2821;Orders received by contractors;Company halls with office buildings;2006;1496.0;;;;;;;;;;;;
2822;Orders received by contractors;Company halls with office buildings;2007 January;128.0;;;;;;;;;;;;
2823;Orders received by contractors;Company halls with office buildings;2007 February;99.0;;;;;;;;;;;;
2824;Orders received by contractors;Company halls with office buildings;2007 March;131.0;;;;;;;;;;;;
2825;Orders received by contractors;Company halls with office buildings;2007 1st quarter;358.0;;;;;;;;;;;;
2826;Orders received by contractors;Company halls with office buildings;2007 April;256.0;;;;;;;;;;;;
2827;Orders received by contractors;Company halls with office buildings;2007 May;138.0;;;;;;;;;;;;
2828;Orders received by contractors;Company halls with office buildings;2007 June;205.0;;;;;;;;;;;;
2829;Orders received by contractors;Company halls with office buildings;2007 2nd quarter;599.0;;;;;;;;;;;;
2830;Orders received by contractors;Company halls with office buildings;2007 July;212.0;;;;;;;;;;;;
2831;Orders received by contractors;Company halls with office buildings;2007 August;146.0;;;;;;;;;;;;
2832;Orders received by contractors;Company halls with office buildings;2007 September;196.0;;;;;;;;;;;;
2833;Orders received by contractors;Company halls with office buildings;2007 3rd quarter;554.0;;;;;;;;;;;;
2834;Orders received by contractors;Company halls with office buildings;2007 October;170.0;;;;;;;;;;;;
2835;Orders received by contractors;Company halls with office buildings;2007 November;168.0;;;;;;;;;;;;
2836;Orders received by contractors;Company halls with office buildings;2007 December;187.0;;;;;;;;;;;;
2837;Orders received by contractors;Company halls with office buildings;2007 4th quarter;524.0;;;;;;;;;;;;
2838;Orders received by contractors;Company halls with office buildings;2007;2035.0;;;;;;;;;;;;
2839;Orders received by contractors;Company halls with office buildings;2008 January;198.0;;;;;;;;;;;;
2840;Orders received by contractors;Company halls with office buildings;2008 February;136.0;;;;;;;;;;;;
2841;Orders received by contractors;Company halls with office buildings;2008 March;239.0;;;;;;;;;;;;
2842;Orders received by contractors;Company halls with office buildings;2008 1st quarter;574.0;;;;;;;;;;;;
2843;Orders received by contractors;Company halls with office buildings;2008 April;184.0;;;;;;;;;;;;
2844;Orders received by contractors;Company halls with office buildings;2008 May;150.0;;;;;;;;;;;;
2845;Orders received by contractors;Company halls with office buildings;2008 June;234.0;;;;;;;;;;;;
2846;Orders received by contractors;Company halls with office buildings;2008 2nd quarter;567.0;;;;;;;;;;;;
2847;Orders received by contractors;Company halls with office buildings;2008 July;471.0;;;;;;;;;;;;
2848;Orders received by contractors;Company halls with office buildings;2008 August;232.0;;;;;;;;;;;;
2849;Orders received by contractors;Company halls with office buildings;2008 September;222.0;;;;;;;;;;;;
2850;Orders received by contractors;Company halls with office buildings;2008 3rd quarter;925.0;;;;;;;;;;;;
2851;Orders received by contractors;Company halls with office buildings;2008 October;197.0;;;;;;;;;;;;
2852;Orders received by contractors;Company halls with office buildings;2008 November;242.0;;;;;;;;;;;;
2853;Orders received by contractors;Company halls with office buildings;2008 December;220.0;;;;;;;;;;;;
2854;Orders received by contractors;Company halls with office buildings;2008 4th quarter;659.0;;;;;;;;;;;;
2855;Orders received by contractors;Company halls with office buildings;2008;2725.0;;;;;;;;;;;;
2856;Orders received by contractors;Company halls with office buildings;2009 January;137.0;;;;;;;;;;;;
2857;Orders received by contractors;Company halls with office buildings;2009 February;96.0;;;;;;;;;;;;
2858;Orders received by contractors;Company halls with office buildings;2009 March;180.0;;;;;;;;;;;;
2859;Orders received by contractors;Company halls with office buildings;2009 1st quarter;413.0;;;;;;;;;;;;
2860;Orders received by contractors;Company halls with office buildings;2009 April;141.0;;;;;;;;;;;;
2861;Orders received by contractors;Company halls with office buildings;2009 May;104.0;;;;;;;;;;;;
2862;Orders received by contractors;Company halls with office buildings;2009 June;114.0;;;;;;;;;;;;
2863;Orders received by contractors;Company halls with office buildings;2009 2nd quarter;359.0;;;;;;;;;;;;
2864;Orders received by contractors;Company halls with office buildings;2009 July;102.0;;;;;;;;;;;;
2865;Orders received by contractors;Company halls with office buildings;2009 August;87.0;;;;;;;;;;;;
2866;Orders received by contractors;Company halls with office buildings;2009 September;164.0;;;;;;;;;;;;
2867;Orders received by contractors;Company halls with office buildings;2009 3rd quarter;353.0;;;;;;;;;;;;
2868;Orders received by contractors;Company halls with office buildings;2009 October;149.0;;;;;;;;;;;;
2869;Orders received by contractors;Company halls with office buildings;2009 November;83.0;;;;;;;;;;;;
2870;Orders received by contractors;Company halls with office buildings;2009 December;137.0;;;;;;;;;;;;
