ID;EmissionSources;EmissionToAir;Periods;EmissionToAir_1
9004;Inland shipping;NMVOC;2006;6.2
9005;Inland shipping;NMVOC;2007;6.0
9006;Inland shipping;NMVOC;2008;5.8
9007;Inland shipping;NMVOC;2009;5.6
9008;Inland shipping;NMVOC;2010;5.6
9009;Inland shipping;NMVOC;2011;5.4
9010;Inland shipping;NMVOC;2012;5.4
9011;Inland shipping;NMVOC;2013;5.3
9012;Inland shipping;NMVOC;2014;4.6
9013;Inland shipping;NMVOC;2015;4.6
9014;Inland shipping;NMVOC;2016;4.8
9015;Inland shipping;NMVOC;2017;4.8
9016;Inland shipping;NMVOC;2018;4.8
9017;Inland shipping;NMVOC;2019;4.5
9018;Inland shipping;NMVOC;2020;4.4
9019;Inland shipping;NMVOC;2021;4.4
9020;Inland shipping;NMVOC;2022;4.4
9021;Inland shipping;NMVOC;2023;4.3
9022;Inland shipping;PM10 (Particulate matter);1990;1.5
9023;Inland shipping;PM10 (Particulate matter);1995;1.5
9024;Inland shipping;PM10 (Particulate matter);2000;1.5
9025;Inland shipping;PM10 (Particulate matter);2001;1.4
9026;Inland shipping;PM10 (Particulate matter);2002;1.4
9027;Inland shipping;PM10 (Particulate matter);2003;1.3
9028;Inland shipping;PM10 (Particulate matter);2004;1.4
9029;Inland shipping;PM10 (Particulate matter);2005;1.3
9030;Inland shipping;PM10 (Particulate matter);2006;1.3
9031;Inland shipping;PM10 (Particulate matter);2007;1.3
9032;Inland shipping;PM10 (Particulate matter);2008;1.2
9033;Inland shipping;PM10 (Particulate matter);2009;1.0
9034;Inland shipping;PM10 (Particulate matter);2010;1.1
9035;Inland shipping;PM10 (Particulate matter);2011;1.1
9036;Inland shipping;PM10 (Particulate matter);2012;1.1
9037;Inland shipping;PM10 (Particulate matter);2013;1.0
9038;Inland shipping;PM10 (Particulate matter);2014;1.0
9039;Inland shipping;PM10 (Particulate matter);2015;1.0
9040;Inland shipping;PM10 (Particulate matter);2016;1.0
9041;Inland shipping;PM10 (Particulate matter);2017;1.0
9042;Inland shipping;PM10 (Particulate matter);2018;1.0
9043;Inland shipping;PM10 (Particulate matter);2019;1.0
9044;Inland shipping;PM10 (Particulate matter);2020;1.0
9045;Inland shipping;PM10 (Particulate matter);2021;1.0
9046;Inland shipping;PM10 (Particulate matter);2022;0.9
9047;Inland shipping;PM10 (Particulate matter);2023;0.9
9048;Inland shipping;PM2.5 (Particulate matter);1990;1.4
9049;Inland shipping;PM2.5 (Particulate matter);1995;1.4
9050;Inland shipping;PM2.5 (Particulate matter);2000;1.4
9051;Inland shipping;PM2.5 (Particulate matter);2001;1.4
9052;Inland shipping;PM2.5 (Particulate matter);2002;1.3
9053;Inland shipping;PM2.5 (Particulate matter);2003;1.3
9054;Inland shipping;PM2.5 (Particulate matter);2004;1.3
9055;Inland shipping;PM2.5 (Particulate matter);2005;1.2
9056;Inland shipping;PM2.5 (Particulate matter);2006;1.2
9057;Inland shipping;PM2.5 (Particulate matter);2007;1.2
9058;Inland shipping;PM2.5 (Particulate matter);2008;1.1
9059;Inland shipping;PM2.5 (Particulate matter);2009;1.0
9060;Inland shipping;PM2.5 (Particulate matter);2010;1.0
9061;Inland shipping;PM2.5 (Particulate matter);2011;1.0
9062;Inland shipping;PM2.5 (Particulate matter);2012;1.0
9063;Inland shipping;PM2.5 (Particulate matter);2013;0.9
9064;Inland shipping;PM2.5 (Particulate matter);2014;0.9
9065;Inland shipping;PM2.5 (Particulate matter);2015;1.0
9066;Inland shipping;PM2.5 (Particulate matter);2016;0.9
9067;Inland shipping;PM2.5 (Particulate matter);2017;0.9
9068;Inland shipping;PM2.5 (Particulate matter);2018;0.9
9069;Inland shipping;PM2.5 (Particulate matter);2019;0.9
9070;Inland shipping;PM2.5 (Particulate matter);2020;0.9
9071;Inland shipping;PM2.5 (Particulate matter);2021;0.9
9072;Inland shipping;PM2.5 (Particulate matter);2022;0.9
9073;Inland shipping;PM2.5 (Particulate matter);2023;0.9
9074;Inland shipping;Carbon monoxide (CO);1990;6.0
9075;Inland shipping;Carbon monoxide (CO);1995;7.8
9076;Inland shipping;Carbon monoxide (CO);2000;9.7
9077;Inland shipping;Carbon monoxide (CO);2001;10.2
9078;Inland shipping;Carbon monoxide (CO);2002;10.6
9079;Inland shipping;Carbon monoxide (CO);2003;11.0
9080;Inland shipping;Carbon monoxide (CO);2004;11.5
9081;Inland shipping;Carbon monoxide (CO);2005;11.9
9082;Inland shipping;Carbon monoxide (CO);2006;12.1
9083;Inland shipping;Carbon monoxide (CO);2007;12.3
9084;Inland shipping;Carbon monoxide (CO);2008;12.4
9085;Inland shipping;Carbon monoxide (CO);2009;12.5
9086;Inland shipping;Carbon monoxide (CO);2010;12.8
9087;Inland shipping;Carbon monoxide (CO);2011;13.0
9088;Inland shipping;Carbon monoxide (CO);2012;13.1
9089;Inland shipping;Carbon monoxide (CO);2013;13.2
9090;Inland shipping;Carbon monoxide (CO);2014;13.3
9091;Inland shipping;Carbon monoxide (CO);2015;13.4
9092;Inland shipping;Carbon monoxide (CO);2016;13.5
9093;Inland shipping;Carbon monoxide (CO);2017;13.6
9094;Inland shipping;Carbon monoxide (CO);2018;13.7
9095;Inland shipping;Carbon monoxide (CO);2019;13.8
9096;Inland shipping;Carbon monoxide (CO);2020;13.9
9097;Inland shipping;Carbon monoxide (CO);2021;14.0
9098;Inland shipping;Carbon monoxide (CO);2022;14.1
9099;Inland shipping;Carbon monoxide (CO);2023;13.9
9100;Inland shipping: passenger transport;Carbon dioxide (CO2);1990;100.0
9101;Inland shipping: passenger transport;Carbon dioxide (CO2);1995;100.0
9102;Inland shipping: passenger transport;Carbon dioxide (CO2);2000;100.0
9103;Inland shipping: passenger transport;Carbon dioxide (CO2);2001;100.0
9104;Inland shipping: passenger transport;Carbon dioxide (CO2);2002;100.0
9105;Inland shipping: passenger transport;Carbon dioxide (CO2);2003;100.0
9106;Inland shipping: passenger transport;Carbon dioxide (CO2);2004;100.0
9107;Inland shipping: passenger transport;Carbon dioxide (CO2);2005;100.0
9108;Inland shipping: passenger transport;Carbon dioxide (CO2);2006;100.0
9109;Inland shipping: passenger transport;Carbon dioxide (CO2);2007;100.0
9110;Inland shipping: passenger transport;Carbon dioxide (CO2);2008;100.0
9111;Inland shipping: passenger transport;Carbon dioxide (CO2);2009;100.0
9112;Inland shipping: passenger transport;Carbon dioxide (CO2);2010;100.0
9113;Inland shipping: passenger transport;Carbon dioxide (CO2);2011;100.0
9114;Inland shipping: passenger transport;Carbon dioxide (CO2);2012;100.0
9115;Inland shipping: passenger transport;Carbon dioxide (CO2);2013;100.0
9116;Inland shipping: passenger transport;Carbon dioxide (CO2);2014;100.0
9117;Inland shipping: passenger transport;Carbon dioxide (CO2);2015;100.0
9118;Inland shipping: passenger transport;Carbon dioxide (CO2);2016;100.0
9119;Inland shipping: passenger transport;Carbon dioxide (CO2);2017;100.0
9120;Inland shipping: passenger transport;Carbon dioxide (CO2);2018;100.0
9121;Inland shipping: passenger transport;Carbon dioxide (CO2);2019;100.0
9122;Inland shipping: passenger transport;Carbon dioxide (CO2);2020;100.0
9123;Inland shipping: passenger transport;Carbon dioxide (CO2);2021;100.0
9124;Inland shipping: passenger transport;Carbon dioxide (CO2);2022;100.0
9125;Inland shipping: passenger transport;Carbon dioxide (CO2);2023;100.0
9126;Inland shipping: passenger transport;Methane (CH4);1990;0.0
9127;Inland shipping: passenger transport;Methane (CH4);1995;0.0
9128;Inland shipping: passenger transport;Methane (CH4);2000;0.0
9129;Inland shipping: passenger transport;Methane (CH4);2001;0.0
9130;Inland shipping: passenger transport;Methane (CH4);2002;0.0
9131;Inland shipping: passenger transport;Methane (CH4);2003;0.0
9132;Inland shipping: passenger transport;Methane (CH4);2004;0.0
9133;Inland shipping: passenger transport;Methane (CH4);2005;0.0
9134;Inland shipping: passenger transport;Methane (CH4);2006;0.0
9135;Inland shipping: passenger transport;Methane (CH4);2007;0.0
9136;Inland shipping: passenger transport;Methane (CH4);2008;0.0
9137;Inland shipping: passenger transport;Methane (CH4);2009;0.0
9138;Inland shipping: passenger transport;Methane (CH4);2010;0.0
9139;Inland shipping: passenger transport;Methane (CH4);2011;0.0
9140;Inland shipping: passenger transport;Methane (CH4);2012;0.0
9141;Inland shipping: passenger transport;Methane (CH4);2013;0.0
9142;Inland shipping: passenger transport;Methane (CH4);2014;0.0
9143;Inland shipping: passenger transport;Methane (CH4);2015;0.0
9144;Inland shipping: passenger transport;Methane (CH4);2016;0.0
9145;Inland shipping: passenger transport;Methane (CH4);2017;0.0
9146;Inland shipping: passenger transport;Methane (CH4);2018;0.0
9147;Inland shipping: passenger transport;Methane (CH4);2019;0.0
9148;Inland shipping: passenger transport;Methane (CH4);2020;0.0
9149;Inland shipping: passenger transport;Methane (CH4);2021;0.0
9150;Inland shipping: passenger transport;Methane (CH4);2022;0.0
9151;Inland shipping: passenger transport;Methane (CH4);2023;0.0
9152;Inland shipping: passenger transport;Dinitrogen oxide (N2O);1990;0.0
9153;Inland shipping: passenger transport;Dinitrogen oxide (N2O);1995;0.0
9154;Inland shipping: passenger transport;Dinitrogen oxide (N2O);2000;0.0
9155;Inland shipping: passenger transport;Dinitrogen oxide (N2O);2001;0.0
9156;Inland shipping: passenger transport;Dinitrogen oxide (N2O);2002;0.0
9157;Inland shipping: passenger transport;Dinitrogen oxide (N2O);2003;0.0
9158;Inland shipping: passenger transport;Dinitrogen oxide (N2O);2004;0.0
9159;Inland shipping: passenger transport;Dinitrogen oxide (N2O);2005;0.0
9160;Inland shipping: passenger transport;Dinitrogen oxide (N2O);2006;0.0
9161;Inland shipping: passenger transport;Dinitrogen oxide (N2O);2007;0.0
9162;Inland shipping: passenger transport;Dinitrogen oxide (N2O);2008;0.0
9163;Inland shipping: passenger transport;Dinitrogen oxide (N2O);2009;0.0
9164;Inland shipping: passenger transport;Dinitrogen oxide (N2O);2010;0.0
9165;Inland shipping: passenger transport;Dinitrogen oxide (N2O);2011;0.0
9166;Inland shipping: passenger transport;Dinitrogen oxide (N2O);2012;0.0
9167;Inland shipping: passenger transport;Dinitrogen oxide (N2O);2013;0.0
9168;Inland shipping: passenger transport;Dinitrogen oxide (N2O);2014;0.0
9169;Inland shipping: passenger transport;Dinitrogen oxide (N2O);2015;0.0
9170;Inland shipping: passenger transport;Dinitrogen oxide (N2O);2016;0.0
9171;Inland shipping: passenger transport;Dinitrogen oxide (N2O);2017;0.0
9172;Inland shipping: passenger transport;Dinitrogen oxide (N2O);2018;0.0
9173;Inland shipping: passenger transport;Dinitrogen oxide (N2O);2019;0.0
9174;Inland shipping: passenger transport;Dinitrogen oxide (N2O);2020;0.0
9175;Inland shipping: passenger transport;Dinitrogen oxide (N2O);2021;0.0
9176;Inland shipping: passenger transport;Dinitrogen oxide (N2O);2022;0.0
9177;Inland shipping: passenger transport;Dinitrogen oxide (N2O);2023;0.0
9178;Inland shipping: passenger transport;Ammonia (NH3);1990;0.0
9179;Inland shipping: passenger transport;Ammonia (NH3);1995;0.0
9180;Inland shipping: passenger transport;Ammonia (NH3);2000;0.0
9181;Inland shipping: passenger transport;Ammonia (NH3);2001;0.0
9182;Inland shipping: passenger transport;Ammonia (NH3);2002;0.0
9183;Inland shipping: passenger transport;Ammonia (NH3);2003;0.0
9184;Inland shipping: passenger transport;Ammonia (NH3);2004;0.0
9185;Inland shipping: passenger transport;Ammonia (NH3);2005;0.0
9186;Inland shipping: passenger transport;Ammonia (NH3);2006;0.0
9187;Inland shipping: passenger transport;Ammonia (NH3);2007;0.0
9188;Inland shipping: passenger transport;Ammonia (NH3);2008;0.0
9189;Inland shipping: passenger transport;Ammonia (NH3);2009;0.0
9190;Inland shipping: passenger transport;Ammonia (NH3);2010;0.0
9191;Inland shipping: passenger transport;Ammonia (NH3);2011;0.0
9192;Inland shipping: passenger transport;Ammonia (NH3);2012;0.0
9193;Inland shipping: passenger transport;Ammonia (NH3);2013;0.0
9194;Inland shipping: passenger transport;Ammonia (NH3);2014;0.0
9195;Inland shipping: passenger transport;Ammonia (NH3);2015;0.0
9196;Inland shipping: passenger transport;Ammonia (NH3);2016;0.0
9197;Inland shipping: passenger transport;Ammonia (NH3);2017;0.0
9198;Inland shipping: passenger transport;Ammonia (NH3);2018;0.0
9199;Inland shipping: passenger transport;Ammonia (NH3);2019;0.0
9200;Inland shipping: passenger transport;Ammonia (NH3);2020;0.0
9201;Inland shipping: passenger transport;Ammonia (NH3);2021;0.0
9202;Inland shipping: passenger transport;Ammonia (NH3);2022;0.0
9203;Inland shipping: passenger transport;Ammonia (NH3);2023;0.0
9204;Inland shipping: passenger transport;Nitrogen oxides (NOx);1990;1.6
9205;Inland shipping: passenger transport;Nitrogen oxides (NOx);1995;1.8
9206;Inland shipping: passenger transport;Nitrogen oxides (NOx);2000;1.8
9207;Inland shipping: passenger transport;Nitrogen oxides (NOx);2001;1.8
9208;Inland shipping: passenger transport;Nitrogen oxides (NOx);2002;1.8
9209;Inland shipping: passenger transport;Nitrogen oxides (NOx);2003;1.8
9210;Inland shipping: passenger transport;Nitrogen oxides (NOx);2004;1.8
9211;Inland shipping: passenger transport;Nitrogen oxides (NOx);2005;1.8
9212;Inland shipping: passenger transport;Nitrogen oxides (NOx);2006;1.8
9213;Inland shipping: passenger transport;Nitrogen oxides (NOx);2007;1.8
9214;Inland shipping: passenger transport;Nitrogen oxides (NOx);2008;1.8
9215;Inland shipping: passenger transport;Nitrogen oxides (NOx);2009;1.8
9216;Inland shipping: passenger transport;Nitrogen oxides (NOx);2010;1.8
9217;Inland shipping: passenger transport;Nitrogen oxides (NOx);2011;1.8
9218;Inland shipping: passenger transport;Nitrogen oxides (NOx);2012;1.8
9219;Inland shipping: passenger transport;Nitrogen oxides (NOx);2013;1.8
9220;Inland shipping: passenger transport;Nitrogen oxides (NOx);2014;1.8
9221;Inland shipping: passenger transport;Nitrogen oxides (NOx);2015;1.8
9222;Inland shipping: passenger transport;Nitrogen oxides (NOx);2016;1.8
9223;Inland shipping: passenger transport;Nitrogen oxides (NOx);2017;1.8
9224;Inland shipping: passenger transport;Nitrogen oxides (NOx);2018;1.8
9225;Inland shipping: passenger transport;Nitrogen oxides (NOx);2019;1.8
9226;Inland shipping: passenger transport;Nitrogen oxides (NOx);2020;1.8
9227;Inland shipping: passenger transport;Nitrogen oxides (NOx);2021;1.8
9228;Inland shipping: passenger transport;Nitrogen oxides (NOx);2022;1.7
9229;Inland shipping: passenger transport;Nitrogen oxides (NOx);2023;1.6
9230;Inland shipping: passenger transport;Sulphur dioxide (SO2);1990;0.1
9231;Inland shipping: passenger transport;Sulphur dioxide (SO2);1995;0.1
9232;Inland shipping: passenger transport;Sulphur dioxide (SO2);2000;0.1
9233;Inland shipping: passenger transport;Sulphur dioxide (SO2);2001;0.1
9234;Inland shipping: passenger transport;Sulphur dioxide (SO2);2002;0.1
9235;Inland shipping: passenger transport;Sulphur dioxide (SO2);2003;0.1
9236;Inland shipping: passenger transport;Sulphur dioxide (SO2);2004;0.1
9237;Inland shipping: passenger transport;Sulphur dioxide (SO2);2005;0.1
9238;Inland shipping: passenger transport;Sulphur dioxide (SO2);2006;0.1
9239;Inland shipping: passenger transport;Sulphur dioxide (SO2);2007;0.1
9240;Inland shipping: passenger transport;Sulphur dioxide (SO2);2008;0.1
9241;Inland shipping: passenger transport;Sulphur dioxide (SO2);2009;0.1
9242;Inland shipping: passenger transport;Sulphur dioxide (SO2);2010;0.0
9243;Inland shipping: passenger transport;Sulphur dioxide (SO2);2011;0.0
9244;Inland shipping: passenger transport;Sulphur dioxide (SO2);2012;0.0
9245;Inland shipping: passenger transport;Sulphur dioxide (SO2);2013;0.0
9246;Inland shipping: passenger transport;Sulphur dioxide (SO2);2014;0.0
9247;Inland shipping: passenger transport;Sulphur dioxide (SO2);2015;0.0
9248;Inland shipping: passenger transport;Sulphur dioxide (SO2);2016;0.0
9249;Inland shipping: passenger transport;Sulphur dioxide (SO2);2017;0.0
9250;Inland shipping: passenger transport;Sulphur dioxide (SO2);2018;0.0
9251;Inland shipping: passenger transport;Sulphur dioxide (SO2);2019;0.0
9252;Inland shipping: passenger transport;Sulphur dioxide (SO2);2020;0.0
9253;Inland shipping: passenger transport;Sulphur dioxide (SO2);2021;0.0
9254;Inland shipping: passenger transport;Sulphur dioxide (SO2);2022;0.0
9255;Inland shipping: passenger transport;Sulphur dioxide (SO2);2023;0.0
9256;Inland shipping: passenger transport;NMVOC;1990;0.2
9257;Inland shipping: passenger transport;NMVOC;1995;0.2
9258;Inland shipping: passenger transport;NMVOC;2000;0.2
9259;Inland shipping: passenger transport;NMVOC;2001;0.2
9260;Inland shipping: passenger transport;NMVOC;2002;0.2
9261;Inland shipping: passenger transport;NMVOC;2003;0.2
9262;Inland shipping: passenger transport;NMVOC;2004;0.2
9263;Inland shipping: passenger transport;NMVOC;2005;0.2
9264;Inland shipping: passenger transport;NMVOC;2006;0.2
9265;Inland shipping: passenger transport;NMVOC;2007;0.2
9266;Inland shipping: passenger transport;NMVOC;2008;0.2
9267;Inland shipping: passenger transport;NMVOC;2009;0.2
9268;Inland shipping: passenger transport;NMVOC;2010;0.2
9269;Inland shipping: passenger transport;NMVOC;2011;0.2
9270;Inland shipping: passenger transport;NMVOC;2012;0.2
9271;Inland shipping: passenger transport;NMVOC;2013;0.2
9272;Inland shipping: passenger transport;NMVOC;2014;0.2
9273;Inland shipping: passenger transport;NMVOC;2015;0.2
9274;Inland shipping: passenger transport;NMVOC;2016;0.2
9275;Inland shipping: passenger transport;NMVOC;2017;0.2
9276;Inland shipping: passenger transport;NMVOC;2018;0.2
9277;Inland shipping: passenger transport;NMVOC;2019;0.2
9278;Inland shipping: passenger transport;NMVOC;2020;0.2
9279;Inland shipping: passenger transport;NMVOC;2021;0.2
9280;Inland shipping: passenger transport;NMVOC;2022;0.2
9281;Inland shipping: passenger transport;NMVOC;2023;0.2
9282;Inland shipping: passenger transport;PM10 (Particulate matter);1990;0.1
9283;Inland shipping: passenger transport;PM10 (Particulate matter);1995;0.1
9284;Inland shipping: passenger transport;PM10 (Particulate matter);2000;0.1
9285;Inland shipping: passenger transport;PM10 (Particulate matter);2001;0.1
9286;Inland shipping: passenger transport;PM10 (Particulate matter);2002;0.1
9287;Inland shipping: passenger transport;PM10 (Particulate matter);2003;0.1
9288;Inland shipping: passenger transport;PM10 (Particulate matter);2004;0.1
9289;Inland shipping: passenger transport;PM10 (Particulate matter);2005;0.1
9290;Inland shipping: passenger transport;PM10 (Particulate matter);2006;0.1
9291;Inland shipping: passenger transport;PM10 (Particulate matter);2007;0.1
9292;Inland shipping: passenger transport;PM10 (Particulate matter);2008;0.1
9293;Inland shipping: passenger transport;PM10 (Particulate matter);2009;0.1
9294;Inland shipping: passenger transport;PM10 (Particulate matter);2010;0.1
9295;Inland shipping: passenger transport;PM10 (Particulate matter);2011;0.1
9296;Inland shipping: passenger transport;PM10 (Particulate matter);2012;0.1
9297;Inland shipping: passenger transport;PM10 (Particulate matter);2013;0.1
9298;Inland shipping: passenger transport;PM10 (Particulate matter);2014;0.1
9299;Inland shipping: passenger transport;PM10 (Particulate matter);2015;0.1
9300;Inland shipping: passenger transport;PM10 (Particulate matter);2016;0.1
9301;Inland shipping: passenger transport;PM10 (Particulate matter);2017;0.1
9302;Inland shipping: passenger transport;PM10 (Particulate matter);2018;0.1
9303;Inland shipping: passenger transport;PM10 (Particulate matter);2019;0.1
9304;Inland shipping: passenger transport;PM10 (Particulate matter);2020;0.1
9305;Inland shipping: passenger transport;PM10 (Particulate matter);2021;0.1
9306;Inland shipping: passenger transport;PM10 (Particulate matter);2022;0.1
9307;Inland shipping: passenger transport;PM10 (Particulate matter);2023;0.1
9308;Inland shipping: passenger transport;PM2.5 (Particulate matter);1990;0.1
9309;Inland shipping: passenger transport;PM2.5 (Particulate matter);1995;0.1
9310;Inland shipping: passenger transport;PM2.5 (Particulate matter);2000;0.1
9311;Inland shipping: passenger transport;PM2.5 (Particulate matter);2001;0.1
9312;Inland shipping: passenger transport;PM2.5 (Particulate matter);2002;0.1
9313;Inland shipping: passenger transport;PM2.5 (Particulate matter);2003;0.1
9314;Inland shipping: passenger transport;PM2.5 (Particulate matter);2004;0.1
9315;Inland shipping: passenger transport;PM2.5 (Particulate matter);2005;0.1
9316;Inland shipping: passenger transport;PM2.5 (Particulate matter);2006;0.1
9317;Inland shipping: passenger transport;PM2.5 (Particulate matter);2007;0.1
9318;Inland shipping: passenger transport;PM2.5 (Particulate matter);2008;0.1
9319;Inland shipping: passenger transport;PM2.5 (Particulate matter);2009;0.1
9320;Inland shipping: passenger transport;PM2.5 (Particulate matter);2010;0.1
9321;Inland shipping: passenger transport;PM2.5 (Particulate matter);2011;0.1
9322;Inland shipping: passenger transport;PM2.5 (Particulate matter);2012;0.1
9323;Inland shipping: passenger transport;PM2.5 (Particulate matter);2013;0.1
9324;Inland shipping: passenger transport;PM2.5 (Particulate matter);2014;0.1
9325;Inland shipping: passenger transport;PM2.5 (Particulate matter);2015;0.1
9326;Inland shipping: passenger transport;PM2.5 (Particulate matter);2016;0.1
9327;Inland shipping: passenger transport;PM2.5 (Particulate matter);2017;0.1
9328;Inland shipping: passenger transport;PM2.5 (Particulate matter);2018;0.1
9329;Inland shipping: passenger transport;PM2.5 (Particulate matter);2019;0.1
9330;Inland shipping: passenger transport;PM2.5 (Particulate matter);2020;0.1
9331;Inland shipping: passenger transport;PM2.5 (Particulate matter);2021;0.1
9332;Inland shipping: passenger transport;PM2.5 (Particulate matter);2022;0.1
9333;Inland shipping: passenger transport;PM2.5 (Particulate matter);2023;0.1
9334;Inland shipping: passenger transport;Carbon monoxide (CO);1990;0.3
9335;Inland shipping: passenger transport;Carbon monoxide (CO);1995;0.4
9336;Inland shipping: passenger transport;Carbon monoxide (CO);2000;0.4
9337;Inland shipping: passenger transport;Carbon monoxide (CO);2001;0.4
9338;Inland shipping: passenger transport;Carbon monoxide (CO);2002;0.4
9339;Inland shipping: passenger transport;Carbon monoxide (CO);2003;0.4
9340;Inland shipping: passenger transport;Carbon monoxide (CO);2004;0.4
9341;Inland shipping: passenger transport;Carbon monoxide (CO);2005;0.4
9342;Inland shipping: passenger transport;Carbon monoxide (CO);2006;0.4
9343;Inland shipping: passenger transport;Carbon monoxide (CO);2007;0.4
9344;Inland shipping: passenger transport;Carbon monoxide (CO);2008;0.4
9345;Inland shipping: passenger transport;Carbon monoxide (CO);2009;0.4
9346;Inland shipping: passenger transport;Carbon monoxide (CO);2010;0.4
9347;Inland shipping: passenger transport;Carbon monoxide (CO);2011;0.4
9348;Inland shipping: passenger transport;Carbon monoxide (CO);2012;0.4
9349;Inland shipping: passenger transport;Carbon monoxide (CO);2013;0.4
9350;Inland shipping: passenger transport;Carbon monoxide (CO);2014;0.4
9351;Inland shipping: passenger transport;Carbon monoxide (CO);2015;0.4
9352;Inland shipping: passenger transport;Carbon monoxide (CO);2016;0.4
9353;Inland shipping: passenger transport;Carbon monoxide (CO);2017;0.4
9354;Inland shipping: passenger transport;Carbon monoxide (CO);2018;0.4
9355;Inland shipping: passenger transport;Carbon monoxide (CO);2019;0.4
9356;Inland shipping: passenger transport;Carbon monoxide (CO);2020;0.4
9357;Inland shipping: passenger transport;Carbon monoxide (CO);2021;0.4
9358;Inland shipping: passenger transport;Carbon monoxide (CO);2022;0.3
9359;Inland shipping: passenger transport;Carbon monoxide (CO);2023;0.3
9360;Inland shipping: freight transport;Carbon dioxide (CO2);1990;1600.0
9361;Inland shipping: freight transport;Carbon dioxide (CO2);1995;1500.0
9362;Inland shipping: freight transport;Carbon dioxide (CO2);2000;1600.0
9363;Inland shipping: freight transport;Carbon dioxide (CO2);2001;1600.0
9364;Inland shipping: freight transport;Carbon dioxide (CO2);2002;1500.0
9365;Inland shipping: freight transport;Carbon dioxide (CO2);2003;1500.0
9366;Inland shipping: freight transport;Carbon dioxide (CO2);2004;1500.0
9367;Inland shipping: freight transport;Carbon dioxide (CO2);2005;1500.0
9368;Inland shipping: freight transport;Carbon dioxide (CO2);2006;1500.0
9369;Inland shipping: freight transport;Carbon dioxide (CO2);2007;1500.0
9370;Inland shipping: freight transport;Carbon dioxide (CO2);2008;1500.0
9371;Inland shipping: freight transport;Carbon dioxide (CO2);2009;1200.0
9372;Inland shipping: freight transport;Carbon dioxide (CO2);2010;1300.0
9373;Inland shipping: freight transport;Carbon dioxide (CO2);2011;1400.0
9374;Inland shipping: freight transport;Carbon dioxide (CO2);2012;1400.0
9375;Inland shipping: freight transport;Carbon dioxide (CO2);2013;1300.0
9376;Inland shipping: freight transport;Carbon dioxide (CO2);2014;1400.0
9377;Inland shipping: freight transport;Carbon dioxide (CO2);2015;1400.0
9378;Inland shipping: freight transport;Carbon dioxide (CO2);2016;1500.0
9379;Inland shipping: freight transport;Carbon dioxide (CO2);2017;1500.0
9380;Inland shipping: freight transport;Carbon dioxide (CO2);2018;1500.0
9381;Inland shipping: freight transport;Carbon dioxide (CO2);2019;1500.0
9382;Inland shipping: freight transport;Carbon dioxide (CO2);2020;1400.0
9383;Inland shipping: freight transport;Carbon dioxide (CO2);2021;1400.0
9384;Inland shipping: freight transport;Carbon dioxide (CO2);2022;1400.0
9385;Inland shipping: freight transport;Carbon dioxide (CO2);2023;1300.0
9386;Inland shipping: freight transport;Methane (CH4);1990;0.1
9387;Inland shipping: freight transport;Methane (CH4);1995;0.1
9388;Inland shipping: freight transport;Methane (CH4);2000;0.1
9389;Inland shipping: freight transport;Methane (CH4);2001;0.1
9390;Inland shipping: freight transport;Methane (CH4);2002;0.1
9391;Inland shipping: freight transport;Methane (CH4);2003;0.0
9392;Inland shipping: freight transport;Methane (CH4);2004;0.0
9393;Inland shipping: freight transport;Methane (CH4);2005;0.0
9394;Inland shipping: freight transport;Methane (CH4);2006;0.0
9395;Inland shipping: freight transport;Methane (CH4);2007;0.0
9396;Inland shipping: freight transport;Methane (CH4);2008;0.0
9397;Inland shipping: freight transport;Methane (CH4);2009;0.0
9398;Inland shipping: freight transport;Methane (CH4);2010;0.0
9399;Inland shipping: freight transport;Methane (CH4);2011;0.0
9400;Inland shipping: freight transport;Methane (CH4);2012;0.0
9401;Inland shipping: freight transport;Methane (CH4);2013;0.0
9402;Inland shipping: freight transport;Methane (CH4);2014;0.0
9403;Inland shipping: freight transport;Methane (CH4);2015;0.0
9404;Inland shipping: freight transport;Methane (CH4);2016;0.0
9405;Inland shipping: freight transport;Methane (CH4);2017;0.0
9406;Inland shipping: freight transport;Methane (CH4);2018;0.0
9407;Inland shipping: freight transport;Methane (CH4);2019;0.0
9408;Inland shipping: freight transport;Methane (CH4);2020;0.1
9409;Inland shipping: freight transport;Methane (CH4);2021;0.1
9410;Inland shipping: freight transport;Methane (CH4);2022;0.1
9411;Inland shipping: freight transport;Methane (CH4);2023;0.1
9412;Inland shipping: freight transport;Dinitrogen oxide (N2O);1990;0.0
9413;Inland shipping: freight transport;Dinitrogen oxide (N2O);1995;0.0
9414;Inland shipping: freight transport;Dinitrogen oxide (N2O);2000;0.0
9415;Inland shipping: freight transport;Dinitrogen oxide (N2O);2001;0.0
9416;Inland shipping: freight transport;Dinitrogen oxide (N2O);2002;0.0
9417;Inland shipping: freight transport;Dinitrogen oxide (N2O);2003;0.0
9418;Inland shipping: freight transport;Dinitrogen oxide (N2O);2004;0.0
9419;Inland shipping: freight transport;Dinitrogen oxide (N2O);2005;0.0
9420;Inland shipping: freight transport;Dinitrogen oxide (N2O);2006;0.0
9421;Inland shipping: freight transport;Dinitrogen oxide (N2O);2007;0.0
9422;Inland shipping: freight transport;Dinitrogen oxide (N2O);2008;0.0
9423;Inland shipping: freight transport;Dinitrogen oxide (N2O);2009;0.0
