ID;RegioS;Kiesgerechtigden_1;Opkomstpercentage_2;TotaalStemmen_3;GeldigeStemmen_4;OngeldigeStemmen_5;AmsterdamAnders_6;CDA_7;CU_8;CUSGP_9;D66_10;DeGroenen_11;DeGroenenNoordHollandAnders_12;DemocratischPlatformNederland_13;DrenthsBelangDOP_14;FNP_15;GemeentebelangenFrieslandGF_16;GL_17;LeefbaarBrabantBOF_18;LeefbaarFlevoland_19;LeefbaarGelderlandDeGroenen_20;LeefbaarNoordHolland_21;LeefbaarProvincialePartijLPP_22;LeefbaarProvincieUtrecht_23;LeefbaarZuidHolland_24;LijstHolsteijn_25;LijstNieuwePolitiekLNP_26;LijstVeldhoen_27;LPF_28;MOOIZUIDHOLLANDDeGroenen_29;NederlandseVolksUnieNVU_30;NieuweCommunistischePartijNCPN_31;NieuweToekomstPartijNTP_32;NSap_33;OnafhankelijkePartijDrenthe_34;OuderenpartijNHVSP_35;PartijNieuwLimburgPNL_36;PartijVoorHetNoorden_37;PARTIJVOORZEELANDPVZ_38;PolitiekePartijAlianza_39;PvdA_40;SGP_41;SP_42;VERENIGDESENIORENPARTIJ_43;VIPVooruitstrevendeIntegratiePartij_44;VVD_45;AmsterdamAnders_46;CDA_47;CU_48;CUSGP_49;D66_50;DeGroenen_51;DeGroenenNoordHollandAnders_52;DemocratischPlatformNederland_53;DrenthsBelangDOP_54;FNP_55;GemeentebelangenFrieslandGF_56;GL_57;LeefbaarBrabantBOF_58;LeefbaarFlevoland_59;LeefbaarGelderlandDeGroenen_60;LeefbaarNoordHolland_61;LeefbaarProvincialePartijLPP_62;LeefbaarProvincieUtrecht_63;LeefbaarZuidHolland_64;LijstHolsteijn_65;LijstNieuwePolitiekLNP_66;LijstVeldhoen_67;LPF_68;MOOIZUIDHOLLANDDeGroenen_69;NederlandseVolksUnieNVU_70;NieuweCommunistischePartijNCPN_71;NieuweToekomstPartijNTP_72;NSap_73;OnafhankelijkePartijDrenthe_74;OuderenpartijNHVSP_75;PartijNieuwLimburgPNL_76;PartijVoorHetNoorden_77;PARTIJVOORZEELANDPVZ_78;PolitiekePartijAlianza_79;PvdA_80;SGP_81;SP_82;VERENIGDESENIORENPARTIJ_83;VIPVooruitstrevendeIntegratiePartij_84;VVD_85;Gemeente_86;Landsdeel_87;Provincie_88;COROPGebied_89;Kamerkieskring_90;Stadsgewest_91;GrootstedelijkeAgglomeratie_92
335;Rhenen;13298;56.1;7457;7452;5;;1752;337.0;;289;18.0;;;;;;475;;;;;;23.0;;;;;214;;;;;;;;;;;;1387;1424.0;232.0;;;1301;;23.5;4.5;;3.9;0.2;;;;;;6.4;;;;;;0.3;;;;;2.9;;;;;;;;;;;;18.6;19.1;3.1;;;17.5;0340;3;26;17;08;00;00
336;Ridderkerk;35705;46.6;16647;16622;25;;3891;1149.0;;461;;;10.0;;;;473;;;;;;;283.0;4.0;4.0;13.0;671;43.0;;;2.0;1.0;;;;;;10.0;4112;2273.0;532.0;70.0;0.0;2620;;23.4;6.9;;2.8;;;0.1;;;;2.8;;;;;;;1.7;0.0;0.0;0.1;4.0;0.3;;;0.0;0.0;;;;;;0.1;24.7;13.7;3.2;0.4;0.0;15.8;0597;3;28;29;14;14;00
337;Rijnsburg;10698;50.6;5416;5413;3;;2639;687.0;;90;;;;;;;126;;;;;;;50.0;1.0;12.0;1.0;91;13.0;;;1.0;0.0;;;;;;0.0;462;154.0;93.0;11.0;0.0;982;;48.8;12.7;;1.7;;;;;;;2.3;;;;;;;0.9;0.0;0.2;0.0;1.7;0.2;;;0.0;0.0;;;;;;0.0;8.5;2.8;1.7;0.2;0.0;18.1;0602;3;28;25;15;12;12
338;Rijnwaarden;8532;40.0;3415;3407;8;;1369;14.0;;100;;;;;;;122;;;38.0;;;;;;;;76;;1.0;;;;;;;;;;994;8.0;198.0;;;487;;40.2;0.4;;2.9;;;;;;;3.6;;;1.1;;;;;;;;2.2;;0.0;;;;;;;;;;29.2;0.2;5.8;;;14.3;0196;2;25;15;07;00;00
339;Rijnwoude;14269;56.9;8114;8103;11;;2880;399.0;;307;;;;;;;319;;;;;;;39.0;2.0;2.0;2.0;200;33.0;;;0.0;0.0;;;;;;0.0;1352;661.0;266.0;30.0;0.0;1611;;35.5;4.9;;3.8;;;;;;;3.9;;;;;;;0.5;0.0;0.0;0.0;2.5;0.4;;;0.0;0.0;;;;;;0.0;16.7;8.2;3.3;0.4;0.0;19.9;1672;3;28;28;15;00;00
340;Rijssen;25950;68.6;17801;17787;14;;5327;2297.0;;242;;;;;;;255;;;;;;;;;;;258;;;;;;;;;;;;2463;5038.0;255.0;;;1652;;29.9;12.9;;1.4;;;;;;;1.4;;;;;;;;;;;1.5;;;;;;;;;;;;13.8;28.3;1.4;;;9.3;0178;2;23;12;04;00;00
341;Rijswijk;38141;47.7;18195;18184;11;;4264;270.0;;918;;;2.0;;;;1052;;;;;;;1404.0;2.0;11.0;3.0;843;95.0;;;6.0;1.0;;;;;;10.0;3953;107.0;874.0;73.0;2.0;4294;;23.4;1.5;;5.0;;;0.0;;;;5.8;;;;;;;7.7;0.0;0.1;0.0;4.6;0.5;;;0.0;0.0;;;;;;0.1;21.7;0.6;4.8;0.4;0.0;23.6;0603;3;28;26;14;13;13
342;Roerdalen;7918;49.9;3952;3949;3;;1852;;;92;;;;;;;171;;;;;;;;;;;112;;;;;;;;72.0;;;;759;;151.0;;;740;;46.9;;;2.3;;;;;;;4.3;;;;;;;;;;;2.8;;;;;;;;1.8;;;;19.2;;3.8;;;18.7;1669;4;31;38;19;00;00
343;Roermond;33579;41.2;13847;13830;17;;4604;;;487;;;;;;;934;;;;;;;;;;;403;;;;;;;;294.0;;;;2937;;762.0;;;3409;;33.3;;;3.5;;;;;;;6.8;;;;;;;;;;;2.9;;;;;;;;2.1;;;;21.2;;5.5;;;24.6;0957;4;31;38;19;00;00
344;Roggel en Neer;6307;50.4;3180;3170;10;;1617;;;68;;;;;;;164;;;;;;;;;;;51;;;;;;;;57.0;;;;451;;94.0;;;668;;51.0;;;2.1;;;;;;;5.2;;;;;;;;;;;1.6;;;;;;;;1.8;;;;14.2;;3.0;;;21.1;1670;4;31;38;19;00;00
345;De Ronde Venen;25419;50.2;12748;12735;13;;4479;572.0;;577;22.0;;;;;;487;;;;;;76.0;;;;;407;;;;;;;;;;;;1763;341.0;471.0;;;3540;;35.2;4.5;;4.5;0.2;;;;;;3.8;;;;;;0.6;;;;;3.2;;;;;;;;;;;;13.8;2.7;3.7;;;27.8;0736;3;26;17;08;00;00
346;Roosendaal;57843;37.2;21501;21484;17;;7269;;157.0;824;;;;;;;1057;296.0;;;;;;;;20.0;;832;;;;;;;;;;;;4528;;1588.0;125.0;;4788;;33.8;;0.7;3.8;;;;;;;4.9;1.4;;;;;;;;0.1;;3.9;;;;;;;;;;;;21.1;;7.4;0.6;;22.3;1674;4;30;33;17;00;00
347;Rotterdam;429211;36.5;156617;156296;321;;22680;3590.0;;9373;;;98.0;;;;11501;;;;;;;2053.0;47.0;93.0;97.0;14635;645.0;;;73.0;42.0;;;;;;1058.0;51194;2170.0;10547.0;523.0;76.0;25801;;14.5;2.3;;6.0;;;0.1;;;;7.4;;;;;;;1.3;0.0;0.1;0.1;9.4;0.4;;;0.0;0.0;;;;;;0.7;32.8;1.4;6.7;0.3;0.0;16.5;0599;3;28;29;13;14;14
348;Rozenburg;10122;40.0;4046;4039;7;;944;160.0;;168;;;3.0;;;;132;;;;;;;319.0;3.0;1.0;6.0;223;12.0;;;0.0;1.0;;;;;;1.0;1072;42.0;180.0;25.0;0.0;747;;23.4;4.0;;4.2;;;0.1;;;;3.3;;;;;;;7.9;0.1;0.0;0.1;5.5;0.3;;;0.0;0.0;;;;;;0.0;26.5;1.0;4.5;0.6;0.0;18.5;0600;3;28;29;14;14;14
349;Rozendaal;1188;72.8;865;863;2;;194;6.0;;63;;;;;;;47;;;15.0;;;;;;;;22;;3.0;;;;;;;;;;105;3.0;32.0;;;373;;22.5;0.7;;7.3;;;;;;;5.4;;;1.7;;;;;;;;2.5;;0.3;;;;;;;;;;12.2;0.3;3.7;;;43.2;0277;2;25;15;07;06;06
350;Rucphen;17927;32.1;5746;5739;7;;2210;;25.0;101;;;;;;;145;884.0;;;;;;;;9.0;;205;;;;;;;;;;;;1009;;180.0;24.0;;947;;38.5;;0.4;1.8;;;;;;;2.5;15.4;;;;;;;;0.2;;3.6;;;;;;;;;;;;17.6;;3.1;0.4;;16.5;0840;4;30;33;17;00;00
351;Ruurlo;6551;55.5;3636;3634;2;;1210;19.0;;104;;;;;;;98;;;44.0;;;;;;;;57;;3.0;;;;;;;;;;862;9.0;107.0;;;1121;;33.3;0.5;;2.9;;;;;;;2.7;;;1.2;;;;;;;;1.6;;0.1;;;;;;;;;;23.7;0.2;2.9;;;30.8;0278;2;25;14;07;00;00
352;Sassenheim;11101;51.7;5734;5723;11;;2136;66.0;;235;;;;;;;263;;;;;;;61.0;2.0;21.0;0.0;117;26.0;;;0.0;0.0;;;;;;0.0;953;18.0;228.0;15.0;2.0;1580;;37.3;1.2;;4.1;;;;;;;4.6;;;;;;;1.1;0.0;0.4;0.0;2.0;0.5;;;0.0;0.0;;;;;;0.0;16.7;0.3;4.0;0.3;0.0;27.6;0604;3;28;25;15;12;00
353;Schagen;13648;48.0;6551;6544;7;4.0;1254;;70.0;334;;25.0;;;;;454;;;;54.0;29.0;;;;;;146;;;11.0;14.0;;;70.0;;;;;1993;;333.0;;;1753;0.1;19.2;;1.1;5.1;;0.4;;;;;6.9;;;;0.8;0.4;;;;;;2.2;;;0.2;0.2;;;1.1;;;;;30.5;;5.1;;;26.8;0441;3;27;18;11;00;00
354;Scheemda;11096;58.1;6452;6450;2;;1569;313.0;;125;;;;;;;308;;;;;;;;;;;94;;;160.0;;;;;;330.0;;;2522;;308.0;;;721;;24.3;4.9;;1.9;;;;;;;4.8;;;;;;;;;;;1.5;;;2.5;;;;;;5.1;;;39.1;;4.8;;;11.2;0039;1;20;01;01;00;00
355;Schermer;3608;58.5;2110;2107;3;5.0;606;;14.0;92;;16.0;;;;;134;;;;9.0;23.0;;;;;;69;;;2.0;3.0;;;23.0;;;;;478;;69.0;;;564;0.2;28.8;;0.7;4.4;;0.8;;;;;6.4;;;;0.4;1.1;;;;;;3.3;;;0.1;0.1;;;1.1;;;;;22.7;;3.3;;;26.8;0458;3;27;19;11;00;00
356;Scherpenzeel;6613;62.8;4156;4154;2;;1376;354.0;;98;;;;;;;76;;;29.0;;;;;;;;85;;8.0;;;;;;;;;;485;883.0;71.0;;;689;;33.1;8.5;;2.4;;;;;;;1.8;;;0.7;;;;;;;;2.0;;0.2;;;;;;;;;;11.7;21.3;1.7;;;16.6;0279;2;25;13;07;00;00
357;Schiedam;55356;37.3;20652;20610;42;;4093;347.0;;848;;;7.0;;;;1408;;;;;;;260.0;8.0;17.0;9.0;1384;102.0;;;9.0;9.0;;;;;;53.0;6643;162.0;1647.0;106.0;7.0;3491;;19.9;1.7;;4.1;;;0.0;;;;6.8;;;;;;;1.3;0.0;0.1;0.0;6.7;0.5;;;0.0;0.0;;;;;;0.3;32.2;0.8;8.0;0.5;0.0;16.9;0606;3;28;29;14;14;14
358;Schiermonnikoog;798;66.8;533;532;1;;163;;9.0;22;;;;;10.0;5.0;29;;;;;;;;;;;5;;;0.0;;;;;;;;;152;;27.0;;;110;;30.6;;1.7;4.1;;;;;1.9;0.9;5.5;;;;;;;;;;;0.9;;;0.0;;;;;;;;;28.6;;5.1;;;20.7;0088;1;21;04;02;00;00
359;Schijndel;17480;41.1;7191;7167;24;;2491;;12.0;208;;;;;;;210;54.0;;;;;;;;8.0;;146;;;;;;;;;;;;1922;;890.0;57.0;;1169;;34.8;;0.2;2.9;;;;;;;2.9;0.8;;;;;;;;0.1;;2.0;;;;;;;;;;;;26.8;;12.4;0.8;;16.3;0844;4;30;35;18;00;00
360;Schinnen;10320;54.4;5618;5618;0;;2836;;;169;;;;;;;257;;;;;;;;;;;88;;;;;;;;181.0;;;;1230;;231.0;;;626;;50.5;;;3.0;;;;;;;4.6;;;;;;;;;;;1.6;;;;;;;;3.2;;;;21.9;;4.1;;;11.1;0962;4;31;39;19;20;00
361;Schipluiden;7967;58.7;4676;4671;5;;2116;119.0;;191;;;0.0;;;;262;;;;;;;30.0;1.0;2.0;2.0;136;16.0;;;0.0;0.0;;;;;;1.0;670;34.0;132.0;8.0;0.0;951;;45.3;2.5;;4.1;;;0.0;;;;5.6;;;;;;;0.6;0.0;0.0;0.0;2.9;0.3;;;0.0;0.0;;;;;;0.0;14.3;0.7;2.8;0.2;0.0;20.4;0607;3;28;27;14;13;00
362;Schoonhoven;9131;51.5;4704;4700;4;;1282;296.0;;189;;;;;;;375;;;;;;;27.0;0.0;0.0;1.0;144;16.0;;;0.0;0.0;;;;;;1.0;962;218.0;184.0;13.0;0.0;992;;27.3;6.3;;4.0;;;;;;;8.0;;;;;;;0.6;0.0;0.0;0.0;3.1;0.3;;;0.0;0.0;;;;;;0.0;20.5;4.6;3.9;0.3;0.0;21.1;0608;3;28;28;15;00;00
363;Schouwen-Duiveland;26585;57.3;15233;15207;26;;3787;694.0;;425;;;;;;;665;;;;;;;;;;;549;;;;;;;;;;568.0;;3068;1800.0;350.0;;;3301;;24.9;4.6;;2.8;;;;;;;4.4;;;;;;;;;;;3.6;;;;;;;;;;3.7;;20.2;11.8;2.3;;;21.7;1676;3;29;32;16;00;00
364;Sevenum;5510;52.4;2887;2885;2;;1773;;;60;;;;;;;80;;;;;;;;;;;39;;;;;;;;33.0;;;;446;;144.0;;;310;;61.5;;;2.1;;;;;;;2.8;;;;;;;;;;;1.4;;;;;;;;1.1;;;;15.5;;5.0;;;10.7;0964;4;31;37;19;00;00
365;Simpelveld;8601;49.3;4244;4243;1;;1868;;;78;;;;;;;137;;;;;;;;;;;91;;;;;;;;507.0;;;;1055;;173.0;;;334;;44.0;;;1.8;;;;;;;3.2;;;;;;;;;;;2.1;;;;;;;;11.9;;;;24.9;;4.1;;;7.9;0965;4;31;39;19;21;00
366;Sint Anthonis;8619;57.9;4993;4980;13;;3171;;10.0;103;;;;;;;163;40.0;;;;;;;;3.0;;61;;;;;;;;;;;;580;;267.0;26.0;;556;;63.7;;0.2;2.1;;;;;;;3.3;0.8;;;;;;;;0.1;;1.2;;;;;;;;;;;;11.6;;5.4;0.5;;11.2;1702;4;30;35;18;00;00
367;Sint-Michielsgestel;21165;45.2;9568;9562;6;;3852;;41.0;446;;;;;;;409;110.0;;;;;;;;11.0;;156;;;;;;;;;;;;1976;;678.0;88.0;;1795;;40.3;;0.4;4.7;;;;;;;4.3;1.2;;;;;;;;0.1;;1.6;;;;;;;;;;;;20.7;;7.1;0.9;;18.8;0845;4;30;35;18;18;00
368;Sint-Oedenrode;12818;49.2;6306;6301;5;;3098;;18.0;169;;;;;;;172;282.0;;;;;;;;5.0;;128;;;;;;;;;;;;1002;;568.0;39.0;;820;;49.2;;0.3;2.7;;;;;;;2.7;4.5;;;;;;;;0.1;;2.0;;;;;;;;;;;;15.9;;9.0;0.6;;13.0;0846;4;30;35;18;00;00
369;Sittard-Geleen;74815;44.6;33334;33308;26;;13954;;;855;;;;;;;3509;;;;;;;;;;;646;;;;;;;;1972.0;;;;7179;;1485.0;;;3708;;41.9;;;2.6;;;;;;;10.5;;;;;;;;;;;1.9;;;;;;;;5.9;;;;21.6;;4.5;;;11.1;1883;4;31;39;19;20;20
370;Skarsterlân;20241;61.2;12384;12371;13;;3565;;381.0;277;;;;;3007.0;57.0;518;;;;;;;;;;;162;;;27.0;;;;;;;;;2709;;319.0;;;1349;;28.8;;3.1;2.2;;;;;24.3;0.5;4.2;;;;;;;;;;;1.3;;;0.2;;;;;;;;;21.9;;2.6;;;10.9;0051;1;21;06;02;00;00
371;Sliedrecht;17865;51.4;9181;9177;4;;1973;922.0;;175;;;7.0;;;;235;;;;;;;74.0;0.0;7.0;4.0;210;29.0;;;3.0;3.0;;;;;;3.0;2072;1977.0;366.0;17.0;1.0;1099;;21.5;10.0;;1.9;;;0.1;;;;2.6;;;;;;;0.8;0.0;0.1;0.0;2.3;0.3;;;0.0;0.0;;;;;;0.0;22.6;21.5;4.0;0.2;0.0;12.0;0610;3;28;30;14;15;15
372;Slochteren;11362;58.9;6691;6680;11;;1312;908.0;;244;;;;;;;345;;;;;;;;;;;134;;;35.0;;;;;;320.0;;;1952;;261.0;;;1169;;19.6;13.6;;3.7;;;;;;;5.2;;;;;;;;;;;2.0;;;0.5;;;;;;4.8;;;29.2;;3.9;;;17.5;0040;1;20;03;01;00;00
373;Sluis;18130;46.0;8337;8328;9;;2316;104.0;;152;;;;;;;313;;;;;;;;;;;256;;;;;;;;;;1028.0;;1882;142.0;271.0;;;1864;;27.8;1.2;;1.8;;;;;;;3.8;;;;;;;;;;;3.1;;;;;;;;;;12.3;;22.6;1.7;3.3;;;22.4;1714;3;29;31;16;00;00
374;Smallingerland;40469;59.0;23874;23858;16;;6664;;2411.0;592;;;;;1884.0;227.0;1211;;;;;;;;;;;311;;;51.0;;;;;;;;;7035;;1375.0;;;2097;;27.9;;10.1;2.5;;;;;7.9;1.0;5.1;;;;;;;;;;;1.3;;;0.2;;;;;;;;;29.5;;5.8;;;8.8;0090;1;21;06;02;00;00
375;Sneek;24691;51.7;12764;12754;10;;3301;;483.0;414;;;;;1423.0;70.0;692;;;;;;;;;;;240;;;27.0;;;;;;;;;3686;;767.0;;;1651;;25.9;;3.8;3.2;;;;;11.2;0.5;5.4;;;;;;;;;;;1.9;;;0.2;;;;;;;;;28.9;;6.0;;;12.9;0091;1;21;05;02;00;00
376;Soest;33551;53.0;17792;17788;4;;4713;709.0;;973;64.0;;;;;;1303;;;;;;114.0;;;;;498;;;;;;;;;;;;3217;269.0;648.0;;;5280;;26.5;4.0;;5.5;0.4;;;;;;7.3;;;;;;0.6;;;;;2.8;;;;;;;;;;;;18.1;1.5;3.6;;;29.7;0342;3;26;17;08;08;00
377;Someren;13467;44.4;5973;5968;5;;3515;;27.0;133;;;;;;;145;39.0;;;;;;;;5.0;;133;;;;;;;;;;;;827;;246.0;24.0;;874;;58.9;;0.5;2.2;;;;;;;2.4;0.7;;;;;;;;0.1;;2.2;;;;;;;;;;;;13.9;;4.1;0.4;;14.6;0847;4;30;36;18;00;00
378;Son en Breugel;11365;50.0;5684;5682;2;;2199;;36.0;307;;;;;;;225;77.0;;;;;;;;10.0;;130;;;;;;;;;;;;817;;303.0;45.0;;1533;;38.7;;0.6;5.4;;;;;;;4.0;1.4;;;;;;;;0.2;;2.3;;;;;;;;;;;;14.4;;5.3;0.8;;27.0;0848;4;30;36;18;19;19
379;Spijkenisse;56742;35.1;19917;19888;29;;3131;471.0;;864;;;13.0;;;;840;;;;;;;301.0;184.0;14.0;12.0;1595;61.0;;;12.0;1.0;;;;;;19.0;6263;230.0;1220.0;105.0;11.0;4541;;15.7;2.4;;4.3;;;0.1;;;;4.2;;;;;;;1.5;0.9;0.1;0.1;8.0;0.3;;;0.1;0.0;;;;;;0.1;31.5;1.2;6.1;0.5;0.1;22.8;0612;3;28;29;14;14;14
380;Stadskanaal;26020;52.3;13610;13600;10;;4558;1528.0;;207;;;;;;;339;;;;;;;;;;;206;;;39.0;;;;;;315.0;;;4671;;490.0;;;1247;;33.5;11.2;;1.5;;;;;;;2.5;;;;;;;;;;;1.5;;;0.3;;;;;;2.3;;;34.3;;3.6;;;9.2;0037;1;20;01;01;00;00
381;Staphorst;10636;73.1;7773;7768;5;;1783;1695.0;;67;;;;;;;76;;;;;;;;;;;117;;;;;;;;;;;;604;2720.0;76.0;;;630;;23.0;21.8;;0.9;;;;;;;1.0;;;;;;;;;;;1.5;;;;;;;;;;;;7.8;35.0;1.0;;;8.1;0180;2;23;10;04;00;00
382;Stede Broec;15810;43.4;6865;6857;8;6.0;1924;;79.0;324;;26.0;;;;;379;;;;88.0;49.0;;;;;;238;;;7.0;7.0;;;107.0;;;;;1614;;395.0;;;1614;0.1;28.1;;1.2;4.7;;0.4;;;;;5.5;;;;1.3;0.7;;;;;;3.5;;;0.1;0.1;;;1.6;;;;;23.5;;5.8;;;23.5;0532;3;27;18;11;00;00
383;Steenbergen;18110;39.3;7117;7113;4;;2296;;296.0;475;;;;;;;190;232.0;;;;;;;;5.0;;201;;;;;;;;;;;;1439;;294.0;32.0;;1653;;32.3;;4.2;6.7;;;;;;;2.7;3.3;;;;;;;;0.1;;2.8;;;;;;;;;;;;20.2;;4.1;0.4;;23.2;0851;4;30;33;17;00;00
384;Steenderen;3808;63.3;2411;2409;2;;1123;24.0;;64;;;;;;;79;;;20.0;;;;;;;;40;;1.0;;;;;;;;;;517;10.0;101.0;;;430;;46.6;1.0;;2.7;;;;;;;3.3;;;0.8;;;;;;;;1.7;;0.0;;;;;;;;;;21.5;0.4;4.2;;;17.8;0280;2;25;14;07;00;00
385;Steenwijkerland;31919;54.9;17524;17513;11;;6162;1280.0;;706;;;;;;;771;;;;;;;;;;;434;;;;;;;;;;;;4496;127.0;694.0;;;2843;;35.2;7.3;;4.0;;;;;;;4.4;;;;;;;;;;;2.5;;;;;;;;;;;;25.7;0.7;4.0;;;16.2;1708;2;23;10;04;00;00
386;Stein;20968;43.1;9031;9020;11;;3765;;;354;;;;;;;366;;;;;;;;;;;206;;;;;;;;178.0;;;;2810;;393.0;;;948;;41.7;;;3.9;;;;;;;4.1;;;;;;;;;;;2.3;;;;;;;;2.0;;;;31.2;;4.4;;;10.5;0971;4;31;39;19;20;20
387;Strijen;7082;49.5;3506;3500;6;;1051;130.0;;108;;;1.0;;;;220;;;;;;;65.0;1.0;1.0;2.0;108;13.0;;;1.0;0.0;;;;;;3.0;732;196.0;88.0;5.0;0.0;775;;30.0;3.7;;3.1;;;0.0;;;;6.3;;;;;;;1.9;0.0;0.0;0.1;3.1;0.4;;;0.0;0.0;;;;;;0.1;20.9;5.6;2.5;0.1;0.0;22.1;0617;3;28;29;14;00;00
388;Swalmen;6705;42.1;2826;2822;4;;1207;;;76;;;;;;;104;;;;;;;;;;;54;;;;;;;;62.0;;;;702;;138.0;;;479;;42.8;;;2.7;;;;;;;3.7;;;;;;;;;;;1.9;;;;;;;;2.2;;;;24.9;;4.9;;;17.0;0975;4;31;38;19;00;00
389;Terneuzen;40512;43.3;17532;17526;6;;5106;1251.0;;445;;;;;;;545;;;;;;;;;;;591;;;;;;;;;;1135.0;;4248;1287.0;610.0;;;2308;;29.1;7.1;;2.5;;;;;;;3.1;;;;;;;;;;;3.4;;;;;;;;;;6.5;;24.2;7.3;3.5;;;13.2;0715;3;29;31;16;00;00
390;Terschelling;3794;55.9;2122;2116;6;;449;;26.0;65;;;;;62.0;93.0;136;;;;;;;;;;;42;;;4.0;;;;;;;;;641;;77.0;;;521;;21.2;;1.2;3.1;;;;;2.9;4.4;6.4;;;;;;;;;;;2.0;;;0.2;;;;;;;;;30.3;;3.6;;;24.6;0093;1;21;04;02;00;00
391;Texel;10268;59.3;6091;6090;1;5.0;1349;;129.0;218;;12.0;;;;;402;;;;17.0;18.0;;;;;;135;;;6.0;4.0;;;26.0;;;;;1460;;349.0;;;1960;0.1;22.2;;2.1;3.6;;0.2;;;;;6.6;;;;0.3;0.3;;;;;;2.2;;;0.1;0.1;;;0.4;;;;;24.0;;5.7;;;32.2;0448;3;27;18;11;00;00
392;Tholen;17452;55.6;9705;9701;4;;1924;732.0;;170;;;;;;;136;;;;;;;;;;;257;;;;;;;;;;260.0;;1825;3048.0;248.0;;;1101;;19.8;7.5;;1.8;;;;;;;1.4;;;;;;;;;;;2.6;;;;;;;;;;2.7;;18.8;31.4;2.6;;;11.3;0716;3;29;32;16;00;00
393;Thorn;1980;52.9;1047;1041;6;;508;;;16;;;;;;;31;;;;;;;;;;;17;;;;;;;;30.0;;;;274;;30.0;;;135;;48.8;;;1.5;;;;;;;3.0;;;;;;;;;;;1.6;;;;;;;;2.9;;;;26.3;;2.9;;;13.0;0977;4;31;38;19;00;00
394;Tiel;28856;41.4;11960;11949;11;;2695;246.0;;501;;;;;;;803;;;134.0;;;;;;;;533;;21.0;;;;;;;;;;3635;143.0;606.0;;;2632;;22.6;2.1;;4.2;;;;;;;6.7;;;1.1;;;;;;;;4.5;;0.2;;;;;;;;;;30.4;1.2;5.1;;;22.0;0281;2;25;16;06;00;00
395;Tilburg;148807;35.4;52676;52610;66;;15691;;332.0;2676;;;;;;;4359;336.0;;;;;;;;61.0;;1420;;;;;;;;;;;;12507;;5747.0;713.0;;8768;;29.8;;0.6;5.1;;;;;;;8.3;0.6;;;;;;;;0.1;;2.7;;;;;;;;;;;;23.8;;10.9;1.4;;16.7;0855;4;30;34;17;17;17
396;Tubbergen;14665;59.0;8651;8649;2;;6921;21.0;;104;;;;;;;111;;;;;;;;;;;110;;;;;;;;;;;;666;22.0;117.0;;;577;;80.0;0.2;;1.2;;;;;;;1.3;;;;;;;;;;;1.3;;;;;;;;;;;;7.7;0.3;1.4;;;6.7;0183;2;23;12;04;00;00
397;Twenterand;24873;53.3;13257;13247;10;;7024;1606.0;;172;;;;;;;243;;;;;;;;;;;239;;;;;;;;;;;;2233;547.0;245.0;;;938;;53.0;12.1;;1.3;;;;;;;1.8;;;;;;;;;;;1.8;;;;;;;;;;;;16.9;4.1;1.8;;;7.1;1700;2;23;12;04;00;00
398;Tynaarlo;24214;63.5;15367;15355;12;;2562;541.0;;903;;;;969.0;;;1390;;;;;;;;;;;283;;;;;;211.0;;;;;;4835;20.0;;;;3641;;16.7;3.5;;5.9;;;;6.3;;;9.1;;;;;;;;;;;1.8;;;;;;1.4;;;;;;31.5;0.1;;;;23.7;1730;1;22;07;03;01;00
399;Tytsjerksteradiel;24004;63.4;15222;15215;7;;5018;;877.0;306;;;;;2696.0;143.0;812;;;;;;;;;;;217;;;8.0;;;;;;;;;3275;;484.0;;;1379;;33.0;;5.8;2.0;;;;;17.7;0.9;5.3;;;;;;;;;;;1.4;;;0.1;;;;;;;;;21.5;;3.2;;;9.1;0737;1;21;04;02;02;00
400;Ubbergen;7263;54.5;3958;3955;3;;1332;20.0;;421;;;;;;;351;;;27.0;;;;;;;;60;;5.0;;;;;;;;;;895;7.0;281.0;;;556;;33.7;0.5;;10.6;;;;;;;8.9;;;0.7;;;;;;;;1.5;;0.1;;;;;;;;;;22.6;0.2;7.1;;;14.1;0282;2;25;15;06;07;00
401;Uden;30235;45.4;13740;13729;11;;6193;;38.0;429;;;;;;;408;95.0;;;;;;;;8.0;;281;;;;;;;;;;;;2117;;1570.0;74.0;;2516;;45.1;;0.3;3.1;;;;;;;3.0;0.7;;;;;;;;0.1;;2.0;;;;;;;;;;;;15.4;;11.4;0.5;;18.3;0856;4;30;35;18;00;00
402;Uitgeest;8633;50.1;4323;4319;4;5.0;990;;25.0;274;;26.0;;;;;361;;;;28.0;23.0;;;;;;248;;;6.0;1.0;;;51.0;;;;;1061;;267.0;;;953;0.1;22.9;;0.6;6.3;;0.6;;;;;8.4;;;;0.6;0.5;;;;;;5.7;;;0.1;0.0;;;1.2;;;;;24.6;;6.2;;;22.1;0450;3;27;20;11;11;00
403;Uithoorn;19814;49.2;9750;9746;4;10.0;2485;;118.0;576;;30.0;;;;;719;;;;47.0;28.0;;;;;;289;;;3.0;13.0;;;78.0;;;;;2052;;376.0;;;2922;0.1;25.5;;1.2;5.9;;0.3;;;;;7.4;;;;0.5;0.3;;;;;;3.0;;;0.0;0.1;;;0.8;;;;;21.1;;3.9;;;30.0;0451;3;27;23;10;00;00
