ID;RegioIndeling2015;Perioden;Levendgeborenen_1;Overledenen_2;Immigratie_3;EmigratieInclusiefCorrecties_4;VestigersUitAndereGemeente_5;VertrekkersNaarAndereGemeente_6;Woningbouwveronderstellingen_7;BevolkingAanHetEindVanDePeriode_8
1699;Schiedam;2035 tot 2040;4.3;4.0;7.6;7.1;18.5;19.2;;81.2
1700;Schiermonnikoog;2015 tot 2020;0.0;0.1;0.0;0.0;0.3;0.2;;0.9
1701;Schiermonnikoog;2020 tot 2025;0.0;0.1;0.0;0.0;0.3;0.3;;0.9
1702;Schiermonnikoog;2025 tot 2030;0.0;0.1;0.0;0.0;0.3;0.3;;0.9
1703;Schiermonnikoog;2030 tot 2035;0.0;0.1;0.0;0.0;0.3;0.3;;0.9
1704;Schiermonnikoog;2035 tot 2040;0.1;0.1;0.0;0.0;0.3;0.3;;0.8
1705;Schijndel;2015 tot 2020;1.1;1.0;0.6;0.3;4.3;4.4;;23.9
1706;Schijndel;2020 tot 2025;1.0;1.1;0.6;0.4;4.2;4.5;;23.7
1707;Schijndel;2025 tot 2030;1.1;1.3;0.6;0.4;4.1;4.4;;23.4
1708;Schijndel;2030 tot 2035;1.0;1.3;0.5;0.3;4.1;4.3;;23.1
1709;Schijndel;2035 tot 2040;0.9;1.4;0.5;0.3;4.0;4.2;;22.6
1710;Schinnen;2015 tot 2020;0.5;0.7;1.5;0.4;3.3;3.4;;13.8
1711;Schinnen;2020 tot 2025;0.6;0.7;0.6;0.5;2.8;2.8;;13.8
1712;Schinnen;2025 tot 2030;0.6;0.8;0.3;0.5;2.6;2.7;;13.4
1713;Schinnen;2030 tot 2035;0.6;0.8;0.3;0.4;2.9;2.6;;13.3
1714;Schinnen;2035 tot 2040;0.6;0.9;0.3;0.4;3.2;2.6;;13.5
1715;Schouwen-Duiveland;2015 tot 2020;1.4;2.0;0.7;0.5;4.6;4.8;;33.3
1716;Schouwen-Duiveland;2020 tot 2025;1.5;2.0;0.7;0.6;5.0;4.9;;33.0
1717;Schouwen-Duiveland;2025 tot 2030;1.5;2.1;0.7;0.6;5.0;4.8;;32.7
1718;Schouwen-Duiveland;2030 tot 2035;1.5;2.1;0.7;0.6;5.0;4.8;;32.4
1719;Schouwen-Duiveland;2035 tot 2040;1.5;2.2;0.7;0.6;5.0;4.7;;32.0
1720;Simpelveld;2015 tot 2020;0.4;0.6;0.5;0.3;2.6;2.1;;11.3
1721;Simpelveld;2020 tot 2025;0.4;0.7;0.4;0.3;2.1;2.2;;11.1
1722;Simpelveld;2025 tot 2030;0.4;0.7;0.4;0.3;2.0;2.1;;10.8
1723;Simpelveld;2030 tot 2035;0.4;0.7;0.4;0.3;2.5;2.1;;10.9
1724;Simpelveld;2035 tot 2040;0.4;0.7;0.4;0.3;2.6;2.2;;11.0
1725;Sint Anthonis;2015 tot 2020;0.5;0.5;0.3;0.2;1.7;1.9;;11.6
1726;Sint Anthonis;2020 tot 2025;0.5;0.5;0.3;0.2;1.9;2.0;;11.5
1727;Sint Anthonis;2025 tot 2030;0.6;0.6;0.3;0.3;1.8;2.0;;11.4
1728;Sint Anthonis;2030 tot 2035;0.6;0.6;0.3;0.3;1.8;1.9;;11.3
1729;Sint Anthonis;2035 tot 2040;0.5;0.6;0.3;0.2;1.7;1.8;;11.1
1730;Sint-Michielsgestel;2015 tot 2020;1.1;1.3;0.6;0.4;6.4;6.3;;28.6
1731;Sint-Michielsgestel;2020 tot 2025;1.2;1.4;0.6;0.5;6.4;5.6;;29.3
1732;Sint-Michielsgestel;2025 tot 2030;1.3;1.5;0.6;0.5;6.5;5.7;;30.1
1733;Sint-Michielsgestel;2030 tot 2035;1.2;1.6;0.6;0.5;6.6;5.7;;30.7
1734;Sint-Michielsgestel;2035 tot 2040;1.2;1.7;0.6;0.5;6.6;5.7;;31.1
1735;Sint-Oedenrode;2015 tot 2020;0.9;0.8;0.5;0.3;3.7;3.2;;18.8
1736;Sint-Oedenrode;2020 tot 2025;1.0;0.9;0.5;0.3;3.5;3.4;;19.2
1737;Sint-Oedenrode;2025 tot 2030;1.0;1.0;0.5;0.3;3.6;3.5;;19.6
1738;Sint-Oedenrode;2030 tot 2035;1.0;1.0;0.5;0.3;3.6;3.5;;19.9
1739;Sint-Oedenrode;2035 tot 2040;1.0;1.1;0.5;0.3;3.5;3.5;;20.0
1740;Sittard-Geleen;2015 tot 2020;3.8;5.5;3.8;2.7;15.2;15.6;;92.7
1741;Sittard-Geleen;2020 tot 2025;4.2;5.7;3.4;3.0;17.0;15.9;;92.8
1742;Sittard-Geleen;2025 tot 2030;4.4;6.0;3.3;3.0;17.5;16.0;;92.9
1743;Sittard-Geleen;2030 tot 2035;4.1;6.2;3.2;2.9;14.5;15.6;;90.0
1744;Sittard-Geleen;2035 tot 2040;3.7;6.4;3.0;2.7;13.2;15.0;;85.8
1745;Sliedrecht;2015 tot 2020;1.5;1.4;0.7;0.5;4.0;4.1;;25.1
1746;Sliedrecht;2020 tot 2025;1.6;1.2;0.6;0.6;4.3;4.1;;25.8
1747;Sliedrecht;2025 tot 2030;1.7;1.2;0.6;0.6;4.1;4.2;;26.3
1748;Sliedrecht;2030 tot 2035;1.7;1.2;0.6;0.6;3.9;4.2;;26.6
1749;Sliedrecht;2035 tot 2040;1.6;1.2;0.6;0.6;3.9;4.2;;26.6
1750;Slochteren;2015 tot 2020;0.7;0.7;0.2;0.2;3.5;2.8;;16.3
1751;Slochteren;2020 tot 2025;0.8;0.7;0.2;0.2;3.2;3.2;;16.4
1752;Slochteren;2025 tot 2030;0.9;0.7;0.2;0.2;2.9;3.2;;16.3
1753;Slochteren;2030 tot 2035;0.8;0.8;0.2;0.2;2.4;3.0;;15.7
1754;Slochteren;2035 tot 2040;0.7;0.8;0.2;0.2;2.8;2.8;;15.5
1755;Sluis;2015 tot 2020;1.0;1.4;1.7;1.2;2.7;3.1;;23.5
1756;Sluis;2020 tot 2025;1.1;1.5;1.4;1.4;2.9;3.3;;22.8
1757;Sluis;2025 tot 2030;1.2;1.5;1.2;1.4;2.9;3.2;;22.0
1758;Sluis;2030 tot 2035;1.1;1.6;1.2;1.3;2.8;3.1;;21.1
1759;Sluis;2035 tot 2040;1.1;1.6;1.1;1.3;2.8;3.0;;20.2
1760;Smallingerland;2015 tot 2020;2.8;2.7;2.6;1.0;11.9;13.1;;56.2
1761;Smallingerland;2020 tot 2025;3.0;2.8;1.7;1.0;13.0;13.6;;56.5
1762;Smallingerland;2025 tot 2030;3.1;2.9;1.5;1.1;13.2;13.4;;56.8
1763;Smallingerland;2030 tot 2035;3.1;3.1;1.5;1.1;13.4;13.3;;57.4
1764;Smallingerland;2035 tot 2040;2.9;3.2;1.5;1.0;11.7;13.1;;56.1
1765;Soest;2015 tot 2020;2.0;2.3;1.3;1.2;11.0;10.0;;46.2
1766;Soest;2020 tot 2025;2.2;2.3;1.2;1.4;11.8;10.8;;47.0
1767;Soest;2025 tot 2030;2.4;2.3;1.2;1.4;10.9;11.1;;46.6
1768;Soest;2030 tot 2035;2.3;2.4;1.1;1.4;10.8;10.8;;46.3
1769;Soest;2035 tot 2040;2.2;2.5;1.2;1.4;11.6;10.7;;46.6
1770;Someren;2015 tot 2020;0.9;0.8;0.8;0.7;2.9;2.9;;19.0
1771;Someren;2020 tot 2025;1.0;0.8;0.9;0.8;2.9;3.1;;19.0
1772;Someren;2025 tot 2030;1.0;0.9;0.8;0.8;2.9;3.0;;19.0
1773;Someren;2030 tot 2035;1.0;1.0;0.8;0.8;2.9;2.9;;19.0
1774;Someren;2035 tot 2040;0.9;1.0;0.8;0.8;2.8;2.9;;18.8
1775;Son en Breugel;2015 tot 2020;0.7;0.8;0.5;0.3;3.0;2.7;;16.8
1776;Son en Breugel;2020 tot 2025;0.8;0.9;0.5;0.4;3.4;2.9;;17.3
1777;Son en Breugel;2025 tot 2030;0.9;0.9;0.5;0.4;3.3;3.0;;17.8
1778;Son en Breugel;2030 tot 2035;1.0;1.0;0.5;0.5;3.3;3.0;;18.2
1779;Son en Breugel;2035 tot 2040;1.0;1.0;0.5;0.5;3.3;3.0;;18.6
1780;Stadskanaal;2015 tot 2020;1.5;2.0;3.2;0.6;6.6;8.6;;32.5
1781;Stadskanaal;2020 tot 2025;1.3;2.0;1.0;0.6;6.9;8.4;;30.8
1782;Stadskanaal;2025 tot 2030;1.3;2.0;0.9;0.6;7.3;7.8;;29.8
1783;Stadskanaal;2030 tot 2035;1.2;2.0;0.8;0.6;7.5;7.5;;29.2
1784;Stadskanaal;2035 tot 2040;1.1;2.1;0.8;0.5;5.8;7.1;;27.2
1785;Staphorst;2015 tot 2020;1.0;0.5;0.3;0.2;2.2;2.4;;16.9
1786;Staphorst;2020 tot 2025;1.1;0.6;0.3;0.2;2.3;2.6;;17.1
1787;Staphorst;2025 tot 2030;1.2;0.6;0.3;0.3;2.4;2.7;;17.4
1788;Staphorst;2030 tot 2035;1.2;0.7;0.3;0.3;2.3;2.7;;17.5
1789;Staphorst;2035 tot 2040;1.1;0.7;0.3;0.3;2.4;2.7;;17.7
1790;Stede Broec;2015 tot 2020;1.1;0.8;0.6;0.4;4.1;4.6;;21.5
1791;Stede Broec;2020 tot 2025;1.1;0.9;0.4;0.4;4.4;4.6;;21.4
1792;Stede Broec;2025 tot 2030;1.1;1.1;0.3;0.4;4.7;4.7;;21.4
1793;Stede Broec;2030 tot 2035;1.1;1.2;0.3;0.4;5.2;4.8;;21.7
1794;Stede Broec;2035 tot 2040;1.1;1.2;0.3;0.4;5.2;4.9;;21.8
1795;Steenbergen;2015 tot 2020;1.1;1.1;1.4;0.7;4.4;4.4;;24.3
1796;Steenbergen;2020 tot 2025;1.1;1.2;1.1;0.8;4.2;4.6;;24.0
1797;Steenbergen;2025 tot 2030;1.0;1.2;0.9;0.8;4.2;4.5;;23.5
1798;Steenbergen;2030 tot 2035;1.0;1.3;0.9;0.7;4.1;4.4;;23.1
1799;Steenbergen;2035 tot 2040;0.9;1.4;0.8;0.7;4.2;4.3;;22.6
1800;Steenwijkerland;2015 tot 2020;2.0;2.1;0.9;0.6;7.0;7.3;;43.3
1801;Steenwijkerland;2020 tot 2025;2.1;2.2;0.9;0.6;7.4;7.7;;43.2
1802;Steenwijkerland;2025 tot 2030;2.1;2.4;0.9;0.7;7.5;7.6;;43.1
1803;Steenwijkerland;2030 tot 2035;2.1;2.5;0.9;0.7;7.5;7.4;;43.0
1804;Steenwijkerland;2035 tot 2040;2.0;2.6;0.8;0.6;7.5;7.3;;42.7
1805;Stein (L.);2015 tot 2020;0.9;1.2;0.5;0.3;4.5;4.3;;25.1
1806;Stein (L.);2020 tot 2025;1.0;1.4;0.4;0.4;4.5;4.4;;24.8
1807;Stein (L.);2025 tot 2030;1.0;1.5;0.4;0.4;4.7;4.3;;24.7
1808;Stein (L.);2030 tot 2035;1.0;1.6;0.4;0.4;4.9;4.3;;24.7
1809;Stein (L.);2035 tot 2040;1.0;1.6;0.4;0.4;5.0;4.3;;24.7
1810;Stichtse Vecht;2015 tot 2020;3.3;2.6;2.6;1.9;14.4;13.8;;65.9
1811;Stichtse Vecht;2020 tot 2025;3.7;3.1;2.6;2.3;14.5;14.2;;67.1
1812;Stichtse Vecht;2025 tot 2030;3.8;3.5;2.7;2.4;14.5;14.4;;67.6
1813;Stichtse Vecht;2030 tot 2035;3.8;3.8;2.6;2.4;14.5;14.4;;67.9
1814;Stichtse Vecht;2035 tot 2040;3.7;4.1;2.7;2.4;14.5;14.6;;67.7
1815;Strijen;2015 tot 2020;0.4;0.3;0.1;0.1;1.9;1.6;;9.0
1816;Strijen;2020 tot 2025;0.4;0.4;0.1;0.1;2.0;1.8;;9.1
1817;Strijen;2025 tot 2030;0.4;0.5;0.1;0.1;2.0;1.8;;9.2
1818;Strijen;2030 tot 2035;0.5;0.5;0.1;0.1;2.0;1.8;;9.3
1819;Strijen;2035 tot 2040;0.5;0.5;0.1;0.1;2.0;1.8;;9.3
1820;Súdwest-Fryslân;2015 tot 2020;3.9;4.2;1.3;1.3;11.5;12.1;;83.3
1821;Súdwest-Fryslân;2020 tot 2025;4.2;4.4;1.2;1.5;13.0;12.2;;83.7
1822;Súdwest-Fryslân;2025 tot 2030;4.6;4.8;1.3;1.6;13.2;12.3;;84.1
1823;Súdwest-Fryslân;2030 tot 2035;4.7;5.1;1.3;1.6;13.2;12.2;;84.5
1824;Súdwest-Fryslân;2035 tot 2040;4.5;5.3;1.2;1.5;13.2;12.1;;84.5
1825;Terneuzen;2015 tot 2020;2.5;3.1;3.6;2.6;6.5;6.6;;54.9
1826;Terneuzen;2020 tot 2025;2.6;3.0;3.1;2.9;6.4;6.9;;54.2
1827;Terneuzen;2025 tot 2030;2.6;3.0;2.8;2.9;6.4;6.7;;53.4
1828;Terneuzen;2030 tot 2035;2.5;3.0;2.7;2.8;6.4;6.7;;52.5
1829;Terneuzen;2035 tot 2040;2.4;3.1;2.7;2.7;6.4;6.6;;51.5
1830;Terschelling;2015 tot 2020;0.2;0.2;0.1;0.1;1.6;1.6;;4.8
1831;Terschelling;2020 tot 2025;0.3;0.2;0.1;0.1;1.5;1.7;;4.7
1832;Terschelling;2025 tot 2030;0.3;0.2;0.1;0.1;1.4;1.6;;4.5
1833;Terschelling;2030 tot 2035;0.3;0.2;0.1;0.1;1.3;1.6;;4.4
1834;Terschelling;2035 tot 2040;0.3;0.2;0.1;0.1;1.3;1.5;;4.4
1835;Texel;2015 tot 2020;0.6;0.7;0.4;0.3;3.0;3.0;;13.5
1836;Texel;2020 tot 2025;0.7;0.7;0.4;0.3;3.0;3.2;;13.3
1837;Texel;2025 tot 2030;0.7;0.7;0.4;0.3;3.0;3.2;;13.1
1838;Texel;2030 tot 2035;0.7;0.8;0.4;0.3;3.0;3.1;;13.0
1839;Texel;2035 tot 2040;0.7;0.8;0.4;0.3;3.0;3.1;;12.8
1840;Teylingen;2015 tot 2020;1.5;1.6;1.2;0.8;7.8;7.4;;36.4
1841;Teylingen;2020 tot 2025;1.6;1.6;1.1;0.9;7.5;7.5;;36.7
1842;Teylingen;2025 tot 2030;1.6;1.7;1.1;0.9;7.5;7.4;;36.9
1843;Teylingen;2030 tot 2035;1.6;1.8;1.0;0.9;7.5;7.2;;37.1
1844;Teylingen;2035 tot 2040;1.5;1.9;1.0;0.9;7.5;7.2;;37.1
1845;Tholen;2015 tot 2020;1.4;1.1;0.6;0.4;2.9;3.5;;25.1
1846;Tholen;2020 tot 2025;1.4;1.1;0.5;0.5;3.2;3.7;;25.0
1847;Tholen;2025 tot 2030;1.4;1.1;0.5;0.5;3.1;3.7;;24.8
1848;Tholen;2030 tot 2035;1.4;1.1;0.5;0.5;3.2;3.6;;24.7
1849;Tholen;2035 tot 2040;1.4;1.2;0.5;0.5;3.2;3.5;;24.6
1850;Tiel;2015 tot 2020;2.1;1.7;1.0;1.1;7.7;8.3;;41.3
1851;Tiel;2020 tot 2025;2.1;1.7;0.9;1.1;8.2;8.2;;41.6
1852;Tiel;2025 tot 2030;2.2;1.9;0.9;1.1;8.1;8.1;;41.7
1853;Tiel;2030 tot 2035;2.1;2.0;0.8;1.0;7.8;8.2;;41.2
1854;Tiel;2035 tot 2040;2.0;2.1;0.8;1.0;7.9;8.0;;40.7
1855;Tilburg;2015 tot 2020;11.5;8.8;19.5;13.5;48.2;46.0;;222.6
1856;Tilburg;2020 tot 2025;13.3;9.1;18.3;14.9;50.9;49.7;;231.5
1857;Tilburg;2025 tot 2030;14.3;9.8;17.8;15.2;49.7;50.5;;237.7
1858;Tilburg;2030 tot 2035;14.4;10.4;17.8;15.2;50.3;50.6;;244.0
1859;Tilburg;2035 tot 2040;13.9;11.1;17.8;15.1;51.0;51.0;;249.5
1860;Tubbergen;2015 tot 2020;1.0;0.9;0.4;0.2;2.7;3.3;;20.8
1861;Tubbergen;2020 tot 2025;1.0;0.9;0.3;0.2;2.8;3.4;;20.4
1862;Tubbergen;2025 tot 2030;1.1;0.9;0.3;0.2;2.6;3.3;;20.1
1863;Tubbergen;2030 tot 2035;1.1;1.0;0.3;0.2;2.6;3.1;;19.7
1864;Tubbergen;2035 tot 2040;0.9;1.0;0.3;0.2;2.5;2.9;;19.3
1865;Twenterand;2015 tot 2020;1.8;1.4;0.2;0.2;3.6;4.6;;33.3
1866;Twenterand;2020 tot 2025;1.7;1.5;0.2;0.3;3.9;4.6;;32.8
1867;Twenterand;2025 tot 2030;1.7;1.7;0.2;0.3;3.9;4.5;;32.1
1868;Twenterand;2030 tot 2035;1.7;1.8;0.2;0.3;4.1;4.4;;31.6
1869;Twenterand;2035 tot 2040;1.6;1.9;0.2;0.3;4.2;4.2;;31.1
1870;Tynaarlo;2015 tot 2020;1.4;1.8;0.7;0.5;8.3;7.6;;32.9
1871;Tynaarlo;2020 tot 2025;1.6;1.9;0.7;0.6;8.1;8.4;;32.5
1872;Tynaarlo;2025 tot 2030;1.8;1.9;0.7;0.6;8.4;8.4;;32.5
1873;Tynaarlo;2030 tot 2035;1.9;2.0;0.7;0.6;8.8;8.5;;32.8
1874;Tynaarlo;2035 tot 2040;1.9;2.0;0.7;0.6;8.8;8.4;;33.2
1875;Tytsjerksteradiel;2015 tot 2020;1.4;1.7;1.3;0.4;6.5;7.0;;32.1
1876;Tytsjerksteradiel;2020 tot 2025;1.5;1.7;1.1;0.5;6.9;7.6;;31.9
1877;Tytsjerksteradiel;2025 tot 2030;1.6;1.7;1.0;0.5;7.4;7.7;;32.1
1878;Tytsjerksteradiel;2030 tot 2035;1.7;1.8;1.0;0.5;7.3;7.7;;32.1
1879;Tytsjerksteradiel;2035 tot 2040;1.6;1.9;1.0;0.5;7.0;7.5;;31.9
1880;Uden;2015 tot 2020;1.9;1.8;1.2;1.0;7.9;6.9;;42.4
1881;Uden;2020 tot 2025;1.9;2.0;1.1;1.1;7.5;7.3;;42.5
1882;Uden;2025 tot 2030;2.0;2.2;1.1;1.1;7.6;7.2;;42.5
1883;Uden;2030 tot 2035;1.9;2.4;1.0;1.1;7.4;7.1;;42.4
1884;Uden;2035 tot 2040;1.8;2.6;1.0;1.0;7.1;7.0;;41.6
1885;Uitgeest;2015 tot 2020;0.7;0.5;0.3;0.2;3.1;2.4;;14.3
1886;Uitgeest;2020 tot 2025;0.8;0.5;0.3;0.2;2.3;2.5;;14.4
1887;Uitgeest;2025 tot 2030;0.8;0.6;0.3;0.3;2.4;2.5;;14.5
1888;Uitgeest;2030 tot 2035;0.7;0.6;0.3;0.3;2.6;2.5;;14.8
1889;Uitgeest;2035 tot 2040;0.7;0.7;0.3;0.3;2.4;2.5;;14.7
1890;Uithoorn;2015 tot 2020;1.3;1.1;1.4;1.2;6.7;5.8;;29.9
1891;Uithoorn;2020 tot 2025;1.5;1.3;1.4;1.4;6.2;6.1;;30.3
1892;Uithoorn;2025 tot 2030;1.6;1.4;1.4;1.5;6.4;6.3;;30.6
1893;Uithoorn;2030 tot 2035;1.6;1.4;1.4;1.5;6.6;6.2;;31.0
1894;Uithoorn;2035 tot 2040;1.5;1.5;1.4;1.4;6.4;6.2;;31.1
1895;Urk;2015 tot 2020;1.9;0.4;0.2;0.1;1.3;1.7;;20.9
1896;Urk;2020 tot 2025;2.0;0.5;0.2;0.2;1.2;1.8;;21.9
1897;Urk;2025 tot 2030;2.0;0.5;0.2;0.2;1.2;1.7;;23.0
1898;Urk;2030 tot 2035;2.0;0.5;0.2;0.2;1.2;1.8;;24.0
1899;Urk;2035 tot 2040;2.1;0.6;0.2;0.2;1.3;1.8;;25.0
1900;Utrecht (gemeente);2015 tot 2020;25.2;9.7;32.3;24.9;111.2;107.4;;360.7
1901;Utrecht (gemeente);2020 tot 2025;26.5;10.3;31.9;28.6;115.9;111.5;;384.7
1902;Utrecht (gemeente);2025 tot 2030;27.8;11.3;32.0;29.6;119.8;117.9;;405.6
1903;Utrecht (gemeente);2030 tot 2035;28.6;12.6;32.0;29.5;120.0;121.2;;422.9
1904;Utrecht (gemeente);2035 tot 2040;28.0;14.0;31.9;29.3;120.0;123.1;;436.3
1905;Utrechtse Heuvelrug;2015 tot 2020;2.0;2.9;4.5;1.1;16.1;16.1;;50.6
1906;Utrechtse Heuvelrug;2020 tot 2025;2.6;2.9;3.1;1.1;16.4;17.2;;51.4
1907;Utrechtse Heuvelrug;2025 tot 2030;2.7;3.1;3.1;1.1;16.5;17.5;;52.0
1908;Utrechtse Heuvelrug;2030 tot 2035;2.7;3.3;3.1;1.1;16.5;17.4;;52.4
1909;Utrechtse Heuvelrug;2035 tot 2040;2.7;3.5;3.0;1.1;16.5;17.5;;52.6
1910;Vaals;2015 tot 2020;0.3;0.6;1.5;1.5;2.2;1.8;;9.7
1911;Vaals;2020 tot 2025;0.4;0.6;1.7;1.8;2.3;2.1;;9.7
1912;Vaals;2025 tot 2030;0.5;0.6;1.9;1.9;2.5;2.2;;9.8
1913;Vaals;2030 tot 2035;0.5;0.6;1.9;2.0;2.3;2.2;;9.7
1914;Vaals;2035 tot 2040;0.4;0.6;1.9;1.9;2.1;2.2;;9.4
1915;Valkenburg aan de Geul;2015 tot 2020;0.5;1.1;0.7;0.5;3.9;3.1;;17.0
1916;Valkenburg aan de Geul;2020 tot 2025;0.7;1.1;0.6;0.6;3.5;3.4;;16.7
1917;Valkenburg aan de Geul;2025 tot 2030;0.7;1.1;0.6;0.6;3.7;3.4;;16.6
1918;Valkenburg aan de Geul;2030 tot 2035;0.7;1.2;0.6;0.6;4.1;3.5;;16.8
1919;Valkenburg aan de Geul;2035 tot 2040;0.8;1.2;0.7;0.6;4.1;3.5;;16.9
1920;Valkenswaard;2015 tot 2020;1.2;1.6;0.9;0.7;4.8;4.9;;29.9
1921;Valkenswaard;2020 tot 2025;1.2;1.7;0.8;0.7;4.6;5.0;;29.2
1922;Valkenswaard;2025 tot 2030;1.3;1.8;0.8;0.7;4.8;4.9;;28.6
1923;Valkenswaard;2030 tot 2035;1.3;1.8;0.7;0.7;4.8;4.7;;28.1
1924;Valkenswaard;2035 tot 2040;1.2;1.8;0.7;0.7;4.7;4.6;;27.6
1925;Veendam;2015 tot 2020;1.2;1.5;0.6;0.5;5.3;5.8;;27.0
1926;Veendam;2020 tot 2025;1.1;1.5;0.5;0.5;5.5;5.8;;26.2
1927;Veendam;2025 tot 2030;1.1;1.5;0.5;0.5;5.8;5.8;;25.7
1928;Veendam;2030 tot 2035;1.0;1.6;0.5;0.5;6.0;5.7;;25.4
1929;Veendam;2035 tot 2040;1.0;1.7;0.5;0.5;6.6;5.7;;25.6
1930;Veenendaal;2015 tot 2020;3.6;2.3;1.2;1.2;9.8;10.8;;63.8
1931;Veenendaal;2020 tot 2025;3.7;2.5;1.1;1.4;11.1;11.1;;64.7
1932;Veenendaal;2025 tot 2030;3.8;2.7;1.1;1.4;11.3;11.4;;65.4
1933;Veenendaal;2030 tot 2035;3.7;2.9;1.1;1.4;11.1;11.3;;65.7
1934;Veenendaal;2035 tot 2040;3.6;3.0;1.1;1.4;10.9;11.2;;65.7
1935;Veere;2015 tot 2020;1.1;1.1;0.5;0.3;4.4;4.3;;22.3
1936;Veere;2020 tot 2025;1.3;1.1;0.5;0.4;4.4;4.6;;22.4
1937;Veere;2025 tot 2030;1.4;1.2;0.5;0.4;4.5;4.5;;22.6
1938;Veere;2030 tot 2035;1.3;1.3;0.5;0.4;4.5;4.5;;22.7
1939;Veere;2035 tot 2040;1.2;1.4;0.5;0.4;4.6;4.6;;22.6
1940;Veghel;2015 tot 2020;1.9;1.6;1.6;1.1;7.2;6.7;;39.1
1941;Veghel;2020 tot 2025;2.2;1.7;1.5;1.3;7.4;7.2;;40.0
1942;Veghel;2025 tot 2030;2.2;1.9;1.5;1.3;7.3;7.3;;40.6
1943;Veghel;2030 tot 2035;2.3;2.0;1.5;1.3;7.2;7.4;;40.9
1944;Veghel;2035 tot 2040;2.2;2.1;1.5;1.3;7.1;7.4;;40.8
1945;Veldhoven;2015 tot 2020;2.1;1.9;2.2;1.7;11.1;10.1;;46.0
1946;Veldhoven;2020 tot 2025;2.3;2.2;2.1;1.9;11.3;10.4;;47.2
1947;Veldhoven;2025 tot 2030;2.4;2.5;2.1;2.0;11.3;10.6;;47.9
1948;Veldhoven;2030 tot 2035;2.4;2.7;2.1;2.0;11.3;10.6;;48.4
1949;Veldhoven;2035 tot 2040;2.4;2.8;2.1;2.0;11.5;10.7;;48.9
1950;Velsen;2015 tot 2020;3.1;3.4;2.7;1.9;12.2;12.6;;67.4
1951;Velsen;2020 tot 2025;3.4;3.3;2.3;2.1;11.8;12.3;;67.1
1952;Velsen;2025 tot 2030;3.4;3.4;2.1;2.1;12.4;12.0;;67.5
1953;Velsen;2030 tot 2035;3.4;3.6;2.1;2.1;12.4;11.9;;67.9
1954;Velsen;2035 tot 2040;3.3;3.8;2.1;2.0;12.0;11.8;;67.7
1955;Venlo;2015 tot 2020;5.0;4.9;6.6;4.6;12.5;14.3;;100.8
1956;Venlo;2020 tot 2025;5.2;5.2;5.6;4.7;12.7;14.9;;99.5
1957;Venlo;2025 tot 2030;5.0;5.6;5.2;4.5;12.4;14.6;;97.5
1958;Venlo;2030 tot 2035;4.7;5.9;4.9;4.3;12.3;14.0;;95.3
1959;Venlo;2035 tot 2040;4.4;6.1;4.7;4.1;12.3;13.7;;92.8
1960;Venray;2015 tot 2020;2.0;1.8;2.0;1.4;6.3;6.6;;43.7
1961;Venray;2020 tot 2025;2.0;2.1;1.9;1.5;6.7;6.9;;43.9
1962;Venray;2025 tot 2030;2.1;2.3;1.8;1.6;7.4;7.0;;44.3
1963;Venray;2030 tot 2035;2.2;2.5;1.8;1.6;7.3;7.0;;44.5
1964;Venray;2035 tot 2040;2.1;2.7;1.8;1.6;7.3;7.0;;44.5
1965;Vianen;2015 tot 2020;1.0;0.8;0.4;0.4;3.9;3.4;;20.3
1966;Vianen;2020 tot 2025;1.1;0.9;0.4;0.5;4.5;3.6;;21.4
1967;Vianen;2025 tot 2030;1.2;1.0;0.4;0.5;4.5;3.8;;22.2
1968;Vianen;2030 tot 2035;1.2;1.2;0.4;0.5;4.5;3.8;;22.9
1969;Vianen;2035 tot 2040;1.2;1.3;0.5;0.5;4.5;3.9;;23.4
1970;Vlaardingen;2015 tot 2020;4.1;3.6;5.0;4.0;13.5;13.3;;73.3
1971;Vlaardingen;2020 tot 2025;4.4;3.6;4.5;4.2;13.0;13.3;;74.0
1972;Vlaardingen;2025 tot 2030;4.2;3.7;4.1;4.1;12.5;12.9;;74.1
1973;Vlaardingen;2030 tot 2035;4.0;3.8;4.0;3.9;12.5;13.0;;73.9
1974;Vlaardingen;2035 tot 2040;3.8;3.9;4.0;3.9;12.5;13.0;;73.4
1975;Vlagtwedde;2015 tot 2020;0.9;1.0;11.4;1.5;3.9;10.4;;19.5
1976;Vlagtwedde;2020 tot 2025;0.9;1.0;1.2;1.1;3.8;5.5;;17.8
1977;Vlagtwedde;2025 tot 2030;0.6;1.0;0.9;0.9;3.8;4.7;;16.5
1978;Vlagtwedde;2030 tot 2035;0.6;1.1;0.7;0.8;3.7;4.2;;15.5
1979;Vlagtwedde;2035 tot 2040;0.5;1.1;0.7;0.7;3.7;3.9;;14.6
1980;Vlieland;2015 tot 2020;0.1;0.0;0.1;0.1;0.5;0.5;;1.1
1981;Vlieland;2020 tot 2025;0.1;0.0;0.1;0.1;0.5;0.6;;1.1
1982;Vlieland;2025 tot 2030;0.1;0.0;0.1;0.1;0.5;0.6;;1.1
1983;Vlieland;2030 tot 2035;0.1;0.1;0.1;0.1;0.5;0.6;;1.1
1984;Vlieland;2035 tot 2040;0.1;0.1;0.1;0.1;0.5;0.6;;1.1
1985;Vlissingen;2015 tot 2020;2.1;2.7;3.2;2.7;9.0;9.6;;43.8
