ID;BedrijfstakkenBranchesSBI2008;Perioden;Productie_1;GemiddeldeDagproductie_2;Productie_3;GemiddeldeDagproductie_4
5157;10-12 Voedings-, genotmiddelenindustrie;1977 oktober;;83.5;;2.6
5158;10-12 Voedings-, genotmiddelenindustrie;1977 november;;81.3;;3.2
5159;10-12 Voedings-, genotmiddelenindustrie;1977 december;;72.6;;0.5
5160;10-12 Voedings-, genotmiddelenindustrie;1977;;72.6;;1.1
5161;10-12 Voedings-, genotmiddelenindustrie;1978 januari;;65.7;;1.0
5162;10-12 Voedings-, genotmiddelenindustrie;1978 februari;;65.2;;-4.6
5163;10-12 Voedings-, genotmiddelenindustrie;1978 maart;;68.4;;-2.7
5164;10-12 Voedings-, genotmiddelenindustrie;1978 april;;70.4;;-5.9
5165;10-12 Voedings-, genotmiddelenindustrie;1978 mei;;71.4;;-6.5
5166;10-12 Voedings-, genotmiddelenindustrie;1978 juni;;71.7;;-3.1
5167;10-12 Voedings-, genotmiddelenindustrie;1978 juli;;62.1;;-1.2
5168;10-12 Voedings-, genotmiddelenindustrie;1978 augustus;;63.6;;-6.9
5169;10-12 Voedings-, genotmiddelenindustrie;1978 september;;71.3;;-3.2
5170;10-12 Voedings-, genotmiddelenindustrie;1978 oktober;;77.4;;-7.3
5171;10-12 Voedings-, genotmiddelenindustrie;1978 november;;76.8;;-5.6
5172;10-12 Voedings-, genotmiddelenindustrie;1978 december;;70.9;;-2.3
5173;10-12 Voedings-, genotmiddelenindustrie;1978;;69.6;;-4.1
5174;10-12 Voedings-, genotmiddelenindustrie;1979 januari;;62.4;;-5.0
5175;10-12 Voedings-, genotmiddelenindustrie;1979 februari;;64.5;;-1.1
5176;10-12 Voedings-, genotmiddelenindustrie;1979 maart;;62.9;;-8.1
5177;10-12 Voedings-, genotmiddelenindustrie;1979 april;;68.3;;-3.0
5178;10-12 Voedings-, genotmiddelenindustrie;1979 mei;;67.1;;-6.0
5179;10-12 Voedings-, genotmiddelenindustrie;1979 juni;;66.4;;-7.3
5180;10-12 Voedings-, genotmiddelenindustrie;1979 juli;;60.1;;-3.2
5181;10-12 Voedings-, genotmiddelenindustrie;1979 augustus;;62.2;;-2.1
5182;10-12 Voedings-, genotmiddelenindustrie;1979 september;;65.5;;-8.1
5183;10-12 Voedings-, genotmiddelenindustrie;1979 oktober;;75.9;;-1.9
5184;10-12 Voedings-, genotmiddelenindustrie;1979 november;;76.0;;-1.0
5185;10-12 Voedings-, genotmiddelenindustrie;1979 december;;66.9;;-5.6
5186;10-12 Voedings-, genotmiddelenindustrie;1979;;66.5;;-4.4
5187;10-12 Voedings-, genotmiddelenindustrie;1980 januari;;61.3;;-1.9
5188;10-12 Voedings-, genotmiddelenindustrie;1980 februari;;63.4;;-1.8
5189;10-12 Voedings-, genotmiddelenindustrie;1980 maart;;63.8;;1.5
5190;10-12 Voedings-, genotmiddelenindustrie;1980 april;;68.4;;0.1
5191;10-12 Voedings-, genotmiddelenindustrie;1980 mei;;69.8;;4.0
5192;10-12 Voedings-, genotmiddelenindustrie;1980 juni;;69.9;;5.3
5193;10-12 Voedings-, genotmiddelenindustrie;1980 juli;;60.2;;0.1
5194;10-12 Voedings-, genotmiddelenindustrie;1980 augustus;;65.4;;5.0
5195;10-12 Voedings-, genotmiddelenindustrie;1980 september;;72.0;;9.9
5196;10-12 Voedings-, genotmiddelenindustrie;1980 oktober;;80.7;;6.2
5197;10-12 Voedings-, genotmiddelenindustrie;1980 november;;79.4;;4.5
5198;10-12 Voedings-, genotmiddelenindustrie;1980 december;;75.2;;12.4
5199;10-12 Voedings-, genotmiddelenindustrie;1980;;69.1;;3.9
5200;10-12 Voedings-, genotmiddelenindustrie;1981 januari;;65.7;;7.3
5201;10-12 Voedings-, genotmiddelenindustrie;1981 februari;;70.3;;10.9
5202;10-12 Voedings-, genotmiddelenindustrie;1981 maart;;68.9;;7.9
5203;10-12 Voedings-, genotmiddelenindustrie;1981 april;;75.0;;9.7
5204;10-12 Voedings-, genotmiddelenindustrie;1981 mei;;73.1;;4.8
5205;10-12 Voedings-, genotmiddelenindustrie;1981 juni;;73.0;;4.4
5206;10-12 Voedings-, genotmiddelenindustrie;1981 juli;;68.8;;14.4
5207;10-12 Voedings-, genotmiddelenindustrie;1981 augustus;;66.6;;1.9
5208;10-12 Voedings-, genotmiddelenindustrie;1981 september;;77.5;;7.7
5209;10-12 Voedings-, genotmiddelenindustrie;1981 oktober;;80.8;;0.1
5210;10-12 Voedings-, genotmiddelenindustrie;1981 november;;82.3;;3.6
5211;10-12 Voedings-, genotmiddelenindustrie;1981 december;;79.5;;5.7
5212;10-12 Voedings-, genotmiddelenindustrie;1981;;73.5;;6.3
5213;10-12 Voedings-, genotmiddelenindustrie;1982 januari;;63.5;;-3.4
5214;10-12 Voedings-, genotmiddelenindustrie;1982 februari;;67.1;;-4.6
5215;10-12 Voedings-, genotmiddelenindustrie;1982 maart;;66.4;;-3.6
5216;10-12 Voedings-, genotmiddelenindustrie;1982 april;;70.5;;-6.0
5217;10-12 Voedings-, genotmiddelenindustrie;1982 mei;;68.6;;-6.1
5218;10-12 Voedings-, genotmiddelenindustrie;1982 juni;;68.7;;-5.8
5219;10-12 Voedings-, genotmiddelenindustrie;1982 juli;;62.7;;-9.0
5220;10-12 Voedings-, genotmiddelenindustrie;1982 augustus;;60.9;;-8.5
5221;10-12 Voedings-, genotmiddelenindustrie;1982 september;;74.1;;-4.5
5222;10-12 Voedings-, genotmiddelenindustrie;1982 oktober;;77.1;;-4.6
5223;10-12 Voedings-, genotmiddelenindustrie;1982 november;;75.9;;-7.8
5224;10-12 Voedings-, genotmiddelenindustrie;1982 december;;69.2;;-12.9
5225;10-12 Voedings-, genotmiddelenindustrie;1982;;68.7;;-6.5
5226;10-12 Voedings-, genotmiddelenindustrie;1983 januari;;62.2;;-2.1
5227;10-12 Voedings-, genotmiddelenindustrie;1983 februari;;62.1;;-7.4
5228;10-12 Voedings-, genotmiddelenindustrie;1983 maart;;64.1;;-3.5
5229;10-12 Voedings-, genotmiddelenindustrie;1983 april;;66.3;;-6.0
5230;10-12 Voedings-, genotmiddelenindustrie;1983 mei;;67.8;;-1.3
5231;10-12 Voedings-, genotmiddelenindustrie;1983 juni;;66.1;;-3.8
5232;10-12 Voedings-, genotmiddelenindustrie;1983 juli;;64.6;;3.1
5233;10-12 Voedings-, genotmiddelenindustrie;1983 augustus;;61.9;;1.6
5234;10-12 Voedings-, genotmiddelenindustrie;1983 september;;68.2;;-7.9
5235;10-12 Voedings-, genotmiddelenindustrie;1983 oktober;;78.3;;1.6
5236;10-12 Voedings-, genotmiddelenindustrie;1983 november;;81.3;;7.1
5237;10-12 Voedings-, genotmiddelenindustrie;1983 december;;77.4;;11.9
5238;10-12 Voedings-, genotmiddelenindustrie;1983;;68.3;;-0.5
5239;10-12 Voedings-, genotmiddelenindustrie;1984 januari;;67.3;;8.3
5240;10-12 Voedings-, genotmiddelenindustrie;1984 februari;;67.8;;9.2
5241;10-12 Voedings-, genotmiddelenindustrie;1984 maart;;69.1;;7.8
5242;10-12 Voedings-, genotmiddelenindustrie;1984 april;;73.0;;10.1
5243;10-12 Voedings-, genotmiddelenindustrie;1984 mei;;74.2;;9.5
5244;10-12 Voedings-, genotmiddelenindustrie;1984 juni;;73.8;;11.7
5245;10-12 Voedings-, genotmiddelenindustrie;1984 juli;;66.8;;3.5
5246;10-12 Voedings-, genotmiddelenindustrie;1984 augustus;;68.8;;11.2
5247;10-12 Voedings-, genotmiddelenindustrie;1984 september;;74.2;;8.8
5248;10-12 Voedings-, genotmiddelenindustrie;1984 oktober;;84.7;;8.1
5249;10-12 Voedings-, genotmiddelenindustrie;1984 november;;84.7;;4.2
5250;10-12 Voedings-, genotmiddelenindustrie;1984 december;;79.4;;2.6
5251;10-12 Voedings-, genotmiddelenindustrie;1984;;73.7;;7.8
5252;10-12 Voedings-, genotmiddelenindustrie;1985 januari;;66.6;;-1.1
5253;10-12 Voedings-, genotmiddelenindustrie;1985 februari;;66.4;;-2.2
5254;10-12 Voedings-, genotmiddelenindustrie;1985 maart;;66.9;;-3.1
5255;10-12 Voedings-, genotmiddelenindustrie;1985 april;;70.2;;-3.9
5256;10-12 Voedings-, genotmiddelenindustrie;1985 mei;;68.3;;-7.9
5257;10-12 Voedings-, genotmiddelenindustrie;1985 juni;;68.0;;-8.0
5258;10-12 Voedings-, genotmiddelenindustrie;1985 juli;;61.4;;-8.2
5259;10-12 Voedings-, genotmiddelenindustrie;1985 augustus;;60.7;;-11.8
5260;10-12 Voedings-, genotmiddelenindustrie;1985 september;;67.4;;-9.2
5261;10-12 Voedings-, genotmiddelenindustrie;1985 oktober;;79.6;;-6.0
5262;10-12 Voedings-, genotmiddelenindustrie;1985 november;;80.7;;-4.7
5263;10-12 Voedings-, genotmiddelenindustrie;1985 december;;71.2;;-10.4
5264;10-12 Voedings-, genotmiddelenindustrie;1985;;68.9;;-6.4
5265;10-12 Voedings-, genotmiddelenindustrie;1986 januari;;66.1;;-0.7
5266;10-12 Voedings-, genotmiddelenindustrie;1986 februari;;63.8;;-3.9
5267;10-12 Voedings-, genotmiddelenindustrie;1986 maart;;67.2;;0.4
5268;10-12 Voedings-, genotmiddelenindustrie;1986 april;;66.9;;-4.6
5269;10-12 Voedings-, genotmiddelenindustrie;1986 mei;;68.1;;-0.4
5270;10-12 Voedings-, genotmiddelenindustrie;1986 juni;;66.9;;-1.6
5271;10-12 Voedings-, genotmiddelenindustrie;1986 juli;;62.9;;2.5
5272;10-12 Voedings-, genotmiddelenindustrie;1986 augustus;;63.6;;4.7
5273;10-12 Voedings-, genotmiddelenindustrie;1986 september;;71.2;;5.7
5274;10-12 Voedings-, genotmiddelenindustrie;1986 oktober;;83.4;;4.8
5275;10-12 Voedings-, genotmiddelenindustrie;1986 november;;81.4;;0.9
5276;10-12 Voedings-, genotmiddelenindustrie;1986 december;;72.3;;1.7
5277;10-12 Voedings-, genotmiddelenindustrie;1986;;69.5;;0.8
5278;10-12 Voedings-, genotmiddelenindustrie;1987 januari;;62.9;;-4.9
5279;10-12 Voedings-, genotmiddelenindustrie;1987 februari;;62.4;;-2.1
5280;10-12 Voedings-, genotmiddelenindustrie;1987 maart;;65.1;;-3.0
5281;10-12 Voedings-, genotmiddelenindustrie;1987 april;;66.1;;-1.2
5282;10-12 Voedings-, genotmiddelenindustrie;1987 mei;;67.0;;-1.6
5283;10-12 Voedings-, genotmiddelenindustrie;1987 juni;;65.0;;-2.8
5284;10-12 Voedings-, genotmiddelenindustrie;1987 juli;;60.9;;-3.2
5285;10-12 Voedings-, genotmiddelenindustrie;1987 augustus;;60.4;;-5.0
5286;10-12 Voedings-, genotmiddelenindustrie;1987 september;;64.7;;-9.2
5287;10-12 Voedings-, genotmiddelenindustrie;1987 oktober;;77.8;;-6.7
5288;10-12 Voedings-, genotmiddelenindustrie;1987 november;;76.4;;-6.1
5289;10-12 Voedings-, genotmiddelenindustrie;1987 december;;68.4;;-5.4
5290;10-12 Voedings-, genotmiddelenindustrie;1987;;66.4;;-4.4
5291;10-12 Voedings-, genotmiddelenindustrie;1988 januari;;63.9;;1.6
5292;10-12 Voedings-, genotmiddelenindustrie;1988 februari;;59.2;;-5.2
5293;10-12 Voedings-, genotmiddelenindustrie;1988 maart;;65.5;;0.6
5294;10-12 Voedings-, genotmiddelenindustrie;1988 april;;62.9;;-4.9
5295;10-12 Voedings-, genotmiddelenindustrie;1988 mei;;67.9;;1.3
5296;10-12 Voedings-, genotmiddelenindustrie;1988 juni;;64.4;;-0.9
5297;10-12 Voedings-, genotmiddelenindustrie;1988 juli;;61.4;;0.9
5298;10-12 Voedings-, genotmiddelenindustrie;1988 augustus;;62.4;;3.3
5299;10-12 Voedings-, genotmiddelenindustrie;1988 september;;65.3;;0.9
5300;10-12 Voedings-, genotmiddelenindustrie;1988 oktober;;76.6;;-1.6
5301;10-12 Voedings-, genotmiddelenindustrie;1988 november;;75.4;;-1.3
5302;10-12 Voedings-, genotmiddelenindustrie;1988 december;;64.3;;-6.0
5303;10-12 Voedings-, genotmiddelenindustrie;1988;;65.8;;-1.0
5304;10-12 Voedings-, genotmiddelenindustrie;1989 januari;;64.6;;1.1
5305;10-12 Voedings-, genotmiddelenindustrie;1989 februari;;58.2;;-1.6
5306;10-12 Voedings-, genotmiddelenindustrie;1989 maart;;65.0;;-0.7
5307;10-12 Voedings-, genotmiddelenindustrie;1989 april;;62.7;;-0.3
5308;10-12 Voedings-, genotmiddelenindustrie;1989 mei;;69.0;;1.6
5309;10-12 Voedings-, genotmiddelenindustrie;1989 juni;;65.3;;1.4
5310;10-12 Voedings-, genotmiddelenindustrie;1989 juli;;62.1;;1.2
5311;10-12 Voedings-, genotmiddelenindustrie;1989 augustus;;64.6;;3.6
5312;10-12 Voedings-, genotmiddelenindustrie;1989 september;;67.4;;3.3
5313;10-12 Voedings-, genotmiddelenindustrie;1989 oktober;;79.0;;3.2
5314;10-12 Voedings-, genotmiddelenindustrie;1989 november;;76.9;;1.9
5315;10-12 Voedings-, genotmiddelenindustrie;1989 december;;66.4;;3.2
5316;10-12 Voedings-, genotmiddelenindustrie;1989;;66.8;;1.5
5317;10-12 Voedings-, genotmiddelenindustrie;1990 januari;67.4;65.9;;2.0
5318;10-12 Voedings-, genotmiddelenindustrie;1990 februari;60.7;61.1;;4.9
5319;10-12 Voedings-, genotmiddelenindustrie;1990 maart;67.7;67.1;;3.2
5320;10-12 Voedings-, genotmiddelenindustrie;1990 april;63.5;65.2;;4.0
5321;10-12 Voedings-, genotmiddelenindustrie;1990 mei;72.6;70.0;;1.5
5322;10-12 Voedings-, genotmiddelenindustrie;1990 juni;67.5;67.9;;4.1
5323;10-12 Voedings-, genotmiddelenindustrie;1990 juli;64.9;65.9;;6.1
5324;10-12 Voedings-, genotmiddelenindustrie;1990 augustus;70.3;68.1;;5.4
5325;10-12 Voedings-, genotmiddelenindustrie;1990 september;68.5;71.1;;5.4
5326;10-12 Voedings-, genotmiddelenindustrie;1990 oktober;81.0;79.1;;0.1
5327;10-12 Voedings-, genotmiddelenindustrie;1990 november;79.3;77.8;;1.2
5328;10-12 Voedings-, genotmiddelenindustrie;1990 december;70.9;75.1;;13.1
5329;10-12 Voedings-, genotmiddelenindustrie;1990;69.5;69.5;;4.1
5330;10-12 Voedings-, genotmiddelenindustrie;1991 januari;71.8;69.8;6.6;5.9
5331;10-12 Voedings-, genotmiddelenindustrie;1991 februari;64.9;65.4;6.9;7.0
5332;10-12 Voedings-, genotmiddelenindustrie;1991 maart;70.1;72.0;3.5;7.3
5333;10-12 Voedings-, genotmiddelenindustrie;1991 april;68.8;69.0;8.3;5.8
5334;10-12 Voedings-, genotmiddelenindustrie;1991 mei;72.0;70.1;-0.8;0.1
5335;10-12 Voedings-, genotmiddelenindustrie;1991 juni;68.6;70.8;1.6;4.2
5336;10-12 Voedings-, genotmiddelenindustrie;1991 juli;70.7;69.0;8.9;4.7
5337;10-12 Voedings-, genotmiddelenindustrie;1991 augustus;69.5;69.0;-1.2;1.3
5338;10-12 Voedings-, genotmiddelenindustrie;1991 september;70.7;72.4;3.3;1.9
5339;10-12 Voedings-, genotmiddelenindustrie;1991 oktober;85.6;83.0;5.6;5.0
5340;10-12 Voedings-, genotmiddelenindustrie;1991 november;81.1;81.2;2.3;4.4
5341;10-12 Voedings-, genotmiddelenindustrie;1991 december;74.6;76.6;5.1;2.1
5342;10-12 Voedings-, genotmiddelenindustrie;1991;72.4;72.4;4.1;4.1
5343;10-12 Voedings-, genotmiddelenindustrie;1992 januari;75.3;73.5;4.8;5.3
5344;10-12 Voedings-, genotmiddelenindustrie;1992 februari;70.6;69.8;8.8;6.8
5345;10-12 Voedings-, genotmiddelenindustrie;1992 maart;74.0;75.5;5.6;4.8
5346;10-12 Voedings-, genotmiddelenindustrie;1992 april;72.5;71.6;5.4;3.7
5347;10-12 Voedings-, genotmiddelenindustrie;1992 mei;73.8;76.7;2.5;9.4
5348;10-12 Voedings-, genotmiddelenindustrie;1992 juni;76.7;76.7;11.9;8.2
5349;10-12 Voedings-, genotmiddelenindustrie;1992 juli;76.4;74.5;8.0;7.9
5350;10-12 Voedings-, genotmiddelenindustrie;1992 augustus;67.8;70.6;-2.5;2.3
5351;10-12 Voedings-, genotmiddelenindustrie;1992 september;79.2;78.0;12.0;7.7
5352;10-12 Voedings-, genotmiddelenindustrie;1992 oktober;85.4;85.3;-0.2;2.8
5353;10-12 Voedings-, genotmiddelenindustrie;1992 november;81.5;83.9;0.6;3.3
5354;10-12 Voedings-, genotmiddelenindustrie;1992 december;81.0;78.3;8.6;2.2
5355;10-12 Voedings-, genotmiddelenindustrie;1992;76.2;76.2;5.3;5.3
5356;10-12 Voedings-, genotmiddelenindustrie;1993 januari;70.3;72.7;-6.6;-1.0
5357;10-12 Voedings-, genotmiddelenindustrie;1993 februari;69.0;69.7;-2.3;-0.1
5358;10-12 Voedings-, genotmiddelenindustrie;1993 maart;78.3;76.6;5.7;1.5
5359;10-12 Voedings-, genotmiddelenindustrie;1993 april;73.2;72.3;0.8;1.1
5360;10-12 Voedings-, genotmiddelenindustrie;1993 mei;73.0;76.2;-1.0;-0.6
5361;10-12 Voedings-, genotmiddelenindustrie;1993 juni;79.4;77.6;3.5;1.2
5362;10-12 Voedings-, genotmiddelenindustrie;1993 juli;73.5;73.2;-3.9;-1.7
5363;10-12 Voedings-, genotmiddelenindustrie;1993 augustus;71.9;73.4;6.1;3.9
5364;10-12 Voedings-, genotmiddelenindustrie;1993 september;82.1;80.5;3.6;3.3
5365;10-12 Voedings-, genotmiddelenindustrie;1993 oktober;84.1;86.9;-1.6;1.8
5366;10-12 Voedings-, genotmiddelenindustrie;1993 november;86.3;85.6;5.8;2.1
5367;10-12 Voedings-, genotmiddelenindustrie;1993 december;84.9;81.0;4.8;3.4
5368;10-12 Voedings-, genotmiddelenindustrie;1993;77.1;77.1;1.3;1.3
5369;10-12 Voedings-, genotmiddelenindustrie;1994 januari;74.9;77.1;6.6;6.0
5370;10-12 Voedings-, genotmiddelenindustrie;1994 februari;72.6;73.4;5.3;5.2
5371;10-12 Voedings-, genotmiddelenindustrie;1994 maart;84.6;82.2;8.1;7.4
5372;10-12 Voedings-, genotmiddelenindustrie;1994 april;76.4;76.2;4.4;5.4
5373;10-12 Voedings-, genotmiddelenindustrie;1994 mei;79.0;80.8;8.2;6.0
5374;10-12 Voedings-, genotmiddelenindustrie;1994 juni;85.3;83.2;7.5;7.2
5375;10-12 Voedings-, genotmiddelenindustrie;1994 juli;76.4;78.9;4.0;7.7
5376;10-12 Voedings-, genotmiddelenindustrie;1994 augustus;82.0;80.3;14.0;9.5
5377;10-12 Voedings-, genotmiddelenindustrie;1994 september;85.7;84.4;4.5;4.8
5378;10-12 Voedings-, genotmiddelenindustrie;1994 oktober;91.2;94.7;8.4;9.0
5379;10-12 Voedings-, genotmiddelenindustrie;1994 november;94.6;92.9;9.6;8.4
5380;10-12 Voedings-, genotmiddelenindustrie;1994 december;91.8;90.6;8.2;11.9
5381;10-12 Voedings-, genotmiddelenindustrie;1994;82.9;82.9;7.4;7.4
5382;10-12 Voedings-, genotmiddelenindustrie;1995 januari;79.3;79.9;5.8;3.6
5383;10-12 Voedings-, genotmiddelenindustrie;1995 februari;77.1;77.7;6.1;5.8
5384;10-12 Voedings-, genotmiddelenindustrie;1995 maart;87.3;84.5;3.2;2.8
5385;10-12 Voedings-, genotmiddelenindustrie;1995 april;78.7;81.2;3.0;6.5
5386;10-12 Voedings-, genotmiddelenindustrie;1995 mei;87.0;84.4;10.1;4.5
5387;10-12 Voedings-, genotmiddelenindustrie;1995 juni;87.1;86.0;2.1;3.4
5388;10-12 Voedings-, genotmiddelenindustrie;1995 juli;78.4;81.2;2.6;3.0
5389;10-12 Voedings-, genotmiddelenindustrie;1995 augustus;85.4;82.9;4.1;3.2
5390;10-12 Voedings-, genotmiddelenindustrie;1995 september;86.2;86.4;0.6;2.5
5391;10-12 Voedings-, genotmiddelenindustrie;1995 oktober;95.9;97.5;5.2;3.0
5392;10-12 Voedings-, genotmiddelenindustrie;1995 november;96.0;93.9;1.5;1.1
5393;10-12 Voedings-, genotmiddelenindustrie;1995 december;87.6;90.3;-4.6;-0.4
5394;10-12 Voedings-, genotmiddelenindustrie;1995;85.5;85.5;3.1;3.1
5395;10-12 Voedings-, genotmiddelenindustrie;1996 januari;83.6;82.0;5.5;2.6
5396;10-12 Voedings-, genotmiddelenindustrie;1996 februari;81.9;79.1;6.3;1.9
5397;10-12 Voedings-, genotmiddelenindustrie;1996 maart;84.3;86.9;-3.4;2.8
5398;10-12 Voedings-, genotmiddelenindustrie;1996 april;83.2;83.6;5.8;3.0
5399;10-12 Voedings-, genotmiddelenindustrie;1996 mei;86.6;84.5;-0.5;0.0
5400;10-12 Voedings-, genotmiddelenindustrie;1996 juni;85.4;88.4;-2.0;2.8
5401;10-12 Voedings-, genotmiddelenindustrie;1996 juli;83.2;81.4;6.1;0.3
5402;10-12 Voedings-, genotmiddelenindustrie;1996 augustus;83.9;83.6;-1.7;0.8
5403;10-12 Voedings-, genotmiddelenindustrie;1996 september;85.5;87.7;-0.8;1.5
5404;10-12 Voedings-, genotmiddelenindustrie;1996 oktober;99.0;96.4;3.2;-1.2
5405;10-12 Voedings-, genotmiddelenindustrie;1996 november;92.8;93.2;-3.3;-0.7
5406;10-12 Voedings-, genotmiddelenindustrie;1996 december;86.0;88.6;-1.8;-1.9
5407;10-12 Voedings-, genotmiddelenindustrie;1996;86.3;86.3;0.9;0.9
5408;10-12 Voedings-, genotmiddelenindustrie;1997 januari;85.7;83.3;2.4;1.6
5409;10-12 Voedings-, genotmiddelenindustrie;1997 februari;77.9;78.6;-4.9;-0.6
5410;10-12 Voedings-, genotmiddelenindustrie;1997 maart;82.2;86.0;-2.5;-1.0
5411;10-12 Voedings-, genotmiddelenindustrie;1997 april;85.5;83.3;2.8;-0.4
5412;10-12 Voedings-, genotmiddelenindustrie;1997 mei;84.3;84.2;-2.6;-0.3
5413;10-12 Voedings-, genotmiddelenindustrie;1997 juni;83.4;85.1;-2.3;-3.8
5414;10-12 Voedings-, genotmiddelenindustrie;1997 juli;83.1;80.8;-0.1;-0.8
5415;10-12 Voedings-, genotmiddelenindustrie;1997 augustus;78.0;80.5;-7.1;-3.8
5416;10-12 Voedings-, genotmiddelenindustrie;1997 september;84.7;83.9;-1.0;-4.4
5417;10-12 Voedings-, genotmiddelenindustrie;1997 oktober;97.9;95.1;-1.2;-1.4
5418;10-12 Voedings-, genotmiddelenindustrie;1997 november;91.6;95.3;-1.3;2.2
5419;10-12 Voedings-, genotmiddelenindustrie;1997 december;89.5;87.7;4.1;-1.0
5420;10-12 Voedings-, genotmiddelenindustrie;1997;85.3;85.3;-1.1;-1.1
5421;10-12 Voedings-, genotmiddelenindustrie;1998 januari;82.4;82.9;-3.8;-0.5
5422;10-12 Voedings-, genotmiddelenindustrie;1998 februari;76.1;76.8;-2.3;-2.4
5423;10-12 Voedings-, genotmiddelenindustrie;1998 maart;83.8;85.0;1.9;-1.1
5424;10-12 Voedings-, genotmiddelenindustrie;1998 april;84.6;83.0;-1.1;-0.3
5425;10-12 Voedings-, genotmiddelenindustrie;1998 mei;83.1;85.9;-1.5;2.0
5426;10-12 Voedings-, genotmiddelenindustrie;1998 juni;83.9;83.5;0.6;-1.9
5427;10-12 Voedings-, genotmiddelenindustrie;1998 juli;85.6;83.1;3.1;2.8
5428;10-12 Voedings-, genotmiddelenindustrie;1998 augustus;77.2;80.1;-1.0;-0.5
5429;10-12 Voedings-, genotmiddelenindustrie;1998 september;85.3;83.6;0.8;-0.3
5430;10-12 Voedings-, genotmiddelenindustrie;1998 oktober;97.4;96.9;-0.4;1.9
5431;10-12 Voedings-, genotmiddelenindustrie;1998 november;92.8;95.0;1.3;-0.3
5432;10-12 Voedings-, genotmiddelenindustrie;1998 december;91.5;88.1;2.2;0.5
5433;10-12 Voedings-, genotmiddelenindustrie;1998;85.3;85.3;0.0;0.0
5434;10-12 Voedings-, genotmiddelenindustrie;1999 januari;77.9;80.6;-5.5;-2.8
5435;10-12 Voedings-, genotmiddelenindustrie;1999 februari;76.0;76.9;-0.2;0.1
5436;10-12 Voedings-, genotmiddelenindustrie;1999 maart;89.7;87.8;7.0;3.2
5437;10-12 Voedings-, genotmiddelenindustrie;1999 april;84.0;83.0;-0.7;0.0
5438;10-12 Voedings-, genotmiddelenindustrie;1999 mei;81.7;85.3;-1.6;-0.8
5439;10-12 Voedings-, genotmiddelenindustrie;1999 juni;88.4;86.5;5.4;3.5
5440;10-12 Voedings-, genotmiddelenindustrie;1999 juli;84.1;83.9;-1.8;0.9
5441;10-12 Voedings-, genotmiddelenindustrie;1999 augustus;83.4;85.0;8.0;6.2
5442;10-12 Voedings-, genotmiddelenindustrie;1999 september;90.4;88.8;6.0;6.1
5443;10-12 Voedings-, genotmiddelenindustrie;1999 oktober;95.9;99.1;-1.6;2.3
5444;10-12 Voedings-, genotmiddelenindustrie;1999 november;99.1;98.4;6.8;3.5
5445;10-12 Voedings-, genotmiddelenindustrie;1999 december;96.4;92.0;5.4;4.5
5446;10-12 Voedings-, genotmiddelenindustrie;1999;87.3;87.3;2.3;2.3
5447;10-12 Voedings-, genotmiddelenindustrie;2000 januari;80.6;82.0;3.4;1.7
5448;10-12 Voedings-, genotmiddelenindustrie;2000 februari;83.2;81.4;9.5;5.9
5449;10-12 Voedings-, genotmiddelenindustrie;2000 maart;91.1;89.1;1.5;1.5
5450;10-12 Voedings-, genotmiddelenindustrie;2000 april;84.0;86.4;0.0;4.0
5451;10-12 Voedings-, genotmiddelenindustrie;2000 mei;95.3;90.6;16.7;6.3
5452;10-12 Voedings-, genotmiddelenindustrie;2000 juni;85.7;87.3;-3.1;1.0
5453;10-12 Voedings-, genotmiddelenindustrie;2000 juli;83.5;86.1;-0.7;2.7
5454;10-12 Voedings-, genotmiddelenindustrie;2000 augustus;89.7;87.7;7.6;3.1
5455;10-12 Voedings-, genotmiddelenindustrie;2000 september;89.7;90.8;-0.8;2.3
5456;10-12 Voedings-, genotmiddelenindustrie;2000 oktober;102.4;102.7;6.8;3.6
5457;10-12 Voedings-, genotmiddelenindustrie;2000 november;100.7;99.3;1.6;0.9
5458;10-12 Voedings-, genotmiddelenindustrie;2000 december;87.8;90.4;-8.9;-1.7
5459;10-12 Voedings-, genotmiddelenindustrie;2000;89.5;89.5;2.6;2.6
5460;10-12 Voedings-, genotmiddelenindustrie;2001 januari;87.3;85.3;8.3;4.1
5461;10-12 Voedings-, genotmiddelenindustrie;2001 februari;80.8;80.9;-2.9;-0.6
5462;10-12 Voedings-, genotmiddelenindustrie;2001 maart;88.7;88.8;-2.6;-0.4
5463;10-12 Voedings-, genotmiddelenindustrie;2001 april;80.8;81.8;-3.8;-5.2
