ID;Voertuigsoort;BedrijfstakkenBranchesSBI2008;KenmerkenVrachtautoSEnTrekkers;Perioden;VoertuigenInGebruik_1
1185;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 40 000 kg of meer;2021;449
1186;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 40 000 kg of meer;2022;569
1187;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 40 000 kg of meer;2023;581
1188;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: onbekend;2018;3
1189;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: onbekend;2019;5
1190;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: onbekend;2020;6
1191;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: onbekend;2021;5
1192;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: onbekend;2022;4
1193;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: onbekend;2023;4
1194;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: tot 10000 kg;2018;757
1195;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: tot 10000 kg;2019;708
1196;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: tot 10000 kg;2020;708
1197;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: tot 10000 kg;2021;660
1198;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: tot 10000 kg;2022;677
1199;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: tot 10000 kg;2023;685
1200;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 10000 tot 20000 kg;2018;1433
1201;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 10000 tot 20000 kg;2019;1420
1202;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 10000 tot 20000 kg;2020;1428
1203;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 10000 tot 20000 kg;2021;1314
1204;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 10000 tot 20000 kg;2022;1359
1205;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 10000 tot 20000 kg;2023;1354
1206;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 20000 kg of meer;2018;1019
1207;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 20000 kg of meer;2019;1053
1208;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 20000 kg of meer;2020;1145
1209;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 20000 kg of meer;2021;943
1210;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 20000 kg of meer;2022;1152
1211;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 20000 kg of meer;2023;1239
1212;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: onbekend;2018;1
1213;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: onbekend;2019;1
1214;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: onbekend;2020;2
1215;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: onbekend;2021;1
1216;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: onbekend;2022;2
1217;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: onbekend;2023;2
1218;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 0 tot 210 cm;2018;126
1219;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 0 tot 210 cm;2019;135
1220;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 0 tot 210 cm;2020;152
1221;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 0 tot 210 cm;2021;150
1222;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 0 tot 210 cm;2022;161
1223;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 0 tot 210 cm;2023;175
1224;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 210 tot 240 cm;2018;479
1225;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 210 tot 240 cm;2019;444
1226;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 210 tot 240 cm;2020;439
1227;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 210 tot 240 cm;2021;400
1228;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 210 tot 240 cm;2022;407
1229;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 210 tot 240 cm;2023;399
1230;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 240 tot 250 cm;2018;232
1231;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 240 tot 250 cm;2019;221
1232;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 240 tot 250 cm;2020;202
1233;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 240 tot 250 cm;2021;168
1234;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 240 tot 250 cm;2022;173
1235;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 240 tot 250 cm;2023;178
1236;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 250 tot 255 cm;2018;1036
1237;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 250 tot 255 cm;2019;1008
1238;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 250 tot 255 cm;2020;1011
1239;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 250 tot 255 cm;2021;883
1240;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 250 tot 255 cm;2022;939
1241;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 250 tot 255 cm;2023;922
1242;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 255 tot 260 cm;2018;1280
1243;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 255 tot 260 cm;2019;1313
1244;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 255 tot 260 cm;2020;1413
1245;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 255 tot 260 cm;2021;1252
1246;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 255 tot 260 cm;2022;1438
1247;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 255 tot 260 cm;2023;1537
1248;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 260 cm of meer;2018;57
1249;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 260 cm of meer;2019;61
1250;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 260 cm of meer;2020;66
1251;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 260 cm of meer;2021;65
1252;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 260 cm of meer;2022;72
1253;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 260 cm of meer;2023;69
1254;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: onbekend;2018;0
1255;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: onbekend;2019;0
1256;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: onbekend;2020;0
1257;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: onbekend;2021;0
1258;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: onbekend;2022;0
1259;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: onbekend;2023;0
1260;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Totaal;2018;6329
1261;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Totaal;2019;6543
1262;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Totaal;2020;6527
1263;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Totaal;2021;6715
1264;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Totaal;2022;6900
1265;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Totaal;2023;6975
1266;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;leeftijd: jonger dan 1 jaar;2018;274
1267;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;leeftijd: jonger dan 1 jaar;2019;287
1268;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;leeftijd: jonger dan 1 jaar;2020;236
1269;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;leeftijd: jonger dan 1 jaar;2021;205
1270;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;leeftijd: jonger dan 1 jaar;2022;230
1271;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;leeftijd: jonger dan 1 jaar;2023;251
1272;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 1 of 2 jaar;2018;547
1273;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 1 of 2 jaar;2019;592
1274;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 1 of 2 jaar;2020;621
1275;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 1 of 2 jaar;2021;573
1276;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 1 of 2 jaar;2022;475
1277;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 1 of 2 jaar;2023;428
1278;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 3 of 4 jaar;2018;446
1279;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 3 of 4 jaar;2019;570
1280;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 3 of 4 jaar;2020;615
1281;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 3 of 4 jaar;2021;680
1282;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 3 of 4 jaar;2022;739
1283;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 3 of 4 jaar;2023;646
1284;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 5 of 6 jaar;2018;507
1285;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 5 of 6 jaar;2019;466
1286;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 5 of 6 jaar;2020;540
1287;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 5 of 6 jaar;2021;671
1288;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 5 of 6 jaar;2022;716
1289;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 5 of 6 jaar;2023;805
1290;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 7 of 8 jaar;2018;519
1291;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 7 of 8 jaar;2019;597
1292;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 7 of 8 jaar;2020;536
1293;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 7 of 8 jaar;2021;533
1294;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 7 of 8 jaar;2022;638
1295;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 7 of 8 jaar;2023;737
1296;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 9 tot 12 jaar;2018;1108
1297;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 9 tot 12 jaar;2019;1026
1298;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 9 tot 12 jaar;2020;901
1299;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 9 tot 12 jaar;2021;869
1300;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 9 tot 12 jaar;2022;886
1301;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 9 tot 12 jaar;2023;871
1302;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 12 tot 15 jaar;2018;884
1303;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 12 tot 15 jaar;2019;992
1304;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 12 tot 15 jaar;2020;1093
1305;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 12 tot 15 jaar;2021;1038
1306;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 12 tot 15 jaar;2022;941
1307;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 12 tot 15 jaar;2023;821
1308;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 15 tot 20 jaar;2018;1056
1309;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 15 tot 20 jaar;2019;992
1310;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 15 tot 20 jaar;2020;929
1311;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 15 tot 20 jaar;2021;1040
1312;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 15 tot 20 jaar;2022;1112
1313;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 15 tot 20 jaar;2023;1223
1314;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 20 jaar of ouder;2018;988
1315;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 20 jaar of ouder;2019;1021
1316;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 20 jaar of ouder;2020;1056
1317;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 20 jaar of ouder;2021;1106
1318;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 20 jaar of ouder;2022;1163
1319;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Leeftijd: 20 jaar of ouder;2023;1193
1320;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 0;2018;455
1321;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 0;2019;405
1322;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 0;2020;365
1323;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 0;2021;331
1324;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 0;2022;302
1325;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 0;2023;283
1326;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 1;2018;210
1327;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 1;2019;187
1328;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 1;2020;164
1329;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 1;2021;144
1330;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 1;2022;121
1331;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 1;2023;106
1332;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 2;2018;724
1333;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 2;2019;651
1334;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 2;2020;549
1335;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 2;2021;490
1336;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 2;2022;442
1337;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 2;2023;396
1338;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 3;2018;1340
1339;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 3;2019;1214
1340;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 3;2020;1087
1341;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 3;2021;1004
1342;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 3;2022;943
1343;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 3;2023;851
1344;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 4;2018;585
1345;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 4;2019;610
1346;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 4;2020;595
1347;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 4;2021;573
1348;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 4;2022;557
1349;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 4;2023;546
1350;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 5 en EEV;2018;1712
1351;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 5 en EEV;2019;1771
1352;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 5 en EEV;2020;1735
1353;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 5 en EEV;2021;1761
1354;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 5 en EEV;2022;1734
1355;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 5 en EEV;2023;1639
1356;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 6;2018;1303
1357;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 6;2019;1705
1358;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 6;2020;2032
1359;Vrachtauto's en trekkers voor oplegger;A Landbouw, bosbouw en visserij;Milieuklasse: euro 6;2021;2412
