ID;TypeOfNonFinancialAsset;Sector;Year;OpeningBalanceSheet_1;Revaluation_2;CapitalFormation_3;OtherChangesInVolume_4;StatisticalDiscrepancy_5;ClosingBalanceSheet_6;VolumeIndices2015100_7
3279;AN115 Cultivated assets;Households;1998;2358.0;-116.0;147.0;-196.0;0.0;2193;109.4
3280;AN115 Cultivated assets;Households;1999;2193.0;-121.0;220.0;-231.0;0.0;2061;108.8
3281;AN115 Cultivated assets;Households;2000;2061.0;175.0;126.0;-193.0;0.0;2169;105.5
3282;AN115 Cultivated assets;Households;2001;2169.0;-50.0;162.0;-218.0;0.0;2064;102.8
3283;AN115 Cultivated assets;Households;2002;2064.0;46.0;132.0;-121.0;0.0;2122;103.4
3284;AN115 Cultivated assets;Households;2003;2122.0;43.0;81.0;-125.0;0.0;2122;101.3
3285;AN115 Cultivated assets;Households;2004;2122.0;-58.0;144.0;-157.0;0.0;2052;100.7
3286;AN115 Cultivated assets;Households;2005;2052.0;85.0;109.0;-161.0;0.0;2088;98.4
3287;AN115 Cultivated assets;Households;2006;2088.0;-187.0;87.0;-144.0;0.0;1845;95.5
3288;AN115 Cultivated assets;Households;2007;1845.0;56.0;182.0;-169.0;0.0;1914;96.2
3289;AN115 Cultivated assets;Households;2008;1914.0;7.0;133.0;-139.0;0.0;1916;95.9
3290;AN115 Cultivated assets;Households;2009;1916.0;-24.0;147.0;-194.0;0.0;1845;93.6
3291;AN115 Cultivated assets;Households;2010;1845.0;-31.0;138.0;-180.0;0.0;1774;91.5
3292;AN115 Cultivated assets;Households;2011;1774.0;396.0;89.0;-145.0;0.0;2114;89.1
3293;AN115 Cultivated assets;Households;2012;2114.0;-19.0;150.0;-147.0;0.0;2098;89.3
3294;AN115 Cultivated assets;Households;2013;2098.0;-236.0;219.0;-180.0;74.0;1975;94.7
3295;AN115 Cultivated assets;Households;2014;1975.0;113.0;229.0;-178.0;0.0;2138;96.9
3296;AN115 Cultivated assets;Households;2015;2138.0;-46.0;251.0;-186.0;0.0;2158;100.0
3297;AN115 Cultivated assets;Households;2016;3807.0;-26.0;437.0;-346.0;-53.0;3819;101.0
3298;AN115 Cultivated assets;Households;2017;3819.0;593.0;-11.0;-237.0;0.0;4164;95.3
3299;AN115 Cultivated assets;Households;2018;4171.0;-401.0;-70.0;-165.0;6.0;3541;89.5
3300;AN115 Cultivated assets;Households;2019;2047.0;515.0;40.0;-87.0;0.0;2515;87.9
3301;AN115 Cultivated assets;Households;2020;2515.0;-205.0;150.0;-174.0;0.0;2286;87.0
3302;AN115 Cultivated assets;Households;2021;2286.0;309.0;114.0;-130.0;-1.0;2578;86.4
3303;AN115 Cultivated assets;Households;2022;2578.0;804.0;144.0;-137.0;-1.0;3388;86.6
3304;AN115 Cultivated assets;Non-profit institutions serv. households;1995;0.0;0.0;0.0;0.0;0.0;0;0.0
3305;AN115 Cultivated assets;Non-profit institutions serv. households;1996;0.0;0.0;0.0;0.0;0.0;0;0.0
3306;AN115 Cultivated assets;Non-profit institutions serv. households;1997;0.0;0.0;0.0;0.0;0.0;0;0.0
3307;AN115 Cultivated assets;Non-profit institutions serv. households;1998;0.0;0.0;0.0;0.0;0.0;0;0.0
3308;AN115 Cultivated assets;Non-profit institutions serv. households;1999;0.0;0.0;0.0;0.0;0.0;0;0.0
3309;AN115 Cultivated assets;Non-profit institutions serv. households;2000;0.0;0.0;0.0;0.0;0.0;0;0.0
3310;AN115 Cultivated assets;Non-profit institutions serv. households;2001;0.0;0.0;0.0;0.0;0.0;0;0.0
3311;AN115 Cultivated assets;Non-profit institutions serv. households;2002;0.0;0.0;0.0;0.0;0.0;0;0.0
3312;AN115 Cultivated assets;Non-profit institutions serv. households;2003;0.0;0.0;0.0;0.0;0.0;0;0.0
3313;AN115 Cultivated assets;Non-profit institutions serv. households;2004;0.0;0.0;0.0;0.0;0.0;0;0.0
3314;AN115 Cultivated assets;Non-profit institutions serv. households;2005;0.0;0.0;0.0;0.0;0.0;0;0.0
3315;AN115 Cultivated assets;Non-profit institutions serv. households;2006;0.0;0.0;0.0;0.0;0.0;0;0.0
3316;AN115 Cultivated assets;Non-profit institutions serv. households;2007;0.0;0.0;0.0;0.0;0.0;0;0.0
3317;AN115 Cultivated assets;Non-profit institutions serv. households;2008;0.0;0.0;0.0;0.0;0.0;0;0.0
3318;AN115 Cultivated assets;Non-profit institutions serv. households;2009;0.0;0.0;0.0;0.0;0.0;0;0.0
3319;AN115 Cultivated assets;Non-profit institutions serv. households;2010;0.0;0.0;0.0;0.0;0.0;0;0.0
3320;AN115 Cultivated assets;Non-profit institutions serv. households;2011;0.0;0.0;0.0;0.0;0.0;0;0.0
3321;AN115 Cultivated assets;Non-profit institutions serv. households;2012;0.0;0.0;0.0;0.0;0.0;0;0.0
3322;AN115 Cultivated assets;Non-profit institutions serv. households;2013;0.0;0.0;0.0;0.0;0.0;0;0.0
3323;AN115 Cultivated assets;Non-profit institutions serv. households;2014;0.0;0.0;0.0;0.0;0.0;0;0.0
3324;AN115 Cultivated assets;Non-profit institutions serv. households;2015;0.0;0.0;0.0;0.0;0.0;0;0.0
3325;AN115 Cultivated assets;Non-profit institutions serv. households;2016;0.0;0.0;0.0;0.0;0.0;0;0.0
3326;AN115 Cultivated assets;Non-profit institutions serv. households;2017;0.0;0.0;0.0;0.0;0.0;0;0.0
3327;AN115 Cultivated assets;Non-profit institutions serv. households;2018;0.0;0.0;0.0;0.0;0.0;0;0.0
3328;AN115 Cultivated assets;Non-profit institutions serv. households;2019;0.0;0.0;0.0;0.0;0.0;0;0.0
3329;AN115 Cultivated assets;Non-profit institutions serv. households;2020;0.0;0.0;0.0;0.0;0.0;0;0.0
3330;AN115 Cultivated assets;Non-profit institutions serv. households;2021;0.0;0.0;0.0;0.0;0.0;0;0.0
3331;AN115 Cultivated assets;Non-profit institutions serv. households;2022;0.0;0.0;0.0;0.0;0.0;0;0.0
3332;AN1171 Research and development;Total all sectors;1995;31732.0;635.0;491.0;0.0;0.0;32859;60.6
3333;AN1171 Research and development;Total all sectors;1996;32859.0;878.0;64.0;0.0;0.0;33800;60.7
3334;AN1171 Research and development;Total all sectors;1997;33800.0;518.0;407.0;0.0;0.0;34726;61.5
3335;AN1171 Research and development;Total all sectors;1998;34726.0;1007.0;236.0;0.0;0.0;35969;61.9
3336;AN1171 Research and development;Total all sectors;1999;35969.0;983.0;698.0;0.0;0.0;37650;63.0
3337;AN1171 Research and development;Total all sectors;2000;37650.0;1719.0;618.0;0.0;0.0;39987;64.0
3338;AN1171 Research and development;Total all sectors;2001;39987.0;1837.0;755.0;0.0;0.0;42579;65.2
3339;AN1171 Research and development;Total all sectors;2002;42579.0;1754.0;345.0;0.0;0.0;44678;65.7
3340;AN1171 Research and development;Total all sectors;2003;44678.0;1221.0;249.0;0.0;0.0;46148;66.0
3341;AN1171 Research and development;Total all sectors;2004;46148.0;727.0;524.0;0.0;0.0;47398;66.8
3342;AN1171 Research and development;Total all sectors;2005;47398.0;995.0;429.0;0.0;0.0;48822;67.4
3343;AN1171 Research and development;Total all sectors;2006;48822.0;1411.0;414.0;0.0;0.0;50647;67.9
3344;AN1171 Research and development;Total all sectors;2007;50647.0;1019.0;8152.0;0.0;0.0;59819;78.6
3345;AN1171 Research and development;Total all sectors;2008;59819.0;2015.0;-446.0;0.0;0.0;61387;78.1
3346;AN1171 Research and development;Total all sectors;2009;61387.0;850.0;397.0;0.0;0.0;62634;78.6
3347;AN1171 Research and development;Total all sectors;2010;62634.0;833.0;-345.0;0.0;0.0;63122;78.2
3348;AN1171 Research and development;Total all sectors;2011;63122.0;810.0;112.0;0.0;0.0;64043;78.3
3349;AN1171 Research and development;Total all sectors;2012;64043.0;686.0;-61.0;0.0;0.0;64669;78.2
3350;AN1171 Research and development;Total all sectors;2013;64669.0;779.0;1569.0;0.0;0.0;67016;80.1
3351;AN1171 Research and development;Total all sectors;2014;67016.0;528.0;-1409.0;0.0;0.0;66135;78.4
3352;AN1171 Research and development;Total all sectors;2015;66135.0;952.0;19665.0;-1200.0;0.0;85552;100.0
3353;AN1171 Research and development;Total all sectors;2016;85552.0;1226.0;-653.0;0.0;0.0;86125;99.2
3354;AN1171 Research and development;Total all sectors;2017;86125.0;1295.0;-413.0;0.0;0.0;87007;98.8
3355;AN1171 Research and development;Total all sectors;2018;87007.0;1982.0;170.0;0.0;-1.0;89158;99.0
3356;AN1171 Research and development;Total all sectors;2019;89158.0;2324.0;262.0;0.0;0.0;91744;99.2
3357;AN1171 Research and development;Total all sectors;2020;91744.0;2628.0;211.0;0.0;0.0;94583;99.5
3358;AN1171 Research and development;Total all sectors;2021;94583.0;4654.0;187.0;0.0;0.0;99424;99.7
3359;AN1171 Research and development;Total all sectors;2022;99424.0;2520.0;213.0;0.0;0.0;102157;99.9
3360;AN1171 Research and development;The non-financial corporations sector;1995;19265.0;443.0;449.0;28.0;0.0;20185;52.2
3361;AN1171 Research and development;The non-financial corporations sector;1996;20185.0;518.0;17.0;1.0;0.0;20721;52.2
3362;AN1171 Research and development;The non-financial corporations sector;1997;20721.0;317.0;269.0;0.0;0.0;21307;52.9
3363;AN1171 Research and development;The non-financial corporations sector;1998;21307.0;621.0;111.0;0.0;0.0;22038;53.2
3364;AN1171 Research and development;The non-financial corporations sector;1999;22038.0;616.0;446.0;-1.0;0.0;23100;54.2
3365;AN1171 Research and development;The non-financial corporations sector;2000;23100.0;1057.0;421.0;0.0;0.0;24578;55.2
3366;AN1171 Research and development;The non-financial corporations sector;2001;24578.0;1131.0;485.0;2.0;0.0;26196;56.2
3367;AN1171 Research and development;The non-financial corporations sector;2002;26196.0;1122.0;24.0;2.0;0.0;27343;56.3
3368;AN1171 Research and development;The non-financial corporations sector;2003;27343.0;754.0;-57.0;11.0;0.0;28051;56.2
3369;AN1171 Research and development;The non-financial corporations sector;2004;28051.0;447.0;225.0;2.0;0.0;28723;56.6
3370;AN1171 Research and development;The non-financial corporations sector;2005;28723.0;611.0;56.0;13.0;0.0;29404;56.8
3371;AN1171 Research and development;The non-financial corporations sector;2006;29404.0;869.0;348.0;13.0;0.0;30634;57.4
3372;AN1171 Research and development;The non-financial corporations sector;2007;30634.0;615.0;8108.0;8.0;0.0;39364;72.3
3373;AN1171 Research and development;The non-financial corporations sector;2008;39364.0;1331.0;-398.0;5.0;0.0;40301;71.6
3374;AN1171 Research and development;The non-financial corporations sector;2009;40301.0;298.0;496.0;7.0;0.0;41104;72.5
3375;AN1171 Research and development;The non-financial corporations sector;2010;41104.0;386.0;-396.0;12.0;0.0;41105;71.9
3376;AN1171 Research and development;The non-financial corporations sector;2011;41105.0;535.0;-340.0;6.0;0.0;41305;71.3
3377;AN1171 Research and development;The non-financial corporations sector;2012;41305.0;443.0;-247.0;12.0;0.0;41513;70.9
3378;AN1171 Research and development;The non-financial corporations sector;2013;41513.0;584.0;1302.0;9.0;0.0;43408;73.1
3379;AN1171 Research and development;The non-financial corporations sector;2014;43408.0;338.0;-1731.0;24.0;0.0;42039;70.2
3380;AN1171 Research and development;The non-financial corporations sector;2015;42039.0;597.0;19260.0;-1194.0;0.0;60701;100.0
3381;AN1171 Research and development;The non-financial corporations sector;2016;60701.0;868.0;-1081.0;39.0;0.0;60527;98.3
3382;AN1171 Research and development;The non-financial corporations sector;2017;60527.0;893.0;-828.0;0.0;1.0;60593;97.0
3383;AN1171 Research and development;The non-financial corporations sector;2018;60593.0;1384.0;-618.0;0.0;-1.0;61358;96.0
3384;AN1171 Research and development;The non-financial corporations sector;2019;61358.0;1639.0;-497.0;0.0;0.0;62500;95.3
3385;AN1171 Research and development;The non-financial corporations sector;2020;62500.0;1807.0;-645.0;0.0;0.0;63662;94.3
3386;AN1171 Research and development;The non-financial corporations sector;2021;63662.0;3051.0;-476.0;0.0;0.0;66237;93.6
3387;AN1171 Research and development;The non-financial corporations sector;2022;66237.0;1781.0;-118.0;0.0;0.0;67900;93.5
3388;AN1171 Research and development;Financial corporations;1995;745.0;11.0;-31.0;0.0;0.0;725;40.8
3389;AN1171 Research and development;Financial corporations;1996;725.0;20.0;179.0;0.0;0.0;924;50.6
3390;AN1171 Research and development;Financial corporations;1997;924.0;14.0;183.0;0.0;0.0;1121;60.5
3391;AN1171 Research and development;Financial corporations;1998;1121.0;33.0;146.0;0.0;0.0;1300;68.2
3392;AN1171 Research and development;Financial corporations;1999;1300.0;36.0;162.0;0.0;0.0;1498;76.5
3393;AN1171 Research and development;Financial corporations;2000;1498.0;69.0;127.0;0.0;0.0;1693;82.6
3394;AN1171 Research and development;Financial corporations;2001;1693.0;78.0;115.0;0.0;0.0;1886;88.0
3395;AN1171 Research and development;Financial corporations;2002;1886.0;81.0;101.0;0.0;0.0;2069;92.5
3396;AN1171 Research and development;Financial corporations;2003;2069.0;57.0;53.0;0.0;0.0;2179;94.8
3397;AN1171 Research and development;Financial corporations;2004;2179.0;35.0;63.0;0.0;0.0;2277;97.5
3398;AN1171 Research and development;Financial corporations;2005;2277.0;49.0;18.0;0.0;0.0;2344;98.3
3399;AN1171 Research and development;Financial corporations;2006;2344.0;70.0;43.0;0.0;0.0;2457;100.0
3400;AN1171 Research and development;Financial corporations;2007;2457.0;49.0;33.0;0.0;0.0;2539;101.4
3401;AN1171 Research and development;Financial corporations;2008;2539.0;86.0;11.0;0.0;0.0;2636;101.8
3402;AN1171 Research and development;Financial corporations;2009;2636.0;73.0;-82.0;0.0;0.0;2626;98.7
3403;AN1171 Research and development;Financial corporations;2010;2626.0;25.0;-26.0;0.0;0.0;2625;97.7
3404;AN1171 Research and development;Financial corporations;2011;2625.0;35.0;9.0;0.0;0.0;2669;98.0
3405;AN1171 Research and development;Financial corporations;2012;2669.0;30.0;3.0;0.0;0.0;2702;98.1
3406;AN1171 Research and development;Financial corporations;2013;2702.0;18.0;18.0;-94.0;0.0;2644;95.4
3407;AN1171 Research and development;Financial corporations;2014;2644.0;23.0;58.0;0.0;0.0;2724;97.4
3408;AN1171 Research and development;Financial corporations;2015;2724.0;44.0;73.0;0.0;0.0;2841;100.0
3409;AN1171 Research and development;Financial corporations;2016;2841.0;45.0;49.0;0.0;0.0;2935;101.7
3410;AN1171 Research and development;Financial corporations;2017;2935.0;47.0;22.0;0.0;0.0;3004;102.4
3411;AN1171 Research and development;Financial corporations;2018;3004.0;68.0;100.0;0.0;0.0;3172;105.8
3412;AN1171 Research and development;Financial corporations;2019;3172.0;82.0;104.0;0.0;0.0;3358;109.2
3413;AN1171 Research and development;Financial corporations;2020;3358.0;96.0;145.0;0.0;0.0;3599;113.7
3414;AN1171 Research and development;Financial corporations;2021;3599.0;189.0;43.0;0.0;0.0;3831;115.0
3415;AN1171 Research and development;Financial corporations;2022;3831.0;93.0;68.0;0.0;1.0;3993;117.1
3416;AN1171 Research and development;General government;1995;10019.0;142.0;20.0;0.0;0.0;10181;83.2
3417;AN1171 Research and development;General government;1996;10181.0;292.0;-85.0;0.0;0.0;10388;82.5
3418;AN1171 Research and development;General government;1997;10388.0;160.0;-34.0;0.0;0.0;10514;82.3
3419;AN1171 Research and development;General government;1998;10514.0;302.0;-5.0;0.0;0.0;10812;82.2
3420;AN1171 Research and development;General government;1999;10812.0;282.0;67.0;0.0;0.0;11161;82.7
3421;AN1171 Research and development;General government;2000;11161.0;507.0;48.0;0.0;0.0;11715;83.1
3422;AN1171 Research and development;General government;2001;11715.0;536.0;165.0;0.0;0.0;12417;84.2
3423;AN1171 Research and development;General government;2002;12417.0;465.0;224.0;0.0;0.0;13106;85.6
3424;AN1171 Research and development;General government;2003;13106.0;350.0;308.0;0.0;0.0;13765;87.6
3425;AN1171 Research and development;General government;2004;13765.0;211.0;325.0;0.0;0.0;14301;89.7
3426;AN1171 Research and development;General government;2005;14301.0;291.0;315.0;0.0;0.0;14907;91.6
3427;AN1171 Research and development;General government;2006;14907.0;409.0;105.0;0.0;0.0;15421;92.2
3428;AN1171 Research and development;General government;2007;15421.0;312.0;92.0;0.0;0.0;15825;92.8
3429;AN1171 Research and development;General government;2008;15825.0;527.0;30.0;0.0;0.0;16383;92.9
3430;AN1171 Research and development;General government;2009;16383.0;423.0;76.0;0.0;0.0;16882;93.4
3431;AN1171 Research and development;General government;2010;16882.0;392.0;107.0;0.0;0.0;17381;93.9
3432;AN1171 Research and development;General government;2011;17381.0;214.0;324.0;0.0;0.0;17919;95.7
3433;AN1171 Research and development;General government;2012;17919.0;191.0;74.0;0.0;0.0;18184;96.1
3434;AN1171 Research and development;General government;2013;18184.0;159.0;150.0;94.0;0.0;18587;97.3
3435;AN1171 Research and development;General government;2014;18587.0;148.0;192.0;0.0;0.0;18927;98.3
3436;AN1171 Research and development;General government;2015;18927.0;273.0;327.0;0.0;0.0;19527;100.0
3437;AN1171 Research and development;General government;2016;19527.0;273.0;332.0;0.0;0.0;20132;101.7
3438;AN1171 Research and development;General government;2017;20132.0;314.0;329.0;0.0;0.0;20775;103.3
3439;AN1171 Research and development;General government;2018;20775.0;470.0;570.0;0.0;0.0;21815;106.1
3440;AN1171 Research and development;General government;2019;21815.0;530.0;504.0;0.0;0.0;22849;108.5
3441;AN1171 Research and development;General government;2020;22849.0;639.0;544.0;0.0;0.0;24032;111.0
3442;AN1171 Research and development;General government;2021;24032.0;1240.0;521.0;0.0;1.0;25794;113.3
3443;AN1171 Research and development;General government;2022;25794.0;559.0;152.0;0.0;0.0;26505;113.9
3444;AN1171 Research and development;Households including NPISHs;1995;1704.0;39.0;53.0;-28.0;0.0;1767;113.6
3445;AN1171 Research and development;Households including NPISHs;1996;1767.0;47.0;-47.0;-1.0;0.0;1767;110.6
3446;AN1171 Research and development;Households including NPISHs;1997;1767.0;27.0;-10.0;0.0;0.0;1784;110.0
3447;AN1171 Research and development;Households including NPISHs;1998;1784.0;52.0;-17.0;0.0;0.0;1819;109.0
3448;AN1171 Research and development;Households including NPISHs;1999;1819.0;50.0;23.0;1.0;0.0;1892;110.3
3449;AN1171 Research and development;Households including NPISHs;2000;1892.0;86.0;22.0;0.0;0.0;2000;111.6
3450;AN1171 Research and development;Households including NPISHs;2001;2000.0;92.0;-10.0;-2.0;0.0;2080;110.9
3451;AN1171 Research and development;Households including NPISHs;2002;2080.0;85.0;-3.0;-2.0;0.0;2160;110.7
3452;AN1171 Research and development;Households including NPISHs;2003;2160.0;59.0;-56.0;-11.0;0.0;2153;107.4
3453;AN1171 Research and development;Households including NPISHs;2004;2153.0;34.0;-89.0;-2.0;0.0;2097;102.9
3454;AN1171 Research and development;Households including NPISHs;2005;2097.0;44.0;39.0;-13.0;0.0;2167;104.2
3455;AN1171 Research and development;Households including NPISHs;2006;2167.0;63.0;-82.0;-13.0;0.0;2136;99.8
3456;AN1171 Research and development;Households including NPISHs;2007;2136.0;43.0;-81.0;-8.0;0.0;2091;95.8
3457;AN1171 Research and development;Households including NPISHs;2008;2091.0;70.0;-89.0;-5.0;0.0;2067;91.6
3458;AN1171 Research and development;Households including NPISHs;2009;2067.0;55.0;-93.0;-7.0;0.0;2022;87.3
3459;AN1171 Research and development;Households including NPISHs;2010;2022.0;30.0;-30.0;-12.0;0.0;2010;85.5
3460;AN1171 Research and development;Households including NPISHs;2011;2010.0;26.0;119.0;-6.0;0.0;2150;90.3
3461;AN1171 Research and development;Households including NPISHs;2012;2150.0;23.0;109.0;-12.0;0.0;2270;94.3
3462;AN1171 Research and development;Households including NPISHs;2013;2270.0;17.0;99.0;-9.0;0.0;2378;98.1
3463;AN1171 Research and development;Households including NPISHs;2014;2378.0;20.0;72.0;-24.0;0.0;2446;100.0
3464;AN1171 Research and development;Households including NPISHs;2015;2446.0;38.0;5.0;-6.0;0.0;2483;100.0
3465;AN1171 Research and development;Households including NPISHs;2016;2483.0;39.0;47.0;-39.0;0.0;2530;100.3
3466;AN1171 Research and development;Households including NPISHs;2017;2530.0;41.0;64.0;0.0;0.0;2635;102.8
3467;AN1171 Research and development;Households including NPISHs;2018;2635.0;60.0;118.0;0.0;0.0;2813;107.3
3468;AN1171 Research and development;Households including NPISHs;2019;2813.0;73.0;151.0;0.0;0.0;3037;112.9
3469;AN1171 Research and development;Households including NPISHs;2020;3037.0;87.0;167.0;0.0;-1.0;3290;118.9
3470;AN1171 Research and development;Households including NPISHs;2021;3290.0;173.0;99.0;0.0;-1.0;3561;122.3
3471;AN1171 Research and development;Households including NPISHs;2022;3561.0;86.0;112.0;0.0;0.0;3759;126.1
3472;AN1171 Research and development;Households;1995;1686.0;39.0;52.0;-28.0;0.0;1749;116.7
3473;AN1171 Research and development;Households;1996;1749.0;47.0;-53.0;-1.0;0.0;1741;113.2
