ID;EnergyCommodities;Periods;TotalPrimaryEnergySupplyTPES_1;IndigenousProduction_2;Imports_3;Exports_4;NetImports_5;Bunkers_6;StockChange_7;StatisticalDifferences_8;TotalEnergyConsumption_9;TotalEnergyTransformationInput_10;ElectricityAndCHPTransformationInput_11;OtherTransformationInput_12;TotalEnergyTransformationOutput_13;ElectricityCHPTransformationOutput_14;OtherTransformationOutput_15;TotalNetEnergyTransformation_16;NetElectricityCHPTransformation_17;NetOtherTransformation_18;Total_19;ProductionOfHeatAndPower_20;ExtractionOfCrudePetroleumAndGas_21;CokeOvenPlants_22;BlastFurnaces_23;OilRefineryInstallations_24;OtherInstallations_25;DistributionLosses_26;TotalFinalConsumption_27;Total_28;Total_29;IronAndSteel_30;ChemicalAndPetrochemical_31;NonFerrousMetals_32;NonMetallicMinerals_33;TransportEquipment_34;Machinery_35;MiningAndQuarrying_36;FoodAndTobacco_37;PaperPulpAndPrinting_38;WoodAndWoodProducts_39;Construction_40;TextileAndLeather_41;OtherIndustryAndNonSpecified_42;Total_43;DomesticAviation_44;RoadTransport_45;RailTransport_46;PipelineTransport_47;DomesticNavigation_48;NonSpecified_49;Total_50;ServicesWasteWaterAndRepair_51;Dwellings_52;Agriculture_53;Fishing_54;NonSpecified_55;Total_56;IndustryExcludingTheEnergySector_57;OfWhichChemicalAndPetrochemical_58;Transport_59;OtherSectors_60
4177;"Municipal waste; renewable fraction";2015;41.3;33.7;9.1;1.5;7.6;;;;41.3;41.3;41.3;;;;;41.3;41.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4178;"Municipal waste; renewable fraction";2016;42.3;33.5;10.5;1.7;8.7;;;;42.3;42.3;42.3;;;;;42.3;42.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4179;"Municipal waste; renewable fraction";2017;40.4;32.3;10.1;2.1;8.1;;;;40.4;40.4;40.4;;;;;40.4;40.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4180;"Municipal waste; renewable fraction";2018;38.7;30.8;9.1;1.3;7.8;;;;38.7;38.7;38.7;;;;;38.7;38.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4181;"Municipal waste; renewable fraction";2019;38.5;32.0;8.0;1.5;6.5;;;;38.5;38.5;38.5;;;;;38.5;38.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4182;"Municipal waste; renewable fraction";2020;38.8;34.3;5.6;1.0;4.5;;;;38.8;38.8;38.8;;;;;38.8;38.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4183;"Municipal waste; renewable fraction";2021;40.9;36.1;5.7;0.9;4.7;;;;40.9;40.9;40.9;;;;;40.9;40.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4184;"Municipal waste; renewable fraction";2022;41.1;36.2;5.8;0.9;4.9;;;;41.1;41.1;41.1;;;;;41.1;41.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4185;"Municipal waste; renewable fraction";2023;36.8;32.4;5.3;0.9;4.4;;;;36.8;36.8;36.8;;;;;36.8;36.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4186;"Municipal waste; renewable fraction";2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4187;Solid biomass, excluding charcoal;1946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4188;Solid biomass, excluding charcoal;1947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4189;Solid biomass, excluding charcoal;1948;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4190;Solid biomass, excluding charcoal;1949;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4191;Solid biomass, excluding charcoal;1950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4192;Solid biomass, excluding charcoal;1951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4193;Solid biomass, excluding charcoal;1952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4194;Solid biomass, excluding charcoal;1953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4195;Solid biomass, excluding charcoal;1954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4196;Solid biomass, excluding charcoal;1955;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4197;Solid biomass, excluding charcoal;1956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4198;Solid biomass, excluding charcoal;1957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4199;Solid biomass, excluding charcoal;1958;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4200;Solid biomass, excluding charcoal;1959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4201;Solid biomass, excluding charcoal;1960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4202;Solid biomass, excluding charcoal;1961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4203;Solid biomass, excluding charcoal;1962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4204;Solid biomass, excluding charcoal;1963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4205;Solid biomass, excluding charcoal;1964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4206;Solid biomass, excluding charcoal;1965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4207;Solid biomass, excluding charcoal;1966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4208;Solid biomass, excluding charcoal;1967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4209;Solid biomass, excluding charcoal;1968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4210;Solid biomass, excluding charcoal;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4211;Solid biomass, excluding charcoal;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4212;Solid biomass, excluding charcoal;1971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4213;Solid biomass, excluding charcoal;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4214;Solid biomass, excluding charcoal;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4215;Solid biomass, excluding charcoal;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4216;Solid biomass, excluding charcoal;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4217;Solid biomass, excluding charcoal;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4218;Solid biomass, excluding charcoal;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4219;Solid biomass, excluding charcoal;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4220;Solid biomass, excluding charcoal;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4221;Solid biomass, excluding charcoal;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4222;Solid biomass, excluding charcoal;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4223;Solid biomass, excluding charcoal;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4224;Solid biomass, excluding charcoal;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4225;Solid biomass, excluding charcoal;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4226;Solid biomass, excluding charcoal;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4227;Solid biomass, excluding charcoal;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4228;Solid biomass, excluding charcoal;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4229;Solid biomass, excluding charcoal;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4230;Solid biomass, excluding charcoal;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4231;Solid biomass, excluding charcoal;1990;14.7;14.7;;;;;;;14.7;0.4;0.4;;;;;0.4;0.4;;;;;;;;;;14.3;14.3;1.3;;;;;;;;;;;0.1;;;;;;;;;;13.0;0.3;12.6;0.1;;;;;;;
4232;Solid biomass, excluding charcoal;1991;14.7;14.7;;;;;;;14.7;0.4;0.4;;;;;0.4;0.4;;;;;;;;;;14.2;14.2;1.3;;;;;;;;;;;0.1;;;;;;;;;;12.9;0.3;12.5;0.1;;;;;;;
4233;Solid biomass, excluding charcoal;1992;14.7;14.7;;;;;;;14.7;0.4;0.4;;;;;0.4;0.4;;;;;;;;;;14.3;14.3;1.3;;;;;;;;;;;0.1;;;;;;;;;;13.0;0.3;12.5;0.1;;;;;;;
4234;Solid biomass, excluding charcoal;1993;14.8;14.8;;;;;;;14.8;0.3;0.3;;;;;0.3;0.3;;;;;;;;;;14.5;14.5;1.4;;;;;;;;;;;0.1;;;;;;;;;;13.1;0.3;12.7;0.1;;;;;;;
4235;Solid biomass, excluding charcoal;1994;15.1;15.1;;;;;;;15.1;0.4;0.4;;;;;0.4;0.4;;;;;;;;;;14.7;14.7;1.4;;;;;;;;;;;0.1;;;;;;;;;;13.3;0.3;12.9;0.1;;;;;;;
4236;Solid biomass, excluding charcoal;1995;16.2;16.2;;;;;;;16.2;0.5;0.5;;;;;0.5;0.5;;;;;;;;;;15.7;15.7;2.3;;;;;;;;;;;;;;;;;;;;;13.5;0.3;13.1;0.1;;;;;;;
4237;Solid biomass, excluding charcoal;1996;17.0;17.0;;;;;;;17.0;0.8;0.8;;;;;0.8;0.8;;;;;;;;;;16.2;16.2;2.4;;;;;;;;;;;;;;;;;;;;;13.9;0.3;13.5;0.1;;;;;;;
4238;Solid biomass, excluding charcoal;1997;17.2;17.2;;;;;;;17.2;0.8;0.8;;;;;0.8;0.8;;;;;;;;;;16.5;16.5;2.5;;;;;;;;;;;;;;;;;;;;;14.0;0.3;13.6;0.1;;;;;;;
4239;Solid biomass, excluding charcoal;1998;17.8;19.6;;1.9;-1.9;;;;17.8;1.3;1.3;;;;;1.3;1.3;;;;;;;;;;16.5;16.5;2.4;;;;;;;;;;;;;;;;;;;;;14.1;0.3;13.7;0.1;;;;;;;
4240;Solid biomass, excluding charcoal;1999;18.8;21.4;0.0;2.6;-2.5;;;;18.8;2.3;2.3;;;;;2.3;2.3;;;;;;;;;;16.5;16.5;2.4;;;;;;;;;;;;;;;;;;;;;14.1;0.2;13.7;0.1;;;;;;;
4241;Solid biomass, excluding charcoal;2000;21.5;25.8;0.2;4.4;-4.2;;;;21.5;5.1;4.6;0.4;;;;5.1;4.6;0.4;;;;;;;;;16.5;16.5;2.4;;;;;;;;;;;;;;;;;;;;;14.1;0.2;13.8;0.1;;;;;;;
4242;Solid biomass, excluding charcoal;2001;25.2;30.9;1.3;7.0;-5.7;;;;25.2;8.9;8.5;0.4;;;;8.9;8.5;0.4;;;;;;;;;16.3;16.3;2.3;;;;;;;;;;;;;;;;;;;;;14.0;0.2;13.7;0.1;;;;;;;
4243;Solid biomass, excluding charcoal;2002;28.6;35.7;4.1;11.2;-7.1;;;0.0;28.6;12.2;11.7;0.5;;;;12.2;11.7;0.5;;;;;;;;;16.4;16.4;2.5;;;;;;;;;;;;;;;;;;;;;13.9;0.2;13.6;0.1;;;;;;;
4244;Solid biomass, excluding charcoal;2003;27.1;35.5;2.8;11.2;-8.4;;;;27.1;10.1;9.7;0.5;;;;10.1;9.7;0.5;;;;;;;;;16.9;16.9;2.7;;;;;;;;;;;;;;;;;;;;;14.2;0.2;13.9;0.1;;;;;;;
4245;Solid biomass, excluding charcoal;2004;31.7;38.1;7.5;13.9;-6.4;;;;31.7;13.8;13.2;0.6;;;;13.8;13.2;0.6;;;;;;;;;17.8;17.8;3.0;;;;;;;;;;;;;;;;;;;;;14.9;0.2;14.6;0.1;;;;;;;
4246;Solid biomass, excluding charcoal;2005;39.3;38.4;12.6;11.7;0.9;;;;39.3;20.5;19.4;1.0;;;;20.5;19.4;1.0;;;;;;;;;18.8;18.8;3.0;;;;;;;;;;;;;;;;;;;;;15.8;0.3;15.4;0.1;;;;;;;
4247;Solid biomass, excluding charcoal;2006;38.0;40.2;9.4;11.5;-2.2;;;;38.0;18.5;16.9;1.6;;;;18.5;16.9;1.6;;;;;;;;;19.5;19.5;2.9;;;;;;;;;;;;;;;;;;;;;16.7;0.1;16.1;0.5;;;;;;;
4248;Solid biomass, excluding charcoal;2007;38.6;39.5;11.4;12.2;-0.8;;;0.0;38.6;19.1;17.8;1.2;;;;19.1;17.8;1.2;;;;;;;;;19.6;19.6;2.9;;;;;;;;;;;;;;;;;;;;;16.7;0.1;16.1;0.5;;;;;;;
4249;Solid biomass, excluding charcoal;2008;46.7;44.1;13.7;11.1;2.6;;;;46.7;26.8;25.3;1.5;;;;26.8;25.3;1.5;;;;;;;;;19.9;19.9;2.7;;;;;;;;;;;;;;;;;;;;;17.2;0.1;16.3;0.8;;;;;;;
4250;Solid biomass, excluding charcoal;2009;56.2;46.3;20.1;10.2;9.9;;;;56.2;35.9;34.7;1.3;;;;35.9;34.7;1.3;;;;;;;;;20.3;20.3;2.9;;;;;;;;;;;;;;;;;;;;;17.4;0.0;16.5;0.9;;;;;;;
4251;Solid biomass, excluding charcoal;2010;61.8;49.5;23.2;10.9;12.3;;;;61.8;41.4;40.1;1.2;;;;41.4;40.1;1.2;;;;;;;;;20.4;20.4;2.3;;;;;;;;;;;;;;;;;;;;;18.1;0.3;16.8;1.0;;;;;;;
4252;Solid biomass, excluding charcoal;2011;59.4;46.0;22.2;8.8;13.4;;;;59.4;38.3;37.2;1.1;;;;38.3;37.2;1.1;;;;;;;;;21.1;21.1;2.4;;;;;;;;;;;0.1;;;;;;;;;;18.6;0.5;17.1;1.0;;;;;;;
4253;Solid biomass, excluding charcoal;2012;59.9;50.0;18.9;9.1;9.9;;;;59.9;39.1;38.1;1.0;;;;39.1;38.1;1.0;;;;;;;;;20.8;20.8;2.4;;;;;;;;;;;0.1;;;;;;;;;;18.4;0.7;16.7;1.1;;;;;;;
4254;Solid biomass, excluding charcoal;2013;50.6;48.3;13.0;10.7;2.3;;;0.0;50.6;29.3;28.2;1.1;;;;29.3;28.2;1.1;;;;;;;;;21.3;21.3;2.4;;;;;;;;;;;0.1;;;;;;;;;;18.9;0.9;16.7;1.2;;;;;;;
4255;Solid biomass, excluding charcoal;2014;46.6;52.5;5.8;11.7;-6.0;;;;46.6;23.9;22.3;1.6;;;;23.9;22.3;1.6;;;;;;;;;22.6;22.6;2.7;;;;;;;;;;;0.1;;;;;;;;;;19.9;0.9;16.6;2.4;;;;;;;
4256;Solid biomass, excluding charcoal;2015;46.6;55.0;5.8;14.2;-8.4;;;;46.6;22.2;21.3;0.9;;;;22.2;21.3;0.9;;;;;;;;;24.4;24.4;4.4;;;;;;;;;;;0.1;;;;;;;;;;20.0;1.0;16.5;2.5;;;;;;;
4257;Solid biomass, excluding charcoal;2016;48.2;56.8;4.8;13.5;-8.6;;;;48.2;23.5;22.2;1.3;;;;23.5;22.2;1.3;;;;;;;;;24.7;24.7;4.4;;;;;;;;;;;0.1;;;;;;;;;;20.3;1.2;16.3;2.8;;;;;;;
4258;Solid biomass, excluding charcoal;2017;50.0;60.3;4.2;14.5;-10.3;;;;50.0;25.0;23.8;1.2;;;;25.0;23.8;1.2;;;;;;;;;25.0;25.0;4.0;;;;;;;;;;;0.2;;;;;;;;;;21.0;1.3;16.2;3.5;;;;;;;
4259;Solid biomass, excluding charcoal;2018;50.3;58.9;6.1;14.7;-8.6;;;;50.3;25.7;24.2;1.5;;;;25.7;24.2;1.5;;;;;;;;;24.6;24.6;3.0;;;;;;;;;;;0.1;;;;;;;;;;21.6;1.0;16.2;4.4;;;;;;;
4260;Solid biomass, excluding charcoal;2019;65.0;62.6;16.3;13.9;2.4;;;;65.0;40.5;37.7;2.8;;;;40.5;37.7;2.8;;;;;;;;;24.6;24.6;2.4;;;;;;;;;;;0.2;;;;;;;;;;22.2;1.1;16.0;5.1;;;;;;;
4261;Solid biomass, excluding charcoal;2020;94.5;68.5;42.2;16.2;26.0;;;;94.5;69.3;64.7;4.6;;;;69.3;64.7;4.6;;;;;;;;;25.2;25.2;2.2;;;;;;;;;;;0.2;;;;;;;;;;23.0;1.3;15.9;5.9;;;;;;;
4262;Solid biomass, excluding charcoal;2021;115.6;72.4;59.4;16.2;43.2;;;;115.6;89.6;83.6;6.0;;;;89.6;83.6;6.0;;;;;;;;;26.0;26.0;2.3;;;;;;;;;;;0.2;;;;;;;;;;23.7;1.3;15.9;6.5;;;;;;;
4263;Solid biomass, excluding charcoal;2022;103.8;69.0;48.8;14.1;34.8;;;;103.8;78.5;73.0;5.5;;;;78.5;73.0;5.5;;;;;;;;;25.3;25.3;2.6;;;;;;;;;;;0.2;;;;;;;;;;22.7;0.8;15.9;5.9;;;;;;;
4264;Solid biomass, excluding charcoal;2023;84.1;65.1;33.2;14.3;19.0;;;;84.1;59.6;55.5;4.1;;;;59.6;55.5;4.1;;;;;;;;;24.5;24.5;2.5;;;;;;;;;;;0.4;;;;;;;;;;22.0;3.1;15.9;2.9;;;;;;;
4265;Solid biomass, excluding charcoal;2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4266;Charcoal;1946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4267;Charcoal;1947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4268;Charcoal;1948;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4269;Charcoal;1949;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4270;Charcoal;1950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4271;Charcoal;1951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4272;Charcoal;1952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4273;Charcoal;1953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4274;Charcoal;1954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4275;Charcoal;1955;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4276;Charcoal;1956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4277;Charcoal;1957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4278;Charcoal;1958;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4279;Charcoal;1959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4280;Charcoal;1960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4281;Charcoal;1961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4282;Charcoal;1962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4283;Charcoal;1963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4284;Charcoal;1964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4285;Charcoal;1965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4286;Charcoal;1966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4287;Charcoal;1967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4288;Charcoal;1968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4289;Charcoal;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4290;Charcoal;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4291;Charcoal;1971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4292;Charcoal;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4293;Charcoal;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4294;Charcoal;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4295;Charcoal;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4296;Charcoal;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4297;Charcoal;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4298;Charcoal;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4299;Charcoal;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4300;Charcoal;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4301;Charcoal;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4302;Charcoal;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4303;Charcoal;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4304;Charcoal;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4305;Charcoal;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4306;Charcoal;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4307;Charcoal;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4308;Charcoal;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4309;Charcoal;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4310;Charcoal;1990;0.3;0.1;0.8;0.6;0.1;;;;0.3;;;;;;;;;;;;;;;;;;0.3;0.3;;;;;;;;;;;;;;;;;;;;;;0.3;;0.3;;;;;;;;
4311;Charcoal;1991;0.3;0.1;0.8;0.7;0.1;;;;0.3;;;;;;;;;;;;;;;;;;0.3;0.3;;;;;;;;;;;;;;;;;;;;;;0.3;;0.3;;;;;;;;
4312;Charcoal;1992;0.3;0.1;0.7;0.6;0.1;;;;0.3;;;;;;;;;;;;;;;;;;0.3;0.3;;;;;;;;;;;;;;;;;;;;;;0.3;;0.3;;;;;;;;
4313;Charcoal;1993;0.3;0.1;0.7;0.6;0.1;;;;0.3;;;;;;;;;;;;;;;;;;0.3;0.3;;;;;;;;;;;;;;;;;;;;;;0.3;;0.3;;;;;;;;
4314;Charcoal;1994;0.3;0.1;0.7;0.6;0.1;;;;0.3;;;;;;;;;;;;;;;;;;0.3;0.3;;;;;;;;;;;;;;;;;;;;;;0.3;;0.3;;;;;;;;
4315;Charcoal;1995;0.3;0.1;0.7;0.6;0.1;;;;0.3;;;;;;;;;;;;;;;;;;0.3;0.3;;;;;;;;;;;;;;;;;;;;;;0.3;;0.3;;;;;;;;
4316;Charcoal;1996;0.3;0.1;0.8;0.7;0.1;;;;0.3;;;;;;;;;;;;;;;;;;0.3;0.3;;;;;;;;;;;;;;;;;;;;;;0.3;;0.3;;;;;;;;
