ID;SIC2008PrivateFirmsGovernment;Periods;VacanciesSeasonallyAdjusted_1
2187;R Culture, sports and recreation;2011 4th quarter;2.0
2188;R Culture, sports and recreation;2012 1st quarter;1.9
2189;R Culture, sports and recreation;2012 2nd quarter;1.6
2190;R Culture, sports and recreation;2012 3rd quarter;1.9
2191;R Culture, sports and recreation;2012 4th quarter;1.4
2192;R Culture, sports and recreation;2013 1st quarter;1.1
2193;R Culture, sports and recreation;2013 2nd quarter;0.9
2194;R Culture, sports and recreation;2013 3rd quarter;1.8
2195;R Culture, sports and recreation;2013 4th quarter;1.3
2196;R Culture, sports and recreation;2014 1st quarter;1.4
2197;R Culture, sports and recreation;2014 2nd quarter;1.4
2198;R Culture, sports and recreation;2014 3rd quarter;1.5
2199;R Culture, sports and recreation;2014 4th quarter;1.9
2200;R Culture, sports and recreation;2015 1st quarter;1.7
2201;R Culture, sports and recreation;2015 2nd quarter;1.9
2202;R Culture, sports and recreation;2015 3rd quarter;1.9
2203;R Culture, sports and recreation;2015 4th quarter;1.9
2204;R Culture, sports and recreation;2016 1st quarter;1.8
2205;R Culture, sports and recreation;2016 2nd quarter;1.9
2206;R Culture, sports and recreation;2016 3rd quarter;2.0
2207;R Culture, sports and recreation;2016 4th quarter;2.3
2208;R Culture, sports and recreation;2017 1st quarter;2.7
2209;R Culture, sports and recreation;2017 2nd quarter;2.8
2210;R Culture, sports and recreation;2017 3rd quarter;2.7
2211;R Culture, sports and recreation;2017 4th quarter;2.8
2212;R Culture, sports and recreation;2018 1st quarter;2.6
2213;R Culture, sports and recreation;2018 2nd quarter;3.3
2214;R Culture, sports and recreation;2018 3rd quarter;3.6
2215;R Culture, sports and recreation;2018 4th quarter;3.2
2216;R Culture, sports and recreation;2019 1st quarter;4.2
2217;R Culture, sports and recreation;2019 2nd quarter;3.9
2218;R Culture, sports and recreation;2019 3rd quarter;4.4
2219;R Culture, sports and recreation;2019 4th quarter;4.3
2220;R Culture, sports and recreation;2020 1st quarter;3.0
2221;R Culture, sports and recreation;2020 2nd quarter;2.2
2222;R Culture, sports and recreation;2020 3rd quarter;2.5
2223;R Culture, sports and recreation;2020 4th quarter;1.8
2224;R Culture, sports and recreation;2021 1st quarter;3.0
2225;R Culture, sports and recreation;2021 2nd quarter;4.9
2226;R Culture, sports and recreation;2021 3rd quarter;5.5
2227;R Culture, sports and recreation;2021 4th quarter;5.1
2228;R Culture, sports and recreation;2022 1st quarter;6.2
2229;R Culture, sports and recreation;2022 2nd quarter;6.2
2230;R Culture, sports and recreation;2022 3rd quarter;6.3
2231;R Culture, sports and recreation;2022 4th quarter;6.7
2232;R Culture, sports and recreation;2023 1st quarter;6.6
2233;R Culture, sports and recreation;2023 2nd quarter;6.3
2234;R Culture, sports and recreation;2023 3rd quarter;5.9
2235;R Culture, sports and recreation;2023 4th quarter;5.7
2236;R Culture, sports and recreation;2024 1st quarter;5.5
2237;R Culture, sports and recreation;2024 2nd quarter;5.8
2238;R Culture, sports and recreation;2024 3rd quarter;5.8
2239;R Culture, sports and recreation;2024 4th quarter;6.4
2240;S Other service activities;1997 1st quarter;1.1
2241;S Other service activities;1997 2nd quarter;1.6
2242;S Other service activities;1997 3rd quarter;2.4
2243;S Other service activities;1997 4th quarter;2.6
2244;S Other service activities;1998 1st quarter;2.6
2245;S Other service activities;1998 2nd quarter;4.0
2246;S Other service activities;1998 3rd quarter;3.1
2247;S Other service activities;1998 4th quarter;3.4
2248;S Other service activities;1999 1st quarter;3.6
2249;S Other service activities;1999 2nd quarter;3.7
2250;S Other service activities;1999 3rd quarter;3.9
2251;S Other service activities;1999 4th quarter;4.0
2252;S Other service activities;2000 1st quarter;4.2
2253;S Other service activities;2000 2nd quarter;4.0
2254;S Other service activities;2000 3rd quarter;4.1
2255;S Other service activities;2000 4th quarter;4.4
2256;S Other service activities;2001 1st quarter;4.3
2257;S Other service activities;2001 2nd quarter;4.7
2258;S Other service activities;2001 3rd quarter;4.5
2259;S Other service activities;2001 4th quarter;4.0
2260;S Other service activities;2002 1st quarter;4.3
2261;S Other service activities;2002 2nd quarter;3.2
2262;S Other service activities;2002 3rd quarter;3.3
2263;S Other service activities;2002 4th quarter;3.2
2264;S Other service activities;2003 1st quarter;3.0
2265;S Other service activities;2003 2nd quarter;2.8
2266;S Other service activities;2003 3rd quarter;2.9
2267;S Other service activities;2003 4th quarter;3.0
2268;S Other service activities;2004 1st quarter;3.2
2269;S Other service activities;2004 2nd quarter;3.5
2270;S Other service activities;2004 3rd quarter;3.5
2271;S Other service activities;2004 4th quarter;2.7
2272;S Other service activities;2005 1st quarter;3.8
2273;S Other service activities;2005 2nd quarter;2.6
2274;S Other service activities;2005 3rd quarter;3.6
2275;S Other service activities;2005 4th quarter;3.3
2276;S Other service activities;2006 1st quarter;3.8
2277;S Other service activities;2006 2nd quarter;4.2
2278;S Other service activities;2006 3rd quarter;4.7
2279;S Other service activities;2006 4th quarter;5.0
2280;S Other service activities;2007 1st quarter;4.5
2281;S Other service activities;2007 2nd quarter;4.7
2282;S Other service activities;2007 3rd quarter;4.8
2283;S Other service activities;2007 4th quarter;4.5
2284;S Other service activities;2008 1st quarter;5.1
2285;S Other service activities;2008 2nd quarter;5.4
2286;S Other service activities;2008 3rd quarter;5.0
2287;S Other service activities;2008 4th quarter;4.6
2288;S Other service activities;2009 1st quarter;3.7
2289;S Other service activities;2009 2nd quarter;2.9
2290;S Other service activities;2009 3rd quarter;3.2
2291;S Other service activities;2009 4th quarter;2.9
2292;S Other service activities;2010 1st quarter;3.0
2293;S Other service activities;2010 2nd quarter;2.9
2294;S Other service activities;2010 3rd quarter;2.8
2295;S Other service activities;2010 4th quarter;2.6
2296;S Other service activities;2011 1st quarter;3.0
2297;S Other service activities;2011 2nd quarter;3.3
2298;S Other service activities;2011 3rd quarter;3.3
2299;S Other service activities;2011 4th quarter;3.1
2300;S Other service activities;2012 1st quarter;2.9
2301;S Other service activities;2012 2nd quarter;2.6
2302;S Other service activities;2012 3rd quarter;2.5
2303;S Other service activities;2012 4th quarter;2.4
2304;S Other service activities;2013 1st quarter;2.1
2305;S Other service activities;2013 2nd quarter;1.9
2306;S Other service activities;2013 3rd quarter;1.9
2307;S Other service activities;2013 4th quarter;2.2
2308;S Other service activities;2014 1st quarter;2.0
2309;S Other service activities;2014 2nd quarter;2.3
2310;S Other service activities;2014 3rd quarter;2.6
2311;S Other service activities;2014 4th quarter;2.7
2312;S Other service activities;2015 1st quarter;2.3
2313;S Other service activities;2015 2nd quarter;1.8
2314;S Other service activities;2015 3rd quarter;2.2
2315;S Other service activities;2015 4th quarter;2.6
2316;S Other service activities;2016 1st quarter;2.7
2317;S Other service activities;2016 2nd quarter;2.7
2318;S Other service activities;2016 3rd quarter;2.8
2319;S Other service activities;2016 4th quarter;3.1
2320;S Other service activities;2017 1st quarter;3.0
2321;S Other service activities;2017 2nd quarter;3.4
2322;S Other service activities;2017 3rd quarter;4.1
2323;S Other service activities;2017 4th quarter;3.9
2324;S Other service activities;2018 1st quarter;4.0
2325;S Other service activities;2018 2nd quarter;4.1
2326;S Other service activities;2018 3rd quarter;4.0
2327;S Other service activities;2018 4th quarter;4.2
2328;S Other service activities;2019 1st quarter;4.3
2329;S Other service activities;2019 2nd quarter;3.8
2330;S Other service activities;2019 3rd quarter;4.2
2331;S Other service activities;2019 4th quarter;4.2
2332;S Other service activities;2020 1st quarter;2.8
2333;S Other service activities;2020 2nd quarter;2.5
2334;S Other service activities;2020 3rd quarter;2.9
2335;S Other service activities;2020 4th quarter;3.0
2336;S Other service activities;2021 1st quarter;3.8
2337;S Other service activities;2021 2nd quarter;5.0
2338;S Other service activities;2021 3rd quarter;5.5
2339;S Other service activities;2021 4th quarter;5.4
2340;S Other service activities;2022 1st quarter;6.4
2341;S Other service activities;2022 2nd quarter;7.1
2342;S Other service activities;2022 3rd quarter;6.2
2343;S Other service activities;2022 4th quarter;6.5
2344;S Other service activities;2023 1st quarter;7.4
2345;S Other service activities;2023 2nd quarter;6.8
2346;S Other service activities;2023 3rd quarter;7.0
2347;S Other service activities;2023 4th quarter;7.1
2348;S Other service activities;2024 1st quarter;6.8
2349;S Other service activities;2024 2nd quarter;6.7
2350;S Other service activities;2024 3rd quarter;6.3
2351;S Other service activities;2024 4th quarter;7.1
2352;Private companies;1997 1st quarter;73.8
2353;Private companies;1997 2nd quarter;74.9
2354;Private companies;1997 3rd quarter;96.5
2355;Private companies;1997 4th quarter;113.0
2356;Private companies;1998 1st quarter;115.6
2357;Private companies;1998 2nd quarter;123.6
2358;Private companies;1998 3rd quarter;131.6
2359;Private companies;1998 4th quarter;131.6
2360;Private companies;1999 1st quarter;138.3
2361;Private companies;1999 2nd quarter;164.9
2362;Private companies;1999 3rd quarter;170.6
2363;Private companies;1999 4th quarter;175.0
2364;Private companies;2000 1st quarter;193.7
2365;Private companies;2000 2nd quarter;186.0
2366;Private companies;2000 3rd quarter;182.7
2367;Private companies;2000 4th quarter;196.5
2368;Private companies;2001 1st quarter;193.7
2369;Private companies;2001 2nd quarter;186.5
2370;Private companies;2001 3rd quarter;169.3
2371;Private companies;2001 4th quarter;156.1
2372;Private companies;2002 1st quarter;155.9
2373;Private companies;2002 2nd quarter;130.8
2374;Private companies;2002 3rd quarter;115.8
2375;Private companies;2002 4th quarter;116.3
2376;Private companies;2003 1st quarter;106.5
2377;Private companies;2003 2nd quarter;99.2
2378;Private companies;2003 3rd quarter;83.9
2379;Private companies;2003 4th quarter;94.0
2380;Private companies;2004 1st quarter;105.8
2381;Private companies;2004 2nd quarter;109.5
2382;Private companies;2004 3rd quarter;110.9
2383;Private companies;2004 4th quarter;118.3
2384;Private companies;2005 1st quarter;139.4
2385;Private companies;2005 2nd quarter;128.2
2386;Private companies;2005 3rd quarter;151.3
2387;Private companies;2005 4th quarter;152.7
2388;Private companies;2006 1st quarter;175.5
2389;Private companies;2006 2nd quarter;198.0
2390;Private companies;2006 3rd quarter;216.3
2391;Private companies;2006 4th quarter;215.6
2392;Private companies;2007 1st quarter;220.8
2393;Private companies;2007 2nd quarter;223.0
2394;Private companies;2007 3rd quarter;229.5
2395;Private companies;2007 4th quarter;233.4
2396;Private companies;2008 1st quarter;230.6
2397;Private companies;2008 2nd quarter;226.2
2398;Private companies;2008 3rd quarter;220.1
2399;Private companies;2008 4th quarter;173.2
2400;Private companies;2009 1st quarter;132.2
2401;Private companies;2009 2nd quarter;105.9
2402;Private companies;2009 3rd quarter;111.8
2403;Private companies;2009 4th quarter;109.1
2404;Private companies;2010 1st quarter;105.1
2405;Private companies;2010 2nd quarter;108.3
2406;Private companies;2010 3rd quarter;116.2
2407;Private companies;2010 4th quarter;119.8
2408;Private companies;2011 1st quarter;127.1
2409;Private companies;2011 2nd quarter;126.9
2410;Private companies;2011 3rd quarter;126.6
2411;Private companies;2011 4th quarter;115.5
2412;Private companies;2012 1st quarter;110.1
2413;Private companies;2012 2nd quarter;102.2
2414;Private companies;2012 3rd quarter;99.6
2415;Private companies;2012 4th quarter;94.7
2416;Private companies;2013 1st quarter;89.0
2417;Private companies;2013 2nd quarter;83.6
2418;Private companies;2013 3rd quarter;87.0
2419;Private companies;2013 4th quarter;88.4
2420;Private companies;2014 1st quarter;95.6
2421;Private companies;2014 2nd quarter;98.8
2422;Private companies;2014 3rd quarter;104.3
2423;Private companies;2014 4th quarter;109.8
2424;Private companies;2015 1st quarter;115.2
2425;Private companies;2015 2nd quarter;119.9
2426;Private companies;2015 3rd quarter;122.3
2427;Private companies;2015 4th quarter;131.4
2428;Private companies;2016 1st quarter;137.1
2429;Private companies;2016 2nd quarter;141.7
2430;Private companies;2016 3rd quarter;148.6
2431;Private companies;2016 4th quarter;156.4
2432;Private companies;2017 1st quarter;170.2
2433;Private companies;2017 2nd quarter;187.9
2434;Private companies;2017 3rd quarter;196.0
2435;Private companies;2017 4th quarter;208.8
2436;Private companies;2018 1st quarter;218.4
2437;Private companies;2018 2nd quarter;231.9
2438;Private companies;2018 3rd quarter;241.6
2439;Private companies;2018 4th quarter;243.8
2440;Private companies;2019 1st quarter;259.9
2441;Private companies;2019 2nd quarter;260.3
2442;Private companies;2019 3rd quarter;262.1
2443;Private companies;2019 4th quarter;261.8
2444;Private companies;2020 1st quarter;194.6
2445;Private companies;2020 2nd quarter;177.6
2446;Private companies;2020 3rd quarter;195.2
2447;Private companies;2020 4th quarter;196.2
2448;Private companies;2021 1st quarter;225.3
2449;Private companies;2021 2nd quarter;298.3
2450;Private companies;2021 3rd quarter;341.9
2451;Private companies;2021 4th quarter;362.9
2452;Private companies;2022 1st quarter;420.4
2453;Private companies;2022 2nd quarter;428.7
2454;Private companies;2022 3rd quarter;408.7
2455;Private companies;2022 4th quarter;398.7
2456;Private companies;2023 1st quarter;393.1
2457;Private companies;2023 2nd quarter;382.5
2458;Private companies;2023 3rd quarter;374.4
2459;Private companies;2023 4th quarter;368.7
2460;Private companies;2024 1st quarter;366.0
2461;Private companies;2024 2nd quarter;357.6
2462;Private companies;2024 3rd quarter;355.1
2463;Private companies;2024 4th quarter;363.8
2464;Government;1997 1st quarter;10.0
2465;Government;1997 2nd quarter;11.2
2466;Government;1997 3rd quarter;11.1
2467;Government;1997 4th quarter;9.9
2468;Government;1998 1st quarter;12.4
2469;Government;1998 2nd quarter;13.3
2470;Government;1998 3rd quarter;13.7
2471;Government;1998 4th quarter;13.1
2472;Government;1999 1st quarter;13.8
2473;Government;1999 2nd quarter;14.5
2474;Government;1999 3rd quarter;17.1
2475;Government;1999 4th quarter;17.1
2476;Government;2000 1st quarter;15.7
2477;Government;2000 2nd quarter;14.9
2478;Government;2000 3rd quarter;18.6
2479;Government;2000 4th quarter;17.4
2480;Government;2001 1st quarter;15.9
2481;Government;2001 2nd quarter;15.9
2482;Government;2001 3rd quarter;18.5
2483;Government;2001 4th quarter;17.7
2484;Government;2002 1st quarter;16.4
2485;Government;2002 2nd quarter;17.2
2486;Government;2002 3rd quarter;14.0
2487;Government;2002 4th quarter;13.5
2488;Government;2003 1st quarter;11.5
2489;Government;2003 2nd quarter;12.9
2490;Government;2003 3rd quarter;10.1
2491;Government;2003 4th quarter;8.4
2492;Government;2004 1st quarter;10.0
2493;Government;2004 2nd quarter;13.4
2494;Government;2004 3rd quarter;10.0
2495;Government;2004 4th quarter;10.1
2496;Government;2005 1st quarter;9.5
2497;Government;2005 2nd quarter;13.1
2498;Government;2005 3rd quarter;12.4
2499;Government;2005 4th quarter;12.5
2500;Government;2006 1st quarter;11.8
2501;Government;2006 2nd quarter;11.8
2502;Government;2006 3rd quarter;13.8
2503;Government;2006 4th quarter;14.7
2504;Government;2007 1st quarter;14.1
2505;Government;2007 2nd quarter;15.3
2506;Government;2007 3rd quarter;17.3
2507;Government;2007 4th quarter;15.9
2508;Government;2008 1st quarter;16.5
2509;Government;2008 2nd quarter;18.7
2510;Government;2008 3rd quarter;26.6
2511;Government;2008 4th quarter;24.2
2512;Government;2009 1st quarter;21.7
2513;Government;2009 2nd quarter;22.5
2514;Government;2009 3rd quarter;19.0
2515;Government;2009 4th quarter;16.3
2516;Government;2010 1st quarter;10.6
2517;Government;2010 2nd quarter;9.2
2518;Government;2010 3rd quarter;9.1
2519;Government;2010 4th quarter;8.5
2520;Government;2011 1st quarter;8.0
2521;Government;2011 2nd quarter;7.8
2522;Government;2011 3rd quarter;7.5
2523;Government;2011 4th quarter;7.2
2524;Government;2012 1st quarter;7.3
2525;Government;2012 2nd quarter;7.1
2526;Government;2012 3rd quarter;7.0
2527;Government;2012 4th quarter;7.0
2528;Government;2013 1st quarter;7.3
2529;Government;2013 2nd quarter;7.7
2530;Government;2013 3rd quarter;8.1
2531;Government;2013 4th quarter;8.1
2532;Government;2014 1st quarter;8.5
2533;Government;2014 2nd quarter;8.7
2534;Government;2014 3rd quarter;9.1
2535;Government;2014 4th quarter;9.0
2536;Government;2015 1st quarter;9.7
2537;Government;2015 2nd quarter;10.4
2538;Government;2015 3rd quarter;10.6
2539;Government;2015 4th quarter;11.3
2540;Government;2016 1st quarter;12.4
2541;Government;2016 2nd quarter;13.1
2542;Government;2016 3rd quarter;13.4
2543;Government;2016 4th quarter;14.8
2544;Government;2017 1st quarter;15.5
2545;Government;2017 2nd quarter;16.8
2546;Government;2017 3rd quarter;17.7
2547;Government;2017 4th quarter;17.7
2548;Government;2018 1st quarter;17.9
2549;Government;2018 2nd quarter;18.8
2550;Government;2018 3rd quarter;19.1
2551;Government;2018 4th quarter;20.1
2552;Government;2019 1st quarter;21.0
2553;Government;2019 2nd quarter;22.0
2554;Government;2019 3rd quarter;22.3
2555;Government;2019 4th quarter;23.9
2556;Government;2020 1st quarter;23.0
2557;Government;2020 2nd quarter;20.7
2558;Government;2020 3rd quarter;21.6
2559;Government;2020 4th quarter;22.5
2560;Government;2021 1st quarter;23.4
2561;Government;2021 2nd quarter;26.0
2562;Government;2021 3rd quarter;28.0
2563;Government;2021 4th quarter;28.9
2564;Government;2022 1st quarter;32.4
2565;Government;2022 2nd quarter;35.0
2566;Government;2022 3rd quarter;36.6
2567;Government;2022 4th quarter;38.4
2568;Government;2023 1st quarter;39.1
2569;Government;2023 2nd quarter;39.6
2570;Government;2023 3rd quarter;40.9
2571;Government;2023 4th quarter;41.7
2572;Government;2024 1st quarter;44.8
2573;Government;2024 2nd quarter;43.5
2574;Government;2024 3rd quarter;41.5
2575;Government;2024 4th quarter;40.0
