ID;SectorBranchesSIC2008;Periods;CompensationOfEmployees_1;CompensationSeasonalAdjusted_2;WagesAndSalaries_3;WagesSeasonalAdjusted_4;EmployersSocialContributions_5;SocialContributionsSeasonalAdjusted_6;WageCosts_7;CompensationOfEmployees_8;WagesAndSalaries_9;WageCosts_10;CompensationPerFte_11;WagesPerFte_12;WageCostsPerFte_13;CompensationPerHourWorked_14;WagesPerHourWorked_15;WageCostsPerHourWorked_16;CompensationPerFte_17;WagesPerFte_18;WageCostsPerFte_19;CompensationPerHourWorked_20;WagesPerHourWorked_21;WageCostsPerHourWorked_22;FullTimeEquivalentFte_23;HoursWorked_24;FullTimeEquivalentFte_25;HoursWorked_26;Total_27;Male_28;Female_29;Total_30;Male_31;Female_32
1266;L Renting, buying, selling real estate;2008 2nd quarter;1053;924.0;836;713.0;217;;1052;5.8;5.3;5.7;16.7;13.3;16.7;42.5;33.7;42.5;2.6;2.1;2.5;2.6;2.0;2.5;63;25;3.1;3.2;77;41;36;3.3;1.7;5.1
1267;L Renting, buying, selling real estate;2008 3rd quarter;832;925.0;625;713.0;207;;832;7.3;6.8;7.5;13.8;10.3;13.8;33.9;25.5;33.9;4.4;3.8;4.5;2.9;2.4;3.1;60;25;2.9;4.3;75;40;35;3.1;1.9;4.5
1268;L Renting, buying, selling real estate;2008 4th quarter;953;943.0;735;726.0;218;;953;5.4;4.5;5.6;15.1;11.7;15.1;34.0;26.2;34.0;1.9;1.1;2.2;2.5;1.6;2.7;63;28;3.4;2.8;78;41;37;4.2;0.9;8.0
1269;L Renting, buying, selling real estate;2008;3715;;2864;;851;;3713;6.6;5.9;6.7;60.1;46.3;60.0;35.7;27.5;35.7;3.5;2.8;3.6;3.8;3.0;3.8;62;104;3.0;2.7;76;41;36;3.3;1.6;5.4
1270;L Renting, buying, selling real estate;2009 1st quarter;902;947.0;691;735.0;211;;900;2.9;3.6;2.8;14.3;11.0;14.3;33.0;25.3;33.0;-0.1;0.6;-0.2;0.8;1.5;0.7;63;27;3.0;2.1;77;40;37;3.1;-0.3;7.0
1271;L Renting, buying, selling real estate;2009 2nd quarter;1062;936.0;850;729.0;212;;1060;0.9;1.7;0.8;16.8;13.4;16.8;43.5;34.8;43.4;0.5;1.3;0.4;2.3;3.1;2.2;63;24;0.4;-1.4;78;41;37;0.7;-1.7;3.6
1272;L Renting, buying, selling real estate;2009 3rd quarter;823;910.0;621;703.0;202;;821;-1.2;-0.8;-1.4;13.6;10.3;13.6;33.2;25.0;33.1;-1.0;-0.7;-1.3;-2.0;-1.6;-2.2;60;25;-0.2;0.8;75;39;36;0.4;-1.7;2.7
1273;L Renting, buying, selling real estate;2009 4th quarter;957;947.0;740;730.0;217;;950;0.4;0.7;-0.3;15.4;11.9;15.3;34.5;26.7;34.3;1.8;2.1;1.1;1.6;1.9;0.9;62;28;-1.3;-1.2;77;41;37;-1.3;-1.1;-1.6
1274;L Renting, buying, selling real estate;2009;3744;;2902;;842;;3731;0.7;1.3;0.4;60.2;46.7;60.0;35.9;27.8;35.8;0.3;0.9;0.0;0.7;1.2;0.4;62;104;0.4;0.1;77;40;37;0.7;-1.2;2.8
1275;L Renting, buying, selling real estate;2010 1st quarter;856;901.0;644;687.0;212;;847;-5.0;-6.8;-5.8;14.6;11.0;14.4;34.0;25.5;33.6;1.6;-0.4;0.7;2.8;0.8;1.9;59;25;-6.5;-7.6;72;39;33;-7.2;-4.1;-10.6
1276;L Renting, buying, selling real estate;2010 2nd quarter;1027;908.0;805;693.0;222;;1018;-3.5;-5.4;-4.1;17.3;13.6;17.1;45.5;35.7;45.1;2.9;0.9;2.2;4.6;2.5;3.8;59;23;-6.2;-7.7;73;39;34;-6.2;-3.3;-9.3
1277;L Renting, buying, selling real estate;2010 3rd quarter;838;919.0;633;709.0;205;;835;1.9;2.0;1.8;14.1;10.7;14.1;35.5;26.8;35.4;3.8;3.9;3.7;7.0;7.1;6.8;59;24;-1.9;-4.7;72;39;33;-3.3;-0.3;-6.6
1278;L Renting, buying, selling real estate;2010 4th quarter;920;913.0;704;697.0;216;;914;-3.8;-4.8;-3.8;15.5;11.8;15.4;34.3;26.2;34.0;0.5;-0.5;0.6;-0.8;-1.8;-0.7;60;27;-4.3;-3.1;73;39;34;-5.6;-2.9;-8.5
1279;L Renting, buying, selling real estate;2010;3641;;2786;;855;;3614;-2.7;-4.0;-3.1;61.5;47.1;61.0;37.1;28.4;36.8;2.1;0.8;1.7;3.2;1.9;2.8;59;98;-4.7;-5.7;73;39;33;-5.6;-2.7;-8.8
1280;L Renting, buying, selling real estate;2011 1st quarter;864;911.0;651;696.0;213;;860;0.9;1.1;1.5;14.8;11.1;14.7;33.9;25.5;33.7;1.4;1.7;2.0;-0.2;0.0;0.4;58;25;-0.5;1.1;72;39;33;0.1;0.8;-0.7
1281;L Renting, buying, selling real estate;2011 2nd quarter;1038;918.0;814;702.0;224;;1035;1.0;1.0;1.6;17.6;13.8;17.6;45.5;35.7;45.3;1.9;1.9;2.5;0.0;0.0;0.6;59;23;-0.9;1.0;73;39;33;-0.3;0.2;-0.9
1282;L Renting, buying, selling real estate;2011 3rd quarter;845;922.0;637;708.0;208;;844;1.0;0.8;1.2;14.5;10.9;14.5;36.1;27.2;36.1;2.5;2.3;2.7;1.7;1.6;2.0;58;23;-1.5;-0.7;72;39;33;-0.9;-0.2;-1.8
1283;L Renting, buying, selling real estate;2011 4th quarter;926;923.0;710;706.0;216;;927;0.6;0.7;1.4;15.8;12.1;15.8;36.0;27.6;36.0;2.0;2.1;2.8;5.0;5.2;5.8;59;26;-1.3;-4.2;72;39;33;-0.8;-0.1;-1.7
1284;L Renting, buying, selling real estate;2011;3673;;2812;;861;;3666;0.9;0.9;1.4;62.7;48.0;62.6;37.7;28.9;37.6;1.9;2.0;2.5;1.7;1.8;2.3;59;97;-1.1;-0.8;72;39;33;-0.5;0.2;-1.3
1285;L Renting, buying, selling real estate;2012 1st quarter;870;916.0;654;698.0;216;;868;0.7;0.5;0.9;15.3;11.5;15.2;34.5;26.0;34.5;3.3;3.0;3.5;1.9;1.7;2.2;57;25;-2.5;-1.2;70;38;32;-3.0;-3.7;-2.0
1286;L Renting, buying, selling real estate;2012 2nd quarter;1039;918.0;811;701.0;228;;1037;0.2;-0.3;0.3;18.2;14.2;18.2;46.8;36.5;46.7;3.5;3.0;3.6;2.9;2.4;3.0;57;22;-3.2;-2.7;70;38;32;-3.4;-4.0;-2.6
1287;L Renting, buying, selling real estate;2012 3rd quarter;838;912.0;629;696.0;209;;837;-0.8;-1.2;-0.8;14.9;11.2;14.9;38.2;28.7;38.2;3.0;2.6;3.0;6.0;5.5;6.0;56;22;-3.7;-6.4;69;37;32;-4.2;-4.7;-3.7
1288;L Renting, buying, selling real estate;2012 4th quarter;907;909.0;693;693.0;214;;904;-2.1;-2.5;-2.6;16.2;12.4;16.2;37.6;28.7;37.5;2.9;2.5;2.4;4.5;4.1;4.0;56;24;-4.9;-6.3;69;37;32;-5.1;-5.9;-4.1
1289;L Renting, buying, selling real estate;2012;3654;;2787;;867;;3646;-0.5;-0.9;-0.6;64.7;49.3;64.5;39.1;29.8;39.0;3.2;2.8;3.1;3.8;3.4;3.7;56;93;-3.6;-4.1;69;37;32;-3.9;-4.6;-3.1
1290;L Renting, buying, selling real estate;2013 1st quarter;866;909.0;657;698.0;209;;868;-0.4;0.5;0.1;15.8;12.0;15.9;36.7;27.9;36.8;3.7;4.7;4.2;6.3;7.3;6.8;55;24;-4.0;-6.3;67;36;31;-4.1;-3.4;-4.8
1291;L Renting, buying, selling real estate;2013 2nd quarter;1018;900.0;797;690.0;221;;1019;-2.1;-1.8;-1.8;18.5;14.5;18.5;46.8;36.6;46.8;1.5;1.8;1.8;0.0;0.3;0.3;55;22;-3.5;-2.1;67;36;31;-4.0;-3.3;-4.7
1292;L Renting, buying, selling real estate;2013 3rd quarter;821;893.0;622;687.0;199;;822;-2.0;-1.2;-1.7;15.1;11.4;15.1;37.6;28.4;37.6;1.3;2.1;1.6;-1.7;-1.0;-1.5;54;22;-3.2;-0.2;67;36;31;-3.0;-2.9;-3.1
1293;L Renting, buying, selling real estate;2013 4th quarter;882;886.0;685;688.0;197;;883;-2.8;-1.1;-2.3;16.3;12.6;16.3;36.9;28.6;36.9;0.1;1.9;0.5;-1.9;-0.2;-1.5;54;24;-2.9;-0.9;67;36;31;-3.0;-2.8;-3.2
1294;L Renting, buying, selling real estate;2013;3587;;2761;;826;;3592;-1.8;-0.9;-1.5;65.7;50.6;65.8;39.4;30.3;39.4;1.6;2.6;2.0;0.7;1.6;1.0;55;91;-3.4;-2.5;67;36;31;-3.5;-3.1;-4.0
1295;L Renting, buying, selling real estate;2014 1st quarter;853;894.0;643;681.0;210;;855;-1.4;-2.1;-1.4;15.9;12.0;15.9;36.2;27.3;36.2;0.3;-0.3;0.3;-1.5;-2.2;-1.5;54;24;-1.7;0.1;66;36;31;-0.9;-1.6;0.0
1296;L Renting, buying, selling real estate;2014 2nd quarter;1000;884.0;776;671.0;224;;999;-1.8;-2.6;-2.0;18.5;14.4;18.5;46.7;36.3;46.7;0.2;-0.6;0.0;-0.1;-0.9;-0.3;54;21;-2.0;-1.7;67;36;31;-1.2;-1.7;-0.5
1297;L Renting, buying, selling real estate;2014 3rd quarter;812;882.0;609;672.0;203;;812;-1.1;-2.2;-1.3;15.2;11.4;15.2;37.5;28.1;37.5;0.7;-0.4;0.6;-0.2;-1.3;-0.4;53;22;-1.8;-0.9;66;35;30;-1.1;-1.8;-0.3
1298;L Renting, buying, selling real estate;2014 4th quarter;872;878.0;662;668.0;210;;875;-1.1;-3.3;-0.9;16.3;12.4;16.4;37.2;28.2;37.3;0.5;-1.7;0.8;0.8;-1.4;1.1;53;23;-1.6;-1.9;66;35;31;-0.8;-1.9;0.4
1299;L Renting, buying, selling real estate;2014;3537;;2690;;847;;3541;-1.4;-2.6;-1.4;66.0;50.2;66.1;39.3;29.9;39.3;0.4;-0.8;0.4;-0.3;-1.5;-0.3;54;90;-1.8;-1.1;66;36;31;-1.0;-1.7;-0.1
1300;L Renting, buying, selling real estate;2015 1st quarter;824;864.0;632;668.0;192;196.0;824;-3.5;-1.8;-3.7;15.6;11.9;15.6;35.6;27.3;35.6;-2.1;-0.4;-2.3;-1.5;0.2;-1.7;53;23;-1.4;-2.0;66;35;31;-1.2;-3.0;0.9
1301;L Renting, buying, selling real estate;2015 2nd quarter;982;866.0;778;672.0;204;194.0;984;-1.8;0.2;-1.5;18.3;14.5;18.4;46.7;37.0;46.8;-1.2;0.9;-0.9;-0.2;1.9;0.1;54;21;-0.6;-1.6;66;35;31;-0.4;-2.9;2.5
1302;L Renting, buying, selling real estate;2015 3rd quarter;787;855.0;602;664.0;185;191.0;788;-2.8;-0.8;-2.7;14.8;11.3;14.8;36.9;28.2;37.0;-2.7;-0.7;-2.6;-1.5;0.6;-1.3;53;21;-0.2;-1.4;66;35;31;0.1;-2.2;2.8
1303;L Renting, buying, selling real estate;2015 4th quarter;878;887.0;679;688.0;199;199.0;880;0.5;2.4;0.4;16.4;12.7;16.4;36.7;28.4;36.7;0.3;2.2;0.1;-1.4;0.5;-1.5;54;24;0.2;1.9;66;35;32;0.4;-1.7;2.7
1304;L Renting, buying, selling real estate;2015;3471;;2691;;780;;3476;-1.8;0.1;-1.8;65.1;50.5;65.2;38.8;30.1;38.9;-1.4;0.6;-1.3;-1.1;0.8;-1.1;53;89;-0.5;-0.7;66;35;31;-0.3;-2.5;2.3
1305;L Renting, buying, selling real estate;2016 1st quarter;825;864.0;637;673.0;188;191.0;824;0.1;0.8;-0.1;15.6;12.0;15.5;35.9;27.7;35.8;0.1;0.8;0.0;0.7;1.4;0.5;53;23;0.0;-0.6;66;34;31;-0.1;-0.3;0.2
1306;L Renting, buying, selling real estate;2016 2nd quarter;996;877.0;798;687.0;198;190.0;995;1.7;2.7;1.4;18.6;14.9;18.6;45.5;36.4;45.5;1.7;2.8;1.4;-2.5;-1.5;-2.8;53;22;0.0;4.3;66;35;32;0.0;-0.3;0.4
1307;L Renting, buying, selling real estate;2016 3rd quarter;813;884.0;625;690.0;188;194.0;813;2.7;3.5;2.6;15.2;11.7;15.2;38.0;29.2;38.0;2.3;3.0;2.1;2.8;3.6;2.7;53;21;0.5;-0.1;66;35;32;0.7;0.1;1.3
1308;L Renting, buying, selling real estate;2016 4th quarter;871;882.0;678;689.0;193;193.0;876;-0.6;0.0;-0.2;16.0;12.5;16.1;36.5;28.4;36.7;-2.2;-1.7;-1.9;-0.4;0.1;-0.1;54;24;1.7;-0.1;68;35;32;1.8;1.2;2.5
1309;L Renting, buying, selling real estate;2016;3505;;2738;;767;;3508;1.0;1.7;0.9;65.4;51.1;65.5;38.9;30.4;38.9;0.4;1.2;0.4;0.2;0.9;0.1;54;90;0.5;0.8;66;35;32;0.6;0.2;1.1
1310;L Renting, buying, selling real estate;2017 1st quarter;848;887.0;659;695.0;189;192.0;847;2.8;3.4;2.8;15.7;12.2;15.7;35.2;27.3;35.1;0.9;1.6;0.9;-2.0;-1.4;-2.0;54;24;1.8;4.9;67;35;32;2.2;0.7;3.9
1311;L Renting, buying, selling real estate;2017 2nd quarter;1015;891.0;811;697.0;204;194.0;1014;1.7;1.4;1.7;18.6;14.8;18.6;46.2;36.8;46.1;-0.3;-0.6;-0.3;1.5;1.1;1.5;55;22;2.1;0.3;68;35;33;2.3;0.9;3.8
1312;L Renting, buying, selling real estate;2017 3rd quarter;825;899.0;638;706.0;187;193.0;824;1.7;2.4;1.6;15.2;11.8;15.1;38.3;29.7;38.2;0.1;0.7;-0.1;0.8;1.5;0.7;54;22;1.7;0.9;67;35;33;1.6;0.7;2.5
1313;L Renting, buying, selling real estate;2017 4th quarter;899;913.0;703;716.0;196;197.0;900;3.2;3.6;2.7;16.4;12.9;16.5;38.3;29.9;38.3;2.6;3.1;2.1;4.8;5.3;4.4;55;23;0.5;-1.6;68;35;33;0.6;-0.3;1.5
1314;L Renting, buying, selling real estate;2017;3587;;2811;;776;;3585;2.3;2.7;2.2;65.9;51.7;65.9;39.3;30.8;39.3;0.8;1.1;0.6;1.2;1.5;1.0;54;91;1.5;1.1;68;35;33;1.7;0.5;2.9
1315;L Renting, buying, selling real estate;2018 1st quarter;887;924.0;686;721.0;201;203.0;887;4.7;4.1;4.8;16.3;12.6;16.3;37.2;28.8;37.2;4.0;3.5;4.1;5.8;5.3;5.9;54;24;0.7;-1.1;67;35;32;0.1;0.0;0.3
1316;L Renting, buying, selling real estate;2018 2nd quarter;1069;938.0;852;732.0;217;206.0;1069;5.3;5.2;5.4;19.4;15.5;19.4;48.7;38.9;48.7;4.5;4.4;4.6;5.5;5.4;5.6;55;22;0.7;-0.2;68;35;33;0.1;0.3;0.0
1317;L Renting, buying, selling real estate;2018 3rd quarter;864;944.0;663;735.0;201;209.0;863;4.6;3.7;4.6;15.7;12.0;15.6;39.8;30.6;39.8;3.3;2.4;3.3;4.0;3.0;4.0;55;22;1.3;0.6;68;35;33;0.8;0.6;0.9
1318;L Renting, buying, selling real estate;2018 4th quarter;941;957.0;730;745.0;211;212.0;943;4.8;3.9;4.9;16.9;13.1;16.9;38.7;30.0;38.7;2.7;1.8;2.8;1.0;0.1;1.1;56;24;2.0;3.7;69;36;33;1.3;1.2;1.3
1319;L Renting, buying, selling real estate;2018;3761;;2931;;830;;3762;4.9;4.3;5.0;68.3;53.3;68.4;41.0;31.9;41.0;3.7;3.1;3.8;4.1;3.5;4.2;55;92;1.2;0.8;68;35;33;0.6;0.5;0.6
1320;L Renting, buying, selling real estate;2019 1st quarter;932;968.0;716;749.0;216;219.0;932;4.9;4.3;4.9;16.7;12.8;16.7;38.5;29.6;38.5;2.3;1.7;2.3;3.6;3.0;3.6;56;24;2.5;1.2;69;35;33;2.4;1.9;3.0
1321;L Renting, buying, selling real estate;2019 2nd quarter;1118;982.0;886;762.0;232;220.0;1118;4.7;4.0;4.7;20.0;15.8;20.0;49.1;38.9;49.1;2.7;2.0;2.7;0.8;0.2;0.8;56;23;2.0;3.9;69;36;34;1.8;1.2;2.5
1322;L Renting, buying, selling real estate;2019 3rd quarter;905;990.0;692;767.0;213;223.0;905;5.0;4.6;5.1;16.2;12.4;16.2;40.1;30.7;40.1;3.3;2.9;3.4;0.7;0.3;0.8;56;23;1.7;4.3;69;35;34;1.6;1.2;2.2
1323;L Renting, buying, selling real estate;2019 4th quarter;987;1005.0;761;779.0;226;226.0;989;4.7;4.1;4.7;17.4;13.4;17.4;40.1;30.9;40.2;3.2;2.6;3.2;3.9;3.3;3.9;57;25;1.5;0.8;70;36;34;1.6;0.9;2.3
1324;L Renting, buying, selling real estate;2019;3942;;3055;;887;;3944;4.8;4.2;4.8;70.3;54.5;70.3;41.9;32.5;41.9;2.8;2.3;2.8;2.3;1.7;2.3;56;94;1.9;2.5;69;36;34;1.9;1.3;2.5
1325;L Renting, buying, selling real estate;2020 1st quarter;988;1021.0;761;791.0;227;230.0;987;6.2;6.5;6.1;17.4;13.4;17.3;41.2;31.8;41.2;3.9;4.1;3.8;7.0;7.2;6.9;57;24;2.3;-0.7;70;36;34;2.2;1.6;2.7
1326;L Renting, buying, selling real estate;2020 2nd quarter;1162;1024.0;920;796.0;242;228.0;1141;3.8;3.7;1.9;20.5;16.2;20.1;49.1;38.9;48.2;2.6;2.6;0.8;0.0;-0.1;-1.8;57;24;1.1;3.8;69;36;34;0.3;0.2;0.5
1327;L Renting, buying, selling real estate;2020 3rd quarter;946;1033.0;723;800.0;223;233.0;939;4.3;4.2;3.5;16.5;12.6;16.4;43.1;32.9;42.8;2.3;2.2;1.5;7.5;7.4;6.7;57;22;2.0;-3.0;70;36;34;1.6;1.2;2.1
1328;L Renting, buying, selling real estate;2020 4th quarter;1019;1038.0;784;803.0;235;235.0;1011;3.4;3.3;2.4;17.7;13.6;17.6;39.1;30.1;38.8;1.8;1.6;0.8;-2.7;-2.8;-3.6;58;26;1.6;6.3;71;36;34;0.9;0.9;0.8
1329;L Renting, buying, selling real estate;2020;4115;;3188;;927;;4078;4.4;4.3;3.4;72.1;55.8;71.4;43.0;33.3;42.6;2.6;2.5;1.6;2.7;2.6;1.7;57;96;1.7;1.6;70;36;34;1.2;1.0;1.5
1330;L Renting, buying, selling real estate;2021 1st quarter;999;1030.0;780;806.0;219;224.0;987;1.1;2.5;0.0;17.4;13.6;17.2;39.1;30.5;38.6;0.3;1.7;-0.8;-5.2;-3.9;-6.2;57;26;0.8;6.7;70;36;34;-0.4;-0.4;-0.5
1331;L Renting, buying, selling real estate;2021 2nd quarter;1188;1050.0;946;823.0;242;227.0;1180;2.3;2.9;3.5;20.4;16.2;20.2;49.6;39.5;49.3;-0.5;0.1;0.7;0.9;1.6;2.1;58;24;2.8;1.3;71;36;35;2.5;2.1;2.9
1332;L Renting, buying, selling real estate;2021 3rd quarter;971;1058.0;762;841.0;209;217.0;970;2.8;5.5;3.4;16.6;13.0;16.6;44.4;34.8;44.3;0.5;3.2;1.2;3.0;5.7;3.6;58;22;2.2;-0.2;71;36;35;1.8;1.6;2.1
1333;L Renting, buying, selling real estate;2021 4th quarter;1041;1063.0;823;844.0;218;219.0;1041;2.1;4.9;2.9;17.7;14.0;17.7;39.7;31.4;39.7;-0.2;2.5;0.6;1.5;4.3;2.3;59;26;2.3;0.6;72;37;35;2.2;1.7;2.7
1334;L Renting, buying, selling real estate;2021;4199;;3311;;888;;4178;2.1;3.9;2.5;72.1;56.9;71.7;43.0;33.9;42.8;0.0;1.8;0.4;0.0;1.7;0.4;58;98;2.0;2.1;71;36;35;1.5;1.2;1.8
1335;L Renting, buying, selling real estate;2022 1st quarter;1074;1103.0;839;863.0;235;240.0;1054;7.3;7.5;6.6;18.2;14.2;17.9;41.9;32.7;41.1;4.6;4.7;3.9;7.1;7.2;6.4;59;26;2.6;0.2;72;37;35;2.8;2.5;3.2
1336;L Renting, buying, selling real estate;2022 2nd quarter;1233;1092.0;983;857.0;250;235.0;1233;3.8;4.0;4.6;20.7;16.5;20.7;52.0;41.4;52.0;1.4;1.6;2.1;4.8;4.9;5.5;60;24;2.4;-0.9;73;37;36;2.5;2.1;2.9
1337;L Renting, buying, selling real estate;2022 3rd quarter;1022;1113.0;794;876.0;228;237.0;1021;5.4;4.2;5.4;17.2;13.3;17.1;43.6;33.8;43.5;3.2;2.1;3.2;-1.7;-2.8;-1.7;60;23;2.1;7.2;73;37;36;2.0;1.6;2.4
1338;L Renting, buying, selling real estate;2022 4th quarter;1122;1148.0;876;899.0;246;249.0;1129;7.6;6.3;8.3;18.6;14.5;18.7;42.8;33.4;43.0;5.2;3.9;5.9;7.9;6.6;8.6;60;26;2.3;-0.2;74;37;36;2.2;1.6;2.7
1339;L Renting, buying, selling real estate;2022;4451;;3492;;959;;4437;6.0;5.4;6.2;74.6;58.6;74.4;44.9;35.2;44.8;3.5;3.0;3.7;4.5;4.0;4.7;60;99;2.3;1.4;73;37;36;2.4;2.0;2.8
1340;L Renting, buying, selling real estate;2023 1st quarter;1123;1153.0;880;906.0;243;247.0;1123;4.7;5.0;6.7;18.6;14.6;18.6;42.4;33.2;42.4;2.3;2.6;4.2;1.2;1.5;3.1;60;27;2.3;3.4;74;37;37;2.6;1.3;4.0
1341;L Renting, buying, selling real estate;2023 2nd quarter;1312;1160.0;1044;908.0;268;252.0;1312;6.3;6.1;6.3;21.5;17.1;21.5;54.3;43.2;54.3;4.3;4.0;4.3;4.6;4.3;4.6;61;24;2.0;1.7;74;37;37;2.1;0.9;3.4
1342;L Renting, buying, selling real estate;2023 3rd quarter;1110;1210.0;866;958.0;244;252.0;1107;8.6;9.2;8.4;18.2;14.2;18.1;47.0;36.6;46.8;6.0;6.6;5.8;7.8;8.4;7.6;61;24;2.4;0.7;75;38;37;2.3;1.3;3.3
1343;L Renting, buying, selling real estate;2023 4th quarter;1183;1213.0;931;957.0;252;256.0;1185;5.5;6.3;5.0;19.0;14.9;19.0;44.3;34.9;44.4;2.0;2.8;1.6;3.7;4.5;3.2;62;27;3.4;1.7;76;39;37;3.3;3.3;3.4
1344;L Renting, buying, selling real estate;2023;4728;;3721;;1007;;4727;6.2;6.6;6.5;77.3;60.9;77.3;46.8;36.9;46.8;3.6;3.9;3.9;4.2;4.6;4.5;61;101;2.5;1.9;75;38;37;2.6;1.7;3.5
1345;L Renting, buying, selling real estate;2024 1st quarter;1223;1255.0;957;986.0;266;269.0;1221;8.9;8.6;8.7;19.8;15.5;19.8;45.6;35.6;45.5;6.2;6.0;6.1;7.6;7.3;7.4;62;27;2.5;1.2;75;38;37;2.0;3.2;0.9
1346;L Renting, buying, selling real estate;2024 2nd quarter;1481;1304.0;1188;1028.0;293;276.0;1479;13.0;13.9;12.8;23.7;19.0;23.7;58.6;47.0;58.6;10.1;11.0;10.0;7.9;8.8;7.8;62;25;2.6;4.7;76;39;37;2.2;3.5;1.0
1347;L Renting, buying, selling real estate;2024 3rd quarter;1187;1298.0;924;1025.0;263;273.0;1184;6.8;6.6;6.8;19.0;14.8;18.9;48.2;37.5;48.1;4.3;4.1;4.4;2.6;2.4;2.6;63;25;2.4;4.1;76;39;37;2.1;3.2;1.0
1348;L Renting, buying, selling real estate;2024 4th quarter;1298;1331.0;1019;1047.0;279;284.0;1303;9.8;9.5;10.0;20.6;16.1;20.7;47.3;37.1;47.5;8.4;8.1;8.6;6.7;6.4;6.9;63;27;1.3;2.9;77;39;38;1.1;1.7;0.5
1349;L Renting, buying, selling real estate;2024;5189;;4088;;1101;;5187;9.8;9.8;9.7;83.1;65.4;83.0;49.8;39.2;49.8;7.4;7.5;7.4;6.4;6.5;6.4;62;104;2.2;3.2;76;39;37;1.9;2.9;0.8
1350;M-N Business services;1995 1st quarter;5023;5166.0;4388;4534.0;635;;5013;;;;7.7;6.7;7.7;16.8;14.7;16.8;;;;;;;652;299;;;894;485;409;;;
1351;M-N Business services;1995 2nd quarter;6117;5468.0;5427;4803.0;690;;6098;;;;8.9;7.9;8.9;21.9;19.4;21.8;;;;;;;686;279;;;942;510;432;;;
1352;M-N Business services;1995 3rd quarter;5357;5655.0;4688;4968.0;669;;5345;;;;7.6;6.6;7.6;19.4;17.0;19.4;;;;;;;706;276;;;969;524;444;;;
1353;M-N Business services;1995 4th quarter;5739;5979.0;5016;5244.0;723;;5719;;;;8.2;7.2;8.2;17.2;15.0;17.1;;;;;;;698;334;;;956;518;438;;;
1354;M-N Business services;1995;22236;;19519;;2717;;22175;;;;32.4;28.5;32.3;18.7;16.4;18.7;;;;;;;686;1189;;;940;510;431;;;
1355;M-N Business services;1996 1st quarter;5769;5915.0;5038;5190.0;731;;5740;14.9;14.9;14.5;8.0;7.0;8.0;17.4;15.2;17.3;4.3;4.3;4.0;3.4;3.4;3.1;718;332;10.1;11.1;982;543;439;9.8;12.0;7.2
1356;M-N Business services;1996 2nd quarter;6774;6055.0;5997;5304.0;777;;6735;10.8;10.5;10.5;8.9;7.9;8.9;21.7;19.2;21.6;0.0;-0.3;-0.2;-0.8;-1.1;-1.1;760;312;10.8;11.7;1043;577;466;10.8;13.1;8.0
1357;M-N Business services;1996 3rd quarter;5870;6208.0;5119;5436.0;751;;5836;9.5;9.2;9.1;7.5;6.6;7.5;19.0;16.6;18.9;-1.0;-1.3;-1.4;-1.9;-2.2;-2.2;781;308;10.6;11.6;1072;593;479;10.7;13.0;7.9
1358;M-N Business services;1996 4th quarter;6087;6351.0;5321;5572.0;766;;6041;6.1;6.1;5.7;8.0;7.0;8.0;16.6;14.5;16.5;-2.3;-2.3;-2.7;-3.0;-3.0;-3.4;757;366;8.5;9.4;1037;573;464;8.5;10.7;5.9
1359;M-N Business services;1996;24500;;21475;;3025;;24352;10.2;10.0;9.8;32.5;28.5;32.3;18.6;16.3;18.5;0.2;0.0;-0.1;-0.6;-0.8;-1.0;754;1318;10.0;10.9;1034;572;462;9.9;12.2;7.2
1360;M-N Business services;1997 1st quarter;6466;6604.0;5625;5773.0;841;;6423;12.1;11.6;11.9;8.5;7.4;8.4;18.5;16.1;18.4;5.3;4.9;5.2;6.6;6.2;6.4;764;349;6.4;5.1;1049;585;464;6.8;7.6;5.7
1361;M-N Business services;1997 2nd quarter;7577;6779.0;6696;5919.0;881;;7520;11.9;11.7;11.7;9.3;8.2;9.3;22.1;19.5;21.9;4.7;4.6;4.5;1.6;1.5;1.4;812;343;6.8;10.1;1119;624;495;7.2;8.1;6.2
1362;M-N Business services;1997 3rd quarter;6522;6908.0;5698;6070.0;824;;6475;11.1;11.3;10.9;7.8;6.8;7.7;19.9;17.4;19.7;3.4;3.6;3.2;4.4;4.6;4.2;839;328;7.5;6.4;1159;646;513;8.1;9.0;7.0
1363;M-N Business services;1997 4th quarter;6806;7108.0;5956;6247.0;850;;6745;11.8;11.9;11.7;8.4;7.3;8.3;18.1;15.8;17.9;4.3;4.4;4.1;8.8;8.9;8.6;812;376;7.2;2.8;1116;622;494;7.6;8.5;6.5
1364;M-N Business services;1997;27371;;23975;;3396;;27163;11.7;11.6;11.5;33.9;29.7;33.7;19.6;17.2;19.4;4.4;4.3;4.2;5.4;5.4;5.3;807;1397;7.0;6.0;1111;619;491;7.5;8.3;6.4
1365;M-N Business services;1998 1st quarter;7168;7293.0;5801;5931.0;1367;;7104;10.9;3.1;10.6;8.8;7.1;8.7;19.2;15.5;19.0;3.8;-3.5;3.5;3.6;-3.6;3.4;816;374;6.8;7.0;1130;621;509;7.7;6.2;9.7
1366;M-N Business services;1998 2nd quarter;8301;7445.0;6834;6039.0;1467;;8227;9.5;2.1;9.4;9.6;7.9;9.5;23.3;19.2;23.1;3.1;-4.0;2.9;5.6;-1.6;5.4;863;356;6.3;3.8;1200;660;541;7.3;5.7;9.2
