ID;Regions;Periods;TotalFixedCapitalFormation_1;DwellingStock_2;IndustrialBuildings_3;CivilEngineering_4;Transport_5;MachineryAndEquipment_6;CultivatedBiologicalResources_7;TransferCostsOfGround_8;ComputersSoftwareAndDatabases_9;ResearchAndDevelopment_10;OtherFixedAssets_11
990;Kop van Noord-Holland (CR);2005;2174;656;383;330;102;196;8;25;186;101;187
991;Kop van Noord-Holland (CR);2006;2348;722;400;360;114;224;7;24;211;101;185
992;Kop van Noord-Holland (CR);2007;2573;774;457;385;138;259;11;25;225;98;201
993;Kop van Noord-Holland (CR);2008;2802;802;532;435;153;304;9;24;241;100;202
994;Kop van Noord-Holland (CR);2009;2349;681;462;282;122;220;8;22;232;99;221
995;Kop van Noord-Holland (CR);2010;2088;528;342;331;99;225;9;20;220;118;196
996;Kop van Noord-Holland (CR);2011;2255;495;367;406;135;287;7;20;212;133;193
997;Kop van Noord-Holland (CR);2012;1954;409;345;251;122;242;9;22;216;135;203
998;Kop van Noord-Holland (CR);2013;2459;346;358;453;239;454;11;19;217;139;223
999;Kop van Noord-Holland (CR);2014;2853;432;391;628;244;527;12;25;220;150;224
1000;Kop van Noord-Holland (CR);2015;2144;639;352;161;165;234;18;28;242;155;150
1001;Kop van Noord-Holland (CR);2016;2434;664;370;252;147;311;72;37;253;164;164
1002;Kop van Noord-Holland (CR);2017;2362;511;418;265;220;280;34;34;254;168;178
1003;Kop van Noord-Holland (CR);2018;2833;603;461;308;204;570;7;36;256;183;205
1004;Kop van Noord-Holland (CR);2019;4092;717;491;1563;181;395;9;39;266;195;236
1005;Kop van Noord-Holland (CR);2020;3946;1046;546;805;143;602;20;46;265;212;261
1006;Kop van Noord-Holland (CR);2021;4139;1293;709;465;164;608;14;56;270;232;328
1007;Kop van Noord-Holland (CR);2022;3943;1517;632;269;169;492;13;48;282;234;287
1008;Alkmaar en omgeving (CR);1995;675;218;95;44;61;76;1;12;45;54;69
1009;Alkmaar en omgeving (CR);1996;748;237;99;49;68;88;1;17;54;56;79
1010;Alkmaar en omgeving (CR);1997;799;258;100;48;70;97;2;15;60;60;89
1011;Alkmaar en omgeving (CR);1998;873;271;114;49;78;104;1;18;81;60;97
1012;Alkmaar en omgeving (CR);1999;976;293;131;54;91;122;1;19;93;67;105
1013;Alkmaar en omgeving (CR);2000;1028;317;141;62;88;112;1;28;102;69;108
1014;Alkmaar en omgeving (CR);2001;1118;349;166;71;96;102;1;24;107;76;126
1015;Alkmaar en omgeving (CR);2002;1125;350;179;79;90;93;1;22;107;77;127
1016;Alkmaar en omgeving (CR);2003;1116;351;171;84;95;86;1;14;108;79;127
1017;Alkmaar en omgeving (CR);2004;1158;379;162;81;104;87;1;17;120;81;126
1018;Alkmaar en omgeving (CR);2005;1230;412;171;87;107;89;1;17;135;83;128
1019;Alkmaar en omgeving (CR);2006;1335;452;184;95;117;97;1;18;152;86;133
1020;Alkmaar en omgeving (CR);2007;1466;485;226;102;127;115;1;16;169;83;142
1021;Alkmaar en omgeving (CR);2008;1599;503;269;114;129;158;1;15;179;85;146
1022;Alkmaar en omgeving (CR);2009;1449;404;292;106;74;129;1;16;188;84;155
1023;Alkmaar en omgeving (CR);2010;1720;405;546;124;69;156;1;14;189;81;135
1024;Alkmaar en omgeving (CR);2011;2155;341;692;77;89;505;0;14;186;90;161
1025;Alkmaar en omgeving (CR);2012;1556;409;349;183;80;113;1;14;184;87;136
1026;Alkmaar en omgeving (CR);2013;1356;296;190;122;115;181;1;12;184;92;163
1027;Alkmaar en omgeving (CR);2014;1425;271;127;297;112;165;3;16;193;93;148
1028;Alkmaar en omgeving (CR);2015;1401;230;149;197;142;252;4;18;189;104;116
1029;Alkmaar en omgeving (CR);2016;1403;318;147;206;155;109;5;27;192;111;133
1030;Alkmaar en omgeving (CR);2017;1490;431;151;157;127;155;0;25;188;111;145
1031;Alkmaar en omgeving (CR);2018;1480;406;197;106;133;152;0;26;188;120;152
1032;Alkmaar en omgeving (CR);2019;1535;508;156;89;123;140;1;29;192;132;165
1033;Alkmaar en omgeving (CR);2020;1769;675;138;92;169;152;1;37;197;145;163
1034;Alkmaar en omgeving (CR);2021;2093;762;271;176;143;164;4;41;199;154;179
1035;Alkmaar en omgeving (CR);2022;2112;831;274;83;124;188;1;36;211;149;215
1036;IJmond (CR);1995;610;149;93;56;39;125;0;4;34;45;65
1037;IJmond (CR);1996;705;161;98;83;40;159;0;5;39;45;75
1038;IJmond (CR);1997;752;175;103;55;41;196;0;5;44;52;81
1039;IJmond (CR);1998;831;184;117;65;47;210;0;5;62;50;91
1040;IJmond (CR);1999;891;199;146;54;49;219;0;6;69;55;94
1041;IJmond (CR);2000;974;215;154;58;47;268;0;5;77;57;93
1042;IJmond (CR);2001;921;237;128;81;48;180;0;5;80;63;99
1043;IJmond (CR);2002;957;238;143;91;45;194;0;5;81;61;99
1044;IJmond (CR);2003;988;239;153;83;50;210;0;4;83;63;103
1045;IJmond (CR);2004;934;258;135;70;51;158;0;5;91;62;104
1046;IJmond (CR);2005;998;280;137;78;50;171;0;7;100;63;112
1047;IJmond (CR);2006;1092;308;146;75;53;216;0;7;111;63;113
1048;IJmond (CR);2007;1199;330;162;79;60;234;0;7;123;65;139
1049;IJmond (CR);2008;1268;342;206;112;64;217;0;7;126;70;124
1050;IJmond (CR);2009;1479;316;185;124;66;493;0;5;120;59;111
1051;IJmond (CR);2010;976;218;180;87;57;149;0;7;125;69;84
1052;IJmond (CR);2011;1051;188;148;232;62;133;0;7;124;70;87
1053;IJmond (CR);2012;1079;241;154;159;76;150;0;8;126;67;98
1054;IJmond (CR);2013;1070;247;141;123;99;136;0;8;126;70;120
1055;IJmond (CR);2014;1022;236;139;79;99;126;1;10;139;73;120
1056;IJmond (CR);2015;919;96;125;82;71;188;4;12;142;123;76
1057;IJmond (CR);2016;1020;240;107;66;64;179;10;18;141;123;72
1058;IJmond (CR);2017;1274;362;91;92;78;261;0;16;147;138;89
1059;IJmond (CR);2018;1219;292;52;95;86;284;0;17;149;146;98
1060;IJmond (CR);2019;1186;275;95;67;82;248;0;20;144;152;103
1061;IJmond (CR);2020;1163;320;101;62;57;182;5;25;145;155;111
1062;IJmond (CR);2021;1495;399;120;98;77;312;7;28;145;190;119
1063;IJmond (CR);2022;1829;454;176;135;82;454;1;25;173;199;130
1064;Agglomeratie Haarlem (CR);1995;600;121;90;47;35;104;0;8;47;80;68
1065;Agglomeratie Haarlem (CR);1996;648;131;84;54;38;122;0;9;52;83;75
1066;Agglomeratie Haarlem (CR);1997;700;142;98;55;36;130;0;11;56;89;83
1067;Agglomeratie Haarlem (CR);1998;763;150;107;56;41;147;0;11;72;89;90
1068;Agglomeratie Haarlem (CR);1999;860;162;128;64;43;165;0;12;83;100;103
1069;Agglomeratie Haarlem (CR);2000;874;175;129;74;37;146;0;14;89;106;104
1070;Agglomeratie Haarlem (CR);2001;905;193;131;80;40;123;0;13;96;114;115
1071;Agglomeratie Haarlem (CR);2002;912;194;135;87;37;128;0;12;95;111;113
1072;Agglomeratie Haarlem (CR);2003;916;194;131;90;39;125;0;10;95;116;116
1073;Agglomeratie Haarlem (CR);2004;921;210;129;88;41;101;0;12;106;119;115
1074;Agglomeratie Haarlem (CR);2005;964;228;128;93;42;101;0;13;119;125;115
1075;Agglomeratie Haarlem (CR);2006;1043;251;143;102;43;109;0;14;136;130;115
1076;Agglomeratie Haarlem (CR);2007;1099;270;153;112;50;106;0;13;147;123;125
1077;Agglomeratie Haarlem (CR);2008;1176;279;168;123;52;126;0;12;158;130;128
1078;Agglomeratie Haarlem (CR);2009;1264;389;176;107;47;98;0;10;153;141;143
1079;Agglomeratie Haarlem (CR);2010;1485;561;176;172;44;73;0;12;181;139;127
1080;Agglomeratie Haarlem (CR);2011;1400;461;151;110;158;103;0;11;167;99;140
1081;Agglomeratie Haarlem (CR);2012;1370;341;138;164;135;136;0;10;166;129;151
1082;Agglomeratie Haarlem (CR);2013;1307;310;172;148;107;111;0;10;168;123;158
1083;Agglomeratie Haarlem (CR);2014;1291;319;185;108;105;121;0;12;162;121;158
1084;Agglomeratie Haarlem (CR);2015;1252;488;185;49;70;76;0;18;170;88;108
1085;Agglomeratie Haarlem (CR);2016;1252;595;113;22;56;72;0;28;172;92;102
1086;Agglomeratie Haarlem (CR);2017;1474;765;91;47;68;92;0;25;171;95;120
1087;Agglomeratie Haarlem (CR);2018;1600;882;82;80;62;65;0;26;173;102;128
1088;Agglomeratie Haarlem (CR);2019;1689;822;192;43;69;93;0;33;171;102;164
1089;Agglomeratie Haarlem (CR);2020;1910;923;222;45;71;134;1;40;173;111;190
1090;Agglomeratie Haarlem (CR);2021;1847;746;241;131;122;107;0;47;178;116;159
1091;Agglomeratie Haarlem (CR);2022;1836;734;288;45;98;130;0;41;194;115;191
1092;Zaanstreek (CR);1995;593;211;114;87;22;60;0;4;25;34;36
1093;Zaanstreek (CR);1996;648;229;116;99;24;68;0;5;29;37;41
1094;Zaanstreek (CR);1997;680;250;119;95;24;71;0;5;29;40;47
1095;Zaanstreek (CR);1998;739;262;137;99;28;74;0;5;42;41;51
1096;Zaanstreek (CR);1999;807;283;147;109;31;81;0;6;48;45;57
1097;Zaanstreek (CR);2000;867;307;170;124;26;76;0;5;53;47;59
1098;Zaanstreek (CR);2001;949;338;192;142;26;71;0;5;55;51;69
1099;Zaanstreek (CR);2002;992;339;223;159;24;71;0;5;55;52;64
1100;Zaanstreek (CR);2003;1005;340;230;171;25;66;0;4;55;52;62
1101;Zaanstreek (CR);2004;1001;367;198;165;26;65;0;6;61;51;62
1102;Zaanstreek (CR);2005;1068;398;207;176;27;67;0;7;68;55;63
1103;Zaanstreek (CR);2006;1152;437;224;193;28;69;0;8;75;52;66
1104;Zaanstreek (CR);2007;1255;469;253;207;33;80;0;8;82;51;72
1105;Zaanstreek (CR);2008;1355;486;292;232;37;87;0;7;87;52;75
1106;Zaanstreek (CR);2009;1165;416;239;152;62;103;0;6;83;48;56
1107;Zaanstreek (CR);2010;1079;320;157;203;27;132;0;8;100;54;78
1108;Zaanstreek (CR);2011;969;248;99;222;37;113;0;8;98;58;86
1109;Zaanstreek (CR);2012;837;207;89;156;30;115;0;7;101;60;72
1110;Zaanstreek (CR);2013;904;177;86;186;95;104;0;7;102;64;83
1111;Zaanstreek (CR);2014;870;182;53;163;95;116;1;10;105;66;79
1112;Zaanstreek (CR);2015;823;118;186;111;55;94;1;9;101;90;58
1113;Zaanstreek (CR);2016;968;223;203;79;54;135;1;14;105;96;58
1114;Zaanstreek (CR);2017;1090;282;218;102;70;114;0;12;104;101;87
1115;Zaanstreek (CR);2018;847;185;114;95;68;88;0;13;109;108;67
1116;Zaanstreek (CR);2019;996;221;146;115;54;127;0;16;119;115;83
1117;Zaanstreek (CR);2020;1120;352;138;87;40;153;0;20;119;129;82
1118;Zaanstreek (CR);2021;1241;363;158;108;52;170;0;24;125;146;95
1119;Zaanstreek (CR);2022;1256;367;125;108;71;173;0;21;134;156;101
1120;Groot-Amsterdam (CR);1995;7061;1506;763;554;1385;931;3;92;496;528;803
1121;Groot-Amsterdam (CR);1996;7463;1632;819;637;1063;1138;2;120;578;544;930
1122;Groot-Amsterdam (CR);1997;8313;1778;836;685;1165;1343;5;111;672;591;1127
1123;Groot-Amsterdam (CR);1998;9496;1867;913;739;1328;1712;2;131;934;593;1277
1124;Groot-Amsterdam (CR);1999;11163;2019;1213;935;1268;2422;3;136;1084;668;1415
1125;Groot-Amsterdam (CR);2000;12507;2185;1349;1066;1955;2413;2;192;1211;695;1439
1126;Groot-Amsterdam (CR);2001;12290;2408;1465;1076;1711;1996;2;162;1208;751;1511
1127;Groot-Amsterdam (CR);2002;10993;2416;1385;931;1453;1365;2;147;1179;760;1355
1128;Groot-Amsterdam (CR);2003;11440;2425;1325;850;2312;1045;2;98;1151;773;1459
1129;Groot-Amsterdam (CR);2004;11232;2617;1247;852;1722;1135;2;128;1289;818;1422
1130;Groot-Amsterdam (CR);2005;11974;2839;1376;980;1716;1132;2;133;1444;823;1529
1131;Groot-Amsterdam (CR);2006;12965;3120;1349;1084;2063;1187;2;143;1602;858;1557
1132;Groot-Amsterdam (CR);2007;13789;3346;1662;1335;1646;1145;2;129;1840;841;1843
1133;Groot-Amsterdam (CR);2008;14809;3466;1930;1144;1963;1361;2;118;1970;872;1983
1134;Groot-Amsterdam (CR);2009;14915;2772;2326;1908;1613;1781;2;111;1896;865;1641
1135;Groot-Amsterdam (CR);2010;13355;2388;2010;874;1181;1508;2;181;2293;1220;1698
1136;Groot-Amsterdam (CR);2011;12696;2209;1504;854;1565;1082;2;183;2310;1326;1661
1137;Groot-Amsterdam (CR);2012;12757;1770;1813;899;1693;941;2;193;2291;1392;1763
1138;Groot-Amsterdam (CR);2013;12340;1766;1895;1125;1044;1069;3;163;2332;1555;1388
1139;Groot-Amsterdam (CR);2014;13058;1827;1722;1560;978;1150;6;202;2573;1652;1388
1140;Groot-Amsterdam (CR);2015;16605;2674;1653;837;2791;1392;5;199;2992;1815;2247
1141;Groot-Amsterdam (CR);2016;19117;3859;1545;856;3650;1478;4;265;3154;1892;2414
1142;Groot-Amsterdam (CR);2017;22204;4748;2047;1461;4507;1785;0;327;3235;2006;2088
1143;Groot-Amsterdam (CR);2018;20660;4829;2014;1133;2886;1549;1;366;3363;2214;2305
1144;Groot-Amsterdam (CR);2019;23183;4851;2474;1123;4414;1363;3;474;3540;2282;2659
1145;Groot-Amsterdam (CR);2020;22096;3635;3745;1102;3230;1407;6;526;3532;2283;2630
1146;Groot-Amsterdam (CR);2021;22385;4559;2317;1232;3313;1435;2;496;3642;2355;3034
1147;Groot-Amsterdam (CR);2022;29459;6754;3750;1549;3577;2910;3;452;4117;2384;3963
1148;Het Gooi en Vechtstreek (CR);1995;708;198;79;20;50;103;0;7;60;78;113
1149;Het Gooi en Vechtstreek (CR);1996;762;214;81;23;56;107;0;9;64;81;127
1150;Het Gooi en Vechtstreek (CR);1997;830;233;83;24;59;130;0;10;64;88;139
1151;Het Gooi en Vechtstreek (CR);1998;892;244;98;23;67;116;0;9;90;89;156
1152;Het Gooi en Vechtstreek (CR);1999;990;264;102;27;77;126;0;13;105;99;177
1153;Het Gooi en Vechtstreek (CR);2000;1040;286;113;32;72;118;0;12;120;105;182
1154;Het Gooi en Vechtstreek (CR);2001;1108;315;119;33;76;100;0;10;125;114;216
1155;Het Gooi en Vechtstreek (CR);2002;1119;316;125;36;72;112;0;9;123;112;214
1156;Het Gooi en Vechtstreek (CR);2003;1110;317;131;36;75;102;0;8;123;116;202
1157;Het Gooi en Vechtstreek (CR);2004;1161;342;121;35;80;100;0;11;137;121;214
1158;Het Gooi en Vechtstreek (CR);2005;1219;372;126;37;82;97;0;13;155;126;211
1159;Het Gooi en Vechtstreek (CR);2006;1341;409;138;41;91;109;0;14;172;131;236
1160;Het Gooi en Vechtstreek (CR);2007;1441;440;155;46;99;118;0;14;195;127;247
1161;Het Gooi en Vechtstreek (CR);2008;1525;455;176;50;91;137;0;13;207;133;263
1162;Het Gooi en Vechtstreek (CR);2009;1471;412;198;43;55;123;0;11;201;138;290
1163;Het Gooi en Vechtstreek (CR);2010;1534;472;186;109;40;87;0;17;245;135;243
1164;Het Gooi en Vechtstreek (CR);2011;1526;404;153;128;99;107;0;17;244;137;237
1165;Het Gooi en Vechtstreek (CR);2012;1289;334;96;97;60;85;0;17;232;129;239
1166;Het Gooi en Vechtstreek (CR);2013;1543;262;121;108;161;232;0;16;234;151;258
1167;Het Gooi en Vechtstreek (CR);2014;1629;289;172;97;147;244;1;25;233;159;262
1168;Het Gooi en Vechtstreek (CR);2015;1341;415;99;88;59;88;1;23;225;142;201
1169;Het Gooi en Vechtstreek (CR);2016;1488;532;150;40;61;115;1;34;228;156;171
1170;Het Gooi en Vechtstreek (CR);2017;2013;691;286;101;64;142;0;31;224;169;305
1171;Het Gooi en Vechtstreek (CR);2018;1644;544;148;57;94;117;0;32;230;197;225
1172;Het Gooi en Vechtstreek (CR);2019;1975;706;181;77;66;108;0;38;237;217;345
1173;Het Gooi en Vechtstreek (CR);2020;1942;701;250;54;49;114;1;46;229;232;266
1174;Het Gooi en Vechtstreek (CR);2021;2107;857;220;40;66;116;1;53;233;222;299
1175;Het Gooi en Vechtstreek (CR);2022;2404;855;502;49;78;115;1;43;259;196;306
1176;Agglomeratie Leiden en Bollenstreek (CR);1995;1360;479;179;56;123;134;0;21;88;133;147
1177;Agglomeratie Leiden en Bollenstreek (CR);1996;1504;519;186;65;136;158;0;26;100;138;176
1178;Agglomeratie Leiden en Bollenstreek (CR);1997;1601;565;190;65;144;171;1;25;99;148;193
1179;Agglomeratie Leiden en Bollenstreek (CR);1998;1729;593;199;65;161;187;0;27;138;151;208
1180;Agglomeratie Leiden en Bollenstreek (CR);1999;1926;641;238;71;186;213;0;30;160;168;219
1181;Agglomeratie Leiden en Bollenstreek (CR);2000;2020;694;253;79;185;200;0;38;175;177;219
1182;Agglomeratie Leiden en Bollenstreek (CR);2001;2185;765;284;95;200;170;0;34;191;191;255
1183;Agglomeratie Leiden en Bollenstreek (CR);2002;2214;764;321;104;191;167;0;26;185;192;264
1184;Agglomeratie Leiden en Bollenstreek (CR);2003;2203;767;309;107;196;162;0;19;185;199;259
1185;Agglomeratie Leiden en Bollenstreek (CR);2004;2285;827;300;98;215;151;0;23;204;206;261
1186;Agglomeratie Leiden en Bollenstreek (CR);2005;2413;898;307;107;224;151;0;24;228;215;259
1187;Agglomeratie Leiden en Bollenstreek (CR);2006;2613;992;324;115;245;170;0;25;254;220;268
1188;Agglomeratie Leiden en Bollenstreek (CR);2007;2871;1064;397;143;266;193;0;25;280;214;289
1189;Agglomeratie Leiden en Bollenstreek (CR);2008;3055;1102;457;160;270;219;0;22;297;222;306
1190;Agglomeratie Leiden en Bollenstreek (CR);2009;2688;849;437;178;155;227;1;21;295;255;270
1191;Agglomeratie Leiden en Bollenstreek (CR);2010;2710;877;531;129;153;173;1;21;310;249;266
1192;Agglomeratie Leiden en Bollenstreek (CR);2011;3083;938;617;188;148;278;1;22;306;285;300
1193;Agglomeratie Leiden en Bollenstreek (CR);2012;2792;825;600;123;155;207;1;23;318;270;270
1194;Agglomeratie Leiden en Bollenstreek (CR);2013;3048;798;674;176;222;268;1;20;339;269;281
1195;Agglomeratie Leiden en Bollenstreek (CR);2014;3073;751;584;204;200;398;3;27;325;279;302
1196;Agglomeratie Leiden en Bollenstreek (CR);2015;2424;662;433;94;179;232;5;32;337;218;232
1197;Agglomeratie Leiden en Bollenstreek (CR);2016;2618;860;321;107;195;282;15;47;339;226;226
1198;Agglomeratie Leiden en Bollenstreek (CR);2017;2502;827;359;79;151;223;2;45;345;232;239
1199;Agglomeratie Leiden en Bollenstreek (CR);2018;2614;897;300;103;133;287;1;47;354;257;235
1200;Agglomeratie Leiden en Bollenstreek (CR);2019;2803;892;372;105;167;281;2;51;367;268;298
1201;Agglomeratie Leiden en Bollenstreek (CR);2020;3507;1604;420;93;97;273;6;64;370;289;291
1202;Agglomeratie Leiden en Bollenstreek (CR);2021;3766;1410;708;132;125;292;15;71;385;314;314
1203;Agglomeratie Leiden en Bollenstreek (CR);2022;3190;989;494;93;139;325;3;62;415;324;346
1204;Agglomeratie 's-Gravenhage (CR);1995;3663;1157;940;117;258;371;0;57;211;211;341
1205;Agglomeratie 's-Gravenhage (CR);1996;3959;1254;893;131;288;425;0;76;281;217;394
1206;Agglomeratie 's-Gravenhage (CR);1997;4331;1367;970;114;280;529;1;74;336;230;430
1207;Agglomeratie 's-Gravenhage (CR);1998;4848;1435;1167;122;302;587;0;87;431;231;486
1208;Agglomeratie 's-Gravenhage (CR);1999;5398;1552;1156;133;339;821;0;93;508;260;536
1209;Agglomeratie 's-Gravenhage (CR);2000;5990;1679;1578;146;340;769;0;134;552;272;520
1210;Agglomeratie 's-Gravenhage (CR);2001;6217;1850;1597;160;364;636;0;116;593;296;605
1211;Agglomeratie 's-Gravenhage (CR);2002;6173;1856;1645;181;350;503;0;107;600;310;621
1212;Agglomeratie 's-Gravenhage (CR);2003;6004;1864;1543;192;352;420;0;75;592;328;638
1213;Agglomeratie 's-Gravenhage (CR);2004;6254;2011;1519;175;389;440;0;82;653;349;636
1214;Agglomeratie 's-Gravenhage (CR);2005;6406;2182;1403;190;404;405;0;85;733;347;657
1215;Agglomeratie 's-Gravenhage (CR);2006;6979;2397;1552;200;439;451;0;87;842;361;650
1216;Agglomeratie 's-Gravenhage (CR);2007;17516;2569;1737;234;481;464;0;81;2779;8453;718
1217;Agglomeratie 's-Gravenhage (CR);2008;7908;2662;1842;264;472;528;0;77;975;350;738
1218;Agglomeratie 's-Gravenhage (CR);2009;8517;1968;1596;563;348;793;0;77;960;1533;679
1219;Agglomeratie 's-Gravenhage (CR);2010;6558;1414;1221;455;468;611;0;82;1131;414;762
1220;Agglomeratie 's-Gravenhage (CR);2011;5697;1060;914;414;378;633;0;75;1069;442;712
1221;Agglomeratie 's-Gravenhage (CR);2012;5130;925;691;334;422;481;0;75;1053;430;719
1222;Agglomeratie 's-Gravenhage (CR);2013;10438;776;722;351;385;575;1;62;3003;3916;647
1223;Agglomeratie 's-Gravenhage (CR);2014;6169;949;1006;278;344;637;1;73;1122;1074;685
1224;Agglomeratie 's-Gravenhage (CR);2015;38415;2206;1479;905;672;690;31;70;6242;25439;681
1225;Agglomeratie 's-Gravenhage (CR);2016;8336;2564;1418;540;760;746;24;101;1114;494;575
1226;Agglomeratie 's-Gravenhage (CR);2017;8374;3155;891;476;793;716;2;104;1105;499;633
1227;Agglomeratie 's-Gravenhage (CR);2018;8643;3467;641;521;800;635;8;108;1120;535;808
1228;Agglomeratie 's-Gravenhage (CR);2019;11067;3393;865;602;2610;817;17;126;1256;576;805
1229;Agglomeratie 's-Gravenhage (CR);2020;9767;3828;877;408;738;1011;25;153;1273;613;841
1230;Agglomeratie 's-Gravenhage (CR);2021;9954;3650;1140;522;575;1005;24;157;1295;637;949
1231;Agglomeratie 's-Gravenhage (CR);2022;11673;3963;1803;722;770;1121;40;142;1399;645;1068
1232;Delft en Westland (CR);1995;908;164;158;35;78;206;1;11;53;120;82
1233;Delft en Westland (CR);1996;971;177;162;40;86;212;1;13;63;124;93
1234;Delft en Westland (CR);1997;1061;193;170;37;87;258;1;12;64;133;106
1235;Delft en Westland (CR);1998;1102;203;186;36;103;223;0;13;88;133;117
1236;Delft en Westland (CR);1999;1263;219;227;42;111;259;1;19;104;151;130
1237;Delft en Westland (CR);2000;1310;237;224;43;111;264;0;23;115;158;135
1238;Delft en Westland (CR);2001;1381;262;250;44;116;244;0;20;121;169;155
1239;Delft en Westland (CR);2002;1374;262;285;50;107;210;0;17;120;169;154
1240;Delft en Westland (CR);2003;1372;263;294;52;120;190;0;14;118;169;152
1241;Delft en Westland (CR);2004;1389;284;267;47;126;200;0;18;131;168;148
1242;Delft en Westland (CR);2005;1445;308;283;52;124;187;0;20;146;175;150
1243;Delft en Westland (CR);2006;1576;339;301;58;136;222;0;18;162;180;160
1244;Delft en Westland (CR);2007;1757;364;353;59;148;273;1;21;180;177;181
1245;Delft en Westland (CR);2008;1850;377;405;67;134;293;0;18;195;181;180
1246;Delft en Westland (CR);2009;1757;404;311;115;103;268;0;18;188;179;171
1247;Delft en Westland (CR);2010;1682;490;246;130;76;204;1;20;190;168;157
1248;Delft en Westland (CR);2011;1590;322;189;64;128;316;1;22;190;177;181
1249;Delft en Westland (CR);2012;1631;347;215;135;101;271;1;27;191;184;159
1250;Delft en Westland (CR);2013;2046;454;352;240;133;296;1;20;196;205;149
1251;Delft en Westland (CR);2014;2304;479;436;339;127;313;1;27;210;223;149
1252;Delft en Westland (CR);2015;1916;342;544;128;110;236;13;25;239;137;142
1253;Delft en Westland (CR);2016;2044;358;463;351;112;181;10;31;248;145;145
1254;Delft en Westland (CR);2017;2030;252;558;206;160;200;1;29;264;154;206
1255;Delft en Westland (CR);2018;1775;366;230;112;141;214;3;31;272;167;239
1256;Delft en Westland (CR);2019;2184;523;300;217;127;261;5;32;278;181;260
1257;Delft en Westland (CR);2020;2019;460;333;109;104;244;6;39;287;199;238
1258;Delft en Westland (CR);2021;2130;428;317;116;131;312;6;50;287;215;268
1259;Delft en Westland (CR);2022;2454;726;347;94;131;318;8;39;288;241;262
1260;Oost-Zuid-Holland (CR);1995;1134;310;150;134;172;135;4;11;62;62;94
1261;Oost-Zuid-Holland (CR);1996;1259;336;160;156;189;153;4;13;76;65;107
1262;Oost-Zuid-Holland (CR);1997;1307;366;161;130;201;165;9;13;72;70;120
1263;Oost-Zuid-Holland (CR);1998;1435;384;181;136;229;175;3;15;106;71;135
1264;Oost-Zuid-Holland (CR);1999;1618;415;211;146;272;200;4;17;123;79;151
1265;Oost-Zuid-Holland (CR);2000;1723;450;225;190;273;191;3;22;134;82;153
1266;Oost-Zuid-Holland (CR);2001;1842;495;246;192;302;182;3;20;139;89;174
1267;Oost-Zuid-Holland (CR);2002;1859;497;279;213;286;171;3;17;140;90;163
1268;Oost-Zuid-Holland (CR);2003;1863;499;274;228;301;156;3;13;138;91;160
1269;Oost-Zuid-Holland (CR);2004;1924;538;254;217;334;156;3;16;154;94;158
1270;Oost-Zuid-Holland (CR);2005;2038;584;266;234;343;159;3;18;171;97;163
1271;Oost-Zuid-Holland (CR);2006;2231;642;281;265;384;178;3;18;191;99;170
1272;Oost-Zuid-Holland (CR);2007;2455;689;332;292;408;213;4;18;214;97;188
1273;Oost-Zuid-Holland (CR);2008;2590;713;386;307;409;243;3;17;225;99;188
1274;Oost-Zuid-Holland (CR);2009;2295;753;373;314;165;188;2;14;214;93;179
1275;Oost-Zuid-Holland (CR);2010;1919;640;167;304;165;151;2;16;222;106;146
1276;Oost-Zuid-Holland (CR);2011;2158;636;296;275;239;190;2;16;210;112;182
1277;Oost-Zuid-Holland (CR);2012;2073;598;403;268;100;211;2;19;209;112;151
1278;Oost-Zuid-Holland (CR);2013;2171;453;493;293;165;248;2;15;209;126;167
1279;Oost-Zuid-Holland (CR);2014;2488;552;472;335;161;428;8;19;214;129;170
1280;Oost-Zuid-Holland (CR);2015;1720;311;187;358;100;197;8;24;232;151;152
1281;Oost-Zuid-Holland (CR);2016;2101;616;188;348;118;246;7;34;241;164;139
1282;Oost-Zuid-Holland (CR);2017;2277;621;192;383;161;282;31;32;243;173;159
1283;Oost-Zuid-Holland (CR);2018;2159;492;283;381;137;225;2;34;247;190;168
1284;Oost-Zuid-Holland (CR);2019;2725;778;438;367;158;284;3;36;257;202;202
1285;Oost-Zuid-Holland (CR);2020;2950;748;711;351;118;293;13;43;253;215;205
1286;Oost-Zuid-Holland (CR);2021;2908;946;483;361;140;244;13;51;253;226;191
1287;Oost-Zuid-Holland (CR);2022;3032;928;557;356;125;324;6;43;273;224;196
1288;Groot-Rijnmond (CR);1995;6352;1339;763;897;678;1157;7;57;390;554;510
1289;Groot-Rijnmond (CR);1996;6832;1451;778;922;770;1291;6;72;423;539;580
1290;Groot-Rijnmond (CR);1997;7292;1581;853;1015;639;1459;15;70;420;587;653
1291;Groot-Rijnmond (CR);1998;7973;1660;912;1071;868;1480;5;80;604;580;713
1292;Groot-Rijnmond (CR);1999;8883;1795;1106;1265;862;1690;7;89;654;640;775
1293;Groot-Rijnmond (CR);2000;9028;1943;1194;1236;727;1625;5;109;718;659;812
1294;Groot-Rijnmond (CR);2001;9680;2141;1376;1467;712;1504;5;97;746;699;933
1295;Groot-Rijnmond (CR);2002;9722;2148;1409;1571;678;1493;5;86;749;697;886
1296;Groot-Rijnmond (CR);2003;9771;2156;1374;1610;788;1430;4;67;761;715;866
1297;Groot-Rijnmond (CR);2004;9780;2327;1320;1417;755;1358;5;82;837;784;895
