ID;BedrijvenEnInstellingen;SoortVacatures;RegioS;Perioden;TotaalAantalVacatures_1;ABLandbouwBosbouwEnVisserij_2;CDelfstoffenwinning_3;DIndustrie_4;EOpenbareVoorzieningsbedrijven_5;FBouwnijverheid_6;GReparatieConsumentenartikelenHandel_7;HHoreca_8;IVervoerEnCommunicatie_9;JFinancieleInstellingen_10;KOnroerendGoedZakelijkeDienstv_11;LOpenbaarBestuurSocVerzekeringen_12;MOnderwijs_13;NGezondheidsEnWelzijnszorg_14;OCultuurRecreatieEnOvDienstverl_15;Bedrijfsgrootte10Werknemers_16;Bedrijfsgrootte1099Werknemers_17;Bedrijfsgrotte100Werknemers_18;k_2PrimairOnderwijs_19;k_3VoortgezetOnderwijsLagereTrap_20;k_4VoortgezetOnderwijsHogereTrap_21;k_5HogerOnderwijs1eTrap_22;k_67HogerOnderwijs2e3eTrap_23;k_9OpleidingOnbekend_24;k_1ElementaireBeroepen_25;k_2LagereBeroepen_26;k_4MiddelbareBeroepen_27;k_6HogereBeroepen_28;k_8WetenschappelijkeBeroepen_29;k_9BeroepOnbekend_30
3752;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Zuidwest-Gelderland (COR);2000;0.7;;0.0;0.2;;0.0;;;0.1;;0.0;0.0;0.0;0.0;0.0;0.2;0.3;0.2;0.0;0.3;0.2;0.1;0.0;0.0;0.1;0.4;0.2;0.1;0.0;0.0
3753;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Zuidwest-Gelderland (COR);2001;1.0;;0.0;0.0;;0.0;;;0.1;;0.2;0.0;0.0;0.0;0.0;0.5;0.5;0.0;0.4;0.3;0.2;0.0;0.0;0.0;0.4;0.3;0.3;0.0;0.0;0.0
3754;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Zuidwest-Gelderland (COR);2002;0.4;;0.0;0.0;;0.0;;;0.1;;0.2;0.0;0.0;0.0;0.0;0.1;0.3;0.1;0.0;0.2;0.1;0.1;0.0;;0.0;0.2;0.0;0.1;0.0;
3755;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Zuidwest-Gelderland (COR);2003;0.5;;0.0;0.0;;0.0;;;0.0;;0.1;0.0;0.0;0.1;0.0;0.3;0.1;0.2;0.0;0.2;0.2;0.1;0.0;;0.0;0.2;0.3;0.0;0.0;
3756;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Zuidwest-Gelderland (COR);2004;0.2;;0.0;0.0;;0.0;;;0.0;;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.1;;;;;;;;;;;;
3757;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Zuidwest-Gelderland (COR);2006;0.5;;;0.1;;0.0;;;0.1;;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.1;0.0;0.3;0.1;0.0;0.0;;0.1;0.3;0.1;0.0;0.0;
3758;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Zuidwest-Gelderland (COR);2008;0.5;;;0.0;;0.0;;;0.1;;0.1;0.0;0.0;0.1;0.0;0.1;0.2;0.2;0.0;0.1;0.2;0.1;0.0;;0.1;0.2;0.2;0.1;0.0;
3759;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Utrecht (COR);2000;3.1;0.0;0.0;0.3;;;0.5;0.2;0.2;0.1;0.6;0.1;0.1;0.6;0.2;0.7;1.3;1.1;0.1;0.9;1.4;0.5;0.1;0.0;0.2;0.9;1.2;0.6;0.2;0.0
3760;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Utrecht (COR);2001;3.1;0.0;0.0;0.2;;;0.6;0.2;0.2;0.2;0.7;0.1;0.2;0.3;0.3;0.9;1.1;1.1;0.1;0.9;1.6;0.4;0.1;0.0;0.3;0.8;1.5;0.4;0.1;0.0
3761;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Utrecht (COR);2002;3.1;0.0;0.0;0.1;;;0.6;0.5;0.5;0.1;0.4;0.1;0.1;0.4;0.2;1.0;0.8;1.3;0.4;0.6;1.5;0.5;0.2;;0.5;0.8;1.2;0.4;0.2;
3762;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Utrecht (COR);2003;2.3;0.0;0.0;0.3;;;0.6;0.0;0.1;0.1;0.7;0.1;0.1;0.2;0.1;0.5;0.6;1.2;0.0;0.6;1.0;0.6;0.1;;0.1;0.6;0.8;0.6;0.1;
3763;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Utrecht (COR);2004;2.3;0.0;0.0;0.1;;;0.3;0.1;0.0;0.0;1.1;0.0;0.1;0.4;0.0;0.7;0.6;1.0;;;;;;;;;;;;
3764;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Utrecht (COR);2006;3.9;0.0;;0.1;;;0.9;0.3;0.6;0.1;1.0;0.0;0.0;0.4;0.3;1.4;1.3;1.2;0.2;0.8;1.4;1.3;0.2;;0.3;1.1;1.4;1.0;0.1;
3765;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Utrecht (COR);2008;4.7;0.1;;0.4;;;0.9;0.4;0.1;0.2;1.3;0.1;0.1;0.8;0.3;1.3;1.7;1.8;0.5;1.0;1.6;1.3;0.3;;0.5;1.4;1.8;0.9;0.2;
3766;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Kop van Noord-Holland (COR);2000;0.5;;;0.0;;0.0;0.1;0.0;0.1;0.0;0.0;0.0;;0.1;0.0;0.1;0.1;0.2;0.0;0.2;0.2;0.0;0.0;0.0;0.0;0.2;0.2;0.0;0.0;0.0
3767;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Kop van Noord-Holland (COR);2001;0.2;;;0.0;;0.1;0.1;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.1;0.1;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.1;0.0;0.0
3768;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Kop van Noord-Holland (COR);2002;0.5;;;0.0;;0.0;0.2;0.1;0.0;0.0;0.1;0.0;;0.0;0.0;0.2;0.2;0.1;0.1;0.1;0.2;0.1;0.0;;0.1;0.2;0.1;0.1;0.1;
3769;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Kop van Noord-Holland (COR);2003;0.2;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.1;0.0;0.1;0.0;0.1;0.0;0.1;0.1;0.0;0.0;;0.0;0.1;0.1;0.0;0.0;
3770;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Kop van Noord-Holland (COR);2004;0.3;;;0.0;;0.0;0.1;0.0;0.0;0.0;0.0;0.0;;0.1;0.0;0.0;0.1;0.1;;;;;;;;;;;;
3771;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Kop van Noord-Holland (COR);2006;0.8;;;0.1;;0.2;0.2;0.0;0.0;0.0;0.1;0.0;;0.2;0.0;0.1;0.3;0.4;0.1;0.2;0.3;0.2;0.0;;0.1;0.2;0.3;0.1;0.0;
3772;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Kop van Noord-Holland (COR);2008;1.0;;;0.0;;0.1;0.4;0.0;0.0;0.0;0.1;0.0;;0.2;0.0;0.1;0.3;0.6;0.0;0.4;0.3;0.2;0.1;;0.1;0.4;0.3;0.1;0.1;
3773;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Alkmaar en omgeving (COR);2000;0.6;;;0.0;;0.0;0.1;0.1;0.0;0.0;0.0;0.0;;0.0;0.0;0.2;0.3;0.1;0.0;0.4;0.1;0.0;0.0;0.0;0.1;0.3;0.1;0.0;0.0;0.0
3774;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Alkmaar en omgeving (COR);2001;0.2;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.1;0.0;;0.0;0.0;0.1;0.1;0.1;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.0
3775;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Alkmaar en omgeving (COR);2002;0.2;;;0.0;;0.0;0.1;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.1;0.1;0.0;0.1;0.1;0.1;0.0;;0.0;0.0;0.1;0.1;0.0;
3776;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Alkmaar en omgeving (COR);2003;0.2;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.1;0.0;0.1;0.0;0.1;0.0;0.0;0.1;0.1;0.0;;0.0;0.0;0.1;0.1;0.0;
3777;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Alkmaar en omgeving (COR);2004;0.6;;;0.0;;0.0;0.1;0.0;0.0;0.0;0.3;0.0;;0.1;0.0;0.3;0.2;0.2;;;;;;;;;;;;
3778;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Alkmaar en omgeving (COR);2006;0.6;;;0.0;;0.0;0.2;0.1;0.1;0.1;0.0;0.0;;0.1;0.0;0.0;0.3;0.3;0.0;0.2;0.2;0.1;0.0;;0.1;0.1;0.3;0.1;0.0;
3779;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Alkmaar en omgeving (COR);2008;0.9;;;0.0;;0.0;0.3;0.2;0.0;0.0;0.3;0.0;;0.2;0.0;0.2;0.3;0.4;0.2;0.2;0.4;0.1;0.0;;0.2;0.3;0.3;0.1;0.0;
3780;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;IJmond (COR);2000;0.2;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.2;0.0;;0.1;0.0;0.1;0.1;0.1;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.1;0.1;0.0;0.1
3781;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;IJmond (COR);2001;0.5;;;0.0;;0.1;0.1;0.0;0.1;0.0;0.0;0.0;;0.0;0.0;0.2;0.2;0.1;0.0;0.1;0.3;0.0;0.0;0.0;0.0;0.2;0.2;0.1;0.0;0.0
3782;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;IJmond (COR);2002;0.6;;;0.0;;0.0;0.0;0.4;0.0;0.0;0.1;0.0;;0.0;0.0;0.4;0.1;0.0;0.0;0.4;0.1;0.0;0.0;;0.0;0.4;0.0;0.0;0.0;
3783;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;IJmond (COR);2003;0.1;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.1;0.0;0.0;0.1;0.1;0.0;0.0;0.1;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;
3784;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;IJmond (COR);2004;0.2;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.1;0.0;;0.0;0.0;0.1;0.1;0.1;;;;;;;;;;;;
3785;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;IJmond (COR);2006;0.5;;;0.2;;0.1;0.1;;;0.0;0.0;0.0;;0.0;0.0;0.1;0.0;0.3;0.0;0.1;0.2;0.2;0.0;;0.0;0.1;0.3;0.2;0.0;
3786;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;IJmond (COR);2008;0.6;;;0.1;;0.0;0.2;0.0;0.0;0.0;0.0;0.0;;0.1;0.0;0.0;0.1;0.5;0.0;0.3;0.2;0.1;0.0;;0.1;0.1;0.2;0.1;0.0;
3787;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Agglomeratie Haarlem (COR);2000;0.5;;;0.0;;0.0;0.1;0.1;0.1;0.0;0.0;0.0;;0.1;0.0;0.2;0.1;0.2;0.0;0.2;0.1;0.1;0.0;0.0;0.0;0.2;0.1;0.1;0.0;0.0
3788;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Agglomeratie Haarlem (COR);2001;0.6;;;0.0;;0.0;0.2;0.1;0.0;0.0;0.1;0.0;;0.1;0.1;0.4;0.1;0.2;0.1;0.2;0.3;0.0;0.0;0.0;0.1;0.2;0.2;0.0;0.0;0.0
3789;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Agglomeratie Haarlem (COR);2002;0.2;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.2;0.0;0.1;0.1;0.1;0.0;0.0;0.2;0.0;0.0;;0.0;0.0;0.2;0.0;0.0;
3790;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Agglomeratie Haarlem (COR);2003;0.3;;;0.0;;0.0;0.1;0.0;0.0;0.0;0.1;0.0;;0.1;0.0;0.0;0.1;0.2;0.0;0.1;0.1;0.1;0.0;;0.0;0.1;0.1;0.1;0.0;
3791;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Agglomeratie Haarlem (COR);2004;0.4;;;0.0;;0.0;0.2;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.2;0.0;0.1;;;;;;;;;;;;
3792;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Agglomeratie Haarlem (COR);2006;0.5;;;0.0;;0.1;0.2;0.0;0.0;;0.1;0.0;;0.0;0.0;0.2;0.1;0.2;0.0;0.2;0.2;0.0;0.0;;0.0;0.2;0.2;0.0;0.0;
3793;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Agglomeratie Haarlem (COR);2008;0.7;;;0.0;;0.0;0.1;0.0;0.0;0.0;0.2;0.0;;0.2;0.0;0.4;0.1;0.2;0.0;0.1;0.4;0.2;0.0;;0.0;0.1;0.4;0.2;0.0;
3794;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Zaanstreek (COR);2000;1.0;;;0.1;;0.0;0.6;0.0;0.0;0.0;0.2;0.0;;0.0;0.0;0.2;0.1;0.6;0.1;0.6;0.1;0.2;0.0;0.0;0.1;0.5;0.2;0.2;0.0;0.0
3795;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Zaanstreek (COR);2001;0.2;;;0.1;;0.0;0.0;0.0;0.0;0.0;0.1;0.0;;0.0;0.0;0.1;0.1;0.1;0.0;0.1;0.1;0.1;0.0;0.0;0.0;0.1;0.1;0.1;0.0;0.0
3796;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Zaanstreek (COR);2002;0.1;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
3797;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Zaanstreek (COR);2003;0.1;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;
3798;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Zaanstreek (COR);2004;0.1;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.1;;;;;;;;;;;;
3799;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Zaanstreek (COR);2006;0.1;;;0.0;;0.0;0.1;;0.0;;0.0;0.0;;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.1;0.1;0.0;;0.0;0.0;0.1;0.0;0.0;
3800;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Zaanstreek (COR);2008;0.3;;;0.0;;0.1;0.1;0.1;0.0;0.0;0.0;0.0;;0.0;0.0;0.1;0.1;0.1;0.1;0.1;0.1;0.0;0.0;;0.1;0.1;0.1;0.0;0.0;
3801;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Groot-Amsterdam (COR);2000;3.8;;;0.3;;0.1;0.8;0.4;0.4;0.2;0.9;0.1;;0.4;0.1;1.0;1.2;1.5;0.3;1.1;1.5;0.7;0.2;0.1;0.6;1.0;1.5;0.5;0.2;0.1
3802;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Groot-Amsterdam (COR);2001;3.8;;;0.2;;0.0;0.7;0.9;0.4;0.1;0.8;0.0;;0.3;0.1;0.9;1.8;1.2;0.4;1.6;1.0;0.6;0.1;0.1;1.3;0.8;0.8;0.6;0.2;0.1
3803;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Groot-Amsterdam (COR);2002;3.5;;;0.2;;0.1;0.9;0.6;0.2;0.0;0.9;0.0;;0.2;0.2;1.2;1.1;1.2;0.1;1.0;1.7;0.6;0.0;;0.6;1.1;1.1;0.5;0.1;
3804;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Groot-Amsterdam (COR);2003;2.8;;;0.1;;0.1;0.5;0.2;0.6;0.1;0.7;0.0;;0.3;0.2;0.8;0.8;1.2;0.1;0.7;1.4;0.5;0.3;;0.4;0.6;1.4;0.5;0.2;
3805;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Groot-Amsterdam (COR);2004;4.1;;;0.4;;0.1;1.1;0.3;0.3;0.1;0.7;0.1;;0.2;0.8;0.6;1.5;2.0;;;;;;;;;;;;
3806;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Groot-Amsterdam (COR);2006;5.5;;;0.1;;0.2;0.7;0.8;0.3;0.4;2.0;0.3;;0.3;0.3;2.2;1.3;1.9;0.7;0.9;2.1;1.3;0.5;;0.9;0.9;2.1;1.3;0.3;
3807;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Groot-Amsterdam (COR);2008;5.4;;;0.1;;0.1;1.5;0.5;0.3;0.3;1.5;0.1;;0.5;0.3;1.2;1.3;2.9;0.5;1.1;2.2;1.5;0.2;;0.6;1.6;2.1;0.9;0.2;
3808;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Het Gooi en Vechtstreek (COR);2000;0.6;0.0;0.0;0.0;;;0.1;0.0;0.1;0.0;0.1;0.0;0.0;0.1;0.2;0.3;0.1;0.2;0.0;0.3;0.3;0.1;0.0;0.0;0.1;0.1;0.3;0.1;0.0;0.0
3809;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Het Gooi en Vechtstreek (COR);2001;0.8;0.0;0.0;0.1;;;0.1;0.0;0.0;0.1;0.2;0.0;0.0;0.1;0.1;0.4;0.2;0.2;0.2;0.2;0.2;0.1;0.0;0.0;0.2;0.2;0.2;0.1;0.0;0.0
3810;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Het Gooi en Vechtstreek (COR);2002;0.3;0.0;0.0;0.1;;;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.2;0.0;0.0;0.2;0.1;0.0;;0.0;0.1;0.1;0.1;0.0;
3811;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Het Gooi en Vechtstreek (COR);2003;0.2;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.1;0.1;0.0;0.0;;0.0;0.1;0.1;0.0;0.0;
3812;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Het Gooi en Vechtstreek (COR);2004;0.4;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.2;0.1;0.1;;;;;;;;;;;;
3813;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Het Gooi en Vechtstreek (COR);2006;1.0;0.0;;0.0;;;0.1;0.0;0.2;0.0;0.2;0.0;0.0;0.1;0.2;0.4;0.3;0.3;0.0;0.1;0.5;0.3;0.0;;0.1;0.1;0.4;0.4;0.0;
3814;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Het Gooi en Vechtstreek (COR);2008;0.8;0.0;;0.0;;;0.3;0.1;0.0;0.0;0.2;0.0;0.0;0.1;0.0;0.3;0.2;0.2;0.1;0.2;0.4;0.1;0.0;;0.1;0.3;0.3;0.1;0.0;
3815;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Agglom. Leiden en Bollenstreek (COR);2000;1.3;0.0;;0.0;;0.1;0.6;0.0;0.2;0.1;0.1;0.0;0.1;0.1;0.0;0.3;0.3;0.7;0.0;0.8;0.3;0.1;0.0;0.0;0.1;0.7;0.3;0.1;0.0;0.0
3816;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Agglom. Leiden en Bollenstreek (COR);2001;1.0;0.1;;0.1;;0.1;0.2;0.1;;0.2;0.2;0.0;0.0;0.0;0.1;0.6;0.3;0.1;0.0;0.2;0.6;0.1;0.1;0.0;0.1;0.2;0.5;0.1;0.1;0.0
3817;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Agglom. Leiden en Bollenstreek (COR);2002;0.3;0.0;;0.0;;0.1;0.1;0.0;;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.2;0.1;0.0;0.1;0.1;0.1;0.0;;0.0;0.1;0.1;0.1;0.0;
3818;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Agglom. Leiden en Bollenstreek (COR);2003;0.6;0.0;;0.1;;0.0;0.2;0.0;;0.1;0.1;0.0;0.0;0.1;0.0;0.2;0.2;0.2;0.1;0.3;0.1;0.1;0.0;;0.1;0.3;0.1;0.0;0.0;
3819;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Agglom. Leiden en Bollenstreek (COR);2004;0.7;0.0;;0.1;;0.0;0.2;0.0;;0.0;0.1;0.0;0.0;0.2;0.0;0.3;0.2;0.2;;;;;;;;;;;;
3820;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Agglom. Leiden en Bollenstreek (COR);2006;1.2;0.0;;0.1;;0.1;0.2;0.2;;0.0;0.3;0.0;0.0;0.1;0.1;0.4;0.4;0.4;0.1;0.4;0.4;0.3;0.1;;0.2;0.5;0.3;0.2;0.1;
3821;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Agglom. Leiden en Bollenstreek (COR);2008;1.0;0.0;;0.1;;0.0;0.1;0.0;;0.0;0.3;0.0;0.0;0.2;0.1;0.2;0.4;0.3;0.1;0.3;0.4;0.2;0.0;;0.1;0.3;0.4;0.2;0.1;
3822;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Agglomeratie 's-Gravenhage (COR);2000;1.7;0.0;;0.2;;0.1;0.4;0.0;0.0;0.0;0.2;0.2;0.1;0.1;0.1;0.2;0.5;0.9;0.1;0.2;0.8;0.4;0.1;0.0;0.2;0.4;0.7;0.3;0.1;0.0
3823;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Agglomeratie 's-Gravenhage (COR);2001;1.5;0.0;;0.2;;0.0;0.2;0.1;;0.0;0.2;0.2;0.0;0.2;0.1;0.6;0.4;0.6;0.1;0.5;0.7;0.2;0.1;0.0;0.1;0.4;0.7;0.2;0.1;0.0
3824;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Agglomeratie 's-Gravenhage (COR);2002;1.0;0.0;;0.0;;0.0;0.2;0.0;;0.0;0.3;0.2;0.0;0.1;0.1;0.2;0.1;0.6;0.0;0.3;0.4;0.2;0.1;;0.0;0.2;0.5;0.1;0.1;
3825;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Agglomeratie 's-Gravenhage (COR);2003;1.4;0.0;;0.1;;0.0;0.4;0.0;;0.1;0.2;0.1;0.0;0.3;0.1;0.4;0.4;0.6;0.1;0.4;0.5;0.3;0.0;;0.1;0.4;0.5;0.3;0.1;
3826;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Agglomeratie 's-Gravenhage (COR);2004;1.2;0.0;;0.1;;0.0;0.3;0.0;;0.0;0.3;0.1;0.0;0.2;0.1;0.0;0.6;0.6;;;;;;;;;;;;
3827;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Agglomeratie 's-Gravenhage (COR);2006;3.2;0.0;;0.0;;0.0;0.5;0.3;;0.2;1.1;0.2;0.1;0.2;0.3;1.4;0.6;1.2;0.4;0.7;1.4;0.5;0.2;;0.5;0.7;1.3;0.6;0.1;
3828;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Agglomeratie 's-Gravenhage (COR);2008;2.2;0.0;;0.1;;0.1;0.4;0.1;;0.1;0.5;0.2;0.0;0.5;0.1;0.3;0.7;1.2;0.2;0.5;1.0;0.4;0.2;;0.2;0.9;0.6;0.4;0.1;
3829;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Delft en Westland (COR);2000;0.5;0.1;;0.0;;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.1;0.0;0.1;0.1;0.2;0.0;0.2;0.2;0.1;0.0;0.0;0.0;0.2;0.2;0.1;0.0;0.0
3830;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Delft en Westland (COR);2001;0.5;0.0;;0.2;;0.0;0.0;0.0;;0.0;0.1;0.0;0.0;0.1;0.0;0.1;0.2;0.1;0.0;0.2;0.2;0.1;0.0;0.0;0.0;0.1;0.2;0.1;0.0;0.0
3831;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Delft en Westland (COR);2002;0.1;0.0;;0.0;;0.0;0.0;0.0;;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;
3832;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Delft en Westland (COR);2003;0.3;0.0;;0.0;;0.0;0.0;0.0;;0.0;0.1;0.0;0.1;0.0;0.0;0.1;0.1;0.1;0.0;0.1;0.1;0.0;0.0;;0.0;0.1;0.1;0.0;0.0;
3833;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Delft en Westland (COR);2004;0.2;0.0;;0.0;;0.0;0.0;0.0;;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.1;;;;;;;;;;;;
3834;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Delft en Westland (COR);2006;1.1;0.0;;0.1;;0.0;0.4;0.1;;0.0;0.3;0.0;0.0;0.0;0.0;0.2;0.7;0.2;0.0;0.4;0.5;0.2;0.0;;0.3;0.2;0.4;0.2;0.0;
3835;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Delft en Westland (COR);2008;0.7;0.0;;0.0;;0.0;0.1;0.0;;0.0;0.4;0.0;0.0;0.1;0.1;0.2;0.2;0.3;0.1;0.1;0.3;0.2;0.0;;0.1;0.1;0.2;0.2;0.0;
3836;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Oost-Zuid-Holland (COR);2000;1.1;0.0;;0.1;;0.0;0.2;0.2;0.1;0.0;0.4;0.0;0.0;0.1;0.0;0.3;0.6;0.2;0.1;0.3;0.4;0.3;0.0;0.0;0.1;0.4;0.4;0.2;0.0;0.0
3837;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Oost-Zuid-Holland (COR);2001;1.1;0.0;;0.0;;0.1;0.4;0.1;;0.0;0.3;0.0;0.0;0.1;0.1;0.2;0.5;0.4;0.1;0.6;0.3;0.2;0.0;0.0;0.2;0.4;0.3;0.2;0.0;0.0
3838;Totaal bedrijven en instellingen;Zoekperiode korter dan 1 maand;Oost-Zuid-Holland (COR);2002;0.9;0.1;;0.1;;0.0;0.4;0.0;;0.0;0.1;0.0;0.0;0.0;0.0;0.4;0.2;0.2;0.0;0.4;0.4;0.1;0.0;;0.1;0.4;0.3;0.1;0.0;
