ID;EmploymentType;SectorBranchesSIC2008;Periods;EmployedPersons_1;EmployedPersonsSeasonalAdjusted_2;Jobs_3;JobsSeasonalAdjusted_4;HoursWorked_5;HoursWorkedSeasonalAdjusted_6
2774;Employee;K Financial institutions;2016 2nd quarter;227.0;226.0;235.0;234.0;87.0;88.0
2775;Employee;K Financial institutions;2016 3rd quarter;224.0;225.0;231.0;232.0;80.0;87.0
2776;Employee;K Financial institutions;2016 4th quarter;223.0;223.0;230.0;230.0;90.0;87.0
2777;Employee;K Financial institutions;2016;225.0;;232.0;;350.0;
2778;Employee;K Financial institutions;2017 1st quarter;221.0;221.0;228.0;228.0;94.0;85.0
2779;Employee;K Financial institutions;2017 2nd quarter;220.0;219.0;227.0;226.0;82.0;85.0
2780;Employee;K Financial institutions;2017 3rd quarter;217.0;217.0;224.0;224.0;76.0;84.0
2781;Employee;K Financial institutions;2017 4th quarter;216.0;216.0;222.0;223.0;85.0;83.0
2782;Employee;K Financial institutions;2017;218.0;;225.0;;337.0;
2783;Employee;K Financial institutions;2018 1st quarter;215.0;215.0;222.0;222.0;92.0;84.0
2784;Employee;L Renting, buying, selling real estate;1995 1st quarter;46.0;48.0;49.0;51.0;19.0;18.0
2785;Employee;L Renting, buying, selling real estate;1995 2nd quarter;49.0;49.0;52.0;52.0;18.0;19.0
2786;Employee;L Renting, buying, selling real estate;1995 3rd quarter;52.0;50.0;55.0;54.0;17.0;19.0
2787;Employee;L Renting, buying, selling real estate;1995 4th quarter;51.0;50.0;54.0;53.0;21.0;19.0
2788;Employee;L Renting, buying, selling real estate;1995;49.0;;52.0;;75.0;
2789;Employee;L Renting, buying, selling real estate;1996 1st quarter;48.0;50.0;51.0;53.0;19.0;19.0
2790;Employee;L Renting, buying, selling real estate;1996 2nd quarter;50.0;50.0;53.0;54.0;18.0;19.0
2791;Employee;L Renting, buying, selling real estate;1996 3rd quarter;52.0;51.0;55.0;54.0;18.0;19.0
2792;Employee;L Renting, buying, selling real estate;1996 4th quarter;52.0;51.0;56.0;54.0;22.0;20.0
2793;Employee;L Renting, buying, selling real estate;1996;50.0;;54.0;;77.0;
2794;Employee;L Renting, buying, selling real estate;1997 1st quarter;50.0;52.0;52.0;54.0;20.0;20.0
2795;Employee;L Renting, buying, selling real estate;1997 2nd quarter;52.0;52.0;54.0;54.0;19.0;20.0
2796;Employee;L Renting, buying, selling real estate;1997 3rd quarter;55.0;54.0;56.0;55.0;18.0;20.0
2797;Employee;L Renting, buying, selling real estate;1997 4th quarter;57.0;56.0;59.0;58.0;23.0;21.0
2798;Employee;L Renting, buying, selling real estate;1997;53.0;;55.0;;80.0;
2799;Employee;L Renting, buying, selling real estate;1998 1st quarter;56.0;58.0;58.0;60.0;22.0;21.0
2800;Employee;L Renting, buying, selling real estate;1998 2nd quarter;58.0;58.0;60.0;60.0;21.0;21.0
2801;Employee;L Renting, buying, selling real estate;1998 3rd quarter;59.0;58.0;61.0;60.0;19.0;21.0
2802;Employee;L Renting, buying, selling real estate;1998 4th quarter;58.0;57.0;60.0;59.0;23.0;21.0
2803;Employee;L Renting, buying, selling real estate;1998;58.0;;60.0;;85.0;
2804;Employee;L Renting, buying, selling real estate;1999 1st quarter;54.0;56.0;58.0;60.0;22.0;21.0
2805;Employee;L Renting, buying, selling real estate;1999 2nd quarter;57.0;57.0;61.0;61.0;21.0;22.0
2806;Employee;L Renting, buying, selling real estate;1999 3rd quarter;58.0;58.0;62.0;61.0;19.0;22.0
2807;Employee;L Renting, buying, selling real estate;1999 4th quarter;60.0;59.0;64.0;63.0;25.0;22.0
2808;Employee;L Renting, buying, selling real estate;1999;57.0;;61.0;;87.0;
2809;Employee;L Renting, buying, selling real estate;2000 1st quarter;58.0;59.0;61.0;63.0;24.0;23.0
2810;Employee;L Renting, buying, selling real estate;2000 2nd quarter;61.0;60.0;64.0;64.0;23.0;23.0
2811;Employee;L Renting, buying, selling real estate;2000 3rd quarter;61.0;61.0;65.0;64.0;20.0;22.0
2812;Employee;L Renting, buying, selling real estate;2000 4th quarter;62.0;61.0;65.0;65.0;24.0;23.0
2813;Employee;L Renting, buying, selling real estate;2000;60.0;;64.0;;90.0;
2814;Employee;L Renting, buying, selling real estate;2001 1st quarter;61.0;62.0;63.0;65.0;24.0;23.0
2815;Employee;L Renting, buying, selling real estate;2001 2nd quarter;64.0;63.0;67.0;66.0;23.0;23.0
2816;Employee;L Renting, buying, selling real estate;2001 3rd quarter;65.0;64.0;67.0;67.0;21.0;24.0
2817;Employee;L Renting, buying, selling real estate;2001 4th quarter;65.0;65.0;68.0;67.0;26.0;24.0
2818;Employee;L Renting, buying, selling real estate;2001;64.0;;66.0;;93.0;
2819;Employee;L Renting, buying, selling real estate;2002 1st quarter;66.0;67.0;69.0;70.0;26.0;24.0
2820;Employee;L Renting, buying, selling real estate;2002 2nd quarter;67.0;66.0;70.0;69.0;24.0;24.0
2821;Employee;L Renting, buying, selling real estate;2002 3rd quarter;67.0;67.0;70.0;70.0;21.0;24.0
2822;Employee;L Renting, buying, selling real estate;2002 4th quarter;67.0;67.0;70.0;70.0;26.0;24.0
2823;Employee;L Renting, buying, selling real estate;2002;67.0;;70.0;;97.0;
2824;Employee;L Renting, buying, selling real estate;2003 1st quarter;67.0;68.0;70.0;71.0;26.0;25.0
2825;Employee;L Renting, buying, selling real estate;2003 2nd quarter;68.0;68.0;71.0;71.0;24.0;24.0
2826;Employee;L Renting, buying, selling real estate;2003 3rd quarter;68.0;67.0;71.0;71.0;22.0;24.0
2827;Employee;L Renting, buying, selling real estate;2003 4th quarter;68.0;67.0;71.0;71.0;26.0;25.0
2828;Employee;L Renting, buying, selling real estate;2003;68.0;;71.0;;98.0;
2829;Employee;L Renting, buying, selling real estate;2004 1st quarter;66.0;67.0;70.0;70.0;26.0;25.0
2830;Employee;L Renting, buying, selling real estate;2004 2nd quarter;67.0;67.0;71.0;71.0;24.0;25.0
2831;Employee;L Renting, buying, selling real estate;2004 3rd quarter;67.0;67.0;71.0;71.0;22.0;25.0
2832;Employee;L Renting, buying, selling real estate;2004 4th quarter;67.0;67.0;71.0;71.0;27.0;25.0
2833;Employee;L Renting, buying, selling real estate;2004;67.0;;71.0;;99.0;
2834;Employee;L Renting, buying, selling real estate;2005 1st quarter;67.0;67.0;71.0;71.0;26.0;25.0
2835;Employee;L Renting, buying, selling real estate;2005 2nd quarter;68.0;67.0;72.0;71.0;24.0;25.0
2836;Employee;L Renting, buying, selling real estate;2005 3rd quarter;68.0;68.0;72.0;72.0;22.0;25.0
2837;Employee;L Renting, buying, selling real estate;2005 4th quarter;68.0;68.0;72.0;72.0;27.0;25.0
2838;Employee;L Renting, buying, selling real estate;2005;68.0;;72.0;;99.0;
2839;Employee;L Renting, buying, selling real estate;2006 1st quarter;67.0;68.0;71.0;72.0;27.0;25.0
2840;Employee;L Renting, buying, selling real estate;2006 2nd quarter;68.0;68.0;72.0;72.0;24.0;25.0
2841;Employee;L Renting, buying, selling real estate;2006 3rd quarter;69.0;69.0;72.0;73.0;22.0;25.0
2842;Employee;L Renting, buying, selling real estate;2006 4th quarter;69.0;69.0;73.0;73.0;26.0;25.0
2843;Employee;L Renting, buying, selling real estate;2006;68.0;;72.0;;99.0;
2844;Employee;L Renting, buying, selling real estate;2007 1st quarter;70.0;70.0;74.0;74.0;27.0;25.0
2845;Employee;L Renting, buying, selling real estate;2007 2nd quarter;71.0;71.0;75.0;75.0;25.0;26.0
2846;Employee;L Renting, buying, selling real estate;2007 3rd quarter;69.0;70.0;73.0;74.0;23.0;25.0
2847;Employee;L Renting, buying, selling real estate;2007 4th quarter;72.0;71.0;76.0;75.0;27.0;26.0
2848;Employee;L Renting, buying, selling real estate;2007;70.0;;74.0;;102.0;
2849;Employee;L Renting, buying, selling real estate;2008 1st quarter;72.0;72.0;76.0;76.0;27.0;26.0
2850;Employee;L Renting, buying, selling real estate;2008 2nd quarter;73.0;73.0;78.0;77.0;25.0;26.0
2851;Employee;L Renting, buying, selling real estate;2008 3rd quarter;71.0;72.0;75.0;76.0;23.0;26.0
2852;Employee;L Renting, buying, selling real estate;2008 4th quarter;75.0;74.0;79.0;78.0;28.0;26.0
2853;Employee;L Renting, buying, selling real estate;2008;73.0;;77.0;;104.0;
2854;Employee;L Renting, buying, selling real estate;2009 1st quarter;74.0;74.0;78.0;78.0;28.0;26.0
2855;Employee;L Renting, buying, selling real estate;2009 2nd quarter;74.0;73.0;78.0;78.0;25.0;26.0
2856;Employee;L Renting, buying, selling real estate;2009 3rd quarter;71.0;72.0;75.0;77.0;24.0;26.0
2857;Employee;L Renting, buying, selling real estate;2009 4th quarter;74.0;73.0;78.0;77.0;28.0;26.0
2858;Employee;L Renting, buying, selling real estate;2009;73.0;;77.0;;104.0;
2859;Employee;L Renting, buying, selling real estate;2010 1st quarter;68.0;69.0;72.0;72.0;26.0;24.0
2860;Employee;L Renting, buying, selling real estate;2010 2nd quarter;69.0;69.0;73.0;73.0;23.0;24.0
2861;Employee;L Renting, buying, selling real estate;2010 3rd quarter;69.0;69.0;73.0;73.0;22.0;25.0
2862;Employee;L Renting, buying, selling real estate;2010 4th quarter;69.0;68.0;73.0;72.0;27.0;25.0
2863;Employee;L Renting, buying, selling real estate;2010;69.0;;73.0;;98.0;
2864;Employee;L Renting, buying, selling real estate;2011 1st quarter;68.0;68.0;72.0;72.0;26.0;24.0
2865;Employee;L Renting, buying, selling real estate;2011 2nd quarter;68.0;68.0;73.0;72.0;23.0;24.0
2866;Employee;L Renting, buying, selling real estate;2011 3rd quarter;68.0;68.0;72.0;72.0;22.0;24.0
2867;Employee;L Renting, buying, selling real estate;2011 4th quarter;68.0;68.0;72.0;72.0;26.0;24.0
2868;Employee;L Renting, buying, selling real estate;2011;68.0;;72.0;;97.0;
2869;Employee;L Renting, buying, selling real estate;2012 1st quarter;66.0;66.0;70.0;70.0;26.0;24.0
2870;Employee;L Renting, buying, selling real estate;2012 2nd quarter;66.0;66.0;70.0;70.0;23.0;23.0
2871;Employee;L Renting, buying, selling real estate;2012 3rd quarter;65.0;65.0;69.0;69.0;21.0;23.0
2872;Employee;L Renting, buying, selling real estate;2012 4th quarter;65.0;64.0;69.0;68.0;24.0;23.0
2873;Employee;L Renting, buying, selling real estate;2012;65.0;;69.0;;93.0;
2874;Employee;L Renting, buying, selling real estate;2013 1st quarter;64.0;64.0;67.0;68.0;24.0;23.0
2875;Employee;L Renting, buying, selling real estate;2013 2nd quarter;64.0;64.0;68.0;67.0;22.0;23.0
2876;Employee;L Renting, buying, selling real estate;2013 3rd quarter;63.0;63.0;67.0;67.0;21.0;23.0
2877;Employee;L Renting, buying, selling real estate;2013 4th quarter;63.0;63.0;67.0;66.0;24.0;23.0
2878;Employee;L Renting, buying, selling real estate;2013;63.0;;67.0;;91.0;
2879;Employee;L Renting, buying, selling real estate;2014 1st quarter;63.0;63.0;67.0;67.0;24.0;23.0
2880;Employee;L Renting, buying, selling real estate;2014 2nd quarter;63.0;63.0;67.0;67.0;22.0;22.0
2881;Employee;L Renting, buying, selling real estate;2014 3rd quarter;62.0;62.0;66.0;66.0;21.0;22.0
2882;Employee;L Renting, buying, selling real estate;2014 4th quarter;62.0;62.0;66.0;66.0;23.0;22.0
2883;Employee;L Renting, buying, selling real estate;2014;63.0;;66.0;;90.0;
2884;Employee;L Renting, buying, selling real estate;2015 1st quarter;62.0;62.0;66.0;66.0;24.0;22.0
2885;Employee;L Renting, buying, selling real estate;2015 2nd quarter;62.0;62.0;66.0;66.0;21.0;22.0
2886;Employee;L Renting, buying, selling real estate;2015 3rd quarter;62.0;62.0;66.0;66.0;20.0;22.0
2887;Employee;L Renting, buying, selling real estate;2015 4th quarter;63.0;62.0;66.0;66.0;24.0;22.0
2888;Employee;L Renting, buying, selling real estate;2015;62.0;;66.0;;89.0;
2889;Employee;L Renting, buying, selling real estate;2016 1st quarter;61.0;61.0;65.0;65.0;23.0;22.0
2890;Employee;L Renting, buying, selling real estate;2016 2nd quarter;62.0;62.0;66.0;66.0;22.0;22.0
2891;Employee;L Renting, buying, selling real estate;2016 3rd quarter;62.0;62.0;66.0;66.0;21.0;22.0
2892;Employee;L Renting, buying, selling real estate;2016 4th quarter;63.0;63.0;67.0;67.0;24.0;23.0
2893;Employee;L Renting, buying, selling real estate;2016;62.0;;66.0;;89.0;
2894;Employee;L Renting, buying, selling real estate;2017 1st quarter;63.0;63.0;67.0;67.0;25.0;23.0
2895;Employee;L Renting, buying, selling real estate;2017 2nd quarter;64.0;63.0;68.0;67.0;22.0;23.0
2896;Employee;L Renting, buying, selling real estate;2017 3rd quarter;63.0;64.0;67.0;67.0;21.0;23.0
2897;Employee;L Renting, buying, selling real estate;2017 4th quarter;64.0;64.0;68.0;68.0;24.0;23.0
2898;Employee;L Renting, buying, selling real estate;2017;63.0;;67.0;;91.0;
2899;Employee;L Renting, buying, selling real estate;2018 1st quarter;64.0;64.0;67.0;68.0;25.0;23.0
2900;Employee;M-N Business services;1995 1st quarter;805.0;825.0;881.0;902.0;297.0;275.0
2901;Employee;M-N Business services;1995 2nd quarter;851.0;836.0;930.0;914.0;277.0;284.0
2902;Employee;M-N Business services;1995 3rd quarter;876.0;851.0;958.0;930.0;259.0;293.0
2903;Employee;M-N Business services;1995 4th quarter;864.0;882.0;944.0;965.0;326.0;308.0
2904;Employee;M-N Business services;1995;849.0;;928.0;;1159.0;
2905;Employee;M-N Business services;1996 1st quarter;891.0;914.0;969.0;994.0;331.0;312.0
2906;Employee;M-N Business services;1996 2nd quarter;949.0;933.0;1033.0;1015.0;311.0;316.0
2907;Employee;M-N Business services;1996 3rd quarter;976.0;948.0;1062.0;1032.0;290.0;325.0
2908;Employee;M-N Business services;1996 4th quarter;943.0;963.0;1026.0;1049.0;357.0;336.0
2909;Employee;M-N Business services;1996;940.0;;1022.0;;1289.0;
2910;Employee;M-N Business services;1997 1st quarter;953.0;978.0;1038.0;1066.0;349.0;336.0
2911;Employee;M-N Business services;1997 2nd quarter;1018.0;1000.0;1110.0;1090.0;343.0;341.0
2912;Employee;M-N Business services;1997 3rd quarter;1054.0;1023.0;1150.0;1116.0;309.0;345.0
2913;Employee;M-N Business services;1997 4th quarter;1014.0;1035.0;1105.0;1130.0;367.0;346.0
2914;Employee;M-N Business services;1997;1010.0;;1101.0;;1368.0;
2915;Employee;M-N Business services;1998 1st quarter;1018.0;1047.0;1119.0;1150.0;373.0;353.0
2916;Employee;M-N Business services;1998 2nd quarter;1082.0;1064.0;1191.0;1170.0;356.0;359.0
2917;Employee;M-N Business services;1998 3rd quarter;1107.0;1075.0;1219.0;1183.0;325.0;365.0
2918;Employee;M-N Business services;1998 4th quarter;1063.0;1085.0;1169.0;1193.0;391.0;367.0
2919;Employee;M-N Business services;1998;1068.0;;1174.0;;1444.0;
2920;Employee;M-N Business services;1999 1st quarter;1078.0;1109.0;1181.0;1214.0;395.0;375.0
2921;Employee;M-N Business services;1999 2nd quarter;1134.0;1115.0;1243.0;1222.0;374.0;379.0
2922;Employee;M-N Business services;1999 3rd quarter;1156.0;1122.0;1267.0;1229.0;336.0;381.0
2923;Employee;M-N Business services;1999 4th quarter;1105.0;1127.0;1210.0;1234.0;413.0;384.0
2924;Employee;M-N Business services;1999;1118.0;;1225.0;;1518.0;
2925;Employee;M-N Business services;2000 1st quarter;1099.0;1131.0;1206.0;1240.0;419.0;385.0
2926;Employee;M-N Business services;2000 2nd quarter;1164.0;1145.0;1277.0;1257.0;392.0;394.0
2927;Employee;M-N Business services;2000 3rd quarter;1191.0;1157.0;1307.0;1268.0;338.0;388.0
2928;Employee;M-N Business services;2000 4th quarter;1142.0;1163.0;1251.0;1273.0;406.0;388.0
2929;Employee;M-N Business services;2000;1149.0;;1260.0;;1555.0;
2930;Employee;M-N Business services;2001 1st quarter;1135.0;1167.0;1237.0;1273.0;426.0;395.0
2931;Employee;M-N Business services;2001 2nd quarter;1184.0;1167.0;1290.0;1272.0;393.0;397.0
2932;Employee;M-N Business services;2001 3rd quarter;1199.0;1165.0;1307.0;1269.0;342.0;395.0
2933;Employee;M-N Business services;2001 4th quarter;1143.0;1162.0;1244.0;1263.0;419.0;395.0
2934;Employee;M-N Business services;2001;1165.0;;1270.0;;1581.0;
2935;Employee;M-N Business services;2002 1st quarter;1131.0;1162.0;1222.0;1258.0;416.0;391.0
2936;Employee;M-N Business services;2002 2nd quarter;1171.0;1156.0;1266.0;1250.0;384.0;389.0
2937;Employee;M-N Business services;2002 3rd quarter;1185.0;1152.0;1282.0;1245.0;341.0;388.0
2938;Employee;M-N Business services;2002 4th quarter;1129.0;1146.0;1221.0;1238.0;413.0;386.0
2939;Employee;M-N Business services;2002;1154.0;;1248.0;;1554.0;
2940;Employee;M-N Business services;2003 1st quarter;1101.0;1131.0;1183.0;1217.0;409.0;383.0
2941;Employee;M-N Business services;2003 2nd quarter;1134.0;1122.0;1219.0;1205.0;372.0;379.0
2942;Employee;M-N Business services;2003 3rd quarter;1143.0;1111.0;1228.0;1194.0;331.0;376.0
2943;Employee;M-N Business services;2003 4th quarter;1098.0;1114.0;1180.0;1197.0;401.0;376.0
2944;Employee;M-N Business services;2003;1119.0;;1203.0;;1514.0;
2945;Employee;M-N Business services;2004 1st quarter;1047.0;1073.0;1146.0;1177.0;401.0;375.0
2946;Employee;M-N Business services;2004 2nd quarter;1099.0;1088.0;1204.0;1192.0;366.0;379.0
2947;Employee;M-N Business services;2004 3rd quarter;1132.0;1101.0;1242.0;1207.0;336.0;384.0
2948;Employee;M-N Business services;2004 4th quarter;1099.0;1113.0;1205.0;1221.0;420.0;386.0
2949;Employee;M-N Business services;2004;1094.0;;1199.0;;1524.0;
2950;Employee;M-N Business services;2005 1st quarter;1106.0;1133.0;1213.0;1243.0;410.0;387.0
2951;Employee;M-N Business services;2005 2nd quarter;1154.0;1145.0;1267.0;1256.0;385.0;390.0
2952;Employee;M-N Business services;2005 3rd quarter;1180.0;1149.0;1296.0;1262.0;347.0;392.0
2953;Employee;M-N Business services;2005 4th quarter;1147.0;1159.0;1260.0;1273.0;421.0;394.0
2954;Employee;M-N Business services;2005;1147.0;;1259.0;;1563.0;
2955;Employee;M-N Business services;2006 1st quarter;1164.0;1191.0;1277.0;1308.0;443.0;404.0
2956;Employee;M-N Business services;2006 2nd quarter;1221.0;1214.0;1341.0;1333.0;399.0;410.0
2957;Employee;M-N Business services;2006 3rd quarter;1273.0;1242.0;1400.0;1364.0;367.0;420.0
2958;Employee;M-N Business services;2006 4th quarter;1272.0;1280.0;1398.0;1408.0;454.0;429.0
2959;Employee;M-N Business services;2006;1232.0;;1354.0;;1663.0;
2960;Employee;M-N Business services;2007 1st quarter;1249.0;1279.0;1372.0;1405.0;469.0;433.0
2961;Employee;M-N Business services;2007 2nd quarter;1311.0;1307.0;1442.0;1437.0;427.0;441.0
2962;Employee;M-N Business services;2007 3rd quarter;1358.0;1327.0;1494.0;1459.0;391.0;445.0
2963;Employee;M-N Business services;2007 4th quarter;1346.0;1348.0;1480.0;1484.0;484.0;453.0
2964;Employee;M-N Business services;2007;1316.0;;1447.0;;1772.0;
2965;Employee;M-N Business services;2008 1st quarter;1321.0;1353.0;1452.0;1488.0;496.0;464.0
2966;Employee;M-N Business services;2008 2nd quarter;1360.0;1359.0;1494.0;1493.0;451.0;464.0
2967;Employee;M-N Business services;2008 3rd quarter;1390.0;1358.0;1528.0;1493.0;411.0;459.0
2968;Employee;M-N Business services;2008 4th quarter;1346.0;1344.0;1479.0;1477.0;488.0;458.0
2969;Employee;M-N Business services;2008;1354.0;;1488.0;;1846.0;
2970;Employee;M-N Business services;2009 1st quarter;1295.0;1328.0;1422.0;1459.0;480.0;454.0
2971;Employee;M-N Business services;2009 2nd quarter;1294.0;1295.0;1421.0;1420.0;418.0;437.0
2972;Employee;M-N Business services;2009 3rd quarter;1302.0;1273.0;1430.0;1397.0;381.0;420.0
