ID;ProvincieOpdrachtgever;Periode;TotaleBouwsom_1;TotaalNieuwbouw_2;Woningen_3;Bedrijfsgebouwen_4;AgrarischeGebouwen_5;IndustrieEnBouwnijverheid_6;HandelEnHoreca_7;VervoerEnCommunicatie_8;ZakelijkeDienstverlening_9;OpenbaarBestuur_10;Onderwijs_11;GezondheidsEnWelzijnszorg_12;OverigeDienstverlening_13;BouwsomOverig_14
1153;Flevoland;2000 Januari-september;566;533;362;172;18;29;35;6;54;10;4;7;9;33
1154;Flevoland;2000 Oktober;44;41;17;24;2;8;6;0;8;0;0;0;0;3
1155;Flevoland;2000 Januari-oktober;611;575;379;196;20;37;41;6;61;10;5;7;9;36
1156;Flevoland;2000 Januari-november;620;584;385;199;21;39;41;6;61;10;5;7;9;36
1157;Flevoland;2000 November;9;9;6;2;0;2;0;0;0;0;0;0;0;0
1158;Flevoland;2000 December;5;4;2;1;0;1;0;0;0;0;0;0;0;1
1159;Flevoland;2000 4e kwartaal;59;54;25;29;3;11;7;0;8;0;0;0;0;5
1160;Flevoland;2000;625;588;387;200;21;40;41;6;61;10;5;7;9;37
1161;Flevoland;2001 Januari;34;31;24;6;3;2;1;0;0;0;0;0;0;3
1162;Flevoland;2001 Februari;84;75;28;46;2;3;15;7;18;0;0;1;0;9
1163;Flevoland;2001 Maart;89;82;26;55;2;7;11;5;26;0;0;2;2;7
1164;Flevoland;2001 1e kwartaal;207;187;79;108;7;13;27;11;45;0;0;3;2;20
1165;Flevoland;2001 April;36;27;21;5;0;1;0;1;0;0;0;0;3;9
1166;Flevoland;2001 Mei;61;41;18;21;3;0;2;0;13;0;3;0;0;20
1167;Flevoland;2001 Juni;34;30;8;22;2;4;12;2;0;0;1;0;1;4
1168;Flevoland;2001 2e kwartaal;130;97;47;50;5;5;15;3;14;0;4;0;4;33
1169;Flevoland;2001 Juli;64;57;31;27;1;1;2;1;15;0;4;1;2;7
1170;Flevoland;2001 Augustus;41;36;25;12;1;1;5;0;5;0;0;0;0;5
1171;Flevoland;2001 September;38;31;16;16;1;3;4;0;0;0;0;7;1;7
1172;Flevoland;2001 3e kwartaal;144;125;72;52;3;5;10;1;19;0;4;7;3;19
1173;Flevoland;2001 Oktober;72;67;42;24;3;3;1;0;7;0;5;1;4;5
1174;Flevoland;2001 November;35;32;14;17;0;4;3;0;4;0;0;0;6;3
1175;Flevoland;2001 December;40;35;5;30;1;4;0;0;21;0;3;0;1;5
1176;Flevoland;2001 4e kwartaal;146;132;60;72;4;11;4;0;32;0;8;2;11;14
1177;Flevoland;2001 Januari-februari;118;105;52;53;5;6;16;7;18;0;0;1;0;13
1178;Flevoland;2001 Januari-maart;207;187;79;108;7;13;27;11;45;0;0;3;2;20
1179;Flevoland;2001 Januari-april;242;213;100;113;7;13;27;12;45;0;1;3;5;29
1180;Flevoland;2001 Januari-mei;303;254;118;136;11;14;29;12;58;0;4;3;5;49
1181;Flevoland;2001 Januari-juni;337;284;126;159;12;18;42;14;59;0;5;3;6;53
1182;Flevoland;2001 Januari-juli;401;342;157;184;13;19;43;15;74;0;8;4;8;59
1183;Flevoland;2001 Januari-augustus;442;377;182;196;14;20;48;15;78;0;9;4;8;65
1184;Flevoland;2001 Januari-september;480;409;198;211;15;23;52;15;78;0;9;10;9;71
1185;Flevoland;2001 Januari-oktober;552;476;239;235;18;26;53;15;85;0;13;12;13;76
1186;Flevoland;2001 Januari-november;587;507;253;254;18;30;56;16;89;0;14;12;19;80
1187;Flevoland;2001;627;542;258;284;19;34;56;16;110;0;17;12;20;85
1188;Gelderland;1995 Januari;104;88;58;30;2;5;10;1;1;0;6;2;3;16
1189;Gelderland;1995 Februari;84;72;52;21;2;3;4;2;1;0;0;6;3;12
1190;Gelderland;1995 Maart;118;84;60;24;3;4;6;0;2;0;5;3;1;34
1191;Gelderland;1995 1e kwartaal;306;244;170;74;6;11;20;3;5;1;10;11;7;62
1192;Gelderland;1995 April;87;64;49;13;2;1;2;2;0;4;0;1;1;23
1193;Gelderland;1995 Mei;102;79;50;29;3;7;3;0;2;0;0;9;5;23
1194;Gelderland;1995 juni;170;141;89;51;3;3;6;2;32;0;0;4;1;29
1195;Gelderland;1995 2e kwartaal;358;283;189;95;8;11;11;4;34;4;1;14;8;75
1196;Gelderland;1995 Juli;101;78;38;41;2;2;5;3;2;13;13;0;1;23
1197;Gelderland;1995 Augustus;116;96;63;33;4;5;5;0;10;0;2;3;4;20
1198;Gelderland;1995 September;141;118;79;39;4;12;11;2;5;0;4;0;1;23
1199;Gelderland;1995 3e kwartaal;358;292;179;114;9;19;20;5;18;14;19;4;6;66
1200;Gelderland;1995 Oktober;139;113;81;30;1;3;6;1;9;7;0;2;1;26
1201;Gelderland;1995 November;94;75;51;25;2;5;11;1;3;1;0;1;1;19
1202;Gelderland;1995 December;109;85;65;20;3;2;3;0;4;0;0;5;3;24
1203;Gelderland;1995 4e kwartaal;342;273;197;74;5;10;20;2;16;8;0;8;5;69
1204;Gelderland;1995;1365;1093;735;357;29;51;71;14;73;27;30;36;26;272
1205;Gelderland;1996 Januari;92;72;44;26;1;5;6;0;7;2;1;2;2;20
1206;Gelderland;1996 Februari;105;82;58;23;2;2;2;1;6;2;0;7;1;23
1207;Gelderland;1996 Maart;154;120;97;23;2;6;8;0;4;0;1;2;0;34
1208;Gelderland;1996 1e kwartaal;351;274;199;75;5;13;17;1;17;5;3;11;3;77
1209;Gelderland;1996 April;101;87;65;20;2;3;3;1;1;2;0;7;1;14
1210;Gelderland;1996 Mei;154;122;77;46;3;5;7;3;18;0;0;9;1;32
1211;Gelderland;1996 Juni;178;149;77;73;4;5;6;0;23;20;12;2;1;29
1212;Gelderland;1996 2e kwartaal;433;359;218;142;9;13;16;5;42;23;13;18;3;74
1213;Gelderland;1996 Juli;133;107;47;61;5;13;7;0;3;19;1;2;11;26
1214;Gelderland;1996 Augustus;99;83;54;27;2;7;5;0;6;6;0;1;0;16
1215;Gelderland;1996 September;121;93;56;36;3;16;7;1;4;3;0;1;1;28
1216;Gelderland;1996 3e kwartaal;353;283;157;125;10;36;19;2;12;28;1;4;13;70
1217;Gelderland;1996 Oktober;112;95;59;37;4;4;4;0;11;1;1;7;5;17
1218;Gelderland;1996 November;135;97;70;27;2;7;4;0;2;1;1;8;2;38
1219;Gelderland;1996 December;141;123;85;38;3;5;3;3;5;0;0;10;9;18
1220;Gelderland;1996 4e kwartaal;388;316;213;103;8;16;11;4;19;2;2;25;16;72
1221;Gelderland;1996;1525;1232;788;443;31;78;63;11;90;58;20;58;34;293
1222;Gelderland;1997 Januari;99;78;55;23;2;6;4;0;7;0;2;2;0;21
1223;Gelderland;1997 Februari;76;61;38;23;3;6;2;1;8;0;0;3;0;15
1224;Gelderland;1997 Maart;104;79;49;31;4;5;5;0;7;3;6;1;0;25
1225;Gelderland;1997 1e kwartaal;280;220;142;77;8;17;10;1;22;3;8;7;1;60
1226;Gelderland;1997 April;139;116;64;52;4;10;14;0;5;8;0;10;1;23
1227;Gelderland;1997 Mei;131;103;65;37;5;8;5;2;5;0;9;2;1;28
1228;Gelderland;1997 Juni;149;110;70;41;2;6;3;3;11;0;0;14;2;39
1229;Gelderland;1997 2e kwartaal;419;329;199;129;10;23;22;6;21;8;9;26;4;90
1230;Gelderland;1997 Juli;138;108;62;46;4;6;13;0;8;5;5;5;0;30
1231;Gelderland;1997 Augustus;126;105;67;39;4;3;10;1;8;0;1;7;5;21
1232;Gelderland;1997 September;140;109;74;34;5;7;4;0;13;0;0;2;3;31
1233;Gelderland;1997 3e kwartaal;404;321;202;119;13;16;26;1;29;6;5;14;9;83
1234;Gelderland;1997 Oktober;140;117;75;44;5;5;6;0;7;3;5;5;8;23
1235;Gelderland;1997 November;157;133;79;57;5;7;10;4;11;3;3;8;6;24
1236;Gelderland;1997 December;110;82;67;15;5;2;2;0;5;0;0;1;0;28
1237;Gelderland;1997 4e kwartaal;408;333;221;112;14;15;18;4;22;5;7;13;14;75
1238;Gelderland;1997;1511;1203;764;438;44;71;76;13;94;23;29;60;28;308
1239;Gelderland;1998 Januari;117;89;44;43;2;5;4;0;25;0;0;7;0;28
1240;Gelderland;1998 Februari;104;80;40;40;4;9;10;0;7;2;6;1;1;24
1241;Gelderland;1998 Maart;147;112;72;39;2;8;7;1;12;7;0;0;2;35
1242;Gelderland;1998 1e kwartaal;367;280;157;122;8;21;20;1;44;9;7;9;3;87
1243;Gelderland;1998 April;146;112;65;46;4;5;11;10;11;0;0;4;1;34
1244;Gelderland;1998 Mei;111;87;62;23;5;4;7;1;6;0;0;0;0;24
1245;Gelderland;1998 Juni;168;140;80;59;5;9;5;2;16;0;1;11;10;28
1246;Gelderland;1998 2e kwartaal;424;338;208;130;14;17;24;13;34;0;2;15;11;86
1247;Gelderland;1998 Juli;207;167;83;84;5;12;5;22;5;2;4;5;24;40
1248;Gelderland;1998 Augustus;123;100;61;39;4;9;6;0;5;0;5;6;4;23
1249;Gelderland;1998 September;163;135;81;55;9;10;5;10;10;0;5;4;2;28
1250;Gelderland;1998 3e kwartaal;493;402;226;178;19;30;15;33;20;3;13;15;30;91
1251;Gelderland;1998 Oktober;177;146;107;38;2;2;9;3;13;1;1;5;2;31
1252;Gelderland;1998 November;124;103;68;34;4;9;10;2;6;0;0;2;1;21
1253;Gelderland;1998 December;177;155;90;64;5;19;16;0;9;9;5;1;0;22
1254;Gelderland;1998 4e kwartaal;478;403;265;138;11;29;35;6;28;10;7;8;4;75
1255;Gelderland;1998;1763;1424;855;569;52;98;94;53;126;22;29;47;48;339
1256;Gelderland;1999 Januari;136;119;74;43;4;5;8;7;9;3;3;2;2;17
1257;Gelderland;1999 Februari;135;78;53;24;3;7;1;8;4;0;0;0;1;57
1258;Gelderland;1999 Maart;96;76;43;32;4;5;5;0;12;0;1;0;5;20
1259;Gelderland;1999 1e kwartaal;366;272;170;103;10;17;14;16;25;4;5;3;9;94
1260;Gelderland;1999 April;137;108;64;42;5;8;8;1;16;2;0;0;2;29
1261;Gelderland;1999 Mei;142;108;53;55;7;10;7;1;16;4;0;8;2;34
1262;Gelderland;1999 Juni;145;111;62;49;5;5;8;5;6;4;0;1;15;34
1263;Gelderland;1999 2e kwartaal;424;327;179;149;17;24;23;7;39;10;0;9;20;97
1264;Gelderland;1999 Juli;161;125;76;48;4;6;6;0;22;6;1;0;3;36
1265;Gelderland;1999 Augustus;133;95;36;58;6;5;11;4;21;6;0;4;1;38
1266;Gelderland;1999 September;156;122;88;34;5;4;9;1;6;0;2;6;1;34
1267;Gelderland;1999 3e kwartaal;450;341;200;141;15;15;27;5;49;12;3;10;5;109
1268;Gelderland;1999 Oktober;136;80;42;38;3;10;7;1;11;2;1;2;1;56
1269;Gelderland;1999 November;199;163;62;101;6;9;33;16;31;4;0;1;1;36
1270;Gelderland;1999 December;161;136;72;63;6;6;13;0;26;0;0;9;3;25
1271;Gelderland;1999 4e kwartaal;496;379;175;204;15;25;53;18;68;6;1;13;5;117
1272;Gelderland;1999;1736;1319;724;593;57;80;116;45;181;32;9;35;38;417
1273;Gelderland;2000 Januari;95;76;39;35;5;10;9;0;10;0;0;1;0;19
1274;Gelderland;2000 Februari;127;93;59;31;5;7;9;0;10;0;0;0;0;34
1275;Gelderland;2000 Maart;164;136;74;62;3;7;12;2;12;16;0;8;2;28
1276;Gelderland;2000 1e kwartaal;385;304;172;133;13;25;30;3;33;16;0;10;3;81
1277;Gelderland;2000 April;103;82;56;25;3;5;5;2;5;1;2;0;2;21
1278;Gelderland;2000 Mei;136;87;39;50;3;10;2;25;4;0;0;5;1;49
1279;Gelderland;2000 Juni;139;108;64;44;4;12;9;1;15;0;0;2;1;31
1280;Gelderland;2000 2e kwartaal;378;277;159;119;10;27;17;27;24;1;2;6;5;101
1281;Gelderland;2000 Juli;145;116;65;50;6;7;4;2;24;0;2;4;1;29
1282;Gelderland;2000 Augustus;101;72;38;33;2;9;5;3;6;0;3;4;1;29
1283;Gelderland;2000 September;182;146;99;46;5;8;18;2;5;0;2;4;2;36
1284;Gelderland;2000 3e kwartaal;427;333;202;131;14;24;26;6;36;1;6;13;5;94
1285;Gelderland;2000 Januari-september;1191;915;533;383;36;76;74;37;93;18;8;29;12;276
1286;Gelderland;2000 Oktober;124;102;57;45;9;11;7;0;11;0;1;3;3;22
1287;Gelderland;2000 Januari-oktober;1315;1017;589;429;46;87;81;37;104;18;9;32;15;298
1288;Gelderland;2000 Januari-november;1435;1110;635;476;50;93;94;41;114;20;9;32;23;325
1289;Gelderland;2000 November;120;92;45;47;4;5;14;4;10;1;0;1;8;28
1290;Gelderland;2000 December;182;154;85;68;5;15;8;0;20;4;9;4;3;28
1291;Gelderland;2000 4e kwartaal;426;349;187;163;19;32;29;5;40;5;10;8;15;77
1292;Gelderland;2000;1617;1264;720;544;55;108;102;41;134;24;18;36;26;353
1293;Gelderland;2001 Januari;120;86;45;41;3;4;8;1;5;5;0;14;1;34
1294;Gelderland;2001 Februari;133;90;48;43;3;19;5;2;12;1;0;0;1;43
1295;Gelderland;2001 Maart;176;131;52;78;7;9;5;6;16;0;7;24;4;45
1296;Gelderland;2001 1e kwartaal;430;308;146;162;14;32;18;9;33;6;7;38;5;122
1297;Gelderland;2001 April;141;106;35;72;3;18;2;7;35;1;1;5;0;35
1298;Gelderland;2001 Mei;127;98;52;45;7;10;4;0;20;0;1;2;1;29
1299;Gelderland;2001 Juni;131;97;53;45;6;8;6;1;20;0;1;2;1;34
1300;Gelderland;2001 2e kwartaal;400;303;139;163;16;37;12;8;75;1;3;9;2;97
1301;Gelderland;2001 Juli;196;130;68;62;6;10;20;2;20;2;0;1;1;66
1302;Gelderland;2001 Augustus;131;98;65;32;6;10;9;0;5;0;1;0;1;33
1303;Gelderland;2001 September;107;89;43;47;6;6;4;2;11;14;1;1;2;18
1304;Gelderland;2001 3e kwartaal;434;317;175;142;18;26;33;4;37;16;2;2;4;117
1305;Gelderland;2001 Oktober;207;159;95;64;8;5;6;5;18;15;5;1;1;48
1306;Gelderland;2001 November;103;81;42;39;6;7;6;0;3;0;6;3;8;22
1307;Gelderland;2001 December;139;105;34;70;5;6;3;0;10;0;1;37;8;34
1308;Gelderland;2001 4e kwartaal;449;345;171;176;19;19;14;6;32;15;12;42;17;104
1309;Gelderland;2001 Januari-februari;254;177;93;84;7;23;13;3;17;6;0;14;1;77
1310;Gelderland;2001 Januari-maart;430;308;146;162;14;32;18;9;33;6;7;38;5;122
1311;Gelderland;2001 Januari-april;571;414;180;234;17;50;20;16;68;7;8;43;5;157
1312;Gelderland;2001 Januari-mei;698;512;232;280;24;60;24;16;88;7;9;45;7;186
1313;Gelderland;2001 Januari-juni;830;610;285;325;30;69;30;18;108;7;10;46;7;220
1314;Gelderland;2001 Januari-juli;1026;741;353;388;36;78;50;20;129;9;10;47;9;285
1315;Gelderland;2001 Januari-augustus;1156;837;418;419;42;89;59;20;133;9;11;47;9;319
1316;Gelderland;2001 Januari-september;1263;926;460;467;49;95;63;22;145;22;12;48;11;337
1317;Gelderland;2001 Januari-oktober;1471;1086;555;531;57;100;69;27;163;37;17;49;12;385
1318;Gelderland;2001 Januari-november;1574;1167;597;570;62;107;74;28;166;37;23;53;20;407
1319;Gelderland;2001;1713;1272;631;640;68;113;77;28;176;37;24;90;27;441
1320;Utrecht (pv);1995 Januari;50;41;33;8;0;2;0;1;1;0;1;0;3;9
1321;Utrecht (pv);1995 Februari;88;78;53;25;0;1;1;0;0;23;0;0;0;10
1322;Utrecht (pv);1995 Maart;107;96;25;72;1;0;3;14;0;0;0;46;8;11
1323;Utrecht (pv);1995 1e kwartaal;245;216;109;106;2;4;4;15;1;23;1;46;10;29
1324;Utrecht (pv);1995 April;37;32;22;10;0;1;0;0;5;0;0;4;0;5
1325;Utrecht (pv);1995 Mei;73;66;41;25;1;1;3;0;5;0;0;9;6;7
1326;Utrecht (pv);1995 juni;110;85;57;27;2;1;6;4;2;10;2;0;0;25
1327;Utrecht (pv);1995 2e kwartaal;220;182;120;62;3;2;9;5;12;10;2;13;6;38
1328;Utrecht (pv);1995 Juli;74;55;39;14;1;1;1;0;1;0;10;0;0;19
1329;Utrecht (pv);1995 Augustus;94;79;39;41;2;4;2;5;2;0;26;0;0;15
1330;Utrecht (pv);1995 September;53;46;15;30;0;2;7;0;8;2;10;0;1;7
1331;Utrecht (pv);1995 3e kwartaal;220;180;93;87;4;7;9;5;11;2;46;1;2;40
1332;Utrecht (pv);1995 Oktober;75;62;46;15;0;2;4;1;2;0;0;5;1;13
1333;Utrecht (pv);1995 November;61;51;39;12;0;1;3;1;4;1;1;0;1;10
1334;Utrecht (pv);1995 December;118;107;62;45;1;3;8;2;24;0;0;7;0;11
1335;Utrecht (pv);1995 4e kwartaal;254;220;147;73;2;6;15;4;29;1;2;12;2;34
1336;Utrecht (pv);1995;939;797;469;328;10;19;38;28;54;36;51;72;20;142
1337;Utrecht (pv);1996 Januari;78;63;40;21;0;1;1;0;5;0;0;3;11;15
1338;Utrecht (pv);1996 Februari;59;48;36;9;0;3;4;0;2;0;0;0;0;11
1339;Utrecht (pv);1996 Maart;34;27;16;9;0;1;0;0;4;0;0;0;4;7
1340;Utrecht (pv);1996 1e kwartaal;170;136;93;42;0;5;6;1;10;0;0;4;16;34
1341;Utrecht (pv);1996 April;44;34;20;14;0;1;5;0;5;0;0;0;3;10
1342;Utrecht (pv);1996 Mei;63;56;23;34;1;2;5;2;23;0;0;0;1;7
1343;Utrecht (pv);1996 Juni;78;68;60;8;1;4;0;0;3;0;0;0;0;10
1344;Utrecht (pv);1996 2e kwartaal;184;158;103;53;2;6;10;2;29;0;0;0;4;26
1345;Utrecht (pv);1996 Juli;47;37;9;27;1;5;7;0;8;2;0;3;1;10
1346;Utrecht (pv);1996 Augustus;75;53;28;26;0;4;2;8;10;0;1;1;0;22
1347;Utrecht (pv);1996 September;65;54;39;14;0;5;2;0;0;7;0;0;0;11
1348;Utrecht (pv);1996 3e kwartaal;188;145;76;69;1;13;11;8;19;9;2;4;2;43
1349;Utrecht (pv);1996 Oktober;96;89;74;12;0;2;2;0;7;0;0;0;1;7
1350;Utrecht (pv);1996 November;104;73;57;15;0;5;2;0;1;3;0;0;4;31
1351;Utrecht (pv);1996 December;77;68;58;10;0;2;1;1;3;0;2;0;1;9
1352;Utrecht (pv);1996 4e kwartaal;278;230;190;41;1;10;6;2;11;3;2;1;5;48
1353;Utrecht (pv);1996;820;669;461;208;5;34;33;13;70;12;4;10;27;151
1354;Utrecht (pv);1997 Januari;51;36;19;16;0;0;1;0;15;0;0;0;0;15
1355;Utrecht (pv);1997 Februari;75;68;39;29;0;5;4;0;10;0;7;3;0;7
1356;Utrecht (pv);1997 Maart;160;148;100;47;0;6;6;28;5;0;0;0;2;12
1357;Utrecht (pv);1997 1e kwartaal;285;251;157;94;1;12;10;28;30;0;7;3;3;34
1358;Utrecht (pv);1997 April;59;43;28;14;1;1;2;1;8;0;0;1;0;16
1359;Utrecht (pv);1997 Mei;58;45;24;22;0;2;3;0;4;4;5;1;3;13
1360;Utrecht (pv);1997 Juni;85;70;37;33;0;2;3;4;22;1;0;0;1;15
1361;Utrecht (pv);1997 2e kwartaal;201;158;88;72;2;5;8;5;34;5;5;3;5;43
1362;Utrecht (pv);1997 Juli;51;37;16;21;2;2;4;0;9;2;0;0;2;14
1363;Utrecht (pv);1997 Augustus;103;94;64;30;1;1;2;19;6;1;0;0;0;9
1364;Utrecht (pv);1997 September;107;96;41;53;0;3;3;1;9;37;0;0;0;11
1365;Utrecht (pv);1997 3e kwartaal;261;226;121;104;3;5;8;20;23;41;0;1;3;35
1366;Utrecht (pv);1997 Oktober;78;57;38;17;0;3;2;0;8;0;1;1;2;21
1367;Utrecht (pv);1997 November;128;107;59;46;0;11;27;0;7;0;1;0;0;21
1368;Utrecht (pv);1997 December;128;120;73;49;1;2;5;0;27;10;0;4;0;8
1369;Utrecht (pv);1997 4e kwartaal;334;283;169;115;2;16;34;1;42;11;2;5;2;51
1370;Utrecht (pv);1997;1083;920;535;384;8;38;60;54;130;56;14;12;12;163
1371;Utrecht (pv);1998 Januari;81;64;36;28;0;5;4;5;14;0;0;0;0;17
1372;Utrecht (pv);1998 Februari;64;56;39;17;0;3;6;0;6;0;0;2;0;8
1373;Utrecht (pv);1998 Maart;93;63;39;23;1;2;3;1;14;1;0;1;0;30
1374;Utrecht (pv);1998 1e kwartaal;237;183;113;69;2;9;13;6;34;1;0;4;0;54
1375;Utrecht (pv);1998 April;69;50;32;18;0;1;3;7;5;0;0;1;1;19
1376;Utrecht (pv);1998 Mei;74;66;45;20;1;1;1;0;15;1;0;1;0;8
1377;Utrecht (pv);1998 Juni;46;36;12;25;1;10;2;0;10;0;0;1;1;10
1378;Utrecht (pv);1998 2e kwartaal;189;153;89;63;2;12;6;7;30;1;0;3;2;36
1379;Utrecht (pv);1998 Juli;119;100;75;24;2;2;3;0;17;0;0;0;0;19
1380;Utrecht (pv);1998 Augustus;47;31;9;20;0;1;2;0;5;12;0;0;0;16
1381;Utrecht (pv);1998 September;94;75;44;31;0;0;3;0;18;0;4;5;1;19
1382;Utrecht (pv);1998 3e kwartaal;260;206;129;77;3;3;7;0;41;13;4;5;1;54
1383;Utrecht (pv);1998 Oktober;98;89;67;20;0;1;4;0;11;0;3;0;1;9
1384;Utrecht (pv);1998 November;91;75;39;37;7;3;10;8;6;1;0;0;2;16
1385;Utrecht (pv);1998 December;74;56;32;22;0;6;4;0;10;0;0;2;0;18
1386;Utrecht (pv);1998 4e kwartaal;262;219;137;81;8;10;18;8;27;1;3;2;4;43
1387;Utrecht (pv);1998;949;760;469;291;16;34;45;21;131;16;8;13;7;189
1388;Utrecht (pv);1999 Januari;42;32;12;18;0;2;3;0;10;3;0;0;0;10
1389;Utrecht (pv);1999 Februari;78;70;34;36;0;2;3;4;25;0;0;1;1;8
1390;Utrecht (pv);1999 Maart;114;79;19;59;1;2;15;5;36;0;0;0;0;35
1391;Utrecht (pv);1999 1e kwartaal;235;181;65;117;2;6;22;9;72;3;0;1;2;54
1392;Utrecht (pv);1999 April;113;99;69;30;2;1;10;6;9;0;1;1;0;14
1393;Utrecht (pv);1999 Mei;251;233;149;85;1;33;11;0;32;0;7;0;1;18
1394;Utrecht (pv);1999 Juni;83;74;44;29;0;3;2;0;21;1;0;1;1;9
1395;Utrecht (pv);1999 2e kwartaal;447;406;262;143;3;37;23;6;62;1;7;2;2;41
1396;Utrecht (pv);1999 Juli;165;139;51;87;2;1;9;0;42;0;3;20;10;26
1397;Utrecht (pv);1999 Augustus;118;98;77;21;1;4;3;1;5;2;0;4;1;20
1398;Utrecht (pv);1999 September;69;54;30;24;2;2;6;0;5;0;0;9;0;15
1399;Utrecht (pv);1999 3e kwartaal;352;292;159;134;5;7;18;1;53;2;4;32;12;60
1400;Utrecht (pv);1999 Oktober;85;72;53;19;1;0;1;0;16;0;0;0;1;13
1401;Utrecht (pv);1999 November;79;60;43;18;2;1;4;0;4;2;0;4;1;19
1402;Utrecht (pv);1999 December;110;77;47;29;1;0;4;0;5;12;0;6;1;33
1403;Utrecht (pv);1999 4e kwartaal;275;211;142;68;4;2;9;0;25;14;0;10;4;64
1404;Utrecht (pv);1999;1309;1089;629;460;14;52;71;16;211;20;12;45;19;220
1405;Utrecht (pv);2000 Januari;46;36;24;9;0;0;0;4;5;0;0;0;0;10
1406;Utrecht (pv);2000 Februari;64;40;10;27;0;0;9;0;8;0;1;8;1;24
1407;Utrecht (pv);2000 Maart;85;60;36;24;0;2;4;2;12;0;1;1;2;25
1408;Utrecht (pv);2000 1e kwartaal;194;135;70;65;1;3;14;6;25;0;3;10;3;59
1409;Utrecht (pv);2000 April;154;141;86;55;0;3;5;1;44;0;1;0;1;13
1410;Utrecht (pv);2000 Mei;49;35;11;24;1;5;4;0;13;0;0;0;1;14
1411;Utrecht (pv);2000 Juni;124;107;71;35;2;6;3;0;24;0;0;0;0;17
1412;Utrecht (pv);2000 2e kwartaal;328;284;167;117;4;15;13;1;80;0;1;1;2;44
1413;Utrecht (pv);2000 Juli;57;31;21;9;1;4;4;0;0;0;0;0;0;26
1414;Utrecht (pv);2000 Augustus;301;278;131;146;1;5;9;10;95;5;8;9;4;23
1415;Utrecht (pv);2000 September;53;42;26;15;1;2;1;0;8;0;0;3;0;11
1416;Utrecht (pv);2000 3e kwartaal;411;351;178;173;4;12;14;10;103;5;8;12;5;60
1417;Utrecht (pv);2000 Januari-september;934;770;415;355;9;30;39;17;209;6;12;23;10;164
1418;Utrecht (pv);2000 Oktober;86;70;50;19;0;1;1;0;10;5;1;0;1;16
1419;Utrecht (pv);2000 Januari-oktober;1020;840;466;375;9;31;40;18;219;11;13;23;11;180
1420;Utrecht (pv);2000 Januari-november;1215;1008;580;428;11;40;45;19;224;11;40;24;14;207
1421;Utrecht (pv);2000 November;195;168;115;54;2;9;5;2;5;0;27;1;3;27
1422;Utrecht (pv);2000 December;144;124;70;55;1;4;19;2;25;2;0;0;2;20
1423;Utrecht (pv);2000 4e kwartaal;425;363;236;127;3;14;24;4;39;7;29;2;5;62
1424;Utrecht (pv);2000;1359;1133;651;481;12;44;63;21;248;13;40;24;16;226
1425;Utrecht (pv);2001 Januari;142;124;27;97;1;5;1;0;58;3;0;0;29;18
1426;Utrecht (pv);2001 Februari;97;81;26;57;1;6;4;35;6;0;0;4;1;16
1427;Utrecht (pv);2001 Maart;121;89;49;40;2;5;3;1;14;5;1;1;8;32
1428;Utrecht (pv);2001 1e kwartaal;360;294;102;191;5;15;8;35;77;8;1;4;38;66
1429;Utrecht (pv);2001 April;67;49;27;22;1;3;1;0;15;0;0;0;2;18
1430;Utrecht (pv);2001 Mei;62;48;27;21;1;8;1;2;5;0;0;1;3;14
1431;Utrecht (pv);2001 Juni;146;123;54;69;1;1;2;2;43;18;1;0;1;23
1432;Utrecht (pv);2001 2e kwartaal;275;220;108;112;3;11;5;3;63;19;1;1;6;55
1433;Utrecht (pv);2001 Juli;153;133;21;113;2;9;1;4;78;0;13;3;3;20
1434;Utrecht (pv);2001 Augustus;110;84;45;39;1;3;5;0;26;0;0;0;4;26
1435;Utrecht (pv);2001 September;138;118;85;34;1;9;5;0;11;3;2;2;1;20
1436;Utrecht (pv);2001 3e kwartaal;402;336;152;183;4;21;11;4;114;3;14;4;8;66
1437;Utrecht (pv);2001 Oktober;135;113;101;13;2;2;4;0;2;0;2;0;1;22
1438;Utrecht (pv);2001 November;110;97;34;65;1;9;23;2;24;5;1;0;0;13
1439;Utrecht (pv);2001 December;77;60;19;40;1;4;16;1;15;0;0;1;2;17
1440;Utrecht (pv);2001 4e kwartaal;321;269;154;115;3;14;43;3;41;5;2;1;3;52
1441;Utrecht (pv);2001 Januari-februari;239;205;53;153;3;10;5;35;63;3;0;4;30;34
1442;Utrecht (pv);2001 Januari-maart;360;294;102;191;5;15;8;35;77;8;1;4;38;66
1443;Utrecht (pv);2001 Januari-april;427;343;128;214;6;18;10;35;92;8;1;4;40;84
1444;Utrecht (pv);2001 Januari-mei;489;391;155;236;7;26;11;37;97;8;1;6;43;98
1445;Utrecht (pv);2001 Januari-juni;635;514;209;305;8;26;13;39;140;27;2;6;44;121
1446;Utrecht (pv);2001 Januari-juli;788;647;230;416;10;35;14;42;218;27;15;8;47;141
1447;Utrecht (pv);2001 Januari-augustus;898;731;275;455;11;38;19;42;244;27;15;8;51;167
1448;Utrecht (pv);2001 Januari-september;1037;850;361;488;12;47;24;43;254;29;17;10;52;187
1449;Utrecht (pv);2001 Januari-oktober;1172;963;461;501;14;49;29;43;256;29;18;10;53;209
1450;Utrecht (pv);2001 Januari-november;1281;1060;495;565;15;58;52;44;280;34;19;10;53;221
1451;Utrecht (pv);2001;1358;1119;514;604;16;61;67;46;295;34;19;11;55;239
