ID;BedrijfstakkenBranchesSBI2008;Marges;Seizoencorrectie;Perioden;Ondernemersvertrouwen_1;OntwikkelingEconomischKlimaat_2;VerwachtingEconomischKlimaat_3;OnzekerheidsindicatorEconomischKlimaat_4
6450;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 juli;4.5;3.6;5.0;
6451;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 augustus;-0.4;-0.7;-0.8;
6452;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 september;-0.2;-2.1;0.7;
6453;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 oktober;2.2;0.2;3.5;
6454;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 november;1.6;-0.3;3.0;
6455;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 december;-1.1;-4.5;1.4;
6456;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 januari;1.2;-1.8;2.5;
6457;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 februari;1.0;-0.4;0.4;
6458;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 maart;-5.3;-5.3;-7.1;
6459;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 april;-41.8;-29.2;-57.0;
6460;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 mei;-50.9;-50.6;-53.6;
6461;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 juni;-39.8;-50.2;-31.5;
6462;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 juli;-28.7;-47.1;-12.9;
6463;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 augustus;-19.7;-29.5;-12.1;
6464;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 september;-12.1;-15.8;-9.3;
6465;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 oktober;-21.0;-23.8;-20.1;
6466;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 november;-17.1;-17.1;-19.0;
6467;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 december;-14.6;-15.5;-15.2;
6468;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 januari;-15.6;-17.0;-16.1;
6469;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 februari;-16.2;-19.3;-14.3;
6470;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 maart;-7.4;-11.4;-4.4;
6471;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 april;-6.4;-9.1;-4.9;
6472;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 mei;-1.1;-4.7;1.0;1.1
6473;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 juni;1.1;-3.1;3.8;-12.6
6474;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 juli;7.0;4.8;8.1;-5.2
6475;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 augustus;9.3;7.6;9.6;-9.3
6476;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 september;7.7;8.3;6.3;-16.3
6477;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 oktober;14.8;17.6;11.0;-13.0
6478;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 november;9.7;10.1;8.5;-12.1
6479;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 december;1.0;0.7;0.6;-14.1
6480;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 januari;-2.9;-8.4;1.6;-4.6
6481;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 februari;0.8;-2.7;3.3;-8.8
6482;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 maart;2.2;0.7;1.9;-7.6
6483;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 april;-1.0;-2.5;-1.9;-10.2
6484;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 mei;-1.5;-1.7;-2.9;-8.9
6485;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 juni;-4.6;-9.2;-1.6;-15.6
6486;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 juli;-8.2;-12.8;-5.2;-12.3
6487;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 augustus;-6.8;-12.1;-2.3;-14.7
6488;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 september;-8.2;-9.8;-7.7;-10.3
6489;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 oktober;-12.0;-13.0;-12.8;-10.4
6490;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 november;-8.7;-9.1;-9.6;-9.5
6491;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 december;-4.1;-2.7;-7.4;-10.2
6492;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 januari;-9.9;-12.3;-10.2;-4.3
6493;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 februari;-11.1;-15.2;-8.4;-4.4
6494;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 maart;-3.9;-6.4;-2.0;-8.4
6495;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 april;-2.8;-8.2;0.6;-7.3
6496;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 mei;-4.3;-5.8;-4.4;-9.4
6497;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 juni;-12.3;-10.8;-15.2;-11.5
6498;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 juli;-1.9;-1.8;-3.1;-10.2
6499;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 augustus;-7.7;-7.7;-9.8;-13.9
6500;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 september;-4.0;-4.9;-4.3;-8.4
6501;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 oktober;-2.6;1.1;-7.1;-10.2
6502;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 november;-6.4;-8.7;-5.6;-5.0
6503;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 december;-1.9;-5.5;0.2;-8.3
6504;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 januari;-3.2;-6.6;-0.8;-8.2
6505;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 februari;-1.1;-7.1;3.6;-12.6
6506;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 maart;-4.0;-8.3;-1.5;-14.8
6507;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 april;-6.3;-12.8;-0.7;-13.7
6508;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 mei;-1.3;-5.8;1.6;-16.5
6509;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 juni;-6.0;-3.4;-9.4;-14.7
6510;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 juli;-2.9;-6.0;-2.4;-13.7
6511;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 augustus;-6.6;-7.8;-6.8;-12.3
6512;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 september;-6.6;-10.3;-4.2;-12.8
6513;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 oktober;-7.0;-10.0;-4.5;-9.5
6514;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 november;-2.2;-4.8;-1.3;-11.9
6515;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 december;-2.5;-6.0;-0.6;-14.5
6516;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2025 januari;-8.1;-10.2;-6.9;-11.0
6517;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2025 februari;-1.6;-0.8;-3.9;-11.7
6518;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2025 maart;-9.0;-10.8;-8.7;-7.2
6519;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 januari;;;;
6520;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 februari;;;;
6521;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 maart;;;;
6522;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 april;;;;
6523;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 mei;;;;
6524;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 juni;;;;
6525;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 juli;;;;
6526;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 augustus;;;;
6527;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 september;;;;
6528;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 oktober;;;;
6529;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 november;;;;
6530;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 december;;;;
6531;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 januari;;;;
6532;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 februari;;;;
6533;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 maart;;;;
6534;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 april;;;;
6535;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 mei;;;;
6536;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 juni;;;;
6537;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 juli;;;;
6538;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 augustus;;;;
6539;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 september;;;;
6540;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 oktober;;;;
6541;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 november;;;;
6542;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 december;;;;
6543;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 januari;8.3;1.3;17.5;
6544;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 februari;1.6;1.0;7.3;
6545;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 maart;9.5;2.3;23.4;
6546;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 april;13.6;6.5;25.3;
6547;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 mei;7.1;4.7;14.3;
6548;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 juni;10.9;10.2;15.5;
6549;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 juli;10.0;8.4;12.5;
6550;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 augustus;7.2;11.1;8.3;
6551;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 september;9.8;8.9;12.0;
6552;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 oktober;9.2;7.9;15.2;
6553;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 november;8.1;4.6;16.8;
6554;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 december;10.4;10.6;15.5;
6555;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 januari;23.4;19.2;28.0;
6556;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 februari;15.7;11.9;21.1;
6557;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 maart;10.7;11.9;14.3;
6558;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 april;15.2;16.8;14.4;
6559;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 mei;13.2;12.6;19.1;
6560;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 juni;15.0;12.4;19.0;
6561;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 juli;13.3;9.1;18.8;
6562;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 augustus;13.9;7.1;25.0;
6563;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 september;15.2;8.0;25.7;
6564;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 oktober;14.9;10.2;23.1;
6565;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 november;13.9;11.2;20.7;
6566;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 december;18.6;18.5;19.2;
6567;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 januari;13.1;10.8;18.1;
6568;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 februari;12.2;11.0;16.4;
6569;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 maart;11.3;13.4;12.6;
6570;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 april;9.1;8.7;10.7;
6571;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 mei;11.2;10.8;13.3;
6572;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 juni;11.5;7.8;17.5;
6573;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 juli;10.7;9.5;12.6;
6574;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 augustus;6.4;8.3;6.8;
6575;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 september;7.7;10.1;7.8;
6576;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 oktober;11.5;12.8;11.5;
6577;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 november;10.2;9.9;11.7;
6578;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 december;10.7;6.8;16.3;
6579;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 januari;15.1;15.2;15.6;
6580;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 februari;9.8;10.5;10.1;
6581;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 maart;11.2;10.5;13.2;
6582;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 april;15.1;13.1;18.3;
6583;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 mei;15.1;13.7;17.8;
6584;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 juni;16.7;15.8;18.6;
6585;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 juli;15.8;15.4;16.5;
6586;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 augustus;15.9;14.5;18.2;
6587;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 september;15.1;13.2;18.2;
6588;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 oktober;11.9;11.3;14.5;
6589;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 november;15.1;13.7;17.5;
6590;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 december;14.9;14.6;16.2;
6591;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 januari;20.3;23.4;18.2;
6592;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 februari;14.6;16.0;14.3;
6593;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 maart;12.9;10.0;16.9;
6594;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 april;13.3;11.4;15.8;
6595;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 mei;10.4;8.5;13.1;
6596;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 juni;9.3;10.3;9.1;
6597;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 juli;21.4;21.9;21.9;
6598;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 augustus;12.8;10.3;15.4;
6599;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 september;9.0;5.1;14.0;
6600;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 oktober;13.2;13.6;14.0;
6601;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 november;14.7;13.3;16.9;
6602;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 december;11.8;12.5;11.9;
6603;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 januari;13.3;13.7;13.8;
6604;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 februari;14.1;15.4;13.9;
6605;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 maart;13.6;12.2;15.4;
6606;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 april;13.9;14.0;14.5;
6607;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 mei;12.3;11.5;13.3;
6608;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 juni;11.5;12.3;11.0;
6609;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 juli;11.5;11.4;12.0;
6610;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 augustus;6.6;7.1;7.0;
6611;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 september;5.6;4.9;7.3;
6612;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 oktober;10.8;9.2;13.3;
6613;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 november;9.8;7.5;12.4;
6614;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 december;6.7;3.7;10.8;
6615;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 januari;9.8;8.4;13.1;
6616;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 februari;8.0;9.4;8.6;
6617;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 maart;2.5;3.3;3.5;
6618;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 april;-31.2;-16.2;-43.6;
6619;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 mei;-39.1;-35.4;-40.6;
6620;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 juni;-28.0;-37.2;-16.7;
6621;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 juli;-17.7;-32.9;0.1;
6622;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 augustus;-9.9;-16.9;-0.7;
6623;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 september;-1.1;-4.4;3.3;
6624;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 oktober;-9.6;-10.4;-7.1;
6625;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 november;-6.5;-5.3;-6.0;
6626;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 december;-4.0;-3.3;-3.0;
6627;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 januari;-3.8;-3.2;-2.7;
6628;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 februari;-4.4;-5.1;-2.5;
6629;J Informatie en communicatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 maart;3.6;0.4;7.8;
