ID;SectorBranchesSIC2008;Periods;Employee_1;EmployedPerson_2;Employee_3;EmployedPerson_4;Total_5;NetTurnover_6;OtherRevenues_7;Total_8;Total_9;Total_10;InitialStockOfRawAndAuxiliaryMater_11;PurchasedRawAndAuxiliaryMaterials_12;ClosingStockRawAndAuxiliaryMat_13;Total_14;InitialStockOfCommodities_15;PurchasedCommodities_16;ClosingStockOfCommodities_17;PaymentsToSubcontractors_18;PurchaseValueNotElsewhereClassified_19;Total_20;GrossWagesAndSalaries_21;Total_22;EmployerPaidSocialInsurancePremiums_23;PensionAndEarlyRetirementPremiums_24;OtherSocialInsuranceCosts_25;OtherPersonnelCosts_26;Total_27;CostsOfEnergyUse_28;HousingCosts_29;EquipmentAndInventoryCosts_30;TransportCosts_31;SalesCosts_32;CommunicationCosts_33;CostsOfOtherServices_34;OtherLiabilities_35;DepreciationFixedAssets_36;OperatingResults_37;NetFinancialIncome_38;BalanceOfProvisions_39;NetExtraordinaryIncome_40;PreTaxResults_41
276;205 Manufacture of other chemicals;2010;6.8;7.6;6.3;7.0;3982.0;3825.0;157.0;3703.0;2613.0;2297.0;156.0;2318.0;177.0;238.0;46.0;240.0;49.0;9.0;70.0;518.0;359.0;91.0;39.0;52.0;11.0;57.0;457.0;88.0;30.0;70.0;11.0;39.0;7.0;94.0;120.0;115.0;279.0;-38.0;-14.0;-106.0;121.0
277;205 Manufacture of other chemicals;2011;7.1;8.0;6.6;7.3;4672.0;4522.0;149.0;4381.0;3204.0;2899.0;191.0;2909.0;200.0;265.0;48.0;257.0;39.0;27.0;12.0;537.0;374.0;90.0;41.0;49.0;11.0;63.0;531.0;105.0;39.0;96.0;12.0;42.0;7.0;120.0;110.0;110.0;291.0;-6.0;-3.0;-38.0;244.0
278;205 Manufacture of other chemicals;2012;7.9;8.9;7.4;8.0;5093.0;4879.0;214.0;4770.0;3439.0;2518.0;201.0;2520.0;204.0;333.0;58.0;327.0;53.0;581.0;7.0;587.0;414.0;103.0;46.0;57.0;9.0;61.0;604.0;131.0;37.0;120.0;11.0;43.0;7.0;114.0;142.0;140.0;324.0;-34.0;-13.0;-15.0;262.0
279;205 Manufacture of other chemicals;2013;7.9;8.7;7.1;7.8;5131.0;5000.0;131.0;4723.0;3381.0;2547.0;226.0;2526.0;204.0;258.0;40.0;258.0;39.0;575.0;1.0;607.0;421.0;110.0;48.0;62.0;11.0;64.0;596.0;134.0;48.0;85.0;11.0;38.0;7.0;145.0;128.0;139.0;408.0;-49.0;-1.0;9.0;367.0
280;206 Manufacture of man-made fibres;2009;2.0;2.2;1.9;2.1;585.0;578.0;7.0;587.0;147.0;111.0;38.0;102.0;29.0;13.0;16.0;13.0;16.0;15.0;8.0;158.0;119.0;19.0;14.0;5.0;0.0;20.0;191.0;37.0;11.0;28.0;0.0;13.0;3.0;36.0;63.0;91.0;-2.0;24.0;-2.0;-2.0;19.0
281;206 Manufacture of man-made fibres;2010;2.0;2.3;2.0;2.2;859.0;873.0;-15.0;717.0;239.0;124.0;28.0;131.0;34.0;22.0;17.0;24.0;19.0;60.0;32.0;166.0;122.0;19.0;14.0;5.0;0.0;24.0;215.0;37.0;10.0;28.0;1.0;12.0;4.0;36.0;88.0;98.0;142.0;-10.0;-1.0;-12.0;119.0
282;206 Manufacture of man-made fibres;2011;2.2;2.6;2.1;2.3;856.0;846.0;10.0;781.0;239.0;137.0;33.0;154.0;50.0;24.0;19.0;11.0;6.0;74.0;4.0;188.0;129.0;28.0;17.0;11.0;0.0;31.0;235.0;45.0;11.0;35.0;1.0;13.0;4.0;40.0;87.0;119.0;76.0;0.0;-4.0;-28.0;44.0
283;206 Manufacture of man-made fibres;2012;0.7;0.8;0.6;0.7;334.0;335.0;-1.0;338.0;110.0;80.0;11.0;81.0;12.0;23.0;5.0;29.0;12.0;4.0;4.0;61.0;41.0;9.0;4.0;5.0;0.0;11.0;154.0;7.0;4.0;6.0;0.0;6.0;3.0;16.0;112.0;14.0;-4.0;13.0;0.0;-7.0;2.0
284;206 Manufacture of man-made fibres;2013;2.0;2.2;1.9;2.0;757.0;757.0;0.0;699.0;169.0;130.0;38.0;142.0;50.0;24.0;14.0;17.0;7.0;15.0;0.0;165.0;118.0;28.0;18.0;10.0;0.0;19.0;286.0;45.0;9.0;28.0;0.0;17.0;1.0;35.0;150.0;79.0;58.0;-8.0;-1.0;-36.0;13.0
285;21 Manufacture of pharmaceuticals;2009;15.9;17.7;14.3;15.8;6412.0;6015.0;397.0;5431.0;2657.0;1201.0;313.0;1219.0;331.0;1325.0;200.0;1343.0;218.0;49.0;82.0;1107.0;749.0;174.0;90.0;84.0;4.0;180.0;1416.0;64.0;95.0;66.0;18.0;294.0;16.0;370.0;491.0;251.0;981.0;1534.0;-3.0;-56.0;2456.0
286;21 Manufacture of pharmaceuticals;2010;16.3;18.0;14.7;16.3;6783.0;6371.0;412.0;6081.0;2728.0;1152.0;313.0;1151.0;313.0;1311.0;185.0;1268.0;143.0;73.0;192.0;1195.0;822.0;192.0;100.0;92.0;6.0;175.0;1909.0;59.0;96.0;79.0;20.0;291.0;14.0;505.0;844.0;249.0;702.0;7.0;-182.0;172.0;699.0
287;21 Manufacture of pharmaceuticals;2011;14.6;16.3;13.2;14.8;6338.0;6055.0;283.0;5033.0;2375.0;1058.0;304.0;1045.0;291.0;1086.0;139.0;1077.0;130.0;90.0;141.0;1070.0;723.0;193.0;85.0;109.0;6.0;148.0;1345.0;54.0;90.0;84.0;19.0;130.0;15.0;442.0;511.0;243.0;1305.0;27.0;-56.0;583.0;1859.0
288;21 Manufacture of pharmaceuticals;2012;12.8;14.3;11.6;12.9;6986.0;6414.0;572.0;4711.0;2348.0;1116.0;300.0;1121.0;305.0;993.0;52.0;996.0;55.0;95.0;144.0;1022.0;706.0;150.0;89.0;61.0;5.0;161.0;1130.0;53.0;88.0;62.0;21.0;101.0;16.0;307.0;483.0;211.0;2275.0;26.0;30.0;-939.0;1392.0
289;21 Manufacture of pharmaceuticals;2013;11.7;13.5;10.7;12.1;5379.0;5630.0;-251.0;4558.0;2420.0;1154.0;287.0;1162.0;295.0;1028.0;21.0;1028.0;21.0;72.0;166.0;964.0;642.0;174.0;79.0;95.0;5.0;143.0;1016.0;38.0;62.0;39.0;22.0;111.0;14.0;301.0;429.0;158.0;821.0;-2.0;6.0;424.0;1249.0
290;211 Manufacture of basic pharmaceuticals;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
291;211 Manufacture of basic pharmaceuticals;2010;0.4;0.4;0.3;0.4;122.0;120.0;2.0;111.0;71.0;64.0;9.0;65.0;10.0;6.0;0.0;6.0;0.0;1.0;0.0;19.0;13.0;3.0;2.0;1.0;0.0;4.0;17.0;2.0;2.0;2.0;0.0;2.0;0.0;3.0;6.0;5.0;11.0;-2.0;0.0;0.0;9.0
292;211 Manufacture of basic pharmaceuticals;2011;0.3;0.4;0.3;0.4;116.0;115.0;1.0;109.0;75.0;65.0;9.0;67.0;11.0;8.0;0.0;8.0;0.0;1.0;0.0;18.0;12.0;3.0;2.0;1.0;0.0;4.0;11.0;1.0;2.0;2.0;0.0;2.0;0.0;2.0;2.0;5.0;7.0;-1.0;0.0;0.0;6.0
293;211 Manufacture of basic pharmaceuticals;2012;0.4;0.5;0.4;0.4;141.0;138.0;3.0;132.0;89.0;77.0;12.0;78.0;13.0;9.0;0.0;9.0;0.0;3.0;0.0;22.0;14.0;3.0;2.0;1.0;0.0;5.0;15.0;2.0;2.0;2.0;0.0;2.0;0.0;3.0;3.0;5.0;9.0;-1.0;0.0;0.0;8.0
294;211 Manufacture of basic pharmaceuticals;2013;0.3;0.4;0.3;0.4;132.0;131.0;2.0;122.0;84.0;81.0;12.0;80.0;11.0;2.0;0.0;2.0;0.0;1.0;0.0;20.0;13.0;3.0;2.0;1.0;0.0;4.0;14.0;2.0;2.0;3.0;0.0;2.0;0.0;4.0;2.0;4.0;11.0;0.0;0.0;-1.0;10.0
295;212 Manufacture of pharmaceuticals;2009;15.6;17.3;14.0;15.5;6324.0;5929.0;395.0;5352.0;2609.0;1160.0;305.0;1177.0;322.0;1319.0;199.0;1337.0;217.0;48.0;82.0;1091.0;737.0;172.0;89.0;83.0;4.0;178.0;1406.0;63.0;93.0;65.0;18.0;293.0;16.0;369.0;490.0;247.0;972.0;1536.0;-3.0;-56.0;2449.0
296;212 Manufacture of pharmaceuticals;2010;15.9;17.6;14.4;15.9;6661.0;6251.0;410.0;5970.0;2657.0;1088.0;305.0;1086.0;303.0;1305.0;185.0;1263.0;143.0;72.0;192.0;1177.0;810.0;189.0;99.0;91.0;6.0;171.0;1892.0;58.0;94.0;77.0;20.0;290.0;14.0;502.0;838.0;245.0;691.0;9.0;-182.0;172.0;690.0
297;212 Manufacture of pharmaceuticals;2011;14.3;15.9;12.9;14.4;6222.0;5940.0;282.0;4924.0;2300.0;993.0;295.0;978.0;280.0;1078.0;139.0;1069.0;130.0;89.0;141.0;1052.0;711.0;191.0;83.0;108.0;6.0;144.0;1333.0;53.0;88.0;82.0;19.0;128.0;15.0;440.0;509.0;239.0;1298.0;28.0;-56.0;583.0;1854.0
298;212 Manufacture of pharmaceuticals;2012;12.4;13.8;11.3;12.5;6845.0;6276.0;569.0;4579.0;2258.0;1039.0;289.0;1042.0;292.0;984.0;52.0;987.0;55.0;92.0;144.0;1000.0;692.0;147.0;87.0;60.0;5.0;156.0;1115.0;51.0;86.0;60.0;21.0;99.0;15.0;303.0;479.0;206.0;2265.0;27.0;30.0;-939.0;1384.0
299;212 Manufacture of pharmaceuticals;2013;11.4;13.1;10.4;11.7;5246.0;5499.0;-253.0;4436.0;2336.0;1073.0;275.0;1082.0;284.0;1026.0;21.0;1026.0;21.0;71.0;166.0;944.0;628.0;172.0;77.0;94.0;5.0;139.0;1002.0;36.0;60.0;37.0;22.0;109.0;14.0;298.0;427.0;154.0;810.0;-2.0;6.0;425.0;1239.0
300;22 Manufacture rubber, plastic products;2009;30.9;35.1;28.2;31.0;6723.0;6644.0;79.0;6279.0;3287.0;2601.0;362.0;2588.0;350.0;552.0;117.0;537.0;102.0;112.0;23.0;1553.0;1100.0;249.0;147.0;103.0;16.0;187.0;1128.0;195.0;146.0;139.0;52.0;116.0;21.0;201.0;260.0;311.0;444.0;-44.0;-11.0;-27.0;363.0
301;22 Manufacture rubber, plastic products;2010;30.6;34.8;28.1;31.4;7322.0;7192.0;131.0;6798.0;3679.0;2996.0;356.0;3031.0;390.0;536.0;132.0;541.0;138.0;138.0;9.0;1628.0;1156.0;249.0;150.0;99.0;17.0;207.0;1180.0;201.0;155.0;156.0;59.0;123.0;21.0;189.0;276.0;311.0;524.0;-41.0;-2.0;8.0;489.0
302;22 Manufacture rubber, plastic products;2011;31.3;35.9;28.6;32.3;8026.0;7901.0;125.0;7489.0;4305.0;3583.0;396.0;3679.0;492.0;595.0;110.0;603.0;119.0;110.0;18.0;1679.0;1178.0;265.0;155.0;110.0;16.0;220.0;1176.0;185.0;152.0;160.0;54.0;130.0;21.0;187.0;287.0;329.0;537.0;-26.0;-10.0;-8.0;493.0
303;22 Manufacture rubber, plastic products;2012;30.7;35.0;28.1;31.7;8131.0;7998.0;133.0;7642.0;4410.0;3518.0;420.0;3532.0;435.0;763.0;127.0;777.0;141.0;113.0;16.0;1705.0;1201.0;271.0;165.0;107.0;18.0;214.0;1205.0;185.0;158.0;157.0;56.0;129.0;21.0;189.0;309.0;323.0;490.0;-44.0;-24.0;13.0;435.0
304;22 Manufacture rubber, plastic products;2013;30.9;35.3;28.2;32.0;8204.0;8112.0;92.0;7695.0;4487.0;3685.0;399.0;3677.0;390.0;684.0;168.0;682.0;167.0;113.0;5.0;1709.0;1214.0;271.0;165.0;106.0;16.0;207.0;1196.0;185.0;157.0;159.0;58.0;122.0;21.0;199.0;295.0;303.0;510.0;-40.0;-3.0;-2.0;465.0
305;221 Manufacture of rubber products;2009;3.6;4.1;3.4;3.8;651.0;649.0;2.0;616.0;304.0;245.0;28.0;243.0;26.0;57.0;22.0;52.0;18.0;2.0;0.0;199.0;136.0;37.0;22.0;15.0;1.0;25.0;85.0;18.0;11.0;11.0;3.0;4.0;2.0;13.0;23.0;28.0;35.0;-4.0;-5.0;0.0;26.0
306;221 Manufacture of rubber products;2010;3.4;3.9;3.2;3.6;713.0;709.0;4.0;657.0;328.0;255.0;31.0;264.0;40.0;61.0;16.0;62.0;17.0;12.0;1.0;206.0;147.0;31.0;20.0;11.0;3.0;26.0;92.0;17.0;15.0;12.0;5.0;10.0;2.0;13.0;19.0;30.0;56.0;-3.0;0.0;1.0;54.0
307;221 Manufacture of rubber products;2011;3.5;4.1;3.4;3.9;892.0;870.0;22.0;820.0;498.0;402.0;38.0;408.0;44.0;75.0;12.0;82.0;20.0;14.0;8.0;201.0;137.0;30.0;18.0;12.0;2.0;32.0;92.0;17.0;16.0;11.0;4.0;14.0;2.0;14.0;15.0;29.0;72.0;11.0;0.0;-1.0;82.0
308;221 Manufacture of rubber products;2012;3.3;3.9;3.2;3.7;927.0;894.0;33.0;831.0;497.0;362.0;40.0;366.0;44.0;114.0;17.0;122.0;25.0;13.0;7.0;217.0;151.0;31.0;19.0;12.0;5.0;30.0;88.0;16.0;13.0;10.0;4.0;11.0;2.0;16.0;17.0;29.0;96.0;11.0;0.0;0.0;107.0
309;221 Manufacture of rubber products;2013;3.5;4.0;3.1;3.6;938.0;936.0;2.0;845.0;512.0;361.0;41.0;364.0;44.0;134.0;51.0;137.0;54.0;16.0;2.0;217.0;151.0;34.0;20.0;15.0;5.0;27.0;87.0;17.0;10.0;11.0;5.0;11.0;2.0;15.0;17.0;28.0;93.0;11.0;0.0;-1.0;104.0
310;222 Manufacture of plastic products;2009;27.2;30.9;24.8;27.2;6072.0;5995.0;77.0;5663.0;2983.0;2356.0;334.0;2345.0;324.0;495.0;94.0;486.0;85.0;109.0;23.0;1354.0;965.0;212.0;124.0;88.0;15.0;162.0;1043.0;177.0;134.0;128.0;49.0;111.0;19.0;188.0;237.0;283.0;409.0;-40.0;-6.0;-27.0;337.0
311;222 Manufacture of plastic products;2010;27.2;30.9;25.0;27.8;6609.0;6483.0;127.0;6141.0;3351.0;2741.0;324.0;2767.0;350.0;475.0;116.0;480.0;121.0;126.0;8.0;1421.0;1009.0;218.0;130.0;88.0;14.0;181.0;1088.0;184.0;141.0;143.0;55.0;112.0;19.0;176.0;257.0;281.0;468.0;-38.0;-2.0;7.0;434.0
312;222 Manufacture of plastic products;2011;27.8;31.7;25.3;28.4;7134.0;7031.0;103.0;6669.0;3808.0;3181.0;358.0;3271.0;448.0;520.0;98.0;521.0;99.0;96.0;10.0;1478.0;1041.0;235.0;137.0;99.0;15.0;187.0;1083.0;168.0;136.0;149.0;51.0;116.0;20.0;173.0;272.0;300.0;465.0;-37.0;-9.0;-7.0;412.0
313;222 Manufacture of plastic products;2012;27.4;31.1;24.9;28.0;7204.0;7105.0;100.0;6811.0;3912.0;3155.0;380.0;3166.0;391.0;649.0;110.0;655.0;116.0;100.0;8.0;1488.0;1050.0;241.0;146.0;95.0;14.0;184.0;1116.0;169.0;145.0;148.0;52.0;118.0;19.0;173.0;293.0;294.0;394.0;-55.0;-24.0;13.0;328.0
314;222 Manufacture of plastic products;2013;27.4;31.3;25.1;28.3;7266.0;7176.0;90.0;6850.0;3975.0;3324.0;357.0;3313.0;346.0;550.0;117.0;546.0;113.0;98.0;3.0;1491.0;1064.0;237.0;145.0;91.0;11.0;180.0;1109.0;168.0;147.0;148.0;53.0;111.0;19.0;185.0;278.0;275.0;416.0;-51.0;-3.0;-2.0;362.0
315;2221 Manufacture plastic plates, tubes;2009;8.0;9.0;7.5;8.2;2189.0;2184.0;5.0;2051.0;1118.0;896.0;100.0;892.0;96.0;204.0;31.0;196.0;23.0;15.0;3.0;456.0;315.0;71.0;37.0;33.0;7.0;63.0;379.0;67.0;40.0;52.0;14.0;36.0;6.0;80.0;85.0;98.0;138.0;-1.0;-5.0;-6.0;127.0
316;2221 Manufacture plastic plates, tubes;2010;9.0;9.9;8.4;9.1;2604.0;2569.0;36.0;2453.0;1429.0;1202.0;104.0;1211.0;113.0;199.0;50.0;202.0;53.0;25.0;2.0;503.0;363.0;77.0;43.0;34.0;8.0;55.0;419.0;72.0;47.0;59.0;17.0;37.0;7.0;86.0;95.0;103.0;151.0;-20.0;-2.0;0.0;129.0
317;2221 Manufacture plastic plates, tubes;2011;8.7;9.7;8.1;8.9;2679.0;2650.0;29.0;2533.0;1506.0;1264.0;119.0;1271.0;127.0;214.0;54.0;216.0;57.0;25.0;4.0;515.0;369.0;84.0;46.0;38.0;9.0;53.0;412.0;71.0;46.0;59.0;16.0;34.0;7.0;79.0;100.0;100.0;146.0;-7.0;-3.0;2.0;138.0
318;2221 Manufacture plastic plates, tubes;2012;8.4;9.4;7.9;8.8;2673.0;2647.0;25.0;2570.0;1515.0;1276.0;120.0;1284.0;128.0;219.0;64.0;222.0;68.0;17.0;3.0;518.0;367.0;88.0;49.0;39.0;8.0;56.0;437.0;73.0;51.0;60.0;15.0;36.0;7.0;80.0;116.0;101.0;103.0;-13.0;-15.0;-7.0;67.0
319;2221 Manufacture plastic plates, tubes;2013;8.5;9.5;8.0;8.9;2696.0;2675.0;22.0;2559.0;1535.0;1318.0;126.0;1309.0;117.0;202.0;66.0;202.0;65.0;14.0;1.0;506.0;367.0;83.0;48.0;34.0;5.0;51.0;427.0;69.0;49.0;58.0;18.0;37.0;7.0;82.0;108.0;91.0;137.0;-13.0;0.0;-3.0;121.0
320;2229 Manufacture other plastic products;2009;8.8;9.9;7.7;8.4;1599.0;1582.0;17.0;1476.0;731.0;520.0;104.0;510.0;94.0;170.0;41.0;167.0;38.0;35.0;7.0;391.0;287.0;62.0;40.0;22.0;3.0;39.0;282.0;45.0;44.0;26.0;15.0;34.0;6.0;39.0;74.0;72.0;123.0;-23.0;1.0;-3.0;98.0
321;2229 Manufacture other plastic products;2010;8.6;9.8;7.8;8.7;1702.0;1653.0;49.0;1513.0;766.0;576.0;92.0;581.0;97.0;145.0;36.0;140.0;31.0;40.0;4.0;398.0;282.0;60.0;39.0;22.0;3.0;52.0;275.0;42.0;43.0;28.0;15.0;36.0;6.0;29.0;77.0;74.0;190.0;-16.0;1.0;-8.0;166.0
322;2229 Manufacture other plastic products;2011;8.1;9.3;7.1;8.1;1626.0;1606.0;20.0;1466.0;764.0;615.0;109.0;622.0;116.0;110.0;19.0;107.0;16.0;35.0;5.0;389.0;277.0;60.0;37.0;22.0;2.0;51.0;245.0;33.0;43.0;34.0;13.0;27.0;5.0;29.0;61.0;68.0;159.0;-14.0;0.0;-3.0;142.0
323;2229 Manufacture other plastic products;2012;8.4;9.6;7.2;8.2;1714.0;1688.0;26.0;1580.0;826.0;635.0;100.0;646.0;110.0;136.0;18.0;139.0;21.0;51.0;4.0;405.0;291.0;60.0;41.0;19.0;2.0;52.0;278.0;33.0;47.0;33.0;15.0;36.0;6.0;36.0;72.0;71.0;134.0;-20.0;-5.0;-4.0;105.0
324;2229 Manufacture other plastic products;2013;8.4;9.8;7.4;8.6;1810.0;1786.0;24.0;1683.0;918.0;702.0;100.0;705.0;104.0;171.0;33.0;170.0;31.0;44.0;1.0;419.0;299.0;63.0;41.0;23.0;3.0;53.0;282.0;34.0;48.0;34.0;15.0;33.0;5.0;40.0;72.0;64.0;127.0;-20.0;1.0;4.0;112.0
325;23 Manufacture of building materials;2009;26.6;31.0;24.8;28.0;6466.0;6439.0;28.0;6109.0;3025.0;2314.0;308.0;2259.0;253.0;453.0;116.0;432.0;94.0;199.0;59.0;1495.0;1034.0;248.0;135.0;113.0;14.0;199.0;1279.0;344.0;148.0;175.0;101.0;81.0;19.0;179.0;232.0;310.0;357.0;-90.0;-5.0;3.0;266.0
326;23 Manufacture of building materials;2010;25.9;30.0;24.2;27.6;6101.0;6045.0;56.0;5828.0;2877.0;2117.0;240.0;2114.0;237.0;593.0;114.0;595.0;116.0;148.0;19.0;1445.0;995.0;239.0;134.0;106.0;16.0;195.0;1210.0;303.0;146.0;185.0;93.0;79.0;18.0;148.0;238.0;296.0;273.0;-28.0;-6.0;47.0;287.0
327;23 Manufacture of building materials;2011;25.7;29.7;24.2;27.8;6844.0;6774.0;70.0;6571.0;3382.0;2515.0;280.0;2495.0;260.0;660.0;95.0;659.0;94.0;158.0;49.0;1570.0;1069.0;264.0;144.0;120.0;16.0;222.0;1310.0;322.0;154.0;196.0;117.0;84.0;19.0;168.0;250.0;309.0;273.0;7.0;24.0;-8.0;296.0
328;23 Manufacture of building materials;2012;24.0;27.8;22.6;25.5;6151.0;6033.0;118.0;6041.0;3020.0;2298.0;252.0;2278.0;232.0;558.0;130.0;551.0;122.0;131.0;32.0;1476.0;1013.0;259.0;144.0;116.0;14.0;190.0;1273.0;300.0;142.0;200.0;99.0;76.0;17.0;184.0;257.0;272.0;109.0;-34.0;-19.0;28.0;84.0
329;23 Manufacture of building materials;2013;23.0;26.6;21.4;24.5;5945.0;5897.0;47.0;5781.0;2946.0;2288.0;255.0;2264.0;230.0;509.0;71.0;514.0;76.0;139.0;10.0;1407.0;956.0;258.0;139.0;119.0;12.0;181.0;1172.0;295.0;140.0;195.0;91.0;68.0;16.0;159.0;208.0;256.0;164.0;-45.0;-8.0;-5.0;106.0
330;231 Manufacture of glass ;2009;5.4;6.1;5.0;5.6;986.0;979.0;7.0;983.0;348.0;281.0;42.0;273.0;34.0;50.0;10.0;49.0;9.0;5.0;12.0;297.0;214.0;50.0;26.0;23.0;3.0;31.0;262.0;113.0;34.0;26.0;12.0;14.0;3.0;19.0;42.0;76.0;2.0;17.0;3.0;3.0;26.0
331;231 Manufacture of glass ;2010;5.4;6.2;5.0;5.7;1059.0;1052.0;7.0;1036.0;414.0;292.0;28.0;296.0;32.0;111.0;15.0;107.0;10.0;10.0;1.0;298.0;213.0;48.0;28.0;20.0;3.0;35.0;263.0;105.0;34.0;31.0;9.0;10.0;3.0;19.0;53.0;61.0;23.0;-5.0;1.0;12.0;31.0
332;231 Manufacture of glass ;2011;5.2;5.9;4.8;5.5;1125.0;1110.0;15.0;1074.0;451.0;285.0;31.0;292.0;37.0;140.0;11.0;140.0;12.0;11.0;15.0;310.0;214.0;52.0;28.0;23.0;3.0;41.0;256.0;113.0;31.0;33.0;8.0;12.0;2.0;15.0;43.0;56.0;50.0;25.0;1.0;-7.0;69.0
333;231 Manufacture of glass ;2012;5.0;5.7;4.7;5.2;1038.0;1025.0;13.0;1019.0;384.0;281.0;32.0;283.0;34.0;85.0;7.0;85.0;6.0;7.0;10.0;307.0;214.0;53.0;29.0;24.0;3.0;36.0;271.0;113.0;31.0;41.0;11.0;11.0;2.0;17.0;46.0;57.0;20.0;-8.0;-4.0;44.0;52.0
334;231 Manufacture of glass ;2013;4.9;5.8;4.6;5.4;1037.0;1023.0;14.0;981.0;359.0;261.0;36.0;256.0;31.0;90.0;8.0;90.0;8.0;9.0;0.0;308.0;215.0;56.0;29.0;27.0;4.0;33.0;261.0;109.0;31.0;37.0;11.0;9.0;3.0;17.0;43.0;53.0;56.0;-20.0;-4.0;-2.0;30.0
335;236 Manufacture concrete etc. products;2009;12.8;15.1;12.0;13.6;3441.0;3441.0;0.0;3224.0;1808.0;1348.0;115.0;1336.0;103.0;259.0;50.0;253.0;44.0;162.0;39.0;744.0;498.0;126.0;67.0;59.0;6.0;114.0;552.0;55.0;73.0;86.0;70.0;27.0;9.0;114.0;119.0;121.0;218.0;-9.0;-4.0;-1.0;203.0
336;236 Manufacture concrete etc. products;2010;12.5;14.4;11.7;13.4;3137.0;3114.0;23.0;3043.0;1686.0;1237.0;107.0;1234.0;104.0;321.0;51.0;322.0;51.0;114.0;14.0;704.0;468.0;122.0;66.0;56.0;7.0;108.0;522.0;50.0;73.0;89.0;65.0;29.0;9.0;91.0;116.0;131.0;94.0;-29.0;-5.0;33.0;93.0
337;236 Manufacture concrete etc. products;2011;12.5;14.5;11.9;13.7;3463.0;3445.0;19.0;3366.0;1899.0;1478.0;105.0;1475.0;102.0;276.0;23.0;269.0;16.0;115.0;29.0;764.0;511.0;132.0;71.0;61.0;7.0;114.0;572.0;52.0;81.0;93.0;86.0;29.0;9.0;95.0;128.0;132.0;97.0;-21.0;-16.0;-5.0;55.0
338;236 Manufacture concrete etc. products;2012;11.4;13.4;10.7;12.3;3056.0;2985.0;71.0;3053.0;1688.0;1304.0;97.0;1301.0;95.0;266.0;22.0;258.0;14.0;105.0;14.0;705.0;468.0;127.0;69.0;58.0;6.0;104.0;548.0;46.0;72.0;95.0;64.0;25.0;8.0;104.0;134.0;113.0;3.0;-38.0;-5.0;-17.0;-57.0
339;236 Manufacture concrete etc. products;2013;10.4;12.1;9.8;11.2;2833.0;2830.0;3.0;2838.0;1602.0;1305.0;90.0;1304.0;89.0;191.0;14.0;191.0;14.0;99.0;8.0;653.0;431.0;122.0;65.0;57.0;4.0;97.0;477.0;46.0;71.0;93.0;57.0;23.0;7.0;84.0;95.0;105.0;-5.0;-33.0;0.0;0.0;-38.0
340;2361 Manufacture of concrete products;2009;9.8;11.5;9.2;10.5;2312.0;2316.0;-4.0;2162.0;1118.0;771.0;82.0;757.0;69.0;178.0;43.0;172.0;37.0;134.0;35.0;565.0;376.0;97.0;52.0;45.0;4.0;88.0;397.0;43.0;58.0;66.0;28.0;20.0;6.0;92.0;85.0;83.0;150.0;-8.0;-4.0;-1.0;136.0
341;2361 Manufacture of concrete products;2010;9.4;10.9;8.8;10.2;2025.0;2010.0;15.0;1972.0;1010.0;694.0;75.0;690.0;72.0;217.0;37.0;219.0;39.0;92.0;8.0;521.0;341.0;91.0;50.0;41.0;5.0;84.0;351.0;35.0;54.0;62.0;28.0;20.0;6.0;74.0;72.0;90.0;53.0;-25.0;0.0;33.0;60.0
342;2361 Manufacture of concrete products;2011;9.6;11.2;9.1;10.6;2291.0;2281.0;11.0;2233.0;1188.0;901.0;72.0;899.0;70.0;169.0;19.0;162.0;12.0;93.0;25.0;572.0;377.0;100.0;54.0;46.0;5.0;90.0;381.0;37.0;59.0;62.0;36.0;20.0;6.0;73.0;89.0;93.0;58.0;-16.0;-13.0;2.0;32.0
343;2361 Manufacture of concrete products;2012;8.6;10.1;8.1;9.3;2069.0;2022.0;47.0;2052.0;1087.0;819.0;67.0;816.0;63.0;165.0;21.0;157.0;13.0;95.0;8.0;517.0;340.0;95.0;51.0;44.0;4.0;79.0;373.0;33.0;52.0;60.0;28.0;17.0;5.0;87.0;91.0;74.0;18.0;-28.0;-5.0;-12.0;-28.0
344;2361 Manufacture of concrete products;2013;7.7;9.1;7.3;8.4;1798.0;1809.0;-11.0;1807.0;953.0;765.0;60.0;762.0;58.0;107.0;13.0;107.0;13.0;78.0;3.0;477.0;312.0;90.0;47.0;43.0;3.0;72.0;311.0;31.0;54.0;54.0;24.0;15.0;5.0;70.0;58.0;67.0;-9.0;-31.0;1.0;1.0;-38.0
345;237 Stone dressing;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
346;237 Stone dressing;2010;1.8;2.4;1.7;2.1;290.0;288.0;2.0;264.0;99.0;81.0;35.0;76.0;30.0;14.0;14.0;15.0;15.0;3.0;1.0;96.0;69.0;16.0;9.0;7.0;1.0;11.0;55.0;4.0;13.0;5.0;5.0;6.0;1.0;6.0;14.0;14.0;26.0;-4.0;0.0;0.0;23.0
347;237 Stone dressing;2011;1.7;2.2;1.6;1.9;301.0;299.0;2.0;272.0;103.0;79.0;40.0;72.0;33.0;18.0;19.0;20.0;21.0;4.0;2.0;100.0;71.0;16.0;9.0;7.0;1.0;12.0;58.0;4.0;13.0;6.0;6.0;8.0;2.0;7.0;13.0;12.0;28.0;-3.0;0.0;0.0;25.0
