ID;SITC;GroupsOfCountries;Periods;ImportValue_1;ExportValue_2;BalanceOfTrade_3;ChangeInImportValue_4;ChangeInExportValue_5;ImportValue_6;ExportValue_7;BalanceOfTrade_8;ChangeInImportValue_9;ChangeInExportValue_10
9346;4 Animal and vegetable oils, fats and...;Non-Eurozone;2012 March;255.0;80.0;-175.0;59.2;9.9;;;;;
9347;4 Animal and vegetable oils, fats and...;Non-Eurozone;2012 April;306.0;81.0;-225.0;29.1;12.0;;;;;
9348;4 Animal and vegetable oils, fats and...;Non-Eurozone;2012 May;366.0;97.0;-269.0;41.2;8.0;;;;;
9349;4 Animal and vegetable oils, fats and...;Non-Eurozone;2012 June;296.0;87.0;-209.0;28.3;3.4;;;;;
9350;4 Animal and vegetable oils, fats and...;Non-Eurozone;2012 July;251.0;79.0;-172.0;24.0;-16.7;;;;;
9351;4 Animal and vegetable oils, fats and...;Non-Eurozone;2012 August;306.0;88.0;-217.0;50.5;-16.7;;;;;
9352;4 Animal and vegetable oils, fats and...;Non-Eurozone;2012 September;266.0;112.0;-153.0;12.9;35.3;;;;;
9353;4 Animal and vegetable oils, fats and...;Non-Eurozone;2012 October;308.0;100.0;-207.0;52.0;-1.9;;;;;
9354;4 Animal and vegetable oils, fats and...;Non-Eurozone;2012 November;293.0;89.0;-204.0;48.7;0.7;;;;;
9355;4 Animal and vegetable oils, fats and...;Non-Eurozone;2012 December;275.0;71.0;-204.0;68.2;-14.4;;;;;
9356;4 Animal and vegetable oils, fats and...;Non-Eurozone;2012;3362.0;1052.0;-2311.0;36.3;2.9;;;;;
9357;4 Animal and vegetable oils, fats and...;Non-Eurozone;2013 January;310.0;109.0;-201.0;36.6;39.7;;;;;
9358;4 Animal and vegetable oils, fats and...;Non-Eurozone;2013 February;254.0;70.0;-185.0;18.9;-21.5;;;;;
9359;4 Animal and vegetable oils, fats and...;Non-Eurozone;2013 March;258.0;122.0;-136.0;1.3;51.2;;;;;
9360;4 Animal and vegetable oils, fats and...;Non-Eurozone;2013 April;241.0;78.0;-163.0;-21.2;-3.2;;;;;
9361;4 Animal and vegetable oils, fats and...;Non-Eurozone;2013 May;289.0;138.0;-151.0;-20.8;42.4;;;;;
9362;4 Animal and vegetable oils, fats and...;Non-Eurozone;2013 June;260.0;113.0;-147.0;-12.2;30.0;;;;;
9363;4 Animal and vegetable oils, fats and...;Non-Eurozone;2013 July;276.0;93.0;-184.0;10.2;17.8;;;;;
9364;4 Animal and vegetable oils, fats and...;Non-Eurozone;2013 August;307.0;89.0;-218.0;0.4;0.8;;;;;
9365;4 Animal and vegetable oils, fats and...;Non-Eurozone;2013 September;257.0;97.0;-159.0;-3.4;-13.3;;;;;
9366;4 Animal and vegetable oils, fats and...;Non-Eurozone;2013 October;312.0;102.0;-210.0;1.3;1.6;;;;;
9367;4 Animal and vegetable oils, fats and...;Non-Eurozone;2013 November;267.0;97.0;-170.0;-9.1;8.6;;;;;
9368;4 Animal and vegetable oils, fats and...;Non-Eurozone;2013 December;248.0;58.0;-190.0;-9.9;-17.9;;;;;
9369;4 Animal and vegetable oils, fats and...;Non-Eurozone;2013;3280.0;1166.0;-2114.0;-2.5;10.8;;;;;
9370;4 Animal and vegetable oils, fats and...;Non-Eurozone;2014 January;250.0;77.0;-173.0;;;;;;;
9371;4 Animal and vegetable oils, fats and...;Non-Eurozone;2014 February;218.0;61.0;-158.0;;;;;;;
9372;4 Animal and vegetable oils, fats and...;Non-Eurozone;2014 March;250.0;66.0;-184.0;;;;;;;
9373;4 Animal and vegetable oils, fats and...;Non-Eurozone;2014 April;228.0;70.0;-159.0;;;;;;;
9374;4 Animal and vegetable oils, fats and...;Non-Eurozone;2014 May;279.0;57.0;-222.0;;;;;;;
9375;4 Animal and vegetable oils, fats and...;Non-Eurozone;2014 June;272.0;57.0;-216.0;;;;;;;
9376;4 Animal and vegetable oils, fats and...;Non-Eurozone;2014 July;280.0;68.0;-212.0;;;;;;;
9377;4 Animal and vegetable oils, fats and...;Non-Eurozone;2014 August;219.0;86.0;-133.0;;;;;;;
9378;4 Animal and vegetable oils, fats and...;Non-Eurozone;2014 September;262.0;111.0;-150.0;;;;;;;
9379;4 Animal and vegetable oils, fats and...;Non-Eurozone;2014 October;201.0;63.0;-138.0;;;;;;;
9380;4 Animal and vegetable oils, fats and...;Non-Eurozone;2014 November;229.0;68.0;-160.0;;;;;;;
9381;4 Animal and vegetable oils, fats and...;Non-Eurozone;2014 December;229.0;67.0;-163.0;;;;;;;
9382;4 Animal and vegetable oils, fats and...;Non-Eurozone;2014;2917.0;850.0;-2067.0;;;;;;;
9383;4 Animal and vegetable oils, fats and...;Non-Eurozone;2015 January;243.0;69.0;-174.0;;;;;;;
9384;4 Animal and vegetable oils, fats and...;Non-Eurozone;2015 February;192.0;71.0;-121.0;;;;;;;
9385;4 Animal and vegetable oils, fats and...;Non-Eurozone;2015 March;267.0;66.0;-201.0;;;;;;;
9386;4 Animal and vegetable oils, fats and...;Non-Eurozone;2015 April;237.0;118.0;-119.0;;;;;;;
9387;4 Animal and vegetable oils, fats and...;Non-Eurozone;2015 May;274.0;80.0;-194.0;;;;;;;
9388;4 Animal and vegetable oils, fats and...;Non-Eurozone;2015 June;252.0;76.0;-176.0;;;;;;;
9389;4 Animal and vegetable oils, fats and...;Non-Eurozone;2015 July;229.0;75.0;-154.0;;;;;;;
9390;4 Animal and vegetable oils, fats and...;Non-Eurozone;2015 August;255.0;71.0;-184.0;;;;;;;
9391;4 Animal and vegetable oils, fats and...;Non-Eurozone;2015 September;232.0;71.0;-161.0;;;;;;;
9392;4 Animal and vegetable oils, fats and...;Non-Eurozone;2015 October;219.0;67.0;-152.0;;;;;;;
9393;4 Animal and vegetable oils, fats and...;Non-Eurozone;2015 November;226.0;70.0;-156.0;;;;;;;
9394;4 Animal and vegetable oils, fats and...;Non-Eurozone;2015 December;232.0;62.0;-171.0;;;;;;;
9395;4 Animal and vegetable oils, fats and...;Non-Eurozone;2015;2857.0;896.0;-1961.0;;;;;;;
9396;4 Animal and vegetable oils, fats and...;Non-Eurozone;2016 January;205.0;91.0;-114.0;-15.4;32.0;;;;;
9397;4 Animal and vegetable oils, fats and...;Non-Eurozone;2016 February;252.0;78.0;-173.0;31.2;10.2;;;;;
9398;4 Animal and vegetable oils, fats and...;Non-Eurozone;2016 March;242.0;86.0;-157.0;-9.3;29.1;;;;;
9399;4 Animal and vegetable oils, fats and...;Non-Eurozone;2016 April;232.0;77.0;-154.0;-2.1;-34.3;;;;;
9400;4 Animal and vegetable oils, fats and...;Non-Eurozone;2016 May;273.0;76.0;-197.0;-0.4;-5.1;;;;;
9401;4 Animal and vegetable oils, fats and...;Non-Eurozone;2016 June;227.0;82.0;-145.0;-9.8;7.2;;;;;
9402;4 Animal and vegetable oils, fats and...;Non-Eurozone;2016 July;194.0;78.0;-116.0;-15.3;4.1;;;;;
9403;4 Animal and vegetable oils, fats and...;Non-Eurozone;2016 August;272.0;85.0;-187.0;6.8;20.0;;;;;
9404;4 Animal and vegetable oils, fats and...;Non-Eurozone;2016 September;241.0;94.0;-148.0;4.1;31.5;;;;;
9405;4 Animal and vegetable oils, fats and...;Non-Eurozone;2016 October;198.0;99.0;-98.0;-9.7;48.6;;;;;
9406;4 Animal and vegetable oils, fats and...;Non-Eurozone;2016 November;322.0;91.0;-230.0;42.3;31.4;;;;;
9407;4 Animal and vegetable oils, fats and...;Non-Eurozone;2016 December;279.0;86.0;-194.0;20.2;39.0;;;;;
9408;4 Animal and vegetable oils, fats and...;Non-Eurozone;2016;2937.0;1023.0;-1914.0;2.8;14.2;;;;;
9409;4 Animal and vegetable oils, fats and...;Non-Eurozone;2017 January;290.0;102.0;-189.0;41.5;11.6;;;;;
9410;4 Animal and vegetable oils, fats and...;Non-Eurozone;2017 February;310.0;91.0;-219.0;23.1;15.9;;;;;
9411;4 Animal and vegetable oils, fats and...;Non-Eurozone;2017 March;318.0;107.0;-211.0;31.2;24.6;;;;;
9412;4 Animal and vegetable oils, fats and...;Non-Eurozone;2017 April;298.0;85.0;-213.0;28.5;9.3;;;;;
9413;4 Animal and vegetable oils, fats and...;Non-Eurozone;2017 May;360.0;96.0;-264.0;31.9;27.2;;;;;
9414;4 Animal and vegetable oils, fats and...;Non-Eurozone;2017 June;356.0;100.0;-255.0;56.5;22.9;;;;;
9415;4 Animal and vegetable oils, fats and...;Non-Eurozone;2017 July;328.0;93.0;-235.0;69.5;19.3;;;;;
9416;4 Animal and vegetable oils, fats and...;Non-Eurozone;2017 August;267.0;93.0;-174.0;-1.9;8.8;;;;;
9417;4 Animal and vegetable oils, fats and...;Non-Eurozone;2017 September;296.0;85.0;-211.0;22.8;-8.8;;;;;
9418;4 Animal and vegetable oils, fats and...;Non-Eurozone;2017 October;300.0;100.0;-200.0;51.8;0.8;;;;;
9419;4 Animal and vegetable oils, fats and...;Non-Eurozone;2017 November;343.0;101.0;-242.0;6.7;10.6;;;;;
9420;4 Animal and vegetable oils, fats and...;Non-Eurozone;2017 December;285.0;87.0;-198.0;2.0;1.1;;;;;
9421;4 Animal and vegetable oils, fats and...;Non-Eurozone;2017;3751.0;1139.0;-2611.0;27.7;11.4;;;;;
9422;4 Animal and vegetable oils, fats and...;Non-Eurozone;2018 January;277.0;101.0;-176.0;-4.7;-0.6;;;;;
9423;4 Animal and vegetable oils, fats and...;Non-Eurozone;2018 February;212.0;96.0;-115.0;-31.7;6.1;;;;;
9424;4 Animal and vegetable oils, fats and...;Non-Eurozone;2018 March;260.0;92.0;-168.0;-18.3;-14.2;;;;;
9425;4 Animal and vegetable oils, fats and...;Non-Eurozone;2018 April;255.0;106.0;-149.0;-14.3;24.9;;;;;
9426;4 Animal and vegetable oils, fats and...;Non-Eurozone;2018 May;243.0;111.0;-132.0;-32.5;14.6;;;;;
9427;4 Animal and vegetable oils, fats and...;Non-Eurozone;2018 June;290.0;96.0;-194.0;-18.3;-4.4;;;;;
9428;4 Animal and vegetable oils, fats and...;Non-Eurozone;2018 July;260.0;96.0;-163.0;-20.9;4.1;;;;;
9429;4 Animal and vegetable oils, fats and...;Non-Eurozone;2018 August;286.0;94.0;-192.0;7.1;1.3;;;;;
9430;4 Animal and vegetable oils, fats and...;Non-Eurozone;2018 September;277.0;75.0;-203.0;-6.4;-12.7;;;;;
9431;4 Animal and vegetable oils, fats and...;Non-Eurozone;2018 October;242.0;85.0;-157.0;-19.2;-15.2;;;;;
9432;4 Animal and vegetable oils, fats and...;Non-Eurozone;2018 November;352.0;94.0;-257.0;2.5;-6.9;;;;;
9433;4 Animal and vegetable oils, fats and...;Non-Eurozone;2018 December;252.0;97.0;-155.0;-11.5;11.9;;;;;
9434;4 Animal and vegetable oils, fats and...;Non-Eurozone;2018;3206.0;1142.0;-2064.0;-14.5;0.2;;;;;
9435;4 Animal and vegetable oils, fats and...;Non-Eurozone;2019 January;227.0;109.0;-118.0;-18.1;7.7;;;;;
9436;4 Animal and vegetable oils, fats and...;Non-Eurozone;2019 February;229.0;83.0;-146.0;8.1;-14.2;;;;;
9437;4 Animal and vegetable oils, fats and...;Non-Eurozone;2019 March;253.0;94.0;-160.0;-2.4;2.4;;;;;
9438;4 Animal and vegetable oils, fats and...;Non-Eurozone;2019 April;234.0;117.0;-117.0;-8.2;11.1;;;;;
9439;4 Animal and vegetable oils, fats and...;Non-Eurozone;2019 May;269.0;96.0;-174.0;10.9;-13.6;;;;;
9440;4 Animal and vegetable oils, fats and...;Non-Eurozone;2019 June;269.0;95.0;-174.0;-7.3;-1.5;;;;;
9441;4 Animal and vegetable oils, fats and...;Non-Eurozone;2019 July;298.0;104.0;-194.0;14.9;7.9;;;;;
9442;4 Animal and vegetable oils, fats and...;Non-Eurozone;2019 August;247.0;84.0;-163.0;-13.7;-10.3;;;;;
9443;4 Animal and vegetable oils, fats and...;Non-Eurozone;2019 September;274.0;84.0;-190.0;-1.1;13.1;;;;;
9444;4 Animal and vegetable oils, fats and...;Non-Eurozone;2019 October;279.0;84.0;-196.0;15.3;-1.7;;;;;
9445;4 Animal and vegetable oils, fats and...;Non-Eurozone;2019 November;267.0;78.0;-190.0;-23.9;-17.4;;;;;
9446;4 Animal and vegetable oils, fats and...;Non-Eurozone;2019 December;295.0;90.0;-205.0;16.9;-7.3;;;;;
9447;4 Animal and vegetable oils, fats and...;Non-Eurozone;2019;3143.0;1117.0;-2026.0;-2.0;-2.2;;;;;
9448;4 Animal and vegetable oils, fats and...;Non-Eurozone;2020 January;264.0;84.0;-180.0;16.4;-23.0;;;;;
9449;4 Animal and vegetable oils, fats and...;Non-Eurozone;2020 February;356.0;94.0;-262.0;55.6;14.4;;;;;
9450;4 Animal and vegetable oils, fats and...;Non-Eurozone;2020 March;375.0;97.0;-278.0;47.9;3.7;;;;;
9451;4 Animal and vegetable oils, fats and...;Non-Eurozone;2020 April;310.0;97.0;-213.0;32.4;-17.1;;;;;
9452;4 Animal and vegetable oils, fats and...;Non-Eurozone;2020 May;317.0;107.0;-209.0;17.5;12.4;;;;;
9453;4 Animal and vegetable oils, fats and...;Non-Eurozone;2020 June;293.0;79.0;-214.0;8.8;-16.4;;;;;
9454;4 Animal and vegetable oils, fats and...;Non-Eurozone;2020 July;375.0;81.0;-294.0;25.8;-22.4;;;;;
9455;4 Animal and vegetable oils, fats and...;Non-Eurozone;2020 August;295.0;75.0;-220.0;19.6;-11.2;;;;;
9456;4 Animal and vegetable oils, fats and...;Non-Eurozone;2020 September;303.0;80.0;-223.0;10.6;-4.8;;;;;
9457;4 Animal and vegetable oils, fats and...;Non-Eurozone;2020 October;331.0;85.0;-246.0;18.5;2.0;;;;;
9458;4 Animal and vegetable oils, fats and...;Non-Eurozone;2020 November;306.0;80.0;-225.0;14.3;3.5;;;;;
9459;4 Animal and vegetable oils, fats and...;Non-Eurozone;2020 December;315.0;99.0;-215.0;6.7;10.6;;;;;
9460;4 Animal and vegetable oils, fats and...;Non-Eurozone;2020;3839.0;1060.0;-2779.0;22.2;-5.0;;;;;
9461;4 Animal and vegetable oils, fats and...;Non-Eurozone;2021 January;249.0;102.0;-147.0;-5.5;22.2;;;;;
9462;4 Animal and vegetable oils, fats and...;Non-Eurozone;2021 February;292.0;112.0;-180.0;-18.0;18.3;;;;;
9463;4 Animal and vegetable oils, fats and...;Non-Eurozone;2021 March;311.0;142.0;-169.0;-17.1;45.7;;;;;
9464;4 Animal and vegetable oils, fats and...;Non-Eurozone;2021 April;342.0;134.0;-208.0;10.3;37.9;;;;;
9465;4 Animal and vegetable oils, fats and...;Non-Eurozone;2021 May;400.0;107.0;-293.0;26.3;-0.2;;;;;
9466;4 Animal and vegetable oils, fats and...;Non-Eurozone;2021 June;430.0;137.0;-293.0;46.8;72.8;;;;;
9467;4 Animal and vegetable oils, fats and...;Non-Eurozone;2021 July;439.0;104.0;-335.0;17.1;28.7;;;;;
9468;4 Animal and vegetable oils, fats and...;Non-Eurozone;2021 August;452.0;109.0;-343.0;52.9;45.4;;;;;
9469;4 Animal and vegetable oils, fats and...;Non-Eurozone;2021 September;470.0;140.0;-330.0;55.1;74.8;;;;;
9470;4 Animal and vegetable oils, fats and...;Non-Eurozone;2021 October;445.0;88.0;-357.0;34.5;3.7;;;;;
9471;4 Animal and vegetable oils, fats and...;Non-Eurozone;2021 November;418.0;114.0;-304.0;36.8;41.8;;;;;
9472;4 Animal and vegetable oils, fats and...;Non-Eurozone;2021 December;481.0;111.0;-370.0;52.7;11.4;;;;;
9473;4 Animal and vegetable oils, fats and...;Non-Eurozone;2021;4729.0;1400.0;-3328.0;23.2;32.1;;;;;
9474;4 Animal and vegetable oils, fats and...;Non-Eurozone;2022 January;398.0;102.0;-296.0;;;;;;;
9475;4 Animal and vegetable oils, fats and...;Non-Eurozone;2022 February;376.0;117.0;-259.0;;;;;;;
9476;4 Animal and vegetable oils, fats and...;Non-Eurozone;2022 March;477.0;136.0;-341.0;;;;;;;
9477;4 Animal and vegetable oils, fats and...;Non-Eurozone;2022 April;509.0;150.0;-360.0;;;;;;;
9478;4 Animal and vegetable oils, fats and...;Non-Eurozone;2022 May;536.0;180.0;-356.0;;;;;;;
9479;4 Animal and vegetable oils, fats and...;Non-Eurozone;2022 June;520.0;186.0;-335.0;;;;;;;
9480;4 Animal and vegetable oils, fats and...;Non-Eurozone;2022 July;586.0;157.0;-429.0;;;;;;;
9481;4 Animal and vegetable oils, fats and...;Non-Eurozone;2022 August;554.0;154.0;-400.0;;;;;;;
9482;4 Animal and vegetable oils, fats and...;Non-Eurozone;2022 September;586.0;135.0;-451.0;;;;;;;
9483;4 Animal and vegetable oils, fats and...;Non-Eurozone;2022 October;534.0;133.0;-402.0;;;;;;;
9484;4 Animal and vegetable oils, fats and...;Non-Eurozone;2022 January-October;5078.0;1449.0;-3629.0;;;;;;;
9485;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2002 January;;;;;;5.0;15.0;10.0;24.1;31.3
9486;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2002 February;;;;;;4.0;13.0;8.0;-21.5;-31.2
9487;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2002 March;;;;;;5.0;17.0;12.0;51.8;30.7
9488;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2002 April;;;;;;5.0;16.0;11.0;-3.5;7.4
9489;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2002 May;;;;;;5.0;13.0;8.0;30.8;5.3
9490;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2002 June;;;;;;5.0;13.0;8.0;9.7;-26.0
9491;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2002 July;;;;;;4.0;14.0;10.0;2.5;-3.5
9492;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2002 August;;;;;;5.0;15.0;10.0;-38.1;17.9
9493;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2002 September;;;;;;5.0;14.0;8.0;7.4;8.9
9494;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2002 October;;;;;;7.0;16.0;10.0;28.3;33.1
9495;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2002 November;;;;;;4.0;15.0;11.0;-23.4;-0.2
9496;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2002 December;;;;;;4.0;12.0;8.0;-29.7;-3.0
9497;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2002;;;;;;56.0;172.0;116.0;-1.7;3.4
9498;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2003 January;;;;;;7.0;18.0;11.0;54.6;20.4
9499;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2003 February;;;;;;3.0;15.0;12.0;-17.1;22.0
9500;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2003 March;;;;;;4.0;20.0;16.0;-15.2;17.3
9501;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2003 April;;;;;;4.0;16.0;11.0;-11.6;-1.5
9502;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2003 May;;;;;;3.0;17.0;14.0;-28.6;35.2
9503;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2003 June;;;;;;4.0;15.0;11.0;-13.3;18.3
9504;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2003 July;;;;;;4.0;20.0;16.0;-4.6;41.9
9505;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2003 August;;;;;;4.0;12.0;8.0;-16.4;-16.0
9506;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2003 September;;;;;;6.0;15.0;10.0;8.9;12.3
9507;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2003 October;;;;;;6.0;16.0;11.0;-12.7;-0.6
9508;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2003 November;;;;;;5.0;12.0;6.0;43.6;-23.1
9509;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2003 December;;;;;;7.0;11.0;4.0;72.8;-7.6
9510;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2003;;;;;;58.0;188.0;130.0;2.9;9.5
9511;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2004 January;;;;;;5.0;13.0;9.0;;
9512;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2004 February;;;;;;4.0;12.0;8.0;;
9513;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2004 March;;;;;;4.0;15.0;11.0;;
9514;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2004 April;;;;;;6.0;13.0;7.0;;
9515;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2004 May;;;;;;4.0;18.0;14.0;;
9516;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2004 June;;;;;;5.0;23.0;18.0;;
9517;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2004 July;;;;;;5.0;23.0;18.0;;
9518;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2004 August;;;;;;4.0;21.0;17.0;;
9519;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2004 September;;;;;;5.0;33.0;28.0;;
9520;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2004 October;;;;;;7.0;26.0;19.0;;
9521;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2004 November;;;;;;7.0;27.0;20.0;;
9522;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2004 December;;;;;;5.0;23.0;19.0;;
9523;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2004;;;;;;61.0;258.0;197.0;;
9524;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2005 January;;;;;;5.0;25.0;20.0;;
9525;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2005 February;;;;;;8.0;18.0;10.0;;
9526;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2005 March;;;;;;6.0;29.0;24.0;;
9527;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2005 April;;;;;;6.0;25.0;19.0;;
9528;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2005 May;;;;;;5.0;23.0;18.0;43.2;29.0
9529;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2005 June;;;;;;4.0;25.0;21.0;-24.4;6.5
9530;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2005 July;;;;;;5.0;22.0;17.0;-0.5;-5.4
9531;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2005 August;;;;;;5.0;22.0;16.0;35.3;4.6
9532;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2005 September;;;;;;6.0;22.0;15.0;20.3;-34.1
9533;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2005 October;;;;;;4.0;25.0;21.0;-42.0;-2.1
9534;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2005 November;;;;;;4.0;26.0;22.0;-32.6;-0.3
9535;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2005 December;;;;;;7.0;28.0;20.0;51.7;18.2
9536;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2005;;;;;;67.0;290.0;224.0;;
9537;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2006 January;;;;;;5.0;39.0;35.0;-10.3;58.0
9538;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2006 February;;;;;;8.0;41.0;32.0;6.3;125.3
9539;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2006 March;;;;;;7.0;46.0;39.0;21.2;58.0
9540;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2006 April;;;;;;5.0;28.0;24.0;-26.8;12.6
9541;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2006 May;;;;;;9.0;38.0;29.0;63.1;61.0
9542;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2006 June;;;;;;8.0;36.0;28.0;107.9;44.8
9543;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2006 July;;;;;;9.0;30.0;21.0;68.6;34.8
9544;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2006 August;;;;;;7.0;31.0;24.0;28.1;44.7
9545;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2006 September;;;;;;8.0;37.0;30.0;25.2;73.6
9546;4 Animal and vegetable oils, fats and...;Non-Eurozone within EU;2006 October;;;;;;6.0;35.0;29.0;45.5;38.3
