ID;Geslacht;Vooropleiding;Studierichting;Opleidingsvorm;Herkomstgroepering;Perioden;TotaalAantalStudenten_1;Na3Jaar_2;Na4Jaar_3;Na5Jaar_4;Na6Jaar_5;Na7Jaar_6;Na8Jaar_7;Na9Jaar_8;Na3Jaar_9;Na4Jaar_10;Na5Jaar_11;Na6Jaar_12;Na7Jaar_13;Na8Jaar_14;Na9Jaar_15;Na3Jaar_16;Na4Jaar_17;Na5Jaar_18;Na6Jaar_19;Na7Jaar_20;Na8Jaar_21;Na9Jaar_22;Na1Jaar_23;Na2Jaar_24;Na3Jaar_25;Na4Jaar_26;Na5Jaar_27;Na6Jaar_28;Na7Jaar_29;Na8Jaar_30;InJaar2_31;InJaar3_32;InJaar4_33;InJaar5_34;InJaar6_35;InJaar7_36;InJaar8_37;InJaar9_38;InJaar2_39;InJaar3_40;InJaar4_41;InJaar5_42;InJaar6_43;InJaar7_44;InJaar8_45;InJaar9_46;InJaar2_47;InJaar3_48;InJaar4_49;InJaar5_50;InJaar6_51;InJaar7_52;InJaar8_53;InJaar9_54
8155;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8156;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8157;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8158;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8159;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8160;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8161;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8162;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8163;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8164;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8165;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8166;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8167;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8168;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8169;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8170;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8171;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8172;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Marokko;Startjaar 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8173;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Marokko;Startjaar 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8174;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Marokko;Startjaar 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8175;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Marokko;Startjaar 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8176;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Marokko;Startjaar 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8177;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Marokko;Startjaar 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8178;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Marokko;Startjaar 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8179;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Marokko;Startjaar 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8180;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Marokko;Startjaar 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8181;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Marokko;Startjaar 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8182;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Marokko;Startjaar 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8183;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Marokko;Startjaar 2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8184;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Marokko;Startjaar 2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8185;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Marokko;Startjaar 2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8186;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Marokko;Startjaar 2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8187;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Marokko;Startjaar 2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8188;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Marokko;Startjaar 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8189;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Marokko;Startjaar 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8190;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Turkije;Startjaar 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8191;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Turkije;Startjaar 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8192;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Turkije;Startjaar 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8193;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Turkije;Startjaar 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8194;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Turkije;Startjaar 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8195;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Turkije;Startjaar 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8196;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Turkije;Startjaar 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8197;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Turkije;Startjaar 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8198;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Turkije;Startjaar 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8199;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Turkije;Startjaar 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8200;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Turkije;Startjaar 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8201;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Turkije;Startjaar 2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8202;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Turkije;Startjaar 2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8203;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Turkije;Startjaar 2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8204;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Turkije;Startjaar 2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8205;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Turkije;Startjaar 2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8206;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Turkije;Startjaar 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8207;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Turkije;Startjaar 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8208;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Suriname;Startjaar 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8209;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Suriname;Startjaar 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8210;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Suriname;Startjaar 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8211;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Suriname;Startjaar 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8212;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Suriname;Startjaar 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8213;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Suriname;Startjaar 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8214;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Suriname;Startjaar 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8215;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Suriname;Startjaar 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8216;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Suriname;Startjaar 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8217;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Suriname;Startjaar 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8218;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Suriname;Startjaar 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8219;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Suriname;Startjaar 2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8220;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Suriname;Startjaar 2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8221;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Suriname;Startjaar 2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8222;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Suriname;Startjaar 2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8223;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Suriname;Startjaar 2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8224;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Suriname;Startjaar 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8225;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Suriname;Startjaar 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8226;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8227;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8228;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8229;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8230;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8231;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8232;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8233;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8234;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8235;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8236;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8237;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8238;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8239;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8240;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8241;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8242;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8243;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8244;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8245;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8246;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8247;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8248;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8249;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8250;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8251;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8252;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8253;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8254;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8255;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8256;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8257;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8258;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
