ID;Voertuigsoort;BedrijfstakkenSBI2008;KenmerkenVrachtautoSEnTrekkers;Perioden;AantalVoertuigenInGebruik_1
1512;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Milieuklasse: Euro 4;2009;30
1513;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Milieuklasse: Euro 4;2010;20
1514;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Milieuklasse: Euro 4;2011;30
1515;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Milieuklasse: Euro 5;2009;80
1516;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Milieuklasse: Euro 5;2010;100
1517;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Milieuklasse: Euro 5;2011;130
1518;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Milieuklasse: EEV;2009;0
1519;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Milieuklasse: EEV;2010;0
1520;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Milieuklasse: EEV;2011;10
1521;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Milieuklasse: onbekend;2009;0
1522;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Milieuklasse: onbekend;2010;0
1523;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Milieuklasse: onbekend;2011;10
1524;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Laadvermogen: 0 tot 7000 kg;2009;170
1525;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Laadvermogen: 0 tot 7000 kg;2010;180
1526;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Laadvermogen: 0 tot 7000 kg;2011;200
1527;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Laadvermogen: 7000 tot 12000 kg;2009;80
1528;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Laadvermogen: 7000 tot 12000 kg;2010;70
1529;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Laadvermogen: 7000 tot 12000 kg;2011;100
1530;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Laadvermogen: 12000 tot 18000 kg;2009;60
1531;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Laadvermogen: 12000 tot 18000 kg;2010;60
1532;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Laadvermogen: 12000 tot 18000 kg;2011;50
1533;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Laadvermogen: 18000 kg tot 40000 kg;2009;40
1534;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Laadvermogen: 18000 kg tot 40000 kg;2010;50
1535;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Laadvermogen: 18000 kg tot 40000 kg;2011;70
1536;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Laadvermogen: 40000 kg of meer;2009;220
1537;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Laadvermogen: 40000 kg of meer;2010;170
1538;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Laadvermogen: 40000 kg of meer;2011;160
1539;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Laadvermogen: onbekend;2009;0
1540;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Laadvermogen: onbekend;2010;0
1541;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Laadvermogen: onbekend;2011;0
1542;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Gewicht volle wagen: tot 10000 kg;2009;110
1543;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Gewicht volle wagen: tot 10000 kg;2010;110
1544;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Gewicht volle wagen: tot 10000 kg;2011;110
1545;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Gewicht volle wagen: 10000 tot 20000 kg;2009;140
1546;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Gewicht volle wagen: 10000 tot 20000 kg;2010;140
1547;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Gewicht volle wagen: 10000 tot 20000 kg;2011;180
1548;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Gewicht volle wagen: 20000 kg of meer;2009;320
1549;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Gewicht volle wagen: 20000 kg of meer;2010;290
1550;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Gewicht volle wagen: 20000 kg of meer;2011;290
1551;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Gewicht volle wagen: onbekend;2009;0
1552;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Gewicht volle wagen: onbekend;2010;0
1553;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Gewicht volle wagen: onbekend;2011;0
1554;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Breedte: 0 tot 210 cm;2009;20
1555;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Breedte: 0 tot 210 cm;2010;20
1556;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Breedte: 0 tot 210 cm;2011;30
1557;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Breedte: 210 tot 240 cm;2009;70
1558;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Breedte: 210 tot 240 cm;2010;70
1559;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Breedte: 210 tot 240 cm;2011;60
1560;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Breedte: 240 tot 250 cm;2009;50
1561;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Breedte: 240 tot 250 cm;2010;60
1562;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Breedte: 240 tot 250 cm;2011;60
1563;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Breedte: 250 tot 255 cm;2009;240
1564;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Breedte: 250 tot 255 cm;2010;180
1565;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Breedte: 250 tot 255 cm;2011;180
1566;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Breedte: 255 tot 260 cm;2009;100
1567;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Breedte: 255 tot 260 cm;2010;140
1568;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Breedte: 255 tot 260 cm;2011;160
1569;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Breedte: 260 cm of meer;2009;20
1570;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Breedte: 260 cm of meer;2010;10
1571;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Breedte: 260 cm of meer;2011;30
1572;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Breedte: onbekend;2009;70
1573;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Breedte: onbekend;2010;60
1574;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Breedte: onbekend;2011;60
1575;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Totaal;2009;9530
1576;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Totaal;2010;9070
1577;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Totaal;2011;8820
1578;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Leeftijd: jonger dan 1 jaar;2009;570
1579;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Leeftijd: jonger dan 1 jaar;2010;490
1580;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Leeftijd: jonger dan 1 jaar;2011;570
1581;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Leeftijd: 1 of 2 jaar;2009;1990
1582;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Leeftijd: 1 of 2 jaar;2010;1530
1583;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Leeftijd: 1 of 2 jaar;2011;1050
1584;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Leeftijd: 3 of 4 jaar;2009;1410
1585;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Leeftijd: 3 of 4 jaar;2010;1700
1586;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Leeftijd: 3 of 4 jaar;2011;1720
1587;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Leeftijd: 5 of 6 jaar;2009;1010
1588;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Leeftijd: 5 of 6 jaar;2010;1020
1589;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Leeftijd: 5 of 6 jaar;2011;1230
1590;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Leeftijd: 7 of 8 jaar;2009;1060
1591;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Leeftijd: 7 of 8 jaar;2010;840
1592;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Leeftijd: 7 of 8 jaar;2011;830
1593;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Leeftijd: 9 tot 12 jaar;2009;1340
1594;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Leeftijd: 9 tot 12 jaar;2010;1280
1595;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Leeftijd: 9 tot 12 jaar;2011;1180
1596;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Leeftijd: 12 tot 15 jaar;2009;770
1597;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Leeftijd: 12 tot 15 jaar;2010;830
1598;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Leeftijd: 12 tot 15 jaar;2011;850
1599;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Leeftijd: 15 tot 20 jaar;2009;740
1600;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Leeftijd: 15 tot 20 jaar;2010;700
1601;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Leeftijd: 15 tot 20 jaar;2011;680
1602;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Leeftijd: 20 jaar of ouder;2009;640
1603;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Leeftijd: 20 jaar of ouder;2010;680
1604;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Leeftijd: 20 jaar of ouder;2011;720
1605;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Milieuklasse: Euro 0;2009;1040
1606;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Milieuklasse: Euro 0;2010;920
1607;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Milieuklasse: Euro 0;2011;820
1608;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Milieuklasse: Euro 1;2009;620
1609;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Milieuklasse: Euro 1;2010;510
1610;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Milieuklasse: Euro 1;2011;440
1611;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Milieuklasse: Euro 2;2009;1960
1612;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Milieuklasse: Euro 2;2010;1700
1613;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Milieuklasse: Euro 2;2011;1450
1614;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Milieuklasse: Euro 3;2009;3000
1615;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Milieuklasse: Euro 3;2010;2610
1616;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Milieuklasse: Euro 3;2011;2420
1617;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Milieuklasse: Euro 4;2009;1180
1618;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Milieuklasse: Euro 4;2010;1120
1619;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Milieuklasse: Euro 4;2011;1060
1620;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Milieuklasse: Euro 5;2009;1710
1621;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Milieuklasse: Euro 5;2010;2050
1622;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Milieuklasse: Euro 5;2011;2190
1623;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Milieuklasse: EEV;2009;0
1624;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Milieuklasse: EEV;2010;140
1625;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Milieuklasse: EEV;2011;350
1626;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Milieuklasse: onbekend;2009;20
1627;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Milieuklasse: onbekend;2010;20
1628;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Milieuklasse: onbekend;2011;90
1629;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Laadvermogen: 0 tot 7000 kg;2009;3630
1630;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Laadvermogen: 0 tot 7000 kg;2010;3280
1631;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Laadvermogen: 0 tot 7000 kg;2011;3220
1632;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Laadvermogen: 7000 tot 12000 kg;2009;1870
1633;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Laadvermogen: 7000 tot 12000 kg;2010;1770
1634;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Laadvermogen: 7000 tot 12000 kg;2011;1780
1635;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Laadvermogen: 12000 tot 18000 kg;2009;890
1636;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Laadvermogen: 12000 tot 18000 kg;2010;950
1637;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Laadvermogen: 12000 tot 18000 kg;2011;910
1638;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Laadvermogen: 18000 kg tot 40000 kg;2009;830
1639;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Laadvermogen: 18000 kg tot 40000 kg;2010;840
1640;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Laadvermogen: 18000 kg tot 40000 kg;2011;840
1641;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Laadvermogen: 40000 kg of meer;2009;2300
1642;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Laadvermogen: 40000 kg of meer;2010;2230
1643;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Laadvermogen: 40000 kg of meer;2011;2070
1644;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Laadvermogen: onbekend;2009;10
1645;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Laadvermogen: onbekend;2010;10
1646;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Laadvermogen: onbekend;2011;10
1647;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Gewicht volle wagen: tot 10000 kg;2009;2390
1648;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Gewicht volle wagen: tot 10000 kg;2010;2220
1649;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Gewicht volle wagen: tot 10000 kg;2011;2200
1650;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Gewicht volle wagen: 10000 tot 20000 kg;2009;2760
1651;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Gewicht volle wagen: 10000 tot 20000 kg;2010;2520
1652;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Gewicht volle wagen: 10000 tot 20000 kg;2011;2470
1653;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Gewicht volle wagen: 20000 kg of meer;2009;4370
1654;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Gewicht volle wagen: 20000 kg of meer;2010;4330
1655;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Gewicht volle wagen: 20000 kg of meer;2011;4150
1656;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Gewicht volle wagen: onbekend;2009;0
1657;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Gewicht volle wagen: onbekend;2010;0
1658;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Gewicht volle wagen: onbekend;2011;0
1659;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Breedte: 0 tot 210 cm;2009;890
1660;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Breedte: 0 tot 210 cm;2010;890
1661;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Breedte: 0 tot 210 cm;2011;920
1662;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Breedte: 210 tot 240 cm;2009;1320
1663;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Breedte: 210 tot 240 cm;2010;1280
1664;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Breedte: 210 tot 240 cm;2011;1260
1665;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Breedte: 240 tot 250 cm;2009;750
1666;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Breedte: 240 tot 250 cm;2010;660
1667;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Breedte: 240 tot 250 cm;2011;600
1668;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Breedte: 250 tot 255 cm;2009;3410
1669;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Breedte: 250 tot 255 cm;2010;3270
1670;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Breedte: 250 tot 255 cm;2011;3000
1671;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Breedte: 255 tot 260 cm;2009;2050
1672;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Breedte: 255 tot 260 cm;2010;2150
1673;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Breedte: 255 tot 260 cm;2011;2240
1674;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Breedte: 260 cm of meer;2009;300
1675;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Breedte: 260 cm of meer;2010;190
1676;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Breedte: 260 cm of meer;2011;180
1677;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Breedte: onbekend;2009;810
1678;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Breedte: onbekend;2010;630
1679;Vrachtauto's en trekkers;M-N Zakelijke dienstverlening;Breedte: onbekend;2011;620
1680;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Totaal;2009;2610
1681;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Totaal;2010;2380
1682;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Totaal;2011;2240
1683;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Leeftijd: jonger dan 1 jaar;2009;150
1684;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Leeftijd: jonger dan 1 jaar;2010;90
1685;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Leeftijd: jonger dan 1 jaar;2011;90
1686;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Leeftijd: 1 of 2 jaar;2009;390
1687;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Leeftijd: 1 of 2 jaar;2010;360
1688;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Leeftijd: 1 of 2 jaar;2011;260
1689;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Leeftijd: 3 of 4 jaar;2009;410
1690;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Leeftijd: 3 of 4 jaar;2010;440
1691;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Leeftijd: 3 of 4 jaar;2011;370
1692;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Leeftijd: 5 of 6 jaar;2009;290
1693;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Leeftijd: 5 of 6 jaar;2010;210
1694;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Leeftijd: 5 of 6 jaar;2011;320
1695;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Leeftijd: 7 of 8 jaar;2009;320
1696;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Leeftijd: 7 of 8 jaar;2010;220
1697;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Leeftijd: 7 of 8 jaar;2011;180
1698;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Leeftijd: 9 tot 12 jaar;2009;420
1699;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Leeftijd: 9 tot 12 jaar;2010;370
1700;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Leeftijd: 9 tot 12 jaar;2011;320
1701;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Leeftijd: 12 tot 15 jaar;2009;220
1702;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Leeftijd: 12 tot 15 jaar;2010;240
1703;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Leeftijd: 12 tot 15 jaar;2011;240
1704;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Leeftijd: 15 tot 20 jaar;2009;190
1705;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Leeftijd: 15 tot 20 jaar;2010;190
1706;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Leeftijd: 15 tot 20 jaar;2011;180
1707;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Leeftijd: 20 jaar of ouder;2009;240
1708;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Leeftijd: 20 jaar of ouder;2010;260
1709;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Leeftijd: 20 jaar of ouder;2011;290
1710;Vrachtauto's en trekkers;M Specialistische zakelijke diensten;Milieuklasse: Euro 0;2009;340
