ID;SIC2008;ClassificationOfOccupation;Periods;NewVacancies_1
465;B-F Manufacturing and energy;011 Teaching professionals;2021;
466;B-F Manufacturing and energy;011 Teaching professionals;2022;
467;B-F Manufacturing and energy;011 Teaching professionals;2023;
468;B-F Manufacturing and energy;013 Child care workers and teachers' ...;2018;
469;B-F Manufacturing and energy;013 Child care workers and teachers' ...;2019;
470;B-F Manufacturing and energy;013 Child care workers and teachers' ...;2020;
471;B-F Manufacturing and energy;013 Child care workers and teachers' ...;2021;
472;B-F Manufacturing and energy;013 Child care workers and teachers' ...;2022;
473;B-F Manufacturing and energy;013 Child care workers and teachers' ...;2023;
474;B-F Manufacturing and energy;02 Artistic occupations;2018;
475;B-F Manufacturing and energy;02 Artistic occupations;2019;
476;B-F Manufacturing and energy;02 Artistic occupations;2020;
477;B-F Manufacturing and energy;02 Artistic occupations;2021;
478;B-F Manufacturing and energy;02 Artistic occupations;2022;
479;B-F Manufacturing and energy;02 Artistic occupations;2023;
480;B-F Manufacturing and energy;021 Authors, creative and performing...;2018;
481;B-F Manufacturing and energy;021 Authors, creative and performing...;2019;
482;B-F Manufacturing and energy;021 Authors, creative and performing...;2020;
483;B-F Manufacturing and energy;021 Authors, creative and performing...;2021;
484;B-F Manufacturing and energy;021 Authors, creative and performing...;2022;
485;B-F Manufacturing and energy;021 Authors, creative and performing...;2023;
486;B-F Manufacturing and energy;03 Sales and PR occupations;2018;
487;B-F Manufacturing and energy;03 Sales and PR occupations;2019;
488;B-F Manufacturing and energy;03 Sales and PR occupations;2020;
489;B-F Manufacturing and energy;03 Sales and PR occupations;2021;
490;B-F Manufacturing and energy;03 Sales and PR occupations;2022;
491;B-F Manufacturing and energy;03 Sales and PR occupations;2023;
492;B-F Manufacturing and energy;031 Sales, marketing and public rel...;2018;2.3
493;B-F Manufacturing and energy;031 Sales, marketing and public rel...;2019;2.1
494;B-F Manufacturing and energy;031 Sales, marketing and public rel...;2020;1.7
495;B-F Manufacturing and energy;031 Sales, marketing and public rel...;2021;3.0
496;B-F Manufacturing and energy;031 Sales, marketing and public rel...;2022;3.5
497;B-F Manufacturing and energy;031 Sales, marketing and public rel...;2023;3.4
498;B-F Manufacturing and energy;032 Sales and purchasing agents and...;2018;
499;B-F Manufacturing and energy;032 Sales and purchasing agents and...;2019;
500;B-F Manufacturing and energy;032 Sales and purchasing agents and...;2020;
501;B-F Manufacturing and energy;032 Sales and purchasing agents and...;2021;
502;B-F Manufacturing and energy;032 Sales and purchasing agents and...;2022;
503;B-F Manufacturing and energy;032 Sales and purchasing agents and...;2023;
504;B-F Manufacturing and energy;033 Sales workers;2018;
505;B-F Manufacturing and energy;033 Sales workers;2019;
506;B-F Manufacturing and energy;033 Sales workers;2020;
507;B-F Manufacturing and energy;033 Sales workers;2021;
508;B-F Manufacturing and energy;033 Sales workers;2022;
509;B-F Manufacturing and energy;033 Sales workers;2023;
510;B-F Manufacturing and energy;04 Business and administrative occup...;2018;17.8
511;B-F Manufacturing and energy;04 Business and administrative occup...;2019;17.8
512;B-F Manufacturing and energy;04 Business and administrative occup...;2020;13.0
513;B-F Manufacturing and energy;04 Business and administrative occup...;2021;20.0
514;B-F Manufacturing and energy;04 Business and administrative occup...;2022;23.3
515;B-F Manufacturing and energy;04 Business and administrative occup...;2023;22.1
516;B-F Manufacturing and energy;041 Business and administration profe...;2018;3.8
517;B-F Manufacturing and energy;041 Business and administration profe...;2019;4.1
518;B-F Manufacturing and energy;041 Business and administration profe...;2020;3.4
519;B-F Manufacturing and energy;041 Business and administration profe...;2021;5.4
520;B-F Manufacturing and energy;041 Business and administration profe...;2022;7.1
521;B-F Manufacturing and energy;041 Business and administration profe...;2023;7.6
522;B-F Manufacturing and energy;042 Business and administration assoc...;2018;
523;B-F Manufacturing and energy;042 Business and administration assoc...;2019;
524;B-F Manufacturing and energy;042 Business and administration assoc...;2020;
525;B-F Manufacturing and energy;042 Business and administration assoc...;2021;
526;B-F Manufacturing and energy;042 Business and administration assoc...;2022;
527;B-F Manufacturing and energy;042 Business and administration assoc...;2023;
528;B-F Manufacturing and energy;043 Clerical support workers;2018;
529;B-F Manufacturing and energy;043 Clerical support workers;2019;
530;B-F Manufacturing and energy;043 Clerical support workers;2020;
531;B-F Manufacturing and energy;043 Clerical support workers;2021;
532;B-F Manufacturing and energy;043 Clerical support workers;2022;
533;B-F Manufacturing and energy;043 Clerical support workers;2023;
534;B-F Manufacturing and energy;05 Managers;2018;
535;B-F Manufacturing and energy;05 Managers;2019;
536;B-F Manufacturing and energy;05 Managers;2020;
537;B-F Manufacturing and energy;05 Managers;2021;
538;B-F Manufacturing and energy;05 Managers;2022;
539;B-F Manufacturing and energy;05 Managers;2023;
540;B-F Manufacturing and energy;052 Administrative and commercial m...;2018;
541;B-F Manufacturing and energy;052 Administrative and commercial m...;2019;
542;B-F Manufacturing and energy;052 Administrative and commercial m...;2020;
543;B-F Manufacturing and energy;052 Administrative and commercial m...;2021;
544;B-F Manufacturing and energy;052 Administrative and commercial m...;2022;
545;B-F Manufacturing and energy;052 Administrative and commercial m...;2023;
546;B-F Manufacturing and energy;053 Production and specialised servic...;2018;
547;B-F Manufacturing and energy;053 Production and specialised servic...;2019;
548;B-F Manufacturing and energy;053 Production and specialised servic...;2020;
549;B-F Manufacturing and energy;053 Production and specialised servic...;2021;
550;B-F Manufacturing and energy;053 Production and specialised servic...;2022;
551;B-F Manufacturing and energy;053 Production and specialised servic...;2023;
552;B-F Manufacturing and energy;06 Public administration, protective...;2018;
553;B-F Manufacturing and energy;06 Public administration, protective...;2019;
554;B-F Manufacturing and energy;06 Public administration, protective...;2020;
555;B-F Manufacturing and energy;06 Public administration, protective...;2021;
556;B-F Manufacturing and energy;06 Public administration, protective...;2022;
557;B-F Manufacturing and energy;06 Public administration, protective...;2023;
558;B-F Manufacturing and energy;061 Legislators and senior officials;2018;
559;B-F Manufacturing and energy;061 Legislators and senior officials;2019;
560;B-F Manufacturing and energy;061 Legislators and senior officials;2020;
561;B-F Manufacturing and energy;061 Legislators and senior officials;2021;
562;B-F Manufacturing and energy;061 Legislators and senior officials;2022;
563;B-F Manufacturing and energy;061 Legislators and senior officials;2023;
564;B-F Manufacturing and energy;062 Legal professionals;2018;
565;B-F Manufacturing and energy;062 Legal professionals;2019;
566;B-F Manufacturing and energy;062 Legal professionals;2020;
567;B-F Manufacturing and energy;062 Legal professionals;2021;
568;B-F Manufacturing and energy;062 Legal professionals;2022;
569;B-F Manufacturing and energy;062 Legal professionals;2023;
570;B-F Manufacturing and energy;07 Technical occupations;2018;86.6
571;B-F Manufacturing and energy;07 Technical occupations;2019;90.7
572;B-F Manufacturing and energy;07 Technical occupations;2020;74.3
573;B-F Manufacturing and energy;07 Technical occupations;2021;99.6
574;B-F Manufacturing and energy;07 Technical occupations;2022;94.6
575;B-F Manufacturing and energy;07 Technical occupations;2023;96.2
576;B-F Manufacturing and energy;072 Science and engineering associate...;2018;12.7
577;B-F Manufacturing and energy;072 Science and engineering associate...;2019;14.3
578;B-F Manufacturing and energy;072 Science and engineering associate...;2020;12.3
579;B-F Manufacturing and energy;072 Science and engineering associate...;2021;18.4
580;B-F Manufacturing and energy;072 Science and engineering associate...;2022;17.2
581;B-F Manufacturing and energy;072 Science and engineering associate...;2023;18.3
582;B-F Manufacturing and energy;073 Building construction workers;2018;14.5
583;B-F Manufacturing and energy;073 Building construction workers;2019;13.0
