ID;SexOfEmployee;TypeOfEmploymentContract;OtherCharacteristicsEmployee;IndustryClassBranchSIC2008;Periods;Jobs_1;LabourVolume_2;HourlyWage_3;MonthlyWageIncludingOvertime_4;MonthlyWageExcludingOvertime_5;YearlyWageIncludingBonuses_6;YearlyWageExcludingSpecialPayments_7;BonusesAndAllowances_8;AdditionalTaxLiabilityForCompanyCar_9;PerJobPerWeekIncludingOvertime_10;PerJobPerWeekExcludingOvertime_11;PerJobPerYear_12;PerWorkingYear_13
7162;Total;Total;Nationality: EU 14 (excluding Dutch);G Wholesale and retail trade;2018;28.0;24.0;25.62;3306.0;3283.0;50110.0;39670.0;10440.0;620.0;33.9;33.6;1538.0;1801.0
7163;Total;Total;Nationality: EU 14 (excluding Dutch);G Wholesale and retail trade;2019;30.0;26.0;25.68;3325.0;3303.0;50530.0;39910.0;10620.0;620.0;33.8;33.6;1544.0;1812.0
7164;Total;Total;Nationality: EU 14 (excluding Dutch);G Wholesale and retail trade;2020;27.0;23.0;25.26;3248.0;3228.0;49460.0;38980.0;10480.0;610.0;33.7;33.5;1533.0;1805.0
7165;Total;Total;Nationality: EU 14 (excluding Dutch);G Wholesale and retail trade;2021;29.0;25.0;25.87;3373.0;3351.0;52040.0;40480.0;11560.0;560.0;33.9;33.7;1555.0;1818.0
7166;Total;Total;Nationality: EU 14 (excluding Dutch);G Wholesale and retail trade;2022;34.0;28.0;26.37;3382.0;3360.0;52190.0;40580.0;11610.0;520.0;33.4;33.1;1529.0;1817.0
7167;Total;Total;Nationality: EU 14 (excluding Dutch);G Wholesale and retail trade;2023;37.0;31.0;27.43;3482.0;3461.0;52190.0;41790.0;10400.0;510.0;33.2;33.0;1514.0;1808.0
7168;Total;Total;Nationality: EU 14 (excluding Dutch);H Transportation and storage;2009;9.0;8.0;18.24;2707.0;2465.0;37210.0;32480.0;4730.0;380.0;38.5;35.4;1621.0;1844.0
7169;Total;Total;Nationality: EU 14 (excluding Dutch);H Transportation and storage;2010 before change of method;8.0;7.0;19.01;2773.0;2530.0;38160.0;33280.0;4890.0;400.0;38.2;34.9;1597.0;1826.0
7170;Total;Total;Nationality: EU 14 (excluding Dutch);H Transportation and storage;2010 after change of method;9.0;7.0;19.19;2795.0;2554.0;38590.0;33540.0;5050.0;410.0;38.2;34.9;1597.0;1827.0
7171;Total;Total;Nationality: EU 14 (excluding Dutch);H Transportation and storage;2011;9.0;7.0;19.65;2814.0;2589.0;39590.0;33770.0;5820.0;380.0;37.3;34.3;1581.0;1843.0
7172;Total;Total;Nationality: EU 14 (excluding Dutch);H Transportation and storage;2012;9.0;7.0;20.39;2842.0;2639.0;39630.0;34100.0;5530.0;420.0;36.6;34.0;1553.0;1828.0
7173;Total;Total;Nationality: EU 14 (excluding Dutch);H Transportation and storage;2013;8.0;7.0;21.03;2916.0;2736.0;40680.0;34990.0;5690.0;430.0;36.7;34.3;1561.0;1828.0
7174;Total;Total;Nationality: EU 14 (excluding Dutch);H Transportation and storage;2014;8.0;7.0;21.35;2923.0;2763.0;40930.0;35080.0;5850.0;420.0;36.0;34.0;1553.0;1835.0
7175;Total;Total;Nationality: EU 14 (excluding Dutch);H Transportation and storage;2015;8.0;7.0;21.96;3014.0;2849.0;42330.0;36170.0;6160.0;380.0;36.3;34.2;1557.0;1825.0
7176;Total;Total;Nationality: EU 14 (excluding Dutch);H Transportation and storage;2016;8.0;7.0;22.65;3173.0;3008.0;45260.0;38080.0;7180.0;390.0;36.9;34.9;1594.0;1832.0
7177;Total;Total;Nationality: EU 14 (excluding Dutch);H Transportation and storage;2017;8.0;7.0;22.46;3127.0;2961.0;44370.0;37530.0;6840.0;420.0;36.6;34.6;1582.0;1830.0
7178;Total;Total;Nationality: EU 14 (excluding Dutch);H Transportation and storage;2018;7.0;6.0;22.84;3098.0;2972.0;44150.0;37170.0;6980.0;460.0;35.8;34.3;1562.0;1814.0
7179;Total;Total;Nationality: EU 14 (excluding Dutch);H Transportation and storage;2019;8.0;7.0;23.52;3244.0;3123.0;46180.0;38930.0;7250.0;460.0;36.2;34.8;1593.0;1826.0
7180;Total;Total;Nationality: EU 14 (excluding Dutch);H Transportation and storage;2020;7.0;6.0;23.24;3237.0;3126.0;45920.0;38840.0;7080.0;430.0;36.7;35.4;1614.0;1824.0
7181;Total;Total;Nationality: EU 14 (excluding Dutch);H Transportation and storage;2021;8.0;7.0;23.45;3296.0;3173.0;47240.0;39550.0;7690.0;400.0;36.7;35.3;1624.0;1832.0
7182;Total;Total;Nationality: EU 14 (excluding Dutch);H Transportation and storage;2022;9.0;8.0;23.52;3341.0;3216.0;47890.0;40100.0;7790.0;380.0;37.1;35.7;1641.0;1828.0
7183;Total;Total;Nationality: EU 14 (excluding Dutch);H Transportation and storage;2023;10.0;9.0;24.74;3496.0;3377.0;49750.0;41950.0;7800.0;400.0;37.0;35.8;1638.0;1820.0
7184;Total;Total;Nationality: EU 14 (excluding Dutch);I Accommodation and food serving;2009;7.0;5.0;13.48;1279.0;1273.0;16790.0;15350.0;1440.0;110.0;24.9;24.7;1133.0;1745.0
7185;Total;Total;Nationality: EU 14 (excluding Dutch);I Accommodation and food serving;2010 before change of method;8.0;5.0;13.69;1295.0;1287.0;17050.0;15540.0;1500.0;90.0;24.8;24.7;1128.0;1726.0
7186;Total;Total;Nationality: EU 14 (excluding Dutch);I Accommodation and food serving;2010 after change of method;8.0;5.0;13.7;1297.0;1288.0;17070.0;15560.0;1510.0;100.0;24.9;24.7;1129.0;1726.0
7187;Total;Total;Nationality: EU 14 (excluding Dutch);I Accommodation and food serving;2011;8.0;5.0;13.74;1323.0;1314.0;17410.0;15880.0;1530.0;90.0;25.1;24.9;1148.0;1747.0
7188;Total;Total;Nationality: EU 14 (excluding Dutch);I Accommodation and food serving;2012;8.0;6.0;13.89;1311.0;1303.0;17230.0;15730.0;1490.0;90.0;24.9;24.8;1126.0;1725.0
7189;Total;Total;Nationality: EU 14 (excluding Dutch);I Accommodation and food serving;2013;9.0;6.0;13.84;1336.0;1328.0;17490.0;16030.0;1460.0;80.0;25.6;25.4;1152.0;1733.0
7190;Total;Total;Nationality: EU 14 (excluding Dutch);I Accommodation and food serving;2014;9.0;6.0;14.17;1378.0;1370.0;18150.0;16530.0;1620.0;70.0;25.6;25.5;1160.0;1741.0
7191;Total;Total;Nationality: EU 14 (excluding Dutch);I Accommodation and food serving;2015;10.0;7.0;14.09;1388.0;1381.0;18190.0;16660.0;1530.0;60.0;26.1;25.9;1177.0;1742.0
7192;Total;Total;Nationality: EU 14 (excluding Dutch);I Accommodation and food serving;2016;11.0;7.0;13.84;1401.0;1396.0;18320.0;16810.0;1510.0;60.0;26.6;26.5;1210.0;1763.0
7193;Total;Total;Nationality: EU 14 (excluding Dutch);I Accommodation and food serving;2017;12.0;8.0;13.92;1452.0;1446.0;18970.0;17420.0;1550.0;50.0;27.3;27.2;1247.0;1770.0
7194;Total;Total;Nationality: EU 14 (excluding Dutch);I Accommodation and food serving;2018;14.0;10.0;14.04;1471.0;1465.0;19180.0;17650.0;1540.0;50.0;27.5;27.4;1252.0;1766.0
7195;Total;Total;Nationality: EU 14 (excluding Dutch);I Accommodation and food serving;2019;15.0;11.0;14.37;1528.0;1523.0;19920.0;18340.0;1580.0;50.0;27.8;27.7;1272.0;1776.0
7196;Total;Total;Nationality: EU 14 (excluding Dutch);I Accommodation and food serving;2020;12.0;9.0;14.93;1602.0;1598.0;20930.0;19230.0;1700.0;60.0;28.2;28.1;1284.0;1771.0
7197;Total;Total;Nationality: EU 14 (excluding Dutch);I Accommodation and food serving;2021;12.0;8.0;15.18;1654.0;1648.0;21360.0;19850.0;1510.0;70.0;28.4;28.3;1303.0;1782.0
7198;Total;Total;Nationality: EU 14 (excluding Dutch);I Accommodation and food serving;2022;16.0;11.0;15.71;1689.0;1683.0;21930.0;20260.0;1660.0;40.0;28.0;27.9;1285.0;1793.0
7199;Total;Total;Nationality: EU 14 (excluding Dutch);I Accommodation and food serving;2023;19.0;14.0;16.79;1782.0;1777.0;23460.0;21380.0;2080.0;40.0;27.7;27.7;1270.0;1785.0
7200;Total;Total;Nationality: EU 14 (excluding Dutch);J Information and communication;2009;6.0;6.0;26.17;3658.0;3634.0;52210.0;43900.0;8310.0;1210.0;36.5;36.3;1666.0;1815.0
7201;Total;Total;Nationality: EU 14 (excluding Dutch);J Information and communication;2010 before change of method;6.0;6.0;25.95;3628.0;3603.0;52200.0;43530.0;8670.0;1090.0;36.4;36.2;1666.0;1814.0
7202;Total;Total;Nationality: EU 14 (excluding Dutch);J Information and communication;2010 after change of method;6.0;6.0;26.0;3631.0;3606.0;52400.0;43570.0;8830.0;1110.0;36.4;36.2;1664.0;1815.0
7203;Total;Total;Nationality: EU 14 (excluding Dutch);J Information and communication;2011;7.0;6.0;26.66;3734.0;3711.0;54650.0;44810.0;9840.0;1040.0;36.3;36.1;1670.0;1828.0
7204;Total;Total;Nationality: EU 14 (excluding Dutch);J Information and communication;2012;7.0;6.0;27.63;3841.0;3820.0;55600.0;46100.0;9500.0;1020.0;36.3;36.2;1659.0;1813.0
7205;Total;Total;Nationality: EU 14 (excluding Dutch);J Information and communication;2013;6.0;6.0;27.61;3824.0;3805.0;55170.0;45880.0;9280.0;920.0;36.4;36.2;1654.0;1810.0
7206;Total;Total;Nationality: EU 14 (excluding Dutch);J Information and communication;2014;7.0;6.0;28.81;4040.0;4025.0;58560.0;48480.0;10070.0;800.0;36.6;36.5;1677.0;1823.0
7207;Total;Total;Nationality: EU 14 (excluding Dutch);J Information and communication;2015;8.0;7.0;30.3;4260.0;4246.0;63080.0;51120.0;11960.0;720.0;36.9;36.8;1681.0;1815.0
7208;Total;Total;Nationality: EU 14 (excluding Dutch);J Information and communication;2016;9.0;8.0;30.08;4235.0;4220.0;64600.0;50820.0;13780.0;650.0;36.8;36.6;1684.0;1826.0
7209;Total;Total;Nationality: EU 14 (excluding Dutch);J Information and communication;2017;10.0;9.0;30.14;4219.0;4208.0;63620.0;50630.0;12990.0;600.0;36.7;36.6;1676.0;1816.0
7210;Total;Total;Nationality: EU 14 (excluding Dutch);J Information and communication;2018;11.0;10.0;29.76;4183.0;4173.0;62280.0;50190.0;12090.0;520.0;37.1;37.0;1683.0;1808.0
7211;Total;Total;Nationality: EU 14 (excluding Dutch);J Information and communication;2019;12.0;12.0;29.79;4244.0;4235.0;64780.0;50930.0;13850.0;490.0;37.5;37.4;1706.0;1817.0
7212;Total;Total;Nationality: EU 14 (excluding Dutch);J Information and communication;2020;11.0;10.0;29.17;4141.0;4133.0;61660.0;49690.0;11970.0;460.0;37.5;37.4;1700.0;1814.0
7213;Total;Total;Nationality: EU 14 (excluding Dutch);J Information and communication;2021;13.0;12.0;30.43;4357.0;4350.0;67520.0;52280.0;15240.0;410.0;37.5;37.5;1716.0;1828.0
7214;Total;Total;Nationality: EU 14 (excluding Dutch);J Information and communication;2022;14.0;14.0;32.7;4659.0;4655.0;70400.0;55910.0;14480.0;390.0;37.4;37.4;1708.0;1821.0
7215;Total;Total;Nationality: EU 14 (excluding Dutch);J Information and communication;2023;15.0;14.0;34.77;4948.0;4943.0;74170.0;59380.0;14790.0;410.0;37.5;37.5;1706.0;1811.0
7216;Total;Total;Nationality: EU 14 (excluding Dutch);K Financial institutions;2009;4.0;3.0;32.37;4345.0;4331.0;71920.0;52140.0;19780.0;1000.0;35.1;35.0;1605.0;1757.0
7217;Total;Total;Nationality: EU 14 (excluding Dutch);K Financial institutions;2010 before change of method;4.0;3.0;33.83;4547.0;4531.0;75080.0;54570.0;20510.0;930.0;35.2;35.0;1607.0;1763.0
7218;Total;Total;Nationality: EU 14 (excluding Dutch);K Financial institutions;2010 after change of method;4.0;3.0;33.95;4554.0;4536.0;75110.0;54650.0;20460.0;940.0;35.1;34.9;1604.0;1769.0
7219;Total;Total;Nationality: EU 14 (excluding Dutch);K Financial institutions;2011;4.0;3.0;35.1;4752.0;4738.0;79130.0;57020.0;22110.0;930.0;35.0;34.9;1620.0;1789.0
7220;Total;Total;Nationality: EU 14 (excluding Dutch);K Financial institutions;2012;4.0;4.0;35.84;4806.0;4792.0;77670.0;57680.0;19990.0;980.0;35.0;34.9;1604.0;1777.0
7221;Total;Total;Nationality: EU 14 (excluding Dutch);K Financial institutions;2013;4.0;4.0;36.23;4844.0;4829.0;79780.0;58130.0;21650.0;930.0;35.0;34.9;1599.0;1780.0
7222;Total;Total;Nationality: EU 14 (excluding Dutch);K Financial institutions;2014;4.0;4.0;38.15;5171.0;5161.0;82300.0;62050.0;20250.0;950.0;35.4;35.3;1623.0;1796.0
7223;Total;Total;Nationality: EU 14 (excluding Dutch);K Financial institutions;2015;5.0;4.0;38.48;5192.0;5183.0;81150.0;62310.0;18850.0;920.0;35.4;35.3;1616.0;1792.0
7224;Total;Total;Nationality: EU 14 (excluding Dutch);K Financial institutions;2016;5.0;5.0;39.09;5302.0;5293.0;82930.0;63620.0;19310.0;850.0;35.4;35.3;1625.0;1801.0
7225;Total;Total;Nationality: EU 14 (excluding Dutch);K Financial institutions;2017;5.0;5.0;39.06;5317.0;5308.0;83790.0;63800.0;20000.0;850.0;35.5;35.4;1631.0;1809.0
7226;Total;Total;Nationality: EU 14 (excluding Dutch);K Financial institutions;2018;6.0;5.0;39.08;5383.0;5376.0;85520.0;64600.0;20920.0;790.0;36.0;36.0;1651.0;1807.0
7227;Total;Total;Nationality: EU 14 (excluding Dutch);K Financial institutions;2019;6.0;6.0;39.54;5467.0;5459.0;95400.0;65600.0;29800.0;680.0;36.1;36.0;1657.0;1807.0
7228;Total;Total;Nationality: EU 14 (excluding Dutch);K Financial institutions;2020;6.0;5.0;38.76;5390.0;5383.0;89230.0;64670.0;24560.0;650.0;36.4;36.3;1667.0;1806.0
7229;Total;Total;Nationality: EU 14 (excluding Dutch);K Financial institutions;2021;6.0;6.0;41.33;5825.0;5815.0;96830.0;69900.0;26930.0;610.0;36.6;36.6;1689.0;1821.0
7230;Total;Total;Nationality: EU 14 (excluding Dutch);K Financial institutions;2022;7.0;6.0;42.92;6062.0;6055.0;106270.0;72740.0;33530.0;560.0;36.7;36.7;1693.0;1823.0
7231;Total;Total;Nationality: EU 14 (excluding Dutch);K Financial institutions;2023;8.0;7.0;44.83;6316.0;6310.0;107130.0;75800.0;31330.0;570.0;36.8;36.7;1689.0;1814.0
7232;Total;Total;Nationality: EU 14 (excluding Dutch);L Renting, buying, selling real estate;2009;1.0;1.0;23.69;2794.0;2779.0;38840.0;33530.0;5310.0;710.0;30.8;30.6;1408.0;1771.0
7233;Total;Total;Nationality: EU 14 (excluding Dutch);L Renting, buying, selling real estate;2010 before change of method;1.0;1.0;21.11;2482.0;2463.0;35880.0;29790.0;6100.0;650.0;30.7;30.5;1400.0;1761.0
7234;Total;Total;Nationality: EU 14 (excluding Dutch);L Renting, buying, selling real estate;2010 after change of method;1.0;1.0;21.92;2653.0;2635.0;38160.0;31840.0;6310.0;680.0;31.6;31.3;1443.0;1818.0
7235;Total;Total;Nationality: EU 14 (excluding Dutch);L Renting, buying, selling real estate;2011;1.0;1.0;26.15;3025.0;3012.0;42470.0;36300.0;6170.0;620.0;30.0;29.9;1382.0;1773.0
7236;Total;Total;Nationality: EU 14 (excluding Dutch);L Renting, buying, selling real estate;2012;1.0;0.0;29.59;3417.0;3408.0;53510.0;41000.0;12510.0;780.0;30.3;30.2;1382.0;1742.0
7237;Total;Total;Nationality: EU 14 (excluding Dutch);L Renting, buying, selling real estate;2013;1.0;0.0;24.37;2772.0;2755.0;43480.0;33260.0;10220.0;730.0;29.9;29.7;1357.0;1760.0
7238;Total;Total;Nationality: EU 14 (excluding Dutch);L Renting, buying, selling real estate;2014;1.0;0.0;27.28;3162.0;3158.0;45180.0;37940.0;7240.0;760.0;30.4;30.3;1389.0;1768.0
7239;Total;Total;Nationality: EU 14 (excluding Dutch);L Renting, buying, selling real estate;2015;1.0;1.0;28.85;3450.0;3445.0;52810.0;41400.0;11400.0;640.0;31.5;31.4;1433.0;1769.0
7240;Total;Total;Nationality: EU 14 (excluding Dutch);L Renting, buying, selling real estate;2016;1.0;0.0;27.29;3204.0;3200.0;49600.0;38450.0;11150.0;670.0;30.8;30.7;1407.0;1771.0
7241;Total;Total;Nationality: EU 14 (excluding Dutch);L Renting, buying, selling real estate;2017;1.0;1.0;29.88;3517.0;3513.0;55170.0;42200.0;12970.0;620.0;30.8;30.8;1411.0;1780.0
7242;Total;Total;Nationality: EU 14 (excluding Dutch);L Renting, buying, selling real estate;2018;1.0;1.0;29.09;3516.0;3512.0;61290.0;42200.0;19100.0;670.0;31.8;31.8;1449.0;1772.0
7243;Total;Total;Nationality: EU 14 (excluding Dutch);L Renting, buying, selling real estate;2019;1.0;1.0;27.07;3317.0;3308.0;52970.0;39800.0;13170.0;590.0;32.1;32.0;1467.0;1783.0
7244;Total;Total;Nationality: EU 14 (excluding Dutch);L Renting, buying, selling real estate;2020;1.0;1.0;27.9;3416.0;3410.0;46700.0;41000.0;5700.0;720.0;32.2;32.2;1467.0;1779.0
7245;Total;Total;Nationality: EU 14 (excluding Dutch);L Renting, buying, selling real estate;2021;1.0;1.0;30.4;3786.0;3784.0;51980.0;45430.0;6550.0;780.0;32.5;32.4;1493.0;1797.0
7246;Total;Total;Nationality: EU 14 (excluding Dutch);L Renting, buying, selling real estate;2022;1.0;1.0;30.86;3860.0;3847.0;56880.0;46320.0;10560.0;690.0;32.5;32.5;1496.0;1812.0
7247;Total;Total;Nationality: EU 14 (excluding Dutch);L Renting, buying, selling real estate;2023;1.0;1.0;31.71;3808.0;3805.0;56840.0;45690.0;11150.0;670.0;31.4;31.4;1440.0;1807.0
7248;Total;Total;Nationality: EU 14 (excluding Dutch);M-N Business services;2009;57.0;44.0;20.12;2425.0;2384.0;33850.0;29100.0;4750.0;310.0;31.5;30.9;1422.0;1818.0
7249;Total;Total;Nationality: EU 14 (excluding Dutch);M-N Business services;2010 before change of method;49.0;40.0;20.92;2558.0;2512.0;36400.0;30690.0;5710.0;320.0;32.2;31.5;1441.0;1795.0
7250;Total;Total;Nationality: EU 14 (excluding Dutch);M-N Business services;2010 after change of method;50.0;40.0;21.01;2574.0;2528.0;36720.0;30880.0;5830.0;330.0;32.2;31.5;1444.0;1799.0
7251;Total;Total;Nationality: EU 14 (excluding Dutch);M-N Business services;2011;49.0;40.0;21.27;2621.0;2576.0;37570.0;31450.0;6110.0;320.0;32.2;31.4;1453.0;1812.0
7252;Total;Total;Nationality: EU 14 (excluding Dutch);M-N Business services;2012;47.0;38.0;22.51;2751.0;2709.0;39020.0;33010.0;6010.0;340.0;32.2;31.5;1444.0;1804.0
7253;Total;Total;Nationality: EU 14 (excluding Dutch);M-N Business services;2013;46.0;37.0;24.02;2954.0;2908.0;42520.0;35450.0;7080.0;360.0;32.5;31.8;1453.0;1805.0
7254;Total;Total;Nationality: EU 14 (excluding Dutch);M-N Business services;2014;45.0;37.0;24.48;3062.0;3021.0;44440.0;36750.0;7700.0;360.0;32.9;32.3;1481.0;1818.0
7255;Total;Total;Nationality: EU 14 (excluding Dutch);M-N Business services;2015;47.0;38.0;25.1;3129.0;3082.0;48000.0;37550.0;10450.0;330.0;32.9;32.3;1474.0;1809.0
7256;Total;Total;Nationality: EU 14 (excluding Dutch);M-N Business services;2016;48.0;39.0;24.4;3071.0;3028.0;45840.0;36850.0;9000.0;330.0;33.1;32.5;1489.0;1814.0
7257;Total;Total;Nationality: EU 14 (excluding Dutch);M-N Business services;2017;52.0;43.0;24.11;3038.0;2993.0;45220.0;36450.0;8760.0;320.0;33.1;32.5;1490.0;1815.0
7258;Total;Total;Nationality: EU 14 (excluding Dutch);M-N Business services;2018;55.0;45.0;24.28;3026.0;2987.0;45200.0;36310.0;8890.0;300.0;32.9;32.4;1476.0;1803.0
7259;Total;Total;Nationality: EU 14 (excluding Dutch);M-N Business services;2019;58.0;48.0;24.79;3103.0;3069.0;46360.0;37240.0;9120.0;290.0;33.0;32.5;1486.0;1813.0
7260;Total;Total;Nationality: EU 14 (excluding Dutch);M-N Business services;2020;48.0;40.0;24.13;3045.0;2999.0;45020.0;36540.0;8470.0;290.0;33.3;32.8;1492.0;1806.0
7261;Total;Total;Nationality: EU 14 (excluding Dutch);M-N Business services;2021;53.0;44.0;24.43;3096.0;3053.0;45470.0;37160.0;8310.0;260.0;33.2;32.7;1500.0;1816.0
7262;Total;Total;Nationality: EU 14 (excluding Dutch);M-N Business services;2022;62.0;51.0;24.97;3139.0;3098.0;46180.0;37660.0;8510.0;250.0;33.0;32.5;1488.0;1815.0
7263;Total;Total;Nationality: EU 14 (excluding Dutch);M-N Business services;2023;64.0;53.0;26.97;3416.0;3377.0;49630.0;40990.0;8640.0;280.0;33.3;32.9;1502.0;1808.0
7264;Total;Total;Nationality: EU 14 (excluding Dutch);M Other specialised business services;2009;15.0;14.0;33.58;4577.0;4556.0;67380.0;54930.0;12450.0;870.0;35.7;35.5;1628.0;1805.0
7265;Total;Total;Nationality: EU 14 (excluding Dutch);M Other specialised business services;2010 before change of method;14.0;13.0;34.28;4614.0;4593.0;69580.0;55360.0;14210.0;850.0;35.5;35.3;1608.0;1795.0
7266;Total;Total;Nationality: EU 14 (excluding Dutch);M Other specialised business services;2010 after change of method;15.0;13.0;34.41;4629.0;4609.0;70070.0;55550.0;14530.0;870.0;35.5;35.2;1607.0;1797.0
7267;Total;Total;Nationality: EU 14 (excluding Dutch);M Other specialised business services;2011;14.0;13.0;34.79;4681.0;4663.0;71710.0;56170.0;15530.0;850.0;35.2;35.0;1609.0;1799.0
7268;Total;Total;Nationality: EU 14 (excluding Dutch);M Other specialised business services;2012;15.0;13.0;35.13;4738.0;4722.0;70760.0;56850.0;13910.0;840.0;35.6;35.4;1613.0;1793.0
7269;Total;Total;Nationality: EU 14 (excluding Dutch);M Other specialised business services;2013;16.0;14.0;36.29;4936.0;4920.0;74680.0;59240.0;15450.0;820.0;35.9;35.8;1627.0;1796.0
7270;Total;Total;Nationality: EU 14 (excluding Dutch);M Other specialised business services;2014;16.0;15.0;36.34;4990.0;4973.0;75630.0;59890.0;15740.0;790.0;36.1;36.0;1642.0;1808.0
7271;Total;Total;Nationality: EU 14 (excluding Dutch);M Other specialised business services;2015;17.0;15.0;37.18;5100.0;5083.0;80110.0;61200.0;18900.0;720.0;36.2;36.1;1641.0;1802.0
7272;Total;Total;Nationality: EU 14 (excluding Dutch);M Other specialised business services;2016;18.0;16.0;35.75;4948.0;4931.0;77120.0;59370.0;17740.0;680.0;36.3;36.2;1655.0;1812.0
7273;Total;Total;Nationality: EU 14 (excluding Dutch);M Other specialised business services;2017;19.0;17.0;35.23;4866.0;4850.0;76240.0;58390.0;17850.0;680.0;36.4;36.2;1652.0;1807.0
7274;Total;Total;Nationality: EU 14 (excluding Dutch);M Other specialised business services;2018;20.0;18.0;34.42;4757.0;4743.0;73540.0;57080.0;16460.0;610.0;36.6;36.5;1654.0;1801.0
7275;Total;Total;Nationality: EU 14 (excluding Dutch);M Other specialised business services;2019;22.0;20.0;34.38;4799.0;4785.0;75030.0;57580.0;17440.0;570.0;36.8;36.7;1670.0;1811.0
7276;Total;Total;Nationality: EU 14 (excluding Dutch);M Other specialised business services;2020;19.0;17.0;32.55;4529.0;4515.0;70070.0;54340.0;15730.0;530.0;36.8;36.7;1665.0;1805.0
7277;Total;Total;Nationality: EU 14 (excluding Dutch);M Other specialised business services;2021;20.0;19.0;33.73;4743.0;4729.0;72590.0;56920.0;15670.0;490.0;36.9;36.8;1682.0;1817.0
7278;Total;Total;Nationality: EU 14 (excluding Dutch);M Other specialised business services;2022;23.0;21.0;34.44;4847.0;4835.0;73760.0;58160.0;15590.0;460.0;37.0;36.9;1685.0;1815.0
7279;Total;Total;Nationality: EU 14 (excluding Dutch);M Other specialised business services;2023;24.0;22.0;36.17;5064.0;5053.0;75630.0;60770.0;14860.0;490.0;36.9;36.9;1676.0;1807.0
7280;Total;Total;Nationality: EU 14 (excluding Dutch);N Renting and other business support;2009;41.0;30.0;14.11;1630.0;1582.0;21460.0;19560.0;1900.0;100.0;30.0;29.2;1345.0;1824.0
7281;Total;Total;Nationality: EU 14 (excluding Dutch);N Renting and other business support;2010 before change of method;35.0;27.0;14.53;1718.0;1662.0;22860.0;20620.0;2240.0;110.0;30.9;29.9;1372.0;1796.0
7282;Total;Total;Nationality: EU 14 (excluding Dutch);N Renting and other business support;2010 after change of method;36.0;27.0;14.55;1725.0;1669.0;22940.0;20700.0;2240.0;110.0;30.9;30.0;1376.0;1800.0
7283;Total;Total;Nationality: EU 14 (excluding Dutch);N Renting and other business support;2011;35.0;27.0;14.75;1763.0;1706.0;23350.0;21160.0;2190.0;100.0;30.9;30.0;1388.0;1819.0
7284;Total;Total;Nationality: EU 14 (excluding Dutch);N Renting and other business support;2012;32.0;24.0;15.6;1830.0;1776.0;24310.0;21970.0;2340.0;100.0;30.6;29.7;1366.0;1810.0
7285;Total;Total;Nationality: EU 14 (excluding Dutch);N Renting and other business support;2013;30.0;23.0;16.31;1911.0;1851.0;25610.0;22940.0;2670.0;120.0;30.7;29.7;1361.0;1811.0
7286;Total;Total;Nationality: EU 14 (excluding Dutch);N Renting and other business support;2014;29.0;22.0;16.44;1958.0;1903.0;26590.0;23500.0;3090.0;120.0;31.0;30.2;1389.0;1825.0
7287;Total;Total;Nationality: EU 14 (excluding Dutch);N Renting and other business support;2015;30.0;23.0;16.97;2014.0;1951.0;29840.0;24170.0;5670.0;110.0;31.0;30.1;1379.0;1814.0
7288;Total;Total;Nationality: EU 14 (excluding Dutch);N Renting and other business support;2016;30.0;23.0;16.34;1952.0;1893.0;27200.0;23420.0;3780.0;110.0;31.1;30.2;1390.0;1816.0
7289;Total;Total;Nationality: EU 14 (excluding Dutch);N Renting and other business support;2017;33.0;26.0;16.79;2018.0;1958.0;27910.0;24220.0;3700.0;110.0;31.3;30.5;1399.0;1820.0
