ID;Regelgeving;Perioden;AanHetBeginVanDePeriodeAanhangig_1;IngediendeZaken_2;TotaalUitspraken_3;KennelijkOngegrond_4;KennelijkGegrond_5;OverigeUitspraken_6;Ingesteld_7;IngetrokkenNietOntvankelijkOngegrond_8;Gegrond_9;TotaalUitspraken_10;Ongegrond_11;Gegrond_12;OverigeUitspraken_13;TotaalUitspraken_14;Afgewezen_15;GeheelOfDeelsToegewezen_16;OverigeUitspraken_17;IngetrokkenVerwezenZaken_18;AanHetEindVanDePeriodeAanhangig_19
954;Telecommunicatiewet;2002;67;354;20;3;12;5;2;1;1;54;25;26;3;144;109;32;3;97;107
955;Telecommunicatiewet;2003;107;246;21;8;10;3;0;0;0;28;16;8;4;55;32;8;15;67;182
956;Telecommunicatiewet;2004;182;178;4;0;3;1;1;1;0;102;45;47;10;22;19;1;2;70;162
957;Telecommunicatiewet;2005;162;60;12;7;1;4;3;0;3;106;39;53;14;5;3;1;1;32;70
958;Telecommunicatiewet;2006;70;64;10;0;1;9;0;0;0;54;14;35;5;7;3;0;4;21;42
959;Telecommunicatiewet;2007;42;64;1;0;0;1;0;0;0;23;13;9;1;9;9;0;0;38;35
960;Telecommunicatiewet;2008;35;49;1;0;0;1;0;0;0;22;16;5;1;0;0;0;0;26;35
961;Telecommunicatiewet;2009;35;35;1;0;0;1;0;0;0;26;16;6;4;6;5;0;1;15;22
962;Telecommunicatiewet;2010;22;87;0;0;0;0;0;0;0;13;6;6;1;18;16;2;0;15;63
963;Telecommunicatiewet;2011;63;67;3;0;0;3;0;0;0;45;15;8;22;13;12;1;0;19;50
964;Telecommunicatiewet;2012;50;47;4;1;0;3;1;0;0;25;22;3;0;11;9;2;0;6;52
965;Telecommunicatiewet;2013;52;111;6;2;0;4;2;2;0;18;9;7;2;10;4;6;0;21;108
966;Telecommunicatiewet;2014;108;37;2;0;0;2;1;2;0;96;40;9;47;3;3;0;0;5;38
967;Telecommunicatiewet;2015;38;33;2;0;0;2;0;0;0;16;8;6;2;0;0;0;0;7;46
968;Telecommunicatiewet;2016;46;27;2;0;0;2;1;1;0;29;17;5;7;0;0;0;0;13;29
969;Wet studiefinanciering;2000;1;592;6;0;0;6;3;0;0;48;32;12;4;0;0;0;0;8;534
970;Wet studiefinanciering;2001;534;1074;260;16;61;183;35;29;1;347;204;60;83;46;30;2;14;464;497
971;Wet studiefinanciering;2002;497;777;188;41;13;134;42;34;3;366;227;70;69;22;12;2;8;204;502
972;Wet studiefinanciering;2003;502;893;197;47;12;138;23;24;4;434;284;98;52;25;14;0;11;241;497
973;Wet studiefinanciering;2004;497;1244;250;73;10;167;29;25;5;482;340;89;53;19;16;0;3;389;606
974;Wet studiefinanciering;2005;606;1583;326;70;20;236;53;37;1;616;447;123;46;31;20;0;11;339;893
975;Wet studiefinanciering;2006;893;1329;284;74;19;191;38;41;7;944;736;138;70;28;23;1;4;355;608
976;Wet studiefinanciering;2007;608;1460;229;56;9;164;42;35;8;645;527;84;34;20;9;0;11;385;797
977;Wet studiefinanciering;2008;797;1484;265;75;9;181;43;36;7;745;609;90;46;25;21;0;4;441;812
978;Wet studiefinanciering;2009;812;1418;204;61;15;128;35;28;7;789;601;125;63;37;24;2;11;392;816
979;Wet studiefinanciering;2010;816;1336;218;58;2;158;30;25;7;895;745;100;50;12;6;1;5;320;712
980;Wet studiefinanciering;2011;712;1129;151;27;5;119;22;19;4;829;679;89;61;29;15;0;14;338;498
981;Wet studiefinanciering;2012;498;849;93;25;0;68;17;17;2;567;490;61;16;29;14;0;15;283;375
982;Wet studiefinanciering;2013;375;959;72;17;1;54;10;12;2;458;368;71;19;24;22;0;2;307;471
983;Wet studiefinanciering;2014;471;1147;97;30;3;64;19;12;2;697;573;91;33;50;41;1;8;213;568
984;Wet studiefinanciering;2015;568;1151;118;42;2;74;22;16;1;775;591;157;27;41;35;2;4;278;513
985;Wet studiefinanciering;2016;513;758;121;40;1;80;16;20;6;603;469;111;23;15;10;3;2;219;310
986;Wet tegemoetkoming onderwijsbijdrage;2000;1;67;0;0;0;0;0;0;0;14;11;3;0;0;0;0;0;1;53
987;Wet tegemoetkoming onderwijsbijdrage;2001;53;156;23;2;6;15;2;1;1;68;56;7;5;3;2;0;1;30;86
988;Wet tegemoetkoming onderwijsbijdrage;2002;86;125;26;6;3;17;5;4;0;68;48;11;9;5;3;0;2;33;80
989;Wet tegemoetkoming onderwijsbijdrage;2003;80;88;20;3;2;15;4;3;1;75;56;19;0;3;1;0;2;20;51
990;Wet tegemoetkoming onderwijsbijdrage;2004;51;100;21;5;0;16;5;4;1;44;37;5;2;2;0;0;2;26;59
991;Wet tegemoetkoming onderwijsbijdrage;2005;59;71;9;0;2;7;1;2;0;55;47;5;3;3;2;0;1;20;42
992;Wet tegemoetkoming onderwijsbijdrage;2006;42;55;13;4;1;8;2;1;0;37;33;3;1;1;0;0;1;16;31
993;Wet tegemoetkoming onderwijsbijdrage;2007;31;75;7;1;0;6;2;2;0;40;35;2;3;0;0;0;0;15;44
994;Wet tegemoetkoming onderwijsbijdrage;2008;44;118;18;7;0;11;2;2;1;47;39;7;1;5;3;0;2;26;67
995;Wet tegemoetkoming onderwijsbijdrage;2009;67;58;16;4;3;9;1;1;0;55;43;9;3;2;0;0;2;17;35
996;Wet tegemoetkoming onderwijsbijdrage;2010;35;38;4;0;0;4;0;0;0;34;30;1;3;1;0;0;1;13;21
997;Wet tegemoetkoming onderwijsbijdrage;2011;21;29;4;0;0;4;1;1;0;22;18;4;0;1;1;0;0;12;11
998;Wet tegemoetkoming onderwijsbijdrage;2012;11;14;2;0;0;2;0;0;0;3;3;0;0;1;1;0;0;10;9
999;Wet tegemoetkoming onderwijsbijdrage;2013;9;64;2;1;0;1;0;0;0;18;13;4;1;0;0;0;0;23;30
1000;Wet tegemoetkoming onderwijsbijdrage;2014;30;21;6;1;0;5;0;0;0;25;22;3;0;0;0;0;0;9;11
1001;Wet tegemoetkoming onderwijsbijdrage;2015;10;18;2;0;0;2;1;1;0;8;6;1;1;0;0;0;0;5;13
1002;Wet tegemoetkoming onderwijsbijdrage;2016;13;20;3;0;0;3;0;0;0;8;6;2;0;0;0;0;0;9;13
1003;Wet op de rechtsbijstand;2000;361;462;32;2;1;29;10;11;2;229;149;72;8;70;5;59;6;55;436
1004;Wet op de rechtsbijstand;2001;436;404;52;3;7;42;23;5;6;269;200;46;23;8;4;4;0;44;485
1005;Wet op de rechtsbijstand;2002;485;357;105;4;6;95;9;16;3;313;204;83;26;6;5;0;1;63;348
1006;Wet op de rechtsbijstand;2003;348;312;37;3;1;33;11;9;2;260;193;45;22;4;3;0;1;57;305
1007;Wet op de rechtsbijstand;2004;305;413;45;0;15;30;6;3;2;306;239;58;9;5;5;0;0;59;306
1008;Wet op de rechtsbijstand;2005;306;396;36;4;7;25;7;7;0;254;171;63;20;3;3;0;0;69;340
1009;Wet op de rechtsbijstand;2006;340;366;53;4;5;44;11;6;4;223;154;50;19;3;2;1;0;50;382
1010;Wet op de rechtsbijstand;2007;382;473;40;10;3;27;8;7;2;318;207;89;22;11;8;0;3;74;413
1011;Wet op de rechtsbijstand;2008;413;578;26;3;7;16;4;5;0;395;255;80;60;4;1;1;2;112;453
1012;Wet op de rechtsbijstand;2009;453;719;44;0;16;28;4;4;1;381;283;63;35;11;11;0;0;104;632
1013;Wet op de rechtsbijstand;2010;632;774;90;7;19;64;32;22;5;592;384;112;96;9;5;1;3;180;545
1014;Wet op de rechtsbijstand;2011;545;678;45;6;0;39;11;9;3;631;430;116;85;2;1;0;1;137;410
1015;Wet op de rechtsbijstand;2012;410;635;21;3;1;17;6;10;0;413;310;70;33;3;2;0;1;165;439
1016;Wet op de rechtsbijstand;2013;438;475;31;4;1;26;6;5;1;381;303;39;39;5;4;0;1;166;331
1017;Wet op de rechtsbijstand;2014;331;498;22;4;0;18;9;4;2;366;281;51;34;34;32;0;2;134;278
1018;Wet op de rechtsbijstand;2015;279;433;24;1;0;23;8;8;3;313;223;43;47;3;2;0;1;104;268
1019;Wet op de rechtsbijstand;2016;270;579;46;0;0;46;4;3;1;324;259;31;34;15;11;0;4;172;293
1020;Wet openbaarheid van bestuur;2000;118;243;20;2;5;13;7;9;3;58;27;23;8;51;35;8;8;89;141
1021;Wet openbaarheid van bestuur;2001;141;322;14;2;6;6;4;2;1;110;67;32;11;62;44;12;6;122;157
1022;Wet openbaarheid van bestuur;2002;157;263;18;1;11;6;3;3;1;73;39;24;10;38;25;8;5;96;195
1023;Wet openbaarheid van bestuur;2003;195;389;35;3;17;15;8;3;2;128;67;47;14;58;46;9;3;129;239
1024;Wet openbaarheid van bestuur;2004;239;416;36;6;13;17;10;5;2;166;100;46;20;54;31;15;8;145;259
1025;Wet openbaarheid van bestuur;2005;259;407;36;2;8;26;7;10;2;180;83;76;21;60;41;8;11;159;228
1026;Wet openbaarheid van bestuur;2006;228;314;25;3;6;16;9;7;2;149;73;55;21;42;21;10;11;101;227
1027;Wet openbaarheid van bestuur;2007;227;515;57;3;28;26;18;9;2;188;82;83;23;49;29;12;8;153;304
1028;Wet openbaarheid van bestuur;2008;304;512;56;1;35;20;6;9;3;217;76;112;29;39;26;9;4;196;305
1029;Wet openbaarheid van bestuur;2009;305;634;83;2;62;19;7;5;3;212;71;116;25;62;36;16;10;218;366
1030;Wet openbaarheid van bestuur;2010;366;695;103;4;39;60;30;13;7;255;87;106;62;66;31;27;8;195;459
1031;Wet openbaarheid van bestuur;2011;459;722;87;1;27;59;23;22;4;341;120;165;56;31;23;2;6;272;451
1032;Wet openbaarheid van bestuur;2012;451;825;74;3;23;48;14;12;6;397;182;158;57;38;29;3;6;236;532
1033;Wet openbaarheid van bestuur;2013;534;3794;420;13;232;175;87;24;20;545;189;215;141;38;24;9;5;1965;1423
1034;Wet openbaarheid van bestuur;2014;1423;1950;347;14;80;253;148;81;49;1271;385;540;346;74;46;21;7;557;1191
1035;Wet openbaarheid van bestuur;2015;1193;1781;360;15;54;291;104;92;41;861;275;297;289;52;28;15;9;579;1135
1036;Wet openbaarheid van bestuur;2016;1136;1245;203;3;27;173;79;44;29;712;201;255;256;54;37;9;8;682;765
1037;Wet op de huurtoeslag;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1038;Wet op de huurtoeslag;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1039;Wet op de huurtoeslag;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1040;Wet op de huurtoeslag;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1041;Wet op de huurtoeslag;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1042;Wet op de huurtoeslag;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1043;Wet op de huurtoeslag;2006;0;71;4;0;2;2;1;1;0;5;4;1;0;1;0;0;1;21;40
1044;Wet op de huurtoeslag;2007;40;174;12;2;0;10;1;1;0;49;32;15;2;1;0;1;0;64;88
1045;Wet op de huurtoeslag;2008;88;286;25;0;3;22;3;2;0;67;48;16;3;5;4;0;1;112;166
1046;Wet op de huurtoeslag;2009;166;577;44;1;10;33;4;3;1;166;124;25;17;6;4;0;2;218;310
1047;Wet op de huurtoeslag;2010;310;787;90;11;8;71;12;9;2;335;242;42;51;8;5;1;2;300;367
1048;Wet op de huurtoeslag;2011;367;1049;123;31;4;88;24;13;3;429;318;53;58;4;2;1;1;393;478
1049;Wet op de huurtoeslag;2012;478;1029;152;33;8;111;26;27;2;478;305;106;67;8;7;1;0;413;455
1050;Wet op de huurtoeslag;2013;455;913;112;21;9;82;24;21;3;399;271;95;33;13;6;3;4;390;457
1051;Wet op de huurtoeslag;2014;457;1099;155;20;3;132;35;28;3;418;276;89;53;16;10;3;3;413;561
1052;Wet op de huurtoeslag;2015;561;1759;263;58;24;181;62;45;8;586;406;113;67;37;31;0;6;603;848
1053;Wet op de huurtoeslag;2016;847;1657;304;71;32;201;57;48;8;703;462;157;84;14;11;0;3;751;741
1054;Wet kinderopvang;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1055;Wet kinderopvang;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1056;Wet kinderopvang;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1057;Wet kinderopvang;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1058;Wet kinderopvang;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1059;Wet kinderopvang;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1060;Wet kinderopvang;2006;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4
1061;Wet kinderopvang;2007;4;62;1;0;0;1;0;0;0;6;6;0;0;0;0;0;0;15;44
1062;Wet kinderopvang;2008;44;72;7;0;1;6;0;0;0;31;21;10;0;0;0;0;0;47;31
1063;Wet kinderopvang;2009;31;413;20;2;1;17;0;0;0;28;18;8;2;0;0;0;0;182;214
1064;Wet kinderopvang;2010;214;1010;102;4;4;94;11;9;0;114;68;24;22;5;4;0;1;435;570
1065;Wet kinderopvang;2011;570;1140;137;22;10;105;21;13;1;570;306;161;103;5;3;0;2;385;621
1066;Wet kinderopvang;2012;621;2236;243;32;13;198;59;35;8;732;428;197;107;4;3;0;1;608;1296
1067;Wet kinderopvang;2013;1297;1862;225;35;12;178;59;51;11;1156;627;414;115;12;10;1;1;769;1007
1068;Wet kinderopvang;2014;1007;2321;309;71;13;225;82;61;10;941;556;279;106;18;15;0;3;849;1232
1069;Wet kinderopvang;2015;1242;1975;360;101;17;242;90;92;11;1192;745;319;128;18;11;1;6;675;971
1070;Wet kinderopvang;2016;974;1940;408;87;61;260;90;63;13;858;569;186;103;10;5;1;4;752;913
1071;Wet op de Zorgtoeslag;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1072;Wet op de Zorgtoeslag;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1073;Wet op de Zorgtoeslag;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1074;Wet op de Zorgtoeslag;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1075;Wet op de Zorgtoeslag;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1076;Wet op de Zorgtoeslag;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1077;Wet op de Zorgtoeslag;2006;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5
1078;Wet op de Zorgtoeslag;2007;5;114;7;0;0;7;1;0;0;5;5;0;0;2;2;0;0;35;71
1079;Wet op de Zorgtoeslag;2008;71;205;25;1;3;21;7;4;0;59;40;17;2;1;0;0;1;75;119
1080;Wet op de Zorgtoeslag;2009;119;278;32;0;6;26;3;7;0;105;71;25;9;1;0;0;1;98;157
1081;Wet op de Zorgtoeslag;2010;157;399;38;4;5;29;6;4;0;166;124;20;22;1;1;0;0;148;205
1082;Wet op de Zorgtoeslag;2011;205;689;87;24;2;61;12;9;1;223;164;34;25;2;1;0;1;286;299
1083;Wet op de Zorgtoeslag;2012;299;697;120;15;2;103;14;12;0;267;206;44;17;3;3;0;0;267;341
1084;Wet op de Zorgtoeslag;2013;339;666;81;17;1;63;20;21;0;341;224;68;49;5;5;0;0;282;295
1085;Wet op de Zorgtoeslag;2014;295;415;91;7;6;78;20;10;3;247;171;45;31;7;7;0;0;178;197
1086;Wet op de Zorgtoeslag;2015;195;718;95;16;10;69;17;19;2;221;156;40;25;14;9;0;5;227;354
1087;Wet op de Zorgtoeslag;2016;354;946;147;32;17;98;32;20;4;372;243;78;51;5;3;0;2;395;394
1088;Wegenverkeerswet;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1089;Wegenverkeerswet;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1090;Wegenverkeerswet;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1091;Wegenverkeerswet;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1092;Wegenverkeerswet;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1093;Wegenverkeerswet;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1094;Wegenverkeerswet;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1095;Wegenverkeerswet;2007;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
1096;Wegenverkeerswet;2008;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
1097;Wegenverkeerswet;2009;2;166;4;1;0;3;0;0;0;40;31;6;3;34;26;6;2;23;67
1098;Wegenverkeerswet;2010;67;300;15;0;0;15;3;2;0;112;85;17;10;50;41;3;6;67;124
1099;Wegenverkeerswet;2011;124;465;23;0;0;23;1;0;0;225;179;32;14;96;71;20;5;86;160
1100;Wegenverkeerswet;2012;160;769;33;6;0;27;6;5;1;295;242;34;19;145;113;20;12;165;292
1101;Wegenverkeerswet;2013;294;993;66;5;1;60;8;5;1;448;352;68;28;206;162;33;11;189;381
1102;Wegenverkeerswet;2014;381;919;48;6;1;41;15;10;2;509;397;72;40;182;131;43;8;173;393
1103;Wegenverkeerswet;2015;393;1183;90;6;30;54;18;16;4;469;352;75;42;214;166;30;18;386;419
1104;Wegenverkeerswet;2016;419;826;48;9;0;39;10;11;2;560;467;62;31;151;124;23;4;180;305
1105;Overige regelgeving;2000;25;46;3;0;1;2;2;1;0;9;6;1;2;3;1;2;0;14;43
1106;Overige regelgeving;2001;43;83;5;0;0;5;0;1;1;13;10;3;0;9;8;1;0;18;80
1107;Overige regelgeving;2002;80;121;7;1;2;4;1;1;0;46;19;14;13;30;18;11;1;32;86
1108;Overige regelgeving;2003;86;229;24;9;1;14;4;1;1;67;30;33;4;20;17;1;2;43;164
1109;Overige regelgeving;2004;164;198;21;3;1;17;6;2;2;134;99;30;5;13;10;3;0;41;157
1110;Overige regelgeving;2005;157;226;52;11;4;37;16;12;3;125;64;52;9;21;14;3;4;52;137
1111;Overige regelgeving;2006;137;422;41;11;3;27;17;13;4;103;58;35;10;19;14;1;4;56;344
1112;Overige regelgeving;2007;344;499;33;8;2;23;11;9;1;181;101;69;11;47;23;21;3;183;401
1113;Overige regelgeving;2008;401;1108;74;13;7;54;27;16;3;368;253;97;18;86;50;28;8;151;841
1114;Overige regelgeving;2009;841;1262;94;14;12;68;16;14;6;761;419;308;34;151;122;18;11;252;847
1115;Overige regelgeving;2010;847;1650;140;19;10;111;28;21;9;981;541;386;54;133;84;35;14;304;946
1116;Overige regelgeving;2011;946;1546;92;5;5;82;12;15;2;1033;577;406;50;131;85;27;19;340;892
1117;Overige regelgeving;2012;892;1820;102;12;6;84;27;9;11;965;562;352;51;163;93;54;16;390;1113
1118;Overige regelgeving;2013;1118;1800;111;19;13;79;16;13;3;1155;756;326;73;117;83;23;11;388;1150
1119;Overige regelgeving;2014;1150;1550;98;13;6;79;19;19;4;1097;680;337;80;113;77;31;5;362;1030
1120;Overige regelgeving;2015;1032;1689;119;15;2;102;18;10;3;1090;595;438;57;128;84;31;13;357;1035
1121;Overige regelgeving;2016;1038;1880;152;20;11;121;43;31;9;1075;588;397;90;119;83;21;15;445;1139
1122;Onbekend;2000;120;521;180;0;0;180;23;26;0;10;3;0;7;27;4;2;21;273;148
1123;Onbekend;2001;148;561;222;2;0;220;26;22;3;4;1;1;2;45;7;9;29;252;190
1124;Onbekend;2002;190;589;238;5;7;226;30;30;1;1;0;0;1;37;11;3;23;260;244
1125;Onbekend;2003;244;640;249;2;0;247;34;29;1;21;3;2;16;68;18;5;45;294;257
1126;Onbekend;2004;257;825;265;1;4;260;28;20;2;51;11;16;24;46;6;2;38;387;341
1127;Onbekend;2005;341;887;307;6;1;300;30;37;2;28;2;2;24;62;15;3;44;480;345
1128;Onbekend;2006;345;786;351;1;1;349;36;30;0;26;3;5;18;35;4;0;31;442;283
1129;Onbekend;2007;283;589;288;0;0;288;28;28;0;7;2;0;5;29;2;4;23;353;196
1130;Onbekend;2008;196;531;176;1;0;175;21;24;2;6;2;0;4;43;4;3;36;321;178
1131;Onbekend;2009;178;504;181;1;2;178;15;12;0;11;4;4;3;47;10;0;37;284;162
1132;Onbekend;2010;162;513;168;0;1;167;23;26;0;8;2;2;4;40;5;1;34;273;183
1133;Onbekend;2011;183;494;168;2;0;166;21;19;1;13;3;2;8;43;2;3;38;252;203
1134;Onbekend;2012;202;391;132;0;1;131;12;17;0;9;4;2;3;31;5;4;22;207;209
1135;Onbekend;2013;202;409;114;1;0;113;20;17;0;21;7;2;12;27;7;2;18;233;219
1136;Onbekend;2014;219;479;154;2;0;152;18;15;0;9;2;0;7;29;5;5;19;255;254
1137;Onbekend;2015;247;575;171;8;2;161;25;22;0;15;10;1;4;32;14;0;18;348;259
1138;Onbekend;2016;255;575;212;3;0;209;31;22;2;13;7;1;5;29;8;3;18;349;236
