ID;PlaatsEnGemeentenamen;Gemeentecode_1;Gemeentenaam_2;Provinciecode_3;Provincienaam_4;PlaatsnaamPTTWoonplaatsnaam_5;PlaatsnaamGemeentenaam_6;Plaatsnaam_7
318;319;936;Margraten                                       ;31;Limburg      ;ja ;nee;Banholt                                          
319;320;451;Uithoorn                                        ;27;Noord-Holland;nee;nee;Banken, De                                       
320;321;1652;Gemert-Bakel                                    ;30;Noord-Brabant;nee;nee;Bankert                                          
321;322;171;Noordoostpolder                                 ;24;Flevoland    ;ja ;nee;Bant                                             
322;323;82;Lemsterland                                     ;21;Friesland    ;ja ;nee;Bantega                                          
323;324;262;Lochem                                          ;25;Gelderland   ;ja ;nee;Barchem                                          
324;325;489;Barendrecht                                     ;28;Zuid-Holland ;ja ;ja ;Barendrecht                                      
325;326;489;Barendrecht                                     ;28;Zuid-Holland ;nee;nee;Barendrechtse Veer                               
326;327;47;Veendam                                         ;20;Groningen    ;nee;nee;Bareveld                                         
327;328;653;Gaasterlân-Sleat                                ;21;Friesland    ;nee;nee;Bargebek                                         
328;329;448;Texel                                           ;27;Noord-Holland;nee;nee;Bargen                                           
329;330;114;Emmen                                           ;22;Drenthe      ;ja ;nee;Barger-Compascuum                                
330;331;114;Emmen                                           ;22;Drenthe      ;nee;nee;Barger-Erfscheidenveen                           
331;332;114;Emmen                                           ;22;Drenthe      ;nee;nee;Barger-Oosterveen                                
