ID;Services;Countries;Periods;ImportsOfServices_1;ExportsOfServices_2;NetServices_3
3428;SA Manufacturing services;Iceland;2020 4th quarter;0.0;0.0;0.0
3429;SA Manufacturing services;Iceland;2020;0.0;0.0;0.0
3430;SA Manufacturing services;Iceland;2021 1st quarter;0.0;0.0;0.0
3431;SA Manufacturing services;Iceland;2021 2nd quarter;0.0;0.0;0.0
3432;SA Manufacturing services;Iceland;2021 3rd quarter;0.0;0.0;0.0
3433;SA Manufacturing services;Iceland;2021 4th quarter;0.0;0.0;0.0
3434;SA Manufacturing services;Iceland;2021;0.0;0.0;0.0
3435;SA Manufacturing services;Iceland;2022 1st quarter;0.0;0.0;0.0
3436;SA Manufacturing services;Iceland;2022 2nd quarter;0.0;0.0;0.0
3437;SA Manufacturing services;Iceland;2022 3rd quarter;0.0;0.0;0.0
3438;SA Manufacturing services;Iceland;2022 4th quarter;0.0;0.0;0.0
3439;SA Manufacturing services;Iceland;2022;0.0;0.0;0.0
3440;SA Manufacturing services;Iceland;2023 1st quarter;0.0;0.0;0.0
3441;SA Manufacturing services;Iceland;2023 2nd quarter;0.0;0.0;0.0
3442;SA Manufacturing services;Iceland;2023 3rd quarter;0.0;0.0;0.0
3443;SA Manufacturing services;Iceland;2023 4th quarter;0.0;0.0;0.0
3444;SA Manufacturing services;Iceland;2023;0.0;0.0;0.0
3445;SA Manufacturing services;Iceland;2024 1st quarter;0.0;0.0;0.0
3446;SA Manufacturing services;Iceland;2024 2nd quarter;0.0;0.0;0.0
3447;SA Manufacturing services;Iceland;2024 3rd quarter;0.0;0.0;0.0
3448;SA Manufacturing services;Iceland;2024 4th quarter;0.0;0.0;0.0
3449;SA Manufacturing services;Iceland;2024;0.0;0.0;0.0
3450;SA Manufacturing services;India;2020 1st quarter;2.0;0.0;-2.0
3451;SA Manufacturing services;India;2020 2nd quarter;4.0;0.0;-4.0
3452;SA Manufacturing services;India;2020 3rd quarter;5.0;0.0;-5.0
3453;SA Manufacturing services;India;2020 4th quarter;4.0;0.0;-4.0
3454;SA Manufacturing services;India;2020;14.0;0.0;-14.0
3455;SA Manufacturing services;India;2021 1st quarter;11.0;0.0;-11.0
3456;SA Manufacturing services;India;2021 2nd quarter;5.0;0.0;-4.0
3457;SA Manufacturing services;India;2021 3rd quarter;7.0;0.0;-7.0
3458;SA Manufacturing services;India;2021 4th quarter;4.0;0.0;-3.0
3459;SA Manufacturing services;India;2021;27.0;0.0;-26.0
3460;SA Manufacturing services;India;2022 1st quarter;6.0;0.0;-6.0
3461;SA Manufacturing services;India;2022 2nd quarter;5.0;0.0;-5.0
3462;SA Manufacturing services;India;2022 3rd quarter;1.0;0.0;-1.0
3463;SA Manufacturing services;India;2022 4th quarter;1.0;0.0;-1.0
3464;SA Manufacturing services;India;2022;13.0;0.0;-13.0
3465;SA Manufacturing services;India;2023 1st quarter;1.0;0.0;-1.0
3466;SA Manufacturing services;India;2023 2nd quarter;0.0;0.0;0.0
3467;SA Manufacturing services;India;2023 3rd quarter;0.0;0.0;0.0
3468;SA Manufacturing services;India;2023 4th quarter;1.0;0.0;-1.0
3469;SA Manufacturing services;India;2023;2.0;0.0;-2.0
3470;SA Manufacturing services;India;2024 1st quarter;0.0;0.0;0.0
3471;SA Manufacturing services;India;2024 2nd quarter;0.0;0.0;0.0
3472;SA Manufacturing services;India;2024 3rd quarter;1.0;0.0;-1.0
3473;SA Manufacturing services;India;2024 4th quarter;1.0;0.0;-1.0
3474;SA Manufacturing services;India;2024;2.0;0.0;-2.0
3475;SA Manufacturing services;Indonesia;2020 1st quarter;0.0;0.0;0.0
3476;SA Manufacturing services;Indonesia;2020 2nd quarter;0.0;0.0;0.0
3477;SA Manufacturing services;Indonesia;2020 3rd quarter;0.0;0.0;0.0
3478;SA Manufacturing services;Indonesia;2020 4th quarter;0.0;0.0;0.0
3479;SA Manufacturing services;Indonesia;2020;0.0;0.0;0.0
3480;SA Manufacturing services;Indonesia;2021 1st quarter;0.0;0.0;0.0
3481;SA Manufacturing services;Indonesia;2021 2nd quarter;0.0;0.0;0.0
3482;SA Manufacturing services;Indonesia;2021 3rd quarter;0.0;0.0;0.0
3483;SA Manufacturing services;Indonesia;2021 4th quarter;0.0;0.0;0.0
3484;SA Manufacturing services;Indonesia;2021;0.0;0.0;0.0
3485;SA Manufacturing services;Indonesia;2022 1st quarter;0.0;0.0;0.0
3486;SA Manufacturing services;Indonesia;2022 2nd quarter;0.0;0.0;0.0
3487;SA Manufacturing services;Indonesia;2022 3rd quarter;0.0;0.0;0.0
3488;SA Manufacturing services;Indonesia;2022 4th quarter;0.0;0.0;0.0
3489;SA Manufacturing services;Indonesia;2022;1.0;0.0;-1.0
3490;SA Manufacturing services;Indonesia;2023 1st quarter;0.0;0.0;0.0
3491;SA Manufacturing services;Indonesia;2023 2nd quarter;1.0;0.0;-1.0
3492;SA Manufacturing services;Indonesia;2023 3rd quarter;1.0;0.0;-1.0
3493;SA Manufacturing services;Indonesia;2023 4th quarter;1.0;0.0;-1.0
3494;SA Manufacturing services;Indonesia;2023;2.0;0.0;-2.0
3495;SA Manufacturing services;Indonesia;2024 1st quarter;0.0;0.0;0.0
3496;SA Manufacturing services;Indonesia;2024 2nd quarter;0.0;0.0;0.0
3497;SA Manufacturing services;Indonesia;2024 3rd quarter;0.0;0.0;0.0
3498;SA Manufacturing services;Indonesia;2024 4th quarter;0.0;1.0;1.0
3499;SA Manufacturing services;Indonesia;2024;1.0;1.0;0.0
3500;SA Manufacturing services;Israel;2020 1st quarter;0.0;0.0;0.0
3501;SA Manufacturing services;Israel;2020 2nd quarter;0.0;0.0;0.0
3502;SA Manufacturing services;Israel;2020 3rd quarter;0.0;0.0;0.0
3503;SA Manufacturing services;Israel;2020 4th quarter;1.0;4.0;3.0
3504;SA Manufacturing services;Israel;2020;1.0;4.0;3.0
3505;SA Manufacturing services;Israel;2021 1st quarter;;;-1.0
3506;SA Manufacturing services;Israel;2021 2nd quarter;;;0.0
3507;SA Manufacturing services;Israel;2021 3rd quarter;;;0.0
3508;SA Manufacturing services;Israel;2021 4th quarter;;;0.0
3509;SA Manufacturing services;Israel;2021;;;-1.0
3510;SA Manufacturing services;Israel;2022 1st quarter;;;0.0
3511;SA Manufacturing services;Israel;2022 2nd quarter;;;0.0
3512;SA Manufacturing services;Israel;2022 3rd quarter;;;0.0
3513;SA Manufacturing services;Israel;2022 4th quarter;;;0.0
3514;SA Manufacturing services;Israel;2022;;;0.0
3515;SA Manufacturing services;Israel;2023 1st quarter;0.0;0.0;0.0
3516;SA Manufacturing services;Israel;2023 2nd quarter;0.0;0.0;0.0
3517;SA Manufacturing services;Israel;2023 3rd quarter;1.0;0.0;-1.0
3518;SA Manufacturing services;Israel;2023 4th quarter;0.0;0.0;0.0
3519;SA Manufacturing services;Israel;2023;1.0;0.0;-1.0
3520;SA Manufacturing services;Israel;2024 1st quarter;0.0;0.0;0.0
3521;SA Manufacturing services;Israel;2024 2nd quarter;0.0;0.0;0.0
3522;SA Manufacturing services;Israel;2024 3rd quarter;0.0;0.0;0.0
3523;SA Manufacturing services;Israel;2024 4th quarter;0.0;0.0;0.0
3524;SA Manufacturing services;Israel;2024;1.0;0.0;-1.0
3525;SA Manufacturing services;Italy;2020 1st quarter;70.0;8.0;-63.0
3526;SA Manufacturing services;Italy;2020 2nd quarter;56.0;8.0;-48.0
3527;SA Manufacturing services;Italy;2020 3rd quarter;63.0;7.0;-56.0
3528;SA Manufacturing services;Italy;2020 4th quarter;65.0;11.0;-54.0
3529;SA Manufacturing services;Italy;2020;254.0;34.0;-220.0
3530;SA Manufacturing services;Italy;2021 1st quarter;61.0;11.0;-49.0
3531;SA Manufacturing services;Italy;2021 2nd quarter;57.0;13.0;-44.0
3532;SA Manufacturing services;Italy;2021 3rd quarter;70.0;12.0;-58.0
3533;SA Manufacturing services;Italy;2021 4th quarter;71.0;18.0;-53.0
3534;SA Manufacturing services;Italy;2021;259.0;54.0;-205.0
3535;SA Manufacturing services;Italy;2022 1st quarter;79.0;15.0;-65.0
3536;SA Manufacturing services;Italy;2022 2nd quarter;80.0;17.0;-63.0
3537;SA Manufacturing services;Italy;2022 3rd quarter;71.0;18.0;-53.0
3538;SA Manufacturing services;Italy;2022 4th quarter;80.0;21.0;-59.0
3539;SA Manufacturing services;Italy;2022;310.0;70.0;-240.0
3540;SA Manufacturing services;Italy;2023 1st quarter;74.0;17.0;-57.0
3541;SA Manufacturing services;Italy;2023 2nd quarter;77.0;18.0;-59.0
3542;SA Manufacturing services;Italy;2023 3rd quarter;69.0;18.0;-51.0
3543;SA Manufacturing services;Italy;2023 4th quarter;79.0;19.0;-59.0
3544;SA Manufacturing services;Italy;2023;298.0;72.0;-226.0
3545;SA Manufacturing services;Italy;2024 1st quarter;73.0;16.0;-56.0
3546;SA Manufacturing services;Italy;2024 2nd quarter;65.0;21.0;-44.0
3547;SA Manufacturing services;Italy;2024 3rd quarter;78.0;22.0;-56.0
3548;SA Manufacturing services;Italy;2024 4th quarter;101.0;25.0;-75.0
3549;SA Manufacturing services;Italy;2024;316.0;85.0;-232.0
3550;SA Manufacturing services;Jamaica;2020 1st quarter;0.0;0.0;0.0
3551;SA Manufacturing services;Jamaica;2020 2nd quarter;0.0;0.0;0.0
3552;SA Manufacturing services;Jamaica;2020 3rd quarter;0.0;0.0;0.0
3553;SA Manufacturing services;Jamaica;2020 4th quarter;0.0;0.0;0.0
3554;SA Manufacturing services;Jamaica;2020;0.0;0.0;0.0
3555;SA Manufacturing services;Jamaica;2021 1st quarter;0.0;0.0;0.0
3556;SA Manufacturing services;Jamaica;2021 2nd quarter;0.0;0.0;0.0
3557;SA Manufacturing services;Jamaica;2021 3rd quarter;0.0;0.0;0.0
3558;SA Manufacturing services;Jamaica;2021 4th quarter;0.0;0.0;0.0
3559;SA Manufacturing services;Jamaica;2021;0.0;0.0;0.0
3560;SA Manufacturing services;Jamaica;2022 1st quarter;0.0;0.0;0.0
3561;SA Manufacturing services;Jamaica;2022 2nd quarter;0.0;0.0;0.0
3562;SA Manufacturing services;Jamaica;2022 3rd quarter;0.0;0.0;0.0
3563;SA Manufacturing services;Jamaica;2022 4th quarter;0.0;0.0;0.0
3564;SA Manufacturing services;Jamaica;2022;0.0;0.0;0.0
3565;SA Manufacturing services;Jamaica;2023 1st quarter;0.0;0.0;0.0
3566;SA Manufacturing services;Jamaica;2023 2nd quarter;0.0;0.0;0.0
3567;SA Manufacturing services;Jamaica;2023 3rd quarter;0.0;0.0;0.0
3568;SA Manufacturing services;Jamaica;2023 4th quarter;0.0;0.0;0.0
3569;SA Manufacturing services;Jamaica;2023;0.0;0.0;0.0
3570;SA Manufacturing services;Jamaica;2024 1st quarter;0.0;0.0;0.0
3571;SA Manufacturing services;Jamaica;2024 2nd quarter;0.0;0.0;0.0
3572;SA Manufacturing services;Jamaica;2024 3rd quarter;0.0;0.0;0.0
3573;SA Manufacturing services;Jamaica;2024 4th quarter;0.0;0.0;0.0
3574;SA Manufacturing services;Jamaica;2024;0.0;0.0;0.0
3575;SA Manufacturing services;Japan;2020 1st quarter;;;-1.0
3576;SA Manufacturing services;Japan;2020 2nd quarter;1.0;0.0;-1.0
3577;SA Manufacturing services;Japan;2020 3rd quarter;1.0;0.0;-1.0
3578;SA Manufacturing services;Japan;2020 4th quarter;1.0;0.0;-1.0
3579;SA Manufacturing services;Japan;2020;;;-3.0
3580;SA Manufacturing services;Japan;2021 1st quarter;3.0;0.0;-3.0
3581;SA Manufacturing services;Japan;2021 2nd quarter;1.0;0.0;-1.0
3582;SA Manufacturing services;Japan;2021 3rd quarter;1.0;0.0;-1.0
3583;SA Manufacturing services;Japan;2021 4th quarter;1.0;11.0;10.0
3584;SA Manufacturing services;Japan;2021;5.0;11.0;5.0
3585;SA Manufacturing services;Japan;2022 1st quarter;0.0;0.0;0.0
3586;SA Manufacturing services;Japan;2022 2nd quarter;;;0.0
3587;SA Manufacturing services;Japan;2022 3rd quarter;0.0;0.0;0.0
3588;SA Manufacturing services;Japan;2022 4th quarter;1.0;0.0;-1.0
3589;SA Manufacturing services;Japan;2022;2.0;0.0;-2.0
3590;SA Manufacturing services;Japan;2023 1st quarter;;;0.0
3591;SA Manufacturing services;Japan;2023 2nd quarter;1.0;4.0;3.0
3592;SA Manufacturing services;Japan;2023 3rd quarter;1.0;0.0;-1.0
3593;SA Manufacturing services;Japan;2023 4th quarter;1.0;0.0;-1.0
3594;SA Manufacturing services;Japan;2023;3.0;4.0;1.0
3595;SA Manufacturing services;Japan;2024 1st quarter;0.0;0.0;0.0
3596;SA Manufacturing services;Japan;2024 2nd quarter;0.0;0.0;0.0
3597;SA Manufacturing services;Japan;2024 3rd quarter;0.0;0.0;0.0
3598;SA Manufacturing services;Japan;2024 4th quarter;0.0;0.0;0.0
3599;SA Manufacturing services;Japan;2024;1.0;0.0;-1.0
3600;SA Manufacturing services;Jordan;2020 1st quarter;0.0;0.0;0.0
3601;SA Manufacturing services;Jordan;2020 2nd quarter;0.0;0.0;0.0
3602;SA Manufacturing services;Jordan;2020 3rd quarter;0.0;0.0;0.0
3603;SA Manufacturing services;Jordan;2020 4th quarter;0.0;0.0;0.0
3604;SA Manufacturing services;Jordan;2020;0.0;0.0;0.0
3605;SA Manufacturing services;Jordan;2021 1st quarter;0.0;0.0;0.0
3606;SA Manufacturing services;Jordan;2021 2nd quarter;0.0;0.0;0.0
3607;SA Manufacturing services;Jordan;2021 3rd quarter;0.0;0.0;0.0
3608;SA Manufacturing services;Jordan;2021 4th quarter;0.0;0.0;0.0
3609;SA Manufacturing services;Jordan;2021;0.0;0.0;0.0
3610;SA Manufacturing services;Jordan;2022 1st quarter;0.0;0.0;0.0
3611;SA Manufacturing services;Jordan;2022 2nd quarter;0.0;0.0;0.0
3612;SA Manufacturing services;Jordan;2022 3rd quarter;0.0;5.0;5.0
3613;SA Manufacturing services;Jordan;2022 4th quarter;0.0;11.0;11.0
3614;SA Manufacturing services;Jordan;2022;0.0;16.0;16.0
3615;SA Manufacturing services;Jordan;2023 1st quarter;0.0;;
3616;SA Manufacturing services;Jordan;2023 2nd quarter;0.0;1.0;1.0
3617;SA Manufacturing services;Jordan;2023 3rd quarter;0.0;14.0;14.0
3618;SA Manufacturing services;Jordan;2023 4th quarter;0.0;15.0;15.0
3619;SA Manufacturing services;Jordan;2023;0.0;45.0;45.0
3620;SA Manufacturing services;Jordan;2024 1st quarter;0.0;3.0;3.0
3621;SA Manufacturing services;Jordan;2024 2nd quarter;0.0;6.0;6.0
3622;SA Manufacturing services;Jordan;2024 3rd quarter;0.0;7.0;7.0
3623;SA Manufacturing services;Jordan;2024 4th quarter;0.0;15.0;15.0
3624;SA Manufacturing services;Jordan;2024;0.0;31.0;31.0
3625;SA Manufacturing services;Latvia;2020 1st quarter;1.0;0.0;-1.0
3626;SA Manufacturing services;Latvia;2020 2nd quarter;1.0;0.0;-1.0
3627;SA Manufacturing services;Latvia;2020 3rd quarter;1.0;0.0;-1.0
3628;SA Manufacturing services;Latvia;2020 4th quarter;1.0;1.0;-1.0
3629;SA Manufacturing services;Latvia;2020;4.0;2.0;-2.0
3630;SA Manufacturing services;Latvia;2021 1st quarter;1.0;0.0;-1.0
3631;SA Manufacturing services;Latvia;2021 2nd quarter;1.0;0.0;-1.0
3632;SA Manufacturing services;Latvia;2021 3rd quarter;1.0;0.0;0.0
3633;SA Manufacturing services;Latvia;2021 4th quarter;1.0;1.0;0.0
3634;SA Manufacturing services;Latvia;2021;4.0;3.0;-2.0
3635;SA Manufacturing services;Latvia;2022 1st quarter;;;-1.0
3636;SA Manufacturing services;Latvia;2022 2nd quarter;;;-1.0
3637;SA Manufacturing services;Latvia;2022 3rd quarter;3.0;1.0;-2.0
3638;SA Manufacturing services;Latvia;2022 4th quarter;3.0;2.0;-1.0
3639;SA Manufacturing services;Latvia;2022;9.0;4.0;-6.0
3640;SA Manufacturing services;Latvia;2023 1st quarter;3.0;2.0;-1.0
3641;SA Manufacturing services;Latvia;2023 2nd quarter;3.0;1.0;-2.0
3642;SA Manufacturing services;Latvia;2023 3rd quarter;3.0;1.0;-2.0
3643;SA Manufacturing services;Latvia;2023 4th quarter;3.0;2.0;-1.0
3644;SA Manufacturing services;Latvia;2023;12.0;4.0;-7.0
3645;SA Manufacturing services;Latvia;2024 1st quarter;3.0;1.0;-2.0
3646;SA Manufacturing services;Latvia;2024 2nd quarter;3.0;1.0;-2.0
3647;SA Manufacturing services;Latvia;2024 3rd quarter;4.0;1.0;-3.0
3648;SA Manufacturing services;Latvia;2024 4th quarter;3.0;1.0;-2.0
3649;SA Manufacturing services;Latvia;2024;12.0;4.0;-8.0
3650;SA Manufacturing services;Liechtenstein;2020 1st quarter;0.0;0.0;0.0
3651;SA Manufacturing services;Liechtenstein;2020 2nd quarter;0.0;0.0;0.0
3652;SA Manufacturing services;Liechtenstein;2020 3rd quarter;0.0;0.0;0.0
3653;SA Manufacturing services;Liechtenstein;2020 4th quarter;0.0;0.0;0.0
3654;SA Manufacturing services;Liechtenstein;2020;0.0;0.0;0.0
3655;SA Manufacturing services;Liechtenstein;2021 1st quarter;0.0;0.0;0.0
3656;SA Manufacturing services;Liechtenstein;2021 2nd quarter;0.0;0.0;0.0
3657;SA Manufacturing services;Liechtenstein;2021 3rd quarter;0.0;0.0;0.0
3658;SA Manufacturing services;Liechtenstein;2021 4th quarter;0.0;0.0;0.0
3659;SA Manufacturing services;Liechtenstein;2021;0.0;0.0;0.0
3660;SA Manufacturing services;Liechtenstein;2022 1st quarter;0.0;0.0;0.0
3661;SA Manufacturing services;Liechtenstein;2022 2nd quarter;0.0;0.0;0.0
3662;SA Manufacturing services;Liechtenstein;2022 3rd quarter;0.0;0.0;0.0
3663;SA Manufacturing services;Liechtenstein;2022 4th quarter;0.0;0.0;0.0
3664;SA Manufacturing services;Liechtenstein;2022;0.0;0.0;0.0
3665;SA Manufacturing services;Liechtenstein;2023 1st quarter;0.0;0.0;0.0
3666;SA Manufacturing services;Liechtenstein;2023 2nd quarter;0.0;0.0;0.0
3667;SA Manufacturing services;Liechtenstein;2023 3rd quarter;0.0;0.0;0.0
3668;SA Manufacturing services;Liechtenstein;2023 4th quarter;0.0;0.0;0.0
3669;SA Manufacturing services;Liechtenstein;2023;1.0;0.0;-1.0
3670;SA Manufacturing services;Liechtenstein;2024 1st quarter;0.0;0.0;0.0
3671;SA Manufacturing services;Liechtenstein;2024 2nd quarter;0.0;0.0;0.0
3672;SA Manufacturing services;Liechtenstein;2024 3rd quarter;0.0;0.0;0.0
3673;SA Manufacturing services;Liechtenstein;2024 4th quarter;0.0;0.0;0.0
3674;SA Manufacturing services;Liechtenstein;2024;0.0;0.0;0.0
3675;SA Manufacturing services;Lithuania;2020 1st quarter;5.0;1.0;-4.0
3676;SA Manufacturing services;Lithuania;2020 2nd quarter;5.0;1.0;-4.0
3677;SA Manufacturing services;Lithuania;2020 3rd quarter;5.0;1.0;-4.0
3678;SA Manufacturing services;Lithuania;2020 4th quarter;6.0;1.0;-4.0
3679;SA Manufacturing services;Lithuania;2020;20.0;3.0;-17.0
3680;SA Manufacturing services;Lithuania;2021 1st quarter;5.0;1.0;-4.0
3681;SA Manufacturing services;Lithuania;2021 2nd quarter;5.0;1.0;-4.0
3682;SA Manufacturing services;Lithuania;2021 3rd quarter;5.0;1.0;-4.0
3683;SA Manufacturing services;Lithuania;2021 4th quarter;6.0;2.0;-4.0
3684;SA Manufacturing services;Lithuania;2021;21.0;4.0;-16.0
3685;SA Manufacturing services;Lithuania;2022 1st quarter;7.0;2.0;-5.0
3686;SA Manufacturing services;Lithuania;2022 2nd quarter;8.0;2.0;-6.0
3687;SA Manufacturing services;Lithuania;2022 3rd quarter;8.0;2.0;-6.0
3688;SA Manufacturing services;Lithuania;2022 4th quarter;12.0;2.0;-10.0
3689;SA Manufacturing services;Lithuania;2022;36.0;8.0;-29.0
3690;SA Manufacturing services;Lithuania;2023 1st quarter;;;1.0
3691;SA Manufacturing services;Lithuania;2023 2nd quarter;10.0;3.0;-7.0
3692;SA Manufacturing services;Lithuania;2023 3rd quarter;7.0;4.0;-4.0
3693;SA Manufacturing services;Lithuania;2023 4th quarter;7.0;4.0;-3.0
3694;SA Manufacturing services;Lithuania;2023;32.0;20.0;-12.0
3695;SA Manufacturing services;Lithuania;2024 1st quarter;7.0;5.0;-2.0
3696;SA Manufacturing services;Lithuania;2024 2nd quarter;7.0;4.0;-2.0
3697;SA Manufacturing services;Lithuania;2024 3rd quarter;8.0;4.0;-4.0
3698;SA Manufacturing services;Lithuania;2024 4th quarter;8.0;4.0;-4.0
3699;SA Manufacturing services;Lithuania;2024;29.0;18.0;-12.0
3700;SA Manufacturing services;Luxembourg;2020 1st quarter;20.0;4.0;-16.0
3701;SA Manufacturing services;Luxembourg;2020 2nd quarter;20.0;4.0;-16.0
3702;SA Manufacturing services;Luxembourg;2020 3rd quarter;;;-16.0
3703;SA Manufacturing services;Luxembourg;2020 4th quarter;;;-19.0
3704;SA Manufacturing services;Luxembourg;2020;83.0;16.0;-67.0
3705;SA Manufacturing services;Luxembourg;2021 1st quarter;;;-18.0
3706;SA Manufacturing services;Luxembourg;2021 2nd quarter;23.0;5.0;-18.0
3707;SA Manufacturing services;Luxembourg;2021 3rd quarter;;;-19.0
3708;SA Manufacturing services;Luxembourg;2021 4th quarter;25.0;7.0;-18.0
3709;SA Manufacturing services;Luxembourg;2021;95.0;22.0;-73.0
3710;SA Manufacturing services;Luxembourg;2022 1st quarter;;;-20.0
3711;SA Manufacturing services;Luxembourg;2022 2nd quarter;;;-20.0
3712;SA Manufacturing services;Luxembourg;2022 3rd quarter;29.0;9.0;-20.0
3713;SA Manufacturing services;Luxembourg;2022 4th quarter;27.0;9.0;-18.0
3714;SA Manufacturing services;Luxembourg;2022;112.0;34.0;-78.0
3715;SA Manufacturing services;Luxembourg;2023 1st quarter;25.0;9.0;-16.0
3716;SA Manufacturing services;Luxembourg;2023 2nd quarter;20.0;10.0;-10.0
3717;SA Manufacturing services;Luxembourg;2023 3rd quarter;26.0;10.0;-16.0
3718;SA Manufacturing services;Luxembourg;2023 4th quarter;26.0;11.0;-15.0
