ID;WijkenEnBuurten1995;Regioaanduiding_1;Gemeentenaam_2;Gemeentecode_3;Wijkcode_4;Stedelijkheid_5;Buurtcode_6;OmgevingsadressendichtheidPerKm2_7;MeestVoorkomendeNumeriekePostcode_8;AdressenMetDezelfdePostcode_9;AantalInwoners_10;Mannen_11;Vrouwen_12;Leeftijd014Jaar_13;Leeftijd1524Jaar_14;Leeftijd2544Jaar_15;Leeftijd4564Jaar_16;Leeftijd65JaarEnOuder_17;AantalGezinnen_18;NietInGezinsverbandLevendePersonen_19;GezinnenMetKinderen_20;GemiddeldeGezinsgrootte_21;Bevolkingsdichtheid_22;Allochtonen_23;GemiddeldBesteedbaarInkomenPerInw_24;GemiddeldInkomenPerInkomensontvanger_25;InkomensontvangersMetLaagInkomen_26;InkomensontvangersMetHoogInkomen_27;NietActieveInkomensontvangers_28;TotaleOppervlakteInKm2_29;OppervlakteLandInKm2_30;Woningvoorraad_31;AantalVestigingenVanBedrijven_32;Nijverheid_33;TotaalCommercieleDienstverlening_34;Groothandel_35;Detailhandel_36;Horeca_37;OverigeDienstverlening_38;ZakelijkeDienstverlening_39;OverigeDienstverlening_40
5463;3210400;B;Houten                                  ;321;04;5.0;00;106.0;3998.0;1.0;1240;620;620;21.0;12.0;34.0;21.0;12.0;320.0;17.0;64.0;3.2;620;;8667.0;14317.0;33.0;26.0;15.0;2.1;2.0;440;4;29.0;52.0;9.0;8.0;3.0;18.0;7.0;26.0
5464;3210408;B;Houten                                  ;321;04;5.0;08;29.0;3998.0;1.0;190;110;90;19.0;12.0;34.0;24.0;11.0;50.0;9.0;71.0;3.5;30;;9121.0;15043.0;29.0;;;7.5;6.7;80;1;;;;;;;;
5465;3210409;B;Houten                                  ;321;04;5.0;09;59.0;3998.0;1.0;370;180;190;19.0;18.0;24.0;33.0;7.0;100.0;10.0;81.0;3.5;20;;8508.0;14158.0;37.0;19.0;;19.6;18.6;110;2;;;;;;;;
5466;325;G;Langbroek                               ;325;  ;5.0;  ;140.0;;;2120;1080;1030;23.0;15.0;27.0;23.0;11.0;550.0;12.0;65.0;3.4;120;1.0;8372.0;14907.0;37.0;27.0;14.0;18.0;17.9;730;4;22.0;58.0;14.0;15.0;4.0;19.0;12.0;14.0
5467;32500;W;Langbroek                               ;325;00;5.0;  ;140.0;;;2120;1080;1040;23.0;15.0;27.0;23.0;11.0;550.0;12.0;65.0;3.4;120;1.0;8395.0;14907.0;37.0;27.0;14.0;18.0;17.9;730;4;22.0;58.0;14.0;15.0;4.0;19.0;12.0;14.0
5468;3250000;B;Langbroek                               ;325;00;5.0;00;175.0;3947.0;1.0;1320;660;660;25.0;15.0;31.0;19.0;10.0;340.0;12.0;69.0;3.4;2070;1.0;7646.0;13613.0;40.0;22.0;14.0;0.7;0.6;470;3;;;;;;;;
5469;3250001;B;Langbroek                               ;325;00;5.0;01;80.0;3947.0;1.0;330;180;150;17.0;13.0;22.0;32.0;16.0;90.0;14.0;58.0;3.1;140;;9348.0;17402.0;29.0;35.0;;2.4;2.4;120;2;;;;;;;;
5470;3250002;B;Langbroek                               ;325;00;5.0;02;14.0;3947.0;1.0;130;70;50;21.0;10.0;20.0;32.0;17.0;40.0;13.0;;;90;;10823.0;21781.0;25.0;53.0;;1.4;1.4;40;1;;;;;;;;
5471;3250009;B;Langbroek                               ;325;00;5.0;09;110.0;3947.0;1.0;330;180;160;23.0;18.0;20.0;28.0;11.0;80.0;9.0;67.0;3.5;20;;9393.0;14816.0;36.0;27.0;20.0;13.5;13.5;100;2;;;;;;;;
5472;326;G;Leersum                                 ;326;  ;4.0;  ;532.0;;;7010;3490;3520;18.0;13.0;28.0;27.0;15.0;1900.0;17.0;59.0;3.0;230;2.0;9439.0;15043.0;36.0;29.0;16.0;30.2;30.1;2700;6;14.0;67.0;9.0;21.0;6.0;19.0;14.0;17.0
5473;32600;W;Leersum                                 ;326;00;4.0;  ;532.0;;;7000;3480;3530;18.0;13.0;28.0;27.0;15.0;1900.0;17.0;59.0;3.0;230;2.0;9439.0;15043.0;36.0;29.0;16.0;30.2;30.1;2700;6;14.0;67.0;9.0;21.0;6.0;19.0;14.0;17.0
5474;3260000;B;Leersum                                 ;326;00;4.0;00;579.0;3956.0;1.0;6260;3090;3160;18.0;12.0;28.0;27.0;16.0;1720.0;17.0;58.0;3.0;1610;2.0;9575.0;15179.0;36.0;30.0;17.0;3.9;3.9;2490;6;13.0;68.0;9.0;22.0;5.0;19.0;15.0;17.0
5475;3260001;B;Leersum                                 ;326;00;5.0;01;106.0;3956.0;1.0;90;40;50;17.0;;26.0;34.0;;20.0;;;;170;;10392.0;19444.0;;54.0;;0.5;0.5;30;2;;;;;;;;
5476;3260007;B;Leersum                                 ;326;00;5.0;07;43.0;3956.0;1.0;320;180;140;15.0;20.0;25.0;24.0;15.0;70.0;23.0;65.0;3.3;50;;8032.0;12592.0;45.0;18.0;;6.8;6.8;110;2;;;;;;;;
5477;3260008;B;Leersum                                 ;326;00;5.0;08;136.0;3956.0;1.0;140;70;70;28.0;;35.0;24.0;;40.0;20.0;;;10;;8418.0;14476.0;40.0;;;14.6;14.5;10;1;;;;;;;;
5478;3260009;B;Leersum                                 ;326;00;5.0;09;18.0;3956.0;1.0;200;100;100;18.0;20.0;25.0;24.0;13.0;50.0;14.0;;;50;;8032.0;12865.0;40.0;;;4.4;4.4;60;1;;;;;;;;
5479;327;G;Leusden                                 ;327;  ;3.0;  ;1051.0;;;28120;13840;14280;22.0;12.0;32.0;23.0;10.0;7390.0;15.0;66.0;3.2;460;2.0;9461.0;15587.0;32.0;32.0;11.0;62.0;61.7;10360;7;12.0;68.0;13.0;13.0;4.0;20.0;20.0;18.0
5480;32700;W;Leusden                                 ;327;00;3.0;  ;1270.0;;;9770;4790;4980;27.0;12.0;39.0;17.0;5.0;2450.0;14.0;75.0;3.4;820;2.0;8871.0;15746.0;29.0;32.0;10.0;12.0;11.9;3540;6;6.0;70.0;8.0;22.0;2.0;24.0;21.0;16.0
5481;3270000;B;Leusden                                 ;327;00;2.0;00;1724.0;3831.0;1.0;530;250;280;5.0;8.0;30.0;18.0;39.0;140.0;42.0;19.0;2.2;4120;;13001.0;14544.0;25.0;16.0;20.0;0.1;0.1;350;4;3.0;84.0;3.0;56.0;3.0;14.0;8.0;14.0
5482;3270001;B;Leusden                                 ;327;00;2.0;01;1786.0;3831.0;1.0;770;390;390;23.0;12.0;37.0;22.0;5.0;200.0;16.0;73.0;3.2;7420;;9620.0;15928.0;26.0;33.0;11.0;0.1;0.1;290;2;;;;;;;;
5483;3270002;B;Leusden                                 ;327;00;2.0;02;1678.0;3831.0;1.0;1020;470;550;27.0;12.0;38.0;21.0;2.0;270.0;15.0;71.0;3.3;6550;4.0;8894.0;15134.0;30.0;29.0;16.0;0.2;0.2;380;2;;;;;;;;
5484;3270003;B;Leusden                                 ;327;00;3.0;03;1342.0;3831.0;1.0;1150;590;570;27.0;15.0;37.0;20.0;1.0;290.0;10.0;79.0;3.6;5910;2.0;9076.0;17448.0;24.0;42.0;9.0;0.2;0.2;370;3;;;;;;;;
5485;3270004;B;Leusden                                 ;327;00;2.0;04;1568.0;3834.0;1.0;570;250;330;23.0;11.0;42.0;13.0;11.0;120.0;35.0;72.0;3.0;5230;4.0;8100.0;12229.0;40.0;10.0;15.0;0.1;0.1;300;1;;;;;;;;
5486;3270005;B;Leusden                                 ;327;00;3.0;05;1217.0;3834.0;1.0;1160;590;570;29.0;13.0;37.0;19.0;2.0;300.0;7.0;78.0;3.6;8030;1.0;8645.0;15860.0;31.0;33.0;7.0;0.1;0.1;360;2;;;;;;;;
5487;3270006;B;Leusden                                 ;327;00;4.0;06;851.0;3834.0;1.0;830;410;410;34.0;;40.0;15.0;;210.0;5.0;81.0;3.7;8080;2.0;8531.0;17584.0;30.0;45.0;9.0;0.1;0.1;240;2;;;;;;;;
5488;3270007;B;Leusden                                 ;327;00;3.0;07;1006.0;3833.0;1.0;1420;700;730;31.0;11.0;45.0;12.0;2.0;360.0;12.0;80.0;3.5;7970;2.0;8395.0;15497.0;28.0;31.0;8.0;0.2;0.2;490;2;;;;;;;;
5489;3270008;B;Leusden                                 ;327;00;4.0;08;862.0;3833.0;1.0;1970;970;990;33.0;11.0;41.0;13.0;2.0;480.0;11.0;84.0;3.6;7610;2.0;8213.0;16472.0;30.0;38.0;7.0;0.3;0.3;640;3;;;;;;;;
5490;3270009;B;Leusden                                 ;327;00;5.0;09;464.0;3831.0;3.0;350;180;160;17.0;18.0;28.0;25.0;12.0;90.0;11.0;69.0;3.3;30;;9325.0;14385.0;34.0;25.0;;10.6;10.5;110;2;;;;;;;;
5491;32701;W;Leusden                                 ;327;01;3.0;  ;1376.0;;;11030;5390;5630;19.0;13.0;28.0;27.0;13.0;2930.0;16.0;64.0;3.2;2300;2.0;9915.0;15973.0;32.0;35.0;13.0;4.8;4.8;4100;6;12.0;69.0;14.0;9.0;3.0;19.0;22.0;20.0
5492;3270100;B;Leusden                                 ;327;01;3.0;00;1330.0;3833.0;3.0;1250;570;680;10.0;10.0;24.0;25.0;31.0;340.0;26.0;50.0;2.8;4030;;10392.0;14090.0;40.0;25.0;16.0;0.3;0.3;460;4;12.0;67.0;7.0;20.0;8.0;21.0;11.0;22.0
5493;3270101;B;Leusden                                 ;327;01;3.0;01;1336.0;3831.0;1.0;520;270;260;14.0;15.0;18.0;42.0;11.0;150.0;11.0;59.0;2.9;4830;3.0;10392.0;15769.0;32.0;28.0;17.0;0.1;0.1;200;2;;;;;;;;
5494;3270102;B;Leusden                                 ;327;01;2.0;02;1692.0;3831.0;1.0;770;330;430;17.0;10.0;16.0;22.0;34.0;180.0;24.0;55.0;3.2;3850;;10301.0;16971.0;40.0;38.0;;0.2;0.2;290;3;;;;;;;;
5495;3270103;B;Leusden                                 ;327;01;2.0;03;1841.0;3831.0;1.0;1250;640;620;17.0;14.0;31.0;33.0;5.0;350.0;14.0;63.0;3.0;6600;2.0;10845.0;17856.0;25.0;45.0;13.0;0.2;0.2;470;4;8.0;73.0;22.0;9.0;0.0;19.0;27.0;15.0
5496;3270104;B;Leusden                                 ;327;01;3.0;04;1409.0;3831.0;1.0;500;240;250;24.0;10.0;34.0;26.0;6.0;130.0;16.0;66.0;3.2;5910;;11004.0;15860.0;29.0;38.0;20.0;0.1;0.1;180;2;;;;;;;;
5497;3270105;B;Leusden                                 ;327;01;3.0;05;1348.0;3831.0;1.0;1350;680;660;22.0;10.0;37.0;25.0;6.0;350.0;18.0;66.0;3.2;7840;2.0;10392.0;17834.0;27.0;46.0;5.0;0.2;0.2;520;3;;;;;;;;
5498;3270106;B;Leusden                                 ;327;01;3.0;06;1056.0;3831.0;1.0;1770;910;860;24.0;18.0;30.0;24.0;4.0;470.0;10.0;78.0;3.4;5930;2.0;8372.0;14861.0;36.0;30.0;9.0;0.3;0.3;570;2;;;;;;;;
5499;3270107;B;Leusden                                 ;327;01;3.0;07;1428.0;3833.0;1.0;920;450;470;25.0;15.0;23.0;28.0;10.0;260.0;6.0;67.0;3.4;6350;;9257.0;16563.0;33.0;42.0;8.0;0.2;0.2;300;2;;;;;;;;
5500;3270108;B;Leusden                                 ;327;01;3.0;08;1420.0;3833.0;1.0;2460;1180;1280;20.0;13.0;27.0;25.0;16.0;630.0;18.0;63.0;3.2;6570;2.0;9824.0;15678.0;28.0;33.0;17.0;0.4;0.4;1000;3;;;;;;;;
5501;3270109;B;Leusden                                 ;327;01;4.0;09;604.0;3833.0;3.0;250;130;110;15.0;18.0;22.0;36.0;9.0;60.0;12.0;72.0;3.4;90;;9008.0;14203.0;35.0;28.0;;2.9;2.9;90;5;16.0;71.0;19.0;6.0;2.0;12.0;18.0;26.0
5502;32702;W;Leusden                                 ;327;02;5.0;  ;286.0;;;2640;1320;1320;17.0;12.0;24.0;32.0;15.0;760.0;13.0;55.0;3.0;90;1.0;9960.0;15633.0;36.0;34.0;14.0;27.7;27.7;980;5;11.0;64.0;12.0;10.0;10.0;25.0;18.0;14.0
5503;3270200;B;Leusden                                 ;327;02;5.0;00;335.0;3832.0;1.0;1930;960;970;17.0;13.0;24.0;32.0;15.0;580.0;11.0;55.0;3.0;2910;2.0;10278.0;15701.0;35.0;34.0;12.0;0.7;0.7;740;3;;;;;;;;
5504;3270209;B;Leusden                                 ;327;02;5.0;09;124.0;3832.0;1.0;700;350;350;15.0;12.0;24.0;33.0;17.0;180.0;20.0;55.0;3.0;30;;9189.0;15451.0;41.0;35.0;18.0;27.1;27.0;240;4;10.0;71.0;13.0;8.0;13.0;19.0;19.0;18.0
5505;32703;W;Leusden                                 ;327;03;5.0;  ;183.0;;;2500;1220;1270;18.0;13.0;27.0;25.0;17.0;660.0;15.0;63.0;3.2;190;;9234.0;13818.0;38.0;22.0;8.0;13.2;13.1;880;4;19.0;61.0;16.0;16.0;6.0;20.0;8.0;16.0
5506;3270300;B;Leusden                                 ;327;03;5.0;00;219.0;3791.0;1.0;1800;860;940;17.0;12.0;27.0;26.0;18.0;470.0;18.0;63.0;3.1;2740;;9212.0;13727.0;39.0;21.0;8.0;0.7;0.7;680;4;19.0;60.0;9.0;21.0;8.0;21.0;8.0;14.0
5507;3270309;B;Leusden                                 ;327;03;5.0;09;76.0;3791.0;4.0;700;360;330;20.0;14.0;29.0;24.0;14.0;190.0;9.0;65.0;3.4;60;;9257.0;14044.0;37.0;25.0;;12.6;12.5;190;3;;;;;;;;
5508;32704;W;Leusden                                 ;327;04;5.0;  ;182.0;;;320;160;150;16.0;11.0;31.0;23.0;19.0;90.0;15.0;57.0;3.0;90;;8463.0;13228.0;52.0;26.0;;3.9;3.8;120;2;;;;;;;;
5509;3270400;B;Leusden                                 ;327;04;5.0;00;182.0;3835.0;1.0;320;160;160;16.0;11.0;31.0;23.0;19.0;90.0;15.0;57.0;3.0;90;;8463.0;13228.0;52.0;26.0;;3.9;3.8;120;2;;;;;;;;
5510;32705;W;Leusden                                 ;327;05;3.0;  ;1167.0;;;1860;950;920;23.0;9.0;47.0;13.0;7.0;490.0;21.0;60.0;3.0;5250;;9643.0;15202.0;26.0;28.0;9.0;0.4;0.4;740;3;;;;;;;;
5511;3270500;B;Leusden                                 ;327;05;3.0;00;1167.0;3831.0;1.0;1860;940;920;23.0;9.0;47.0;13.0;7.0;480.0;21.0;60.0;3.0;5240;;9643.0;15202.0;26.0;28.0;9.0;0.4;0.4;740;3;;;;;;;;
5512;329;G;Loenen                                  ;329;  ;5.0;  ;296.0;;;8380;4130;4250;19.0;11.0;31.0;26.0;13.0;2250.0;18.0;61.0;3.1;330;1.0;10414.0;15905.0;32.0;28.0;14.0;27.3;25.0;3230;6;18.0;63.0;10.0;12.0;5.0;20.0;17.0;19.0
5513;32900;W;Loenen                                  ;329;00;5.0;  ;318.0;;;6600;3240;3360;18.0;11.0;31.0;27.0;14.0;1760.0;19.0;62.0;3.1;360;1.0;10460.0;15678.0;32.0;27.0;14.0;20.3;18.5;2570;6;20.0;62.0;10.0;12.0;5.0;18.0;15.0;19.0
5514;3290000;B;Loenen                                  ;329;00;5.0;00;446.0;3632.0;1.0;3610;1720;1880;18.0;12.0;30.0;25.0;14.0;940.0;19.0;64.0;3.1;5810;1.0;9983.0;15315.0;34.0;25.0;16.0;0.6;0.6;1390;5;15.0;65.0;8.0;20.0;7.0;20.0;13.0;17.0
5515;3290001;B;Loenen                                  ;329;00;5.0;01;123.0;3631.0;2.0;270;140;130;17.0;11.0;24.0;37.0;11.0;70.0;22.0;60.0;2.9;340;;11140.0;14929.0;25.0;;;0.9;0.8;110;2;;;;;;;;
5516;3290002;B;Loenen                                  ;329;00;5.0;02;65.0;3632.0;1.0;120;50;70;13.0;9.0;36.0;27.0;15.0;30.0;14.0;;;410;;11072.0;15792.0;;;;0.3;0.3;40;2;;;;;;;;
5517;3290003;B;Loenen                                  ;329;00;5.0;03;94.0;3634.0;1.0;540;280;270;17.0;10.0;33.0;30.0;9.0;150.0;18.0;62.0;3.0;380;;12592.0;19286.0;22.0;44.0;11.0;1.5;1.5;210;3;;;;;;;;
5518;3290004;B;Loenen                                  ;329;00;5.0;04;231.0;3633.0;1.0;1540;760;770;18.0;7.0;33.0;26.0;15.0;430.0;19.0;54.0;2.9;1360;2.0;10959.0;15633.0;33.0;27.0;15.0;1.2;1.1;650;4;15.0;66.0;10.0;12.0;7.0;19.0;15.0;22.0
5519;3290009;B;Loenen                                  ;329;00;5.0;09;153.0;1393.0;6.0;530;280;240;17.0;18.0;26.0;30.0;9.0;130.0;15.0;72.0;3.5;40;;9688.0;14929.0;36.0;31.0;;15.7;14.3;150;3;;;;;;;;
5520;32901;W;Loenen                                  ;329;01;5.0;  ;299.0;;;550;270;280;17.0;11.0;27.0;31.0;14.0;140.0;20.0;52.0;3.0;130;;10664.0;16291.0;30.0;30.0;;4.4;4.2;210;3;;;;;;;;
5521;3290100;B;Loenen                                  ;329;01;5.0;00;381.0;3632.0;1.0;360;180;180;18.0;8.0;29.0;31.0;15.0;90.0;21.0;52.0;3.0;320;;10255.0;15678.0;32.0;32.0;;1.2;1.1;150;3;;;;;;;;
5522;3290101;B;Loenen                                  ;329;01;5.0;01;100.0;3631.0;2.0;190;90;90;15.0;17.0;24.0;30.0;13.0;50.0;17.0;;;60;;11503.0;17516.0;27.0;26.0;;3.2;3.1;70;2;;;;;;;;
5523;32902;W;Loenen                                  ;329;02;5.0;  ;164.0;;;1240;620;620;23.0;9.0;37.0;23.0;7.0;340.0;14.0;64.0;3.1;540;2.0;10074.0;17017.0;29.0;32.0;14.0;2.6;2.3;450;3;;;;;;;;
5524;3290200;B;Loenen                                  ;329;02;5.0;00;175.0;1393.0;1.0;1000;500;510;25.0;8.0;40.0;20.0;8.0;270.0;14.0;67.0;3.1;1520;2.0;9620.0;16427.0;30.0;31.0;11.0;0.8;0.7;370;3;;;;;;;;
5525;3290209;B;Loenen                                  ;329;02;5.0;09;114.0;1393.0;1.0;240;120;110;18.0;14.0;26.0;36.0;7.0;70.0;13.0;52.0;3.0;140;;13387.0;21464.0;;41.0;;1.8;1.6;70;2;;;;;;;;
5526;330;G;Loosdrecht                              ;330;  ;4.0;  ;538.0;;;8890;4350;4530;16.0;11.0;29.0;27.0;17.0;2400.0;21.0;59.0;2.9;590;1.0;10233.0;15156.0;35.0;26.0;15.0;32.7;15.1;3500;7;17.0;66.0;11.0;13.0;8.0;17.0;14.0;20.0
5527;33000;W;Loosdrecht                              ;330;00;4.0;  ;539.0;;;8900;4360;4530;16.0;11.0;29.0;27.0;17.0;2400.0;21.0;59.0;2.9;590;1.0;10210.0;15134.0;35.0;26.0;15.0;32.7;15.1;3500;7;16.0;66.0;10.0;14.0;9.0;17.0;14.0;20.0
5528;3300000;B;Loosdrecht                              ;330;00;5.0;00;137.0;1231.0;1.0;1300;690;620;14.0;9.0;35.0;28.0;14.0;340.0;28.0;54.0;2.8;720;1.0;10687.0;15020.0;33.0;22.0;16.0;3.9;1.8;530;5;14.0;66.0;9.0;11.0;17.0;19.0;10.0;18.0
5529;3300001;B;Loosdrecht                              ;330;00;5.0;01;139.0;1231.0;1.0;370;180;190;18.0;13.0;30.0;24.0;15.0;90.0;17.0;66.0;3.3;420;;8962.0;14771.0;50.0;23.0;;1.0;0.9;120;3;;;;;;;;
5530;3300002;B;Loosdrecht                              ;330;00;5.0;02;190.0;1231.0;1.0;590;320;280;17.0;13.0;27.0;29.0;15.0;160.0;17.0;61.0;3.0;580;;9030.0;15451.0;26.0;25.0;18.0;1.1;1.0;210;4;29.0;66.0;11.0;7.0;9.0;6.0;14.0;25.0
5531;3300003;B;Loosdrecht                              ;330;00;5.0;03;324.0;1231.0;1.0;20;10;10;;;;;;0.0;;;;10;;;;;;;2.7;2.2;0;1;;;;;;;;
5532;3300004;B;Loosdrecht                              ;330;00;5.0;04;47.0;1231.0;1.0;200;110;90;10.0;9.0;32.0;33.0;16.0;40.0;33.0;;;940;;14385.0;23007.0;23.0;60.0;;0.6;0.2;70;2;;;;;;;;
5533;3300005;B;Loosdrecht                              ;330;00;4.0;05;729.0;1231.0;1.0;5960;2840;3130;16.0;11.0;27.0;26.0;19.0;1640.0;19.0;60.0;3.0;4000;1.0;9938.0;14566.0;36.0;26.0;16.0;1.5;1.5;2340;6;13.0;67.0;8.0;21.0;3.0;19.0;16.0;19.0
5534;3300008;B;Loosdrecht                              ;330;00;3.0;08;1043.0;1231.0;1.0;160;80;80;12.0;;39.0;36.0;;30.0;36.0;;;70;;11594.0;14634.0;30.0;;;3.6;2.6;90;1;;;;;;;;
5535;3300009;B;Loosdrecht                              ;330;00;5.0;09;63.0;3625.0;2.0;280;130;150;10.0;13.0;23.0;38.0;17.0;80.0;22.0;53.0;2.8;60;;13364.0;20715.0;25.0;37.0;;18.3;4.9;130;3;;;;;;;;
5536;331;G;Lopik                                   ;331;  ;5.0;  ;262.0;;;13030;6670;6370;22.0;15.0;33.0;21.0;9.0;3460.0;11.0;69.0;3.4;170;1.0;8690.0;14702.0;33.0;24.0;11.0;78.9;75.2;4450;6;32.0;56.0;11.0;13.0;3.0;12.0;9.0;19.0
5537;33100;W;Lopik                                   ;331;00;5.0;  ;272.0;;;13040;6670;6370;22.0;15.0;33.0;21.0;9.0;3450.0;11.0;69.0;3.4;180;1.0;8690.0;14702.0;33.0;24.0;11.0;78.9;75.2;4450;6;32.0;56.0;11.0;13.0;3.0;12.0;9.0;19.0
5538;3310000;B;Lopik                                   ;331;00;5.0;00;496.0;3411.0;1.0;4850;2450;2400;22.0;15.0;37.0;20.0;7.0;1310.0;12.0;67.0;3.3;4740;3.0;8713.0;14725.0;30.0;24.0;13.0;1.0;1.0;1750;5;24.0;56.0;7.0;17.0;5.0;20.0;11.0;17.0
5539;3310001;B;Lopik                                   ;331;00;5.0;01;104.0;3411.0;1.0;600;310;290;22.0;13.0;29.0;23.0;14.0;160.0;12.0;66.0;3.4;500;;8781.0;14544.0;36.0;22.0;12.0;1.2;1.2;210;3;;;;;;;;
5540;3310002;B;Lopik                                   ;331;00;5.0;02;90.0;3412.0;4.0;470;240;250;18.0;15.0;33.0;25.0;9.0;140.0;11.0;66.0;3.2;490;;10233.0;17130.0;33.0;29.0;16.0;1.0;1.0;180;2;;;;;;;;
5541;3310003;B;Lopik                                   ;331;00;5.0;03;50.0;3412.0;1.0;470;240;230;23.0;16.0;30.0;20.0;10.0;130.0;7.0;70.0;3.5;480;;7465.0;15338.0;36.0;27.0;;1.0;1.0;120;3;;;;;;;;
5542;3310004;B;Lopik                                   ;331;00;5.0;04;65.0;3413.0;1.0;290;140;150;27.0;12.0;36.0;16.0;9.0;80.0;8.0;77.0;3.5;1380;;8213.0;13659.0;38.0;17.0;31.0;0.3;0.2;100;1;;;;;;;;
5543;3310005;B;Lopik                                   ;331;00;5.0;05;164.0;3411.0;1.0;440;240;200;19.0;18.0;28.0;28.0;7.0;120.0;6.0;73.0;3.6;430;;9461.0;14090.0;31.0;15.0;;1.0;1.0;120;2;;;;;;;;
5544;3310006;B;Lopik                                   ;331;00;5.0;06;85.0;3411.0;1.0;540;280;270;19.0;16.0;34.0;21.0;8.0;140.0;11.0;70.0;3.4;640;;9416.0;15156.0;28.0;23.0;9.0;0.9;0.8;170;3;;;;;;;;
5545;3310007;B;Lopik                                   ;331;00;5.0;07;67.0;3411.0;1.0;190;110;80;21.0;15.0;31.0;18.0;14.0;50.0;10.0;;;380;;8213.0;13976.0;39.0;21.0;;0.5;0.5;50;2;;;;;;;;
5546;3310008;B;Lopik                                   ;331;00;5.0;08;103.0;3411.0;1.0;430;230;190;16.0;20.0;26.0;25.0;12.0;110.0;15.0;69.0;3.4;120;;9847.0;15792.0;36.0;19.0;12.0;4.6;3.4;120;2;;;;;;;;
5547;3310009;B;Lopik                                   ;331;00;5.0;09;113.0;3411.0;3.0;160;90;70;15.0;17.0;29.0;32.0;8.0;40.0;10.0;;;0;;8735.0;15474.0;31.0;39.0;;32.7;31.4;50;4;35.0;57.0;21.0;2.0;0.0;8.0;8.0;27.0
5548;3310010;B;Lopik                                   ;331;00;5.0;10;224.0;3405.0;2.0;2640;1330;1300;22.0;16.0;34.0;19.0;9.0;700.0;11.0;69.0;3.3;1940;1.0;8350.0;13772.0;35.0;21.0;9.0;1.4;1.4;950;4;22.0;57.0;12.0;17.0;3.0;21.0;6.0;20.0
5549;3310019;B;Lopik                                   ;331;00;5.0;19;75.0;3405.0;1.0;1160;610;540;21.0;15.0;27.0;24.0;13.0;300.0;8.0;70.0;3.5;50;;8508.0;15134.0;36.0;26.0;10.0;21.6;21.1;380;4;34.0;62.0;17.0;4.0;8.0;4.0;13.0;20.0
5550;3310020;B;Lopik                                   ;331;00;5.0;20;81.0;3415.0;1.0;0;10;0;;;;;;0.0;;;;40;;;;;;;0.2;0.2;0;1;;;;;;;;
5551;3310029;B;Lopik                                   ;331;00;5.0;29;55.0;3415.0;1.0;800;410;400;24.0;18.0;28.0;20.0;10.0;190.0;9.0;72.0;3.8;70;;8372.0;15678.0;29.0;31.0;;11.5;11.0;240;3;;;;;;;;
5552;332;G;Maarn                                   ;332;  ;5.0;  ;348.0;;;5870;2910;2960;15.0;13.0;26.0;29.0;16.0;1660.0;19.0;51.0;2.9;230;1.0;10891.0;17085.0;31.0;35.0;15.0;25.3;25.3;2440;6;12.0;65.0;13.0;11.0;5.0;23.0;17.0;19.0
5553;33200;W;Maarn                                   ;332;00;5.0;  ;360.0;;;5870;2910;2960;15.0;13.0;26.0;29.0;16.0;1660.0;19.0;51.0;2.9;230;1.0;10891.0;17085.0;31.0;35.0;15.0;25.3;25.3;2430;6;12.0;65.0;13.0;11.0;5.0;23.0;17.0;19.0
5554;3320000;B;Maarn                                   ;332;00;5.0;00;439.0;3951.0;1.0;4230;2040;2180;14.0;12.0;25.0;31.0;18.0;1240.0;18.0;48.0;2.8;1680;1.0;11481.0;17425.0;31.0;37.0;16.0;2.5;2.5;1860;5;11.0;63.0;7.0;15.0;4.0;25.0;21.0;16.0
5555;3320002;B;Maarn                                   ;332;00;5.0;02;102.0;3953.0;1.0;820;410;410;21.0;11.0;33.0;24.0;11.0;230.0;15.0;60.0;3.0;960;1.0;10505.0;16427.0;29.0;32.0;14.0;0.9;0.9;320;4;14.0;68.0;25.0;5.0;4.0;18.0;9.0;24.0
5556;3320003;B;Maarn                                   ;332;00;5.0;03;25.0;3953.0;1.0;250;180;80;20.0;38.0;24.0;;;40.0;48.0;;;330;9.0;5287.0;13795.0;32.0;;;0.8;0.8;70;1;;;;;;;;
5557;3320008;B;Maarn                                   ;332;00;5.0;08;135.0;3951.0;4.0;400;200;210;19.0;17.0;26.0;25.0;13.0;90.0;24.0;65.0;3.2;30;;9666.0;16586.0;45.0;29.0;;16.8;16.8;150;2;;;;;;;;
5558;3320009;B;Maarn                                   ;332;00;5.0;09;74.0;3953.0;2.0;180;90;100;16.0;19.0;26.0;24.0;14.0;50.0;14.0;;;40;;8871.0;15338.0;26.0;37.0;;4.4;4.4;60;2;;;;;;;;
5559;333;G;Maarssen                                ;333;  ;3.0;  ;1409.0;;;41060;20280;20770;22.0;13.0;36.0;22.0;8.0;10860.0;17.0;69.0;3.2;1450;5.0;9325.0;15134.0;33.0;28.0;14.0;31.9;28.3;15060;8;16.0;68.0;12.0;14.0;5.0;16.0;18.0;19.0
5560;33300;W;Maarssen                                ;333;00;3.0;  ;1240.0;;;12990;6340;6650;17.0;11.0;32.0;24.0;15.0;3540.0;19.0;60.0;3.0;2550;2.0;10187.0;15224.0;34.0;27.0;14.0;5.9;5.1;5230;7;17.0;67.0;8.0;18.0;7.0;16.0;17.0;17.0
