ID;LeeftijdReferentiepersoon;BurgerlijkeStaatReferentiepersoon;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishouden_2;TotaalMeerpersoonshuishoudens_3;Paar_4;Eenouderhuishouden_5;OverigHuishouden_6
2689;25 jaar;Ongehuwd;2014;88436;59830;28606;23307;3305;1994
2690;25 jaar;Ongehuwd;2015;89105;59771;29334;24032;3345;1957
2691;25 jaar;Ongehuwd;2016;92601;61157;31444;26085;3354;2005
2692;25 jaar;Ongehuwd;2017;92615;60682;31933;26601;3344;1988
2693;25 jaar;Ongehuwd;2018;91909;59899;32010;26815;3230;1965
2694;25 jaar;Ongehuwd;2019;91229;59399;31830;26706;3177;1947
2695;25 jaar;Ongehuwd;2020;91657;59666;31991;26872;3164;1955
2696;25 jaar;Ongehuwd;2021;89816;58541;31275;26257;3099;1919
2697;25 jaar;Ongehuwd;2022;89965;58587;31378;26381;3074;1923
2698;25 jaar;Ongehuwd;2023;90531;59113;31418;26361;3117;1940
2699;25 jaar;Ongehuwd;2024;93249;60855;32394;27205;3189;2000
2700;25 jaar;Ongehuwd;2025;93980;61362;32618;27393;3206;2019
2701;25 jaar;Ongehuwd;2026;95829;62673;33156;27803;3289;2064
2702;25 jaar;Ongehuwd;2027;94554;61930;32624;27345;3241;2038
2703;25 jaar;Ongehuwd;2028;93815;61533;32282;27046;3213;2023
2704;25 jaar;Ongehuwd;2029;93397;61349;32048;26831;3201;2016
2705;25 jaar;Ongehuwd;2030;90592;59656;30936;25859;3119;1958
2706;25 jaar;Ongehuwd;2031;88265;58184;30081;25141;3032;1908
2707;25 jaar;Ongehuwd;2032;87439;57667;29772;24883;2998;1891
2708;25 jaar;Ongehuwd;2033;85949;56793;29156;24329;2965;1862
2709;25 jaar;Ongehuwd;2034;87423;57699;29724;24831;2998;1895
2710;25 jaar;Ongehuwd;2035;87289;57660;29629;24731;3004;1894
2711;25 jaar;Ongehuwd;2036;86886;57442;29444;24553;3003;1888
2712;25 jaar;Ongehuwd;2037;85340;56390;28950;24164;2934;1852
2713;25 jaar;Ongehuwd;2038;84122;55600;28522;23802;2895;1825
2714;25 jaar;Ongehuwd;2039;84319;55698;28621;23891;2902;1828
2715;25 jaar;Ongehuwd;2040;84698;55906;28792;24043;2914;1835
2716;25 jaar;Ongehuwd;2041;85418;56323;29095;24308;2937;1850
2717;25 jaar;Ongehuwd;2042;86033;56675;29358;24538;2957;1863
2718;25 jaar;Ongehuwd;2043;86813;57134;29679;24818;2983;1878
2719;25 jaar;Ongehuwd;2044;87362;57444;29918;25028;3001;1889
2720;25 jaar;Ongehuwd;2045;87920;57765;30155;25238;3019;1898
2721;25 jaar;Ongehuwd;2046;88427;58055;30372;25428;3036;1908
2722;25 jaar;Ongehuwd;2047;88933;58344;30589;25619;3053;1917
2723;25 jaar;Ongehuwd;2048;89281;58533;30748;25760;3065;1923
2724;25 jaar;Ongehuwd;2049;89619;58718;30901;25895;3076;1930
2725;25 jaar;Ongehuwd;2050;89987;58922;31065;26041;3088;1936
2726;25 jaar;Ongehuwd;2051;90220;59044;31176;26140;3096;1940
2727;25 jaar;Ongehuwd;2052;90389;59125;31264;26222;3101;1941
2728;25 jaar;Ongehuwd;2053;90554;59207;31347;26296;3107;1944
2729;25 jaar;Ongehuwd;2054;90691;59271;31420;26363;3111;1946
2730;25 jaar;Ongehuwd;2055;90775;59307;31468;26407;3114;1947
2731;25 jaar;Ongehuwd;2056;90789;59299;31490;26428;3115;1947
2732;25 jaar;Ongehuwd;2057;90725;59245;31480;26423;3112;1945
2733;25 jaar;Ongehuwd;2058;90568;59136;31432;26384;3107;1941
2734;25 jaar;Ongehuwd;2059;90333;58980;31353;26318;3100;1935
2735;25 jaar;Ongehuwd;2060;90025;58782;31243;26223;3090;1930
2736;25 jaar;Wettig gehuwd plus partnerschap;2013;8273;521;7752;7457;260;35
2737;25 jaar;Wettig gehuwd plus partnerschap;2014;8156;532;7624;7334;255;35
2738;25 jaar;Wettig gehuwd plus partnerschap;2015;8278;552;7726;7453;238;35
2739;25 jaar;Wettig gehuwd plus partnerschap;2016;8604;570;8034;7765;232;37
2740;25 jaar;Wettig gehuwd plus partnerschap;2017;8791;571;8220;7954;230;36
2741;25 jaar;Wettig gehuwd plus partnerschap;2018;8956;569;8387;8118;233;36
2742;25 jaar;Wettig gehuwd plus partnerschap;2019;9012;570;8442;8168;238;36
2743;25 jaar;Wettig gehuwd plus partnerschap;2020;9095;574;8521;8242;242;37
2744;25 jaar;Wettig gehuwd plus partnerschap;2021;8917;565;8352;8078;238;36
2745;25 jaar;Wettig gehuwd plus partnerschap;2022;8911;564;8347;8074;237;36
2746;25 jaar;Wettig gehuwd plus partnerschap;2023;8882;568;8314;8038;239;37
2747;25 jaar;Wettig gehuwd plus partnerschap;2024;9078;583;8495;8212;245;38
2748;25 jaar;Wettig gehuwd plus partnerschap;2025;9100;586;8514;8231;245;38
2749;25 jaar;Wettig gehuwd plus partnerschap;2026;9193;597;8596;8308;250;38
2750;25 jaar;Wettig gehuwd plus partnerschap;2027;9086;591;8495;8210;247;38
2751;25 jaar;Wettig gehuwd plus partnerschap;2028;9021;588;8433;8150;245;38
2752;25 jaar;Wettig gehuwd plus partnerschap;2029;8980;587;8393;8112;243;38
2753;25 jaar;Wettig gehuwd plus partnerschap;2030;8735;572;8163;7888;238;37
2754;25 jaar;Wettig gehuwd plus partnerschap;2031;8548;558;7990;7722;232;36
2755;25 jaar;Wettig gehuwd plus partnerschap;2032;8483;554;7929;7663;230;36
2756;25 jaar;Wettig gehuwd plus partnerschap;2033;8338;546;7792;7529;228;35
2757;25 jaar;Wettig gehuwd plus partnerschap;2034;8473;555;7918;7652;230;36
2758;25 jaar;Wettig gehuwd plus partnerschap;2035;8449;555;7894;7627;231;36
2759;25 jaar;Wettig gehuwd plus partnerschap;2036;8403;553;7850;7584;231;35
2760;25 jaar;Wettig gehuwd plus partnerschap;2037;8292;543;7749;7487;227;35
2761;25 jaar;Wettig gehuwd plus partnerschap;2038;8188;536;7652;7395;223;34
2762;25 jaar;Wettig gehuwd plus partnerschap;2039;8206;538;7668;7410;224;34
2763;25 jaar;Wettig gehuwd plus partnerschap;2040;8241;539;7702;7442;225;35
2764;25 jaar;Wettig gehuwd plus partnerschap;2041;8306;544;7762;7500;227;35
2765;25 jaar;Wettig gehuwd plus partnerschap;2042;8361;547;7814;7551;228;35
2766;25 jaar;Wettig gehuwd plus partnerschap;2043;8434;552;7882;7617;230;35
2767;25 jaar;Wettig gehuwd plus partnerschap;2044;8485;554;7931;7665;231;35
2768;25 jaar;Wettig gehuwd plus partnerschap;2045;8540;558;7982;7714;232;36
2769;25 jaar;Wettig gehuwd plus partnerschap;2046;8592;561;8031;7761;234;36
2770;25 jaar;Wettig gehuwd plus partnerschap;2047;8642;564;8078;7807;235;36
2771;25 jaar;Wettig gehuwd plus partnerschap;2048;8679;566;8113;7841;236;36
2772;25 jaar;Wettig gehuwd plus partnerschap;2049;8715;568;8147;7874;237;36
2773;25 jaar;Wettig gehuwd plus partnerschap;2050;8751;571;8180;7907;237;36
2774;25 jaar;Wettig gehuwd plus partnerschap;2051;8775;571;8204;7930;238;36
2775;25 jaar;Wettig gehuwd plus partnerschap;2052;8795;572;8223;7948;238;37
2776;25 jaar;Wettig gehuwd plus partnerschap;2053;8813;573;8240;7964;239;37
2777;25 jaar;Wettig gehuwd plus partnerschap;2054;8827;574;8253;7977;239;37
2778;25 jaar;Wettig gehuwd plus partnerschap;2055;8834;574;8260;7984;239;37
2779;25 jaar;Wettig gehuwd plus partnerschap;2056;8835;574;8261;7985;239;37
2780;25 jaar;Wettig gehuwd plus partnerschap;2057;8828;573;8255;7979;239;37
2781;25 jaar;Wettig gehuwd plus partnerschap;2058;8815;573;8242;7966;239;37
2782;25 jaar;Wettig gehuwd plus partnerschap;2059;8790;571;8219;7944;238;37
2783;25 jaar;Wettig gehuwd plus partnerschap;2060;8763;570;8193;7919;238;36
2784;25 jaar;Verweduwd;2013;15;7;8;0;8;0
2785;25 jaar;Verweduwd;2014;19;10;9;0;9;0
2786;25 jaar;Verweduwd;2015;17;8;9;0;9;0
2787;25 jaar;Verweduwd;2016;18;8;10;0;10;0
2788;25 jaar;Verweduwd;2017;15;8;7;0;7;0
2789;25 jaar;Verweduwd;2018;16;8;8;0;8;0
2790;25 jaar;Verweduwd;2019;16;8;8;0;8;0
2791;25 jaar;Verweduwd;2020;16;8;8;0;8;0
2792;25 jaar;Verweduwd;2021;16;8;8;0;8;0
2793;25 jaar;Verweduwd;2022;16;8;8;0;8;0
2794;25 jaar;Verweduwd;2023;16;8;8;0;8;0
2795;25 jaar;Verweduwd;2024;16;8;8;0;8;0
2796;25 jaar;Verweduwd;2025;16;8;8;0;8;0
2797;25 jaar;Verweduwd;2026;16;8;8;0;8;0
2798;25 jaar;Verweduwd;2027;15;7;8;0;8;0
2799;25 jaar;Verweduwd;2028;15;7;8;0;8;0
2800;25 jaar;Verweduwd;2029;14;7;7;0;7;0
2801;25 jaar;Verweduwd;2030;14;7;7;0;7;0
2802;25 jaar;Verweduwd;2031;14;7;7;0;7;0
2803;25 jaar;Verweduwd;2032;14;7;7;0;7;0
2804;25 jaar;Verweduwd;2033;14;7;7;0;7;0
2805;25 jaar;Verweduwd;2034;14;7;7;0;7;0
2806;25 jaar;Verweduwd;2035;14;7;7;0;7;0
2807;25 jaar;Verweduwd;2036;14;7;7;0;7;0
2808;25 jaar;Verweduwd;2037;14;7;7;0;7;0
2809;25 jaar;Verweduwd;2038;14;7;7;0;7;0
2810;25 jaar;Verweduwd;2039;13;6;7;0;7;0
2811;25 jaar;Verweduwd;2040;14;7;7;0;7;0
2812;25 jaar;Verweduwd;2041;13;6;7;0;7;0
2813;25 jaar;Verweduwd;2042;14;7;7;0;7;0
2814;25 jaar;Verweduwd;2043;13;6;7;0;7;0
2815;25 jaar;Verweduwd;2044;14;7;7;0;7;0
2816;25 jaar;Verweduwd;2045;14;7;7;0;7;0
2817;25 jaar;Verweduwd;2046;14;7;7;0;7;0
2818;25 jaar;Verweduwd;2047;14;7;7;0;7;0
2819;25 jaar;Verweduwd;2048;14;7;7;0;7;0
2820;25 jaar;Verweduwd;2049;14;7;7;0;7;0
2821;25 jaar;Verweduwd;2050;13;7;6;0;6;0
2822;25 jaar;Verweduwd;2051;14;7;7;0;7;0
2823;25 jaar;Verweduwd;2052;14;7;7;0;7;0
2824;25 jaar;Verweduwd;2053;13;7;6;0;6;0
2825;25 jaar;Verweduwd;2054;13;7;6;0;6;0
2826;25 jaar;Verweduwd;2055;13;7;6;0;6;0
2827;25 jaar;Verweduwd;2056;13;7;6;0;6;0
2828;25 jaar;Verweduwd;2057;12;6;6;0;6;0
2829;25 jaar;Verweduwd;2058;13;7;6;0;6;0
2830;25 jaar;Verweduwd;2059;12;6;6;0;6;0
2831;25 jaar;Verweduwd;2060;12;6;6;0;6;0
2832;25 jaar;Gescheiden;2013;697;350;347;48;272;27
2833;25 jaar;Gescheiden;2014;697;350;347;51;268;28
2834;25 jaar;Gescheiden;2015;707;359;348;56;263;29
2835;25 jaar;Gescheiden;2016;731;373;358;67;261;30
2836;25 jaar;Gescheiden;2017;751;383;368;71;266;31
2837;25 jaar;Gescheiden;2018;778;393;385;76;277;32
2838;25 jaar;Gescheiden;2019;794;400;394;78;284;32
2839;25 jaar;Gescheiden;2020;816;408;408;80;295;33
2840;25 jaar;Gescheiden;2021;810;402;408;79;296;33
2841;25 jaar;Gescheiden;2022;809;401;408;79;296;33
2842;25 jaar;Gescheiden;2023;816;405;411;79;299;33
2843;25 jaar;Gescheiden;2024;835;415;420;81;305;34
2844;25 jaar;Gescheiden;2025;838;417;421;81;306;34
2845;25 jaar;Gescheiden;2026;853;426;427;81;312;34
2846;25 jaar;Gescheiden;2027;842;420;422;81;307;34
2847;25 jaar;Gescheiden;2028;837;417;420;81;305;34
2848;25 jaar;Gescheiden;2029;832;416;416;79;303;34
2849;25 jaar;Gescheiden;2030;813;405;408;78;297;33
2850;25 jaar;Gescheiden;2031;792;395;397;76;289;32
2851;25 jaar;Gescheiden;2032;785;392;393;76;285;32
2852;25 jaar;Gescheiden;2033;775;387;388;74;283;31
2853;25 jaar;Gescheiden;2034;785;392;393;76;285;32
2854;25 jaar;Gescheiden;2035;786;392;394;76;286;32
2855;25 jaar;Gescheiden;2036;783;391;392;75;286;31
2856;25 jaar;Gescheiden;2037;769;384;385;74;280;31
2857;25 jaar;Gescheiden;2038;760;379;381;74;277;30
2858;25 jaar;Gescheiden;2039;761;380;381;74;277;30
2859;25 jaar;Gescheiden;2040;763;381;382;74;278;30
2860;25 jaar;Gescheiden;2041;769;384;385;74;280;31
2861;25 jaar;Gescheiden;2042;774;386;388;75;282;31
2862;25 jaar;Gescheiden;2043;779;389;390;75;284;31
2863;25 jaar;Gescheiden;2044;784;392;392;75;286;31
2864;25 jaar;Gescheiden;2045;790;394;396;77;287;32
2865;25 jaar;Gescheiden;2046;795;396;399;77;290;32
2866;25 jaar;Gescheiden;2047;799;399;400;77;291;32
2867;25 jaar;Gescheiden;2048;802;401;401;77;292;32
2868;25 jaar;Gescheiden;2049;804;401;403;78;293;32
2869;25 jaar;Gescheiden;2050;807;403;404;78;294;32
2870;25 jaar;Gescheiden;2051;811;404;407;79;295;33
2871;25 jaar;Gescheiden;2052;812;405;407;79;295;33
2872;25 jaar;Gescheiden;2053;813;406;407;79;295;33
2873;25 jaar;Gescheiden;2054;814;406;408;79;296;33
2874;25 jaar;Gescheiden;2055;816;408;408;79;296;33
2875;25 jaar;Gescheiden;2056;816;408;408;79;296;33
2876;25 jaar;Gescheiden;2057;814;406;408;79;296;33
2877;25 jaar;Gescheiden;2058;814;406;408;79;296;33
2878;25 jaar;Gescheiden;2059;813;406;407;79;295;33
2879;25 jaar;Gescheiden;2060;809;404;405;79;294;32
2880;26 jaar;Totaal burgerlijke staat;2013;105175;60196;44979;38058;4794;2127
2881;26 jaar;Totaal burgerlijke staat;2014;106179;61212;44967;38393;4557;2017
2882;26 jaar;Totaal burgerlijke staat;2015;106119;60880;45239;38750;4526;1963
2883;26 jaar;Totaal burgerlijke staat;2016;107377;60912;46465;39974;4537;1954
2884;26 jaar;Totaal burgerlijke staat;2017;111638;62576;49062;42476;4578;2008
2885;26 jaar;Totaal burgerlijke staat;2018;111824;62228;49596;43035;4565;1996
2886;26 jaar;Totaal burgerlijke staat;2019;111159;61519;49640;43207;4459;1974
2887;26 jaar;Totaal burgerlijke staat;2020;110409;61037;49372;43003;4412;1957
2888;26 jaar;Totaal burgerlijke staat;2021;110904;61285;49619;43240;4414;1965
2889;26 jaar;Totaal burgerlijke staat;2022;108609;60084;48525;42269;4328;1928
2890;26 jaar;Totaal burgerlijke staat;2023;108754;60125;48629;42402;4296;1931
2891;26 jaar;Totaal burgerlijke staat;2024;109299;60658;48641;42334;4357;1950
2892;26 jaar;Totaal burgerlijke staat;2025;112522;62484;50038;43569;4458;2011
2893;26 jaar;Totaal burgerlijke staat;2026;113363;63030;50333;43821;4481;2031
2894;26 jaar;Totaal burgerlijke staat;2027;115467;64388;51079;44414;4593;2072
2895;26 jaar;Totaal burgerlijke staat;2028;113973;63647;50326;43754;4526;2046
2896;26 jaar;Totaal burgerlijke staat;2029;113116;63256;49860;43338;4488;2034
2897;26 jaar;Totaal burgerlijke staat;2030;112630;63075;49555;43056;4473;2026
2898;26 jaar;Totaal burgerlijke staat;2031;109287;61333;47954;41627;4358;1969
2899;26 jaar;Totaal burgerlijke staat;2032;106560;59828;46732;40572;4240;1920
2900;26 jaar;Totaal burgerlijke staat;2033;105606;59304;46302;40204;4195;1903
2901;26 jaar;Totaal burgerlijke staat;2034;103797;58396;45401;39376;4149;1876
2902;26 jaar;Totaal burgerlijke staat;2035;105594;59337;46257;40153;4195;1909
2903;26 jaar;Totaal burgerlijke staat;2036;105417;59292;46125;40015;4203;1907
2904;26 jaar;Totaal burgerlijke staat;2037;104912;59055;45857;39759;4200;1898
2905;26 jaar;Totaal burgerlijke staat;2038;103126;57976;45150;39180;4107;1863
2906;26 jaar;Totaal burgerlijke staat;2039;101678;57153;44525;38637;4052;1836
2907;26 jaar;Totaal burgerlijke staat;2040;101917;57245;44672;38770;4062;1840
2908;26 jaar;Totaal burgerlijke staat;2041;102377;57454;44923;38997;4079;1847
2909;26 jaar;Totaal burgerlijke staat;2042;103236;57876;45360;39387;4111;1862
2910;26 jaar;Totaal burgerlijke staat;2043;103968;58232;45736;39724;4139;1873
2911;26 jaar;Totaal burgerlijke staat;2044;104900;58697;46203;40139;4175;1889
2912;26 jaar;Totaal burgerlijke staat;2045;105556;59013;46543;40444;4201;1898
2913;26 jaar;Totaal burgerlijke staat;2046;106227;59339;46888;40755;4225;1908
2914;26 jaar;Totaal burgerlijke staat;2047;106834;59632;47202;41036;4248;1918
2915;26 jaar;Totaal burgerlijke staat;2048;107441;59924;47517;41319;4271;1927
2916;26 jaar;Totaal burgerlijke staat;2049;107862;60115;47747;41525;4289;1933
2917;26 jaar;Totaal burgerlijke staat;2050;108270;60302;47968;41725;4304;1939
2918;26 jaar;Totaal burgerlijke staat;2051;108710;60509;48201;41936;4320;1945
2919;26 jaar;Totaal burgerlijke staat;2052;108990;60632;48358;42079;4330;1949
2920;26 jaar;Totaal burgerlijke staat;2053;109198;60713;48485;42193;4340;1952
2921;26 jaar;Totaal burgerlijke staat;2054;109393;60795;48598;42297;4347;1954
2922;26 jaar;Totaal burgerlijke staat;2055;109553;60859;48694;42386;4352;1956
2923;26 jaar;Totaal burgerlijke staat;2056;109659;60900;48759;42443;4358;1958
2924;26 jaar;Totaal burgerlijke staat;2057;109673;60892;48781;42465;4359;1957
2925;26 jaar;Totaal burgerlijke staat;2058;109595;60839;48756;42446;4355;1955
2926;26 jaar;Totaal burgerlijke staat;2059;109407;60730;48677;42377;4348;1952
2927;26 jaar;Totaal burgerlijke staat;2060;109122;60571;48551;42266;4338;1947
2928;26 jaar;Ongehuwd;2013;92590;59071;33519;27431;4034;2054
2929;26 jaar;Ongehuwd;2014;93557;60055;33502;27748;3812;1942
2930;26 jaar;Ongehuwd;2015;93540;59714;33826;28136;3803;1887
2931;26 jaar;Ongehuwd;2016;94585;59719;34866;29144;3845;1877
2932;26 jaar;Ongehuwd;2017;98318;61345;36973;31158;3887;1928
2933;26 jaar;Ongehuwd;2018;98263;60985;37278;31491;3872;1915
2934;26 jaar;Ongehuwd;2019;97409;60266;37143;31497;3753;1893
2935;26 jaar;Ongehuwd;2020;96607;59777;36830;31262;3693;1875
2936;26 jaar;Ongehuwd;2021;96985;60012;36973;31413;3678;1882
2937;26 jaar;Ongehuwd;2022;94961;58831;36130;30685;3599;1846
2938;26 jaar;Ongehuwd;2023;95104;58874;36230;30811;3570;1849
2939;26 jaar;Ongehuwd;2024;95670;59398;36272;30782;3622;1868
2940;26 jaar;Ongehuwd;2025;98573;61191;37382;31747;3709;1926
2941;26 jaar;Ongehuwd;2026;99363;61728;37635;31960;3730;1945
2942;26 jaar;Ongehuwd;2027;101298;63061;38237;32426;3826;1985
2943;26 jaar;Ongehuwd;2028;99975;62334;37641;31910;3770;1961
2944;26 jaar;Ongehuwd;2029;99219;61950;37269;31581;3739;1949
2945;26 jaar;Ongehuwd;2030;98794;61773;37021;31354;3726;1941
2946;26 jaar;Ongehuwd;2031;95836;60064;35772;30257;3629;1886
2947;26 jaar;Ongehuwd;2032;93405;58590;34815;29448;3528;1839
2948;26 jaar;Ongehuwd;2033;92552;58075;34477;29166;3489;1822
2949;26 jaar;Ongehuwd;2034;90968;57185;33783;28535;3451;1797
2950;26 jaar;Ongehuwd;2035;92553;58108;34445;29128;3489;1828
2951;26 jaar;Ongehuwd;2036;92410;58063;34347;29023;3497;1827
2952;26 jaar;Ongehuwd;2037;91973;57830;34143;28830;3495;1818
2953;26 jaar;Ongehuwd;2038;90363;56771;33592;28392;3416;1784
2954;26 jaar;Ongehuwd;2039;89076;55965;33111;27983;3370;1758
2955;26 jaar;Ongehuwd;2040;89285;56056;33229;28089;3378;1762
2956;26 jaar;Ongehuwd;2041;89688;56260;33428;28267;3392;1769
2957;26 jaar;Ongehuwd;2042;90443;56673;33770;28568;3419;1783
2958;26 jaar;Ongehuwd;2043;91086;57022;34064;28827;3443;1794
2959;26 jaar;Ongehuwd;2044;91905;57476;34429;29147;3473;1809
2960;26 jaar;Ongehuwd;2045;92475;57785;34690;29377;3495;1818
2961;26 jaar;Ongehuwd;2046;93061;58104;34957;29613;3516;1828
2962;26 jaar;Ongehuwd;2047;93588;58389;35199;29826;3536;1837
2963;26 jaar;Ongehuwd;2048;94117;58675;35442;30041;3555;1846
2964;26 jaar;Ongehuwd;2049;94479;58862;35617;30197;3569;1851
2965;26 jaar;Ongehuwd;2050;94832;59044;35788;30349;3582;1857
2966;26 jaar;Ongehuwd;2051;95216;59246;35970;30511;3596;1863
2967;26 jaar;Ongehuwd;2052;95459;59366;36093;30621;3605;1867
2968;26 jaar;Ongehuwd;2053;95638;59446;36192;30710;3613;1869
2969;26 jaar;Ongehuwd;2054;95805;59525;36280;30790;3619;1871
2970;26 jaar;Ongehuwd;2055;95947;59589;36358;30861;3624;1873
2971;26 jaar;Ongehuwd;2056;96040;59628;36412;30909;3628;1875
2972;26 jaar;Ongehuwd;2057;96053;59620;36433;30930;3629;1874
2973;26 jaar;Ongehuwd;2058;95984;59567;36417;30919;3626;1872
2974;26 jaar;Ongehuwd;2059;95821;59461;36360;30871;3620;1869
2975;26 jaar;Ongehuwd;2060;95571;59305;36266;30790;3611;1865
2976;26 jaar;Wettig gehuwd plus partnerschap;2013;11586;647;10939;10530;367;42
2977;26 jaar;Wettig gehuwd plus partnerschap;2014;11555;634;10921;10551;331;39
2978;26 jaar;Wettig gehuwd plus partnerschap;2015;11504;640;10864;10511;314;39
2979;26 jaar;Wettig gehuwd plus partnerschap;2016;11712;658;11054;10719;295;40
2980;26 jaar;Wettig gehuwd plus partnerschap;2017;12206;675;11531;11196;294;41
2981;26 jaar;Wettig gehuwd plus partnerschap;2018;12426;677;11749;11416;292;41
2982;26 jaar;Wettig gehuwd plus partnerschap;2019;12590;678;11912;11577;294;41
2983;26 jaar;Wettig gehuwd plus partnerschap;2020;12624;678;11946;11607;298;41
2984;26 jaar;Wettig gehuwd plus partnerschap;2021;12717;683;12034;11690;302;42
2985;26 jaar;Wettig gehuwd plus partnerschap;2022;12460;671;11789;11450;298;41
2986;26 jaar;Wettig gehuwd plus partnerschap;2023;12465;671;11794;11457;296;41
2987;26 jaar;Wettig gehuwd plus partnerschap;2024;12433;675;11758;11417;300;41
2988;26 jaar;Wettig gehuwd plus partnerschap;2025;12725;693;12032;11684;305;43
2989;26 jaar;Wettig gehuwd plus partnerschap;2026;12771;698;12073;11723;306;44
2990;26 jaar;Wettig gehuwd plus partnerschap;2027;12917;711;12206;11849;313;44
2991;26 jaar;Wettig gehuwd plus partnerschap;2028;12762;704;12058;11706;309;43
2992;26 jaar;Wettig gehuwd plus partnerschap;2029;12670;701;11969;11620;306;43
2993;26 jaar;Wettig gehuwd plus partnerschap;2030;12612;699;11913;11565;305;43
2994;26 jaar;Wettig gehuwd plus partnerschap;2031;12259;681;11578;11238;298;42
2995;26 jaar;Wettig gehuwd plus partnerschap;2032;11993;666;11327;10995;291;41
2996;26 jaar;Wettig gehuwd plus partnerschap;2033;11900;661;11239;10909;289;41
2997;26 jaar;Wettig gehuwd plus partnerschap;2034;11690;651;11039;10714;285;40
2998;26 jaar;Wettig gehuwd plus partnerschap;2035;11887;661;11226;10896;289;41
2999;26 jaar;Wettig gehuwd plus partnerschap;2036;11852;660;11192;10863;289;40
3000;26 jaar;Wettig gehuwd plus partnerschap;2037;11787;658;11129;10801;288;40
3001;26 jaar;Wettig gehuwd plus partnerschap;2038;11633;648;10985;10662;283;40
3002;26 jaar;Wettig gehuwd plus partnerschap;2039;11488;640;10848;10529;280;39
3003;26 jaar;Wettig gehuwd plus partnerschap;2040;11515;640;10875;10555;281;39
3004;26 jaar;Wettig gehuwd plus partnerschap;2041;11568;643;10925;10604;282;39
3005;26 jaar;Wettig gehuwd plus partnerschap;2042;11664;648;11016;10692;284;40
3006;26 jaar;Wettig gehuwd plus partnerschap;2043;11746;652;11094;10769;285;40
3007;26 jaar;Wettig gehuwd plus partnerschap;2044;11850;658;11192;10864;288;40
3008;26 jaar;Wettig gehuwd plus partnerschap;2045;11928;661;11267;10937;290;40
3009;26 jaar;Wettig gehuwd plus partnerschap;2046;12008;665;11343;11012;291;40
3010;26 jaar;Wettig gehuwd plus partnerschap;2047;12081;669;11412;11079;292;41
3011;26 jaar;Wettig gehuwd plus partnerschap;2048;12155;673;11482;11147;294;41
3012;26 jaar;Wettig gehuwd plus partnerschap;2049;12207;675;11532;11195;296;41
3013;26 jaar;Wettig gehuwd plus partnerschap;2050;12258;677;11581;11243;297;41
3014;26 jaar;Wettig gehuwd plus partnerschap;2051;12310;680;11630;11291;298;41
3015;26 jaar;Wettig gehuwd plus partnerschap;2052;12344;681;11663;11324;298;41
3016;26 jaar;Wettig gehuwd plus partnerschap;2053;12372;682;11690;11349;299;42
3017;26 jaar;Wettig gehuwd plus partnerschap;2054;12396;683;11713;11372;299;42
3018;26 jaar;Wettig gehuwd plus partnerschap;2055;12413;683;11730;11389;299;42
3019;26 jaar;Wettig gehuwd plus partnerschap;2056;12424;684;11740;11398;300;42
3020;26 jaar;Wettig gehuwd plus partnerschap;2057;12425;684;11741;11399;300;42
3021;26 jaar;Wettig gehuwd plus partnerschap;2058;12417;684;11733;11391;300;42
3022;26 jaar;Wettig gehuwd plus partnerschap;2059;12393;682;11711;11370;299;42
3023;26 jaar;Wettig gehuwd plus partnerschap;2060;12361;681;11680;11340;299;41
3024;26 jaar;Verweduwd;2013;41;20;21;1;20;0
3025;26 jaar;Verweduwd;2014;23;12;11;0;11;0
3026;26 jaar;Verweduwd;2015;29;15;14;1;13;0
3027;26 jaar;Verweduwd;2016;25;13;12;0;12;0
3028;26 jaar;Verweduwd;2017;26;13;13;0;13;0
3029;26 jaar;Verweduwd;2018;23;12;11;0;11;0
3030;26 jaar;Verweduwd;2019;24;12;12;0;12;0
3031;26 jaar;Verweduwd;2020;24;12;12;0;12;0
3032;26 jaar;Verweduwd;2021;24;12;12;0;12;0
3033;26 jaar;Verweduwd;2022;23;12;11;0;11;0
3034;26 jaar;Verweduwd;2023;23;12;11;0;11;0
3035;26 jaar;Verweduwd;2024;23;12;11;0;11;0
3036;26 jaar;Verweduwd;2025;23;12;11;0;11;0
3037;26 jaar;Verweduwd;2026;23;12;11;0;11;0
3038;26 jaar;Verweduwd;2027;23;12;11;0;11;0
3039;26 jaar;Verweduwd;2028;22;12;10;0;10;0
3040;26 jaar;Verweduwd;2029;22;12;10;0;10;0
3041;26 jaar;Verweduwd;2030;22;12;10;0;10;0
3042;26 jaar;Verweduwd;2031;22;12;10;0;10;0
3043;26 jaar;Verweduwd;2032;21;11;10;0;10;0
3044;26 jaar;Verweduwd;2033;21;11;10;0;10;0
3045;26 jaar;Verweduwd;2034;21;11;10;0;10;0
3046;26 jaar;Verweduwd;2035;21;11;10;0;10;0
3047;26 jaar;Verweduwd;2036;21;11;10;0;10;0
3048;26 jaar;Verweduwd;2037;21;11;10;0;10;0
