ID;BalanceSheetsAndTransactions;AssetsAndLiabilities;Sectors;Periods;Total_1;MonetaryGoldAndSpecialDrawingRights_2;Total_3;Currency_4;TransferableDeposits_5;Total_6;SavingsDepositsInEuros_7;OtherDeposits_8;Total_9;BillsAndShortTermBonds_10;LongTermBonds_11;FinancialDerivatives_12;Total_13;ShortTermLoans_14;LongTermLoans_15;Total_16;QuotedShares_17;UnquotedSharesAndOthers_18;MutualFundsShares_19;Total_20;NetEquityInLifeInsuranceReserves_21;NetEquityInPensionFundsReserves_22;OtherInsuranceTechnicalReserves_23;OtherAccountsReceivableAndPayable_24
1767;Opening balance sheet;Liabilities;Social security funds;2007 3rd quarter;14778;0;0;0;0;0;0;0;0;0;0;;5675;5675;0;0;0.0;0.0;0.0;0;0;0;0;9103
1768;Opening balance sheet;Liabilities;Social security funds;2007 4th quarter;15566;0;0;0;0;0;0;0;0;0;0;;5498;5498;0;0;0.0;0.0;0.0;0;0;0;0;10068
1769;Opening balance sheet;Liabilities;Social security funds;2007;12969;0;0;0;0;0;0;0;0;0;0;;2551;2551;0;0;0.0;0.0;0.0;0;0;0;0;10418
1770;Opening balance sheet;Liabilities;Social security funds;2008 1st quarter;14639;0;0;0;0;0;0;0;0;0;0;;4270;4270;0;0;0.0;0.0;0.0;0;0;0;0;10369
1771;Opening balance sheet;Liabilities;Social security funds;2008 2nd quarter;13734;0;0;0;0;0;0;0;0;0;0;;9092;9092;0;0;0.0;0.0;0.0;0;0;0;0;4642
1772;Opening balance sheet;Liabilities;Social security funds;2008 3rd quarter;15181;0;0;0;0;0;0;0;0;0;0;;8143;8143;0;0;0.0;0.0;0.0;0;0;0;0;7038
1773;Opening balance sheet;Liabilities;Social security funds;2008 4th quarter;15060;0;0;0;0;0;0;0;0;0;0;;8451;8451;0;0;0.0;0.0;0.0;0;0;0;0;6609
1774;Opening balance sheet;Liabilities;Social security funds;2008;14639;0;0;0;0;0;0;0;0;0;0;;4270;4270;0;0;0.0;0.0;0.0;0;0;0;0;10369
1775;Opening balance sheet;Liabilities;Social security funds;2009 1st quarter;13540;0;0;0;0;0;0;0;0;0;0;;8734;8734;0;0;0.0;0.0;0.0;0;0;0;0;4806
1776;Opening balance sheet;Liabilities;Social security funds;2009 2nd quarter;14834;0;0;0;0;0;0;0;0;0;0;;11985;11985;0;0;0.0;0.0;0.0;0;0;0;0;2849
1777;Opening balance sheet;Liabilities;Social security funds;2009 3rd quarter;19099;0;0;0;0;0;0;0;0;0;0;;18396;18396;0;0;0.0;0.0;0.0;0;0;0;0;703
1778;Opening balance sheet;Liabilities;Social security funds;2009 4th quarter;22878;0;0;0;0;0;0;0;0;0;0;;13922;13922;0;0;0.0;0.0;0.0;0;0;0;0;8956
1779;Opening balance sheet;Liabilities;Social security funds;2009;13540;0;0;0;0;0;0;0;0;0;0;;8734;8734;0;0;0.0;0.0;0.0;0;0;0;0;4806
1780;Opening balance sheet;Liabilities;Social security funds;2010 1st quarter;21501;0;0;0;0;0;0;0;0;0;0;;15420;15420;0;0;0.0;0.0;0.0;0;0;0;0;6081
1781;Opening balance sheet;Liabilities;Social security funds;2010 2nd quarter;23281;0;0;0;0;0;0;0;0;0;0;;19172;19172;0;0;0.0;0.0;0.0;0;0;0;0;4109
1782;Opening balance sheet;Liabilities;Social security funds;2010 3rd quarter;29393;0;0;0;0;0;0;0;0;0;0;;24571;24571;0;0;0.0;0.0;0.0;0;0;0;0;4822
1783;Opening balance sheet;Liabilities;Social security funds;2010 4th quarter;24472;0;0;0;0;0;0;0;0;0;0;;17192;17192;0;0;0.0;0.0;0.0;0;0;0;0;7280
1784;Opening balance sheet;Liabilities;Social security funds;2010;21501;0;0;0;0;0;0;0;0;0;0;;15420;15420;0;0;0.0;0.0;0.0;0;0;0;0;6081
1785;Opening balance sheet;Liabilities;Social security funds;2011 1st quarter;21576;0;0;0;0;0;0;0;0;0;0;;12769;12769;0;0;0.0;0.0;0.0;0;0;0;0;8807
1786;Opening balance sheet;Liabilities;Social security funds;2011 2nd quarter;24436;0;0;0;0;0;0;0;0;0;0;;15277;15277;0;0;0.0;0.0;0.0;0;0;0;0;9159
1787;Opening balance sheet;Liabilities;Social security funds;2011 3rd quarter;31625;0;0;0;0;0;0;0;0;0;0;;21758;21758;0;0;0.0;0.0;0.0;0;0;0;0;9867
1788;Opening balance sheet;Liabilities;Social security funds;2011 4th quarter;27506;0;0;0;0;0;0;0;0;0;0;;16447;16447;0;0;0.0;0.0;0.0;0;0;0;0;11059
1789;Opening balance sheet;Liabilities;Social security funds;2011;21576;0;0;0;0;0;0;0;0;0;0;;12769;12769;0;0;0.0;0.0;0.0;0;0;0;0;8807
1790;Opening balance sheet;Liabilities;Social security funds;2012 1st quarter;23857;0;0;0;0;0;0;0;0;0;0;;15878;15878;0;0;0.0;0.0;0.0;0;0;0;0;7979
1791;Opening balance sheet;Liabilities;Social security funds;2012 2nd quarter;30087;0;0;0;0;0;0;0;0;0;0;;21703;21703;0;0;0.0;0.0;0.0;0;0;0;0;8384
1792;Opening balance sheet;Liabilities;Social security funds;2012 3rd quarter;38138;0;0;0;0;0;0;0;0;0;0;;31993;31993;0;0;0.0;0.0;0.0;0;0;0;0;6145
1793;Opening balance sheet;Liabilities;Social security funds;2012 4th quarter;34793;0;0;0;0;0;0;0;0;0;0;;24878;24878;0;0;0.0;0.0;0.0;0;0;0;0;9915
1794;Opening balance sheet;Liabilities;Social security funds;2012;23857;0;0;0;0;0;0;0;0;0;0;;15878;15878;0;0;0.0;0.0;0.0;0;0;0;0;7979
1795;Opening balance sheet;Liabilities;Social security funds;2013 1st quarter;29967;0;0;0;0;0;0;0;0;0;0;;23500;23500;0;0;0.0;0.0;0.0;0;0;0;0;6467
1796;Opening balance sheet;Liabilities;Social security funds;2013 2nd quarter;34913;0;0;0;0;0;0;0;0;0;0;;29058;29058;0;0;0.0;0.0;0.0;0;0;0;0;5855
1797;Opening balance sheet;Liabilities;Social security funds;2013 3rd quarter;41597;0;0;0;0;0;0;0;0;0;0;;34973;34973;0;0;0.0;0.0;0.0;0;0;0;0;6624
1798;Opening balance sheet;Liabilities;Social security funds;2013 4th quarter;40741;0;0;0;0;0;0;0;0;0;0;;32488;32488;0;0;0.0;0.0;0.0;0;0;0;0;8253
1799;Opening balance sheet;Liabilities;Social security funds;2013;29967;0;0;0;0;0;0;0;0;0;0;;23500;23500;0;0;0.0;0.0;0.0;0;0;0;0;6467
1800;Opening balance sheet;Liabilities;Households including NPISH;1990;111577;0;0;0;0;0;0;0;0;0;0;;111577;4538;107039;0;;;;0;0;0;0;0
1801;Opening balance sheet;Liabilities;Households including NPISH;1991;118217;0;0;0;0;0;0;0;0;0;0;;118217;5216;113001;0;;;;0;0;0;0;0
1802;Opening balance sheet;Liabilities;Households including NPISH;1992;126201;0;0;0;0;0;0;0;0;0;0;;126201;5687;120514;0;;;;0;0;0;0;0
1803;Opening balance sheet;Liabilities;Households including NPISH;1993;135510;0;0;0;0;0;0;0;0;0;0;;135510;7169;128341;0;;;;0;0;0;0;0
1804;Opening balance sheet;Liabilities;Households including NPISH;1994;146692;0;0;0;0;0;0;0;0;0;0;;146692;7090;139602;0;;;;0;0;0;0;0
1805;Opening balance sheet;Liabilities;Households including NPISH;1995;163733;0;0;0;0;0;0;0;0;0;0;;163733;6207;157526;0;0.0;0.0;0.0;0;0;0;0;0
1806;Opening balance sheet;Liabilities;Households including NPISH;1996;180537;0;0;0;0;0;0;0;0;0;0;;180537;7488;173049;0;0.0;0.0;0.0;0;0;0;0;0
1807;Opening balance sheet;Liabilities;Households including NPISH;1997;204687;0;0;0;0;0;0;0;0;0;0;;204687;9136;195551;0;0.0;0.0;0.0;0;0;0;0;0
1808;Opening balance sheet;Liabilities;Households including NPISH;1998;237444;0;0;0;0;0;0;0;0;0;0;;237444;12222;225222;0;0.0;0.0;0.0;0;0;0;0;0
1809;Opening balance sheet;Liabilities;Households including NPISH;1999;275793;0;0;0;0;0;0;0;0;0;0;;275793;10468;265325;0;0.0;0.0;0.0;0;0;0;0;0
1810;Opening balance sheet;Liabilities;Households including NPISH;2000;320774;0;0;0;0;0;0;0;0;0;0;;320774;12733;308041;0;0.0;0.0;0.0;0;0;0;0;0
1811;Opening balance sheet;Liabilities;Households including NPISH;2001;363522;0;0;0;0;0;0;0;0;0;0;;363522;14050;349472;0;0.0;0.0;0.0;0;0;0;0;0
1812;Opening balance sheet;Liabilities;Households including NPISH;2002;406115;0;0;0;0;0;0;0;0;0;0;;401601;12264;389337;0;0.0;0.0;0.0;0;0;0;0;4514
1813;Opening balance sheet;Liabilities;Households including NPISH;2003;447351;0;0;0;0;0;0;0;0;0;0;;442734;16769;425965;0;0.0;0.0;0.0;0;0;0;0;4617
1814;Opening balance sheet;Liabilities;Households including NPISH;2004;495912;0;0;0;0;0;0;0;0;0;0;;491128;18977;472151;0;0.0;0.0;0.0;0;0;0;0;4784
1815;Opening balance sheet;Liabilities;Households including NPISH;2005 1st quarter;534222;0;0;0;0;0;0;0;0;0;0;;529481;22925;506556;0;0.0;0.0;0.0;0;0;0;0;4741
1816;Opening balance sheet;Liabilities;Households including NPISH;2005 2nd quarter;542738;0;0;0;0;0;0;0;0;0;0;;537889;23608;514281;0;0.0;0.0;0.0;0;0;0;0;4849
1817;Opening balance sheet;Liabilities;Households including NPISH;2005 3rd quarter;556606;0;0;0;0;0;0;0;0;0;0;;551585;24469;527116;0;0.0;0.0;0.0;0;0;0;0;5021
1818;Opening balance sheet;Liabilities;Households including NPISH;2005 4th quarter;565848;0;0;0;0;0;0;0;0;0;0;;560852;24991;535861;0;0.0;0.0;0.0;0;0;0;0;4996
1819;Opening balance sheet;Liabilities;Households including NPISH;2005;534222;0;0;0;0;0;0;0;0;0;0;;529481;22925;506556;0;0.0;0.0;0.0;0;0;0;0;4741
1820;Opening balance sheet;Liabilities;Households including NPISH;2006 1st quarter;590723;0;0;0;0;0;0;0;0;0;0;;585668;25596;560072;0;0.0;0.0;0.0;0;0;0;0;5055
1821;Opening balance sheet;Liabilities;Households including NPISH;2006 2nd quarter;603445;0;0;0;0;0;0;0;0;0;0;;598336;24822;573514;0;0.0;0.0;0.0;0;0;0;0;5109
1822;Opening balance sheet;Liabilities;Households including NPISH;2006 3rd quarter;616864;0;0;0;0;0;0;0;0;0;0;;611665;25022;586643;0;0.0;0.0;0.0;0;0;0;0;5199
1823;Opening balance sheet;Liabilities;Households including NPISH;2006 4th quarter;621152;0;0;0;0;0;0;0;0;0;0;;616066;26073;589993;0;0.0;0.0;0.0;0;0;0;0;5086
1824;Opening balance sheet;Liabilities;Households including NPISH;2006;590723;0;0;0;0;0;0;0;0;0;0;;585668;25596;560072;0;0.0;0.0;0.0;0;0;0;0;5055
1825;Opening balance sheet;Liabilities;Households including NPISH;2007 1st quarter;640461;0;0;0;0;0;0;0;0;0;0;;635192;28244;606948;0;0.0;0.0;0.0;0;0;0;0;5269
1826;Opening balance sheet;Liabilities;Households including NPISH;2007 2nd quarter;653545;0;0;0;0;0;0;0;0;0;0;;648088;28253;619835;0;0.0;0.0;0.0;0;0;0;0;5457
1827;Opening balance sheet;Liabilities;Households including NPISH;2007 3rd quarter;656594;0;0;0;0;0;0;0;0;0;0;;651168;27719;623449;0;0.0;0.0;0.0;0;0;0;0;5426
1828;Opening balance sheet;Liabilities;Households including NPISH;2007 4th quarter;668205;0;0;0;0;0;0;0;0;0;0;;663124;27055;636069;0;0.0;0.0;0.0;0;0;0;0;5081
1829;Opening balance sheet;Liabilities;Households including NPISH;2007;640461;0;0;0;0;0;0;0;0;0;0;;635192;28244;606948;0;0.0;0.0;0.0;0;0;0;0;5269
1830;Opening balance sheet;Liabilities;Households including NPISH;2008 1st quarter;680592;0;0;0;0;0;0;0;0;0;0;;675210;26192;649018;0;0.0;0.0;0.0;0;0;0;0;5382
1831;Opening balance sheet;Liabilities;Households including NPISH;2008 2nd quarter;688146;0;0;0;0;0;0;0;0;0;0;;681191;25372;655819;0;0.0;0.0;0.0;0;0;0;0;6955
1832;Opening balance sheet;Liabilities;Households including NPISH;2008 3rd quarter;694513;0;0;0;0;0;0;0;0;0;0;;688679;25080;663599;0;0.0;0.0;0.0;0;0;0;0;5834
1833;Opening balance sheet;Liabilities;Households including NPISH;2008 4th quarter;705053;0;0;0;0;0;0;0;0;0;0;;698904;25479;673425;0;0.0;0.0;0.0;0;0;0;0;6149
1834;Opening balance sheet;Liabilities;Households including NPISH;2008;680592;0;0;0;0;0;0;0;0;0;0;;675210;26192;649018;0;0.0;0.0;0.0;0;0;0;0;5382
1835;Opening balance sheet;Liabilities;Households including NPISH;2009 1st quarter;718780;0;0;0;0;0;0;0;0;0;0;;708210;25155;683055;0;0.0;0.0;0.0;0;0;0;0;10570
1836;Opening balance sheet;Liabilities;Households including NPISH;2009 2nd quarter;740648;0;0;0;0;0;0;0;0;0;0;;714344;24841;689503;0;0.0;0.0;0.0;0;0;0;0;26304
1837;Opening balance sheet;Liabilities;Households including NPISH;2009 3rd quarter;746808;0;0;0;0;0;0;0;0;0;0;;720554;24379;696175;0;0.0;0.0;0.0;0;0;0;0;26254
1838;Opening balance sheet;Liabilities;Households including NPISH;2009 4th quarter;757007;0;0;0;0;0;0;0;0;0;0;;727061;24305;702756;0;0.0;0.0;0.0;0;0;0;0;29946
1839;Opening balance sheet;Liabilities;Households including NPISH;2009;718780;0;0;0;0;0;0;0;0;0;0;;708210;25155;683055;0;0.0;0.0;0.0;0;0;0;0;10570
1840;Opening balance sheet;Liabilities;Households including NPISH;2010 1st quarter;758809;0;0;0;0;0;0;0;0;0;0;;733256;24233;709023;0;0.0;0.0;0.0;0;0;0;0;25553
1841;Opening balance sheet;Liabilities;Households including NPISH;2010 2nd quarter;777642;0;0;0;0;0;0;0;0;0;0;;736528;24166;712362;0;0.0;0.0;0.0;0;0;0;0;41114
1842;Opening balance sheet;Liabilities;Households including NPISH;2010 3rd quarter;779480;0;0;0;0;0;0;0;0;0;0;;741155;23728;717427;0;0.0;0.0;0.0;0;0;0;0;38325
1843;Opening balance sheet;Liabilities;Households including NPISH;2010 4th quarter;781489;0;0;0;0;0;0;0;0;0;0;;747393;23956;723437;0;0.0;0.0;0.0;0;0;0;0;34096
1844;Opening balance sheet;Liabilities;Households including NPISH;2010;758809;0;0;0;0;0;0;0;0;0;0;;733256;24233;709023;0;0.0;0.0;0.0;0;0;0;0;25553
1845;Opening balance sheet;Liabilities;Households including NPISH;2011 1st quarter;784796;0;0;0;0;0;0;0;0;0;0;;751100;23700;727400;0;0.0;0.0;0.0;0;0;0;0;33696
1846;Opening balance sheet;Liabilities;Households including NPISH;2011 2nd quarter;800366;0;0;0;0;0;0;0;0;0;0;;754032;23083;730949;0;0.0;0.0;0.0;0;0;0;0;46334
1847;Opening balance sheet;Liabilities;Households including NPISH;2011 3rd quarter;798522;0;0;0;0;0;0;0;0;0;0;;759716;22680;737036;0;0.0;0.0;0.0;0;0;0;0;38806
1848;Opening balance sheet;Liabilities;Households including NPISH;2011 4th quarter;802571;0;0;0;0;0;0;0;0;0;0;;765024;22812;742212;0;0.0;0.0;0.0;0;0;0;0;37547
1849;Opening balance sheet;Liabilities;Households including NPISH;2011;784796;0;0;0;0;0;0;0;0;0;0;;751100;23700;727400;0;0.0;0.0;0.0;0;0;0;0;33696
1850;Opening balance sheet;Liabilities;Households including NPISH;2012 1st quarter;808585;0;0;0;0;0;0;0;0;0;0;;764843;22263;742580;0;0.0;0.0;0.0;0;0;0;0;43742
1851;Opening balance sheet;Liabilities;Households including NPISH;2012 2nd quarter;825243;0;0;0;0;0;0;0;0;0;0;;763334;21689;741645;0;0.0;0.0;0.0;0;0;0;0;61909
1852;Opening balance sheet;Liabilities;Households including NPISH;2012 3rd quarter;823631;0;0;0;0;0;0;0;0;0;0;;765969;21277;744692;0;0.0;0.0;0.0;0;0;0;0;57662
1853;Opening balance sheet;Liabilities;Households including NPISH;2012 4th quarter;827281;0;0;0;0;0;0;0;0;0;0;;768896;21621;747275;0;0.0;0.0;0.0;0;0;0;0;58385
1854;Opening balance sheet;Liabilities;Households including NPISH;2012;808585;0;0;0;0;0;0;0;0;0;0;;764843;22263;742580;0;0.0;0.0;0.0;0;0;0;0;43742
1855;Opening balance sheet;Liabilities;Households including NPISH;2013 1st quarter;833094;0;0;0;0;0;0;0;0;0;0;;766506;21657;744849;0;0.0;0.0;0.0;0;0;0;0;66588
1856;Opening balance sheet;Liabilities;Households including NPISH;2013 2nd quarter;849559;0;0;0;0;0;0;0;0;0;0;;765734;21026;744708;0;0.0;0.0;0.0;0;0;0;0;83825
1857;Opening balance sheet;Liabilities;Households including NPISH;2013 3rd quarter;841247;0;0;0;0;0;0;0;0;0;0;;762950;20498;742452;0;0.0;0.0;0.0;0;0;0;0;78297
1858;Opening balance sheet;Liabilities;Households including NPISH;2013 4th quarter;843361;0;0;0;0;0;0;0;0;0;0;;762495;20693;741802;0;0.0;0.0;0.0;0;0;0;0;80866
1859;Opening balance sheet;Liabilities;Households including NPISH;2013;833094;0;0;0;0;0;0;0;0;0;0;;766506;21657;744849;0;0.0;0.0;0.0;0;0;0;0;66588
1860;Opening balance sheet;Liabilities;Rest of the world;1990;720817;21698;99456;0;6777;92679;0;92679;40950;8625;32325;;174164;96437;77727;356655;;;;789;789;0;0;27105
1861;Opening balance sheet;Liabilities;Rest of the world;1991;737480;17652;105303;0;8051;97252;0;97252;45792;8843;36949;;192194;104752;87442;348849;;;;830;830;0;0;26860
1862;Opening balance sheet;Liabilities;Rest of the world;1992;791588;17622;112362;0;8321;104041;0;104041;50339;8888;41451;;213223;111291;101932;369702;;;;850;850;0;0;27490
1863;Opening balance sheet;Liabilities;Rest of the world;1993;859580;17250;117062;0;8002;109060;0;109060;63359;13018;50341;;238306;120752;117554;396150;;;;870;870;0;0;26583
1864;Opening balance sheet;Liabilities;Rest of the world;1994;965729;20647;120445;0;9176;111269;0;111269;75806;16103;59703;;275440;143149;132291;444975;;;;899;899;0;0;27517
1865;Opening balance sheet;Liabilities;Rest of the world;1995;944010;17364;113915;202;7759;105954;0;105954;73509;14789;58720;;256164;123262;132902;453667;53581.0;400086.0;0.0;959;959;0;0;28432
1866;Opening balance sheet;Liabilities;Rest of the world;1996;1000178;15772;116636;206;9180;107250;0;107250;86906;12241;74665;;252996;125476;127520;502884;66539.0;436345.0;0.0;1061;1061;0;0;23923
1867;Opening balance sheet;Liabilities;Rest of the world;1997;1124398;15230;113960;242;8970;104748;0;104748;110694;11647;99047;;293277;153082;140195;561954;84861.0;477093.0;0.0;1085;1085;0;0;28198
1868;Opening balance sheet;Liabilities;Rest of the world;1998;1267293;10880;110617;245;11461;98911;0;98911;147845;16391;131454;;359913;197967;161946;606630;113071.0;493559.0;0.0;1096;1096;0;0;30312
1869;Opening balance sheet;Liabilities;Rest of the world;1999;1423431;8470;182339;319;19773;162247;0;162247;205652;8175;197477;;354329;176564;177765;640491;149019.0;491472.0;0.0;1105;1105;0;0;31045
1870;Opening balance sheet;Liabilities;Rest of the world;2000;1775457;9429;181521;142;14808;166571;0;166571;235894;16511;219383;;524873;267883;256990;800228;250569.0;549659.0;0.0;1100;1100;0;0;22412
1871;Opening balance sheet;Liabilities;Rest of the world;2001;2075323;8548;208352;274;30938;177140;0;177140;278519;7395;271124;;638304;283704;354600;904201;265964.0;638237.0;0.0;1098;1098;0;0;36301
1872;Opening balance sheet;Liabilities;Rest of the world;2002;2366764;9054;274745;103;20896;253746;0;253746;315816;4776;311040;;728263;319604;408659;987322;256318.0;731004.0;0.0;1059;1059;0;0;50505
1873;Opening balance sheet;Liabilities;Rest of the world;2003;2353014;8926;286524;113;25713;260698;0;260698;370736;5442;365294;;722517;321417;401100;920381;203102.0;717279.0;0.0;1024;1024;0;0;42906
1874;Opening balance sheet;Liabilities;Rest of the world;2004;2559399;8250;322009;76;30874;291059;0;291059;405834;8628;397206;;739204;284425;454779;1030771;248139.0;782632.0;0.0;990;990;0;0;52341
1875;Opening balance sheet;Liabilities;Rest of the world;2005 1st quarter;2752080;8005;339226;72;44027;295127;0;295127;473652;16011;457641;;742043;264470;477573;1135824;288450.0;847374.0;0.0;943;943;0;0;52387
1876;Opening balance sheet;Liabilities;Rest of the world;2005 2nd quarter;2877000;7642;384110;72;60693;323345;0;323345;487668;17318;470350;;753036;275453;477583;1183975;305514.0;878461.0;0.0;971;971;0;0;59598
1877;Opening balance sheet;Liabilities;Rest of the world;2005 3rd quarter;2981885;8371;393474;64;91337;302073;0;302073;514771;19572;495199;;754280;273722;480558;1250376;335797.0;914579.0;0.0;975;975;0;0;59638
1878;Opening balance sheet;Liabilities;Rest of the world;2005 4th quarter;3131055;9108;419487;76;79041;340370;0;340370;522885;17161;505724;;781054;278605;502449;1338187;354381.0;983806.0;0.0;949;949;0;0;59385
1879;Opening balance sheet;Liabilities;Rest of the world;2005;2752080;8005;339226;72;44027;295127;0;295127;473652;16011;457641;;742043;264470;477573;1135824;288450.0;847374.0;0.0;943;943;0;0;52387
1880;Opening balance sheet;Liabilities;Rest of the world;2006 1st quarter;3151114;9680;394628;78;63663;330887;0;330887;534892;16737;518155;;800254;273350;526904;1349712;268935.0;981549.0;99228.0;897;897;0;0;61051
1881;Opening balance sheet;Liabilities;Rest of the world;2006 2nd quarter;3305211;10163;464665;682;105559;358424;0;358424;538244;19438;518806;;827755;297058;530697;1402263;274927.0;1023223.0;104113.0;814;814;0;0;61307
1882;Opening balance sheet;Liabilities;Rest of the world;2006 3rd quarter;3415857;9925;442508;1382;94853;346273;0;346273;542364;16663;525701;;870200;326439;543761;1491573;256601.0;1131922.0;103050.0;748;748;0;0;58539
1883;Opening balance sheet;Liabilities;Rest of the world;2006 4th quarter;3552487;10050;468865;1884;102509;364472;0;364472;556798;20223;536575;;895734;347528;548206;1563711;271831.0;1181165.0;110715.0;692;692;0;0;56637
1884;Opening balance sheet;Liabilities;Rest of the world;2006;3151114;9680;394628;78;63663;330887;0;330887;534892;16737;518155;;800254;273350;526904;1349712;268935.0;981549.0;99228.0;897;897;0;0;61051
1885;Opening balance sheet;Liabilities;Rest of the world;2007 1st quarter;3664842;9937;492851;2583;132363;357905;0;357905;561189;17261;543928;;929580;362654;566926;1614107;278494.0;1212875.0;122738.0;664;664;0;0;56514
1886;Opening balance sheet;Liabilities;Rest of the world;2007 2nd quarter;3848033;10280;575499;4390;171679;399430;0;399430;562257;18816;543441;;983506;378908;604598;1636233;285223.0;1229582.0;121428.0;657;657;0;0;79601
1887;Opening balance sheet;Liabilities;Rest of the world;2007 3rd quarter;3936675;9923;570623;6260;152166;412197;0;412197;571980;20981;550999;;997761;372057;625704;1704613;309490.0;1268137.0;126986.0;663;663;0;0;81112
1888;Opening balance sheet;Liabilities;Rest of the world;2007 4th quarter;4079652;10752;605843;6133;172119;427591;0;427591;566203;22525;543678;;1142401;390450;751951;1685991;327616.0;1232015.0;126360.0;634;634;0;0;67828
1889;Opening balance sheet;Liabilities;Rest of the world;2007;3664842;9937;492851;2583;132363;357905;0;357905;561189;17261;543928;;929580;362654;566926;1614107;278494.0;1212875.0;122738.0;664;664;0;0;56514
1890;Opening balance sheet;Liabilities;Rest of the world;2008 1st quarter;4178253;11451;608410;7012;153608;447790;0;447790;574504;18753;555751;;1183467;377563;805904;1735061;314648.0;1281228.0;139185.0;665;665;0;0;64695
1891;Opening balance sheet;Liabilities;Rest of the world;2008 2nd quarter;4217269;11830;629523;8686;162908;457929;0;457929;544765;15483;529282;;1234842;404502;830340;1734268;285892.0;1321715.0;126661.0;665;665;0;0;61376
1892;Opening balance sheet;Liabilities;Rest of the world;2008 3rd quarter;4263676;11808;581059;10160;194526;376373;0;376373;549685;17488;532197;;1283488;428850;854638;1776676;283063.0;1365899.0;127714.0;665;665;0;0;60295
1893;Opening balance sheet;Liabilities;Rest of the world;2008 4th quarter;4328945;12668;588017;10661;177177;400179;0;400179;570124;18050;552074;;1289832;431812;858020;1807609;251362.0;1428224.0;128023.0;665;665;0;0;60030
1894;Opening balance sheet;Liabilities;Rest of the world;2008;4178253;11451;608410;7012;153608;447790;0;447790;574504;18753;555751;;1183467;377563;805904;1735061;314648.0;1281228.0;139185.0;665;665;0;0;64695
1895;Opening balance sheet;Liabilities;Rest of the world;2009 1st quarter;4068444;12385;505989;11174;130950;363865;0;363865;533768;12811;520957;;1221925;372717;849208;1736260;191546.0;1431258.0;113456.0;665;665;0;0;57452
1896;Opening balance sheet;Liabilities;Rest of the world;2009 2nd quarter;4155901;13768;518471;11674;132926;373871;0;373871;551067;20522;530545;;1247542;365338;882204;1767191;186434.0;1464265.0;116492.0;680;665;0;15;57182
1897;Opening balance sheet;Liabilities;Rest of the world;2009 3rd quarter;4126233;13181;464293;13133;125137;326023;0;326023;568810;20076;548734;;1176237;394565;781672;1843810;223907.0;1504235.0;115668.0;695;665;0;30;59207
