ID;Countries;SIC2008;Periods;ForeignSubsidiary_1;Employees_2;Revenue_3;PersonnelCosts_4;Investments_5
2816;Antigua and Barbuda;412700;2021;;;;;
2817;Antigua and Barbuda;412700;2022;;;;;
2818;Antigua and Barbuda;413700;2021;;;;;
2819;Antigua and Barbuda;413700;2022;;;;;
2820;Antigua and Barbuda;414300;2021;;;;;
2821;Antigua and Barbuda;414300;2022;;;;;
2822;Antigua and Barbuda;415000;2021;;;;;
2823;Antigua and Barbuda;415000;2022;;;;;
2824;Antigua and Barbuda;415900;2021;;;;;
2825;Antigua and Barbuda;415900;2022;;;;;
2826;Antigua and Barbuda;419000;2021;;;;;
2827;Antigua and Barbuda;419000;2022;;;;;
2828;Antigua and Barbuda;419100;2021;;;;;
2829;Antigua and Barbuda;419100;2022;;;;;
2830;Antigua and Barbuda;422400;2021;;;;;
2831;Antigua and Barbuda;422400;2022;;;;;
2832;Antigua and Barbuda;422500;2021;;;;;
2833;Antigua and Barbuda;422500;2022;;;;;
2834;Antigua and Barbuda;425300;2021;;;;;
2835;Antigua and Barbuda;425300;2022;;;;;
2836;Antigua and Barbuda;425305;2021;;;;;
2837;Antigua and Barbuda;425305;2022;;;;;
2838;Antigua and Barbuda;426600;2021;;;;;
2839;Antigua and Barbuda;426600;2022;;;;;
2840;Antigua and Barbuda;428100;2021;;;;;
2841;Antigua and Barbuda;428100;2022;;;;;
2842;Antigua and Barbuda;428200;2021;;;;;
2843;Antigua and Barbuda;428200;2022;;;;;
2844;Antigua and Barbuda;429300;2021;;;;;
2845;Antigua and Barbuda;429300;2022;;;;;
2846;Antigua and Barbuda;430600;2021;;;;;
2847;Antigua and Barbuda;430600;2022;;;;;
2848;Antigua and Barbuda;431100;2021;;;;;
2849;Antigua and Barbuda;431100;2022;;;;;
2850;Antigua and Barbuda;435500;2021;;;;;
2851;Antigua and Barbuda;435500;2022;;;;;
2852;Antigua and Barbuda;435600;2021;;;;;
2853;Antigua and Barbuda;435600;2022;;;;;
2854;Antigua and Barbuda;437500;2021;;;;;
2855;Antigua and Barbuda;437500;2022;;;;;
2856;Antigua and Barbuda;438600;2021;;;;;
2857;Antigua and Barbuda;438600;2022;;;;;
2858;Antigua and Barbuda;441000;2021;;;;;
2859;Antigua and Barbuda;441000;2022;;;;;
2860;Argentina;305700;2021;;;;;
2861;Argentina;305700;2022;;;;;
2862;Argentina;800012;2021;48.0;22.0;2983.0;275.0;497.0
2863;Argentina;800012;2022;53.0;28.0;6091.0;789.0;198.0
2864;Argentina;305800;2021;;;;;
2865;Argentina;305800;2022;;;;;
2866;Argentina;306300;2021;;;;;
2867;Argentina;306300;2022;;;;;
2868;Argentina;307000;2021;;;;;
2869;Argentina;307000;2022;;;;;
2870;Argentina;307500;2021;;;;;9.0
2871;Argentina;307500;2022;;;;;92.0
2872;Argentina;307610;2021;3.0;1.0;143.0;6.0;6.0
2873;Argentina;307610;2022;;;;;
2874;Argentina;307600;2021;3.0;1.0;143.0;6.0;6.0
2875;Argentina;307600;2022;;;;;
2876;Argentina;311300;2021;;;;;
2877;Argentina;311300;2022;;;;;
2878;Argentina;312200;2021;;;;;
2879;Argentina;312200;2022;;;;;
2880;Argentina;312500;2021;;;;;
2881;Argentina;312500;2022;;;;;
2882;Argentina;312505;2021;;;;;
2883;Argentina;312505;2022;;;;;
2884;Argentina;314000;2021;;;;;
2885;Argentina;314000;2022;;;;;
2886;Argentina;315200;2021;;;;;
2887;Argentina;315200;2022;;;;;
2888;Argentina;315810;2021;;;;;
2889;Argentina;315810;2022;;;;;
2890;Argentina;315800;2021;;;;;
2891;Argentina;315800;2022;;;;;
2892;Argentina;317100;2021;;;;;
2893;Argentina;317100;2022;;;;;
2894;Argentina;318600;2021;;;;;
2895;Argentina;318600;2022;;;;;
2896;Argentina;320000;2021;;;;;
2897;Argentina;320000;2022;;;;;
2898;Argentina;320700;2021;;;;;
2899;Argentina;320700;2022;;;;;
2900;Argentina;323200;2021;;;;;
2901;Argentina;323200;2022;;;;;
2902;Argentina;323705;2021;;;;;
2903;Argentina;323705;2022;;;;;
2904;Argentina;323700;2021;;;;;
2905;Argentina;323700;2022;;;;;
2906;Argentina;324600;2021;;;;;
2907;Argentina;324600;2022;;;;;
2908;Argentina;328100;2021;;;;;
2909;Argentina;328100;2022;;;;;
2910;Argentina;328105;2021;;;;;
2911;Argentina;328105;2022;;;;;
2912;Argentina;330300;2021;;;;;
2913;Argentina;330300;2022;;;;;
2914;Argentina;332900;2021;;;;;
2915;Argentina;332900;2022;;;;;
2916;Argentina;334800;2021;;;;;
2917;Argentina;334800;2022;;;;;
2918;Argentina;336500;2021;;;;;
2919;Argentina;336500;2022;;;;;
2920;Argentina;339200;2021;;;;;
2921;Argentina;339200;2022;;;;;
2922;Argentina;339205;2021;;;;;
2923;Argentina;339205;2022;;;;;
2924;Argentina;340200;2021;;;;;
2925;Argentina;340200;2022;;;;;
2926;Argentina;341600;2021;;;;;
2927;Argentina;341600;2022;;;;;
2928;Argentina;342400;2021;;;;;
2929;Argentina;342400;2022;;;;;
2930;Argentina;344400;2021;;;;;
2931;Argentina;344400;2022;;;;;
2932;Argentina;346600;2021;;;;;
2933;Argentina;346600;2022;;;;;
2934;Argentina;346700;2021;;;;;
2935;Argentina;346700;2022;;;;;
2936;Argentina;348000;2021;;;;;
2937;Argentina;348000;2022;;;;;
2938;Argentina;348100;2021;;;;;
2939;Argentina;348100;2022;;;;;
2940;Argentina;348400;2021;;;;;
2941;Argentina;348400;2022;;;;;
2942;Argentina;348700;2021;;;;;
2943;Argentina;348700;2022;;;;;
2944;Argentina;349700;2021;;;;;
2945;Argentina;349700;2022;;;;;
2946;Argentina;350000;2021;;;;;
2947;Argentina;350000;2022;;;;;
2948;Argentina;350100;2021;;;;;
2949;Argentina;350100;2022;;;;;
2950;Argentina;350600;2021;;;;;
2951;Argentina;350600;2022;;;;;
2952;Argentina;351900;2021;;;;;
2953;Argentina;351900;2022;;;;;
2954;Argentina;354200;2021;13.0;2.0;529.0;79.0;
2955;Argentina;354200;2022;15.0;;736.0;;
2956;Argentina;354300;2021;;;;;
2957;Argentina;354300;2022;;;;;
2958;Argentina;356900;2021;13.0;2.0;529.0;79.0;
2959;Argentina;356900;2022;15.0;;736.0;;
2960;Argentina;371600;2021;;;;;
2961;Argentina;371600;2022;;;;;
2962;Argentina;383100;2021;;;;;
2963;Argentina;383100;2022;;;;;
2964;Argentina;383200;2021;;;;;
2965;Argentina;383200;2022;;;;;
2966;Argentina;384900;2021;;;;;
2967;Argentina;384900;2022;;;;;
2968;Argentina;386300;2021;;;;;
2969;Argentina;386300;2022;;;;;
2970;Argentina;386800;2021;;;;;
2971;Argentina;386800;2022;;;;;
2972;Argentina;388400;2021;;;;;
2973;Argentina;388400;2022;;;;;
2974;Argentina;389100;2021;;;;;
2975;Argentina;389100;2022;;;;;
2976;Argentina;389200;2021;;;;;
2977;Argentina;389200;2022;;;;;
2978;Argentina;390500;2021;;;;;
2979;Argentina;390500;2022;;;;;
2980;Argentina;391600;2021;;;;;
2981;Argentina;391600;2022;;;;;
2982;Argentina;391700;2021;;;;;
2983;Argentina;391700;2022;;;;;
2984;Argentina;800021;2021;;;;;
2985;Argentina;800021;2022;;;;;
2986;Argentina;392600;2021;;;;;
2987;Argentina;392600;2022;;;;;
2988;Argentina;393600;2021;;;;;
2989;Argentina;393600;2022;;;;;
2990;Argentina;394100;2021;;;;;
2991;Argentina;394100;2022;;;;;
2992;Argentina;395005;2021;;;;;
2993;Argentina;395005;2022;;;;;
2994;Argentina;395000;2021;;;;;
2995;Argentina;395000;2022;;;;;
2996;Argentina;395600;2021;;;;;
2997;Argentina;395600;2022;;;;;
2998;Argentina;396300;2021;4.0;;;1.0;
2999;Argentina;396300;2022;4.0;;;;
3000;Argentina;396400;2021;;;;;
3001;Argentina;396400;2022;;;;;
3002;Argentina;398700;2021;;;;;
3003;Argentina;398700;2022;;;;;
3004;Argentina;400200;2021;;;;;
3005;Argentina;400200;2022;;;;;
3006;Argentina;402000;2021;;;;;
3007;Argentina;402000;2022;;;;;
3008;Argentina;402100;2021;;;;;
3009;Argentina;402100;2022;;;;;
3010;Argentina;403300;2021;;;;;
3011;Argentina;403300;2022;;;;;
3012;Argentina;403400;2021;;;;;
3013;Argentina;403400;2022;;;;;
3014;Argentina;403405;2021;;;;;
3015;Argentina;403405;2022;;;;;
3016;Argentina;404900;2021;;;;;
3017;Argentina;404900;2022;;;;;
3018;Argentina;405900;2021;;;;;
3019;Argentina;405900;2022;;;;;
3020;Argentina;406800;2021;;;;;
3021;Argentina;406800;2022;;;;;
3022;Argentina;408105;2021;;;;;
3023;Argentina;408105;2022;;;;;
3024;Argentina;408100;2021;;;;;
3025;Argentina;408100;2022;;;;;
3026;Argentina;408700;2021;;;;;
3027;Argentina;408700;2022;;;;;
3028;Argentina;409900;2021;;;;;
3029;Argentina;409900;2022;;;;;
3030;Argentina;410200;2021;15.0;18.0;1718.0;124.0;
3031;Argentina;410200;2022;13.0;;2056.0;216.0;
3032;Argentina;410300;2021;;;;;
3033;Argentina;410300;2022;;;;;
3034;Argentina;800010;2021;;;;;
3035;Argentina;800010;2022;;;;;
3036;Argentina;412700;2021;;;;;
3037;Argentina;412700;2022;;;;;
3038;Argentina;413700;2021;;;;;
3039;Argentina;413700;2022;;;;;
3040;Argentina;414300;2021;;;;;
3041;Argentina;414300;2022;;;;;
3042;Argentina;415000;2021;;;;;
3043;Argentina;415000;2022;;;;;
3044;Argentina;415900;2021;7.0;;1457.0;104.0;
3045;Argentina;415900;2022;7.0;;;;
3046;Argentina;419000;2021;;;;;
3047;Argentina;419000;2022;;;;;
3048;Argentina;419100;2021;;;;;
3049;Argentina;419100;2022;;;;;
3050;Argentina;422400;2021;;;;;
3051;Argentina;422400;2022;;;;;
3052;Argentina;422500;2021;;;;;
3053;Argentina;422500;2022;;;;;
3054;Argentina;425300;2021;;;;;
3055;Argentina;425300;2022;;;;;
3056;Argentina;425305;2021;;;;;
3057;Argentina;425305;2022;;;;;
3058;Argentina;426600;2021;;;;;
3059;Argentina;426600;2022;;;;;
3060;Argentina;428100;2021;;;;;
3061;Argentina;428100;2022;;;;;
3062;Argentina;428200;2021;;;;;
3063;Argentina;428200;2022;;;;;
3064;Argentina;429300;2021;;;;;
3065;Argentina;429300;2022;;;;;
3066;Argentina;430600;2021;;;;;
3067;Argentina;430600;2022;;;;;
3068;Argentina;431100;2021;;;;;
3069;Argentina;431100;2022;;;;;
3070;Argentina;435500;2021;;;;;
3071;Argentina;435500;2022;;;;;
3072;Argentina;435600;2021;;;;;
3073;Argentina;435600;2022;;;;;
3074;Argentina;437500;2021;;;;;
3075;Argentina;437500;2022;;;;;
3076;Argentina;438600;2021;;;;;
3077;Argentina;438600;2022;;;;;
3078;Argentina;441000;2021;;;;;
3079;Argentina;441000;2022;;;;;
3080;Armenia;305700;2021;;;;;
3081;Armenia;305700;2022;;;;;
3082;Armenia;800012;2021;;;;;
3083;Armenia;800012;2022;;;;;
3084;Armenia;305800;2021;;;;;
3085;Armenia;305800;2022;;;;;
3086;Armenia;306300;2021;;;;;
3087;Armenia;306300;2022;;;;;
3088;Armenia;307000;2021;;;;;
3089;Armenia;307000;2022;;;;;
3090;Armenia;307500;2021;;;;;
3091;Armenia;307500;2022;;;;;
3092;Armenia;307610;2021;;;;;
3093;Armenia;307610;2022;;;;;
3094;Armenia;307600;2021;;;;;
3095;Armenia;307600;2022;;;;;
3096;Armenia;311300;2021;;;;;
3097;Armenia;311300;2022;;;;;
3098;Armenia;312200;2021;;;;;
3099;Armenia;312200;2022;;;;;
3100;Armenia;312500;2021;;;;;
3101;Armenia;312500;2022;;;;;
3102;Armenia;312505;2021;;;;;
3103;Armenia;312505;2022;;;;;
3104;Armenia;314000;2021;;;;;
3105;Armenia;314000;2022;;;;;
3106;Armenia;315200;2021;;;;;
3107;Armenia;315200;2022;;;;;
3108;Armenia;315810;2021;;;;;
3109;Armenia;315810;2022;;;;;
3110;Armenia;315800;2021;;;;;
3111;Armenia;315800;2022;;;;;
3112;Armenia;317100;2021;;;;;
3113;Armenia;317100;2022;;;;;
3114;Armenia;318600;2021;;;;;
3115;Armenia;318600;2022;;;;;
3116;Armenia;320000;2021;;;;;
3117;Armenia;320000;2022;;;;;
3118;Armenia;320700;2021;;;;;
3119;Armenia;320700;2022;;;;;
3120;Armenia;323200;2021;;;;;
3121;Armenia;323200;2022;;;;;
3122;Armenia;323705;2021;;;;;
3123;Armenia;323705;2022;;;;;
3124;Armenia;323700;2021;;;;;
3125;Armenia;323700;2022;;;;;
3126;Armenia;324600;2021;;;;;
3127;Armenia;324600;2022;;;;;
3128;Armenia;328100;2021;;;;;
3129;Armenia;328100;2022;;;;;
3130;Armenia;328105;2021;;;;;
3131;Armenia;328105;2022;;;;;
3132;Armenia;330300;2021;;;;;
3133;Armenia;330300;2022;;;;;
3134;Armenia;332900;2021;;;;;
3135;Armenia;332900;2022;;;;;
3136;Armenia;334800;2021;;;;;
3137;Armenia;334800;2022;;;;;
3138;Armenia;336500;2021;;;;;
3139;Armenia;336500;2022;;;;;
3140;Armenia;339200;2021;;;;;
3141;Armenia;339200;2022;;;;;
3142;Armenia;339205;2021;;;;;
3143;Armenia;339205;2022;;;;;
3144;Armenia;340200;2021;;;;;
3145;Armenia;340200;2022;;;;;
3146;Armenia;341600;2021;;;;;
3147;Armenia;341600;2022;;;;;
3148;Armenia;342400;2021;;;;;
3149;Armenia;342400;2022;;;;;
3150;Armenia;344400;2021;;;;;
3151;Armenia;344400;2022;;;;;
3152;Armenia;346600;2021;;;;;
3153;Armenia;346600;2022;;;;;
3154;Armenia;346700;2021;;;;;
3155;Armenia;346700;2022;;;;;
3156;Armenia;348000;2021;;;;;
3157;Armenia;348000;2022;;;;;
3158;Armenia;348100;2021;;;;;
3159;Armenia;348100;2022;;;;;
3160;Armenia;348400;2021;;;;;
3161;Armenia;348400;2022;;;;;
3162;Armenia;348700;2021;;;;;
3163;Armenia;348700;2022;;;;;
3164;Armenia;349700;2021;;;;;
3165;Armenia;349700;2022;;;;;
3166;Armenia;350000;2021;;;;;
3167;Armenia;350000;2022;;;;;
3168;Armenia;350100;2021;;;;;
3169;Armenia;350100;2022;;;;;
3170;Armenia;350600;2021;;;;;
3171;Armenia;350600;2022;;;;;
3172;Armenia;351900;2021;;;;;
3173;Armenia;351900;2022;;;;;
3174;Armenia;354200;2021;;;;;
3175;Armenia;354200;2022;;;;;
3176;Armenia;354300;2021;;;;;
3177;Armenia;354300;2022;;;;;
3178;Armenia;356900;2021;;;;;
3179;Armenia;356900;2022;;;;;
3180;Armenia;371600;2021;;;;;
3181;Armenia;371600;2022;;;;;
3182;Armenia;383100;2021;;;;;
3183;Armenia;383100;2022;;;;;
3184;Armenia;383200;2021;;;;;
3185;Armenia;383200;2022;;;;;
3186;Armenia;384900;2021;;;;;
3187;Armenia;384900;2022;;;;;
3188;Armenia;386300;2021;;;;;
3189;Armenia;386300;2022;;;;;
3190;Armenia;386800;2021;;;;;
3191;Armenia;386800;2022;;;;;
3192;Armenia;388400;2021;;;;;
3193;Armenia;388400;2022;;;;;
3194;Armenia;389100;2021;;;;;
3195;Armenia;389100;2022;;;;;
3196;Armenia;389200;2021;;;;;
3197;Armenia;389200;2022;;;;;
3198;Armenia;390500;2021;;;;;
3199;Armenia;390500;2022;;;;;
3200;Armenia;391600;2021;;;;;
3201;Armenia;391600;2022;;;;;
3202;Armenia;391700;2021;;;;;
3203;Armenia;391700;2022;;;;;
3204;Armenia;800021;2021;;;;;
3205;Armenia;800021;2022;;;;;
3206;Armenia;392600;2021;;;;;
3207;Armenia;392600;2022;;;;;
3208;Armenia;393600;2021;;;;;
3209;Armenia;393600;2022;;;;;
3210;Armenia;394100;2021;;;;;
3211;Armenia;394100;2022;;;;;
3212;Armenia;395005;2021;;;;;
3213;Armenia;395005;2022;;;;;
3214;Armenia;395000;2021;;;;;
3215;Armenia;395000;2022;;;;;
3216;Armenia;395600;2021;;;;;
3217;Armenia;395600;2022;;;;;
3218;Armenia;396300;2021;;;;;
3219;Armenia;396300;2022;;;;;
3220;Armenia;396400;2021;;;;;
3221;Armenia;396400;2022;;;;;
3222;Armenia;398700;2021;;;;;
3223;Armenia;398700;2022;;;;;
3224;Armenia;400200;2021;;;;;
3225;Armenia;400200;2022;;;;;
3226;Armenia;402000;2021;;;;;
3227;Armenia;402000;2022;;;;;
3228;Armenia;402100;2021;;;;;
3229;Armenia;402100;2022;;;;;
3230;Armenia;403300;2021;;;;;
3231;Armenia;403300;2022;;;;;
3232;Armenia;403400;2021;;;;;
3233;Armenia;403400;2022;;;;;
3234;Armenia;403405;2021;;;;;
3235;Armenia;403405;2022;;;;;
3236;Armenia;404900;2021;;;;;
3237;Armenia;404900;2022;;;;;
3238;Armenia;405900;2021;;;;;
3239;Armenia;405900;2022;;;;;
3240;Armenia;406800;2021;;;;;
3241;Armenia;406800;2022;;;;;
3242;Armenia;408105;2021;;;;;
3243;Armenia;408105;2022;;;;;
3244;Armenia;408100;2021;;;;;
3245;Armenia;408100;2022;;;;;
3246;Armenia;408700;2021;;;;;
3247;Armenia;408700;2022;;;;;
3248;Armenia;409900;2021;;;;;
3249;Armenia;409900;2022;;;;;
3250;Armenia;410200;2021;;;;;
3251;Armenia;410200;2022;;;;;
3252;Armenia;410300;2021;;;;;
3253;Armenia;410300;2022;;;;;
3254;Armenia;800010;2021;;;;;
3255;Armenia;800010;2022;;;;;
3256;Armenia;412700;2021;;;;;
3257;Armenia;412700;2022;;;;;
3258;Armenia;413700;2021;;;;;
3259;Armenia;413700;2022;;;;;
3260;Armenia;414300;2021;;;;;
3261;Armenia;414300;2022;;;;;
3262;Armenia;415000;2021;;;;;
3263;Armenia;415000;2022;;;;;
3264;Armenia;415900;2021;;;;;
3265;Armenia;415900;2022;;;;;
3266;Armenia;419000;2021;;;;;
3267;Armenia;419000;2022;;;;;
3268;Armenia;419100;2021;;;;;
3269;Armenia;419100;2022;;;;;
3270;Armenia;422400;2021;;;;;
3271;Armenia;422400;2022;;;;;
3272;Armenia;422500;2021;;;;;
3273;Armenia;422500;2022;;;;;
3274;Armenia;425300;2021;;;;;
3275;Armenia;425300;2022;;;;;
3276;Armenia;425305;2021;;;;;
3277;Armenia;425305;2022;;;;;
3278;Armenia;426600;2021;;;;;
3279;Armenia;426600;2022;;;;;
3280;Armenia;428100;2021;;;;;
3281;Armenia;428100;2022;;;;;
3282;Armenia;428200;2021;;;;;
3283;Armenia;428200;2022;;;;;
3284;Armenia;429300;2021;;;;;
3285;Armenia;429300;2022;;;;;
3286;Armenia;430600;2021;;;;;
3287;Armenia;430600;2022;;;;;
3288;Armenia;431100;2021;;;;;
3289;Armenia;431100;2022;;;;;
3290;Armenia;435500;2021;;;;;
3291;Armenia;435500;2022;;;;;
3292;Armenia;435600;2021;;;;;
3293;Armenia;435600;2022;;;;;
3294;Armenia;437500;2021;;;;;
3295;Armenia;437500;2022;;;;;
3296;Armenia;438600;2021;;;;;
3297;Armenia;438600;2022;;;;;
3298;Armenia;441000;2021;;;;;
3299;Armenia;441000;2022;;;;;
3300;Aruba;305700;2021;;;;;
3301;Aruba;305700;2022;;;;;
3302;Aruba;800012;2021;13.0;1.0;155.0;30.0;85.0
3303;Aruba;800012;2022;20.0;1.0;219.0;40.0;
3304;Aruba;305800;2021;;;;;
3305;Aruba;305800;2022;;;;;
3306;Aruba;306300;2021;;;;;
3307;Aruba;306300;2022;;;;;
3308;Aruba;307000;2021;;;;;
3309;Aruba;307000;2022;;;;;
3310;Aruba;307500;2021;;;;;
3311;Aruba;307500;2022;;;;;
3312;Aruba;307610;2021;;;;;
3313;Aruba;307610;2022;;;;;
3314;Aruba;307600;2021;;;;;
3315;Aruba;307600;2022;;;;;
3316;Aruba;311300;2021;;;;;
3317;Aruba;311300;2022;;;;;
3318;Aruba;312200;2021;;;;;
3319;Aruba;312200;2022;;;;;
3320;Aruba;312500;2021;;;;;
3321;Aruba;312500;2022;;;;;
3322;Aruba;312505;2021;;;;;
3323;Aruba;312505;2022;;;;;
3324;Aruba;314000;2021;;;;;
3325;Aruba;314000;2022;;;;;
3326;Aruba;315200;2021;;;;;
3327;Aruba;315200;2022;;;;;
3328;Aruba;315810;2021;;;;;
3329;Aruba;315810;2022;;;;;
3330;Aruba;315800;2021;;;;;
3331;Aruba;315800;2022;;;;;
3332;Aruba;317100;2021;;;;;
3333;Aruba;317100;2022;;;;;
3334;Aruba;318600;2021;;;;;
3335;Aruba;318600;2022;;;;;
3336;Aruba;320000;2021;;;;;
3337;Aruba;320000;2022;;;;;
3338;Aruba;320700;2021;;;;;
3339;Aruba;320700;2022;;;;;
3340;Aruba;323200;2021;;;;;
3341;Aruba;323200;2022;;;;;
3342;Aruba;323705;2021;;;;;
3343;Aruba;323705;2022;;;;;
3344;Aruba;323700;2021;;;;;
3345;Aruba;323700;2022;;;;;
3346;Aruba;324600;2021;;;;;
3347;Aruba;324600;2022;;;;;
3348;Aruba;328100;2021;;;;;
3349;Aruba;328100;2022;;;;;
3350;Aruba;328105;2021;;;;;
3351;Aruba;328105;2022;;;;;
3352;Aruba;330300;2021;;;;;
3353;Aruba;330300;2022;;;;;
3354;Aruba;332900;2021;;;;;
3355;Aruba;332900;2022;;;;;
3356;Aruba;334800;2021;;;;;
3357;Aruba;334800;2022;;;;;
3358;Aruba;336500;2021;;;;;
3359;Aruba;336500;2022;;;;;
3360;Aruba;339200;2021;;;;;
3361;Aruba;339200;2022;;;;;
3362;Aruba;339205;2021;;;;;
3363;Aruba;339205;2022;;;;;
3364;Aruba;340200;2021;;;;;
3365;Aruba;340200;2022;;;;;
3366;Aruba;341600;2021;;;;;
3367;Aruba;341600;2022;;;;;
3368;Aruba;342400;2021;;;;;
3369;Aruba;342400;2022;;;;;
3370;Aruba;344400;2021;;;;;
3371;Aruba;344400;2022;;;;;
3372;Aruba;346600;2021;;;;;
3373;Aruba;346600;2022;;;;;
3374;Aruba;346700;2021;;;;;
3375;Aruba;346700;2022;;;;;
3376;Aruba;348000;2021;;;;;
3377;Aruba;348000;2022;;;;;
3378;Aruba;348100;2021;;;;;
3379;Aruba;348100;2022;;;;;
3380;Aruba;348400;2021;;;;;
3381;Aruba;348400;2022;;;;;
3382;Aruba;348700;2021;;;;;
3383;Aruba;348700;2022;;;;;
3384;Aruba;349700;2021;;;;;
3385;Aruba;349700;2022;;;;;
3386;Aruba;350000;2021;;;;;
3387;Aruba;350000;2022;;;;;
3388;Aruba;350100;2021;;;;;
3389;Aruba;350100;2022;;;;;
3390;Aruba;350600;2021;;;;;
3391;Aruba;350600;2022;;;;;
3392;Aruba;351900;2021;;;;;
3393;Aruba;351900;2022;;;;;
3394;Aruba;354200;2021;2.0;;;;
3395;Aruba;354200;2022;;;;;
3396;Aruba;354300;2021;;;;;
3397;Aruba;354300;2022;;;;;
3398;Aruba;356900;2021;2.0;;;;
3399;Aruba;356900;2022;;;;;
3400;Aruba;371600;2021;;;;;
3401;Aruba;371600;2022;;;;;
3402;Aruba;383100;2021;;;;;
3403;Aruba;383100;2022;;;;;
3404;Aruba;383200;2021;;;;;
3405;Aruba;383200;2022;;;;;
3406;Aruba;384900;2021;;;;;
3407;Aruba;384900;2022;;;;;
3408;Aruba;386300;2021;;;;;
3409;Aruba;386300;2022;;;;;
3410;Aruba;386800;2021;;;;;
3411;Aruba;386800;2022;;;;;
3412;Aruba;388400;2021;;;;;
3413;Aruba;388400;2022;;;;;
3414;Aruba;389100;2021;;;;;
3415;Aruba;389100;2022;;;;;
3416;Aruba;389200;2021;;;;;
3417;Aruba;389200;2022;;;;;
3418;Aruba;390500;2021;;;;;
3419;Aruba;390500;2022;;;;;
3420;Aruba;391600;2021;2.0;;4.0;1.0;
3421;Aruba;391600;2022;;;;;
3422;Aruba;391700;2021;;;;;
3423;Aruba;391700;2022;;;;;
3424;Aruba;800021;2021;;;;;
3425;Aruba;800021;2022;;;;;
3426;Aruba;392600;2021;;;;;
3427;Aruba;392600;2022;;;;;
3428;Aruba;393600;2021;;;;;
3429;Aruba;393600;2022;;;;;
3430;Aruba;394100;2021;;;;;
3431;Aruba;394100;2022;;;;;
3432;Aruba;395005;2021;2.0;;4.0;1.0;
3433;Aruba;395005;2022;;;;;
3434;Aruba;395000;2021;2.0;;4.0;1.0;
3435;Aruba;395000;2022;;;;;
3436;Aruba;395600;2021;;;;;
3437;Aruba;395600;2022;;;;;
3438;Aruba;396300;2021;;;;;
3439;Aruba;396300;2022;;;;;
3440;Aruba;396400;2021;;;;;
3441;Aruba;396400;2022;;;;;
3442;Aruba;398700;2021;;;;;
3443;Aruba;398700;2022;;;;;
3444;Aruba;400200;2021;;;;;
3445;Aruba;400200;2022;;;;;
3446;Aruba;402000;2021;;;;;
3447;Aruba;402000;2022;;;;;
3448;Aruba;402100;2021;;;;;
3449;Aruba;402100;2022;;;;;
3450;Aruba;403300;2021;;;;;
3451;Aruba;403300;2022;;;;;
3452;Aruba;403400;2021;;;;;
3453;Aruba;403400;2022;;;;;
3454;Aruba;403405;2021;;;;;
3455;Aruba;403405;2022;;;;;
3456;Aruba;404900;2021;;;;;
3457;Aruba;404900;2022;;;;;
3458;Aruba;405900;2021;;;;;
3459;Aruba;405900;2022;;;;;
3460;Aruba;406800;2021;;;;;
3461;Aruba;406800;2022;;;;;
3462;Aruba;408105;2021;;;;;
3463;Aruba;408105;2022;;;;;
3464;Aruba;408100;2021;;;;;
3465;Aruba;408100;2022;;;;;
3466;Aruba;408700;2021;;;;;
3467;Aruba;408700;2022;;;;;
3468;Aruba;409900;2021;;;;;
3469;Aruba;409900;2022;;;;;
3470;Aruba;410200;2021;;;;;
3471;Aruba;410200;2022;;;;;
3472;Aruba;410300;2021;;;;;
3473;Aruba;410300;2022;;;;;
3474;Aruba;800010;2021;;;;;
3475;Aruba;800010;2022;;;;;
3476;Aruba;412700;2021;;;;;
3477;Aruba;412700;2022;;;;;
3478;Aruba;413700;2021;;;;;
3479;Aruba;413700;2022;;;;;
3480;Aruba;414300;2021;;;;;
3481;Aruba;414300;2022;;;;;
3482;Aruba;415000;2021;;;;;
3483;Aruba;415000;2022;;;;;
3484;Aruba;415900;2021;;;;;
3485;Aruba;415900;2022;;;;;
3486;Aruba;419000;2021;;;;;
3487;Aruba;419000;2022;;;;;
3488;Aruba;419100;2021;;;;;
3489;Aruba;419100;2022;;;;;
3490;Aruba;422400;2021;;;;;
3491;Aruba;422400;2022;;;;;
3492;Aruba;422500;2021;;;;;
3493;Aruba;422500;2022;;;;;
3494;Aruba;425300;2021;;;;;
3495;Aruba;425300;2022;;;;;
3496;Aruba;425305;2021;;;;;
3497;Aruba;425305;2022;;;;;
3498;Aruba;426600;2021;;;;;
3499;Aruba;426600;2022;;;;;
3500;Aruba;428100;2021;;;;;
3501;Aruba;428100;2022;;;;;
3502;Aruba;428200;2021;;;;;
3503;Aruba;428200;2022;;;;;
3504;Aruba;429300;2021;;;;;
3505;Aruba;429300;2022;;;;;
3506;Aruba;430600;2021;;;;;
3507;Aruba;430600;2022;;;;;
3508;Aruba;431100;2021;;;;;
3509;Aruba;431100;2022;;;;;
3510;Aruba;435500;2021;;;;;
3511;Aruba;435500;2022;;;;;
3512;Aruba;435600;2021;;;;;
3513;Aruba;435600;2022;;;;;
3514;Aruba;437500;2021;;;;;
3515;Aruba;437500;2022;;;;;
3516;Aruba;438600;2021;;;;;
3517;Aruba;438600;2022;;;;;
3518;Aruba;441000;2021;;;;;
3519;Aruba;441000;2022;;;;;
3520;Australia;305700;2021;;;;;
3521;Australia;305700;2022;12.0;;;;
3522;Australia;800012;2021;231.0;19.0;11016.0;1886.0;333.0
