ID;SectorBranchesSIC2008;Margins;SeasonalAdjustment;Periods;EmploymentIndicator_1;WorkforceLast3Months_2;WorkforceNext3Months_3
9275;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2016 June;-2.4;1.4;-8.3
9276;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2016 July;-6.3;-3.7;-11.3
9277;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2016 August;-2.7;-2.3;-8.2
9278;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2016 September;-6.9;-6.4;-10.7
9279;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2016 October;-4.4;-9.9;-2.8
9280;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2016 November;-2.7;-5.4;-2.3
9281;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2016 December;-4.7;-7.2;-4.5
9282;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2017 January;-4.8;-11.2;-1.6
9283;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2017 February;-9.9;-9.3;-14.0
9284;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2017 March;-9.0;-11.5;-10.0
9285;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2017 April;-10.9;-12.8;-10.7
9286;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2017 May;-9.8;-9.8;-11.4
9287;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2017 June;-8.0;-11.8;-6.9
9288;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2017 July;-12.6;-21.5;-6.9
9289;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2017 August;-11.4;-13.1;-12.6
9290;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2017 September;-2.7;-7.1;-1.7
9291;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2017 October;-6.6;-12.0;-4.8
9292;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2017 November;-4.2;-9.0;-2.0
9293;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2017 December;-6.1;-11.4;-2.9
9294;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2018 January;-3.5;-4.3;-4.5
9295;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2018 February;-4.9;-7.4;-5.3
9296;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2018 March;-2.4;-1.8;-5.7
9297;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2018 April;-2.7;-8.1;-0.4
9298;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2018 May;-2.2;-1.8;-3.9
9299;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2018 June;-1.4;1.5;-6.6
9300;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2018 July;-2.2;-6.6;0.1
9301;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2018 August;-1.9;-5.1;-0.9
9302;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2018 September;-5.2;-9.9;-3.2
9303;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2018 October;-4.8;-9.5;-3.5
9304;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2018 November;-5.8;-9.1;-6.4
9305;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2018 December;-8.3;-10.3;-8.8
9306;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2019 January;-5.9;-4.5;-10.0
9307;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2019 February;-10.4;-12.9;-9.7
9308;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2019 March;-4.0;-1.4;-9.8
9309;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2019 April;-8.4;-14.7;-4.8
9310;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2019 May;-7.1;-8.3;-7.8
9311;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2019 June;-9.0;-12.6;-8.5
9312;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2019 July;-8.6;-8.4;-11.2
9313;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2019 August;-11.0;-10.9;-13.3
9314;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2019 September;-12.4;-14.3;-13.3
9315;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2019 October;-8.3;-12.7;-7.0
9316;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2019 November;-15.1;-24.6;-9.3
9317;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2019 December;-2.7;-6.5;-2.1
9318;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2020 January;-12.2;-21.4;-5.7
9319;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2020 February;-1.1;-6.5;-0.4
9320;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2020 March;-6.1;-3.2;-11.7
9321;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2020 April;-36.2;-26.7;-48.5
9322;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2020 May;-38.4;-42.2;-37.1
9323;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2020 June;-28.3;-40.6;-19.5
9324;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2020 July;-27.1;-41.6;-14.9
9325;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2020 August;-16.5;-25.7;-10.5
9326;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2020 September;-18.3;-23.4;-16.4
9327;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2020 October;-16.4;-22.1;-16.9
9328;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2020 November;-23.2;-25.6;-23.1
9329;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2020 December;-21.8;-28.7;-16.8
9330;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2021 January;-19.2;-25.0;-16.4
9331;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2021 February;-18.5;-24.9;-15.6
9332;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2021 March;-19.0;-28.7;-12.6
9333;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2021 April;-16.1;-20.8;-13.5
9334;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2021 May;-9.1;-18.8;-1.5
9335;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2021 June;-4.9;-13.3;1.0
9336;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2021 July;-2.4;-8.2;0.7
9337;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2021 August;3.7;0.5;3.9
9338;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2021 September;1.1;-3.3;3.0
9339;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2021 October;-1.9;-7.7;0.2
9340;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2021 November;-3.7;-12.5;0.7
9341;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2021 December;-8.8;-8.9;-11.2
9342;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2022 January;-8.0;-19.6;0.3
9343;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2022 February;-5.0;-18.8;4.9
9344;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2022 March;-2.5;-15.1;6.7
9345;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2022 April;4.4;-3.0;8.5
9346;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2022 May;0.6;-7.9;4.8
9347;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2022 June;-1.1;-3.9;-1.6
9348;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2022 July;1.8;-1.6;1.9
9349;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2022 August;1.1;-4.1;2.6
9350;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2022 September;-2.2;-6.1;-2.4
9351;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2022 October;-1.8;-9.2;1.9
9352;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2022 November;-8.9;-19.6;-4.3
9353;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2022 December;2.2;-5.6;5.8
9354;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2023 January;-1.0;-10.6;3.2
9355;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2023 February;-0.9;-5.9;1.5
9356;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2023 March;1.9;-6.4;6.6
9357;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2023 April;4.6;-5.2;10.3
9358;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2023 May;-3.1;-10.7;-0.1
9359;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2023 June;-4.7;-5.4;-6.7
9360;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2023 July;-6.6;-12.6;-4.6
9361;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2023 August;-7.8;-11.9;-9.2
9362;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2023 September;-2.1;-11.6;2.9
9363;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2023 October;-7.6;-10.8;-8.6
9364;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2023 November;0.6;-3.3;-0.1
9365;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2023 December;2.2;1.9;-0.9
9366;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2024 January;-2.5;-4.7;-2.8
9367;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2024 February;4.5;8.0;-1.8
9368;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2024 March;-0.1;-2.8;-0.9
9369;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2024 April;-0.3;4.8;-8.7
9370;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2024 May;-0.7;-5.4;-1.8
9371;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2024 June;4.3;4.3;3.2
9372;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2024 July;-5.6;-6.7;-7.0
9373;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2024 August;2.0;3.0;-2.1
9374;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2024 September;-2.4;-1.7;-5.7
9375;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2024 October;-4.0;-2.0;-9.2
9376;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2024 November;0.9;0.4;-3.7
9377;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2024 December;-3.3;0.0;-10.5
9378;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2025 January;1.8;5.1;-4.5
9379;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2025 February;4.4;12.4;-6.6
9380;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2025 March;-1.2;4.1;-9.2
9381;S Other service activities;Upper bound 95% confidence interval;Seasonally adjusted data;2012 January;;;
9382;S Other service activities;Upper bound 95% confidence interval;Seasonally adjusted data;2012 February;;;
9383;S Other service activities;Upper bound 95% confidence interval;Seasonally adjusted data;2012 March;;;
9384;S Other service activities;Upper bound 95% confidence interval;Seasonally adjusted data;2012 April;;;
9385;S Other service activities;Upper bound 95% confidence interval;Seasonally adjusted data;2012 May;;;
9386;S Other service activities;Upper bound 95% confidence interval;Seasonally adjusted data;2012 June;;;
9387;S Other service activities;Upper bound 95% confidence interval;Seasonally adjusted data;2012 July;;;
9388;S Other service activities;Upper bound 95% confidence interval;Seasonally adjusted data;2012 August;;;
9389;S Other service activities;Upper bound 95% confidence interval;Seasonally adjusted data;2012 September;;;
9390;S Other service activities;Upper bound 95% confidence interval;Seasonally adjusted data;2012 October;;;
9391;S Other service activities;Upper bound 95% confidence interval;Seasonally adjusted data;2012 November;;;
9392;S Other service activities;Upper bound 95% confidence interval;Seasonally adjusted data;2012 December;;;
9393;S Other service activities;Upper bound 95% confidence interval;Seasonally adjusted data;2013 January;;;
9394;S Other service activities;Upper bound 95% confidence interval;Seasonally adjusted data;2013 February;;;
9395;S Other service activities;Upper bound 95% confidence interval;Seasonally adjusted data;2013 March;;;
9396;S Other service activities;Upper bound 95% confidence interval;Seasonally adjusted data;2013 April;;;
9397;S Other service activities;Upper bound 95% confidence interval;Seasonally adjusted data;2013 May;;;
9398;S Other service activities;Upper bound 95% confidence interval;Seasonally adjusted data;2013 June;;;
9399;S Other service activities;Upper bound 95% confidence interval;Seasonally adjusted data;2013 July;;;
