ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalFusiesEnOvernames_1;k_1WerkzamePersoonOfMinder_2;k_2Tot10WerkzamePersonen_3;k_10Tot50WerkzamePersonen_4;k_50Tot250WerkzamePersonen_5;k_250WerkzamePersonenOfMeer_6;k_0Tot50WerkzamePersonen_7;k_0Tot250WerkzamePersonen_8;NatuurlijkePersonen_9;Rechtspersonen_10
255;Business Economy, B-N, excl. K, incl. 95;2022 1e kwartaal;1805;645;520;425;145;75;1590;1735;250;1560
256;Business Economy, B-N, excl. K, incl. 95;2022 2e kwartaal;1240;400;355;305;135;45;1060;1195;175;1065
257;Business Economy, B-N, excl. K, incl. 95;2022 3e kwartaal;1390;445;425;340;140;45;1205;1345;165;1230
258;Business Economy, B-N, excl. K, incl. 95;2022 4e kwartaal;2510;915;710;595;200;90;2220;2420;390;2120
259;Business Economy, B-N, excl. K, incl. 95;2022;6950;2400;2010;1660;620;255;6075;6695;975;5975
260;Business Economy, B-N, excl. K, incl. 95;2023 1e kwartaal;555;155;155;115;90;35;430;520;55;500
261;Business Economy, B-N, excl. K, incl. 95;2023 2e kwartaal;1190;345;355;330;110;50;1030;1140;130;1055
262;Business Economy, B-N, excl. K, incl. 95;2023 3e kwartaal;1275;400;385;320;120;55;1105;1225;115;1160
263;Business Economy, B-N, excl. K, incl. 95;2023 4e kwartaal;855;265;235;200;100;55;700;800;90;765
264;Business Economy, B-N, excl. K, incl. 95;2023;3875;1165;1130;965;425;190;3260;3685;395;3480
265;Business Economy, B-N, excl. K, incl. 95;2024 1e kwartaal;1405;445;400;345;155;55;1195;1350;115;1290
266;Business Economy, B-N, excl. K, incl. 95;2024 2e kwartaal;1040;370;285;245;95;45;900;995;120;920
267;Business Economy, B-N, excl. K, incl. 95;2024 3e kwartaal;1105;345;320;295;100;40;965;1060;110;995
268;Business Economy, B-N, excl. K, incl. 95;2024 4e kwartaal;975;315;275;245;95;40;835;930;85;885
269;Business Economy, B-N, excl. K, incl. 95;2024;4520;1475;1285;1130;445;185;3890;4335;430;4095
270;A Landbouw, bosbouw en visserij;2007 1e kwartaal;20;5;5;5;0;0;15;20;0;15
271;A Landbouw, bosbouw en visserij;2007 2e kwartaal;10;0;5;0;0;0;10;10;0;10
272;A Landbouw, bosbouw en visserij;2007 3e kwartaal;10;0;5;0;0;0;10;10;0;10
273;A Landbouw, bosbouw en visserij;2007 4e kwartaal;10;5;5;0;0;0;10;10;0;10
274;A Landbouw, bosbouw en visserij;2007;50;10;25;10;5;0;45;50;5;50
275;A Landbouw, bosbouw en visserij;2008 1e kwartaal;15;5;10;5;0;0;15;15;0;15
276;A Landbouw, bosbouw en visserij;2008 2e kwartaal;5;0;0;5;0;0;5;5;0;5
277;A Landbouw, bosbouw en visserij;2008 3e kwartaal;15;5;10;0;0;0;15;15;0;15
278;A Landbouw, bosbouw en visserij;2008 4e kwartaal;5;0;0;5;0;0;5;5;0;5
279;A Landbouw, bosbouw en visserij;2008;40;10;20;10;0;0;40;40;0;40
280;A Landbouw, bosbouw en visserij;2009 1e kwartaal;5;5;0;0;0;0;5;5;0;5
281;A Landbouw, bosbouw en visserij;2009 2e kwartaal;15;5;5;10;0;0;15;15;0;15
282;A Landbouw, bosbouw en visserij;2009 3e kwartaal;10;0;5;5;0;0;10;10;0;5
283;A Landbouw, bosbouw en visserij;2009 4e kwartaal;15;5;5;0;0;0;15;15;0;15
284;A Landbouw, bosbouw en visserij;2009;45;15;15;15;0;0;45;45;5;40
285;A Landbouw, bosbouw en visserij;2010 1e kwartaal;0;0;0;0;0;0;0;0;0;0
286;A Landbouw, bosbouw en visserij;2010 2e kwartaal;35;10;20;10;0;0;35;35;10;30
287;A Landbouw, bosbouw en visserij;2010 3e kwartaal;35;10;15;5;5;0;30;35;10;30
288;A Landbouw, bosbouw en visserij;2010 4e kwartaal;20;0;10;5;0;0;20;20;5;15
289;A Landbouw, bosbouw en visserij;2010;95;20;50;25;5;0;90;95;20;75
290;A Landbouw, bosbouw en visserij;2011 1e kwartaal;20;5;15;5;0;0;20;20;5;20
291;A Landbouw, bosbouw en visserij;2011 2e kwartaal;25;5;5;5;5;0;20;25;10;15
292;A Landbouw, bosbouw en visserij;2011 3e kwartaal;30;5;10;10;0;0;25;30;10;20
293;A Landbouw, bosbouw en visserij;2011 4e kwartaal;5;0;5;0;0;0;5;5;0;5
294;A Landbouw, bosbouw en visserij;2011;80;15;40;20;5;0;75;80;25;55
295;A Landbouw, bosbouw en visserij;2012 1e kwartaal;30;5;15;10;0;0;30;30;5;25
296;A Landbouw, bosbouw en visserij;2012 2e kwartaal;20;5;10;5;0;0;20;20;5;15
297;A Landbouw, bosbouw en visserij;2012 3e kwartaal;30;5;15;10;0;0;30;30;5;25
298;A Landbouw, bosbouw en visserij;2012 4e kwartaal;20;5;5;5;0;0;15;20;5;15
299;A Landbouw, bosbouw en visserij;2012;95;20;45;30;5;0;90;95;15;80
300;A Landbouw, bosbouw en visserij;2013 1e kwartaal;25;5;10;10;5;0;25;25;0;25
301;A Landbouw, bosbouw en visserij;2013 2e kwartaal;20;5;10;5;0;0;15;20;5;15
302;A Landbouw, bosbouw en visserij;2013 3e kwartaal;40;10;20;10;0;0;40;40;10;30
303;A Landbouw, bosbouw en visserij;2013 4e kwartaal;30;10;10;10;0;0;30;30;5;25
304;A Landbouw, bosbouw en visserij;2013;115;30;45;35;5;0;110;115;20;95
305;A Landbouw, bosbouw en visserij;2014 1e kwartaal;50;15;20;15;0;0;45;50;15;35
306;A Landbouw, bosbouw en visserij;2014 2e kwartaal;10;0;0;5;0;0;5;10;5;5
307;A Landbouw, bosbouw en visserij;2014 3e kwartaal;25;5;15;5;0;0;25;25;5;20
308;A Landbouw, bosbouw en visserij;2014 4e kwartaal;25;5;10;10;0;0;25;25;5;20
309;A Landbouw, bosbouw en visserij;2014;110;25;45;30;5;0;100;110;30;80
310;A Landbouw, bosbouw en visserij;2015 1e kwartaal;25;10;10;5;0;0;25;25;10;15
311;A Landbouw, bosbouw en visserij;2015 2e kwartaal;35;10;10;10;5;0;30;35;5;30
312;A Landbouw, bosbouw en visserij;2015 3e kwartaal;35;10;15;10;0;0;30;35;5;30
313;A Landbouw, bosbouw en visserij;2015 4e kwartaal;20;5;0;10;5;0;20;20;5;20
314;A Landbouw, bosbouw en visserij;2015;110;30;35;35;10;0;100;110;20;95
315;A Landbouw, bosbouw en visserij;2016 1e kwartaal;35;10;10;15;0;0;35;35;5;30
316;A Landbouw, bosbouw en visserij;2016 2e kwartaal;15;5;5;5;0;0;15;15;5;10
317;A Landbouw, bosbouw en visserij;2016 3e kwartaal;40;15;10;5;5;0;35;40;15;25
318;A Landbouw, bosbouw en visserij;2016 4e kwartaal;55;20;15;15;5;0;50;55;15;40
319;A Landbouw, bosbouw en visserij;2016;145;45;45;45;10;0;135;145;35;110
320;A Landbouw, bosbouw en visserij;2017 1e kwartaal;10;0;5;5;0;0;10;10;5;10
321;A Landbouw, bosbouw en visserij;2017 2e kwartaal;25;5;10;5;0;0;20;25;5;20
322;A Landbouw, bosbouw en visserij;2017 3e kwartaal;30;10;10;10;0;0;25;25;5;20
323;A Landbouw, bosbouw en visserij;2017 4e kwartaal;15;0;5;5;0;0;15;15;5;10
324;A Landbouw, bosbouw en visserij;2017;80;15;30;25;5;0;70;80;20;55
325;A Landbouw, bosbouw en visserij;2018 1e kwartaal;25;5;10;5;0;0;25;25;5;20
326;A Landbouw, bosbouw en visserij;2018 2e kwartaal;30;10;10;10;0;0;25;30;10;20
327;A Landbouw, bosbouw en visserij;2018 3e kwartaal;30;5;15;10;0;0;30;30;10;20
328;A Landbouw, bosbouw en visserij;2018 4e kwartaal;30;5;15;10;0;0;25;30;10;20
329;A Landbouw, bosbouw en visserij;2018;110;25;50;30;5;0;105;110;35;75
330;A Landbouw, bosbouw en visserij;2019 1e kwartaal;45;15;15;10;5;0;45;45;10;35
331;A Landbouw, bosbouw en visserij;2019 2e kwartaal;60;20;25;10;5;0;55;60;15;40
332;A Landbouw, bosbouw en visserij;2019 3e kwartaal;5;0;5;0;0;0;5;5;0;5
333;A Landbouw, bosbouw en visserij;2019 4e kwartaal;20;5;5;5;5;0;15;20;5;15
334;A Landbouw, bosbouw en visserij;2019;130;45;50;25;10;0;120;130;35;95
335;A Landbouw, bosbouw en visserij;2020 1e kwartaal;50;10;30;15;0;0;50;50;10;40
336;A Landbouw, bosbouw en visserij;2020 2e kwartaal;25;5;10;5;0;0;20;25;5;20
337;A Landbouw, bosbouw en visserij;2020 3e kwartaal;35;10;15;15;0;0;35;35;10;25
338;A Landbouw, bosbouw en visserij;2020 4e kwartaal;25;5;15;5;0;0;25;25;15;10
339;A Landbouw, bosbouw en visserij;2020;135;25;70;35;5;0;130;135;40;95
340;A Landbouw, bosbouw en visserij;2021 1e kwartaal;55;20;25;15;0;0;55;55;20;35
341;A Landbouw, bosbouw en visserij;2021 2e kwartaal;40;10;15;10;0;0;35;40;10;30
342;A Landbouw, bosbouw en visserij;2021 3e kwartaal;25;10;10;5;5;0;25;25;5;20
343;A Landbouw, bosbouw en visserij;2021 4e kwartaal;25;5;10;5;0;0;20;25;5;20
344;A Landbouw, bosbouw en visserij;2021;145;40;60;40;5;0;140;145;45;100
345;A Landbouw, bosbouw en visserij;2022 1e kwartaal;50;20;15;10;5;0;40;50;15;30
346;A Landbouw, bosbouw en visserij;2022 2e kwartaal;40;10;15;5;0;0;35;35;10;30
347;A Landbouw, bosbouw en visserij;2022 3e kwartaal;25;10;10;5;0;0;25;25;5;20
348;A Landbouw, bosbouw en visserij;2022 4e kwartaal;65;15;30;15;5;0;60;60;20;40
349;A Landbouw, bosbouw en visserij;2022;175;55;70;35;10;0;160;175;50;125
350;A Landbouw, bosbouw en visserij;2023 1e kwartaal;15;0;5;5;0;0;15;15;0;10
351;A Landbouw, bosbouw en visserij;2023 2e kwartaal;30;5;15;10;0;0;30;30;5;25
352;A Landbouw, bosbouw en visserij;2023 3e kwartaal;45;15;15;10;5;0;40;45;20;20
353;A Landbouw, bosbouw en visserij;2023 4e kwartaal;25;10;10;10;0;0;25;25;5;20
354;A Landbouw, bosbouw en visserij;2023;110;30;45;30;5;0;105;110;35;75
355;A Landbouw, bosbouw en visserij;2024 1e kwartaal;40;10;10;15;5;0;35;40;5;35
356;A Landbouw, bosbouw en visserij;2024 2e kwartaal;25;10;10;5;0;0;25;25;5;25
357;A Landbouw, bosbouw en visserij;2024 3e kwartaal;30;10;15;5;0;0;30;30;5;25
358;A Landbouw, bosbouw en visserij;2024 4e kwartaal;25;5;10;5;0;0;20;25;5;20
359;A Landbouw, bosbouw en visserij;2024;120;30;50;35;10;0;110;120;20;100
360;01 Landbouw;2007 1e kwartaal;15;5;5;5;0;0;15;15;0;15
361;01 Landbouw;2007 2e kwartaal;10;0;5;0;0;0;10;10;0;10
362;01 Landbouw;2007 3e kwartaal;10;0;5;0;0;0;10;10;0;10
363;01 Landbouw;2007 4e kwartaal;10;5;5;0;0;0;10;10;0;10
364;01 Landbouw;2007;50;10;25;10;5;0;45;50;5;45
365;01 Landbouw;2008 1e kwartaal;15;5;10;5;0;0;15;15;0;15
366;01 Landbouw;2008 2e kwartaal;5;0;0;5;0;0;5;5;0;5
367;01 Landbouw;2008 3e kwartaal;15;5;10;0;0;0;15;15;0;15
368;01 Landbouw;2008 4e kwartaal;5;0;0;5;0;0;5;5;0;5
369;01 Landbouw;2008;40;10;20;10;0;0;40;40;0;40
370;01 Landbouw;2009 1e kwartaal;5;5;0;0;0;0;5;5;0;5
371;01 Landbouw;2009 2e kwartaal;15;5;5;5;0;0;15;15;0;15
372;01 Landbouw;2009 3e kwartaal;10;0;5;5;0;0;10;10;0;5
373;01 Landbouw;2009 4e kwartaal;10;5;5;0;0;0;10;10;0;10
374;01 Landbouw;2009;40;15;15;10;0;0;40;40;5;35
375;01 Landbouw;2010 1e kwartaal;0;0;0;0;0;0;0;0;0;0
376;01 Landbouw;2010 2e kwartaal;35;5;20;10;0;0;35;35;10;25
377;01 Landbouw;2010 3e kwartaal;35;5;15;5;5;0;30;35;5;25
378;01 Landbouw;2010 4e kwartaal;20;0;10;5;0;0;20;20;5;15
379;01 Landbouw;2010;90;15;45;25;5;0;85;90;20;70
380;01 Landbouw;2011 1e kwartaal;20;5;15;5;0;0;20;20;5;20
381;01 Landbouw;2011 2e kwartaal;20;5;5;5;5;0;20;20;10;15
382;01 Landbouw;2011 3e kwartaal;25;5;10;10;0;0;25;25;10;20
383;01 Landbouw;2011 4e kwartaal;5;0;5;0;0;0;5;5;0;5
384;01 Landbouw;2011;75;15;35;20;5;0;70;75;20;55
385;01 Landbouw;2012 1e kwartaal;30;5;15;10;0;0;25;30;5;25
386;01 Landbouw;2012 2e kwartaal;15;5;10;5;0;0;15;15;5;15
387;01 Landbouw;2012 3e kwartaal;30;5;15;10;0;0;30;30;5;25
388;01 Landbouw;2012 4e kwartaal;15;5;5;5;0;0;15;15;5;15
389;01 Landbouw;2012;90;15;40;30;5;0;90;90;15;75
390;01 Landbouw;2013 1e kwartaal;25;5;10;10;5;0;20;25;0;20
391;01 Landbouw;2013 2e kwartaal;15;5;10;5;0;0;15;15;5;15
392;01 Landbouw;2013 3e kwartaal;40;10;20;10;0;0;40;40;10;30
393;01 Landbouw;2013 4e kwartaal;25;5;10;10;0;0;25;25;5;20
394;01 Landbouw;2013;110;25;45;35;5;0;100;110;20;85
395;01 Landbouw;2014 1e kwartaal;45;10;20;15;0;0;45;45;15;35
396;01 Landbouw;2014 2e kwartaal;10;0;0;5;0;0;5;10;5;5
397;01 Landbouw;2014 3e kwartaal;25;5;10;5;0;0;25;25;5;20
398;01 Landbouw;2014 4e kwartaal;25;5;10;10;0;0;25;25;5;20
399;01 Landbouw;2014;105;25;45;30;5;0;95;105;30;75
400;01 Landbouw;2015 1e kwartaal;25;5;10;5;0;0;25;25;10;15
401;01 Landbouw;2015 2e kwartaal;35;10;10;10;5;0;30;35;5;30
402;01 Landbouw;2015 3e kwartaal;30;10;15;10;0;0;30;30;5;30
403;01 Landbouw;2015 4e kwartaal;20;5;0;10;5;0;20;20;5;20
404;01 Landbouw;2015;110;30;35;35;10;0;100;110;20;90
405;01 Landbouw;2016 1e kwartaal;30;5;10;15;0;0;30;30;5;30
406;01 Landbouw;2016 2e kwartaal;15;5;5;5;0;0;15;15;5;10
407;01 Landbouw;2016 3e kwartaal;40;15;10;5;5;0;35;40;15;25
408;01 Landbouw;2016 4e kwartaal;50;15;15;15;5;0;45;50;10;40
409;01 Landbouw;2016;135;40;40;45;10;0;125;135;35;105
410;01 Landbouw;2017 1e kwartaal;10;0;5;5;0;0;10;10;5;5
411;01 Landbouw;2017 2e kwartaal;25;5;10;5;0;0;20;25;5;20
412;01 Landbouw;2017 3e kwartaal;25;10;5;10;0;0;25;25;5;20
413;01 Landbouw;2017 4e kwartaal;15;0;5;5;0;0;15;15;5;10
414;01 Landbouw;2017;75;15;30;25;5;0;70;75;20;55
415;01 Landbouw;2018 1e kwartaal;25;5;10;5;0;0;20;25;5;15
416;01 Landbouw;2018 2e kwartaal;30;10;10;10;0;0;25;30;10;20
417;01 Landbouw;2018 3e kwartaal;30;5;15;10;0;0;30;30;10;20
418;01 Landbouw;2018 4e kwartaal;25;5;15;10;0;0;25;25;10;20
419;01 Landbouw;2018;105;25;45;30;5;0;100;105;35;75
420;01 Landbouw;2019 1e kwartaal;45;15;15;10;5;0;40;45;10;35
421;01 Landbouw;2019 2e kwartaal;55;20;25;10;0;0;55;55;15;40
422;01 Landbouw;2019 3e kwartaal;5;0;5;0;0;0;5;5;0;5
423;01 Landbouw;2019 4e kwartaal;15;5;5;5;5;0;15;15;5;15
424;01 Landbouw;2019;125;40;50;25;10;0;115;125;30;95
425;01 Landbouw;2020 1e kwartaal;50;5;30;15;0;0;45;50;10;35
426;01 Landbouw;2020 2e kwartaal;25;5;10;5;0;0;20;25;5;20
427;01 Landbouw;2020 3e kwartaal;35;5;15;10;0;0;35;35;10;25
428;01 Landbouw;2020 4e kwartaal;20;5;15;5;0;0;20;20;15;10
429;01 Landbouw;2020;130;20;70;35;5;0;125;125;40;85
430;01 Landbouw;2021 1e kwartaal;55;20;25;10;0;0;55;55;20;35
431;01 Landbouw;2021 2e kwartaal;35;10;15;10;0;0;35;35;10;25
432;01 Landbouw;2021 3e kwartaal;25;10;10;5;5;0;25;25;5;20
433;01 Landbouw;2021 4e kwartaal;25;5;10;5;0;0;20;25;5;20
434;01 Landbouw;2021;140;40;55;35;5;0;135;140;45;100
435;01 Landbouw;2022 1e kwartaal;50;20;15;10;5;0;40;50;15;30
436;01 Landbouw;2022 2e kwartaal;35;10;15;5;0;0;30;35;10;25
437;01 Landbouw;2022 3e kwartaal;25;10;10;5;0;0;25;25;5;20
438;01 Landbouw;2022 4e kwartaal;60;10;30;15;5;0;55;60;20;40
439;01 Landbouw;2022;170;50;70;35;10;0;155;165;50;115
440;01 Landbouw;2023 1e kwartaal;15;0;5;5;0;0;15;15;0;10
441;01 Landbouw;2023 2e kwartaal;30;5;15;10;0;0;25;30;5;25
442;01 Landbouw;2023 3e kwartaal;40;10;15;10;5;0;40;40;20;20
443;01 Landbouw;2023 4e kwartaal;25;10;10;10;0;0;25;25;5;20
444;01 Landbouw;2023;110;25;45;30;5;0;105;110;35;75
445;01 Landbouw;2024 1e kwartaal;40;10;10;15;5;0;35;40;5;30
446;01 Landbouw;2024 2e kwartaal;25;5;10;5;0;0;20;25;5;20
447;01 Landbouw;2024 3e kwartaal;30;10;15;5;0;0;25;30;5;25
448;01 Landbouw;2024 4e kwartaal;25;5;10;5;0;0;20;25;5;20
449;01 Landbouw;2024;115;25;45;35;10;0;105;115;20;95
450;011 Teelt van eenjarige gewassen;2007 1e kwartaal;5;0;0;5;0;0;5;5;0;5
451;011 Teelt van eenjarige gewassen;2007 2e kwartaal;0;0;0;0;0;0;0;0;0;0
452;011 Teelt van eenjarige gewassen;2007 3e kwartaal;5;0;5;0;0;0;5;5;0;5
453;011 Teelt van eenjarige gewassen;2007 4e kwartaal;0;0;0;0;0;0;0;0;0;0
454;011 Teelt van eenjarige gewassen;2007;15;5;5;5;0;0;15;15;0;15
455;011 Teelt van eenjarige gewassen;2008 1e kwartaal;10;0;5;0;0;0;10;10;0;10
456;011 Teelt van eenjarige gewassen;2008 2e kwartaal;5;0;0;5;0;0;5;5;0;5
457;011 Teelt van eenjarige gewassen;2008 3e kwartaal;5;0;5;0;0;0;5;5;0;5
458;011 Teelt van eenjarige gewassen;2008 4e kwartaal;0;0;0;0;0;0;0;0;0;0
459;011 Teelt van eenjarige gewassen;2008;20;5;10;5;0;0;20;20;0;20
460;011 Teelt van eenjarige gewassen;2009 1e kwartaal;5;0;0;0;0;0;5;5;0;5
461;011 Teelt van eenjarige gewassen;2009 2e kwartaal;5;0;0;0;0;0;5;5;0;5
462;011 Teelt van eenjarige gewassen;2009 3e kwartaal;0;0;0;0;0;0;0;0;0;0
463;011 Teelt van eenjarige gewassen;2009 4e kwartaal;5;0;0;0;0;0;5;5;0;5
464;011 Teelt van eenjarige gewassen;2009;15;5;5;5;0;0;15;15;0;10
465;011 Teelt van eenjarige gewassen;2010 1e kwartaal;0;0;0;0;0;0;0;0;0;0
466;011 Teelt van eenjarige gewassen;2010 2e kwartaal;10;5;5;5;0;0;10;10;5;10
467;011 Teelt van eenjarige gewassen;2010 3e kwartaal;10;0;5;0;0;0;10;10;0;10
468;011 Teelt van eenjarige gewassen;2010 4e kwartaal;10;0;5;5;0;0;10;10;0;10
469;011 Teelt van eenjarige gewassen;2010;30;5;15;10;0;0;30;30;5;25
470;011 Teelt van eenjarige gewassen;2011 1e kwartaal;5;0;0;0;0;0;5;5;0;5
471;011 Teelt van eenjarige gewassen;2011 2e kwartaal;5;0;0;5;0;0;5;5;0;5
472;011 Teelt van eenjarige gewassen;2011 3e kwartaal;10;0;5;5;0;0;10;10;5;5
473;011 Teelt van eenjarige gewassen;2011 4e kwartaal;0;0;0;0;0;0;0;0;0;0
474;011 Teelt van eenjarige gewassen;2011;25;5;10;10;0;0;20;25;5;15
475;011 Teelt van eenjarige gewassen;2012 1e kwartaal;10;0;5;5;0;0;10;10;0;10
476;011 Teelt van eenjarige gewassen;2012 2e kwartaal;5;0;0;0;0;0;5;5;0;5
477;011 Teelt van eenjarige gewassen;2012 3e kwartaal;10;0;5;5;0;0;10;10;0;10
478;011 Teelt van eenjarige gewassen;2012 4e kwartaal;5;0;5;5;0;0;5;5;0;5
479;011 Teelt van eenjarige gewassen;2012;30;5;10;15;0;0;30;30;5;25
480;011 Teelt van eenjarige gewassen;2013 1e kwartaal;10;0;5;0;0;0;5;10;0;5
481;011 Teelt van eenjarige gewassen;2013 2e kwartaal;10;5;5;5;0;0;10;10;0;5
482;011 Teelt van eenjarige gewassen;2013 3e kwartaal;15;5;5;5;0;0;15;15;5;10
483;011 Teelt van eenjarige gewassen;2013 4e kwartaal;10;0;5;0;0;0;5;10;0;10
484;011 Teelt van eenjarige gewassen;2013;40;10;15;10;5;0;35;40;5;30
485;011 Teelt van eenjarige gewassen;2014 1e kwartaal;15;5;5;5;0;0;15;15;5;10
486;011 Teelt van eenjarige gewassen;2014 2e kwartaal;0;0;0;0;0;0;0;0;0;0
487;011 Teelt van eenjarige gewassen;2014 3e kwartaal;5;5;5;0;0;0;5;5;0;5
488;011 Teelt van eenjarige gewassen;2014 4e kwartaal;5;0;0;0;0;0;5;5;0;5
489;011 Teelt van eenjarige gewassen;2014;25;10;10;5;0;0;25;25;5;20
490;011 Teelt van eenjarige gewassen;2015 1e kwartaal;10;5;5;5;0;0;10;10;5;5
491;011 Teelt van eenjarige gewassen;2015 2e kwartaal;15;5;5;5;0;0;15;15;5;15
492;011 Teelt van eenjarige gewassen;2015 3e kwartaal;5;0;5;5;0;0;5;5;0;5
493;011 Teelt van eenjarige gewassen;2015 4e kwartaal;10;0;0;5;0;0;5;10;0;5
494;011 Teelt van eenjarige gewassen;2015;40;10;10;20;5;0;35;40;10;30
495;011 Teelt van eenjarige gewassen;2016 1e kwartaal;10;0;0;5;0;0;10;10;0;10
496;011 Teelt van eenjarige gewassen;2016 2e kwartaal;5;0;0;5;0;0;5;5;0;5
497;011 Teelt van eenjarige gewassen;2016 3e kwartaal;10;5;5;0;0;0;10;10;5;5
498;011 Teelt van eenjarige gewassen;2016 4e kwartaal;25;5;10;5;5;0;20;25;5;20
499;011 Teelt van eenjarige gewassen;2016;50;15;15;15;5;0;40;45;15;35
500;011 Teelt van eenjarige gewassen;2017 1e kwartaal;5;0;0;0;0;0;5;5;0;0
501;011 Teelt van eenjarige gewassen;2017 2e kwartaal;5;0;5;0;0;0;5;5;0;5
502;011 Teelt van eenjarige gewassen;2017 3e kwartaal;5;5;0;0;0;0;5;5;0;5
503;011 Teelt van eenjarige gewassen;2017 4e kwartaal;0;0;0;0;0;0;0;0;0;0
504;011 Teelt van eenjarige gewassen;2017;20;5;5;5;5;0;15;20;0;15
505;011 Teelt van eenjarige gewassen;2018 1e kwartaal;5;0;0;0;0;0;5;5;0;5
506;011 Teelt van eenjarige gewassen;2018 2e kwartaal;5;5;5;0;0;0;5;5;0;5
507;011 Teelt van eenjarige gewassen;2018 3e kwartaal;10;5;5;5;0;0;10;10;10;5
508;011 Teelt van eenjarige gewassen;2018 4e kwartaal;5;0;0;0;0;0;5;5;0;5
509;011 Teelt van eenjarige gewassen;2018;30;10;10;5;5;0;25;30;10;20
510;011 Teelt van eenjarige gewassen;2019 1e kwartaal;15;5;5;5;0;0;10;10;5;10
511;011 Teelt van eenjarige gewassen;2019 2e kwartaal;15;5;5;5;0;0;15;15;5;10
512;011 Teelt van eenjarige gewassen;2019 3e kwartaal;0;0;0;0;0;0;0;0;0;0
513;011 Teelt van eenjarige gewassen;2019 4e kwartaal;5;0;0;0;0;0;5;5;0;5
514;011 Teelt van eenjarige gewassen;2019;30;10;10;5;0;0;30;30;10;20
515;011 Teelt van eenjarige gewassen;2020 1e kwartaal;20;0;10;5;0;0;20;20;5;15
516;011 Teelt van eenjarige gewassen;2020 2e kwartaal;5;0;0;0;0;0;5;5;0;5
517;011 Teelt van eenjarige gewassen;2020 3e kwartaal;15;0;5;5;0;0;10;15;5;10
518;011 Teelt van eenjarige gewassen;2020 4e kwartaal;5;0;5;0;0;0;5;5;5;0
519;011 Teelt van eenjarige gewassen;2020;45;5;25;15;0;0;40;45;15;30
520;011 Teelt van eenjarige gewassen;2021 1e kwartaal;15;5;5;5;0;0;15;15;5;10
521;011 Teelt van eenjarige gewassen;2021 2e kwartaal;10;0;5;0;0;0;10;10;5;5
522;011 Teelt van eenjarige gewassen;2021 3e kwartaal;5;0;0;0;0;0;0;5;0;5
523;011 Teelt van eenjarige gewassen;2021 4e kwartaal;10;0;5;5;0;0;10;10;5;5
524;011 Teelt van eenjarige gewassen;2021;40;10;15;10;0;0;35;35;15;25
525;011 Teelt van eenjarige gewassen;2022 1e kwartaal;20;10;5;5;5;0;15;20;5;15
526;011 Teelt van eenjarige gewassen;2022 2e kwartaal;10;0;5;0;0;0;10;10;0;10
527;011 Teelt van eenjarige gewassen;2022 3e kwartaal;10;5;5;0;0;0;10;10;5;5
528;011 Teelt van eenjarige gewassen;2022 4e kwartaal;20;5;10;0;0;0;15;20;10;10
529;011 Teelt van eenjarige gewassen;2022;55;15;25;10;5;0;50;55;20;35
530;011 Teelt van eenjarige gewassen;2023 1e kwartaal;5;0;0;0;0;0;5;5;0;5
531;011 Teelt van eenjarige gewassen;2023 2e kwartaal;5;0;0;5;0;0;5;5;0;5
