ID;SBI1993BedrijfsgrootteVerzVorm;Perioden;ZiekteverzuimInclZwangerschapsverlof_1;ZiekteverzuimExclZwangerschapsverlof_2
1592;Volledig eigen-risicodrager;1998 4e kwartaal;7.0;6.2
1593;Volledig eigen-risicodrager;1998;6.5;5.8
1594;Volledig eigen-risicodrager;1999 1e kwartaal;7.6;6.8
1595;Volledig eigen-risicodrager;1999 2e kwartaal;6.7;5.9
1596;Volledig eigen-risicodrager;1999 3e kwartaal;6.5;5.7
1597;Volledig eigen-risicodrager;1999 4e kwartaal;7.5;6.7
1598;Volledig eigen-risicodrager;1999;7.1;6.3
1599;Volledig eigen-risicodrager;2000 1e kwartaal;7.8;7.1
1600;Volledig eigen-risicodrager;2000 2e kwartaal;7.1;6.3
1601;Volledig eigen-risicodrager;2000 3e kwartaal;6.8;6.1
1602;Volledig eigen-risicodrager;2000 4e kwartaal;7.6;6.8
1603;Volledig eigen-risicodrager;2000;7.3;6.6
1604;Volledig eigen-risicodrager;2001 1e kwartaal;7.6;6.9
1605;Volledig eigen-risicodrager;2001 2e kwartaal;7.1;6.4
1606;Volledig eigen-risicodrager;2001 3e kwartaal;6.6;5.9
1607;Volledig eigen-risicodrager;2001 4e kwartaal;7.3;6.5
1608;Volledig eigen-risicodrager;2001;7.2;6.4
1609;Volledig eigen-risicodrager;2002 1e kwartaal;7.6;6.8
1610;Volledig eigen-risicodrager;2002 2e kwartaal;6.7;6.0
1611;Volledig eigen-risicodrager;2002 3e kwartaal;6.3;5.5
1612;Volledig eigen-risicodrager;2002 4e kwartaal;6.8;6.0
1613;Volledig eigen-risicodrager;2002;6.8;6.1
1614;Volledig eigen-risicodrager;2003 1e kwartaal;6.7;6.0
1615;Volledig eigen-risicodrager;2003 2e kwartaal;6.1;5.4
1616;Volledig eigen-risicodrager;2003 3e kwartaal;5.3;4.7
1617;Volledig eigen-risicodrager;2003 4e kwartaal;6.3;5.5
1618;Volledig eigen-risicodrager;2003;6.1;5.4
1619;Volledig eigen-risicodrager;2004 1e kwartaal;6.4;5.7
1620;Volledig herverzekerd;1993;;
1621;Volledig herverzekerd;1994;;
1622;Volledig herverzekerd;1995 4e kwartaal;;
1623;Volledig herverzekerd;1995;;
1624;Volledig herverzekerd;1996 1e kwartaal;;
1625;Volledig herverzekerd;1996 2e kwartaal;;
1626;Volledig herverzekerd;1996 3e kwartaal;;
1627;Volledig herverzekerd;1996 4e kwartaal;4.4;3.9
1628;Volledig herverzekerd;1996;;
1629;Volledig herverzekerd;1997 1e kwartaal;4.3;3.8
1630;Volledig herverzekerd;1997 2e kwartaal;3.9;3.5
1631;Volledig herverzekerd;1997 3e kwartaal;3.7;3.2
1632;Volledig herverzekerd;1997 4e kwartaal;4.3;3.8
1633;Volledig herverzekerd;1997;4.1;3.6
1634;Volledig herverzekerd;1998 1e kwartaal;4.4;3.9
1635;Volledig herverzekerd;1998 2e kwartaal;4.2;3.7
1636;Volledig herverzekerd;1998 3e kwartaal;3.8;3.3
1637;Volledig herverzekerd;1998 4e kwartaal;4.3;3.8
1638;Volledig herverzekerd;1998;4.2;3.7
1639;Volledig herverzekerd;1999 1e kwartaal;4.7;4.3
1640;Volledig herverzekerd;1999 2e kwartaal;4.0;3.6
1641;Volledig herverzekerd;1999 3e kwartaal;4.2;3.7
1642;Volledig herverzekerd;1999 4e kwartaal;4.2;3.8
1643;Volledig herverzekerd;1999;4.3;3.9
1644;Volledig herverzekerd;2000 1e kwartaal;4.5;4.1
1645;Volledig herverzekerd;2000 2e kwartaal;4.1;3.7
1646;Volledig herverzekerd;2000 3e kwartaal;4.1;3.7
1647;Volledig herverzekerd;2000 4e kwartaal;4.3;3.9
1648;Volledig herverzekerd;2000;4.3;3.9
1649;Volledig herverzekerd;2001 1e kwartaal;4.7;4.2
1650;Volledig herverzekerd;2001 2e kwartaal;4.4;3.9
1651;Volledig herverzekerd;2001 3e kwartaal;4.4;4.0
1652;Volledig herverzekerd;2001 4e kwartaal;4.5;4.1
1653;Volledig herverzekerd;2001;4.5;4.1
1654;Volledig herverzekerd;2002 1e kwartaal;4.7;4.3
1655;Volledig herverzekerd;2002 2e kwartaal;4.9;4.5
1656;Volledig herverzekerd;2002 3e kwartaal;4.5;4.1
1657;Volledig herverzekerd;2002 4e kwartaal;5.1;4.6
1658;Volledig herverzekerd;2002;4.8;4.4
1659;Volledig herverzekerd;2003 1e kwartaal;4.5;4.1
1660;Volledig herverzekerd;2003 2e kwartaal;3.9;3.4
1661;Volledig herverzekerd;2003 3e kwartaal;3.6;3.1
1662;Volledig herverzekerd;2003 4e kwartaal;4.2;3.7
1663;Volledig herverzekerd;2003;4.0;3.6
1664;Volledig herverzekerd;2004 1e kwartaal;4.8;4.3
