ID;OutputPrices;SIC2008;Periods;PriceIndexNumbersExcludingExcise_1;MonthOnMonthDevelopment_2;YearOnYearDevelopment_3;WeightFactor_4
6599;Total sales;20 Manufacture of chemicals;2015 September;98.7;-4.0;-8.7;40950
6600;Total sales;20 Manufacture of chemicals;2015 October;96.2;-2.5;-11.1;40950
6601;Total sales;20 Manufacture of chemicals;2015 November;95.2;-1.0;-9.7;40950
6602;Total sales;20 Manufacture of chemicals;2015 December;95.7;0.5;-6.2;40950
6603;Total sales;20 Manufacture of chemicals;2015;100.0;;-7.0;40950
6604;Total sales;20 Manufacture of chemicals;2016 January;94.1;-1.8;-3.1;40950
6605;Total sales;20 Manufacture of chemicals;2016 February;91.3;-3.0;-4.6;40950
6606;Total sales;20 Manufacture of chemicals;2016 March;90.9;-0.4;-8.4;40950
6607;Total sales;20 Manufacture of chemicals;2016 April;92.3;1.5;-10.0;40950
6608;Total sales;20 Manufacture of chemicals;2016 May;93.7;1.5;-10.8;40950
6609;Total sales;20 Manufacture of chemicals;2016 June;93.6;0.0;-11.8;40950
6610;Total sales;20 Manufacture of chemicals;2016 July;93.5;-0.2;-11.6;40950
6611;Total sales;20 Manufacture of chemicals;2016 August;93.4;-0.1;-9.1;40950
6612;Total sales;20 Manufacture of chemicals;2016 September;93.7;0.3;-5.0;40950
6613;Total sales;20 Manufacture of chemicals;2016 October;94.4;0.7;-1.9;40950
6614;Total sales;20 Manufacture of chemicals;2016 November;95.0;0.7;-0.2;40950
6615;Total sales;20 Manufacture of chemicals;2016 December;96.1;1.1;0.4;40950
6616;Total sales;20 Manufacture of chemicals;2016;93.5;;-6.5;40950
6617;Total sales;20 Manufacture of chemicals;2017 January;99.0;3.0;5.3;40950
6618;Total sales;20 Manufacture of chemicals;2017 February;101.8;2.8;11.5;40950
6619;Total sales;20 Manufacture of chemicals;2017 March;103.7;1.9;14.1;40950
6620;Total sales;20 Manufacture of chemicals;2017 April;103.3;-0.4;12.0;40950
6621;Total sales;20 Manufacture of chemicals;2017 May;101.1;-2.1;8.0;40950
6622;Total sales;20 Manufacture of chemicals;2017 June;99.3;-1.8;6.1;40950
6623;Total sales;20 Manufacture of chemicals;2017 July;97.2;-2.1;4.0;40950
6624;Total sales;20 Manufacture of chemicals;2017 August;97.5;0.2;4.4;40950
6625;Total sales;20 Manufacture of chemicals;2017 September;99.3;1.9;6.0;40950
6626;Total sales;20 Manufacture of chemicals;2017 October;100.6;1.3;6.5;40950
6627;Total sales;20 Manufacture of chemicals;2017 November;100.6;0.1;5.9;40950
6628;Total sales;20 Manufacture of chemicals;2017 December;101.9;1.2;6.0;40950
6629;Total sales;20 Manufacture of chemicals;2017;100.4;;7.4;40950
6630;Total sales;20 Manufacture of chemicals;2018 January;102.6;0.7;3.6;40950
6631;Total sales;20 Manufacture of chemicals;2018 February;102.8;0.2;1.0;40950
6632;Total sales;20 Manufacture of chemicals;2018 March;103.0;0.2;-0.7;40950
6633;Total sales;20 Manufacture of chemicals;2018 April;102.8;-0.1;-0.5;40950
6634;Total sales;20 Manufacture of chemicals;2018 May;104.2;1.3;3.1;40950
6635;Total sales;20 Manufacture of chemicals;2018 June;106.4;2.1;7.1;40950
6636;Total sales;20 Manufacture of chemicals;2018 July;106.3;-0.1;9.3;40950
6637;Total sales;20 Manufacture of chemicals;2018 August;106.5;0.2;9.3;40950
6638;Total sales;20 Manufacture of chemicals;2018 September;107.3;0.7;8.0;40950
6639;Total sales;20 Manufacture of chemicals;2018 October;107.8;0.5;7.2;40950
6640;Total sales;20 Manufacture of chemicals;2018 November;106.8;-0.9;6.1;40950
6641;Total sales;20 Manufacture of chemicals;2018 December;103.0;-3.5;1.2;40950
6642;Total sales;20 Manufacture of chemicals;2018;105.0;;4.5;40950
6643;Total sales;20 Manufacture of chemicals;2019 January;101.6;-1.4;-1.0;40950
6644;Total sales;20 Manufacture of chemicals;2019 February;101.2;-0.4;-1.5;40950
6645;Total sales;20 Manufacture of chemicals;2019 March;102.5;1.3;-0.4;40950
6646;Total sales;20 Manufacture of chemicals;2019 April;104.0;1.4;1.1;40950
6647;Total sales;20 Manufacture of chemicals;2019 May;104.8;0.8;0.6;40950
6648;Total sales;20 Manufacture of chemicals;2019 June;104.0;-0.8;-2.2;40950
6649;Total sales;20 Manufacture of chemicals;2019 July;101.6;-2.3;-4.4;40950
6650;Total sales;20 Manufacture of chemicals;2019 August;101.0;-0.5;-5.2;40950
6651;Total sales;20 Manufacture of chemicals;2019 September;100.3;-0.8;-6.5;40950
6652;Total sales;20 Manufacture of chemicals;2019 October;100.5;0.2;-6.7;40950
6653;Total sales;20 Manufacture of chemicals;2019 November;99.1;-1.4;-7.2;40950
6654;Total sales;20 Manufacture of chemicals;2019 December;99.1;0.0;-3.8;40950
6655;Total sales;20 Manufacture of chemicals;2019;101.6;;-3.2;40950
6656;Total sales;20 Manufacture of chemicals;2020 January;99.4;0.2;-2.2;40950
6657;Total sales;20 Manufacture of chemicals;2020 February;99.1;-0.2;-2.0;40950
6658;Total sales;20 Manufacture of chemicals;2020 March;96.0;-3.2;-6.4;40950
6659;Total sales;20 Manufacture of chemicals;2020 April;87.7;-8.6;-15.7;40950
6660;Total sales;20 Manufacture of chemicals;2020 May;84.9;-3.1;-19.0;40950
6661;Total sales;20 Manufacture of chemicals;2020 June;86.1;1.4;-17.2;40950
6662;Total sales;20 Manufacture of chemicals;2020 July;88.5;2.8;-12.9;40950
6663;Total sales;20 Manufacture of chemicals;2020 August;89.7;1.3;-11.3;40950
6664;Total sales;20 Manufacture of chemicals;2020 September;89.6;-0.1;-10.7;40950
6665;Total sales;20 Manufacture of chemicals;2020 October;89.9;0.4;-10.5;40950
6666;Total sales;20 Manufacture of chemicals;2020 November;90.2;0.4;-9.0;40950
6667;Total sales;20 Manufacture of chemicals;2020 December;92.0;1.9;-7.2;40950
6668;Total sales;20 Manufacture of chemicals;2020;91.1;;-10.4;40950
6669;Total sales;20 Manufacture of chemicals;2021 January;97.3;5.8;-2.1;40950
6670;Total sales;20 Manufacture of chemicals;2021 February;101.4;4.3;2.3;40950
6671;Total sales;20 Manufacture of chemicals;2021 March;107.5;6.0;12.0;40950
6672;Total sales;20 Manufacture of chemicals;2021 April;112.9;5.0;28.8;40950
6673;Total sales;20 Manufacture of chemicals;2021 May;116.2;2.9;36.8;40950
6674;Total sales;20 Manufacture of chemicals;2021 June;116.2;0.1;35.0;40950
6675;Total sales;20 Manufacture of chemicals;2021 July;119.3;2.6;34.8;40950
6676;Total sales;20 Manufacture of chemicals;2021 August;122.8;3.0;37.0;40950
6677;Total sales;20 Manufacture of chemicals;2021 September;122.6;-0.2;36.8;40950
6678;Total sales;20 Manufacture of chemicals;2021 October;127.5;4.0;41.8;40950
6679;Total sales;20 Manufacture of chemicals;2021 November;132.5;3.9;46.8;40950
6680;Total sales;20 Manufacture of chemicals;2021 December;135.4;2.2;47.2;40950
6681;Total sales;20 Manufacture of chemicals;2021;117.6;;29.1;40950
6682;Total sales;20 Manufacture of chemicals;2022 January;141.1;4.2;45.0;40950
6683;Total sales;20 Manufacture of chemicals;2022 February;145.3;3.0;43.2;40950
6684;Total sales;20 Manufacture of chemicals;2022 March;149.5;2.9;39.1;40950
6685;Total sales;20 Manufacture of chemicals;2022 April;163.4;9.3;44.7;40950
6686;Total sales;20 Manufacture of chemicals;2022 May;163.2;-0.1;40.5;40950
6687;Total sales;20 Manufacture of chemicals;2022 June;163.3;0.1;40.5;40950
6688;Total sales;20 Manufacture of chemicals;2022 July;165.6;1.4;38.9;40950
6689;Total sales;20 Manufacture of chemicals;2022 August;160.0;-3.4;30.3;40950
6690;Total sales;20 Manufacture of chemicals;2022 September;158.6;-0.9;29.4;40950
6691;Total sales;20 Manufacture of chemicals;2022 October;158.1;-0.3;24.0;40950
6692;Total sales;20 Manufacture of chemicals;2022 November;154.2;-2.5;16.4;40950
6693;Total sales;20 Manufacture of chemicals;2022 December;149.3;-3.2;10.3;40950
6694;Total sales;20 Manufacture of chemicals;2022;156.0;;32.6;40950
6695;Total sales;20 Manufacture of chemicals;2023 January;147.7;-1.1;4.7;40950
6696;Total sales;20 Manufacture of chemicals;2023 February;146.8;-0.6;1.0;40950
6697;Total sales;20 Manufacture of chemicals;2023 March;142.3;-3.1;-4.8;40950
6698;Total sales;20 Manufacture of chemicals;2023 April;139.6;-1.9;-14.5;40950
6699;Total sales;20 Manufacture of chemicals;2023 May;135.1;-3.2;-17.2;40950
6700;Total sales;20 Manufacture of chemicals;2023 June;131.8;-2.5;-19.3;40950
6701;Total sales;20 Manufacture of chemicals;2023 July;127.6;-3.1;-22.9;40950
6702;Total sales;20 Manufacture of chemicals;2023 August;128.4;0.6;-19.8;40950
6703;Total sales;20 Manufacture of chemicals;2023 September;130.2;1.4;-17.9;40950
6704;Total sales;20 Manufacture of chemicals;2023 October;132.4;1.7;-16.3;40950
6705;Total sales;20 Manufacture of chemicals;2023 November;131.0;-1.0;-15.1;40950
6706;Total sales;20 Manufacture of chemicals;2023 December;127.7;-2.6;-14.5;40950
6707;Total sales;20 Manufacture of chemicals;2023;135.0;;-13.4;40950
6708;Total sales;20-21 Chemistry and pharmaceuticals;2012 January;108.6;;;45173
6709;Total sales;20-21 Chemistry and pharmaceuticals;2012 February;110.1;1.4;;45173
6710;Total sales;20-21 Chemistry and pharmaceuticals;2012 March;111.7;1.4;;45173
6711;Total sales;20-21 Chemistry and pharmaceuticals;2012 April;112.6;0.8;;45173
6712;Total sales;20-21 Chemistry and pharmaceuticals;2012 May;112.8;0.2;;45173
6713;Total sales;20-21 Chemistry and pharmaceuticals;2012 June;110.6;-2.0;;45173
6714;Total sales;20-21 Chemistry and pharmaceuticals;2012 July;108.4;-1.9;;45173
6715;Total sales;20-21 Chemistry and pharmaceuticals;2012 August;110.0;1.4;;45173
6716;Total sales;20-21 Chemistry and pharmaceuticals;2012 September;111.8;1.7;;45173
6717;Total sales;20-21 Chemistry and pharmaceuticals;2012 October;111.3;-0.4;;45173
6718;Total sales;20-21 Chemistry and pharmaceuticals;2012 November;110.9;-0.3;;45173
6719;Total sales;20-21 Chemistry and pharmaceuticals;2012 December;110.5;-0.4;;45173
6720;Total sales;20-21 Chemistry and pharmaceuticals;2012;110.8;;;45173
6721;Total sales;20-21 Chemistry and pharmaceuticals;2013 January;110.7;0.2;2.0;45173
6722;Total sales;20-21 Chemistry and pharmaceuticals;2013 February;111.4;0.6;1.1;45173
6723;Total sales;20-21 Chemistry and pharmaceuticals;2013 March;111.3;0.0;-0.3;45173
6724;Total sales;20-21 Chemistry and pharmaceuticals;2013 April;110.1;-1.1;-2.2;45173
6725;Total sales;20-21 Chemistry and pharmaceuticals;2013 May;108.4;-1.6;-3.9;45173
6726;Total sales;20-21 Chemistry and pharmaceuticals;2013 June;107.4;-0.9;-2.8;45173
6727;Total sales;20-21 Chemistry and pharmaceuticals;2013 July;107.4;0.0;-0.9;45173
6728;Total sales;20-21 Chemistry and pharmaceuticals;2013 August;107.7;0.3;-2.1;45173
6729;Total sales;20-21 Chemistry and pharmaceuticals;2013 September;108.0;0.3;-3.4;45173
6730;Total sales;20-21 Chemistry and pharmaceuticals;2013 October;106.6;-1.3;-4.2;45173
6731;Total sales;20-21 Chemistry and pharmaceuticals;2013 November;106.1;-0.5;-4.3;45173
6732;Total sales;20-21 Chemistry and pharmaceuticals;2013 December;106.8;0.6;-3.3;45173
6733;Total sales;20-21 Chemistry and pharmaceuticals;2013;108.5;;-2.0;45173
6734;Total sales;20-21 Chemistry and pharmaceuticals;2014 January;107.7;0.8;-2.8;45173
6735;Total sales;20-21 Chemistry and pharmaceuticals;2014 February;107.5;-0.2;-3.5;45173
6736;Total sales;20-21 Chemistry and pharmaceuticals;2014 March;107.2;-0.2;-3.7;45173
6737;Total sales;20-21 Chemistry and pharmaceuticals;2014 April;107.3;0.1;-2.6;45173
6738;Total sales;20-21 Chemistry and pharmaceuticals;2014 May;107.7;0.3;-0.7;45173
6739;Total sales;20-21 Chemistry and pharmaceuticals;2014 June;107.5;-0.2;0.0;45173
6740;Total sales;20-21 Chemistry and pharmaceuticals;2014 July;108.1;0.6;0.7;45173
6741;Total sales;20-21 Chemistry and pharmaceuticals;2014 August;107.8;-0.3;0.1;45173
6742;Total sales;20-21 Chemistry and pharmaceuticals;2014 September;107.2;-0.5;-0.7;45173
6743;Total sales;20-21 Chemistry and pharmaceuticals;2014 October;107.4;0.2;0.7;45173
6744;Total sales;20-21 Chemistry and pharmaceuticals;2014 November;104.9;-2.3;-1.1;45173
6745;Total sales;20-21 Chemistry and pharmaceuticals;2014 December;101.9;-2.9;-4.6;45173
6746;Total sales;20-21 Chemistry and pharmaceuticals;2014;106.9;;-1.5;45173
6747;Total sales;20-21 Chemistry and pharmaceuticals;2015 January;97.3;-4.6;-9.7;45173
6748;Total sales;20-21 Chemistry and pharmaceuticals;2015 February;96.0;-1.3;-10.7;45173
6749;Total sales;20-21 Chemistry and pharmaceuticals;2015 March;99.3;3.5;-7.4;45173
6750;Total sales;20-21 Chemistry and pharmaceuticals;2015 April;102.4;3.1;-4.6;45173
6751;Total sales;20-21 Chemistry and pharmaceuticals;2015 May;104.6;2.2;-2.9;45173
6752;Total sales;20-21 Chemistry and pharmaceuticals;2015 June;105.6;1.0;-1.7;45173
6753;Total sales;20-21 Chemistry and pharmaceuticals;2015 July;105.3;-0.3;-2.7;45173
6754;Total sales;20-21 Chemistry and pharmaceuticals;2015 August;102.6;-2.5;-4.9;45173
6755;Total sales;20-21 Chemistry and pharmaceuticals;2015 September;98.8;-3.7;-7.9;45173
6756;Total sales;20-21 Chemistry and pharmaceuticals;2015 October;96.5;-2.3;-10.1;45173
6757;Total sales;20-21 Chemistry and pharmaceuticals;2015 November;95.7;-0.9;-8.8;45173
6758;Total sales;20-21 Chemistry and pharmaceuticals;2015 December;96.1;0.5;-5.7;45173
6759;Total sales;20-21 Chemistry and pharmaceuticals;2015;100.0;;-6.4;45173
6760;Total sales;20-21 Chemistry and pharmaceuticals;2016 January;94.6;-1.5;-2.7;45173
6761;Total sales;20-21 Chemistry and pharmaceuticals;2016 February;92.0;-2.7;-4.1;45173
6762;Total sales;20-21 Chemistry and pharmaceuticals;2016 March;91.7;-0.4;-7.7;45173
6763;Total sales;20-21 Chemistry and pharmaceuticals;2016 April;92.9;1.3;-9.2;45173
6764;Total sales;20-21 Chemistry and pharmaceuticals;2016 May;94.2;1.4;-9.9;45173
6765;Total sales;20-21 Chemistry and pharmaceuticals;2016 June;94.2;0.0;-10.8;45173
6766;Total sales;20-21 Chemistry and pharmaceuticals;2016 July;94.0;-0.1;-10.6;45173
6767;Total sales;20-21 Chemistry and pharmaceuticals;2016 August;93.9;-0.1;-8.4;45173
6768;Total sales;20-21 Chemistry and pharmaceuticals;2016 September;94.2;0.3;-4.6;45173
6769;Total sales;20-21 Chemistry and pharmaceuticals;2016 October;94.8;0.6;-1.8;45173
6770;Total sales;20-21 Chemistry and pharmaceuticals;2016 November;95.4;0.6;-0.3;45173
6771;Total sales;20-21 Chemistry and pharmaceuticals;2016 December;96.4;1.1;0.3;45173
6772;Total sales;20-21 Chemistry and pharmaceuticals;2016;94.0;;-6.0;45173
6773;Total sales;20-21 Chemistry and pharmaceuticals;2017 January;99.0;2.7;4.6;45173
6774;Total sales;20-21 Chemistry and pharmaceuticals;2017 February;101.5;2.5;10.3;45173
6775;Total sales;20-21 Chemistry and pharmaceuticals;2017 March;103.2;1.7;12.6;45173
6776;Total sales;20-21 Chemistry and pharmaceuticals;2017 April;102.8;-0.4;10.7;45173
6777;Total sales;20-21 Chemistry and pharmaceuticals;2017 May;100.8;-2.0;7.0;45173
6778;Total sales;20-21 Chemistry and pharmaceuticals;2017 June;99.1;-1.6;5.3;45173
6779;Total sales;20-21 Chemistry and pharmaceuticals;2017 July;97.3;-1.9;3.4;45173
6780;Total sales;20-21 Chemistry and pharmaceuticals;2017 August;97.4;0.2;3.7;45173
6781;Total sales;20-21 Chemistry and pharmaceuticals;2017 September;99.1;1.7;5.2;45173
6782;Total sales;20-21 Chemistry and pharmaceuticals;2017 October;100.3;1.1;5.8;45173
6783;Total sales;20-21 Chemistry and pharmaceuticals;2017 November;100.3;0.1;5.2;45173
6784;Total sales;20-21 Chemistry and pharmaceuticals;2017 December;101.5;1.1;5.3;45173
6785;Total sales;20-21 Chemistry and pharmaceuticals;2017;100.2;;6.6;45173
6786;Total sales;20-21 Chemistry and pharmaceuticals;2018 January;102.2;0.7;3.2;45173
6787;Total sales;20-21 Chemistry and pharmaceuticals;2018 February;102.3;0.1;0.8;45173
6788;Total sales;20-21 Chemistry and pharmaceuticals;2018 March;102.5;0.2;-0.7;45173
6789;Total sales;20-21 Chemistry and pharmaceuticals;2018 April;102.3;-0.2;-0.6;45173
6790;Total sales;20-21 Chemistry and pharmaceuticals;2018 May;103.5;1.2;2.7;45173
6791;Total sales;20-21 Chemistry and pharmaceuticals;2018 June;105.5;1.9;6.4;45173
6792;Total sales;20-21 Chemistry and pharmaceuticals;2018 July;105.6;0.0;8.5;45173
6793;Total sales;20-21 Chemistry and pharmaceuticals;2018 August;105.8;0.2;8.6;45173
6794;Total sales;20-21 Chemistry and pharmaceuticals;2018 September;106.4;0.6;7.3;45173
6795;Total sales;20-21 Chemistry and pharmaceuticals;2018 October;106.8;0.4;6.5;45173
6796;Total sales;20-21 Chemistry and pharmaceuticals;2018 November;106.0;-0.8;5.6;45173
6797;Total sales;20-21 Chemistry and pharmaceuticals;2018 December;102.5;-3.3;1.0;45173
6798;Total sales;20-21 Chemistry and pharmaceuticals;2018;104.3;;4.1;45173
6799;Total sales;20-21 Chemistry and pharmaceuticals;2019 January;101.5;-1.0;-0.7;45173
6800;Total sales;20-21 Chemistry and pharmaceuticals;2019 February;101.1;-0.4;-1.2;45173
6801;Total sales;20-21 Chemistry and pharmaceuticals;2019 March;102.3;1.2;-0.2;45173
6802;Total sales;20-21 Chemistry and pharmaceuticals;2019 April;103.6;1.2;1.3;45173
6803;Total sales;20-21 Chemistry and pharmaceuticals;2019 May;104.4;0.8;0.8;45173
6804;Total sales;20-21 Chemistry and pharmaceuticals;2019 June;103.6;-0.7;-1.8;45173
6805;Total sales;20-21 Chemistry and pharmaceuticals;2019 July;101.5;-2.0;-3.8;45173
6806;Total sales;20-21 Chemistry and pharmaceuticals;2019 August;101.1;-0.4;-4.4;45173
6807;Total sales;20-21 Chemistry and pharmaceuticals;2019 September;100.4;-0.7;-5.6;45173
6808;Total sales;20-21 Chemistry and pharmaceuticals;2019 October;100.6;0.2;-5.8;45173
6809;Total sales;20-21 Chemistry and pharmaceuticals;2019 November;99.4;-1.3;-6.2;45173
6810;Total sales;20-21 Chemistry and pharmaceuticals;2019 December;99.4;0.0;-3.1;45173
6811;Total sales;20-21 Chemistry and pharmaceuticals;2019;101.6;;-2.6;45173
6812;Total sales;20-21 Chemistry and pharmaceuticals;2020 January;99.7;0.3;-1.8;45173
6813;Total sales;20-21 Chemistry and pharmaceuticals;2020 February;99.5;-0.2;-1.6;45173
6814;Total sales;20-21 Chemistry and pharmaceuticals;2020 March;96.6;-2.9;-5.6;45173
6815;Total sales;20-21 Chemistry and pharmaceuticals;2020 April;89.1;-7.8;-14.0;45173
6816;Total sales;20-21 Chemistry and pharmaceuticals;2020 May;86.6;-2.8;-17.0;45173
6817;Total sales;20-21 Chemistry and pharmaceuticals;2020 June;87.6;1.2;-15.4;45173
6818;Total sales;20-21 Chemistry and pharmaceuticals;2020 July;90.0;2.7;-11.4;45173
6819;Total sales;20-21 Chemistry and pharmaceuticals;2020 August;91.0;1.1;-10.0;45173
6820;Total sales;20-21 Chemistry and pharmaceuticals;2020 September;91.0;-0.1;-9.4;45173
6821;Total sales;20-21 Chemistry and pharmaceuticals;2020 October;91.4;0.5;-9.2;45173
6822;Total sales;20-21 Chemistry and pharmaceuticals;2020 November;91.7;0.3;-7.7;45173
6823;Total sales;20-21 Chemistry and pharmaceuticals;2020 December;93.2;1.7;-6.2;45173
