ID;AantalVertrekken;AantalPersonenPerVertrek;AantalSlaapruimten;Regio;Woningen_1
252;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Zuid-Holland, gem. 10001 - 20000 inw.;11926
253;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Zuid-Holland, gem. 5001 - 10000 inw.;10128
254;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Zuid-Holland, gem. 2001 - 5000 inw.;17874
255;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Zuid-Holland, gem. 1001 - 2000 inw.;6286
256;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Zuid-Holland, gem. 501 - 1000 inw.;2406
257;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Zuid-Holland, gem. 500 en minder inw.;178
258;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Zeeland, gem. 20001 - 50000 inw.;1797
259;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Vlissingen;1797
260;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Zeeland, gem. 10001 - 20000 inw.;2792
261;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Zeeland, gem. 5001 - 10000 inw.;2407
262;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Zeeland, gem. 2001 - 5000 inw.;10682
263;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Zeeland, gem. 1001 - 2000 inw.;5209
264;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Zeeland, gem. 501 - 1000 inw.;2970
265;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Zeeland, gem. 500 en minder inw.;225
266;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Noord-Brabant, gem. 50001 - 100000 inw.;6099
267;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Eindhoven;2014
268;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Tilburg;4085
269;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Noord-Brabant, gem. 20001 - 50000 inw.;9304
270;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Bergen op Zoom;1416
271;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Breda;2738
272;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Helmond;917
273;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;'s-Hertogenbosch;2647
274;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Roosendaal en Nispen;1586
275;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Noord-Brabant, gem. 10001 - 20000 inw.;5181
276;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Noord-Brabant, gem. 5001 - 10000 inw.;11603
277;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Noord-Brabant, gem. 2001 - 5000 inw.;12901
278;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Noord-Brabant, gem. 1001 - 2000 inw.;3496
279;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Noord-Brabant, gem. 501 - 1000 inw.;701
280;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Limburg, gem. 50001 - 100000 inw.;4806
281;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Maastricht;4806
282;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Limburg, gem. 20001 - 50000 inw.;5086
283;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Heerlen;1848
284;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Kerkrade;2195
285;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Venlo;1043
286;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Limburg, gem. 10001 - 20000 inw.;3917
287;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Limburg, gem. 5001 - 10000 inw.;3127
288;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Limburg, gem. 2001 - 5000 inw.;3394
289;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Limburg, gem. 1001 - 2000 inw.;1410
290;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Limburg, gem. 501 - 1000 inw.;306
291;Totaal aantal woningen;Totaal aantal woningen;Woningen met 1 slaapruimte;Limburg, gem. 500 en minder inw.;47
292;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Nederland;677892
293;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Groningen (provincie);35016
294;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Friesland;35250
295;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Drenthe;15898
296;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Overijssel;37720
297;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Gelderland;64663
298;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Utrecht (provincie);33560
299;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Noord-Holland;150808
300;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Zuid-Holland;187586
301;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Zeeland;22205
302;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Noord-Brabant;60672
303;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Limburg;34514
304;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Gemeenten met meer dan 100000 inwoners;221971
305;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Gemeenten met 50001 - 100000 inwoners;61207
306;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Gemeenten met 20001 - 50000 inwoners;73047
307;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Gemeenten met 10001 - 20000 inwoners;91637
308;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Gemeenten met 5001 - 10000 inwoners;95021
309;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Gemeenten met 2001 - 5000 inwoners;97075
310;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Gemeenten met 1001 - 2000 inwoners;27927
311;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Gemeenten met 501 - 1000 inwoners;9017
312;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Gemeenten met 500 of minder inwoners;990
313;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Groningen, gem. 100001 en meer inw.;9583
314;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Groningen;9583
315;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Groningen, gem. 10001 - 20000 inw.;8060
316;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Groningen, gem. 5001 - 10000 inw.;7904
317;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Groningen, gem. 2001 - 5000 inw.;8377
318;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Groningen, gem. 1001 - 2000 inw.;1092
319;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Friesland, gem. 20001 - 50000 inw.;4223
320;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Leeuwarden;4223
321;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Friesland, gem. 10001 - 20000 inw.;17934
322;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Friesland, gem. 5001 - 10000 inw.;10048
323;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Friesland, gem. 2001 - 5000 inw.;2374
324;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Friesland, gem. 1001 - 2000 inw.;318
325;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Friesland, gem. 501 - 1000 inw.;353
326;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Drenthe, gem. 20001 - 50000 inw.;2266
327;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Emmen;2266
328;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Drenthe, gem. 10001 - 20000 inw.;4293
329;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Drenthe, gem. 5001 - 10000 inw.;4279
330;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Drenthe, gem. 2001 - 5000 inw.;4729
331;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Drenthe, gem. 1001 - 2000 inw.;331
332;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Overijssel, gem. 50001 - 100000 inw.;3156
333;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Enschede;3156
334;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Overijssel, gem. 20001 - 50000 inw.;13703
335;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Almelo;2481
336;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Deventer;3037
337;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Hengelo (O.);2597
338;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Lonneker;2283
339;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Zwolle;3305
340;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Overijssel, gem. 10001 - 20000 inw.;5721
341;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Overijssel, gem. 5001 - 10000 inw.;10034
342;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Overijssel, gem. 2001 - 5000 inw.;4031
343;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Overijssel, gem. 1001 - 2000 inw.;649
344;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Overijssel, gem. 501 - 1000 inw.;426
345;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Gelderland, gem. 50001 - 100000 inw.;17515
346;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Apeldoorn;4995
347;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Arnhem;6699
348;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Nijmegen;5821
349;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Gelderland, gem. 20001 - 50000 inw.;4529
350;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Ede;2483
351;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Rheden;2046
352;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Gelderland, gem. 10001 - 20000 inw.;15263
353;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Gelderland, gem. 5001 - 10000 inw.;14233
354;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Gelderland, gem. 2001 - 5000 inw.;10253
355;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Gelderland, gem. 1001 - 2000 inw.;2634
356;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Gelderland, gem. 501 - 1000 inw.;198
357;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Gelderland, gem. 500 en minder inw.;38
358;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Utrecht, gem. 100001 en meer inw.;13883
359;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Utrecht;13883
360;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Utrecht, gem. 20001 - 50000 inw.;4321
361;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Amersfoort;2683
362;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Zeist;1638
363;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Utrecht, gem. 10001 - 20000 inw.;3725
364;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Utrecht, gem. 5001 - 10000 inw.;1881
365;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Utrecht, gem. 2001 - 5000 inw.;6230
366;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Utrecht, gem. 1001 - 2000 inw.;2241
367;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Utrecht, gem. 501 - 1000 inw.;1136
368;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Utrecht, gem. 500 en minder inw.;143
369;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Noord-Holland, gem. 100001 en meer inw.;92335
370;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Amsterdam;81130
371;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Haarlem;11205
372;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Noord-Holland, gem. 50001 - 100000 inw.;4377
373;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Hilversum;4377
374;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Noord-Holland, gem. 20001 - 50000 inw.;17902
375;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Alkmaar;2921
376;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Bussum;1473
377;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Haarlemmermeer;2221
378;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Helder (Den);3467
379;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Velsen;3903
380;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Zaandam;3917
381;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Noord-Holland, gem. 10001 - 20000 inw.;3820
382;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Noord-Holland, gem. 5001 - 10000 inw.;12974
383;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Noord-Holland, gem. 2001 - 5000 inw.;13714
384;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Noord-Holland, gem. 1001 - 2000 inw.;4266
385;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Noord-Holland, gem. 501 - 1000 inw.;1103
386;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Noord-Holland, gem. 500 en minder inw.;317
387;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Zuid-Holland, gem. 100001 en meer inw.;106170
388;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;'s-Gravenhage;44476
389;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Rotterdam;61694
390;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Zuid-Holland, gem. 50001 - 100000 inw.;21777
391;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Delft;4354
392;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Dordrecht;5756
393;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Leiden;6395
394;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Schiedam;5272
395;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Zuid-Holland, gem. 20001 - 50000 inw.;5287
396;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Gouda;2828
397;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Vlaardingen;2459
398;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Zuid-Holland, gem. 10001 - 20000 inw.;16575
399;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Zuid-Holland, gem. 5001 - 10000 inw.;13212
400;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Zuid-Holland, gem. 2001 - 5000 inw.;17378
401;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Zuid-Holland, gem. 1001 - 2000 inw.;4878
402;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Zuid-Holland, gem. 501 - 1000 inw.;2086
403;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Zuid-Holland, gem. 500 en minder inw.;223
404;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Zeeland, gem. 20001 - 50000 inw.;2408
405;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Vlissingen;2408
406;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Zeeland, gem. 10001 - 20000 inw.;2798
407;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Zeeland, gem. 5001 - 10000 inw.;2499
408;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Zeeland, gem. 2001 - 5000 inw.;8382
409;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Zeeland, gem. 1001 - 2000 inw.;3846
410;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Zeeland, gem. 501 - 1000 inw.;2099
411;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Zeeland, gem. 500 en minder inw.;173
412;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Noord-Brabant, gem. 50001 - 100000 inw.;9584
413;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Eindhoven;3574
414;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Tilburg;6010
415;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Noord-Brabant, gem. 20001 - 50000 inw.;11238
416;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Bergen op Zoom;1678
417;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Breda;3309
418;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Helmond;1672
419;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;'s-Hertogenbosch;2821
420;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Roosendaal en Nispen;1758
421;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Noord-Brabant, gem. 10001 - 20000 inw.;6822
422;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Noord-Brabant, gem. 5001 - 10000 inw.;12931
423;Totaal aantal woningen;Totaal aantal woningen;Woningen met 2 slaapruimten;Noord-Brabant, gem. 2001 - 5000 inw.;14996
